"objectid","addr_guid","rfidtag","containersize","cartlifts","res_vs_comm","yn_longterm_vacant","address","zipcode","neighborhood","oesstucttype","oesclassification","land_use_desc","route_day","latitude","longitude","date"
"9431818",,"101010111122009610016052","96 GALLON RECYCLE","0","RES","N","1840 BREWSTER AV","45207","EVANSTON","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U13-GREEN","39.14377009","-84.46686641","2017-12-01T00:00:00.000"
"9432312",,,,"0","RES","Y","1720 BREWSTER AV","45207","EVANSTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U13-GREEN","39.14407654","-84.47066907","2017-12-01T00:00:00.000"
"9525070",,"101710003639009610019192","96 GALLON RECYCLE","1","RES","Y","2201 SELIM AV","45214","EAST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U1-GREEN","39.12314842","-84.55173684","2017-12-01T00:00:00.000"
"9278637",,"112410191648006410014346","64 GALLON RECYCLE","3","RES","N","8409 BURNS AV","45216","HARTWELL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U11-GOLD","39.21574076","-84.4694454","2018-01-01T00:00:00.000"
"9530707",,"010511160258006411017028","64 GALLON RECYCLE","2","RES","N","144W 66TH ST","45216","CARTHAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U9-GREEN",,,"2017-12-01T00:00:00.000"
"9495414",,"010611040306006411017524","64 GALLON RECYCLE","2","RES","N","3204 BUELL ST","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U18-GREEN","39.14331002","-84.61569407","2017-12-01T00:00:00.000"
"9425056",,"101410101704009610046491","96 GALLON RECYCLE","2","RES","N","1242 MERIWEATHER AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U3-GOLD","39.13411236","-84.43892863","2017-12-01T00:00:00.000"
"9325391",,"0000696","9 GALLON RECYCLE","0","RES","N","3324 HOLLOWAY CT","45207","EVANSTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U5-GREEN","39.13819911","-84.47265901","2018-01-01T00:00:00.000"
"9485766",,,,"0","COMM","N","1806 DENHAM ST","45225","NORTH FAIRMOUNT","LTU","COMMERCIAL","VACANT","THU-U9-GREEN","39.13601097","-84.55507998","2017-12-01T00:00:00.000"
"9378388",,,,"0","COMM",,"434W SEYMOUR AV","45216","CARTHAGE","B","COMMERCIAL","HEAVY INDUSTRIA","TUE-U9-GREEN",,,"2018-01-01T00:00:00.000"
"9378388",,,,"0","COMM",,"434W SEYMOUR AV","45216","CARTHAGE","B","COMMERCIAL","HEAVY INDUSTRIA","TUE-U9-GREEN",,,"2018-01-01T00:00:00.000"
"9276169",,"090110044149006410002150","64 GALLON RECYCLE","3","RES","N","2018 BREEN ST","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U6-GOLD","39.13104195","-84.46035523","2018-01-01T00:00:00.000"
"9338550",,"101810075632009610048952","96 GALLON RECYCLE","0","RES","N","5603 LITTLE FLOWER AV","45239","MT. AIRY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GOLD","39.19667186","-84.5705948","2018-01-01T00:00:00.000"
"9332609",,"111310000428009610061933","96 GALLON RECYCLE","1","RES","N","4123 KIRBY AV","45223","NORTHSIDE","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","THU-U13-GOLD","39.16323128","-84.54817119","2018-01-01T00:00:00.000"
"9414073",,"011611182051009611084856","96 GALLON RECYCLE","0","RES","N","5308 WHETSEL AV","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U8-GREEN","39.16394148","-84.39242126","2017-12-01T00:00:00.000"
"9452975",,"011911201108009611085849","96 GALLON RECYCLE","0","RES","N","217E MITCHELL AV","45217","NORTH AVONDALE - PADDOCK HILLS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U1-GREEN",,,"2017-12-01T00:00:00.000"
"9328972",,"121510055907009610077124","96 GALLON RECYCLE","2","RES","N","3227 JEFFERSON AV","45220","CUF","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U4-GOLD","39.13908893","-84.51270345","2018-01-01T00:00:00.000"
"9362013",,,,"0","COMM","N","120 PEETE ST","45202","OVER-THE-RHINE","LTU","COMMERCIAL","VACANT","MON-U14-GOLD","39.11642378","-84.51413921","2018-01-01T00:00:00.000"
"9312762",,"111910083016000035101132","35 GALLON RECYCLE","1","RES","N","2626 GLENWAY AV","45204","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U6-GREEN","39.11068521","-84.55401817","2018-01-01T00:00:00.000"
"9297657",,,,"0","COMM","N","640 DUTCH COLONY DR","45232","WINTON HILLS","B","COMMERCIAL","PUBLIC SERVICE","THU-U1-GOLD","39.19023722","-84.51284983","2018-01-01T00:00:00.000"
"9306083",,"100510103359009610013573","96 GALLON RECYCLE","0","RES","N","4235 FERGUS ST","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U14-GOLD","39.16432401","-84.53639888","2018-01-01T00:00:00.000"
"9300937",,"121710051310009610078810","96 GALLON RECYCLE","1","COMM","N","506 ELIZABETH ST","45203","WEST END","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","MON-U3-GOLD","39.10625493","-84.52281554","2018-01-01T00:00:00.000"
"9545952",,,,"0","COMM","N","209 I-71 NB EXWY","45206","WALNUT HILLS","B","COMMERCIAL","PUBLIC SERVICE",,"39.12180076","-84.49779416","2017-12-01T00:00:00.000"
"9381590",,"0001765","9 GALLON RECYCLE","0","RES","N","3835 ST LAWRENCE AV","45205","EAST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U9-GREEN","39.1096923","-84.57813026","2018-01-01T00:00:00.000"
"9296223",,"101010015939006410009342","64 GALLON RECYCLE","3","RES","N","313 DONAHUE ST","45219","CORRYVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U4-GOLD","39.13297335","-84.50209033","2018-01-01T00:00:00.000"
"9261951",,"150920075818009615089138","96 GALLON RECYCLE","2","COMM","N","320W 4TH ST","45202","DOWNTOWN","B","COMMERCIAL","MIXED USE","MON-U6-GOLD",,,"2018-01-01T00:00:00.000"
"9371225",,"112910163503009610067661","96 GALLON RECYCLE","2","RES","N","5806 RIDGE AV","45213","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U12-GOLD","39.17756504","-84.42723441","2018-01-01T00:00:00.000"
"9465233",,,,"0","COMM","N","2135W 8TH ST","45204","LOWER PRICE HILL","LTU","COMMERCIAL","VACANT","MON-U6-GREEN",,,"2017-12-01T00:00:00.000"
"9494125",,,,"0","COMM","N","3037 FELTZ AV","45211","WESTWOOD","LTU","COMMERCIAL","VACANT","THU-U10-GREEN","39.15463281","-84.60094394","2017-12-01T00:00:00.000"
"9435330",,"161013053046009616090037","96 GALLON RECYCLE","0","RES",,"705E MCMILLAN ST","45206","WALNUT HILLS","LTU","COMMERCIAL","COMMERCIAL - VACANT LAND","WED-U11-GOLD",,,"2017-12-01T00:00:00.000"
"9506320",,"120510171952009610070269","96 GALLON RECYCLE","0","RES","N","5718 KENNETH AV","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U12-GOLD","39.19539756","-84.53981819","2017-12-01T00:00:00.000"
"9434357",,,,"0","RES","N","1121 YALE AV","45206","WALNUT HILLS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U11-GOLD","39.12862145","-84.48489562","2017-12-01T00:00:00.000"
"9520598",,,,"0","COMM","N","2094 MILLVALE CT","45225","MILLVALE","B","COMMERCIAL","PUBLIC SERVICE","THU-U9-GREEN","39.14965153","-84.55390706","2017-12-01T00:00:00.000"
"9411972",,,,"0","COMM","N","541 EMPRESS AV","45226","COLUMBIA TUSCULUM","LTU","COMMERCIAL","VACANT","WED-U16-GOLD","39.1200532","-84.4366358","2017-12-01T00:00:00.000"
"9423355",,"101410221142009610017765","96 GALLON RECYCLE","1","RES","N","1351 HERSCHEL AV","45208","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U14-GOLD","39.13504193","-84.42144807","2017-12-01T00:00:00.000"
"9275307",,"091010145104009610044716","96 GALLON RECYCLE","0","RES","N","3821 BOUDINOT AV","45211","WESTWOOD","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","THU-U10-GREEN","39.16028824","-84.60255965","2018-01-01T00:00:00.000"
"9522791",,,,"0","COMM","N","3831 PRESIDENT DR","45225","VILLAGES AT ROLL HILL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","THU-U6-GREEN","39.15472033","-84.5593815","2017-12-01T00:00:00.000"
"9497578",,"140301042857000003510175","35 GALLON RECYCLE","0","RES","N","815 LUDLOW AV","45220","CLIFTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U8-GREEN","39.14802821","-84.53280366","2017-12-01T00:00:00.000"
"9278445",,,,"0","COMM","N","3350 BURNET AV","45229","CORRYVILLE","LTU","COMMERCIAL","VACANT","TUE-U3-GREEN","39.14159277","-84.49998632","2018-01-01T00:00:00.000"
"9418614",,,,"0","RES","N","3623 TARPIS AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U5-GOLD","39.14236532","-84.42387211","2017-12-01T00:00:00.000"
"9310177",,"111210114712009610061520","96 GALLON RECYCLE","0","RES","N","4217 GEORGIA AV","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U13-GOLD","39.16563035","-84.54926737","2018-01-01T00:00:00.000"
"9370956",,"112410204201006410014407","64 GALLON RECYCLE","2","RES","N","614 RIDDLE RD","45220","CUF","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U16-GOLD","39.13613742","-84.52701157","2018-01-01T00:00:00.000"
"9505406",,"120510180703009610070298","96 GALLON RECYCLE","0","RES","N","5824 SARANAC AV","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U1-GOLD","39.197518","-84.54315795","2017-12-01T00:00:00.000"
"9513256",,"100910133926006410008886","64 GALLON RECYCLE","2","RES",,"3334 MOWBRAY LN","45226","MT. LOOKOUT",,"COMMERCIAL","MULTI FAMILY","WED-U8-GOLD","39.12536359","-84.42637323","2017-12-01T00:00:00.000"
"9349367",,,,"0","COMM","N","2160 MILLVALE CT","45225","MILLVALE","B","COMMERCIAL","PUBLIC SERVICE","THU-U9-GREEN","39.15067227","-84.55411324","2018-01-01T00:00:00.000"
"9341343",,,,"0","COMM","N","3089 MADISON RD","45209","OAKLEY","B","COMMERCIAL","COMMERCIAL","WED-UP-GREEN","39.15260092","-84.43068206","2018-01-01T00:00:00.000"
"9435308",,"090310121952006410004072","64 GALLON RECYCLE","0","RES","Y","2421 MAY ST","45206","WALNUT HILLS","B","COMMERCIAL","COMMERCIAL - OTHER COMMERCIAL HOUSING","WED-U11-GOLD","39.12560825","-84.49532113","2017-12-01T00:00:00.000"
"9290167",,"090610040615006410006454","64 GALLON RECYCLE","2","COMM","N","239W COURT ST","45202","WEST END","B","COMMERCIAL","OFFICE","MON-U6-GOLD",,,"2018-01-01T00:00:00.000"
"9425708",,"090110082046009610002393","96 GALLON RECYCLE","0","RES","N","2127 HERRICK AV","45208","HYDE PARK","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U6-GOLD","39.13068736","-84.46126741","2017-12-01T00:00:00.000"
"9321645",,,,"0","COMM","N","5400 HEBRON CT","45232","WINTON HILLS","B","COMMERCIAL","PUBLIC SERVICE","THU-U1-GOLD","39.18904385","-84.51609766","2018-01-01T00:00:00.000"
"9312527",,"121810122311009610079776","96 GALLON RECYCLE","1","RES","N","977 GLENNA DR","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U5-GREEN","39.11326541","-84.61126567","2018-01-01T00:00:00.000"
"9504734",,"112910230731006410015966","64 GALLON RECYCLE","0","RES","N","1838W NORTH BEND RD","45224","COLLEGE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","THU-U7-GOLD",,,"2017-12-01T00:00:00.000"
"9457681",,"100910213440006410009184","64 GALLON RECYCLE","2","RES","N","1339 JOSEPH ST","45237","BOND HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U5-GOLD","39.17271932","-84.47456404","2017-12-01T00:00:00.000"
"9497206",,"010611014438006411017428","64 GALLON RECYCLE","2","RES","N","353 MCALPIN AV","45220","CLIFTON","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","TUE-U3-GREEN","39.14980134","-84.52109418","2017-12-01T00:00:00.000"
"9352233",,,,"0","RES","Y","1960 MONTROSE ST","45214","SOUTH FAIRMOUNT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U1-GREEN","39.12812423","-84.56464623","2018-01-01T00:00:00.000"
"9443213",,,,"0","COMM","N","2821 BURNET AV","45219","AVONDALE","B","COMMERCIAL","INSTITUTIONAL","MON-U4-GOLD",,,"2017-12-01T00:00:00.000"
"9302858",,"112310030519006410013600","64 GALLON RECYCLE","0","RES","N","3713 ERIE AV","45208","OAKLEY",,"COMMERCIAL","SINGLE FAMILY","WED-U17-GREEN","39.14414191","-84.41335839","2018-01-01T00:00:00.000"
"9418845",,"112810082945009610066503","96 GALLON RECYCLE","1","RES","N","3314 CLARAMONT AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U10-GREEN","39.14895394","-84.42297599","2017-12-01T00:00:00.000"
"9398339",,"112310004610006410013502","64 GALLON RECYCLE","0","RES","N","4116 WHETSEL AV","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U1-GREEN","39.15052446","-84.39344373","2018-01-01T00:00:00.000"
"9344008",,,,"0","COMM",,"752W MARTIN LUTHER KING JR DR","45220","CUF","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-U10-GREEN",,,"2018-01-01T00:00:00.000"
"9344008",,,,"0","COMM",,"752W MARTIN LUTHER KING JR DR","45220","CUF","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-U10-GREEN",,,"2018-01-01T00:00:00.000"
"9365145",,"100210014243009610010757","96 GALLON RECYCLE","1","RES","N","1579 PULLAN AV","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U11-GOLD","39.16536196","-84.54031528","2018-01-01T00:00:00.000"
"9409166",,"083110182208009610038687","96 GALLON RECYCLE","0","RES","N","1344 MINARET CT","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U2-GREEN","39.09347567","-84.39761473","2017-12-01T00:00:00.000"
"9548447",,,,"0","COMM","N","3713 YORK LN","45215","HARTWELL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-U11-GOLD","39.21640047","-84.48097863","2017-12-01T00:00:00.000"
"9524884",,"121710022111009610024758","96 GALLON RECYCLE","0","RES","N","7426 GRACELY DR","45233","SAYLER PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U1-GOLD","39.12858483","-84.70447576","2017-12-01T00:00:00.000"
"9515361",,"101510130530009610047491","96 GALLON RECYCLE","2","COMM",,"1336 MAIN ST","45202","OVER-THE-RHINE",,,"MIXED USE","MON-U11-GOLD","39.11085754","-84.5118825","2017-12-01T00:00:00.000"
"9390436",,"120912044314006412019992","64 GALLON RECYCLE","0","RES","N","2541 VESTRY AV","45219","CUF","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","MON-U15-GOLD","39.12932418","-84.52478627","2018-01-01T00:00:00.000"
"9393385",,"090310113454006410004042","64 GALLON RECYCLE","0","RES","N","6521 WALDORF PL","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U3-GREEN","39.08225598","-84.37556314","2018-01-01T00:00:00.000"
"9447198",,"120912101127006412020220","64 GALLON RECYCLE","2","RES","N","2326 FLORA ST","45219","CUF","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U8-GOLD","39.12605098","-84.52430453","2017-12-01T00:00:00.000"
"9423375",,"090310115319009610003331","96 GALLON RECYCLE","2","RES","N","1330 HERSCHEL AV","45208","MT. LOOKOUT","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U14-GOLD","39.13367974","-84.42090964","2017-12-01T00:00:00.000"
"9453603",,"112510193833000035101983","35 GALLON RECYCLE","0","RES","N","754 AVON FIELDS LN","45229","NORTH AVONDALE - PADDOCK HILLS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U6-GREEN","39.16271671","-84.48478183","2017-12-01T00:00:00.000"
"9326994",,"100610070520009610014277","96 GALLON RECYCLE","1","RES","N","3770 HYDE PARK AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U15-GREEN","39.1469686","-84.43669095","2018-01-01T00:00:00.000"
"9282918",,"113010025817006410016122","64 GALLON RECYCLE","0","RES","N","5202 CHARLOE ST","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U8-GREEN","39.16597349","-84.41571926","2018-01-01T00:00:00.000"
"9472968",,"082610173821009610036651","96 GALLON RECYCLE","2","RES","N","415 GRAND AV","45205","EAST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U2-GREEN","39.0979294","-84.56222795","2017-12-01T00:00:00.000"
"9480250",,,,"0","RES","Y","1721 BAYMILLER ST","45214","WEST END","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U5-GOLD",,,"2017-12-01T00:00:00.000"
"9387002",,"140607100034000035113220","35 GALLON RECYCLE","1","RES","N","589 TERRACE AV","45220","CLIFTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U10-GREEN","39.14218978","-84.52796336","2018-01-01T00:00:00.000"
"9540512",,,,"0","RES","N","2417 WHITE ST","45214","SOUTH FAIRMOUNT","B","COMMERCIAL","COMMERCIAL - OTHER STRUCTURES","MON-U1-GREEN","39.12814459","-84.56424937","2017-12-01T00:00:00.000"
"9346640",,,,"0","RES","N","736E MCMILLAN ST","45206","WALNUT HILLS","B","COMMERCIAL","COMMERCIAL - DAYCARE/PRIVATE SCHOOLS","WED-U11-GOLD",,,"2018-01-01T00:00:00.000"
"9300459",,,,"0","COMM","N","539 ELBERON AV","45205","EAST PRICE HILL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","MON-U2-GREEN","39.10251764","-84.5672291","2018-01-01T00:00:00.000"
"9505387",,"120510013915009610069708","96 GALLON RECYCLE","0","RES","N","1429 CEDAR AV","45224","COLLEGE HILL","B","COMMERCIAL","PUBLICLY OWNED - PUBLIC WORSHIP","THU-U1-GOLD","39.19814374","-84.54354182","2017-12-01T00:00:00.000"
"9276916",,"120410071959009610069050","96 GALLON RECYCLE","1","RES","N","3324 BRODBECK PL","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U6-GREEN","39.14870316","-84.57983864","2018-01-01T00:00:00.000"
"9494337",,"011411121714009611082854","96 GALLON RECYCLE","0","RES","N","3126 GLENMORE AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U18-GREEN","39.14184111","-84.6132171","2017-12-01T00:00:00.000"
"9502690",,"101810034657009610048697","96 GALLON RECYCLE","0","RES","N","5956 MONTICELLO AV","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U5-GOLD","39.19879122","-84.56271604","2017-12-01T00:00:00.000"
"9388230",,"111610105050106800000001","96 GALLON RECYCLE","0","RES","N","601 TRENTON AV","45205","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U12-GREEN","39.10413553","-84.58938593","2018-01-01T00:00:00.000"
"9495192",,"011511180737009611083932","96 GALLON RECYCLE","3","RES","N","3605 ALLVIEW CIR","45238","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U2-GREEN","39.13681607","-84.61948681","2017-12-01T00:00:00.000"
"9301588",,"101610073839009610048182","96 GALLON RECYCLE","2","RES","N","1029 ELM PARK DR","45216","BOND HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U5-GOLD","39.184216","-84.48175624","2018-01-01T00:00:00.000"
"9522258",,,,"0","COMM","N","2332 NOTTINGHAM RD","45225","VILLAGES AT ROLL HILL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","THU-U6-GREEN","39.15741735","-84.55953107","2017-12-01T00:00:00.000"
"9513313",,"0000842","9 GALLON RECYCLE","0","COMM","N","1754 WILLIAM H TAFT RD","45206","EAST WALNUT HILLS","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","WED-U10-GOLD","39.12683932","-84.47284948","2017-12-01T00:00:00.000"
"9433899",,"101710203911009610048527","96 GALLON RECYCLE","0","RES","N","1700E MCMILLAN ST","45206","EAST WALNUT HILLS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U10-GOLD",,,"2017-12-01T00:00:00.000"
"9443631",,,,"0","RES","N","140 MULBERRY ST","45202","MT. AUBURN","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U14-GOLD","39.11638907","-84.51323585","2017-12-01T00:00:00.000"
"9398672",,"090310115722006410004057","64 GALLON RECYCLE","1","RES","N","6815 WHITEHALL AV","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U3-GREEN","39.07458714","-84.37132928","2018-01-01T00:00:00.000"
"9545360",,,,"0","COMM","N","1407 GOVERNOR TER","45215","HARTWELL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-U11-GOLD","39.21594242","-84.48255439","2017-12-01T00:00:00.000"
"9364804",,"100910052156009610015053","96 GALLON RECYCLE","0","RES","N","565 PROSPECT PL","45229","AVONDALE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U3-GREEN","39.14288313","-84.49495724","2018-01-01T00:00:00.000"
"9489425",,"092810223535009610008832","96 GALLON RECYCLE","1","RES","N","2104 HARRISON AV","45214","NORTH FAIRMOUNT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U1-GREEN","39.13398384","-84.56897796","2017-12-01T00:00:00.000"
"9529851",,"012011071439009611086262","96 GALLON RECYCLE","0","RES","N","3050 RAMONA AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U4-GREEN","39.14318421","-84.60275842","2017-12-01T00:00:00.000"
"9501119",,"100510071053009610013454","96 GALLON RECYCLE","2","RES","N","4251 DANE AV","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U14-GOLD","39.16522355","-84.5329955","2017-12-01T00:00:00.000"
"9275313",,"020711172414009611088464","96 GALLON RECYCLE","0","RES","N","3900 BOUDINOT AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U10-GREEN","39.1609067","-84.60192517","2018-01-01T00:00:00.000"
"9301206",,,,"0","COMM","N","931 ELLISON AV","45226","MT. LOOKOUT","B","COMMERCIAL","INSTITUTIONAL","WED-U8-GOLD","39.12686037","-84.43082508","2018-01-01T00:00:00.000"
"9471204",,,,"0","RES","N","2635 MARYLAND AV","45204","EAST PRICE HILL","LTU","RESIDENTIAL","RESIDENTIAL - VACANT LAND","MON-U6-GREEN","39.10735557","-84.55695489","2017-12-01T00:00:00.000"
"9363140",,"100410225131009610013147","96 GALLON RECYCLE","2","RES","N","4116 PLEASURE DR","45205","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U4-GREEN","39.10641372","-84.58616656","2018-01-01T00:00:00.000"
"9275720",,"120810214810009610072778","96 GALLON RECYCLE","0","RES","N","922 BRADFORD CT","45233","SAYLER PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U7-GOLD","39.11371381","-84.68090026","2018-01-01T00:00:00.000"
"9526542",,,,"0","COMM",,"1428 STATE AV","45204","EAST PRICE HILL","B","COMMERCIAL","HEAVY INDUSTRIA","MON-U1-GREEN","39.11232362","-84.55016054","2017-12-01T00:00:00.000"
"9526542",,,,"0","COMM",,"1428 STATE AV","45204","EAST PRICE HILL","B","COMMERCIAL","HEAVY INDUSTRIA","MON-U1-GREEN","39.11232362","-84.55016054","2017-12-01T00:00:00.000"
"9281376",,"120410225815009610069611","96 GALLON RECYCLE","0","RES","N","1654 CEDAR AV","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U12-GOLD","39.19910149","-84.54921985","2018-01-01T00:00:00.000"
