"objectid","addr_guid","rfidtag","containersize","cartlifts","res_vs_comm","yn_longterm_vacant","address","zipcode","neighborhood","oesstucttype","oesclassification","land_use_desc","route_day","latitude","longitude","date"
"9504543",,"121610144353009610078265","96 GALLON RECYCLE","2","RES","N","5290 FOX RD","45239","MT. AIRY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GOLD","39.1860478","-84.577617","2017-12-01T00:00:00.000"
"9283784",,"082610100846009610036379","96 GALLON RECYCLE","0","RES","N","763 CHESTNUT ST","45203","WEST END","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U3-GOLD","39.10698572","-84.5273464","2018-01-01T00:00:00.000"
"9374245",,"151001160753006415021407","64 GALLON RECYCLE","1","RES","N","540 ROEBLING RD","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U12-GREEN","39.10160164","-84.59071387","2018-01-01T00:00:00.000"
"9477279",,"111410081905009610062339","96 GALLON RECYCLE","2","RES","N","805 PEDRETTI AV","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U14-GREEN","39.10964381","-84.5990759","2017-12-01T00:00:00.000"
"9311141",,"090110073021006410002262","64 GALLON RECYCLE","0","RES","Y","1651 GILSEY AV","45205","WEST PRICE HILL","LTU","RESIDENTIAL","RESIDENTIAL - VACANT LAND","MON-U10-GREEN","39.11897688","-84.58103083","2018-01-01T00:00:00.000"
"9523680",,,,"0","COMM","N","4668 CHESTER AV","45232","SPRING GROVE VILLAGE","B","COMMERCIAL","LIGHT INDUSTRIA","THU-U18-GOLD","39.16569904","-84.5172625","2017-12-01T00:00:00.000"
"9347548",,,,"0","COMM",,"652W MEHRING WY","45203","QUEENSGATE","B","COMMERCIAL","COMMERCIAL","MON-U6-GOLD",,,"2018-01-01T00:00:00.000"
"9347548",,,,"0","COMM",,"652W MEHRING WY","45203","QUEENSGATE","B","COMMERCIAL","COMMERCIAL","MON-U6-GOLD",,,"2018-01-01T00:00:00.000"
"9400698",,"011511081609009611083550","96 GALLON RECYCLE","1","COMM","N","6633 WINDWARD ST","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U12-GREEN","39.15389866","-84.38282573","2018-01-01T00:00:00.000"
"9332508",,"100610162702009610014604","96 GALLON RECYCLE","0","RES","N","814 KIRBERT AV","45205","EAST PRICE HILL","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","MON-U9-GREEN","39.10711945","-84.5754045","2018-01-01T00:00:00.000"
"9533107",,,,"0","COMM",,,,"OAKLEY","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","WED-U11-GREEN",,,"2017-12-01T00:00:00.000"
"9303017",,"112810112009009610066608","96 GALLON RECYCLE","1","RES","N","6415 ERIE AV","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U9-GREEN","39.15724205","-84.38542146","2018-01-01T00:00:00.000"
"9482614",,,,"0","COMM","N","1645 POWERS ST","45223","NORTHSIDE","B","COMMERCIAL","INSTITUTIONAL","THU-U2-GOLD","39.15690605","-84.54285517","2017-12-01T00:00:00.000"
"9428743",,,,"0","COMM","N","2018 MADISON RD","45208","EAST WALNUT HILLS","B","COMMERCIAL","COMMERCIAL","WED-U13-GOLD",,,"2017-12-01T00:00:00.000"
"9330281",,,,"0","COMM","N","6152 KELLOGG AV","45230","CALIFORNIA","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","WED-U2-GREEN","39.0575388","-84.41782075","2018-01-01T00:00:00.000"
"9339937",,"120910151049009610024118","96 GALLON RECYCLE","1","RES","N","4420 LUCERNE AV","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U1-GREEN","39.15375754","-84.394911","2018-01-01T00:00:00.000"
"9507796",,"121410224325009610076868","96 GALLON RECYCLE","1","RES","N","130W 70TH ST","45216","CARTHAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U9-GREEN",,,"2017-12-01T00:00:00.000"
"9441132",,,,"0","RES","N","231 DORCHESTER AV","45219","MT. AUBURN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U2-GOLD","39.117706","-84.5075158","2017-12-01T00:00:00.000"
"9404442",,,,"0","COMM","N","3406 YORK LN","45215","HARTWELL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-U11-GOLD","39.21575926","-84.4807346","2018-01-01T00:00:00.000"
"9548501",,,,"0","COMM","N","2510 SOUTH MARKET ST","45219","CUF","B","COMMERCIAL","MIXED USE","MON-U12-GOLD","39.12797942","-84.51655418","2017-12-01T00:00:00.000"
"9489403",,"100810222318006410008313","64 GALLON RECYCLE","2","RES","N","3048 AQUADALE LN","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U1-GREEN","39.14221569","-84.5741344","2017-12-01T00:00:00.000"
"9269910",,,,"0","COMM","N","1740 BAYMILLER ST","45214","WEST END","LTU","COMMERCIAL","VACANT","MON-U5-GOLD","39.11602098","-84.52909807","2018-01-01T00:00:00.000"
"9435547",,,,"0","RES","N","2411 GILBERT AV","45206","WALNUT HILLS","B","COMMERCIAL","COMMERCIAL - RETAIL APARTMENTS OVER","WED-U11-GOLD","39.12475523","-84.49124802","2017-12-01T00:00:00.000"
"9301346",,"090810155515009610004399","96 GALLON RECYCLE","3","RES","N","1542 ELM ST","45202","OVER-THE-RHINE","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U11-GOLD","39.11243288","-84.51890795","2018-01-01T00:00:00.000"
"9476763",,"111610012408009610063808","96 GALLON RECYCLE","0","RES","N","1013 LOCKMAN AV","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U14-GREEN","39.11156064","-84.5959893","2017-12-01T00:00:00.000"
"9470609",,,,"0","COMM","N","3764 WARSAW AV","45205","EAST PRICE HILL","B","COMMERCIAL","COMMERCIAL","MON-U3-GREEN","39.11381954","-84.57564838","2017-12-01T00:00:00.000"
"9524336",,,,"0","COMM","N","6094 GLENWAY AV","45211","WESTWOOD","B","COMMERCIAL","COMMERCIAL","THU-U18-GREEN","39.14455364","-84.61805326","2017-12-01T00:00:00.000"
"9270069",,"101910035652009610020948","96 GALLON RECYCLE","1","RES","N","1730 BEACON ST","45230","MT. WASHINGTON","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","WED-U3-GREEN","39.08542372","-84.38108906","2018-01-01T00:00:00.000"
"9333152",,"020711195113009611088559","96 GALLON RECYCLE","0","RES","N","2931 KLING AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GREEN","39.14760149","-84.59572004","2018-01-01T00:00:00.000"
"9307686",,"111210123729009610061547","96 GALLON RECYCLE","1","RES","N","4250 FLORIDA AV","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U13-GOLD","39.16708555","-84.54731332","2018-01-01T00:00:00.000"
"9297334",,"090310041123009610040203","96 GALLON RECYCLE","2","RES","N","3439 DUNCAN AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U15-GOLD","39.13843081","-84.43589366","2018-01-01T00:00:00.000"
"9262153",,"112010204443006410011785","64 GALLON RECYCLE","1","RES","N","127W 64TH ST","45216","CARTHAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U9-GREEN",,,"2018-01-01T00:00:00.000"
"9404369",,"111410070407009610062289","96 GALLON RECYCLE","0","RES","N","2094 YOAST AV","45225","EAST WESTWOOD","LTU","RESIDENTIAL","RESIDENTIAL - VACANT LAND","THU-U9-GREEN","39.14213157","-84.56592517","2018-01-01T00:00:00.000"
"9303013",,"011911200352009611085845","96 GALLON RECYCLE","1","RES","N","6414 ERIE AV","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U9-GREEN","39.15760882","-84.38553113","2018-01-01T00:00:00.000"
"9309636",,,,"0","COMM","N","2458 GALVIN AV","45204","SEDAMSVILLE","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","MON-U3-GOLD","39.09856172","-84.55724156","2018-01-01T00:00:00.000"
"9267899",,"100410040929009610012600","96 GALLON RECYCLE","1","RES","N","2356 AUBURN AV","45219","MT. AUBURN","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U2-GOLD","39.12526375","-84.50814473","2018-01-01T00:00:00.000"
"9422127",,"100910055037009610015068","96 GALLON RECYCLE","0","RES","N","2616 MADISON RD","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U13-GOLD","39.14351896","-84.44648375","2017-12-01T00:00:00.000"
"9488001",,"090710205201006410007939","64 GALLON RECYCLE","0","COMM","N","3000 THERESA ST","45204","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","MON-U15-GREEN","39.11723141","-84.5602169","2017-12-01T00:00:00.000"
"9501400",,,,"0","COMM","N","5106 SPRING GROVE AV","45232","SPRING GROVE VILLAGE","LTU","COMMERCIAL","VACANT","THU-U1-GOLD","39.17128997","-84.50635359","2017-12-01T00:00:00.000"
"9297676",,,,"0","COMM","N","666 DUTCH COLONY DR","45232","WINTON HILLS","B","COMMERCIAL","PUBLIC SERVICE","THU-U1-GOLD","39.19035826","-84.51362971","2018-01-01T00:00:00.000"
"9288016",,,,"0","COMM","N","3556 COLUMBIA PKWY","45226","HYDE PARK","LTU","COMMERCIAL","VACANT","WED-U12-GOLD","39.11621","-84.43680439","2018-01-01T00:00:00.000"
"9358429",,"091110005511009610005827","96 GALLON RECYCLE","0","RES","N","516 ORIENT AV","45232","SPRING GROVE VILLAGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U18-GOLD","39.17307635","-84.51210109","2018-01-01T00:00:00.000"
"9280154",,"090210190134009610039854","96 GALLON RECYCLE","1","RES","N","4511 CARNATION AV","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U14-GREEN","39.10729687","-84.59923464","2018-01-01T00:00:00.000"
"9264235",,"111410033152009610062160","96 GALLON RECYCLE","1","RES","N","1737 ADMIRAL CT","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U8-GREEN","39.12123514","-84.59492411","2018-01-01T00:00:00.000"
"9408216",,,,"0","COMM","N","6006 VIRBET DR","45230","MT. WASHINGTON","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","WED-U18-GREEN","39.08379804","-84.39416059","2017-12-01T00:00:00.000"
"9359047",,"101710231953009610048631","96 GALLON RECYCLE","0","RES","N","710 OVERLOOK AV","45238","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U14-GREEN","39.10792545","-84.59964324","2018-01-01T00:00:00.000"
"9456249",,"012111023450009611086985","96 GALLON RECYCLE","0","RES","N","1518 KENOVA AV","45237","ROSELAWN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U7-GOLD","39.19316969","-84.46381635","2017-12-01T00:00:00.000"
"9439215",,,,"0","RES","N","11E 14TH ST","45202","OVER-THE-RHINE","B","COMMERCIAL","INDUSTRIAL - LIGHT MANUFACTURING","MON-U11-GOLD",,,"2017-12-01T00:00:00.000"
"9362289",,,,"0","RES","Y","3051 PERCY AV","45211","WESTWOOD","LTU","RESIDENTIAL","RESIDENTIAL - VACANT LAND","THU-U15-GREEN","39.14312741","-84.58213682","2018-01-01T00:00:00.000"
"9486543",,"111810150704000035100685","35 GALLON RECYCLE","0","RES","N","1653 CARLL ST","45225","NORTH FAIRMOUNT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U9-GREEN","39.13447501","-84.54975473","2017-12-01T00:00:00.000"
"9286467",,"092810163410009610008607","96 GALLON RECYCLE","0","RES","N","1597 CLIO AV","45230","MT. WASHINGTON","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","WED-U4-GREEN","39.08203675","-84.38876825","2018-01-01T00:00:00.000"
"9467734",,"120910162053009610073355","96 GALLON RECYCLE","2","RES","N","162 CHELSEA PL","45233","SAYLER PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U7-GOLD","39.10917155","-84.68660716","2017-12-01T00:00:00.000"
"9528752",,"112310075641009610064370","96 GALLON RECYCLE","0","RES","N","7032 RIVER RD","45233","SAYLER PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U1-GOLD","39.11985732","-84.69953373","2017-12-01T00:00:00.000"
"9349393",,,,"0","COMM","N","2209 MILLVALE CT","45225","MILLVALE","B","COMMERCIAL","PUBLIC SERVICE","THU-U9-GREEN","39.15110845","-84.55476088","2018-01-01T00:00:00.000"
"9385664",,,,"0","COMM","N","1215 SYCAMORE ST","45202","PENDLETON","B","COMMERCIAL","COMMERCIAL","MON-U11-GOLD","39.10983369","-84.51046121","2018-01-01T00:00:00.000"
"9268853",,"102110090102009610060577","96 GALLON RECYCLE","0","RES","N","2741 BAKER AV","45211","EAST WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U1-GREEN","39.13528978","-84.57002177","2018-01-01T00:00:00.000"
"9309855",,,,"0","COMM","N","5610 GARDENHILL LN","45232","WINTON HILLS","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY ATTACHED","THU-U1-GOLD","39.19128404","-84.51139757","2018-01-01T00:00:00.000"
"9539162",,"082310112608006410000019","64 GALLON RECYCLE","0","RES","N","2513 RING PL","45204","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U6-GREEN","39.11039769","-84.55643536","2017-12-01T00:00:00.000"
"9358830",,,,"0","COMM","N","1666 OTTE AV","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","THU-U10-GOLD","39.17316795","-84.54650775","2018-01-01T00:00:00.000"
"9303598",,,,"0","RES","N","2914 EUCLID AV","45219","CORRYVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U4-GOLD","39.13337589","-84.50725576","2018-01-01T00:00:00.000"
"9322722",,,,"0","COMM","N","1229 HERSCHEL AV","45208","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","WED-U14-GOLD","39.13078196","-84.42306612","2018-01-01T00:00:00.000"
"9286259",,"160509144659009616089480","64 GALLON RECYCLE","1","RES","N","4061 CLIFTONRIDGE DR","45220","CLIFTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U8-GREEN","39.16084116","-84.514997","2018-01-01T00:00:00.000"
"9331781",,,,"0","COMM","N","452 KINGS RUN DR","45232","WINTON HILLS","B","COMMERCIAL","PUBLIC SERVICE","THU-U1-GOLD","39.17777674","-84.51002297","2018-01-01T00:00:00.000"
"9338789",,,,"0","RES","N","3803 LLEWELLYN AV","45223","SOUTH CUMMINSVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U9-GREEN","39.15597501","-84.5494836","2018-01-01T00:00:00.000"
"9480963",,,,"0","COMM","N","1379 AVON PL","45225","CAMP WASHINGTON","LTU","COMMERCIAL","VACANT","THU-U14-GREEN","39.13765696","-84.54123497","2017-12-01T00:00:00.000"
"9352146",,,,"0","COMM","N","1685 MONTROSE ST","45214","SOUTH FAIRMOUNT","LTU","COMMERCIAL","VACANT","MON-UP-GREEN","39.12668718","-84.55277794","2018-01-01T00:00:00.000"
"9412758",,,,"0","RES","N","3225 RIVERSIDE DR","45226","EAST END","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","WED-U16-GOLD","39.11859866","-84.44411949","2017-12-01T00:00:00.000"
"9349957",,,,"0","COMM","N","3001 MINOT AV","45209","OAKLEY","B","COMMERCIAL","COMMERCIAL","WED-U7-GREEN","39.15235517","-84.43303458","2018-01-01T00:00:00.000"
"9367055",,,,"0","COMM","N","717 RACE ST","45202","DOWNTOWN","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","MON-U6-GOLD","39.10391638","-84.51559865","2018-01-01T00:00:00.000"
"9417852",,"090210230801006410003561","64 GALLON RECYCLE","0","RES","N","3431 AULT VIEW AV","45208","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U14-GOLD","39.13646431","-84.41950338","2017-12-01T00:00:00.000"
"9357854",,"140920111106006412020868","64 GALLON RECYCLE","1","RES","N","2323 OHIO AV","45219","CUF","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U13-GOLD","39.1242665","-84.51697342","2018-01-01T00:00:00.000"
"9445186",,,,"0","COMM","N","2122 BAYMILLER ST","45214","WEST END","B","COMMERCIAL","HEAVY INDUSTRIA","MON-U5-GOLD","39.12001553","-84.52864428","2017-12-01T00:00:00.000"
"9535269",,"100210101916009610011077","96 GALLON RECYCLE","0","RES","N","1348 CRYER AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U15-GOLD","39.13631495","-84.43611504","2017-12-01T00:00:00.000"
"9523858",,,,"0","COMM","N","5659 GARDENHILL LN","45232","WINTON HILLS","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY ATTACHED","THU-U1-GOLD","39.19187869","-84.51321449","2017-12-01T00:00:00.000"
"9367336",,"100810214918006410008290","64 GALLON RECYCLE","0","RES","N","6481 RAINBOW LN","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U5-GREEN","39.09800072","-84.37731616","2018-01-01T00:00:00.000"
"9296537",,"090110161502006410002558","64 GALLON RECYCLE","0","RES","N","217 DORSEY ST","45202","MT. AUBURN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U13-GOLD","39.11640472","-84.51143128","2018-01-01T00:00:00.000"
"9454191",,,,"0","COMM","N","1738 TENNESSEE AV","45229","NORTH AVONDALE - PADDOCK HILLS","B","COMMERCIAL","LIGHT INDUSTRIA","TUE-U6-GREEN","39.16776353","-84.46878461","2017-12-01T00:00:00.000"
"9487120",,,,"0","COMM","N","1775 HARRISON AV","45214","SOUTH FAIRMOUNT","LTU","COMMERCIAL","VACANT","THU-U1-GREEN","39.12738253","-84.55826294","2017-12-01T00:00:00.000"
"9279443",,"150920085558009615089179","96 GALLON RECYCLE","0","RES","N","6235 CAMBRIDGE AV","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U4-GREEN","39.08444961","-84.38586959","2018-01-01T00:00:00.000"
"9479128",,"112410151605006410014180","64 GALLON RECYCLE","3","RES","N","4730 GUERLEY RD","45238","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U8-GREEN","39.11848332","-84.59450533","2017-12-01T00:00:00.000"
"9419071",,,,"0","RES","N","3873 KILBOURNE AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U10-GREEN","39.14883856","-84.42440196","2017-12-01T00:00:00.000"
"9269354",,"161013132234009616090280","96 GALLON RECYCLE","0","COMM","N","1125 BANK ST","45214","WEST END","B","COMMERCIAL","INSTITUTIONAL","THU-UZ-GOLD","39.11951005","-84.53391391","2018-01-01T00:00:00.000"
"9366625",,"6415088931","64 GALLON RECYCLE","0","RES","N","2700 QUEENSWOOD DR","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U3-GREEN","39.13248142","-84.58452332","2018-01-01T00:00:00.000"
"9465762",,,,"0","RES","N","2500 RIVER RD","45204","SEDAMSVILLE","LTU","COMMERCIAL","COMMERCIAL - VACANT LAND","MON-U3-GOLD","39.09695682","-84.55792164","2017-12-01T00:00:00.000"
"9479451",,"112710225309006410015399","64 GALLON RECYCLE","0","RES","N","1914 ASHBROOK DR","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U8-GREEN","39.12473521","-84.5959839","2017-12-01T00:00:00.000"
"9518887",,"093010230919009610009907","96 GALLON RECYCLE","2","RES","N","1677 PULLAN AV","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U11-GOLD","39.16499981","-84.54444261","2017-12-01T00:00:00.000"
"9390660",,"101210164158009610045117","96 GALLON RECYCLE","2","RES","N","2919 VICTORIA AV","45208","HYDE PARK","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","WED-U4-GOLD","39.14199629","-84.43415093","2018-01-01T00:00:00.000"
"9286623",,"090910005235009610043420","96 GALLON RECYCLE","2","RES","N","5075 COAD DR","45237","BOND HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U5-GOLD","39.18093062","-84.47987316","2018-01-01T00:00:00.000"
"9264395",,"102010034324009610060124","96 GALLON RECYCLE","1","RES","N","2512 AIRY CT","45239","MT. AIRY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U5-GOLD","39.20265095","-84.5750075","2018-01-01T00:00:00.000"
"9456056",,"111810131356000035100606","35 GALLON RECYCLE","2","RES","N","1523 CORVALLIS AV","45237","ROSELAWN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U7-GOLD","39.19596672","-84.46359278","2017-12-01T00:00:00.000"
"9460354",,"112110170649006410012538","64 GALLON RECYCLE","0","RES","N","6264 ROBISON RD","45213","KENNEDY HEIGHTS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U2-GOLD","39.18527543","-84.41936744","2017-12-01T00:00:00.000"
"9448692",,,,"0","RES","N","319 PROBASCO ST","45220","CUF","B","COMMERCIAL","COMMERCIAL - OTHER COMMERCIAL HOUSING","MON-U16-GOLD","39.13429275","-84.52137451","2017-12-01T00:00:00.000"
"9449898",,,,"0","RES","N","759 RIDGEWAY AV","45229","AVONDALE","5+FAM","COMMERCIAL","COMMERCIAL - APARTMENTS 40+ UNITS","TUE-U11-GREEN","39.13872049","-84.49202461","2017-12-01T00:00:00.000"
"9291774",,"101110032541006410010087","64 GALLON RECYCLE","3","RES","N","3449 CUSTER AV","45208","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U14-GOLD","39.13756588","-84.41835599","2018-01-01T00:00:00.000"
"9309237",,"090110033601006410002106","64 GALLON RECYCLE","0","RES","N","1125 FULLER ST","45202","MT. ADAMS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U10-GOLD","39.10844514","-84.49630861","2018-01-01T00:00:00.000"
"9449052",,,,"0","RES","Y","2609 GLENDORA AV","45219","CORRYVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U4-GOLD","39.12958739","-84.51062714","2017-12-01T00:00:00.000"
"9363574",,,,"0","COMM","N","2909 PORTSMOUTH AV","45208","OAKLEY","TWO FAM","RESIDENTIAL","TWO FAMILY","WED-U4-GOLD","39.14354288","-84.43511939","2018-01-01T00:00:00.000"
"9423263",,"090210201427009610002776","96 GALLON RECYCLE","1","RES","N","2983 SPRINGER AV","45208","HYDE PARK","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U7-GOLD","39.13530374","-84.43097937","2017-12-01T00:00:00.000"
"9445222",,,,"0","RES","N","2206 RAVINE ST","45219","CUF","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U15-GOLD","39.12337708","-84.52572249","2017-12-01T00:00:00.000"
"9362276",,"120310234321009610068863","96 GALLON RECYCLE","0","RES","N","3033 PERCY AV","45211","WESTWOOD","LTU","RESIDENTIAL","RESIDENTIAL - VACANT LAND","THU-U15-GREEN","39.14248917","-84.58215107","2018-01-01T00:00:00.000"
"9418322",,"112910232213009610022658","96 GALLON RECYCLE","0","RES","N","3525 ERIE AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U17-GOLD","39.14078642","-84.41810813","2017-12-01T00:00:00.000"
"9520508",,"121010102020009610073997","96 GALLON RECYCLE","0","RES","Y","296 MYSTIC AV","45216","HARTWELL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U10-GOLD","39.20964999","-84.46528566","2017-12-01T00:00:00.000"
"9527583",,"111610052641106800000001","96 GALLON RECYCLE","2","RES","N","774 WILBUD DR","45205","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U12-GREEN","39.10692666","-84.59241645","2017-12-01T00:00:00.000"
"9445373",,"090410094558006410004903","64 GALLON RECYCLE","1","RES","Y","2146 RAVINE ST","45214","CUF","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","MON-U15-GOLD","39.12285219","-84.52589917","2017-12-01T00:00:00.000"
"9281854",,"150920071856009615089115","96 GALLON RECYCLE","0","RES","N","2110 CENTRAL AV","45214","WEST END","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U5-GOLD","39.12110671","-84.52929659","2018-01-01T00:00:00.000"
"9336665",,"112410125613009610065295","96 GALLON RECYCLE","2","RES","N","5707 LESTER RD","45213","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U12-GOLD","39.17614174","-84.43193358","2018-01-01T00:00:00.000"
"9359048",,"101810130259009610020496","96 GALLON RECYCLE","1","RES","N","710 OVERLOOK AV","45238","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U14-GREEN","39.10792545","-84.59964324","2018-01-01T00:00:00.000"
"9300879",,"101810050249009610020199","96 GALLON RECYCLE","0","RES","N","1588 ELIZABETH PL","45237","BOND HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U5-GOLD","39.17795682","-84.46796867","2018-01-01T00:00:00.000"
"9336941",,"090210052416009610039508","96 GALLON RECYCLE","0","RES","N","3773W LIBERTY ST","45205","EAST PRICE HILL",,"COMMERCIAL",,"MON-U13-GREEN",,,"2018-01-01T00:00:00.000"
"9546369",,"082510052056009610000686","96 GALLON RECYCLE","0","COMM","N","328 PURCELL AV","45205","EAST PRICE HILL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","MON-U2-GREEN","39.09694439","-84.56405943","2017-12-01T00:00:00.000"
