"report_number","offense_id","offense_start_datetime","offense_end_datetime","report_datetime","group_a_b","crime_against_category","offense_parent_group","offense","offense_code","precinct","sector","beat","mcpp","_100_block_address","longitude","latitude"
"2020-901365","12444677158","2020-01-24T20:00:00.000","2020-01-26T08:00:00.000","2020-01-29T06:02:13.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U1","ROOSEVELT/RAVENNA","9XX BLOCK OF NE 72ND ST","-122.318105838","47.680868760"
"2020-034807","12444535412","2020-01-28T21:00:00.000","2020-01-28T00:00:00.000","2020-01-29T01:55:53.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","U","U2","UNIVERSITY","45XX BLOCK OF UNIVERSITY WAY NE","-122.313115709","47.662180580"
"2020-034803","12444497051","2020-01-29T00:15:00.000",,"2020-01-29T01:06:00.000","B","SOCIETY","LIQUOR LAW VIOLATIONS","Liquor Law Violations","90G","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","9XX BLOCK OF S JACKSON ST","-122.320331973","47.599187330"
"2020-034792","12444470268","2020-01-29T00:00:00.000","2020-01-29T00:00:00.000","2020-01-29T00:31:27.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","5XX BLOCK OF 6TH AVE S","-122.326365492","47.597934490"
"2020-034793","12444457357","2020-01-28T18:30:00.000","2020-01-28T20:56:00.000","2020-01-29T00:17:32.000","A","PROPERTY","MOTOR VEHICLE THEFT","Motor Vehicle Theft","240","E","E","E2","CAPITOL HILL","E PIKE ST / BOYLSTON AVE","-122.323401481","47.614070010"
"2020-034675","12444385961","2020-01-28T08:25:00.000",,"2020-01-28T22:58:00.000","A","PROPERTY","ROBBERY","Robbery","120","W","M","M2","SLU/CASCADE","OLIVE WAY / 5TH AVE","-122.337393601","47.612665350"
"2020-034598","12444404474","2020-01-28T20:00:00.000",,"2020-01-28T22:42:49.000","A","PROPERTY","FRAUD OFFENSES","False Pretenses/Swindle/Confidence Game","26A","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","6XX BLOCK OF S JACKSON ST","-122.325707861","47.599191770"
"2020-034461","12444352293","2020-01-28T17:56:00.000",,"2020-01-28T21:55:48.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","E","C","C1","MILLER PARK","5XX BLOCK OF 15TH AVE E","-122.312615060","47.623756490"
"2020-034666","12444349784","2020-01-28T18:00:00.000","2020-01-28T18:28:00.000","2020-01-28T21:54:34.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","W","M","M3","DOWNTOWN COMMERCIAL","15XX BLOCK OF 6TH AVE","-122.334918446","47.611639430"
"2020-034473","12442770910","2020-01-28T00:00:00.000",,"2020-01-28T21:51:13.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","N","L","L2","NORTHGATE","5XX BLOCK OF NE NORTHGATE WAY","-122.321918379","47.708585780"
"2020-034522","12444361471","2020-01-27T08:00:00.000","2020-01-28T12:00:00.000","2020-01-28T21:40:33.000","A","PROPERTY","COUNTERFEITING/FORGERY","Counterfeiting/Forgery","250","SW","F","F3","HIGHLAND PARK","5XX BLOCK OF SW ROXBURY ST","-122.342238437","47.517284980"
"2020-034539","12437635828","2019-12-24T12:00:00.000","2020-01-05T12:00:00.000","2020-01-28T21:31:02.000","A","PROPERTY","LARCENY-THEFT","Theft of Motor Vehicle Parts or Accessories","23G","SW","W","W3","MORGAN","74XX BLOCK OF CALIFORNIA AVE SW","-122.387306785","47.536410530"
"2020-034172","12435644036","2020-01-14T00:00:00.000","2020-01-28T00:00:00.000","2020-01-28T21:13:01.000","A","PROPERTY","FRAUD OFFENSES","Wire Fraud","26E","S","O","O1","SODO","24XX BLOCK OF UTAH AVE S","-122.335124811","47.580853390"
"2020-034559","12431412906","2020-01-17T12:00:00.000",,"2020-01-28T20:47:47.000","A","PROPERTY","FRAUD OFFENSES","Identity Theft","26F","N","B","B1","BALLARD SOUTH","17XX BLOCK OF NW 56TH ST","-122.380505180","47.669446270"
"2020-034516","12431605014","2020-01-28T18:54:00.000",,"2020-01-28T20:40:00.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","N","L","L2","NORTHGATE","5XX BLOCK OF NE 89TH ST","-122.321674751","47.693124320"
"2020-034260","12431605006","2019-12-28T00:00:00.000","2020-01-24T00:00:00.000","2020-01-28T20:37:50.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","S","S","S2","BRIGHTON/DUNLAP","65XX BLOCK OF RAINIER AVE S","-122.273741067","47.543815030"
"2020-034421","12429598505","2020-01-28T17:18:00.000",,"2020-01-28T20:31:52.000","A","PROPERTY","ROBBERY","Robbery","120","S","S","S1","SOUTH BEACON HILL","30XX BLOCK OF S PORTLAND ST","-122.292106136","47.533074440"
"2020-034213","12426680138","2020-01-28T14:50:00.000","2020-01-28T14:58:00.000","2020-01-28T20:00:56.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","E","C","C1","CAPITOL HILL","16XX BLOCK OF 14TH AVE","-122.314251704","47.615866440"
"2020-034418","12421803336","2020-01-28T17:39:00.000","2020-01-28T17:39:00.000","2020-01-28T19:23:26.000","B","PROPERTY","BAD CHECKS","Bad Checks","90A","E","E","E2","FIRST HILL","11XX BLOCK OF E COLUMBIA ST","-122.317113813","47.609228440"
"2020-034471","12420215251","2020-01-28T00:00:00.000",,"2020-01-28T19:17:46.000","A","PROPERTY","ROBBERY","Robbery","120","E","E","E1","CAPITOL HILL","E THOMAS ST / HARVARD AVE E","-122.322224860","47.621066330"
"2020-034492","12420908200","2020-01-28T18:26:00.000",,"2020-01-28T19:10:12.000","A","PROPERTY","ROBBERY","Robbery","120","E","G","G1","FIRST HILL","1XX BLOCK OF 14TH AVE","-122.314193607","47.603095490"
"2020-034474","12429553624","2020-01-25T12:00:00.000","2020-01-25T17:20:00.000","2020-01-28T18:51:18.000","A","PROPERTY","LARCENY-THEFT","Theft of Motor Vehicle Parts or Accessories","23G","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","9XX BLOCK OF S JACKSON ST","-122.320331973","47.599187330"
"2020-034200","12414526693","2019-11-25T08:00:00.000","2019-11-25T08:20:00.000","2020-01-28T18:26:21.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","N","U","U3","SANDPOINT","48XX BLOCK OF SAND POINT WAY NE","-122.283362769","47.664382570"
"2020-034308","12412277787","2020-01-27T12:15:00.000",,"2020-01-28T18:07:36.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","E","C","C3","CENTRAL AREA/SQUIRE PARK","8XX BLOCK OF 27TH AVE","-122.297544901","47.609511250"
"2020-034297","12411021729","2020-01-28T07:30:00.000",,"2020-01-28T18:02:22.000","A","PROPERTY","FRAUD OFFENSES","Wire Fraud","26E","N","J","J3","PHINNEY RIDGE","65XX BLOCK OF FRANCIS AVE N","-122.353299800","47.676492130"
"2020-034222","12519593943","2020-01-28T15:04:00.000",,"2020-01-28T18:00:46.000","A","SOCIETY","DRUG/NARCOTIC OFFENSES","Drug/Narcotic Violations","35A","W","M","M3","DOWNTOWN COMMERCIAL","2XX BLOCK OF PIKE ST","-122.338348304","47.609517440"
"2020-034378","12410319188","2020-01-28T14:00:00.000","2020-01-28T14:15:00.000","2020-01-28T17:58:17.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","N","B","B2","FREMONT","6XX BLOCK OF N 35TH ST","-122.350545827","47.650625200"
"2020-034453","12410898523","2020-01-27T00:00:00.000","2020-01-27T00:00:00.000","2020-01-28T17:56:27.000","A","PROPERTY","FRAUD OFFENSES","Credit Card/Automated Teller Machine Fraud","26B","N","L","L2","NORTHGATE","4XX BLOCK OF NE NORTHGATE WAY","-122.324615158","47.708602800"
"2020-034227","12412385636","2020-01-28T15:05:00.000",,"2020-01-28T17:49:24.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","N","U","U3","ROOSEVELT/RAVENNA","26XX BLOCK OF NE 46TH ST","-122.298887079","47.661755560"
"2020-034351","12407882683","2020-01-28T16:24:00.000",,"2020-01-28T17:36:29.000","A","SOCIETY","DRUG/NARCOTIC OFFENSES","Drug/Narcotic Violations","35A","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","10TH AVE S / S WELLER ST","-122.319644562","47.597509450"
"2020-034351","12444532564","2020-01-28T16:24:00.000",,"2020-01-28T17:36:29.000","A","PROPERTY","FRAUD OFFENSES","Identity Theft","26F","W","K","K3","CHINATOWN/INTERNATIONAL DISTRICT","10TH AVE S / S WELLER ST","-122.319644562","47.597509450"
"2020-034413","12409542348","2020-01-25T16:00:00.000","2020-01-25T16:15:00.000","2020-01-28T17:34:46.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","N","B","B2","FREMONT","6XX BLOCK OF N 35TH ST","-122.350545827","47.650625200"
"2020-034194","12406750694","2020-01-28T14:45:00.000",,"2020-01-28T17:19:37.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","N","U","U2","UNIVERSITY","45XX BLOCK OF UNIVERSITY WAY NE","-122.313115709","47.662180580"
"2020-034151","12408045673","2020-01-01T00:00:00.000","2020-01-28T14:25:00.000","2020-01-28T17:18:43.000","A","PROPERTY","FRAUD OFFENSES","Credit Card/Automated Teller Machine Fraud","26B","N","J","J2","BALLARD NORTH","8XX BLOCK OF NW 65TH ST","-122.366290818","47.675983080"
"2020-034217","12403042362","2020-01-28T16:57:03.000",,"2020-01-28T16:57:28.000","A","PROPERTY","STOLEN PROPERTY OFFENSES","Stolen Property Offenses","280","W","M","M2","SLU/CASCADE","5TH AVE / VIRGINIA ST","-122.339173567","47.613727070"
"2020-034217","12403455541","2020-01-28T17:00:40.000",,"2020-01-28T16:57:28.000","B","SOCIETY","DRIVING UNDER THE INFLUENCE","Driving Under the Influence","90D","W","M","M2","SLU/CASCADE","5TH AVE / VIRGINIA ST","-122.339173567","47.613727070"
"2020-034088","12403152488","2020-01-28T11:00:00.000",,"2020-01-28T16:54:29.000","A","PROPERTY","FRAUD OFFENSES","False Pretenses/Swindle/Confidence Game","26A","N","U","U2","UNIVERSITY","43XX BLOCK OF 9TH AVE NE","-122.318782352","47.660382210"
"2020-034050","12398540738","2020-01-27T21:40:00.000","2020-01-28T21:50:00.000","2020-01-28T16:08:58.000","A","PROPERTY","ROBBERY","Robbery","120","N","J","J2","GREENWOOD","83XX BLOCK OF 3RD AVE NW","-122.360648295","47.689473370"
"2020-034231","12394470997","2020-01-05T00:00:00.000",,"2020-01-28T15:26:09.000","A","PROPERTY","FRAUD OFFENSES","Impersonation","26C","W","D","D2","QUEEN ANNE","24XX BLOCK OF AURORA AVE N","-122.346642841","47.641419740"
"2020-034067","12390687587","2020-01-21T00:00:00.000","2020-01-26T00:00:00.000","2020-01-28T15:00:53.000","A","PROPERTY","COUNTERFEITING/FORGERY","Counterfeiting/Forgery","250","SW","W","W2","ALASKA JUNCTION","44XX BLOCK OF 37TH AVE SW","-122.378770294","47.563972060"
"2020-034067","12444528336","2020-01-28T13:31:00.000",,"2020-01-28T15:00:53.000","A","PROPERTY","FRAUD OFFENSES","Identity Theft","26F","SW","W","W2","ALASKA JUNCTION","44XX BLOCK OF 37TH AVE SW","-122.378770294","47.563972060"
"2020-034115","12390211920","2020-01-27T14:00:00.000","2020-01-28T11:00:00.000","2020-01-28T15:00:53.000","A","PROPERTY","LARCENY-THEFT","Theft of Motor Vehicle Parts or Accessories","23G","W","Q","Q2","QUEEN ANNE","4XX BLOCK OF CROCKETT ST","-122.347707544","47.637405070"
"2020-034196","12389609382","2020-01-20T12:00:00.000","2020-01-28T15:00:00.000","2020-01-28T15:00:16.000","A","PROPERTY","FRAUD OFFENSES","Identity Theft","26F","S","S","S3","RAINIER VIEW","112XX BLOCK OF 57TH AVE S","-122.261017858","47.498963040"
"2020-034065","12391999101","2020-01-28T13:26:00.000",,"2020-01-28T14:57:31.000","A","PROPERTY","ROBBERY","Robbery","120","N","U","U2","UNIVERSITY","13XX BLOCK OF NE 45TH ST","-122.313707747","47.661273170"
"2020-034192","12444747994","2020-01-28T14:49:00.000",,"2020-01-28T14:57:12.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","N","L","L2","NORTHGATE","8XX BLOCK OF NE NORTHGATE WAY","-122.319206762","47.708569200"
"2020-033896","12439797603","2020-01-28T11:25:00.000",,"2020-01-28T14:41:14.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","N","B","B3","WALLINGFORD","45XX BLOCK OF WALLINGFORD AVE N","-122.336434095","47.661735350"
"2020-901363","12386238742","2020-01-18T22:00:00.000","2020-01-19T10:45:00.000","2020-01-28T14:32:50.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","J","J1","GREENWOOD","95XX BLOCK OF EVANSTON AVE N","-122.351255160","47.698732760"
"2020-901362","12386228651","2020-01-17T20:00:00.000","2020-01-18T08:00:00.000","2020-01-28T14:32:42.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","B","B2","FREMONT","47XX BLOCK OF EVANSTON AVE N","-122.351475619","47.663233390"
"2020-901361","12386181726","2020-01-18T10:35:00.000","2020-01-18T10:40:00.000","2020-01-28T14:32:26.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","E","E","E2","CAPITOL HILL","17XX BLOCK OF BROADWAY","-122.320826482","47.616987300"
"2020-901359","12386168733","2020-01-27T19:00:00.000","2020-01-27T20:30:00.000","2020-01-28T14:32:15.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","E","C","C3","CENTRAL AREA/SQUIRE PARK","E ARTHUR PL / 29TH AVE E","-122.294894278","47.623671320"
"2020-033974","12386348283","2020-01-28T12:15:00.000",,"2020-01-28T14:32:05.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","W","M","M2","DOWNTOWN COMMERCIAL","15XX BLOCK OF 7TH AVE","-122.333808099","47.612103390"
"2020-901358","12385390312","2020-01-25T02:00:00.000","2020-01-25T02:00:00.000","2020-01-28T14:24:49.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","N","N","N1","BITTERLAKE","137XX BLOCK OF NORTHWOOD RD NW","-122.364646459","47.729434380"
"2020-901357","12385209848","2020-01-28T07:55:00.000","2020-01-28T07:55:00.000","2020-01-28T14:23:06.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","J","J1","GREENWOOD","2XX BLOCK OF NW 87TH ST","-122.360001634","47.692445140"
"2020-901356","12385108491","2020-01-26T23:05:00.000","2020-01-27T11:05:00.000","2020-01-28T14:22:24.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","SW","W","W3","ROXHILL/WESTWOOD/ARBOR HEIGHTS","38XX BLOCK OF SW 107TH ST","-122.378728685","47.507317530"
"2020-901355","12385102532","2020-01-17T13:30:00.000","2020-01-27T23:05:00.000","2020-01-28T14:22:15.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","W","K","K2","DOWNTOWN COMMERCIAL","3RD AVE / JAMES ST","-122.331408526","47.602769180"
"2020-033935","12384313000","2020-01-28T14:14:13.000",,"2020-01-28T14:14:31.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","J","J2","BALLARD NORTH","NW 67TH ST / 8TH AVE NW","-122.366020251","47.677770430"
"2020-901354","12384151629","2020-01-26T19:00:00.000","2020-01-26T19:40:00.000","2020-01-28T14:13:06.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","M","M1","DOWNTOWN COMMERCIAL","ALASKAN WAY / UNION ST","-122.341334544","47.606902570"
"2020-901352","12382958809","2020-01-26T19:30:00.000","2020-01-27T09:45:00.000","2020-01-28T14:02:29.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","J","J2","PHINNEY RIDGE","72XX BLOCK OF 2ND AVE NW","-122.359446293","47.681263800"
"2020-901351","12381859636","2020-01-23T15:00:00.000","2020-01-23T19:25:00.000","2020-01-28T13:52:15.000","A","PROPERTY","LARCENY-THEFT","All Other Larceny","23H","N","J","J2","BALLARD NORTH","80XX BLOCK OF 18TH AVE NW","-122.380017781","47.687791090"
"2020-033981","12383606746","2020-01-28T12:23:00.000",,"2020-01-28T13:51:10.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","W","K","K1","DOWNTOWN COMMERCIAL","5XX BLOCK OF CHERRY ST","-122.329287554","47.604644650"
"2020-901350","12380908643","2020-01-24T12:52:00.000","2020-01-27T18:18:00.000","2020-01-28T13:43:05.000","A","PROPERTY","FRAUD OFFENSES","Identity Theft","26F","SW","W","W2","MORGAN","54XX BLOCK OF 49TH AVE SW","-122.395030175","47.553071060"
"2020-901349","12380847950","2020-01-27T09:11:00.000","2020-01-27T09:11:00.000","2020-01-28T13:42:26.000","A","PROPERTY","FRAUD OFFENSES","Identity Theft","26F","W","D","D3","SLU/CASCADE","12XX BLOCK OF HARRISON ST","-122.331070174","47.621969960"
"2020-901348","12380834896","2020-01-27T05:00:00.000","2020-01-27T16:00:00.000","2020-01-28T13:42:16.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","S","O","O1","SODO","S LANDER ST / UTAH AVE S","-122.335124893","47.579811380"
"2020-033952","12380653191","2020-01-21T09:46:00.000","2020-01-22T23:59:00.000","2020-01-28T13:35:16.000","A","PROPERTY","LARCENY-THEFT","Theft From Building","23D","SW","W","W3","FAUNTLEROY SW","90XX BLOCK OF 35TH AVE SW","-122.376730708","47.521965560"
"2020-901347","12379956897","2020-01-24T17:00:00.000","2020-01-24T18:15:00.000","2020-01-28T13:33:57.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","B","B1","BALLARD SOUTH","52XX BLOCK OF SHILSHOLE AVE NW","-122.383106150","47.665084790"
"2020-033761","12387145655","2020-01-28T09:20:00.000",,"2020-01-28T13:28:00.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U1","ROOSEVELT/RAVENNA","72XX BLOCK OF ROOSEVELT WAY NE","-122.317449748","47.681208400"
"2020-901342","12378696549","2020-01-27T00:00:00.000","2020-01-27T07:00:00.000","2020-01-28T13:23:04.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U3","SANDPOINT","87XX BLOCK OF 25TH PL NE","-122.300489297","47.692887260"
"2020-034012","12379276292","2020-01-28T12:40:00.000","2020-01-28T12:41:00.000","2020-01-28T13:22:02.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","N","N2","BITTERLAKE","132XX BLOCK OF AURORA AVE N","-122.344996828","47.725035550"
"2020-901340","12377682353","2020-01-27T00:00:00.000","2020-01-27T06:00:00.000","2020-01-28T13:14:02.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U3","SANDPOINT","65XX BLOCK OF 48TH AVE NE","-122.276900993","47.676686330"
"2020-901338","12377484522","2020-01-24T15:20:00.000","2020-01-24T15:20:00.000","2020-01-28T13:12:14.000","B","PROPERTY","BAD CHECKS","Bad Checks","90A","W","M","M2","SLU/CASCADE","6XX BLOCK OF STEWART ST","-122.336584689","47.613955140"
"2020-033968","12378456394","2020-01-28T12:12:00.000",,"2020-01-28T13:12:12.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","SW","W","W1","NORTH DELRIDGE","29XX BLOCK OF SW AVALON WAY","-122.370766502","47.568425380"
"2020-033971","12376572848","2020-01-28T12:13:00.000","2020-01-28T12:30:00.000","2020-01-28T13:00:59.000","A","PROPERTY","LARCENY-THEFT","Shoplifting","23C","W","M","M3","DOWNTOWN COMMERCIAL","5XX BLOCK OF PIKE ST","-122.335017876","47.610909020"
"2020-901337","12375376875","2020-01-24T22:20:00.000","2020-01-24T22:20:00.000","2020-01-28T12:54:46.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","W","M","M2","SLU/CASCADE","19XX BLOCK OF 3RD AVE","-122.340242172","47.612013580"
"2020-901335","12375082410","2020-01-26T13:00:00.000","2020-01-27T08:00:00.000","2020-01-28T12:52:25.000","A","PROPERTY","LARCENY-THEFT","Theft of Motor Vehicle Parts or Accessories","23G","N","J","J2","BALLARD NORTH","77XX BLOCK OF 15TH AVE NW","-122.376789689","47.685968210"
"2020-901335","12406926755","2020-01-26T13:00:00.000","2020-01-27T08:00:00.000","2020-01-28T12:52:25.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","J","J2","BALLARD NORTH","77XX BLOCK OF 15TH AVE NW","-122.376789689","47.685968210"
"2020-901334","12375070695","2020-01-27T10:45:00.000","2020-01-27T11:40:00.000","2020-01-28T12:52:15.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","E","C","C2","MONTLAKE/PORTAGE BAY","E CALHOUN ST / 16TH AVE E","-122.310707817","47.641023180"
"2020-033865","12375029517","2020-01-27T23:00:00.000","2020-01-28T10:00:00.000","2020-01-28T12:50:02.000","A","PROPERTY","LARCENY-THEFT","Theft of Motor Vehicle Parts or Accessories","23G","N","J","J2","GREENWOOD","3RD AVE NW / NW 79TH ST","-122.360650747","47.686202300"
"2020-901333","12374083925","2020-01-27T00:00:00.000","2020-01-27T07:00:00.000","2020-01-28T12:44:46.000","A","PROPERTY","LARCENY-THEFT","Theft From Motor Vehicle","23F","N","U","U3","SANDPOINT","94XX BLOCK OF 35TH AVE NE","-122.290544116","47.697045010"
"2020-033748","12374445534","2020-01-27T00:00:00.000","2020-01-28T10:00:00.000","2020-01-28T12:43:44.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","N","J","J3","ROOSEVELT/RAVENNA","71XX BLOCK OF WOODLAWN AVE NE","-122.324611421","47.680155580"
"2020-901332","12373927337","2020-01-15T13:40:00.000","2020-01-27T13:40:00.000","2020-01-28T12:43:34.000","A","PROPERTY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY","Destruction/Damage/Vandalism of Property","290","E","C","C2","MONTLAKE/PORTAGE BAY","18XX BLOCK OF 23RD AVE E","-122.302268438","47.636207220"
