"id","name","latitude","longitude","domain","asset_class","nta_code","responsible_agency","operated_by","owner","number","street","city","postcode","borough","bin","bbl","num_floors","connected_to_fiber","wireless_on_roof","fiber_pathways_in_building","landmarked","senior_center_flag","community_cornerstone_center_flag","franchise_agreement","community_board","council_district","census_tract","nta","target_neighborhood_id","target_neighborhood"
"QPL-100042","Pomonok","40.733033","-73.809879","LIBRARIES","PUBLIC LIBRARIES","QN38","Queens Public Library","QPL","City Leased","158-21","Jewel Avenue","Fresh Meadows","11365","Queens","4438294","4067900022","6","Y","N","Y","N",,,,"408","24","122701","Pomonok-Flushing Heights-Hillcrest","QN-2","Y"
"QPL-100043","Hillcrest","40.729253","-73.781905","LIBRARIES","PUBLIC LIBRARIES","QN41","Queens Public Library","QPL","City Owned","187-05","Union Turnpike","Fresh Meadows","11366","Queens","4155032","4072040040","1","Y","N","Y","N",,,,"408","24","133300","Fresh Meadows-Utopia","QN-2","Y"
"QPL-100044","Fresh Meadows","40.741551","-73.782267","LIBRARIES","PUBLIC LIBRARIES","QN41","Queens Public Library","QPL","City Leased","193-20","Horace Harding Expressway","Fresh Meadows","11365","Queens","4444054","4071170200","1","Y","N","Y","N",,,,"408","23","134700","Fresh Meadows-Utopia","QN-2","Y"
"QPL-100045","Windsor Park","40.734488","-73.755685","LIBRARIES","PUBLIC LIBRARIES","QN42","Queens Public Library","QPL","City Owned","79-50","Bell Boulevard","Oakland Gardens","11364","Queens","4164306","4077720001","1","Y","N","Y","N",,,,"411","23","129103","Oakland Gardens",,"N"
"QPL-100046","Bellerose","40.735158","-73.717097","LIBRARIES","PUBLIC LIBRARIES","QN43","Queens Public Library","QPL","City Owned","250-06","Hillside Avenue","Bellerose","11426","Queens","4175514","4086040085","1","Y","N","Y","N",,,,"413","23","157101","Bellerose","QN-2","Y"
"QPL-100047","Glen Oaks","40.745137","-73.714845","LIBRARIES","PUBLIC LIBRARIES","QN44","Queens Public Library","QPL","City Owned","256-04","Union Turnpike","Glen Oaks","11004","Queens","4177530","4086930010","2","Y","N","Y","N",,,,"413","23","157902","Glen Oaks-Floral Park-New Hyde Park","QN-2","Y"
"QPL-100048","Douglaston/Little Neck","40.7682219999999","-73.7382339999999","LIBRARIES","PUBLIC LIBRARIES","QN45","Queens Public Library","QPL","City Owned","249-01","Northern Boulevard","Little Neck","11363","Queens","4169275","4081260087","1","Y","N","Y","N",,,,"411","19","147900","Douglas Manor-Douglaston-Little Neck",,"N"
"QPL-100049","North Hills Branch","40.759245","-73.731829","LIBRARIES","PUBLIC LIBRARIES","QN45","Queens Public Library","QPL","City Owned","57-04","Marathon Parkway","Little Neck","11362","Queens","4171760","4082760657","1","Y","N","Y","N",,,,"411","23","152901","Douglas Manor-Douglaston-Little Neck",,"N"
"QPL-100050","North Hills","40.759245","-73.731829","LIBRARIES","PUBLIC LIBRARIES","QN45","Queens Public Library","QPL","City Owned","57-04","Marathon Parkway","Little Neck","11362","Queens","4171760","4082760657","1","Y","N","Y","N",,,,"411","23","152901","Douglas Manor-Douglaston-Little Neck",,"N"
"QPL-100051","Douglaston Little Neck Library","40.7682219999999","-73.7382339999999","LIBRARIES","PUBLIC LIBRARIES","QN45","Queens Public Library","QPL","City Owned","249-01","Northern Boulevard","Little Neck","11363","Queens","4169275","4081260087","1","Y","N","Y","N",,,,"411","19","147900","Douglas Manor-Douglaston-Little Neck",,"N"
"QPL-100052","Bayside","40.760126","-73.768361","LIBRARIES","PUBLIC LIBRARIES","QN46","Queens Public Library","QPL","City Owned","214-20","Northern Boulevard","Bayside","11361","Queens","4157389","4073330215","1","Y","N","Y","N",,,,"411","19","147100","Bayside-Bayside Hills",,"N"
"QPL-100053","Bayside Branch Library","40.760126","-73.768361","LIBRARIES","PUBLIC LIBRARIES","QN46","Queens Public Library","QPL","City Owned","214-20","Northern Boulevard","Bayside","11361","Queens","4157389","4073330215","1","Y","N","Y","N",,,,"411","19","147100","Bayside-Bayside Hills",,"N"
"QPL-100054","Bay Terrace","40.782528","-73.777013","LIBRARIES","PUBLIC LIBRARIES","QN47","Queens Public Library","QPL","City Owned","18-36","Bell Boulevard","Bayside","11360","Queens","4131148","4058650082","1","Y","N","Y","N",,,,"407","19","99704","Ft. Totten-Bay Terrace-Clearview",,"N"
"QPL-100055","Auburndale","40.773751","-73.7963489999999","LIBRARIES","PUBLIC LIBRARIES","QN47","Queens Public Library","QPL","City Owned","25-55","Francis Lewis Boulevard","Flushing","11358","Queens","4129461","4057690010","1","Y","N","Y","N",,,,"407","19","101700","Ft. Totten-Bay Terrace-Clearview",,"N"
"QPL-100056","East Flushing","40.757545","-73.784305","LIBRARIES","PUBLIC LIBRARIES","QN48","Queens Public Library","QPL","City Owned","196-36","Northern Boulevard","Flushing","11358","Queens","4124564","4055200018","1","Y","N","Y","N",,,,"411","19","145101","Auburndale",,"N"
"QPL-100057","Whitestone","40.78853","-73.810718","LIBRARIES","PUBLIC LIBRARIES","QN49","Queens Public Library","QPL","City Owned","151-10","14 Road","Whitestone","11357","Queens","4107201","4047170025","1","Y","N","Y","N",,,,"407","19","98700","Whitestone",,"N"
"QPL-100058","Mcgoldrick","40.763746","-73.809833","LIBRARIES","PUBLIC LIBRARIES","QN51","Queens Public Library","QPL","City Owned","155-06","Roosevelt Avenue","Flushing","11354","Queens","4119345","4052750120","1","Y","N","Y","N",,,,"407","20","117100","Murray Hill",,"N"
"QPL-100059","Woodhaven","40.694545","-73.86144","LIBRARIES","PUBLIC LIBRARIES","QN53","Queens Public Library","QPL","City Owned","85-41","Forest Parkway","Woodhaven","11421","Queens","4181578","4088560085","1","Y","N","Y","N",,,,"409","32","1200","Woodhaven","QN-2","Y"
"QPL-100060","Richmond Hill","40.700767","-73.831625","LIBRARIES","PUBLIC LIBRARIES","QN54","Queens Public Library","QPL","City Owned","118-14","Hillside Avenue","Richmond Hill","11418","Queens","4193458","4092640056","1","Y","N","Y","N",,,,"409","29","13200","Richmond Hill","QN-2","Y"
"QPL-100061","South Ozone Park","40.674776","-73.809262","LIBRARIES","PUBLIC LIBRARIES","QN55","Queens Public Library","QPL","City Owned","128-16","Rockaway Boulevard","South Ozone Park","11420","Queens","4254814","4117500057","1","Y","N","Y","N",,,,"410","28","81800","South Ozone Park","QN-2","Y"
"QPL-100062","Lefferts","40.686901","-73.824839","LIBRARIES","PUBLIC LIBRARIES","QN55","Queens Public Library","QPL","City Owned","103-34","Lefferts Boulevard","South Richmond Hill","11419","Queens","4203685","4095560020","2","Y","N","Y","N",,,,"410","28","10600","South Ozone Park","QN-2","Y"
"QPL-100063","Ozone Park","40.680858","-73.846487","LIBRARIES","PUBLIC LIBRARIES","QN56","Queens Public Library","QPL","City Owned","92-24","Rockaway Boulevard","Ozone Park","11417","Queens","4189526","4091130030","1","Y","N","Y","N",,,,"410","32","5400","Ozone Park","QN-2","Y"
"QPL-100064","Howard Beach","40.663804","-73.841799","LIBRARIES","PUBLIC LIBRARIES","QN57","Queens Public Library","QPL","City Owned","92-06","156 Avenue","Howard Beach","11414","Queens","4292455","4139570001","1","Y","N","Y","N",,,,"410","32","89200","Lindenwood-Howard Beach","QN-2","Y"
"QPL-100065","Queens Library Cyber Center","40.707797","-73.794643","LIBRARIES","PUBLIC LIBRARIES","QN61","Queens Public Library","QPL","City Owned","89-11","Merrick Boulevard","Jamaica","11432","Queens","4209635","4097980006","2","Y","N","Y","N",,,,"412","27","46000","Jamaica","QN-2","Y"
"QPL-100066","Central Circulation Services","40.705948","-73.7943849999999","LIBRARIES","PUBLIC LIBRARIES","QN61","Queens Public Library","QPL","City Leased","91-14","Merrick Boulevard","Jamaica","11432","Queens","4209597","4097950001","6","Y","N","Y","N",,,,"412","27","46000","Jamaica","QN-2","Y"
"QPL-100067","Business, Science And Technology Division","40.707797","-73.794643","LIBRARIES","PUBLIC LIBRARIES","QN61","Queens Public Library","QPL","City Owned","89-11","Merrick Boulevard","Jamaica","11432","Queens","4209635","4097980006","2","Y","N","Y","N",,,,"412","27","46000","Jamaica","QN-2","Y"
"QPL-100068","Job Information Center (Jic)","40.707797","-73.794643","LIBRARIES","PUBLIC LIBRARIES","QN61","Queens Public Library","QPL","City Owned","89-11","Merrick Boulevard","Jamaica","11432","Queens","4209635","4097980006","2","Y","N","Y","N",,,,"412","27","46000","Jamaica","QN-2","Y"
"QPL-100069","Central Adult Learning Center","40.705948","-73.7943849999999","LIBRARIES","PUBLIC LIBRARIES","QN61","Queens Public Library","QPL","City Leased","91-14","Merrick Boulevard","Jamaica","11432","Queens","4209597","4097950001","6","Y","N","Y","N",,,,"412","27","46000","Jamaica","QN-2","Y"
"QPL-100070","New Americas Program (Nap)","40.707797","-73.794643","LIBRARIES","PUBLIC LIBRARIES","QN61","Queens Public Library","QPL","City Owned","89-11","Merrick Boulevard","Jamaica","11432","Queens","4209635","4097980006","2","Y","N","Y","N",,,,"412","27","46000","Jamaica","QN-2","Y"
"QPL-100071","Queens Central Library","40.707797","-73.794643","LIBRARIES","PUBLIC LIBRARIES","QN61","Queens Public Library","QPL","City Owned","89-11","Merrick Boulevard","Jamaica","11432","Queens","4209635","4097980006","2","Y","N","Y","N",,,,"412","27","46000","Jamaica","QN-2","Y"
"QPL-100072","Queens Central Library","40.707797","-73.794643","LIBRARIES","PUBLIC LIBRARIES","QN61","Queens Public Library","QPL","City Owned","89-11","Merrick Boulevard","Jamaica","11432","Queens","4209635","4097980006","2","Y","N","Y","N",,,,"412","27","46000","Jamaica","QN-2","Y"
"QPL-100073","Queensboro Hill","40.742931","-73.825172","LIBRARIES","PUBLIC LIBRARIES","QN62","Queens Public Library","QPL","City Owned","60-05","Main Street","Flushing","11355","Queens","4140176","4064050050","1","Y","N","Y","N",,,,"407","20","80301","Queensboro Hill",,"N"
"QPL-100074","Woodside","40.7453409999999","-73.909798","LIBRARIES","PUBLIC LIBRARIES","QN63","Queens Public Library","QPL","City Owned","54-22","Skillman Avenue","Woodside","11377","Queens","4030847","4013170085","1","Y","N","Y","N",,,,"402","26","25100","Woodside","QN-1","Y"
"QPL-100075","Laurelton","40.676952","-73.745668","LIBRARIES","PUBLIC LIBRARIES","QN66","Queens Public Library","QPL","City Owned","134-26","225 Street","Springfield Gardens","11413","Queens","4281443","4131050007","1","Y","N","Y","N",,,,"413","31","63000","Laurelton","QN-2","Y"
"QPL-100076","Ravenswood, Now A Family Literacy Center","40.760505","-73.9366589999999","LIBRARIES","PUBLIC LIBRARIES","QN68","Queens Public Library","QPL","City Leased","35-32","21 Street","Astoria","11106","Queens","4430693","4003320002","6","Y","N","Y","N",,,,"401","26","4300","Queensbridge-Ravenswood-Long Island City","QN-1","Y"
"QPL-100077","Queensbridge, Now A Family Literacy Center","40.7551099999999","-73.944112","LIBRARIES","PUBLIC LIBRARIES","QN68","Queens Public Library","QPL","City Leased","40-01","10 Street","Long Island City","11101","Queens","4433385;4595582","4004700100","6","Y","N","Y","N",,,,"401","26","2500","Queensbridge-Ravenswood-Long Island City","QN-1","Y"
"QPL-100078","Long Island City","40.757814","-73.939303","LIBRARIES","PUBLIC LIBRARIES","QN68","Queens Public Library","NYCDOE;QPL","City Owned","37-44","21 Street","Long Island City","11101","Queens","4004419;4463561","4003630001","3","Y","N","Y","N",,,,"401","26","4300","Queensbridge-Ravenswood-Long Island City","QN-1","Y"
"QPL-100079","Broadway","40.758526","-73.918624","LIBRARIES","PUBLIC LIBRARIES","QN70","Queens Public Library","QPL","City Owned","40-20","Broadway","Astoria","11103","Queens","4011018","4006760050","2","Y","N","Y","N",,,,"401","26","15700","Astoria","QN-1","Y"
"QPL-100080","Astoria","40.772381","-73.928722","LIBRARIES","PUBLIC LIBRARIES","QN71","Queens Public Library","QPL","City Owned","14-01","Astoria Boulevard","Astoria","11102","Queens","4006113","4005400030","1","Y","N","Y","N",,,,"401","22","8300","Old Astoria","QN-1","Y"
"QPL-100081","Steinway","40.776884","-73.909318","LIBRARIES","PUBLIC LIBRARIES","QN72","Queens Public Library","QPL","City Owned","21-45","31 Street","Astoria","11105","Queens","4016923","4008310015","2","Y","N","Y","N",,,,"401","22","11300","Steinway","QN-1","Y"
"QPL-100082","Baisley Park","40.680314","-73.791679","LIBRARIES","PUBLIC LIBRARIES","QN76","Queens Public Library","QPL","City Owned","117-11","Sutphin Boulevard","Jamaica","11434","Queens","4264849","4122040099","1","Y","N","Y","N",,,,"412","28","28800","Baisley Park","QN-2","Y"
"FDNY-100001","B2653","40.63932033","-74.02354939","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK31","Nyc Fire Department","NYCFDNY","City Owned",,"3 AVE & 65 ST","Brooklyn","11220","Brooklyn",,,,,,,,,,,"310","38","7000","Bay Ridge",,"N"
"FDNY-100002","Q7917","40.7426855","-73.89565167","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN50","Nyc Fire Department","NYCFDNY","City Owned",,"WOODSIDE AVE & 69 ST","Queens","11377","Queens",,,,,,,,,,,"402","26","48300","Elmhurst-Maspeth",,"N"
"FDNY-100003","B0801","40.69953211","-73.9110349","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK77","Nyc Fire Department","NYCFDNY","City Owned",,"MYRTLE AVE & PALMETTO ST","Brooklyn","11385","Brooklyn",,,,,,,,,,,"304","37","43900","Bushwick North","BK-1","Y"
"FDNY-100004","B1046","40.66253364","-73.94791393","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK60","Nyc Fire Department","NYCFDNY","City Owned",,"NEW YORK AVE & LEFFERTS AVE","Brooklyn","11225","Brooklyn",,,,,,,,,,,"309","40","32900","Prospect Lefferts Gardens-Wingate",,"N"
"FDNY-100005","B0109","40.71837562","-73.96462115","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK73","Nyc Fire Department","NYCFDNY","City Owned",,"RIVER & NORTH 3 STS","Brooklyn","11249","Brooklyn",,,,,,,,,,,"301","33","55500","North Side-South Side",,"N"
"FDNY-100006","R2465","40.57084247","-74.12510919","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI25","Nyc Fire Department","NYCFDNY","City Owned",,"VINCENT AVE & COVERLY ST","Staten Island","10306","Staten Island",,,,,,,,,,,"503","50","13800","Oakwood-Oakwood Beach",,"N"
"FDNY-100007","Q3506","40.74424412","-73.82953367","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN62","Nyc Fire Department","NYCFDNY","City Owned",,"59 AVE & 136 ST","Queens","11355","Queens",,,,,,,,,,,"407","20","80301","Queensboro Hill",,"N"
"FDNY-100008","Q4382","40.69635031","-73.90540128","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN20","Nyc Fire Department","NYCFDNY","City Owned",,"WYCKOFF AVE & CENTRE ST","Brooklyn","11385","Queens",,,,,,,,,,,"405","34","55500","Ridgewood",,"N"
"FDNY-100009","Q6353","40.77632656","-73.75132309","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN45","Nyc Fire Department","NYCFDNY","City Owned",,"MANOR RD & CENTER DR","Queens","11363","Queens",,,,,,,,,,,"411","19","148300","Douglas Manor-Douglaston-Little Neck",,"N"
"FDNY-100010","Q4207","40.71245415","-73.88205387","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN20","Nyc Fire Department","NYCFDNY","City Owned",,"METROPOLITAN AVE & PLEASANTVIEW ST","Queens","11379","Queens",,,,,,,,,,,"405","30","61302","Ridgewood",,"N"
"FDNY-100011","R0639","40.60586273","-74.07242765","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI37","Nyc Fire Department","NYCFDNY","City Owned",,"NARROWS RD N 1000' W OF FINGERBOARD RD","Staten Island","10305","Staten Island",,,,,,,,,,,"501","49","2001","Stapleton-Rosebank","SI-1","Y"
"FDNY-100012","X2557","40.82627431","-73.89840604","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX33","Nyc Fire Department","NYCFDNY","City Owned",,"E 167 ST & STEBBINS ST/POLITE AVE","Bronx","10459","Bronx",,,,,,,,,,,"202","17","13100","Longwood","BX-1","Y"
"FDNY-100013","X4762","40.85790201","-73.89341592","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX40","Nyc Fire Department","NYCFDNY","City Owned",,"W/S PARK AVE & E 186 ST","Bronx","10458","Bronx",,,,,,,,,,,"206","15","38302","Fordham South","BX-1","Y"
"FDNY-100014","B2691","40.63075638","-74.00014289","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK88","Nyc Fire Department","NYCFDNY","City Owned",,"12 AVE & 59 ST","Brooklyn","11219","Brooklyn",,,,,,,,,,,"312","44","21400","Borough Park",,"N"
"FDNY-100015","Q7296","40.73735689","-73.91890954","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN31","Nyc Fire Department","NYCFDNY","City Owned",,"50 AVE & 47 ST","Queens","11377","Queens",,,,,,,,,,,"402","26","23500","Hunters Point-Sunnyside-West Maspeth",,"N"
"FDNY-100016","M0107","40.71579721","-74.01291703","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN24","Nyc Fire Department","NYCFDNY","City Owned",,"WEST ST BTW MURRAY ST & WARREN ST","Manhattan","10007","Manhattan",,,,,,,,,,,"101","1","2100","SoHo-TriBeCa-Civic Center-Little Italy",,"N"
"FDNY-100017","Q7838","40.74822266","-73.87834313","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN28","Nyc Fire Department","NYCFDNY","City Owned",,"ROOSEVELT AVE & 88 ST","Queens","11373","Queens",,,,,,,,,,,"403","21","27900","Jackson Heights","QN-1","Y"
"FDNY-100018","Q3804","40.75281186","-73.77003288","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN46","Nyc Fire Department","NYCFDNY","City Owned",,"50 AVE & 210 ST","Queens","11364","Queens",,,,,,,,,,,"411","23","143500","Bayside-Bayside Hills",,"N"
"FDNY-100019","B1571","40.65264232","-73.94976875","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK60","Nyc Fire Department","NYCFDNY","City Owned",,"NOSTRAND AVE & LINDEN BLVD","Brooklyn","11226","Brooklyn",,,,,,,,,,,"317","40","82000","Prospect Lefferts Gardens-Wingate",,"N"
"FDNY-100020","B1936","40.66329419","-73.87475187","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK82","Nyc Fire Department","NYCFDNY","City Owned",,"STANLEY AVE & BERRIMAN ST","Brooklyn","11208","Brooklyn",,,,,,,,,,,"305","42","111600","East New York","BK-1","Y"
"FDNY-100021","Q4014","40.69515789","-73.89861514","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN19","Nyc Fire Department","NYCFDNY","City Owned",,"CYPRESS AVE OPP 78 AVE","Queens","11385","Queens",,,,,,,,,,,"405","30","56500","Glendale",,"N"
