"acs_5_year_data_time_period","borough","borough_cd_code","community_district_name","language","lep_population_estimate","of_lep_population","cvalep_population_estimate","of_cvalep_population"
"2015-2019","Manhattan","105","Midtown Business District","Pashto","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Pennsylvania German","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Polish","18","0.4","18","0.7"
"2015-2019","Manhattan","105","Midtown Business District","Portuguese","42","1","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Punjabi","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Romanian","4","0.1","4","0.2"
"2015-2019","Manhattan","105","Midtown Business District","Russian","212","4.8","151","5.8"
"2015-2019","Manhattan","105","Midtown Business District","Samoan","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Serbian","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Serbocroatian","16","0.4","16","0.6"
"2015-2019","Manhattan","105","Midtown Business District","Shona","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Sindhi","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Sinhala","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Slovak","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Somali","52","1.2","52","2"
"2015-2019","Manhattan","105","Midtown Business District","Spanish","1528","34.9","1029","39.3"
"2015-2019","Manhattan","105","Midtown Business District","Swahili","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Swedish","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Swiss German","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Tagalog","20","0.5","10","0.4"
"2015-2019","Manhattan","105","Midtown Business District","Tamil","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Telugu","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Thai","17","0.4","5","0.2"
"2015-2019","Manhattan","105","Midtown Business District","Tibetan","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Tigrinya","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Tongan","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Turkish","7","0.2","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Ukrainian","10","0.2","10","0.4"
"2015-2019","Manhattan","105","Midtown Business District","Urdu","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Uto-Aztecan languages","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Uzbek","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Vietnamese","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Wolof","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Yiddish","8","0.2","8","0.3"
"2015-2019","Manhattan","105","Midtown Business District","Yoruba","0","0","0","0"
"2015-2019","Manhattan","105","Midtown Business District","Zuni (2016 or earlier)","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Afrikaans","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Akan (incl. Twi)","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Albanian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Aleut languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Amharic","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Apache languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Arabic","152","1.6","115","2.5"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Armenian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Assyrian Neo-Aramaic","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Bengali","51","0.5","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Bosnian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Bulgarian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Burmese","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Cajun French","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Cebuano","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Chaldean Neo-Aramaic","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Chamorro","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Cherokee","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Chin languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Chinese (incl. Mandarin, Cantonese)","2193","22.9","1195","26.1"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Chuukese","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Croatian","34","0.4","34","0.7"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Czech","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Dakota languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Danish","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Dari","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Dutch","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Edoid languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Farsi","115","1.2","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Filipino","37","0.4","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Finnish","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","French","1120","11.7","510","11.2"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Fulah","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Ga","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Ganda","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Gbe languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Georgian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","German","22","0.2","22","0.5"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Greek","243","2.5","243","5.3"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Gujarati","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Haitian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Hausa","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Hawaiian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Hebrew","87","0.9","87","1.9"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Hindi","191","2","103","2.3"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Hmong","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Hungarian","32","0.3","32","0.7"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Igbo","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Ilocano","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","India N.E.C.","14","0.1","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Indonesian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Irish","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Italian","126","1.3","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Iu Mien","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Jamaican Creole English","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Japanese","823","8.6","91","2"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Kabuverdianu","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Kannada","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Karen languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Keres","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Khmer","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Kinyarwanda","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Kiowa-Tanoan languages (2016 or earlier)","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Konkani","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Korean","1497","15.6","459","10"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Kru languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Kurdish","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Lao","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Latvian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Lithuanian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Macedonian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Malay","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Malayalam","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Manding languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Marathi","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Marshallese","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Min Nan Chinese","57","0.6","57","1.2"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Mongolian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Muskogean languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Navajo","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Nepali","68","0.7","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Nilo-Saharan languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Norwegian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Ojibwa","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Oromo","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other Afro-Asiatic languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other Bantu languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other Central and South American languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other Eastern Malayo-Polynesian languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other English-based Creole languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other Indo-European languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other Indo-Iranian languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other Mande languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other Native North American languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other Niger-Congo languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other Philippine languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other and unspecified languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other languages of Africa","94","1","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Other languages of Asia","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Pakistan N.E.C.","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Pashto","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Pennsylvania German","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Polish","166","1.7","87","1.9"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Portuguese","105","1.1","18","0.4"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Punjabi","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Romanian","11","0.1","11","0.2"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Russian","434","4.5","151","3.3"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Samoan","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Serbian","17","0.2","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Serbocroatian","79","0.8","79","1.7"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Shona","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Sindhi","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Sinhala","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Slovak","1","0","1","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Somali","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Spanish","1580","16.5","1126","24.6"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Swahili","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Swedish","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Swiss German","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Tagalog","124","1.3","68","1.5"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Tamil","13","0.1","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Telugu","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Thai","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Tibetan","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Tigrinya","45","0.5","45","1"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Tongan","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Turkish","36","0.4","36","0.8"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Ukrainian","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Urdu","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Uto-Aztecan languages","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Uzbek","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Vietnamese","19","0.2","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Wolof","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Yiddish","0","0","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Yoruba","11","0.1","0","0"
"2015-2019","Manhattan","106","Stuyvesant Town, Turtle Bay","Zuni (2016 or earlier)","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Afrikaans","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Akan (incl. Twi)","274","1.9","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Albanian","323","2.3","281","3.4"
"2015-2019","Manhattan","107","West Side, Upper West Side","Aleut languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Amharic","83","0.6","83","1"
"2015-2019","Manhattan","107","West Side, Upper West Side","Apache languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Arabic","284","2","146","1.8"
"2015-2019","Manhattan","107","West Side, Upper West Side","Armenian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Assyrian Neo-Aramaic","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Bengali","34","0.2","34","0.4"
"2015-2019","Manhattan","107","West Side, Upper West Side","Bosnian","133","0.9","133","1.6"
"2015-2019","Manhattan","107","West Side, Upper West Side","Bulgarian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Burmese","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Cajun French","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Cebuano","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Chaldean Neo-Aramaic","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Chamorro","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Cherokee","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Chin languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Chinese (incl. Mandarin, Cantonese)","1973","14","567","6.9"
"2015-2019","Manhattan","107","West Side, Upper West Side","Chuukese","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Croatian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Czech","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Dakota languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Danish","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Dari","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Dutch","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Edoid languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Farsi","24","0.2","24","0.3"
"2015-2019","Manhattan","107","West Side, Upper West Side","Filipino","28","0.2","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Finnish","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","French","558","4","272","3.3"
"2015-2019","Manhattan","107","West Side, Upper West Side","Fulah","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Ga","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Ganda","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Gbe languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Georgian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","German","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Greek","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Gujarati","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Haitian","131","0.9","65","0.8"
"2015-2019","Manhattan","107","West Side, Upper West Side","Hausa","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Hawaiian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Hebrew","317","2.3","97","1.2"
"2015-2019","Manhattan","107","West Side, Upper West Side","Hindi","86","0.6","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Hmong","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Hungarian","36","0.3","36","0.4"
"2015-2019","Manhattan","107","West Side, Upper West Side","Igbo","56","0.4","56","0.7"
"2015-2019","Manhattan","107","West Side, Upper West Side","Ilocano","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","India N.E.C.","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Indonesian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Irish","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Italian","352","2.5","210","2.5"
"2015-2019","Manhattan","107","West Side, Upper West Side","Iu Mien","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Jamaican Creole English","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Japanese","512","3.6","89","1.1"
"2015-2019","Manhattan","107","West Side, Upper West Side","Kabuverdianu","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Kannada","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Karen languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Keres","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Khmer","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Kinyarwanda","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Kiowa-Tanoan languages (2016 or earlier)","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Konkani","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Korean","565","4","274","3.3"
"2015-2019","Manhattan","107","West Side, Upper West Side","Kru languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Kurdish","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Lao","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Latvian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Lithuanian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Macedonian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Malay","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Malayalam","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Manding languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Marathi","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Marshallese","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Min Nan Chinese","75","0.5","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Mongolian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Muskogean languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Navajo","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Nepali","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Nilo-Saharan languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Norwegian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Ojibwa","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Oromo","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other Afro-Asiatic languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other Bantu languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other Central and South American languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other Eastern Malayo-Polynesian languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other English-based Creole languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other Indo-European languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other Indo-Iranian languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other Mande languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other Native North American languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other Niger-Congo languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other Philippine languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other and unspecified languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other languages of Africa","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Other languages of Asia","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Pakistan N.E.C.","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Pashto","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Pennsylvania German","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Polish","91","0.6","91","1.1"
"2015-2019","Manhattan","107","West Side, Upper West Side","Portuguese","61","0.4","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Punjabi","1","0","1","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Romanian","1","0","1","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Russian","619","4.4","339","4.1"
"2015-2019","Manhattan","107","West Side, Upper West Side","Samoan","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Serbian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Serbocroatian","132","0.9","132","1.6"
"2015-2019","Manhattan","107","West Side, Upper West Side","Shona","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Sindhi","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Sinhala","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Slovak","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Somali","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Spanish","7024","49.9","5218","63.3"
"2015-2019","Manhattan","107","West Side, Upper West Side","Swahili","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Swedish","37","0.3","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Swiss German","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Tagalog","40","0.3","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Tamil","99","0.7","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Telugu","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Thai","92","0.7","92","1.1"
"2015-2019","Manhattan","107","West Side, Upper West Side","Tibetan","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Tigrinya","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Tongan","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Turkish","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Ukrainian","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Urdu","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Uto-Aztecan languages","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Uzbek","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Vietnamese","27","0.2","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Wolof","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Yiddish","0","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Yoruba","6","0","0","0"
"2015-2019","Manhattan","107","West Side, Upper West Side","Zuni (2016 or earlier)","0","0","0","0"
