"geoid","region","state","age","season","mmwr_year_week","deaths_from_influenza","deaths_from_pneumonia","deaths_from_pneumonia_and_influenza","all_deaths","pecent_of_deaths_due_to_pneumonia_or_influenza","pecent_complete"
"State",,"New York","All","2017-18","201804",,,"286","2210","12.941176471","121.22428947"
"State",,"South Carolina","All","2017-18","201820",,,"48","941","5.1009564293","118.03870023"
"State",,"Massachusetts","All","2018-19","201847",,,"71","1132","6.2720848057","112.10735558"
"State",,"Vermont","All","2017-18","201803",,,"14","124","11.290322581","123.5919691"
"State",,"New Mexico","All","2017-18","201829",,,"13","353","3.6827195467","114.17406914"
"State",,"Minnesota","All","2017-18","201835",,,"34","808","4.2079207921","108.15283524"
"State",,"Montana","All","2018-19","201907",,,"9","213","4.2253521127","126.76405262"
"State",,"Idaho","All","2018-19","201909",,,"25","317","7.8864353312","142.60530791"
"State",,"Ohio","All","2017-18","201838",,,"112","2327","4.8130640309","113.06069123"
"State",,"South Carolina","All","2017-18","201829",,,"43","911","4.7200878156","114.27551106"
"State",,"North Dakota","All","2017-18","201831",,,"7","131","5.3435114504","115.09100845"
"State",,"Georgia","All","2017-18","201818",,,"84","1576","5.3299492386","116.29189483"
"State",,"Michigan","All","2017-18","201830",,,"93","1694","5.4899645809","100.33099258"
"State",,"Connecticut","All","2017-18","201821",,,"43","576","7.4652777778","103.93790525"
"State",,"Mississippi","All","2017-18","201826",,,"41","590","6.9491525424","106.47152787"
"Region","10",,"All","2017-18","201832","0","71","71","2045","3.4718826406","110.78781815"
"State",,"South Dakota","All","2018-19","201901",,,"11","173","6.3583815029","126.34797498"
"State",,"District of Columbia","All","2017-18","201820",,,"4","79","5.0632911392","88.4596839"
"State",,"District of Columbia","All","2017-18","201811",,,"7","93","7.5268817204","104.13608358"
"State",,"Iowa","All","2018-19","201841",,,"26","538","4.8327137546","100.79331642"
"State",,"Hawaii","All","2018-19","201843",,,"19","195","9.7435897436","102.72470636"
"State",,"New Mexico","All","2017-18","201820",,,"17","327","5.1987767584","105.76464762"
"State",,"Maryland","All","2017-18","201833",,,"57","912","6.25","109.47750521"
"State",,"District of Columbia","All","2017-18","201822",,,"4","84","4.7619047619","94.058398071"
"State",,"Arizona","All","2017-18","201835",,,"45","1068","4.2134831461","117.74834227"
"State",,"Hawaii","All","2018-19","201840",,,"23","203","11.330049261","106.93905328"
"State",,"Tennessee","All","2017-18","201807",,,"159","1489","10.678307589","130.16441989"
"State",,"California","All","2017-18","201836",,,"265","4645","5.7050592034","102.44189924"
"State",,"Minnesota","All","2018-19","201851",,,"61","873","6.9873997709","116.85324897"
"State",,"Arkansas","All","2017-18","201815",,,"47","633","7.4249605055","113.13237558"
"State",,"Ohio","All","2017-18","201818",,,"122","2464","4.9512987013","119.71703618"
"State",,"Missouri","All","2017-18","201823",,,"65","1186","5.4806070826","112.37017594"
"State",,"North Dakota","All","2018-19","201850",,,"8","120","6.6666666667","105.42687797"
"State",,"District of Columbia","All","2018-19","201844",,,"5","96","5.2083333333","107.49531208"
"State",,"Kansas","All","2017-18","201814",,,"40","540","7.4074074074","114.52635852"
"State",,"Arizona","All","2017-18","201833",,,"67","1027","6.5238558909","113.22804075"
"State",,"South Carolina","All","2018-19","201847",,,"48","948","5.0632911392","118.9167777"
"State",,"Arizona","All","2017-18","201836",,,"48","1037","4.6287367406","114.33055331"
"Region","1",,"All","2017-18","201819","7","154","161","2467","6.5261451155","107.75965306"
"State",,"Hawaii","All","2018-19","201852",,,"24","220","10.909090909","115.89454051"
"State",,"Mississippi","All","2018-19","201849",,,"44","645","6.8217054264","116.39683979"
"State",,"Utah","All","2018-19","201907",,,"31","358","8.6592178771","125.35728048"
"State",,"West Virginia","All","2018-19","201850",,,"30","443","6.7720090293","107.46436696"
"Region","1",,"All","2017-18","201831","0","158","158","2366","6.6779374472","103.34792831"
"State",,"Kansas","All","2017-18","201809",,,"74","589","12.563667233","124.91856512"
"State",,"Iowa","All","2017-18","201818",,,"27","584","4.6232876712","109.41133232"
"State",,"New Mexico","All","2017-18","201833",,,"16","337","4.7477744807","108.99904052"
"State",,"Missouri","All","2018-19","201849",,,"72","1225","5.8775510204","116.06531663"
"National",,,"18-64 years","2015-16","201634","4","535","539","13039","4.1337525884","104.06162318"
"State",,"Texas","All","2018-19","201846",,,"241","3919","6.1495279408","122.02502264"
"State",,"Delaware","All","2018-19","201849",,,"9","160","5.625","108.35331476"
"State",,"New York City","All","2018-19","201841",,,"93","1047","8.88252149","105.15078999"
"State",,"Arkansas","All","2017-18","201810",,,"63","667","9.4452773613","119.20899607"
"State",,"New Mexico","All","2017-18","201802",,,"40","403","9.9255583127","130.34603361"
"State",,"Colorado","All","2017-18","201831",,,"32","691","4.6309696093","112.75687071"
"State",,"Nevada","All","2017-18","201821",,,"36","457","7.8774617068","119.65448988"
"State",,"Missouri","All","2017-18","201836",,,"68","1128","6.0283687943","106.8748385"
"Region","7",,"All","2017-18","201836","0","154","154","2433","6.3296341965","103.4123217"
"State",,"District of Columbia","All","2017-18","201821",,,"5","93","5.376344086","104.13608358"
"State",,"Alaska","All","2018-19","201851",,,"6","100","6","138.73216064"
"State",,"Georgia","All","2017-18","201827",,,"73","1502","4.8601864181","110.8314886"
"State",,"Wyoming","All","2018-19","201850",,,"9","106","8.4905660377","126.23361823"
"State",,"Wyoming","All","2018-19","201852",,,"11","107","10.280373832","127.42450142"
"State",,"Connecticut","All","2018-19","201906",,,,,,"4.6916415565"
"State",,"Arkansas","All","2017-18","201824",,,"38","607","6.2602965404","108.48554814"
"State",,"New Mexico","All","2017-18","201836",,,"17","346","4.9132947977","111.90999412"
"State",,"Oklahoma","All","2018-19","201846",,,"63","821","7.6735688185","117.91194519"
"State",,"Arkansas","All","2018-19","201850",,,"41","671","6.1102831595","119.92389259"
"State",,"Oklahoma","All","2017-18","201822",,,"65","736","8.8315217391","105.70425294"
"State",,"California","All","2017-18","201826",,,"302","4736","6.3766891892","104.44883419"
"State",,"Pennsylvania","All","2017-18","201835",,,"113","2378","4.7518923465","98.699044589"
"State",,"Rhode Island","All","2017-18","201804",,,"26","214","12.14953271","118.24767343"
"State",,"Idaho","All","2016-17","201725",,,"17","257","6.6147859922","115.61376698"
"State",,"Mississippi","All","2014-15","201513",,,"51","617","8.265802269","111.34395372"
"State",,"Oregon","All","2009-10","201015",,,"31","636","4.8742138365","103.23312183"
"Region","1",,"All","2014-15","201508","38","255","293","2803","10.453085979","122.43628194"
"State",,"Wyoming","All","2010-11","201107",,,"5","79","6.3291139241","94.07977208"
"State",,"Missouri","All","2010-11","201135",,,"66","1003","6.5802592223","95.031438843"
"State",,"Arizona","All","2014-15","201444",,,"50","926","5.3995680346","102.09266381"
"Region","7",,"All","2014-15","201441","0","155","155","2374","6.5290648694","100.90458352"
"Region","9",,"All","2016-17","201649","5","549","554","7319","7.5693400738","121.71844527"
"Region","3",,"All","2017-18","201803","102","504","606","6539","9.2674720905","129.83339651"
"State",,"Washington","All","2018-19","201842",,,"57","1105","5.1583710407","118.1292263"
"State",,"Ohio","All","2017-18","201834",,,"88","2115","4.1607565012","102.76036182"
"State",,"South Carolina","All","2017-18","201824",,,"53","854","6.206088993","107.12545164"
"National",,,"65 years and older","2016-17","201640","14","2457","2471","37001","6.6781978865","108.03602392"
"State",,"Massachusetts","All","2015-16","201633",,,"66","1073","6.1509785648","106.26430436"
"State",,"New York City","All","2017-18","201817",,,"80","957","8.3594566353","96.112040134"
"State",,"Delaware","All","2018-19","201841",,,"5","182","2.7472527473","123.25189553"
"State",,"Florida","All","2017-18","201810",,,"245","4001","6.1234691327","120.57460491"
"State",,"Kentucky","All","2017-18","201801",,,"127","1065","11.924882629","131.45042225"
"Region","10",,"All","2017-18","201839","1","81","82","1980","4.1414141414","107.26644496"
"State",,"Massachusetts","All","2017-18","201832",,,"59","1025","5.756097561","101.51063558"
"State",,"Oklahoma","All","2017-18","201835",,,"50","739","6.7658998647","106.13511266"
"State",,"South Carolina","All","2018-19","201850",,,"67","1063","6.3029162747","133.34233618"
"State",,"Kansas","All","2017-18","201825",,,"32","479","6.6805845511","101.58912172"
"State",,"Pennsylvania","All","2017-18","201838",,,"112","2474","4.5270816492","102.68353083"
"State",,"Wisconsin","All","2018-19","201847",,,"47","1048","4.4847328244","115.63420583"
"State",,"Vermont","All","2017-18","201838",,,"6","112","5.3571428571","111.63145596"
"State",,"Kansas","All","2017-18","201828",,,"19","453","4.1942604857","96.074889644"
"State",,"South Carolina","All","2017-18","201834",,,"53","836","6.3397129187","104.86753814"
"State",,"Louisiana","All","2018-19","201850",,,"40","958","4.1753653445","122.46668012"
"Region","6",,"All","2017-18","201822","0","378","378","6173","6.1234407905","111.04773266"
"State",,"Arkansas","All","2017-18","201821",,,"32","589","5.4329371817","105.26851377"
"State",,"Idaho","All","2018-19","201902",,,"19","294","6.462585034","132.25855055"
"Region","3",,"All","2017-18","201821","3","300","303","5249","5.7725281006","104.22014043"
"State",,"Florida","All","2018-19","201842",,,"180","3733","4.8218590946","112.4981255"
"Region","7",,"All","2017-18","201824","2","126","128","2518","5.0833995234","107.02516483"
"State",,"South Dakota","All","2017-18","201839",,,"11","138","7.9710144928","100.78624594"
"State",,"Arkansas","All","2017-18","201808",,,"83","676","12.278106509","120.81751325"
"State",,"Arkansas","All","2017-18","201831",,,"40","566","7.0671378092","101.15785873"
"Region","10",,"All","2017-18","201827","0","86","86","2142","4.0149393091","116.04279045"
"State",,"New Mexico","All","2018-19","201846",,,"14","395","3.5443037975","127.7585193"
"State",,"South Carolina","All","2018-19","201846",,,"51","1004","5.0796812749","125.94139748"
"State",,"Kentucky","All","2017-18","201825",,,"75","864","8.6805555556","106.64146932"
"State",,"Tennessee","All","2017-18","201812",,,"110","1320","8.3333333333","115.39088936"
"State",,"Ohio","All","2017-18","201813",,,"145","2285","6.3457330416","111.02005993"
"State",,"Alaska","All","2018-19","201905",,,"5","95","5.2631578947","131.79555261"
"State",,"Texas","All","2018-19","201852",,,"327","4051","8.0720809677","126.13507699"
"State",,"New York City","All","2018-19","201904",,,"105","1106","9.4936708861","111.07619267"
"State",,"Ohio","All","2017-18","201839",,,"107","2150","4.976744186","104.4608879"
"State",,"Wyoming","All","2018-19","201851",,,"7","114","6.1403508772","135.76068376"
"State",,"Wisconsin","All","2017-18","201804",,,"117","1171","9.9914602904","129.2057777"
"State",,"Arkansas","All","2017-18","201837",,,"47","602","7.8073089701","107.59192748"
"State",,"Georgia","All","2017-18","201823",,,"70","1524","4.593175853","112.45485262"
"State",,"New Hampshire","All","2018-19","201843",,,"12","253","4.743083004","126.74560752"
"State",,"Missouri","All","2017-18","201806",,,"140","1380","10.144927536","130.75113221"
"State",,"Georgia","All","2017-18","201806",,,"166","1930","8.6010362694","142.4132976"
"State",,"Nevada","All","2017-18","201811",,,"46","530","8.679245283","138.76778914"
"Region","8",,"All","2014-15","201519","1","101","102","1550","6.5806451613","110.62317094"
"State",,"Massachusetts","All","2016-17","201713",,,"125","1212","10.313531353","120.0301369"
"State",,"Vermont","All","2010-11","201131",,,"7","83","8.4337349398","82.726882541"
"State",,"New York City","All","2011-12","201232",,,"98","979","10.010214505","98.321512321"
"State",,"Alaska","All","2011-12","201141",,,"6","82","7.3170731707","113.76037172"
"State",,"Washington","All","2014-15","201523",,,"67","1012","6.6205533597","108.18712852"
"State",,"Alaska","All","2012-13","201334",,,"7","78","8.9743589744","108.2110853"
"Region","3",,"All","2009-10","200945","39","391","430","5033","8.5436121597","99.93140918"
"State",,"Massachusetts","All","2009-10","200946",,,"105","992","10.584677419","98.242488284"
"State",,"South Dakota","All","2010-11","201123",,,"13","142","9.1549295775","103.7075864"
"State",,"Tennessee","All","2015-16","201547",,,"95","1294","7.341576507","113.11803851"
"State",,"Iowa","All","2013-14","201341",,,"38","512","7.421875","95.922263955"
"State",,"New Hampshire","All","2017-18","201805",,,"28","286","9.7902097902","143.27764328"
"Region","1",,"All","2015-16","201629","0","133","133","2291","5.8053251855","100.07189508"
"State",,"North Dakota","All","2018-19","201846",,,"4","122","3.2786885246","107.1839926"
"Region","10",,"All","2017-18","201823","4","101","105","2071","5.0700144858","112.19636743"
"Region","2",,"All","2017-18","201827","0","291","291","4361","6.6727814721","105.0713753"
"State",,"Kansas","All","2017-18","201836",,,"27","488","5.5327868852","103.49789436"
"State",,"Massachusetts","All","2016-17","201640",,,"67","1042","6.4299424184","103.1942266"
"State",,"Arizona","All","2017-18","201816",,,"64","1127","5.6787932564","124.25316643"
"State",,"New York City","All","2015-16","201629",,,"64","972","6.5843621399","97.618498443"
"State",,"Missouri","All","2009-10","201020",,,"84","984","8.5365853659","93.231242095"
"State",,"Minnesota","All","2017-18","201831",,,"48","839","5.7210965435","112.30226332"
"Region","10",,"All","2017-18","201807","39","133","172","2200","7.8181818182","119.18493884"
"State",,"West Virginia","All","2017-18","201801",,,"70","611","11.456628478","148.21834811"
"State",,"Louisiana","All","2017-18","201830",,,"29","828","3.5024154589","105.84802833"
"Region","3",,"All","2010-11","201134","0","280","280","4662","6.006006006","92.565116153"
"State",,"Delaware","All","2017-18","201837",,,"8","157","5.0955414013","106.3216901"
"State",,"Florida","All","2017-18","201807",,,"366","4329","8.4546084546","130.45925136"
"Region","1",,"All","2017-18","201830","0","104","104","2320","4.4827586207","101.33862793"
"State",,"Hawaii","All","2017-18","201818",,,"23","214","10.747663551","112.73378031"
"State",,"Nebraska","All","2018-19","201842",,,"17","334","5.0898203593","114.38168739"
"State",,"Kansas","All","2017-18","201820",,,"19","496","3.8306451613","105.19458116"
"State",,"Georgia","All","2009-10","201032",,,"89","1283","6.9368667186","94.671637734"
"State",,"Indiana","All","2011-12","201204",,,"100","1183","8.4530853762","107.86026201"
"State",,"Nebraska","All","2011-12","201210",,,"33","322","10.248447205","110.27216569"
"State",,"Hawaii","All","2016-17","201645",,,"22","202","10.891089109","106.41225992"
"Region","5",,"All","2014-15","201504","79","782","861","9524","9.0403191936","113.0165904"
"State",,"Washington","All","2018-19","201848",,,"53","1075","4.9302325581","114.92209798"
"State",,"South Dakota","All","2012-13","201318",,,"11","129","8.5271317829","94.213229898"
"State",,"New Jersey","All","2017-18","201829",,,"71","1391","5.1042415528","104.45044048"
"State",,"Iowa","All","2018-19","201851",,,"41","617","6.6450567261","115.59382199"
"State",,"Rhode Island","All","2017-18","201829",,,"9","179","5.0279329609","98.908100677"
"State",,"Iowa","All","2018-19","201843",,,"30","609","4.9261083744","114.09503662"
"State",,"Maryland","All","2018-19","201845",,,"53","949","5.5848261328","113.91902681"
"State",,"Missouri","All","2017-18","201826",,,"67","1111","6.0306030603","105.26413615"
"State",,"Montana","All","2014-15","201503",,,"20","190","10.526315789","113.07591548"
"State",,"New Hampshire","All","2018-19","201908",,,"24","272","8.8235294118","136.26405235"
"State",,"Massachusetts","All","2017-18","201831",,,"77","1064","7.2368421053","105.37299147"
"State",,"Alaska","All","2017-18","201837",,,"0","68","0","94.337869233"
"State",,"Mississippi","All","2016-17","201727",,,"38","608","6.25","109.71981177"
"Region","3",,"All","2010-11","201108","19","550","569","5756","9.8853370396","114.28674573"
"State",,"Missouri","All","2017-18","201819",,,"58","1128","5.1418439716","106.8748385"
"State",,"Vermont","All","2018-19","201906",,,"9","120","7.5","119.60513138"
"State",,"Vermont","All","2018-19","201846",,,"6","124","4.8387096774","123.5919691"
"State",,"Michigan","All","2017-18","201817",,,"128","1934","6.6184074457","114.54553698"
"State",,"Wisconsin","All","2017-18","201814",,,"76","1036","7.3359073359","114.31015004"
"State",,"Oklahoma","All","2018-19","201842",,,"58","790","7.3417721519","113.45972802"
"State",,"California","All","2017-18","201830",,,"318","4773","6.6624764299","105.2648407"
"Region","10",,"All","2017-18","201818","8","108","116","2079","5.5796055796","112.6297672"
"State",,"Utah","All","2018-19","201849",,,"19","365","5.2054794521","127.80840049"
"State",,"New Jersey","All","2018-19","201840",,,"84","1430","5.8741258741","107.3789575"
"State",,"Washington","All","2018-19","201847",,,"43","1062","4.0489642185","113.53234238"
"State",,"Georgia","All","2009-10","200948",,,"91","1418","6.4174894217","104.63318964"
"State",,"North Dakota","All","2015-16","201609",,,"10","123","8.1300813008","108.06254992"
"State",,"Michigan","All","2015-16","201608",,,"165","2007","8.22122571","118.86912757"
"Region","2",,"All","2011-12","201225","0","284","284","4090","6.9437652812","98.542060298"
"State",,"Oklahoma","All","2009-10","200943",,,"82","692","11.849710983","99.384976945"
"State",,"Delaware","All","2018-19","201843",,,"8","161","4.9689440994","109.03052297"
"State",,"Tennessee","All","2018-19","201845",,,"70","1352","5.1775147929","118.18824425"
"State",,"West Virginia","All","2017-18","201808",,,"38","442","8.5972850679","107.22178374"
"State",,"Wyoming","All","2015-16","201552",,,"4","72","5.5555555556","85.743589744"
"State",,"District of Columbia","All","2017-18","201830",,,"5","90","5.5555555556","100.77685508"
"State",,"Florida","All","2017-18","201824",,,"168","3793","4.4292117058","114.30629254"
"State",,"Wyoming","All","2018-19","201840",,,"9","78","11.538461538","92.888888889"
"Region","3",,"All","2017-18","201817","19","317","336","5625","5.9733333333","111.68570964"
"Region","3",,"All","2017-18","201806","112","434","546","6295","8.6735504369","124.98871862"
"State",,"Louisiana","All","2009-10","201026",,,"49","754","6.4986737401","96.388180389"
"State",,"New York","All","2017-18","201817",,,"170","1945","8.7403598972","106.68834526"
"State",,"Missouri","All","2017-18","201825",,,"52","1084","4.7970479705","102.70596182"
"State",,"Nevada","All","2017-18","201828",,,"24","443","5.4176072235","115.98892564"
"Region","9",,"All","2017-18","201820","1","422","423","6331","6.6814089401","105.28753614"
"State",,"Hawaii","All","2017-18","201829",,,"20","212","9.4339622642","111.68019358"
"State",,"Hawaii","All","2010-11","201110",,,"24","213","11.267605634","112.20698694"
"State",,"North Carolina","All","2017-18","201751",,,"127","1932","6.5734989648","127.38113265"
"State",,"Maine","All","2018-19","201902",,,"25","285","8.7719298246","116.55871475"
"Region","7",,"All","2017-18","201803","132","263","395","3268","12.086903305","138.90319248"
"State",,"Kentucky","All","2018-19","201845",,,"67","908","7.3788546256","112.07228489"
"State",,"Pennsylvania","All","2017-18","201818",,,"169","2537","6.6614111155","105.29834993"
"State",,"Oregon","All","2017-18","201807",,,"45","686","6.5597667638","111.3489333"
"Region","4",,"All","2012-13","201334","1","599","600","10154","5.9090013788","97.453929272"
"State",,"Kentucky","All","2017-18","201834",,,"56","849","6.5959952886","104.79005492"
"State",,"Florida","All","2018-19","201844",,,"179","3743","4.7822602191","112.79948668"
"State",,"Mississippi","All","2017-18","201824",,,"39","610","6.393442623","110.0807322"
"State",,"Wyoming","All","2018-19","201902",,,"11","109","10.091743119","129.80626781"
"State",,"Maryland","All","2017-18","201815",,,"74","1009","7.3339940535","121.12149425"
"State",,"New Mexico","All","2016-17","201728",,,"20","324","6.1728395062","104.79432975"
"State",,"Oregon","All","2009-10","201024",,,"32","577","5.5459272097","93.656464302"
"State",,"New Mexico","All","2017-18","201746",,,"22","333","6.6066066066","107.70528336"
"State",,"Ohio","All","2014-15","201505",,,"211","2441","8.6439983613","118.59954761"
"State",,"Colorado","All","2010-11","201101",,,"39","653","5.9724349158","106.55605871"
"State",,"New Mexico","All","2017-18","201804",,,"46","407","11.302211302","131.63979077"
"State",,"Vermont","All","2011-12","201202",,,"17","128","13.28125","127.57880681"
"State",,"Michigan","All","2017-18","201832",,,"78","1789","4.3599776411","105.95758307"
"State",,"Montana","All","2018-19","201843",,,"9","195","4.6153846154","116.05159747"
"State",,"Ohio","All","2017-18","201835",,,"80","2151","3.7192003719","104.50947436"
"State",,"Alaska","All","2018-19","201903",,,"3","97","3.0927835052","134.57019582"
"State",,"Iowa","All","2018-19","201901",,,"37","625","5.92","117.09260737"
"State",,"Arizona","All","2015-16","201635",,,"48","1036","4.6332046332","114.22030206"
"State",,"Hawaii","All","2017-18","201834",,,"19","198","9.595959596","104.30508645"
"State",,"New Jersey","All","2017-18","201833",,,"63","1338","4.7085201794","100.47066094"
"State",,"South Carolina","All","2014-15","201504",,,"88","934","9.4218415418","117.16062276"
"State",,"Minnesota","All","2017-18","201814",,,"79","853","9.2614302462","114.17619859"
"State",,"Montana","All","2017-18","201835",,,"9","166","5.421686747","98.79264195"
"State",,"Illinois","All","2018-19","201843",,,"106","2048","5.17578125","106.09768189"
"State",,"New Jersey","All","2011-12","201238",,,"76","1286","5.9097978227","96.565971574"
"Region","2",,"All","2017-18","201806","111","429","540","5146","10.493587252","123.98470472"
"State",,"Rhode Island","All","2013-14","201429",,,"11","178","6.1797752809","98.355541455"
"State",,"New York","All","2010-11","201132",,,"135","1682","8.0261593341","92.262106288"
"State",,"New Hampshire","All","2018-19","201901",,,"5","200","2.5","100.19415614"
"Region","8",,"All","2018-19","201850","1","92","93","1631","5.7020232986","116.40412374"
"State",,"Massachusetts","All","2017-18","201808",,,"134","1191","11.251049538","117.9504068"
"State",,"District of Columbia","All","2018-19","201843",,,"9","119","7.5630252101","133.24939727"
"State",,"Missouri","All","2013-14","201418",,,"85","1124","7.5622775801","106.49584971"
"State",,"Oregon","All","2017-18","201816",,,"36","692","5.2023121387","112.32283067"
"State",,"Maryland","All","2017-18","201828",,,"63","910","6.9230769231","109.23742296"
"State",,"New Hampshire","All","2018-19","201905",,,"23","290","7.9310344828","145.2815264"
"State",,"Arkansas","All","2018-19","201847",,,"55","632","8.7025316456","112.95365145"
"State",,"Michigan","All","2017-18","201822",,,"100","1807","5.534034311","107.0236739"
"State",,"New Mexico","All","2015-16","201543",,,"13","315","4.126984127","101.88337615"
"State",,"Kentucky","All","2018-19","201849",,,"77","903","8.5271317829","111.45514675"
"Region","8",,"All","2009-10","201011","0","140","140","1378","10.159651669","98.347567451"
"State",,"Arkansas","All","2018-19","201852",,,"36","667","5.3973013493","119.20899607"
"State",,"Nevada","All","2017-18","201829",,,"32","480","6.6666666667","125.67648827"
"State",,"South Carolina","All","2011-12","201142",,,"51","774","6.5891472868","97.090280529"
"State",,"New York","All","2017-18","201810",,,"191","2081","9.1782796732","114.14830154"
"State",,"California","All","2017-18","201806",,,"584","5542","10.537712017","122.22454372"
"State",,"West Virginia","All","2017-18","201827",,,"25","433","5.7736720554","105.03853475"
"State",,"Georgia","All","2012-13","201304",,,"114","1503","7.5848303393","110.90527787"
"State",,"Wisconsin","All","2016-17","201731",,,"47","899","5.2280311457","99.193846414"
"Region","1",,"All","2015-16","201634","0","142","142","2266","6.266548985","98.979884006"
"State",,"Michigan","All","2017-18","201804",,,"176","2131","8.2590333177","126.21330885"
"State",,"Indiana","All","2013-14","201423",,,"75","1080","6.9444444444","98.469216373"
"State",,"Georgia","All","2017-18","201811",,,"87","1663","5.2315093205","122.71156161"
"State",,"Rhode Island","All","2018-19","201902",,,"22","222","9.9099099099","122.66814721"
"Region","1",,"All","2017-18","201808","61","233","294","2699","10.892923305","117.89351586"
"State",,"Georgia","All","2017-18","201809",,,"95","1582","6.00505689","116.73463047"
"State",,"Colorado","All","2018-19","201849",,,"36","732","4.9180327869","119.44722049"
"State",,"South Dakota","All","2018-19","201841",,,"10","171","5.8479532164","124.88730475"
"State",,"Mississippi","All","2017-18","201801",,,"74","819","9.0354090354","147.7969175"
"State",,"Missouri","All","2018-19","201852",,,"60","1189","5.0462573591","112.65441753"
"State",,"New York","All","2017-18","201805",,,"243","2207","11.010421386","121.05973162"
"State",,"South Dakota","All","2018-19","201850",,,"11","132","8.3333333333","96.404235245"
"Region","6",,"All","2018-19","201846","4","401","405","6633","6.105834464","119.32279455"
"State",,"Wisconsin","All","2017-18","201811",,,"80","1040","7.6923076923","114.75150197"
"State",,"Montana","All","2017-18","201833",,,"5","176","2.8409090909","104.74400592"
"State",,"Pennsylvania","All","2017-18","201837",,,"115","2394","4.8036758563","99.363125629"
"State",,"Oklahoma","All","2018-19","201845",,,"65","776","8.3762886598","111.44904929"
"State",,"Nevada","All","2018-19","201844",,,"21","458","4.5851528384","119.91631589"
"State",,"Delaware","All","2017-18","201829",,,"13","196","6.6326530612","132.73281058"
"Region","10",,"All","2017-18","201815","18","138","156","2277","6.8511198946","123.3564117"
"State",,"Colorado","All","2018-19","201848",,,"42","782","5.3708439898","127.60618364"
"State",,"Arkansas","All","2017-18","201817",,,"40","592","6.7567567568","105.80468616"
"State",,"North Dakota","All","2018-19","201847",,,"11","152","7.2368421053","133.54071209"
"State",,"Georgia","All","2017-18","201820",,,"80","1559","5.1314945478","115.03747718"
"State",,"Michigan","All","2018-19","201841",,,"90","1751","5.1399200457","103.70694688"
"State",,"Massachusetts","All","2018-19","201844",,,"69","1154","5.979202773","114.28612044"
"State",,"Michigan","All","2018-19","201847",,,"85","1970","4.3147208122","116.67771864"
"State",,"New York City","All","2013-14","201412",,,"121","1082","11.182994455","108.66585938"
"State",,"Delaware","All","2017-18","201801",,,"17","217","7.8341013825","146.95418314"
"State",,"Maryland","All","2018-19","201902",,,"63","1008","6.25","121.00145313"
"State",,"Colorado","All","2018-19","201846",,,"38","746","5.0938337802","121.73173017"
"State",,"Ohio","All","2017-18","201814",,,"164","2514","6.523468576","122.14635915"
"State",,"Georgia","All","2018-19","201844",,,"77","1606","4.7945205479","118.50557303"
"State",,"Kentucky","All","2013-14","201426",,,"69","846","8.1560283688","104.41977204"
"State",,"Wisconsin","All","2018-19","201841",,,"49","1023","4.7898338221","112.87575626"
"State",,"Washington","All","2017-18","201820",,,"68","1070","6.3551401869","114.3875766"
"State",,"Alabama","All","2017-18","201818",,,"57","1078","5.2875695733","116.71441226"
"Region","8",,"All","2013-14","201406","8","130","138","1530","9.0196078431","109.19577518"
"State",,"Montana","All","2015-16","201631",,,"9","178","5.0561797753","105.93427872"
"Region","7",,"All","2015-16","201603","2","187","189","2664","7.0945945946","113.23075421"
"State",,"New York","All","2015-16","201603",,,"156","2042","7.63956905","112.00904937"
"State",,"Illinois","All","2015-16","201624",,,"106","1883","5.629314923","97.549772948"
"State",,"California","All","2013-14","201435",,,"293","4276","6.8521983162","94.303888298"
"State",,"Michigan","All","2010-11","201052",,,"136","1741","7.8116025273","103.11467419"
"State",,"Alabama","All","2015-16","201619",,,"47","970","4.8453608247","105.02131716"
"State",,"Hawaii","All","2009-10","201011",,,"22","192","11.458333333","101.14432626"
"State",,"South Carolina","All","2017-18","201811",,,"85","1028","8.2684824903","128.95194882"
"State",,"Minnesota","All","2017-18","201744",,,"61","880","6.9318181818","117.7902166"
"State",,"Iowa","All","2015-16","201625",,,"23","508","4.5275590551","95.172871268"
"State",,"Delaware","All","2011-12","201204",,,"12","146","8.2191780822","98.872399715"
"State",,"Idaho","All","2010-11","201132",,,"8","203","3.9408866995","91.321380142"
"State",,"Kentucky","All","2010-11","201117",,,"60","783","7.662835249","96.643831571"
"State",,"District of Columbia","All","2018-19","201851",,,"7","94","7.4468085106","105.25582641"
"State",,"Vermont","All","2018-19","201902",,,"3","120","2.5","119.60513138"
"State",,"Oklahoma","All","2017-18","201814",,,"77","769","10.013003901","110.44370993"
"State",,"Utah","All","2018-19","201901",,,"25","388","6.4432989691","135.86208052"
"State",,"New Jersey","All","2015-16","201627",,,"72","1362","5.2863436123","102.27282526"
"State",,"Illinois","All","2011-12","201238",,,"135","1876","7.1961620469","97.187134387"
"State",,"Virginia","All","2017-18","201815",,,"76","1332","5.7057057057","116.34597703"
"State",,"Alabama","All","2018-19","201847",,,"38","1039","3.6573628489","112.4919057"
"Region","8",,"All","2017-18","201828","0","74","74","1566","4.7254150702","111.76508754"
"State",,"South Carolina","All","2017-18","201809",,,"100","1008","9.9206349206","126.44315604"
"State",,"New York","All","2018-19","201848",,,"138","2028","6.8047337278","111.24111269"
