"the_geom","id","fac_id","bike_id","system_id","system_name","year","asofdate","fac_name","address","city","state","zipcode","cbsa_code","longitude","latitude","station_type"
"POINT (-80.83742 35.20293)","22999","NC2820311","bcycle_charlotte_2100","13","Charlotte B-cycle","2019","201912","-","1101 Blythe Blvd.","Charlotte","NC","28203","16740","-80.83742","35.20293","-"
"POINT (-117.18155 32.74283)","20903","CA9213801","64","59","DiscoverBike (was DecoBike in 2016 and 2017)","2018","201812","Washington Street San Diego Ave","Washington Street San Diego Ave","San Diego","CA","92138","41740","-117.18155","32.74283","-"
"POINT (-93.301944 44.98716)","16428","MN5541111","30201","25","Nice Ride Minnesota (became partially dockless in 2018)","2018","201812","-","Elwood Ave N & Oak Park Ave N","Minneapolis","MN","55411","33460","-93.301944","44.98716","-"
"POINT (-115.14885 36.16501)","19624","NV8910109","bcycle_rtcbikeshare_3554","78","RTC Bikeshare","2018","201812","Bonneville Transit Center","101 Bonneville","Las Vegas","NV","89101","29820","-115.14885","36.16501","-"
"POINT (-110.95807 32.234452)","14172","AZ8571911","-","110","tugo","2017","201712","Tydall Ave at 1st St","-","Tucson","AZ","85719","46060","-110.95807","32.234452","-"
"POINT (-73.974931 40.68981)","334","NY1000747","-","3","Citi Bike","2015","201512","DeKalb Ave & S Portland Ave","DeKalb Ave & S Portland Ave","Brooklyn","NY","10007","35620","-73.974931","40.68981","-"
"POINT (-73.94792458 40.71348658)","629","NY1121115","-","3","Citi Bike","2015","201512","-","-","Brooklyn","NY","11211","35620","-73.94792458","40.71348658","-"
"POINT (-73.994564 40.739713)","3980","NY1000728","6064.08","3","Citi Bike","2016","201612","W 18 St & 6 Ave","W 18 St & 6 Ave","New York","NY","10007","35620","-73.994564","40.739713","-"
"POINT (-80.83484 35.22849)","1032","NC2820223","-","13","Charlotte B-cycle","2015","201512","-","320 E. 9th St.","Charlotte","NC","28202","16740","-80.83484","35.22849","-"
"POINT (-73.976049 40.748901)","250","NY1000727","-","3","Citi Bike","2015","201512","E 39 St & 3 Ave","E 39 St & 3 Ave","New York","NY","10007","35620","-73.976049","40.748901","-"
"POINT (-122.4154425 37.7670373)","11165","CA9410326","99","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2017","201712","Folsom St at 15th St","Folsom St at 15th St","San Francisco","CA","94103","41860","-122.4154425","37.7670373","-"
"POINT (-71.0875672 42.3636929)","21487","MA0214213","M32059","1","Hubway (03/2018 re-launched as Blue Bikes)","2019","201912","Ames St at Broadway","-","Cambridge","MA","2142","14460","-71.0875672","42.3636929","-"
"POINT (-118.26095 34.0484)","7661","CA9001706","bcycle_lametro_3035","73","Metro Bike Share Los Angeles","2016","201612","Figueroa & 8th","735 S Figueroa Street","Los Angeles","CA","90017","31080","-118.26095","34.0484","-"
"POINT (-97.72843 30.26896)","17904","TX7870206","bcycle_austin_2568","53","Austin B-cycle","2018","201812","East 11th St. at Victory Grill","1106 E. 11th St.","Austin","TX","78702","12420","-97.72843","30.26896","-"
"POINT (-87.656936 41.918216)","7101","IL60602206","223","60","Divvy","2016","201612","Clifton Ave & Armitage Ave","Clifton Ave & Armitage Ave","Chicago","IL","60602","16980","-87.656936","41.918216","-"
"POINT (-95.664526 39.043902)","24029","KS6660704","hub_823","34","Topeka Metro Bikes","2019","201912","Community Action - 10th & Branner","1000 Southeast Hancock Street","Topeka","KS","66607","45820","-95.664526","39.043902","-"
"POINT (-95.7669 39.031794)","16809","KS6660410","hub_710","34","Topeka Metro Bikes","2018","201812","West Ridge Mall SW entrance","1801 Southwest Wanamaker Road  West Ridge Mall","Topeka","KS","66604","45820","-95.7669","39.031794","-"
"POINT (-76.889633 40.263956)","20560","PA1710201","25e933eb-e821-4199-a81f-1fe7e2757845","122","Harrisburg","2018","201812","East Shore YMCA","-","Harrisburg","PA","17102","25420","-76.889633","40.263956","-"
"POINT (-122.2801923 37.8098236)","17395","CA9460716","219","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2018","201812","Marston Campbell Park","Marston Campbell Park","Oakland","CA","94607","41860","-122.2801923","37.8098236","-"
"POINT (-95.679076 39.043471)","5391","KS6661211","hub_1266","34","Topeka Metro Bikes","2016","201612","YWCA","Southwest 12th Street","Topeka","KS","66612","45820","-95.679076","39.043471","-"
"POINT (-77.086733 38.857803)","6286","VA2070301","31054","56","Capital Bikeshare","2016","201612","Walter Reed Community Center / Walter Reed Dr & 16th St S","Walter Reed Community Center / Walter Reed Dr & 16th St S","Arlington","VA","20703","47900","-77.086733","38.857803","-"
"POINT (-82.67603785 27.77088269)","10496","FL3371201","hub_2176","33","Coast Bike Share","2017","201712","SP - Central Ave & 31st Street","3132-3152 Central Avenue North","St Petersburg","FL","33712","45300","-82.67603785","27.77088269","-"
"POINT (-74.01611 40.771797)","8284","NJ0708608","1953","2","Hudson Bike Share","2017","201712","Hamilton Park","-","Weehawken","NJ","7086","35620","-74.01611","40.771797","-"
"POINT (-74.0494 40.7165)","36657","NJ0730210","JC011","3","Citi Bike","2020","202012","-","-","Jersey City","NJ","7302","35620","-74.0494","40.7165","-"
"POINT (-77.055599 38.930282)","2464","DC2064401","-","56","Capital Bikeshare","2015","201512","3000 Connecticut Ave NW / National Zoo","3000 Connecticut Ave NW / National Zoo","Washington","DC","20644","47900","-77.055599","38.930282","-"
"POINT (-122.67891 45.51232)","7799","OR9720111","hub_1579","74","BikeTown Portland","2016","201612","SW Market at Keller Fountain Park","300-398 Southwest Market Street","Portland","OR","97201","38900","-122.67891","45.51232","-"
"POINT (-71.064248 42.365597)","3398","MA0211414","A32025","1","Hubway (03/2018 re-launched as Blue Bikes)","2016","201612","-","Nashua Street at Red Auerbach Way","Boston","MA","2114","14460","-71.064248","42.365597","-"
"POINT (-71.119018 42.386748)","8508","MA0214008","M32039","1","Hubway (03/2018 re-launched as Blue Bikes)","2017","201712","-","Lesley University","Cambridge","MA","2140","14460","-71.119018","42.386748","-"
"POINT (-90.04896 35.14742)","20465","TN3740504","bcycle_memphis_3864","118","Explore","2018","201812","B.B. King and Adams","Corner of B.B. King & Adams","Memphis","TN","38103","32820","-90.04896","35.14742","-"
"POINT (-82.458419 27.955432)","20974","FL3360222","431","33","Coast Bike Share","2018","201812","T-Marion Transit Center","-","Tampa","FL","33602","45300","-82.458419","27.955432","-"
"POINT (-93.28775 44.95548)","10135","MN5540502","30022","25","Nice Ride Minnesota (became partially dockless in 2018)","2017","201712","26th Street & Lyndale","2601 Lyndale Ave. S","Minneapolis","MN","55405","33460","-93.28775","44.95548","-"
"POINT (-77.068952 38.801111)","18080","VA2082701","31082","56","Capital Bikeshare","2018","201812","Eisenhower Ave & Mill Race Ln","Eisenhower Ave & Mill Race Ln","Alexandria","VA","20827","47900","-77.068952","38.801111","-"
"POINT (-89.574628 40.746809)","14058","IL6161401","077c555f-c6c6-472b-bbbc-16abf52436d0","107","Peoria","2017","201712","Heritage Square Station","-","Peoria Heights","IL","61616","37900","-89.574628","40.746809","-"
"POINT (-87.64895 41.94367)","12754","IL60602279","299","60","Divvy","2017","201712","Halsted St & Roscoe St","Halsted St & Roscoe St","Chicago","IL","60602","16980","-87.64895","41.94367","-"
"POINT (-87.616743 41.880958)","18762","IL6060272","76","60","Divvy","2018","201812","Lake Shore Dr & Monroe St","Lake Shore Dr & Monroe St","Chicago","IL","60602","16980","-87.616743","41.880958","-"
"POINT (-87.651148 41.883004)","18907","IL60602216","233","60","Divvy","2018","201812","Sangamon St & Washington Blvd","Sangamon St & Washington Blvd","Chicago","IL","60602","16980","-87.651148","41.883004","-"
"POINT (-73.962246 40.767128)","15243","NY1006502","6896.16","3","Citi Bike","2018","201812","-","-","New York","NY","10065","35620","-73.962246","40.767128","-"
"POINT (-106.679497 35.093509)","1900","NM8710401","-","38","Bici (became PACE dockless in 2018)","2015","201512","BioPark - Botanic Garden","-","Albuquerque","NM","87104","10740","-106.679497","35.093509","-"
"POINT (-83.055265 42.32716)","19937","MI4822632","-","101","Mo Go","2018","201812","WCCC - W Fort St","-","Detroit","MI","48226","19820","-83.055265","42.32716","-"
"POINT (-107.083 39.386449)","16460","CO8162114","1439","27","WE-cycle","2018","201812","Willits Town Center","-","Basalt","CO","81621","24060","-107.083","39.386449","-"
"POINT (-80.10103 26.15509)","9732","FL3330501","bcycle_broward_1967","12","Broward B-cycle","2017","201712","Willingham Park","2086 N. Ocean Blvd.","Ft Lauderdale","FL","33305","33100","-80.10103","26.15509","-"
"POINT (-104.981508 39.714928)","894","CO8020904","-","7","Denver B-cycle","2015","201512","-","Bayaud and Pennsylvania","Denver","CO","80209","19740","-104.981508","39.714928","-"
"POINT (-80.136695 25.791498)","15538","FL3321501","169","5","Citi Bike Miami","2018","201812","Meridian Ave Lincoln Lane (Macy\u0027s)","Meridian Ave Lincoln Lane (Macy\u0027s)","Miami Beach","FL","33215","33100","-80.136695","25.791498","-"
"POINT (-73.98282002 40.6772744)","21889","NY1121519","4175.15","3","Citi Bike","2019","201912","-","Union St & 4 Ave","Brooklyn","NY","11215","35620","-73.98282002","40.6772744","-"
"POINT (-112.0739338 33.43503617)","1841","AZ8500309","-","37","Grid","2015","201512","Yuma / Central","1302 South Central Avenue","Phoenix","AZ","85003","38060","-112.0739338","33.43503617","-"
"POINT (-116.2130463 43.60841812)","16912","ID8370611","hub_3872","36","Boise Green Bike","2018","201812","Lost Grove Temporary Hub","1055-1099 South La Pointe Street","Boise","ID","83706","14260","-116.2130463","43.60841812","-"
"POINT (-93.25276 44.99882)","16373","MN5541303","30104","25","Nice Ride Minnesota (became partially dockless in 2018)","2018","201812","Logan Park","680 Broadway St. NE","Minneapolis","MN","55413","33460","-93.25276","44.99882","-"
"POINT (-95.37554 29.74391)","16061","TX7700235","bcycle_houston_3800","17","Houston B-cycle","2018","201812","Midtown Park","2811 Travis St","Houston","TX","77002","26420","-95.37554","29.74391","-"
"POINT (-87.89787 43.05839)","11582","WI5321203","bcycle_bublr_3329","50","Bublr Bikes","2017","201712","Humboldt/Commerce","2160 N. Humboldt Ave.","Milwaukee","WI","53212","33340","-87.89787","43.05839","-"
"POINT (-74.033413 40.748245)","3582","NJ0703018","1913","2","Hudson Bike Share","2016","201612","Columbus Park","-","Hoboken","NJ","7030","35620","-74.033413","40.748245","-"
"POINT (-117.256644 32.795911)","6856","CA9210902","92","59","DiscoverBike (was DecoBike in 2016 and 2017)","2016","201612","-","4500 Ocean Blvd (PB Boardwalk)","San Diego","CA","92109","41740","-117.256644","32.795911","-"
"POINT (-71.05747275 42.34278116)","21451","MA0212712","C32053","1","Hubway (03/2018 re-launched as Blue Bikes)","2019","201912","Broadway T Stop","-","Boston","MA","2127","14460","-71.05747275","42.34278116","-"
"POINT (-96.69114 40.81031)","20545","NE6850814","bcycle_bikelnk_3816","120","BikeLNK","2018","201812","21st & L St.","2200 L St.","Lincoln","NE","68510","30700","-96.69114","40.81031","-"
"POINT (-157.8506413 21.2900568)","14221","HI9681407","-","111","Hawaii Bikibike","2017","201712","240 Kak/AlaMo - Ala Moana Park & McCoy","-","Honolulu","HI","96814","46520","-157.8506413","21.2900568","-"
"POINT (-74.037875 40.737097)","14586","NJ0703030","1917","2","Hudson Bike Share","2018","201812","Newark Plaza","Newark St & Adams St","Hoboken","NJ","7030","35620","-74.037875","40.737097","-"
"POINT (-85.140645 41.076023)","13934","IN4680205","b3c7f9df-5bc5-4f56-ab45-098e228c4e59","98","Fort Wayne","2017","201712","Grand Wayne Center","-","Ft Wayne","IN","46802","23060","-85.140645","41.076023","-"
"POINT (-104.99206 39.75425)","22862","CO8020519","bcycle_denver_3434","7","Denver B-cycle","2019","201912","21st and Market","1350 21st Street","Denver","CO","80205","19740","-104.99206","39.75425","-"
"POINT (-89.37389 43.04724)","4853","WI5370630","bcycle_madison_2133","20","Madison B-cycle","2016","201612","-","1702 Rimrock Road","Madison","WI","53706","31540","-89.37389","43.04724","-"
"POINT (-87.626804 41.911722)","7144","IL60602249","268","60","Divvy","2016","201612","Lake Shore Dr & North Blvd","Lake Shore Dr & North Blvd","Chicago","IL","60602","16980","-87.626804","41.911722","-"
"POINT (-76.992889 38.932514)","18273","DC2059101","31504","56","Capital Bikeshare","2018","201812","10th & Monroe St NE","10th & Monroe St NE","Washington","DC","20591","47900","-76.992889","38.932514","-"
"POINT (-97.3287 37.6801)","19805","KS6720220","bcd9d819-7e0a-449b-ba66-e79c91e895c9","89","Wichita","2018","201812","Transit Center","-","Wichita","KS","67202","48620","-97.3287","37.6801","-"
"POINT (-93.251136 44.969225)","1316","MN5545405","-","25","Nice Ride Minnesota (became partially dockless in 2018)","2015","201512","Currie Park","600 15th Ave. S","Minneapolis","MN","55454","33460","-93.251136","44.969225","-"
"POINT (-73.958509 40.717451)","3864","NY1124902","5379.1","3","Citi Bike","2016","201612","-","-","Brooklyn","NY","11249","35620","-73.958509","40.717451","-"
"POINT (-79.98117685 40.43829598)","16592","PA1521906","49781","29","Healthy Ride","2018","201812","Fifth Ave & Miltenberger St","-","Pittsburgh","PA","15219","38300","-79.98117685","40.43829598","-"
"POINT (-73.949765 40.70538)","8785","NY1120614","5004.02","3","Citi Bike","2017","201712","-","-","Brooklyn","NY","11206","35620","-73.949765","40.70538","-"
"POINT (-107.0754 39.3734)","23619","CO8162117","1472","27","WE-cycle","2019","201912","Aspen Basalt Campground","Aspen Basalt Campground","Basalt","CO","81621","24060","-107.0754","39.3734","-"
"POINT (-105.28123 40.01754)","9686","CO8030202","bcycle_boulder_1859","11","Boulder B-cycle","2017","201712","11th & Pearl","11th Street & Pearl Street","Boulder","CO","80302","14500","-105.28123","40.01754","-"
"POINT (-116.2071025 43.60554871)","10813","ID8372510","hub_4025","36","Boise Green Bike","2017","201712","Brady Street","(ILC) Interactive Learning Center 2120 West University Drive City","Boise","ID","83725","14260","-116.2071025","43.60554871","-"
"POINT (-71.4641892 42.995895)","19991","NH0310102","1282c4fe-df12-463b-bc6a-e284f0b61d30","104","Manchester","2018","201812","SNHU 1230 Elm Street","-","Manchester","NH","3101","31700","-71.4641892","42.995895","-"
"POINT (-114.356249 43.694143)","10744","ID8334020","hub_899","35","MR Bike Share","2017","201712","sun valley PO","1 Sun Valley Road","Sun Valley","ID","83340","25200","-114.356249","43.694143","-"
"POINT (-73.761993 42.649133)","20370","NY1220204","-","113","CDPHP","2018","201812","Empire State Plaza","-","Albany","NY","12202","10580","-73.761993","42.649133","-"
"POINT (-73.98518 40.720664)","22134","NY10007194","5445.02","3","Citi Bike","2019","201912","Suffolk St & Stanton St","Suffolk St & Stanton St","New York","NY","10007","35620","-73.98518","40.720664","-"
"POINT (-117.217042 32.736693)","12441","CA9210604","133","59","DiscoverBike (was DecoBike in 2016 and 2017)","2017","201712","-","2440 Truxtun Rd (Truxtun Rd & Womble Rd)","San Diego","CA","92106","41740","-117.217042","32.736693","-"
"POINT (-122.666784 45.544715)","13411","OR9722707","hub_1596","74","BikeTown Portland","2017","201712","N Morris at Williams","15 North Morris Street","Portland","OR","97227","38900","-122.666784","45.544715","-"
"POINT (-87.666611 41.891072)","12732","IL60602257","277","60","Divvy","2017","201712","Ashland Ave & Grand Ave","Ashland Ave & Grand Ave","Chicago","IL","60602","16980","-87.666611","41.891072","-"
"POINT (-73.941 40.712476)","3831","NY1121114","5250.05","3","Citi Bike","2016","201612","-","-","Brooklyn","NY","11211","35620","-73.941","40.712476","-"
"POINT (-77.024281 38.898404)","6432","DC2082401","31274","56","Capital Bikeshare","2016","201612","MLK Library/9th & G St NW","MLK Library/9th & G St NW","Washington","DC","20824","47900","-77.024281","38.898404","-"
"POINT (-80.120712 25.854211)","15574","FL3324601","306","5","Citi Bike Miami","2018","201812","69th Street Collins Ave (Publix)","69th Street Collins Ave (Publix)","Miami Beach","FL","33246","33100","-80.120712","25.854211","-"
"POINT (-117.151389 32.707222)","2788","CA9215701","-","59","DiscoverBike (was DecoBike in 2016 and 2017)","2015","201512","L Street 14th Street","L Street 14th Street","San Diego","CA","92157","41740","-117.151389","32.707222","-"
"POINT (-85.274031 35.065416)","11753","TN3740602","1430","54","Bike Chattanooga","2017","201712","Curtain Pole","Curtain Pole River Park Entrance","Chattanooga","TN","37406","16860","-85.274031","35.065416","-"
"POINT (-111.9289973 33.4223758)","5655","AZ8528129","hub_2597","37","Grid","2016","201612","T25 Veterans Way / University Dr","755-799 East Veterans Way","Tempe","AZ","85281","38060","-111.9289973","33.4223758","-"
"POINT (-95.41696 29.77078)","23195","TX7700506","bcycle_houston_3722","17","Houston B-cycle","2019","201912","Pearl Washington","5418 Washington Ave","Houston","TX","77007","26420","-95.41696","29.77078","-"
"POINT (-112.089269 33.456967)","5677","AZ8500701","hub_329","37","Grid","2016","201612","Grand Ave / McKinley","Grand Avenue","Phoenix","AZ","85007","38060","-112.089269","33.456967","-"
"POINT (-77.050046 38.923583)","2596","DC2079101","-","56","Capital Bikeshare","2015","201512","Calvert St & Woodley Pl NW","Calvert St & Woodley Pl NW","Washington","DC","20791","47900","-77.050046","38.923583","-"
"POINT (-77.058541 38.82595)","6318","VA2083101","31086","56","Capital Bikeshare","2016","201612","Mount Vernon Ave & E Del Ray Ave","Mount Vernon Ave & E Del Ray Ave","Alexandria","VA","20831","47900","-77.058541","38.82595","-"
"POINT (-73.773622 42.660705)","14306","NY1220301","-","113","CDPHP","2017","201712","Western and N Lake","-","Albany","NY","12203","10580","-73.773622","42.660705","-"
"POINT (-73.983035 40.744449)","519","NY10007317","-","3","Citi Bike","2015","201512","E 30 St & Park Ave S","E 30 St & Park Ave S","New York","NY","10007","35620","-73.983035","40.744449","-"
"POINT (-84.39627662 33.77526534)","7991","GA3031805","hub_2499","77","Relay Bike Share","2016","201612","GEORGIA TECH - CLOUGH BUILDING","261 4th Street Northwest","Atlanta","GA","30318","12060","-84.39627662","33.77526534","-"
"POINT (-77.050276 38.811456)","2500","VA2068701","-","56","Capital Bikeshare","2015","201512","Henry St & Pendleton St","Henry St & Pendleton St","Arlington","VA","20687","47900","-77.050276","38.811456","-"
"POINT (-77.019027 38.90304)","6513","DC2053001","31600","56","Capital Bikeshare","2016","201612","5th & K St NW","5th & K St NW","Washington","DC","20530","47900","-77.019027","38.90304","-"
"POINT (-77.031617 38.894514)","2428","DC2060201","-","56","Capital Bikeshare","2015","201512","14th & D St NW / Ronald Reagan Building","14th & D St NW / Ronald Reagan Building","Washington","DC","20602","47900","-77.031617","38.894514","-"
"POINT (-95.92854 41.25724)","23106","NE6810202","bcycle_heartland_2901","16","Heartland B-cycle","2019","201912","10th & Farnam","301 S 10 ST","Omaha","NE","68102","36540","-95.92854","41.25724","-"
"POINT (-77.01994 38.894573)","2481","DC2066401","-","56","Capital Bikeshare","2015","201512","6th St & Indiana Ave NW","6th St & Indiana Ave NW","Washington","DC","20664","47900","-77.01994","38.894573","-"
"POINT (-71.104374 42.316966)","20684","MA0213019","D32041","129",,"2018","201812","Stony Brook T Stop","-","Boston","MA","2130","14460","-71.104374","42.316966","-"
"POINT (-73.978094 40.736502)","15056","NY10007316","5929.01","3","Citi Bike","2018","201812","E 23 St & 1 Ave","E 23 St & 1 Ave","New York","NY","10007","35620","-73.978094","40.736502","-"
"POINT (-73.990093 40.73705)","3970","NY10007275","5980.07","3","Citi Bike","2016","201612","E 17 St & Broadway","E 17 St & Broadway","New York","NY","10007","35620","-73.990093","40.73705","-"
"POINT (-112.067498 33.458871)","10945","AZ8500418","hub_632","37","Grid","2017","201712","5th Street / Roosevelt","1000-1022 North 5th Street","Phoenix","AZ","85004","38060","-112.067498","33.458871","-"
"POINT (-87.577142 41.773517)","21013","IL60602332","352","60","Divvy","2018","201812","Jeffery Blvd & 67th St","Jeffery Blvd & 67th St","Chicago","IL","60602","16980","-87.577142","41.773517","-"
"POINT (-115.14885 36.16501)","8031","NV8910109","bcycle_rtcbikeshare_3554","78","RTC Bikeshare","2016","201612","Bonneville Transit Center","101 Bonneville","Las Vegas","NV","89101","29820","-115.14885","36.16501","-"
"POINT (-90.08256242 29.92630456)","14140","LA7011518","hub_4281","109","New Orleans Bikeshare","2017","201712","Washington & Magazine | Public Rack","1100 Washington Avenue","New Orleans","LA","70115","35380","-90.08256242","29.92630456","-"
"POINT (-77.063093 38.841291)","12149","VA2230503","31912","56","Capital Bikeshare","2017","201712","Mount Vernon Ave & Bruce St","Mount Vernon Ave & Bruce St","Alexandria","VA","22305","47900","-77.063093","38.841291","-"
"POINT (-121.888979 37.330698)","17176","CA9511307","3","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2018","201812","-","120-127 W San Carlos Street","San Jose","CA","95113","41940","-121.888979","37.330698","-"
"POINT (-73.932719 40.757186)","9077","NY1110603","6614.01","3","Citi Bike","2017","201712","-","28 St & 36 Ave","Astoria","NY","11106","35620","-73.932719","40.757186","-"
"POINT (-71.0654676 42.39648358)","21507","MA0214904","V32004","1","Hubway (03/2018 re-launched as Blue Bikes)","2019","201912","Broadway at Lynde St","-","Everett","MA","2149","14460","-71.0654676","42.39648358","-"
"POINT (-74.013221 40.717548)","8844","NY10007207","5329.03","3","Citi Bike","2017","201712","West St & Chambers St","West St & Chambers St","New York","NY","10007","35620","-74.013221","40.717548","-"
"POINT (-82.63548285 27.77959033)","23843","FL3370123","hub_4309","33","Coast Bike Share","2019","201912","SP - VIRTUAL - 2nd St & 7th Ave N","725 2nd Street North","Saint Petersburg","FL","33701","45300","-82.63548285","27.77959033","-"
"POINT (-77.053199 38.858662)","17999","VA2220206","31000","56","Capital Bikeshare","2018","201812","Eads St & 15th St S","Eads St & 15th St S","Arlington","VA","22202","47900","-77.053199","38.858662","-"
"POINT (-95.85088 41.25832)","1084","IA5150105","-","16","Heartland B-cycle","2015","201512","Pearl St & Willow Ave","209 Pearl St","Council Bluffs","IA","51501","36540","-95.85088","41.25832","-"
"POINT (-97.36115 32.71164)","22884","TX7610901","bcycle_fortworth_2265","10","Fort Worth B-cycle","2019","201912","TCU","3055 West Cantey Street","Ft Worth","TX","76109","19100","-97.36115","32.71164","-"
"POINT (-87.639566 41.874337)","12630","IL60602156","169","60","Divvy","2017","201712","Canal St & Harrison St","Canal St & Harrison St","Chicago","IL","60602","16980","-87.639566","41.874337","-"
"POINT (-105.27584 40.01872)","963","CO8030205","-","11","Boulder B-cycle","2015","201512","15th & Pearl","15th Street & Pearl Street","Boulder","CO","80302","19740","-105.27584","40.01872","-"
"POINT (-95.7669 39.031794)","24006","KS6660410","hub_710","34","Topeka Metro Bikes","2019","201912","West Ridge Mall SW entrance","1801 Southwest Wanamaker Road  West Ridge Mall","Topeka","KS","66604","45820","-95.7669","39.031794","-"
"POINT (-97.50922 35.469758)","1983","OK7310401","-","40","Spokies","2015","201512","-","123 NE 2nd St.","Oklahoma City","OK","73104","36420","-97.50922","35.469758","-"
"POINT (-73.98752 40.738274)","469","NY10007281","-","3","Citi Bike","2015","201512","E 20 St & Park Ave","E 20 St & Park Ave","New York","NY","10007","35620","-73.98752","40.738274","-"
"POINT (-110.946815 32.237692)","20163","AZ8571904","-","110","tugo","2018","201812","UA-Warren Ave at Helen St","-","Tucson","AZ","85719","46060","-110.946815","32.237692","-"
"POINT (-82.979178 39.951464)","12345","OH4321518","14","58","COGO","2017","201712","Livingston Park","Livingston Park","Columbus","OH","43215","18140","-82.979178","39.951464","-"
"POINT (-74.032185 40.749278)","8267","NJ0703040","1988","2","Hudson Bike Share","2017","201712","10th & Clinton","-","Hoboken","NJ","7030","35620","-74.032185","40.749278","-"
"POINT (-77.202501 39.093783)","2560","MD2075301","-","56","Capital Bikeshare","2015","201512","Traville Gateway Dr & Gudelsky Dr","Traville Gateway Dr & Gudelsky Dr","North Potomac","MD","20753","47900","-77.202501","39.093783","-"
"POINT (-71.01063069 42.38522394)","20641","MA0212819","A32039","129",,"2018","201812","Bennington St at Constitution Beach","-","Boston","MA","2128","14460","-71.01063069","42.38522394","-"
"POINT (-87.9272 43.04157)","6122","WI5323306","bcycle_bublr_3632","50","Bublr Bikes","2016","201612","Aurora","1201 W. Kilbourn Ave.","Milwaukee","WI","53233","33340","-87.9272","43.04157","-"
"POINT (-104.997987 39.751636)","22821","CO8020227","bcycle_denver_2066","7","Denver B-cycle","2019","201912","-","17th and Blake","Denver","CO","80202","19740","-104.997987","39.751636","-"
"POINT (-71.051122 42.320494)","3450","MA0212503","C32013","1","Hubway (03/2018 re-launched as Blue Bikes)","2016","201612","-","JFK / UMASS Station","Boston","MA","2125","14460","-71.051122","42.320494","-"
"POINT (-87.708922 41.982397)","12935","IL60602455","494","60","Divvy","2017","201712","Kedzie Ave & Bryn Mawr Ave","Kedzie Ave & Bryn Mawr Ave","Chicago","IL","60602","16980","-87.708922","41.982397","-"
"POINT (-97.72308 30.25968)","6173","TX7870212","bcycle_austin_3292","53","Austin B-cycle","2016","201612","East 4th & Chicon","1819 East 4th St.","Austin","TX","78702","12420","-97.72308","30.25968","-"
"POINT (-73.997236 40.747348)","4016","NY10007272","6297.02","3","Citi Bike","2016","201612","W 26 St & 8 Ave","W 26 St & 8 Ave","New York","NY","10007","35620","-73.997236","40.747348","-"
"POINT (-118.190054 33.76124368)","19149","CA9074405","hub_3351","72","Long Beach, CA Bikeshare","2018","201812","Shoreline Village/Corral Drop Zone","401 Shoreline Village Drive, Long Beach","Long Beach","CA","90802","31080","-118.190054","33.76124368","-"
"POINT (-107.030721 39.364781)","23609","CO8162108","1428","27","WE-cycle","2019","201912","Two Leaves and a Bud","-","Basalt","CO","81621","24060","-107.030721","39.364781","-"
"POINT (-84.37771574 33.76858457)","19544","GA3033201","hub_2486","77","Relay Bike Share","2018","201812","CENTRAL PARK","523-581 Central Park Place Northeast","Atlanta","GA","30332","12060","-84.37771574","33.76858457","-"
"POINT (-98.47051 29.36252)","10082","TX7821505","bcycle_sanantonio_2337","22","San Antonio B-cycle","2017","201712","-","Mission Trail","San Antonio","TX","78215","41700","-98.47051","29.36252","-"
"POINT (-114.31946 43.51826)","10754","ID8333319","hub_966","35","MR Bike Share","2017","201712","hop porter park","126-312 Bullion Street","Hailey","ID","83333","25200","-114.31946","43.51826","-"
"POINT (-87.89766 43.05304)","6075","WI5320209","bcycle_bublr_3009","50","Bublr Bikes","2016","201612","Brady/Humboldt","1114 East Brady Street","Milwaukee","WI","53202","33340","-87.89766","43.05304","-"
"POINT (-117.16367 32.710515)","6820","CA9211601","21","59","DiscoverBike (was DecoBike in 2016 and 2017)","2016","201612","1st Ave Island Ave","1st Ave Island Ave","San Diego","CA","92116","41740","-117.16367","32.710515","-"
"POINT (-73.997203 40.721816)","235","NY1000720","-","3","Citi Bike","2015","201512","Cleveland Pl & Spring St","Cleveland Pl & Spring St","New York","NY","10007","35620","-73.997203","40.721816","-"
"POINT (-96.01407 41.25724)","15996","NE6813203","bcycle_heartland_4230","16","Heartland B-cycle","2018","201812","University Drive South: Maverick Village","University Drive South","Omaha","NE","68132","36540","-96.01407","41.25724","-"
"POINT (-122.698702 45.529142)","19351","OR9721008","hub_1592","74","BikeTown Portland","2018","201812","NW Kearney at 23rd","2301-2305 Northwest Kearney Street","Portland","OR","97210","38900","-122.698702","45.529142","-"
"POINT (-73.955613 40.799484)","22522","NY1002522","7617.07","3","Citi Bike","2019","201912","-","Central Park North & Adam Clayton Powell Blvd","New York","NY","10025","35620","-73.955613","40.799484","-"
"POINT (-77.072315 38.867262)","2545","VA2073701","-","56","Capital Bikeshare","2015","201512","Columbia Pike & S Orme St","Columbia Pike & S Orme St","Arlington","VA","20737","47900","-77.072315","38.867262","-"
"POINT (-118.16669 34.15618)","13303","CA9110304","bcycle_lametro_4153","73","Metro Bike Share Los Angeles","2017","201712","Rose Bowl","600 Seco St","Pasadena","CA","91103","31080","-118.16669","34.15618","-"
