"the_geom","id","fac_id","bike_id","system_id","system_name","year","asofdate","fac_name","address","city","state","zipcode","cbsa_code","longitude","latitude","station_type"
"POINT (-77.035737 38.90268)","6449","DC2000509","31291","56","Capital Bikeshare","2016","201612","16th & K St NW","16th & K St NW","Washington","DC","20005","47900","-77.035737","38.90268","-"
"POINT (-82.38589 34.83585)","6000","SC2960109","bcycle_greenville_2949","44","Greenville B-cycle","2016","201612","Caine Halter YMCA","721 Cleveland St","Greenville","SC","29601","24860","-82.38589","34.83585","-"
"POINT (-117.156876 32.709411)","12384","CA9210601","8","59","DiscoverBike (was DecoBike in 2016 and 2017)","2017","201712","J Street 9th Ave","J Street 9th Ave","San Diego","CA","92106","41740","-117.156876","32.709411","-"
"POINT (-118.1727219 33.77160265)","19118","CA9080245","1878","72","Long Beach, CA Bikeshare","2018","201812","4th/Walnut","1518 East 4th Street","Long Beach","CA","90802","31080","-118.1727219","33.77160265","-"
"POINT (-73.991381 40.754665)","22312","NY10007300","6526.03","3","Citi Bike","2019","201912","W 38 St & 8 Ave","W 38 St & 8 Ave","New York","NY","10007","35620","-73.991381","40.754665","-"
"POINT (-90.05573 35.17546)","20517","TN3810349","bcycle_memphis_4196","118","Explore","2018","201812","Greenbelt Park - Central","Island Drive","Memphis","TN","38103","32820","-90.05573","35.17546","-"
"POINT (-77.1207 38.87887)","18034","VA2066301","31036","56","Capital Bikeshare","2018","201812","George Mason Dr & Wilson Blvd","George Mason Dr & Wilson Blvd","Arlington","VA","20663","47900","-77.1207","38.87887","-"
"POINT (-122.2423732 37.79013985)","17215","CA9460107","46","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2018","201812","San Antonio Park","San Antonio Park","Oakland","CA","94606","41860","-122.2423732","37.79013985","-"
"POINT (-77.087171 38.938736)","11999","DC2056101","31301","56","Capital Bikeshare","2017","201712","Ward Circle / American University","Ward Circle / American University","Washington","DC","20561","47900","-77.087171","38.938736","-"
"POINT (-77.031681 38.912682)","18130","DC2052301","31202","56","Capital Bikeshare","2018","201812","14th & R St NW","14th & R St NW","Washington","DC","20523","47900","-77.031681","38.912682","-"
"POINT (-80.10325 26.13778)","15845","FL3330401","bcycle_broward_1978","12","Broward B-cycle","2018","201812","Sunrise & Ocean","957 N. Ft. Lauderdale Beach Blvd.","Ft Lauderdale","FL","33304","33100","-80.10325","26.13778","-"
"POINT (-82.47638762 27.94176806)","23797","FL3360606","457","33","Coast Bike Share","2019","201912","T-Platt & Rome","-","Tampa","FL","33606","45300","-82.47638762","27.94176806","-"
"POINT (-118.4685937 34.0282987)","5779","CA9040419","hub_1434","39","Breeze","2016","201612","78. Bergamot Station EXPO","2600-2774 Olympic Boulevard","Santa Monica","CA","90404","31080","-118.4685937","34.0282987","-"
"POINT (-95.70346534 39.05097384)","23915","KS6660318","hub_2726","34","Topeka Metro Bikes","2019","201912","Shawnee County Health - 10th St & Jewell","1008 Southwest Woodward Avenue","Topeka","KS","66604","45820","-95.70346534","39.05097384","-"
"POINT (-97.32567 32.74245)","942","TX7610403","-","10","Fort Worth B-cycle","2015","201512","S. Main & Daggett","120 E. Daggett Ave.","Fort Worth","TX","76104","19100","-97.32567","32.74245","-"
"POINT (-77.005965 38.884916)","6556","DC2000308","31643","56","Capital Bikeshare","2016","201612","1st & D St SE","1st & D St SE","Washington","DC","20003","47900","-77.005965","38.884916","-"
"POINT (-123.085227 44.043365)","20333","OR9740121","-","112","Eugene (JUMP, operator of Eugene bikeshare, acquired by LIME 06/2020)","2018","201812","PeaceHealth University District","-","Eugene","OR","97401","21660","-123.085227","44.043365","-"
"POINT (-83.001618 39.968596)","18630","OH4321520","16","58","COGO","2018","201812","Sensenbrenner Park","Sensenbrenner Park","Columbus","OH","43215","18140","-83.001618","39.968596","-"
"POINT (-97.35956 32.73684)","9677","TX7610710","bcycle_fortworth_3121","10","Fort Worth B-cycle","2017","201712","Trinity Park South","Trinity Park and Old University","Ft Worth","TX","76107","19100","-97.35956","32.73684","-"
"POINT (-95.84385 41.26309)","1","IA5150107","-","16","Heartland B-cycle","2015","201512","1st & Broadway","103 W Broadway","Council Bluffs","IA","51501","36540","-95.84385","41.26309","-"
"POINT (-79.986358 40.428661)","16534","PA1521210","1049","29","Healthy Ride","2018","201812","S 12th St & E Carson St","S 12th St & E Carson St","Pittsburgh","PA","15212","38300","-79.986358","40.428661","-"
"POINT (-77.0444 38.9101)","11899","DC2054901","31200","56","Capital Bikeshare","2017","201712","Massachusetts Ave & Dupont Circle NW","Massachusetts Ave & Dupont Circle NW","Washington","DC","20549","47900","-77.0444","38.9101","-"
"POINT (-73.999061 40.730477)","3928","NY10007127","5721.01","3","Citi Bike","2016","201612","Sullivan St & Washington Sq","Sullivan St & Washington Sq","New York","NY","10007","35620","-73.999061","40.730477","-"
"POINT (-73.9867267 40.70140317)","22013","NY1110901","4895.09","3","Citi Bike","2019","201912","-","Jay St & York St","Brooklyn","NY","11201","35620","-73.9867267","40.70140317","-"
"POINT (-90.04778 35.14275)","20528","TN3810355","bcycle_memphis_4309","118","Explore","2018","201812","Fielders Square","70 S. 4th Street","Memphis","TN","38103","32820","-90.04778","35.14275","-"
"POINT (-96.04314 41.15625)","9865","NE6804601","bcycle_heartland_3679","16","Heartland B-cycle","2017","201712","First Street Plaza 1st & Washington","102 S Washington Street","Papillion","NE","68046","36540","-96.04314","41.15625","-"
"POINT (-81.70855299 41.48421857)","19650","OH4411310","1816","79","UH Bikes","2018","201812","Bike Cleveland Virtual Station/Drop Zone","3000 Bridge Avenue","Cleveland","OH","44113","17460","-81.70855299","41.48421857","-"
"POINT (-70.760512 43.07757)","19756","NH0310401","11778b1f-eab2-4039-960f-aa2891b984d4","87","Portsmouth","2018","201812","Portwalk Place Station","-","Portsmouth","NH","3801","14460","-70.760512","43.07757","-"
"POINT (-117.169419 32.72207)","6846","CA9213502","61","59","DiscoverBike (was DecoBike in 2016 and 2017)","2016","201612","Cedar St Kettner Blvd","Cedar St Kettner Blvd","San Diego","CA","92135","41740","-117.169419","32.72207","-"
"POINT (-74.011169 40.679043)","14710","NY1123116","4169.04","3","Citi Bike","2018","201812","-","Pioneer St & Van Brunt St","Brooklyn","NY","11231","35620","-74.011169","40.679043","-"
"POINT (-78.88115466 42.93380813)","19495","NY1421102","hub_3359","76","Reddy Bikes","2018","201812","Buffalo State #2","Cleveland Circle","Buffalo","NY","14213","15380","-78.88115466","42.93380813","-"
"POINT (-87.576119 41.781016)","6987","IL6060293","101","60","Divvy","2016","201612","63rd St Beach","63rd St Beach","Chicago","IL","60602","16980","-87.576119","41.781016","-"
"POINT (-87.62603 41.886875)","7073","IL60602178","194","60","Divvy","2016","201612","Wabash Ave & Wacker Pl","Wabash Ave & Wacker Pl","Chicago","IL","60602","16980","-87.62603","41.886875","-"
"POINT (-122.67144 45.502767)","13406","OR9720112","hub_1591","74","BikeTown Portland","2017","201712","Tilikum West at SW Moody","Tilikum Crossing","Portland","OR","97201","38900","-122.67144","45.502767","-"
"POINT (-73.973736 40.697787)","14823","NY1120501","4732.08","3","Citi Bike","2018","201812","-","-","Brooklyn","NY","11205","35620","-73.973736","40.697787","-"
"POINT (-74.00785041 40.6794327)","8647","NY1123128","4202.04","3","Citi Bike","2017","201712","-","Richards St & Delavan St","Brooklyn","NY","11231","35620","-74.00785041","40.6794327","-"
"POINT (-77.072755 38.934881)","18229","DC2056201","31302","56","Capital Bikeshare","2018","201812","Wisconsin Ave & Newark St NW","Wisconsin Ave & Newark St NW","Washington","DC","20562","47900","-77.072755","38.934881","-"
"POINT (-98.21984 26.20292)","10364","TX7850103","bcycle_mcallen_3304","28","McAllen B-cycle","2017","201712","Fireman's Park","133 N. 1st Street","McAllen","TX","78501","32580","-98.21984","26.20292","-"
"POINT (-89.397 43.07576)","1180","WI5370614","-","20","Madison B-cycle","2015","201512","-","633 Langdon Street","Madison","WI","53706","31540","-89.397","43.07576","-"
"POINT (-95.34387 29.75838)","9908","TX7700303","bcycle_houston_3699","17","Houston B-cycle","2017","201712","Navigation Esplanade","2501 Navigation Blvd","Houston","TX","77003","26420","-95.34387","29.75838","-"
"POINT (-94.58082 39.0987)","16104","MO6410605","bcycle_kc_2077","18","Kansas City B-cycle","2018","201812","-","1233 Grand Blvd.","Kansas City","MO","64106","28140","-94.58082","39.0987","-"
"POINT (-80.132476 25.784225)","9412","FL3320001","147","5","Citi Bike Miami","2017","201712","Washington 13th Street","Washington 13th Street","Miami Beach","FL","33200","33100","-80.132476","25.784225","-"
"POINT (-77.358741 38.959633)","6691","VA2019010","32216","56","Capital Bikeshare","2016","201612","Library St & Freedom Dr","Library St & Freedom Dr","Reston","VA","20190","47900","-77.358741","38.959633","-"
"POINT (-86.147 39.75893)","6043","IN4620302","bcycle_pacersbikeshare_2616","48","Indiana Pacers Bikeshare","2016","201612","Fletcher Place - Virginia and Merrill","-","Indianapolis","IN","46203","26900","-86.147","39.75893","-"
"POINT (-94.58508 39.07234)","16125","MO6410810","bcycle_kc_3279","18","Kansas City B-cycle","2018","201812","-","3013 Main St.","Kansas City","MO","64108","28140","-94.58508","39.07234","-"
"POINT (-71.065421 42.317225)","8416","MA0212504","C32019","1","Hubway (03/2018 re-launched as Blue Bikes)","2017","201712","-","Upham's Corner - Ramsey St at Dudley St","Boston","MA","2125","14460","-71.065421","42.317225","-"
"POINT (-73.669778 40.592851)","11764","NY1156107","hub_813","55","Sobi Long Beach, NY","2017","201712","The Long Beach Rec Center West Bay at Magnolia","650 Magnolia Boulevard Long Beach","Long Beach","NY","11561","35620","-73.669778","40.592851","-"
"POINT (-111.89131 40.76909)","4683","UT8410114","bcycle_greenbikeslc_2251","15","GreenBikes","2016","201612","Key Bank Station @ Temple Square","6 S. Main St.","Salt Lake City","UT","84101","41620","-111.89131","40.76909","-"
"POINT (-84.37762052 33.85258304)","19573","GA3030502","hub_2866","77","Relay Bike Share","2018","201812","PIEDMONT CENTER - BUCKHEAD","3535 Piedmont Road Northeast","Atlanta","GA","30305","12060","-84.37762052","33.85258304","-"
"POINT (-73.9587 40.7356)","28975","NY1122220","5944.01","3","Citi Bike","2021","202112","-","-","Brooklyn","NY","11222","35620","-73.9587","40.7356","-"
"POINT (-118.485596 34.019309)","5734","CA9040114","hub_1017","39","Breeze","2016","201612","37.  11th Street and Colorado Avenue","1551 11th Street","Santa Monica","CA","90401","31080","-118.485596","34.019309","-"
"POINT (-122.258801 37.8623199)","11319","CA9470412","269","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2017","201712","Telegraph Ave at Carleton St","Telegraph Ave at Carleton St","Berkeley","CA","94704","41860","-122.258801","37.8623199","-"
"POINT (-74.011169 40.679043)","8640","NY1123116","4169.04","3","Citi Bike","2017","201712","-","Pioneer St & Van Brunt St","Brooklyn","NY","11231","35620","-74.011169","40.679043","-"
"POINT (-87.88734 43.09534)","11621","WI5321113","bcycle_bublr_3734","50","Bublr Bikes","2017","201712","N Oakland Ave & E Lake Bluff Blvd","4334 N. Oakland Ave","Milwaukee","WI","53211","33340","-87.88734","43.09534","-"
"POINT (-122.2933996 37.86906048)","17503","CA9471006","351","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2018","201812","10th St at University Ave","10th St at University Ave","Berkeley","CA","94710","41860","-122.2933996","37.86906048","-"
"POINT (-87.677411 41.916027)","18894","IL60602203","219","60","Divvy","2018","201812","Damen Ave & Cortland St","Damen Ave & Cortland St","Chicago","IL","60602","16980","-87.677411","41.916027","-"
"POINT (-94.58544 39.10809)","9966","MO6410504","bcycle_kc_3709","18","Kansas City B-cycle","2017","201712","4th & Wyandotte","498 Wyandotte Street","Kansas City","MO","64105","28140","-94.58544","39.10809","-"
"POINT (-73.980689 40.698399)","14834","NY1000716","4812.02","3","Citi Bike","2018","201812","Nassau St & Navy St","Nassau St & Navy St","Brooklyn","NY","10007","35620","-73.980689","40.698399","-"
"POINT (-87.634428 41.926756)","18724","IL6060234","34","60","Divvy","2018","201812","Cannon Dr & Fullerton Ave","Cannon Dr & Fullerton Ave","Chicago","IL","60602","16980","-87.634428","41.926756","-"
"POINT (-95.684217 39.063373)","16798","KS6660604","hub_649","34","Topeka Metro Bikes","2018","201812","Old Prairie Town","123 Northwest Clay Street","Topeka","KS","66606","45820","-95.684217","39.063373","-"
"POINT (-80.10103 26.15509)","15839","FL3330501","bcycle_broward_1967","12","Broward B-cycle","2018","201812","Willingham Park","2086 N. Ocean Blvd.","Ft Lauderdale","FL","33305","33100","-80.10103","26.15509","-"
"POINT (-77.091129 38.880834)","6264","VA2066801","31032","56","Capital Bikeshare","2016","201612","Washington Blvd & 7th St N","Washington Blvd & 7th St N","Arlington","VA","20668","47900","-77.091129","38.880834","-"
"POINT (-71.09169 42.366277)","8476","MA0213902","M32002","1","Hubway (03/2018 re-launched as Blue Bikes)","2017","201712","-","One Kendall Square at Hampshire St / Portland St","Cambridge","MA","2139","14460","-71.09169","42.366277","-"
"POINT (-80.13066 25.95644)","19746","FL3313706","bcycle_aventura_3807","85","Aventura","2018","201812","Bike Path @ Yacht Club Way & E. Country Club Dr.","19680 E Country Club Dr","Miami","FL","33180","33100","-80.13066","25.95644","-"
"POINT (-80.134376 25.790149)","778","FL3321301","-","5","Citi Bike Miami","2015","201512","Pennsylvania Ave Lincoln Rd (H M)","Pennsylvania Ave Lincoln Rd (H M)","Miami","FL","33213","33100","-80.134376","25.790149","-"
"POINT (-93.268598 45.010119)","23544","MN5541804","30173","25","Nice Ride Minnesota (became partially dockless in 2018)","2019","201912","-","22nd Ave NE & California Street NE","Minneapolis","MN","55418","33460","-93.268598","45.010119","-"
"POINT (-73.939182 40.80756)","15414","NY1003516","7735.23","3","Citi Bike","2018","201812","-","E 128 St & Madison Ave","New York","NY","10035","35620","-73.939182","40.80756","-"
"POINT (-73.976687 40.722281)","8888","NY10007195","5506.14","3","Citi Bike","2017","201712","E 6 St & Avenue D","E 6 St & Avenue D","New York","NY","10007","35620","-73.976687","40.722281","-"
"POINT (-76.887799 40.255686)","14359","PA1710109","2289eb02-c454-4764-87b1-b47bc24c0a4a","122","Harrisburg","2017","201712","City Island (Walnut St. Bridge)","-","Harrisburg","PA","17101","25420","-76.887799","40.255686","-"
"POINT (-87.635876 41.768898)","21300","IL6062111","650","60","Divvy","2018","201812","Eggleston Ave & 69th St (*)","-","Chicago","IL","60621","16980","-87.635876","41.768898","-"
"POINT (-71.107818 42.398365)","3567","MA0214502","S32013","1","Hubway (03/2018 re-launched as Blue Bikes)","2016","201612","-","Magoun Square at Trum Field","Somerville","MA","2145","14460","-71.107818","42.398365","-"
"POINT (-84.18161 39.7626)","17735","OH4540207","bcycle_linkdayton_3018","47","Link Dayton B-cycle (relaunched 06/2020; stations for 2020 are those prior to re-launch)","2018","201812","2nd Street Market","Webster St. and Second St.","Dayton","OH","45402","19380","-84.18161","39.7626","-"
"POINT (-90.0846941 29.92512477)","20125","LA7011523","hub_4287","109","New Orleans Bikeshare","2018","201812","Magazine & Seventh | Public Rack","1101-1121 7th Street","New Orleans","LA","70115","35380","-90.0846941","29.92512477","-"
"POINT (-79.9539085 40.4473548)","16560","PA1521304","4929","29","Healthy Ride","2018","201812","Ruskin Ave & Bigelow Blvd","-","Pittsburgh","PA","15213","38300","-79.9539085","40.4473548","-"
"POINT (-80.000831 40.444777)","23673","PA1521204","1011","29","Healthy Ride","2019","201912","Fort Duquesne Blvd & 7th St","Fort Duquesne Blvd & 7th St","Pittsburgh","PA","15212","38300","-80.000831","40.444777","-"
"POINT (-118.480956 33.99913)","10977","CA9040504","hub_1009","39","Breeze","2017","201712","70.  Main Street and Kinney Street","2914 Main Street","Santa Monica","CA","90405","31080","-118.480956","33.99913","-"
"POINT (-75.17971 39.94527)","11395","PA1914603","bcycle_indego_3032","43","Inde'go","2017","201712","23rd & South","671 S. 23rd St.","Philadelphia","PA","19146","37980","-75.17971","39.94527","-"
"POINT (-73.95910263 40.76817547)","556","NY1002106","-","3","Citi Bike","2015","201512","-","-","New York","NY","10021","35620","-73.95910263","40.76817547","-"
