"id","address","latitude","longitude","status","submit_date","issue_date","owner_occupied","construction_type","building_use","roofing_material","dwelling_units","condo_association","firm_name","roof_work_description","proposed_work_description","demolition_description","dumpster_license_number","licensed_class","debris_removal_date","debris_removal_location","roof_deck_insulation_removal","layers_of_roof_covering","temporary_dumpster_count","deck_insulation_tapered","roof_structure_slope","license_expiration_date","license_number","method_of_removal","description_other","roof_covering_classification","above_deck_insulation","type_of_demolition","photovoltaic_products","flashing_installation","temporary_dumpster_permit","building_cost","geocoded_column"
"184428","17 Holly Ave, Cambridge, MA 02138","42.3829","-71.1298","Complete","2022-07-11T00:00:00.000","2022-07-13T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Other / Mixed",,"false","Hallmark Homes Remodeling","Remove and replace shingles located on the Mansard and Hipped portions of the roof","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-07-22T00:00:00.000","At the site through the use of Bagsters, disposed by Waste Management","false",,,,"false","2024-03-15T00:00:00.000","CS-064063","Daily Removal","Asphalt Shingle + Synthetic Slate","","","No demolition required","false","false",,"11450","(42.382913, -71.129782)"
"182965","96 Concord Ave, Cambridge, MA 02138","42.3813","-71.1294","Complete","2022-06-30T00:00:00.000","2022-07-12T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Other / Mixed",,"true","Tferguson","Strip and re-roof","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","000000","Construction Supervisor","2022-07-05T00:00:00.000","Courtney's dumpster services","false",,,,"false","2023-09-11T00:00:00.000","CS-109235","Dumpster","EPDM Pro-system ","","","No demolition required","false","true","false","117000","(42.381302, -71.12939)"
"179821","180 Pearl St, Cambridge, MA 02139","42.3603","-71.1073","Complete","2022-06-08T00:00:00.000","2022-07-11T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","star construction","to strip existing shingles and install new architectural shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","removal of shingles","","Construction Supervisor","2022-06-30T00:00:00.000","james g grant hyde park","false",,,,"false","2023-07-07T00:00:00.000","CS-111227","Daily Removal","","","","Exterior demolition in work area only.","false","false",,"7500","(42.360318, -71.107255)"
"181616","35 Landsdowne St, Cambridge, MA 02139","42.361","-71.1002","Complete","2022-06-22T00:00:00.000","2022-07-11T00:00:00.000",,"Steel/Concrete, Non-Combustible (Type I/II)","Commercial / Mixed Use","Membrane",,"false","Feeley, McAnespie, Inc.","Remove existing membrane roof and insulition, furnish and install new vapor barrier, rigid insulation mechanically fasten with #14 concrete drives and adhered membrane.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove existing membrane and layers of insulation","","Construction Supervisor","2022-11-30T00:00:00.000","Dynamic waste","true",,"1","false","true","2024-04-28T00:00:00.000","CS-063245","Dumpster","","Class A","R=30","Exterior demolition in work area only.","false","true","true","2240000","(42.360999, -71.100192)"
"179818","83 Auburn Pk, Cambridge, MA 02139","42.3621","-71.1023","Complete","2022-06-08T00:00:00.000","2022-07-11T00:00:00.000",,"Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","8","false","star construction","To remove existing shingles and install new architectural shingles on 83-95 Auburn Park","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","removal of existing shingles","","Construction Supervisor","2022-07-30T00:00:00.000","g & j carting","false",,"1",,"false","2023-07-07T00:00:00.000","CS-111227","Dumpster","","Class A","","Exterior demolition in work area only.","false","false","true","43000","(42.362117, -71.102297)"
"182247","90 Ellery St, Cambridge, MA 02138","42.3738","-71.1087","Complete","2022-06-27T00:00:00.000","2022-07-11T00:00:00.000",,"Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Membrane","18","true","John Henry Roofing Inc","Removal and disposal of the existing rubber roof<br>Mechanically fasten R=30 roof insulation with roofing screws and plates<br>Install a new Fully Adhered 60 MIL Rubber Roof System&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Roofing Materials","SUR2037115","CSSL-RF-Roofing ","2022-08-31T00:00:00.000","James G Grant Co ","true",,,"true","true","2023-06-07T00:00:00.000","099184","Dumpster","","Class A","R=30","Exterior demolition in work area only.","false","true","false","102500","(42.3738, -71.108703)"
"182588","110 Trowbridge St, Unit 3, Cambridge, MA 02138","42.3767","-71.1094","Active","2022-04-20T00:00:00.000","2022-07-11T00:00:00.000","true","Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Asphalt Shingle","3","true","MG Painting & Carpentry","Contractor will strip roof down to roof boards. Any rotten boards will be replaced. One inch Fiber board will be screwed down. Fitted with &nbsp;one inch OBO rubber roof. New pipe boots &amp; all new roof edge<br><br>Allold roof &amp; debris will be clean","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Remove existing roof","","A","2022-10-16T00:00:00.000","Contractor will dispose of debris at James C Grant Company, Hyde Park, MA","false",,,,"true","2023-12-16T00:00:00.000","CS-087278","Daily Removal","","Class A","","Exterior demolition in work area only.","false","true",,"15800","(42.376728, -71.109447)"
"183402","106 Larchwood Dr, Cambridge, MA 02138","42.3787","-71.1458","Complete","2022-07-05T00:00:00.000","2022-07-08T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","RB Farina Roofing & Construction","Shingle Roofing Replacement - Main House - 5 Star Protection - Installation of 27 square(s) of Architectural Shingles CertainTeed - (see contract for more details)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-08-10T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"20790","(42.378664, -71.145752)"
"181728","445 Concord Ave, Cambridge, MA 02138","42.3864","-71.1391","Complete","2022-06-22T00:00:00.000","2022-07-06T00:00:00.000",,"Wood (Type (IV/V)","Commercial / Mixed Use","Asphalt Shingle",,"false","RB Farina Roofing & Construction","Roof Replacement - Bulkhead House + Center Roof - Architectural Shingles - Installation of 94 square(s) of Architectural Shingles","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-07-26T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","Class A","","No demolition required","false","false",,"67680","(42.386366, -71.139143)"
"182377","137 Cherry St, Cambridge, MA 02139","42.3658","-71.0969","Active","2022-06-27T00:00:00.000","2022-07-06T00:00:00.000","true","Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Asphalt Shingle","4","false","Gemini Home Improvement ","Strip and re roof. 51 sheets of plywood &nbsp;for certain parts of roof. 44 square&nbsp;","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","",,"Construction Supervisor","2022-06-28T00:00:00.000","Abc disposal New Bedford Ma ","false",,,,"false","2023-10-15T00:00:00.000","CS-071168","Dumpster","","Class A","","No demolition required","false","false","false","28200","(42.365759, -71.096911)"
"180983","297 Columbia St, Cambridge, MA 02139","42.3705","-71.096","Complete","2022-06-16T00:00:00.000","2022-06-28T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Other / Mixed",,"false","FRS Roofing","Sealing with exterior sealant in every possible area where necessary. ","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-07-31T00:00:00.000","Resource Salem","false",,,,"false","2023-05-25T00:00:00.000","CS-107602","None","Rubber","","","No demolition required","false","false",,"13499","(42.370455, -71.096014)"
"181350","316 Prospect St, Cambridge, MA 02139","42.3729","-71.098","Complete","2022-06-20T00:00:00.000","2022-06-28T00:00:00.000","false","Wood (Type (IV/V)","One or Two Family Dwelling","Membrane",,"false","Winter Hill Builders","Remove existing roofing down to the bare wood and install new EPDM roofing system.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","<span style='color: rgb(51, 51, 51); font-family: ""Benton Sans"", sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-inde","","Construction Supervisor","2022-07-30T00:00:00.000","Courtney Services","true",,"1","false","true","2025-07-20T00:00:00.000","CS-116321","Dumpster","","","6.2","Exterior demolition in work area only.","false","false","true","17900","(42.37289, -71.098002)"
"174071","7 Maynard Pl, Cambridge, MA 02138","42.3752","-71.1322","Complete","2022-05-07T00:00:00.000","2022-06-27T00:00:00.000","true","Masonry / Wood (Type III)","One or Two Family Dwelling","Asphalt Shingle",,"false","Premiere Roofing & Remodeling, LLC.","strip and reoof per manufacturer&#39;s specifications-approximately 1,200 square feet","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","remove single layer of existing asphalt roof","","Construction Supervisor","2022-06-01T00:00:00.000","Classic Disposal Malden, MA","false",,,,"false","2023-05-10T00:00:00.000","CS-092644","Container","","","","Exterior demolition in work area only.","false","true",,"12495","(42.375155, -71.132215)"
"178056","15 Ellery St, Cambridge, MA 02138","42.3705","-71.1114","Complete","2022-05-30T00:00:00.000","2022-06-27T00:00:00.000",,"Wood (Type (IV/V)","Multi Family (3 or more dwelling units)","Membrane","12","true","Ranch Roofing Inc","Remove all roofing materials and install .060 EPDM rubber roofing. Remove and replace 2 existing skylights. Remove all debris.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-06-30T00:00:00.000","Rooftop Recycling, Boxborough MA by Ranch Roofing Inc","false",,"1",,"true","2023-04-05T00:00:00.000","CS-098135","Dumpster","","Class A","","No demolition required","false","false","true","58474.94","(42.370468, -71.111397)"
"175438","20 Hubbard Ave, Cambridge, MA 02140","42.3884","-71.1265","Complete","2022-05-16T00:00:00.000","2022-06-27T00:00:00.000",,"Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Asphalt Shingle","12","false","Arya Roofing","Re roof the mansard section of the roof.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","Roofing debris only","","Construction Supervisor","2022-05-31T00:00:00.000","Roof Top recycle Boxborough MA ","false",,,,"false","2023-12-08T00:00:00.000","CS-101349","Daily Removal","","Class A","","Exterior demolition in work area only.","false","false",,"18000","(42.388443, -71.126512)"
"178990","91-R Gore St, Cambridge, MA 02141","42.3723","-71.0818","Complete","2022-06-03T00:00:00.000","2022-06-27T00:00:00.000","false","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"true","US Home Improvement, llc","Strip and re-roof asphalt shingles, Ice/Water, Synthetic underlayment, 6 nail per shingle.","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Unrestricted","2022-06-30T00:00:00.000","Meadows Disposal Services","false",,"1",,"false","2022-08-30T00:00:00.000","CS-101433","Dumpster","","","","No demolition required","false","false","true","7292","(42.372262, -71.081759)"
"179481","28 Langdon St, Cambridge, MA 02138","42.3805","-71.121","Complete","2022-06-07T00:00:00.000","2022-06-24T00:00:00.000","false","Masonry / Wood (Type III)","Multi Family (3 or more dwelling units)","Membrane","3","false","RCH Roofing Corp","Installing a new EPDM roofing system. <br><br>","Roof Recover - Installation of new roof covering over existing roof covering","","","Construction Supervisor","2022-06-30T00:00:00.000","Any debris will be removed for the site and brought back to our shop location and dumped in our dumpsters. ",,"1",,,,"2023-08-26T00:00:00.000","CS-103606","Minimal","","Class A","","No demolition required","false","true",,"105160","(42.380496, -71.120954)"
"180292","55 Ellery St, Cambridge, MA 02138","42.3722","-71.1102","Complete","2022-06-11T00:00:00.000","2022-06-16T00:00:00.000","true","Steel/Concrete, Non-Combustible (Type I/II)","Multi Family (3 or more dwelling units)","Membrane","3","true","IMA Construction corp","strip and reroof for rubber roof","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-06-17T00:00:00.000","rooftop recycling in Boxborough by dump trailer","false",,,,"true","2023-04-15T00:00:00.000","CS-109147","Daily Removal","","Class A","","No demolition required","false","true",,"37300","(42.372233, -71.110214)"
"180629","66 Orchard St, Cambridge, MA 02140","42.3922","-71.1216","Complete","2022-06-14T00:00:00.000","2022-06-15T00:00:00.000","true","Wood (Type (IV/V)","One or Two Family Dwelling","Asphalt Shingle",,"false","RB Farina Roofing & Construction","Roof Replacement - Architectural Shingles + 01 Bathroom vent- Installation of &nbsp;20 square(s) of Architectural Shingles<br>Downspouts replacements<br>Carpentry (Trim work ) + Dormer Siding (both sides)<br>(See contract for further details)","Roof Replacement - Removal of all existing layers of roof coverings down to the structural roof deck","","","Construction Supervisor","2022-07-22T00:00:00.000","ReSource waste, 101 Gerard Street, Roxbury, MA 02119","false",,,,"false","2024-02-11T00:00:00.000","CS-114674","Daily Removal","","","","No demolition required","false","false",,"21710","(42.392168, -71.121574)"
