"the_geom","id","street","street_nam","street_typ","street_id","alias","l_from","l_to","r_from","r_to","zip_left","zip_right","fromnode","tonode","direction","restrictio","label","roadways","majorroad"
"MULTILINESTRING ((-71.09065595057017 42.3724088007943, -71.09079161746395 42.37242621444954, -71.09091526888633 42.37244180156421, -71.09110258776238 42.37246653313122, -71.09120223954783 42.37247934542778))","Cambrid_St_17","Cambridge St","Cambridge","St","122.0",,"830","840","843","855","02141","02141","1193.0","1189.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.08974947876806 42.3722915276303, -71.08988872908057 42.372309833237495, -71.09023331389358 42.3723538414134, -71.09055870459889 42.37239596914596, -71.09065595057017 42.3724088007943))","Cambrid_St_16","Cambridge St","Cambridge","St","122.0",,"826","826","781","835","02141","02141","1201.0","1193.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.08845639781228 42.372122950013505, -71.08859808961186 42.37214129336206, -71.08872414534191 42.37215689143584, -71.08887541049738 42.372177024879726, -71.0889618615555 42.37218803573066))","Cambrid_St_14","Cambridge St","Cambridge","St","122.0",,"716","730","705","725","02141","02141","1218.0","1211.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.08807037449337 42.37290744475435, -71.08819043653764 42.37292302194175, -71.08847378110782 42.372960559624545, -71.08869590069094 42.37298898690006, -71.08878475255591 42.37300088456719))","Jeffers_St_1","Jefferson St","Jefferson","St","440.0",,"6","8","1","11","02141","02141","1152.0","1144.0","1","F","Jefferson St","F","0"
"MULTILINESTRING ((-71.08794676578192 42.373436252267254, -71.08804881801207 42.373449981433595, -71.08831778645656 42.373484806249124, -71.08852907635523 42.37351141142896, -71.08864315040869 42.37352606117273))","Porter_St_1","Porter St","Porter","St","623.0",,"8","22","5","17","02141","02141","1102.0","1098.0","0","F","Porter St","F","0"
"MULTILINESTRING ((-71.08705518822168 42.3712233587862, -71.08722568175675 42.37124537453234, -71.08735531918761 42.371261865074736, -71.08744417410176 42.37127288569737, -71.08755583849437 42.37128752789981))","Otis_St_10","Otis St","Otis","St","592.0",,"198","204","187","197","02141","02141","1306.0","1300","0","F","Otis St","F","0"
"MULTILINESTRING ((-71.0872326286121 42.370549501026396, -71.08725482113995 42.370460480407345, -71.0873140877095 42.3702192415135, -71.08737333436567 42.36997531330817, -71.0873992517851 42.36987115869363))","Fulkers_St_5","Fulkerson St","Fulkerson","St","310.0",,"52","64","51","69","02141","02141","1363.0","1419.0","1","T","Fulkerson St","F","0"
"MULTILINESTRING ((-71.08707329726914 42.37194692755723, -71.087139337877 42.371955177314334, -71.08724856672995 42.37196893296212, -71.08735302756845 42.371981793296804))","Cambrid_St_11","Cambridge St","Cambridge","St","122.0",,"648","650","645","657","02141","02141","1237.0","1232.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.08660807335033 42.36976851583025, -71.0867041360632 42.369780468486354, -71.0870018548316 42.36981893962713, -71.08727560625488 42.36985556779043, -71.0873992517851 42.36987115869363))","Spring_St_11","Spring St","Spring","St","716.0",,"-1","-1","175","185","02141","02141","1428.0","1419.0","0","T","Spring St","F","0"
"MULTILINESTRING ((-71.08705518822168 42.3712233587862, -71.0870748943568 42.37114681484664, -71.08714511330544 42.370883333466935, -71.08720674556284 42.370648304758326, -71.0872326286121 42.370549501026396))","Fulkers_St_6","Fulkerson St","Fulkerson","St","310.0",,"26","46","25","45","02141","02141","1306.0","1363.0","1","T","Fulkerson St","F","0"
"MULTILINESTRING ((-71.08687159778754 42.371920354117194, -71.08689868937356 42.37181798752358, -71.08696400011966 42.37156963597657, -71.087030523562 42.37131684332647, -71.08705518822168 42.3712233587862))","Fulkers_St_7","Fulkerson St","Fulkerson","St","310.0","Ninth St","4","14","3","19","02141","02141","1238.0","1306.0","1","T","Fulkerson St","F","0"
"MULTILINESTRING ((-71.08644744255113 42.37044600050104, -71.08657588805394 42.370463393192374, -71.08686403133133 42.37050095215134, -71.08707293640084 42.37052845704249, -71.0872326286121 42.370549501026396))","Thorndi_St_8","Thorndike St","Thorndike","St","747.0",,"180","194","-1","-1","02141","02141","1369.0","1363.0","0","T","Thorndike St","F","0"
"MULTILINESTRING ((-71.08628679664378 42.371125268452865, -71.08639003488682 42.37113809783226, -71.08661695194932 42.37116745195641, -71.08692193030589 42.37120594935746, -71.08705518822168 42.3712233587862))","Otis_St_9","Otis St","Otis","St","592.0",,"184","186","167","179","02141","02141","1312.0","1306.0","0","T","Otis St","F","0"
"MULTILINESTRING ((-71.09442630065597 42.373214261149315, -71.0943444124388 42.37324157781393, -71.0942985972089 42.373264603686295, -71.094284101678 42.37327434891498, -71.09427688238034 42.37328055250607, -71.0942720200813 42.373288548059705, -71.09393172047244 42.3738843210951, -71.09381869392489 42.37408083695533, -71.09374331658945 42.374217802015416, -71.09373966975647 42.374226679942204, -71.09373835121133 42.37424182258458, -71.09375008093235 42.37428821145104, -71.09389330925467 42.37481173800546))","Columbi_St_18","Columbia St","Columbia","St","172.0",,"455","455","-1","-1","02141","02141","1122.0","1006.0","0","F","Columbia St","F","0"
"MULTILINESTRING ((-71.09623889946775 42.37313332108784, -71.09617938457015 42.37323288678733, -71.0956729799224 42.37406508752025, -71.09513737067346 42.3749479759658, -71.09508758824136 42.3750297937165))","Norfolk_St_15","Norfolk St","Norfolk","St","571.0",,"373","409","378","414","02139","02139","1130.0","986.0","1","F","Norfolk St","F","0"
"MULTILINESTRING ((-71.08755583849437 42.37128752789981, -71.08769032957318 42.37130315736165, -71.08772512299258 42.37130772747712, -71.08786319209109 42.37132515321148))","Otis_St_11","Otis St","Otis","St","592.0",,"206","220","209","209","02141","02141","1300","1297.0","0","F","Otis St","F","0"
"MULTILINESTRING ((-71.0872326286121 42.370549501026396, -71.08741867653532 42.37057511217278, -71.08763962044996 42.370600875561344, -71.08794822679602 42.37063315420025))","Thorndi_St_9","Thorndike St","Thorndike","St","747.0",,"218","218","217","217","02141","02141","1363.0","1355.0","0","F","Thorndike St","F","0"
"MULTILINESTRING ((-71.0894506788962 42.37037657668326, -71.08943989653478 42.37037297089631, -71.08933556513945 42.37034052018207, -71.08921443696109 42.37030178032963, -71.0890417910784 42.37024680344005, -71.08901777252031 42.37024136667207, -71.08899495766035 42.3702386233975, -71.08895293144246 42.370236689574035, -71.08865011289879 42.37023648516566, -71.08860088211924 42.370232769238314, -71.0885756969335 42.37022463900768))","James_Way_1","James Way","James","Way","435.0",,"2","16","1","15","02141","02141","1381.0","1393.0","0","F","James Way","F","0"
"MULTILINESTRING ((-71.08949203575904 42.370299204052706, -71.08960475006926 42.370334346290804, -71.0901119882608 42.37049476265677, -71.09055327600842 42.370633538223274, -71.09067319014764 42.37067139423242))","Marney_St_1","Marney St","Marney","St","516.0",,"2","28","1","31","02141","02141","1385.0","1352.0","1","F","Marney St","F","0"
"MULTILINESTRING ((-71.09328256654885 42.36999904845571, -71.09329578879672 42.36999731155574, -71.0933823923558 42.369984254067525))","York_St_3","York St","York","St","837.0",,"-1","-1","-1","-1","02141","02141","1408.0","1410.0","0","F","York St","F","0"
"MULTILINESTRING ((-71.09328343364402 42.36968005237025, -71.09330225519341 42.36973983007376, -71.09332699406676 42.369817437764944, -71.09335411556245 42.36989859373387, -71.0933823923558 42.369984254067525))","Webster_Ave_7","Webster Ave","Webster","Ave","800.0",,"134","144","129","133","02141","02141","1439.0","1410.0","0","F","Webster Ave","F","0"
"MULTILINESTRING ((-71.0933823923558 42.369984254067525, -71.09341532553323 42.37009394153864, -71.09347068687381 42.370272337666925, -71.0935236633174 42.370441834519006, -71.0935271210943 42.37046234500272, -71.0935317199863 42.37049531763392, -71.09353040408692 42.37051581124863, -71.09352793578732 42.37052559888588, -71.09351324025114 42.37056654348452, -71.09342812491731 42.37072216119471, -71.0933904138093 42.37079150795533))","Webster_Ave_8","Webster Ave","Webster","Ave","800.0",,"146","170","147","163","02141","02141","1410.0","1342.0","0","F","Webster Ave","F","0"
"MULTILINESTRING ((-71.08687159778754 42.371920354117194, -71.08694843247372 42.371930426401235, -71.0869736473383 42.37193408424208, -71.08707329726914 42.37194692755723))","Cambrid_St_10","Cambridge St","Cambridge","St","122.0",,"638","642","633","635","02141","02141","1238.0","1237.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.08888136914246 42.37255839067157, -71.08818137626467 42.37247301564001))","Macarel_Way_1","Macarelli Way","Macarelli","Way","498.0",,"-1","-1","-1","-1","02141","02141","1181.0","1187.0","0","F","Macarelli Way","F","0"
"MULTILINESTRING ((-71.08827631098205 42.37210180731526, -71.08824674642617 42.372214867271495, -71.08818137626467 42.37247301564001))","Warren_St_1","Warren St","Warren","St","787.0",,"7","7","8","8","02141","02141","1221.0","1187.0","1","T","Warren St","F","0"
"MULTILINESTRING ((-71.08818137626467 42.37247301564001, -71.08816657228755 42.37253001201857, -71.08809011121242 42.37283177888703, -71.08807037449337 42.37290744475435))","Warren_St_2","Warren St","Warren","St","787.0",,"15","27","10","28","02141","02141","1187.0","1152.0","1","T","Warren St","F","0"
"MULTILINESTRING ((-71.08735302756845 42.371981793296804, -71.0874226889435 42.37199096142541, -71.08783086886527 42.3720431901586, -71.08816827159197 42.37208717879892, -71.08827631098205 42.37210180731526))","Cambrid_St_12","Cambridge St","Cambridge","St","122.0",,"660","688","687","697","02141","02141","1232.0","1221.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.08827631098205 42.37210180731526, -71.0883447571334 42.372110092429715, -71.0883819621624 42.37211379286919, -71.08845639781228 42.372122950013505))","Cambrid_St_13","Cambridge St","Cambridge","St","122.0",,"-1","-1","-1","-1","02141","02141","1221.0","1218.0","0","T","Cambridge St","F","2"
"MULTILINESTRING ((-71.09623889946775 42.37313332108784, -71.09642500142279 42.37315801225725, -71.09672994679143 42.37319829455656, -71.09697969232631 42.37323036996291, -71.09705171931793 42.37324041864023))","Cambrid_St_24","Cambridge St","Cambridge","St","122.0",,"1144","1174","1149","1175","02139","02139","1130.0","1118.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.09705171931793 42.37324041864023, -71.09708773570667 42.37324499019956, -71.09712977845598 42.37325048839845))","Cambrid_St_25","Cambridge St","Cambridge","St","122.0",,"-1","-1","-1","-1","02139","02139","1118.0","1117.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.0894506788962 42.37037657668326, -71.08949203575904 42.370299204052706))","Cardina-M_Ave_12","Cardinal Medeiros Ave","Cardinal Medeiros","Ave","132.0",,"-1","-1","-1","-1","02141","02141","1381.0","1385.0","0","F","Cardinal Medeiros Ave","F","2"
"MULTILINESTRING ((-71.09480552739028 42.37235220129455, -71.09428629239284 42.372182872665924))","Harring_Ter_1","Harrington Ter","Harrington","Ter","367.0",,"1","7","2","12","02141","02141","1199.0","1216.0","0","F","Harrington Ter","F","0"
"MULTILINESTRING ((-71.09520537132188 42.37164972582824, -71.09484677116922 42.37154064854024))","Citizen_Pl_1","Citizens Pl","Citizens","Pl","160.0",,"1","3","2","8","02141","02141","1268.0","1277.0","0","F","Citizens Pl","F","0"
"MULTILINESTRING ((-71.09518259684484 42.36995226889739, -71.09548237344829 42.37004599104443))","Union_Ter_1","Union Ter","Union","Ter","762.0",,"2","4","1","3","02141","02141","1412.0","1404.0","0","F","Union Ter","F","0"
"MULTILINESTRING ((-71.09503917942489 42.37020391742959, -71.09530901412076 42.37028686013949))","Union_Pl_1","Union Pl","Union","Pl","760.0",,"2","4","1","3","02141","02141","1394.0","1390.0","0","F","Union Pl","F","0"
"MULTILINESTRING ((-71.09468313874646 42.37082282506164, -71.0950500949217 42.37093816136647))","Livermo_Pl_1","Livermore Pl","Livermore","Pl","488.0",,"1","6","-1","-1","02141","02141","1337.0","1330.0","0","F","Livermore Pl","F","0"
"MULTILINESTRING ((-71.09449247980295 42.37113489564264, -71.0943647619717 42.37137855848225))","Lincoln_Pl_1","Lincoln Pl","Lincoln","Pl","477.0",,"-1","-1","-1","-1","02141","02141","1314.0","1293.0","0","F","Lincoln Pl","F","0"
"MULTILINESTRING ((-71.09182055512943 42.37255993942014, -71.09200784336727 42.37258379129642, -71.0925036985839 42.372647921792186))","Cambrid_St_19","Cambridge St","Cambridge","St","122.0",,"918","918","901","939","02141","02141","1185.0","1174.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.0925036985839 42.372647921792186, -71.0925541353642 42.37265432950692, -71.09304640205008 42.37271844494765, -71.09328771214186 42.372749592998176))","Cambrid_St_20","Cambridge St","Cambridge","St","122.0",,"950","966","953","979","02141","02141","1174.0","1168.0","0","F","Cambridge St","F","2"
"MULTILINESTRING ((-71.08649294666209 42.37304612366848, -71.08653915271466 42.37295806765505, -71.08675816973603 42.37254364823078, -71.08701610458144 42.37205719883142, -71.08707329726914 42.37194692755723))","Lambert_St_1","Lambert St","Lambert","St","458.0",,"20","24","15","33","02141","02141","1137.0","1237.0","1","F","Lambert St","F","0"
"MULTILINESTRING ((-71.09065595057017 42.3724088007943, -71.09062626093765 42.37253610265645, -71.09055826047367 42.37283614502282, -71.09049145294807 42.37312902953646, -71.09047168103471 42.37321627568061))","Harding_St_1","Harding St","Harding","St","363.0",,"1","29","8","22","02141","02141","1193.0","1119.0","1","F","Harding St","F","0"
"MULTILINESTRING ((-71.09067319014764 42.37067139423242, -71.09061969814103 42.37076565505375, -71.09038149508562 42.37118179721611, -71.090191890657 42.371516146392395, -71.09014570583805 42.37159616380678))","Berkshi_St_7","Berkshire St","Berkshire","St","81.0",,"123","123","94","122","02141","02141","1352.0","1273.0","1","F","Berkshire St","F","0"
"MULTILINESTRING ((-71.09047168103471 42.37321627568061, -71.09045311638752 42.37329995881796, -71.09041103155849 42.37348961677986, -71.09036770817988 42.3736819046224, -71.09035284261687 42.37374866995449))","Harding_St_2","Harding St","Harding","St","363.0",,"31","39","28","42","02141","02141","1119.0","1086.0","1","F","Harding St","F","0"
"MULTILINESTRING ((-71.09014570583805 42.37159616380678, -71.09009951503361 42.37167708672595, -71.08994514636392 42.37194740448114, -71.08980903191024 42.372187492493055, -71.08974947876806 42.3722915276303))","Berkshi_St_8","Berkshire St","Berkshire","St","81.0",,"135","135","124","152","02141","02141","1273.0","1201.0","1","F","Berkshire St","F","0"
"MULTILINESTRING ((-71.08807037449337 42.37290744475435, -71.08805063988136 42.372988461576, -71.08800859470878 42.37317095679725, -71.08796039148875 42.373378401042835, -71.08794676578192 42.373436252267254))","Warren_St_3","Warren St","Warren","St","787.0",,"29","43","30","46","02141","02141","1152.0","1102.0","1","T","Warren St","F","0"
"MULTILINESTRING ((-71.0910329449277 42.37003917583658, -71.09098189392351 42.370128094560904, -71.09082389146418 42.370406413352256, -71.09071938516576 42.370589592979506, -71.09067319014764 42.37067139423242))","Berkshi_St_6","Berkshire St","Berkshire","St","81.0",,"-1","-1","68","90","02141","02141","1402.0","1352.0","1","F","Berkshire St","F","0"
"MULTILINESTRING ((-71.09687946202045 42.37048037136593, -71.0968066090557 42.37060038895352, -71.09647871006678 42.37114363669494, -71.09621152589648 42.37158375465147, -71.09616416427804 42.37166379776407))","Elm_St_6","Elm St","Elm","St","244.0",,"165","201","166","200","02139","02139","1370.0","1267.0","1","F","Elm St","F","0"
"MULTILINESTRING ((-71.09616416427804 42.37166379776407, -71.09611071956812 42.37175180476193, -71.09569417516947 42.3724399828709, -71.09541362052892 42.372903211894325, -71.09534561272346 42.37301701649775))","Elm_St_7","Elm St","Elm","St","244.0",,"203","269","214","254","02139","02139","1267.0","1145.0","1","F","Elm St","F","0"
"MULTILINESTRING ((-71.0929690927172 42.368670326730744, -71.09306052802322 42.36865371928154, -71.09419727394268 42.36845368556559, -71.09437168906382 42.36842312802499))","Portsmo_St_1","Portsmouth St","Portsmouth","St","625.0",,"1","33","10","56","02141","02141","1513.0","1525.0","1","F","Portsmouth St","F","0"
"MULTILINESTRING ((-71.09350184905404 42.36635648151314, -71.09360489762221 42.36639784222348))","Broadwa_9","Broadway","Broadway",,"106.0",,"214","216","-1","-1","02139","02139","1662.0","1657.0","0","F","Broadway","F","2"
