Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates,cambridge_cdd_zoning,cambridge_zipcodes,cambridge_neighborhoods
24385,06/25/2010 01:30:00 PM,Friday,Auto,Auto,,Third St,Binney St," Third St & Binney St Cambridge, MA",42.365678000000003,-71.082406000000006,,,,
24209,05/17/2010 06:47:00 PM,Monday,Truck,Parked Vehicle,41,Market St,,"41 Market St Cambridge, MA",42.368507000000001,-71.096192000000002,,,,
24631,08/19/2010 12:59:00 PM,Thursday,Truck,Auto,,Binney St,FIRST ST," Binney St & FIRST ST Cambridge, MA",42.365141999999999,-71.078205999999994,,,,
24055,04/14/2010 12:55:00 PM,Wednesday,Auto,Pedestrian,16,GARDEN ST,,"16 GARDEN ST Cambridge, MA",42.377301000000003,-71.123220000000003,,,,
23694,01/17/2010 12:14:00 AM,Sunday,Auto,Parked Vehicle,153,FLORENCE ST,MAGAZINE ST,"153 FLORENCE ST Cambridge, MA",42.359073000000002,-71.113890999999995,,,,
24628,08/18/2010 07:09:00 PM,Wednesday,Auto,Auto,1,Church St,,"1 Church St Cambridge, MA",42.374400999999999,-71.118505999999996,,,,
24273,06/01/2010 02:15:00 PM,Tuesday,Auto,Pedestrian,147,ELM ST,Hampshire St,"147 ELM ST Cambridge, MA",42.370466999999998,-71.096968000000004,,,,
24227,05/21/2010 10:30:00 AM,Friday,Truck,Auto,620,MEMORIAL DR,Vassar St,"620 MEMORIAL DR Cambridge, MA",42.353909000000002,-71.107600000000005,,,,
24092,04/23/2010 09:05:00 AM,Friday,Auto,Parked Vehicle,221,MOUNT AUBURN ST,,"221 MOUNT AUBURN ST Cambridge, MA",42.374868999999997,-71.129949999999994,,,,
24561,08/02/2010 03:14:00 PM,Monday,Auto,Auto,16,GARDEN ST,,"16 GARDEN ST Cambridge, MA",42.377301000000003,-71.123220000000003,,,,
23698,01/17/2010 12:00:00 AM,Sunday,Auto,Auto,,MAGAZINE ST,Upton St," MAGAZINE ST & Upton St Cambridge, MA",42.362281000000003,-71.107592999999994,,,,
24432,07/07/2010 06:00:00 PM,,Auto,Parked Vehicle,33,Porter St,,"33 Porter St Cambridge, MA",42.373627999999997,-71.088832999999994,,,,
24057,04/15/2010 04:40:00 PM,Thursday,Auto,Auto,,Broadway,Galileo Galilei Way," Broadway & Galileo Galilei Way Cambridge, MA",42.364812000000001,-71.089386000000005,,,,
24511,07/21/2010 03:59:00 PM,Wednesday,Auto,Parked Vehicle,199,Alewife Brook Pky,,"199 Alewife Brook Pky Cambridge, MA",42.390053999999999,-71.142242999999993,,,,
23903,03/14/2010 12:04:00 AM,Sunday,Auto,Parked Vehicle,923-,Massachusetts Ave,,"923- Massachusetts Ave Cambridge, MA",42.368577999999999,-71.108851000000001,,,,
24220,05/20/2010 12:49:00 AM,Thursday,Auto,Parked Vehicle,,Massachusetts Ave,Inman St," Massachusetts Ave & Inman St Cambridge, MA",42.366590000000002,-71.105680000000007,,,,
23914,03/15/2010 01:44:00 PM,Monday,Auto,Auto,,SURREY ST,Putnam Ave," SURREY ST & Putnam Ave Cambridge, MA",42.368709000000003,-71.113512999999998,,,,
23897,03/10/2010 05:16:00 PM,Wednesday,Motorcycle,Auto,842,Massachusetts Ave,,"842 Massachusetts Ave Cambridge, MA",42.367296000000003,-71.107018999999994,,,,
23702,01/18/2010 10:21:00 AM,Monday,Auto,Pedestrian,,Massachusetts Ave,Sidney St," Massachusetts Ave & Sidney St Cambridge, MA",42.362949999999998,-71.099580000000003,,,,
24048,04/14/2010 12:56:00 PM,Wednesday,Auto,Miscellaneous,47,Thorndike St,,"47 Thorndike St Cambridge, MA",42.369897000000002,-71.079541000000006,,,,
24620,08/16/2010 03:30:00 PM,Monday,Auto,Auto,,KIRKLAND ST,Trowbridge St," KIRKLAND ST & Trowbridge St Cambridge, MA",42.377628999999999,-71.109392999999997,,,,
24415,07/03/2010 11:00:00 PM,Saturday,Truck,Auto,378,Massachusetts Ave,,"378 Massachusetts Ave Cambridge, MA",42.363047999999999,-71.100064000000003,,,,
23709,01/20/2010 05:48:00 PM,Wednesday,Auto,Auto,100,Hampshire St,,"100 Hampshire St Cambridge, MA",42.369078000000002,-71.095393999999999,,,,
24455,07/12/2010 06:49:00 AM,,Auto,Auto,,Broadway,PRESCOTT ST," Broadway & PRESCOTT ST Cambridge, MA",42.374367999999997,-71.113637999999995,,,,
24139,05/01/2010 05:25:00 PM,Saturday,Taxi,Auto,,Massachusetts Ave,Broadway," Massachusetts Ave & Broadway Cambridge, MA",42.375951000000001,-71.118379000000004,,,,
24285,06/02/2010 09:14:00 AM,Wednesday,Auto,Parked Vehicle,15,Cambridge Ctr,,"15 Cambridge Ctr Cambridge, MA",42.372861,-71.094549999999998,,,,
24368,06/20/2010 10:15:00 PM,Sunday,Auto,Auto,,Massachusetts Ave,Shepard St," Massachusetts Ave & Shepard St Cambridge, MA",42.381853,-71.119722999999993,,,,
23874,03/04/2010 04:22:00 PM,Wednesday,Auto,Bicycle,1310,Cambridge St,,"1310 Cambridge St Cambridge, MA",42.373449999999998,-71.099502999999999,,,,
23774,02/09/2010 12:24:00 AM,Tuesday,Auto,Auto,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154000000001,-71.094881999999998,,,,
24525,07/26/2010 05:39:00 PM,Monday,Auto,Auto,,Gore St,SCIARAPPA ST," Gore St & SCIARAPPA ST Cambridge, MA",42.371927999999997,-71.081327999999999,,,,
24648,08/23/2010 09:30:00 AM,Monday,Auto,Auto,,ROBERTS RD,Cambridge St," ROBERTS RD & Cambridge St Cambridge, MA",42.374760000000002,-71.108823999999998,,,,
24128,04/26/2010 09:59:00 PM,Monday,Auto,Auto,1,White St,,"1 White St Cambridge, MA",42.389237999999999,-71.119527000000005,,,,
23806,02/16/2010 03:18:00 PM,Tuesday,Auto,Truck,120,PROSPECT ST,,"120 PROSPECT ST Cambridge, MA",42.368071999999998,-71.101821000000001,,,,
24047,04/13/2010 11:39:00 AM,Tuesday,Auto,Bicycle,306,Broadway,,"306 Broadway Cambridge, MA",42.368310000000001,-71.098723000000007,,,,
23676,01/10/2010 08:45:00 AM,Sunday,Auto,Bicycle,,HARVARD ST,QUINCY ST," HARVARD ST & QUINCY ST Cambridge, MA",42.372304999999997,-71.115146999999993,,,,
24616,08/14/2010 07:57:00 PM,Saturday,Auto,Bicycle,1008,Massachusetts Ave,,"1008 Massachusetts Ave Cambridge, MA",42.369244000000002,-71.111345,,,,
24250,05/26/2010 01:47:00 PM,Wednesday,Auto,Auto,41,Church St,,"41 Church St Cambridge, MA",42.374538000000001,-71.120671999999999,,,,
24395,06/29/2010 09:42:00 AM,Tuesday,Auto,Taxi,,Brookline St,GREEN ST," Brookline St & GREEN ST Cambridge, MA",42.363416999999998,-71.101934999999997,,,,
24490,07/16/2010 10:30:00 PM,Friday,Auto,Parked Vehicle,,Washington Ave,Norfolk St," Washington Ave & Norfolk St Cambridge, MA",42.366000999999997,-71.100752,,,,
23706,01/15/2010 05:10:00 PM,Friday,Auto,Auto,,Alewife Brook Pky,Whittemore Ave," Alewife Brook Pky & Whittemore Ave Cambridge, MA",42.398907000000001,-71.140972000000005,,,,
24515,07/23/2010 02:39:00 PM,Friday,Auto,Auto,,Cambridge St,FAYETTE ST," Cambridge St & FAYETTE ST Cambridge, MA",42.373893000000002,-71.102107000000004,,,,
24360,06/18/2010 03:30:00 PM,Friday,Auto,Parked Vehicle,100,Cambridgeside Pl,,"100 Cambridgeside Pl Cambridge, MA",42.369137000000002,-71.077147999999994,,,,
23704,01/19/2010 08:22:00 AM,Tuesday,Auto,Parked Vehicle,620,Vassar St,MEMORIAL DR,"620 Vassar St Cambridge, MA",42.354987999999999,-71.105234999999993,,,,
24259,05/24/2010 12:00:00 AM,Thursday,Auto,Parked Vehicle,,Walden St,SAVILLE ST," Walden St & SAVILLE ST Cambridge, MA",42.383302999999998,-71.134675999999999,,,,
23699,01/17/2010 03:59:00 AM,Sunday,Auto,Taxi,,GARDEN ST,Concord Ave," GARDEN ST & Concord Ave Cambridge, MA",42.378324999999997,-71.123709000000005,,,,
24552,08/02/2010 07:44:00 AM,Monday,Auto,Auto,,Rindge Ave,MIDDLESEX ST," Rindge Ave & MIDDLESEX ST Cambridge, MA",42.393382000000003,-71.131032000000005,,,,
24492,07/17/2010 06:49:00 PM,Saturday,Auto,Parked Vehicle,330,MOUNT AUBURN ST,,"330 MOUNT AUBURN ST Cambridge, MA",42.374595999999997,-71.135594999999995,,,,
24160,05/06/2010 03:40:00 PM,Thursday,Auto,Bicycle,931,Massachusetts Ave,,"931 Massachusetts Ave Cambridge, MA",42.368799000000003,-71.109409999999997,,,,
24141,05/01/2010 04:19:00 PM,Saturday,Auto,Parked Vehicle,,Cambridge St,HOVEY AVE," Cambridge St & HOVEY AVE Cambridge, MA",42.374637999999997,-71.107881000000006,,,,
24085,04/21/2010 04:30:00 PM,Wednesday,Auto,Bicycle,432,Massachusetts Ave,,"432 Massachusetts Ave Cambridge, MA",42.363467999999997,-71.100583999999998,,,,
24558,08/02/2010 08:39:00 AM,Monday,Auto,Bicycle,,ELIOT ST,JFK St," ELIOT ST & JFK St Cambridge, MA",42.371416000000004,-71.121105,,,,
24608,08/13/2010 09:59:00 AM,Friday,Auto,Auto,,MOUNT AUBURN ST,Aberdeen Way," MOUNT AUBURN ST & Aberdeen Way Cambridge, MA",42.375273999999997,-71.145841000000004,,,,
24298,06/04/2010 03:45:00 PM,Friday,Auto,Parked Vehicle,528,Windsor St,,"528 Windsor St Cambridge, MA",42.373157999999997,-71.092877999999999,,,,
23916,03/13/2010 05:39:00 PM,Saturday,Auto,Parked Vehicle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202000000001,-71.098974999999996,,,,
23921,03/15/2010 08:29:00 AM,Monday,Auto,Auto,20,MOONEY ST,,"20 MOONEY ST Cambridge, MA",42.394368,-71.151379000000006,,,,
24028,04/10/2010 09:00:00 AM,Saturday,Auto,Parked Vehicle,,Bowdoin St,MARTIN ST," Bowdoin St & MARTIN ST Cambridge, MA",42.383062000000002,-71.120964000000001,,,,
24315,06/06/2010 04:19:00 PM,Sunday,Auto,Fixed Object,99,SHERMAN ST,,"99 SHERMAN ST Cambridge, MA",42.388711000000001,-71.133178999999998,,,,
24601,08/12/2010 03:49:00 PM,Thursday,Auto,Taxi,1493,Cambridge St,,"1493 Cambridge St Cambridge, MA",42.374417000000001,-71.104436000000007,,,,
23730,01/26/2010 08:29:00 PM,Tuesday,Auto,Parked Vehicle,,Third St,Otis St," Third St & Otis St Cambridge, MA",42.370320999999997,-71.080010000000001,,,,
24044,04/12/2010 09:30:00 PM,Monday,Auto,Auto,28,River St,Franklin St,"28 River St Cambridge, MA",42.364713999999999,-71.105919,,,,
24614,08/14/2010 12:30:00 PM,Saturday,Auto,Auto,,Concord Ave,Concord Ln," Concord Ave & Concord Ln Cambridge, MA",42.387965999999999,-71.142985999999993,,,,
24073,04/19/2010 12:04:00 AM,Monday,Auto,Fixed Object,259,Upland Rd,NEWELL ST,"259 Upland Rd Cambridge, MA",42.385567999999999,-71.128566000000006,,,,
23923,03/17/2010 07:25:00 PM,Wednesday,Auto,Fixed Object,,MOUNT AUBURN ST,Willard St," MOUNT AUBURN ST & Willard St Cambridge, MA",42.374569000000001,-71.128428,,,,
24642,08/22/2010 08:51:00 AM,Sunday,Auto,Parked Vehicle,885,Massachusetts Ave,,"885 Massachusetts Ave Cambridge, MA",42.368077,-71.107887000000005,,,,
24320,06/09/2010 06:45:00 PM,Wednesday,Auto,Fixed Object,,Galileo Galilei Way,MAIN ST," Galileo Galilei Way & MAIN ST Cambridge, MA",42.362704999999998,-71.089949000000004,,,,
24052,04/14/2010 12:00:00 PM,Wednesday,Auto,Bicycle,50,Hampshire St,,"50 Hampshire St Cambridge, MA",42.366878,-71.092828999999995,,,,
24211,05/18/2010 05:29:00 PM,Tuesday,Auto,Bicycle,159,Hampshire St,,"159 Hampshire St Cambridge, MA",42.371723000000003,-71.098224000000002,,,,
24224,05/20/2010 03:29:00 PM,Thursday,Auto,School Bus,402,Rindge Ave,,"402 Rindge Ave Cambridge, MA",42.393109000000003,-71.140016000000003,,,,
24504,07/19/2010 05:00:00 PM,Monday,Auto,Auto,700,HURON AVE,,"700 HURON AVE Cambridge, MA",42.380859999999998,-71.15455,,,,
24338,06/13/2010 01:30:00 PM,Sunday,Auto,Auto,209,Alewife Brook Pky,,"209 Alewife Brook Pky Cambridge, MA",42.389637,-71.142602999999994,,,,
24129,04/29/2010 03:45:00 PM,Thursday,Bus (Other),Auto,,Binney St,Third St," Binney St & Third St Cambridge, MA",42.365678000000003,-71.082406000000006,,,,
24356,06/17/2010 02:00:00 PM,Thursday,Auto,Pedestrian,5,Third St,,"5 Third St Cambridge, MA",42.372261999999999,-71.079742999999993,,,,
24867,08/03/2010 03:13:00 PM,,Auto,Fixed Object,650,Concord Ave,,"650 Concord Ave Cambridge, MA",42.389353999999997,-71.149349999999998,,,,
23684,01/12/2010 12:00:00 AM,Saturday,Auto,Parked Vehicle,24,Walker St,,"24 Walker St Cambridge, MA",42.379902000000001,-71.123853999999994,,,,
23994,04/01/2010 07:03:00 PM,Thursday,Auto,Auto,372,Windsor St,,"372 Windsor St Cambridge, MA",42.370176000000001,-71.094126000000003,,,,
24386,06/25/2010 12:59:00 PM,Friday,Auto,Auto,211,Alewife Brook Pky,,"211 Alewife Brook Pky Cambridge, MA",42.389553999999997,-71.142674999999997,,,,
24355,06/10/2010 01:15:00 PM,Thursday,Auto,Truck,,Brattle St,JFK St," Brattle St & JFK St Cambridge, MA",42.373466999999998,-71.119388999999998,,,,
23749,02/01/2010 02:25:00 PM,Monday,Auto,Pedestrian,,Broadway,Galileo Galilei Way," Broadway & Galileo Galilei Way Cambridge, MA",42.364812000000001,-71.089386000000005,,,,
23816,02/21/2010 12:30:00 PM,Sunday,Auto,Fixed Object,,Callender St,Magee St," Callender St & Magee St Cambridge, MA",42.365324999999999,-71.111564999999999,,,,
24539,07/29/2010 02:45:00 PM,Thursday,Auto,Pedestrian,,Broadway,PROSPECT ST," Broadway & PROSPECT ST Cambridge, MA",42.369317000000002,-71.101021000000003,,,,
24578,08/07/2010 11:00:00 AM,Saturday,Auto,Auto,121,Inman St,,"121 Inman St Cambridge, MA",42.372996000000001,-71.101056,,,,
23925,03/18/2010 03:30:00 PM,Thursday,Auto,Auto,49,ROSELAND ST,,"49 ROSELAND ST Cambridge, MA",42.386809999999997,-71.117130000000003,,,,
24121,04/28/2010 09:27:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,Russell St," Massachusetts Ave & Russell St Cambridge, MA",42.391768999999996,-71.123869999999997,,,,
23765,02/05/2010 04:09:00 PM,Friday,Auto,Truck,168,Hampshire St,,"168 Hampshire St Cambridge, MA",42.372025999999998,-71.098958999999994,,,,
23693,01/16/2010 07:48:00 PM,Saturday,Auto,Bicycle,,Hampshire St,ELM ST," Hampshire St & ELM ST Cambridge, MA",42.370480000000001,-71.096879000000001,,,,
24613,08/14/2010 08:45:00 AM,Saturday,Auto,Bicycle,,Concord Ave,Bond St," Concord Ave & Bond St Cambridge, MA",42.380394000000003,-71.127504000000002,,,,
23902,03/10/2010 10:35:00 PM,Wednesday,Auto,Fixed Object,2383,Massachusetts Ave,,"2383 Massachusetts Ave Cambridge, MA",42.396856,-71.129368999999997,,,,
24405,07/01/2010 03:40:00 PM,Thursday,Auto,Pedestrian,30,JFK St,,"30 JFK St Cambridge, MA",42.372807999999999,-71.119810000000001,,,,
24633,08/11/2010 11:00:00 PM,Wednesday,Auto,Parked Vehicle,14,Cambridge Ctr,,"14 Cambridge Ctr Cambridge, MA",42.372861,-71.094549999999998,,,,
24596,08/11/2010 07:03:00 PM,Wednesday,Auto,Pedestrian,,Cambridge St,LAMBERT ST," Cambridge St & LAMBERT ST Cambridge, MA",42.371946999999999,-71.087073000000004,,,,
24472,07/05/2010 01:02:00 AM,,Auto,Auto,,Cambridge St,FIRST ST," Cambridge St & FIRST ST Cambridge, MA",42.370635999999998,-71.076933999999994,,,,
23961,03/25/2010 12:30:00 PM,Thursday,Auto,Parked Vehicle,1691,Cambridge St,,"1691 Cambridge St Cambridge, MA",42.375214999999997,-71.111495000000005,,,,
24168,05/07/2010 06:30:00 PM,Friday,Bicycle,Parked Vehicle,,Cambridge St,OAK ST," Cambridge St & OAK ST Cambridge, MA",42.373576999999997,-71.099661999999995,,,,
24500,07/19/2010 10:06:00 PM,Monday,Auto,Parked Vehicle,,Massachusetts Ave,Windsor St," Massachusetts Ave & Windsor St Cambridge, MA",42.361389000000003,-71.096952999999999,,,,
23827,02/22/2010 12:55:00 AM,Monday,Auto,Auto,18,Beech St,,"18 Beech St Cambridge, MA",42.391157999999997,-71.119421000000003,,,,
24565,08/04/2010 11:29:00 AM,Wednesday,Auto,Auto,,FIFTH ST,Rogers St," FIFTH ST & Rogers St Cambridge, MA",42.366670999999997,-71.084260999999998,,,,
24013,04/06/2010 07:50:00 PM,Tuesday,Auto,Pedestrian,247,PROSPECT ST,,"247 PROSPECT ST Cambridge, MA",42.371492000000003,-71.099917000000005,,,,
23996,04/02/2010 09:59:00 AM,Friday,Auto,Pedestrian,620,Massachusetts Ave,ESSEX ST,"620 Massachusetts Ave Cambridge, MA",42.365023999999998,-71.103402000000003,,,,
24076,04/19/2010 11:35:00 AM,Monday,Auto,Fixed Object,820,MEMORIAL DR,,"820 MEMORIAL DR Cambridge, MA",42.361786000000002,-71.115690999999998,,,,
23979,03/29/2010 01:54:00 PM,Monday,Auto,Auto,699,MOUNT AUBURN ST,,"699 MOUNT AUBURN ST Cambridge, MA",42.375056999999998,-71.148745000000005,,,,
23901,03/11/2010 06:20:00 PM,Thursday,Auto,Auto,1819,Massachusetts Ave,,"1819 Massachusetts Ave Cambridge, MA",42.369202000000001,-71.110688999999994,,,,
24263,05/28/2010 07:09:00 AM,Monday,Auto,Bicycle,12,EVERETT ST,,"12 EVERETT ST Cambridge, MA",42.379797000000003,-71.118688000000006,,,,
24646,08/20/2010 04:57:00 PM,Friday,Auto,Auto,139,Massachusetts Ave,,"139 Massachusetts Ave Cambridge, MA",42.360351000000001,-71.094908000000004,,,,
24441,07/10/2010 02:03:00 PM,,Auto,Bicycle,1899,Massachusetts Ave,,"1899 Massachusetts Ave Cambridge, MA",42.369202000000001,-71.110688999999994,,,,
23983,03/30/2010 06:34:00 AM,Tuesday,Auto,Pedestrian,428,Massachusetts Ave,,"428 Massachusetts Ave Cambridge, MA",42.363433999999998,-71.100725999999995,,,,
24566,08/04/2010 01:06:00 PM,Wednesday,Auto,Parked Vehicle,,Massachusetts Ave,Hollis St," Massachusetts Ave & Hollis St Cambridge, MA",42.394652999999998,-71.127155000000002,,,,
24406,07/01/2010 07:44:00 PM,Thursday,Auto,Parked Vehicle,319,River St,,"319 River St Cambridge, MA",42.362233000000003,-71.113905000000003,,,,
24097,04/23/2010 07:38:00 PM,Friday,Auto,Bicycle,,Albany St,PACIFIC ST," Albany St & PACIFIC ST Cambridge, MA",42.358977000000003,-71.100133999999997,,,,
23644,01/02/2010 12:00:00 AM,Saturday,Auto,Parked Vehicle,91,SHERMAN ST,,"91 SHERMAN ST Cambridge, MA",42.388514999999998,-71.132695999999996,,,,
24556,07/07/2010 12:00:00 AM,Monday,Auto,Parked Vehicle,3,Concord Ave,,"3 Concord Ave Cambridge, MA",42.377769000000001,-71.122213000000002,,,,
24311,06/08/2010 11:00:00 AM,Tuesday,Auto,Truck,,Western Ave,Auburn St," Western Ave & Auburn St Cambridge, MA",42.365056000000003,-71.107219000000001,,,,
24037,04/12/2010 09:00:00 AM,Monday,Auto,Auto,,Concord Ave,SMITH PL," Concord Ave & SMITH PL Cambridge, MA",42.390112999999999,-71.150661999999997,,,,
24350,06/11/2010 01:30:00 PM,Friday,Auto,Auto,,JFK St,MOUNT AUBURN ST," JFK St & MOUNT AUBURN ST Cambridge, MA",42.372565999999999,-71.120144999999994,,,,
23965,03/25/2010 05:35:00 PM,Thursday,Pedestrian,Bicycle,28,Dewolfe St,,"28 Dewolfe St Cambridge, MA",42.369371000000001,-71.116741000000005,,,,
24260,05/27/2010 07:15:00 AM,Sunday,Auto,Auto,2029,Blake St,Massachusetts Ave,"2029 Blake St Cambridge, MA",42.391413,-71.121583000000001,,,,
24610,08/13/2010 06:30:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360827999999998,-71.096012000000002,,,,
24287,06/02/2010 07:51:00 PM,Wednesday,Auto,Auto,,HURON AVE,Sparks St," HURON AVE & Sparks St Cambridge, MA",42.381453,-71.132264000000006,,,,
23809,02/17/2010 10:12:00 AM,Wednesday,Auto,Pedestrian,,MAIN ST,Osborn St," MAIN ST & Osborn St Cambridge, MA",42.363101999999998,-71.095277999999993,,,,
24054,04/06/2010 12:00:00 AM,Tuesday,Auto,Parked Vehicle,94,Brattle St,,"94 Brattle St Cambridge, MA",42.375996000000001,-71.125389999999996,,,,
23788,02/11/2010 01:12:00 AM,Thursday,Auto,Fixed Object,78,Coolidge Ave,,"78 Coolidge Ave Cambridge, MA",42.371730999999997,-71.140039999999999,,,,
23915,03/15/2010 04:30:00 PM,Monday,Moped,,ONE,Broadway,Binney St,"ONE Broadway Cambridge, MA",42.362729999999999,-71.084013999999996,,,,
24559,08/02/2010 03:34:00 PM,Monday,Auto,Auto,3,LINNAEAN ST,,"3 LINNAEAN ST Cambridge, MA",42.384979999999999,-71.120022000000006,,,,
24186,05/10/2010 01:44:00 PM,Monday,Auto,Parked Vehicle,725,Concord Ave,,"725 Concord Ave Cambridge, MA",42.390473999999998,-71.152218000000005,,,,
24544,07/30/2010 05:48:00 PM,Friday,Auto,Bicycle,,Cambridge St,LINE ST," Cambridge St & LINE ST Cambridge, MA",42.374028000000003,-71.103097000000005,,,,
24519,07/24/2010 06:24:00 PM,Saturday,Auto,Auto,,Binney St,FULKERSON ST," Binney St & FULKERSON ST Cambridge, MA",42.366591999999997,-71.088200000000001,,,,
24381,06/26/2010 08:29:00 PM,Saturday,Auto,Auto,77,Massachusetts Ave,,"77 Massachusetts Ave Cambridge, MA",42.359127999999998,-71.093339,,,,
24124,04/28/2010 06:40:00 PM,Wednesday,Auto,Bicycle,,Hampshire St,Amory St," Hampshire St & Amory St Cambridge, MA",42.372844999999998,-71.099759000000006,,,,
24000,04/02/2010 01:34:00 PM,Friday,Auto,Parked Vehicle,445,Massachusetts Ave,,"445 Massachusetts Ave Cambridge, MA",42.363802,-71.100716000000006,,,,
24498,07/19/2010 06:20:00 PM,Monday,Auto,Bicycle,,PLYMOUTH ST,MOUNT AUBURN ST," PLYMOUTH ST & MOUNT AUBURN ST Cambridge, MA",42.371420999999998,-71.117061000000007,,,,
23842,02/24/2010 08:00:00 PM,Wednesday,Auto,Parked Vehicle,277,LAKEVIEW AVE,,"277 LAKEVIEW AVE Cambridge, MA",42.384072000000003,-71.140963999999997,,,,
23906,03/14/2010 05:00:00 PM,Sunday,Auto,Auto,,Cambridge St,Third St," Cambridge St & Third St Cambridge, MA",42.371020000000001,-71.079847999999998,,,,
24468,07/15/2010 12:00:00 AM,,Auto,Parked Vehicle,77,Putnam Ave,,"77 Putnam Ave Cambridge, MA",42.367607999999997,-71.113651000000004,,,,
23686,01/07/2010 03:30:00 PM,Thursday,Auto,Parked Vehicle,3,SUFFOLK ST,Columbia St,"3 SUFFOLK ST Cambridge, MA",42.366072000000003,-71.098851999999994,,,,
24473,05/07/2010 02:20:00 PM,Monday,Auto,Parked Vehicle,285,PEARL ST,,"285 PEARL ST Cambridge, MA",42.357827,-71.110202000000001,,,,
24537,07/29/2010 11:45:00 AM,Thursday,Auto,Auto,42,Thorndike St,,"42 Thorndike St Cambridge, MA",42.369542000000003,-71.079498999999998,,,,
24629,08/18/2010 08:29:00 PM,Wednesday,Auto,Auto,,Concord Ave,Blanchard Rd," Concord Ave & Blanchard Rd Cambridge, MA",42.390976999999999,-71.157285000000002,,,,
23891,03/04/2010 02:46:00 PM,Thursday,Auto,Auto,55,Broadway,,"55 Broadway Cambridge, MA",42.363846000000002,-71.085722000000004,,,,
24399,06/30/2010 07:40:00 PM,Wednesday,Auto,Parked Vehicle,340,River St,,"340 River St Cambridge, MA",42.361142000000001,-71.114151000000007,,,,
24282,06/02/2010 06:30:00 PM,Wednesday,Auto,Auto,,Dana St,Broadway," Dana St & Broadway Cambridge, MA",42.372318999999997,-71.108616999999995,,,,
23968,03/26/2010 09:17:00 AM,Friday,Auto,Bicycle,,Vassar St,MAIN ST," Vassar St & MAIN ST Cambridge, MA",42.362709000000002,-71.089933000000002,,,,
24312,06/08/2010 12:36:00 PM,,Auto,Bicycle,620,Massachusetts Ave,,"620 Massachusetts Ave Cambridge, MA",42.365023999999998,-71.103402000000003,,,,
23734,01/25/2010 06:00:00 PM,Monday,Auto,Parked Vehicle,186,Alewife Brook Pky,,"186 Alewife Brook Pky Cambridge, MA",42.391032000000003,-71.141350000000003,,,,
23812,02/18/2010 02:45:00 PM,Thursday,Auto,Auto,,DOUGLASS ST,Massachusetts Ave," DOUGLASS ST & Massachusetts Ave Cambridge, MA",42.363897000000001,-71.101190000000003,,,,
23805,02/16/2010 02:29:00 PM,Sunday,Auto,Auto,,Cambridge St,Columbia St," Cambridge St & Columbia St Cambridge, MA",42.372911999999999,-71.094511999999995,,,,
24427,07/07/2010 03:00:00 PM,,Auto,Auto,,Massachusetts Ave,Cedar St," Massachusetts Ave & Cedar St Cambridge, MA",42.397973,-71.130897000000004,,,,
24132,04/30/2010 03:00:00 PM,Friday,Auto,Auto,39,PLYMOUTH ST,,"39 PLYMOUTH ST Cambridge, MA",42.369011999999998,-71.092326999999997,,,,
23847,02/26/2010 06:59:00 AM,Friday,Auto,Auto,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154000000001,-71.094881999999998,,,,
24409,07/02/2010 11:35:00 AM,Friday,Auto,Auto,,Broadway,Binney St," Broadway & Binney St Cambridge, MA",42.364812000000001,-71.084013999999996,,,,
24398,06/24/2010 10:41:00 AM,Thursday,Auto,Auto,,PLYMOUTH ST,Webster Ave," PLYMOUTH ST & Webster Ave Cambridge, MA",42.369098000000001,-71.093102000000002,,,,
24329,06/11/2010 06:59:00 AM,Friday,Auto,Auto,122,Berkshire St,,"122 Berkshire St Cambridge, MA",42.371448000000001,-71.090119999999999,,,,
23769,02/07/2010 06:00:00 PM,Sunday,Auto,Auto,20,SUFFOLK ST,,"20 SUFFOLK ST Cambridge, MA",42.366185000000002,-71.099648999999999,,,,
24155,05/06/2010 12:00:00 AM,Thursday,Auto,Parked Vehicle,32,KINNAIRD ST,,"32 KINNAIRD ST Cambridge, MA",42.365613000000003,-71.109010999999995,,,,
23998,04/03/2010 09:45:00 AM,Saturday,Auto,Auto,,Portland St,Washington Ave," Portland St & Washington Ave Cambridge, MA",42.363883999999999,-71.093157000000005,,,,
23687,01/13/2010 08:29:00 AM,Wednesday,Taxi,Pedestrian,,PEARL ST,Franklin St," PEARL ST & Franklin St Cambridge, MA",42.363650999999997,-71.103735,,,,
24325,06/10/2010 07:50:00 AM,Thursday,Auto,Pedestrian,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.372750000000003,-71.093288000000001,,,,
23764,02/04/2010 08:06:00 PM,Thursday,Auto,Bicycle,,Broadway,Ware St," Broadway & Ware St Cambridge, MA",42.373832999999998,-71.112443999999996,,,,
23947,03/22/2010 05:44:00 PM,Monday,Auto,Auto,334,Broadway,,"334 Broadway Cambridge, MA",42.369717000000001,-71.102373999999998,,,,
