"entity_name","fiscal_year","entity_id","estimated_population","category","line_description","value","city_state"
"El Paso De Robles","2014","1252","30469","Assets","Total Assets_Capital Projects","31683226","El Paso De Robles, CA"
"Fowler","2014","1275","5883","Assets","Total Assets_General","31571646","Fowler, CA"
"Hanford","2014","1294","55283","Assets","Total Assets_Special Revenue","31402578","Hanford, CA"
"Moorpark","2014","1395","35172","Assets","Total Assets_Capital Projects","31376358","Moorpark, CA"
"Fort Bragg","2014","1270","7350","Assets","Total Assets_Enterprise","31300586","Fort Bragg, CA"
"Coachella","2014","1208","43633","Assets","Total Assets_Special Revenue","31233948","Coachella, CA"
"El Cajon","2014","1248","101256","Assets","Total Assets_Special Revenue","30810237","El Cajon, CA"
"Live Oak","2014","1352","8481","Assets","Total Assets_General","30795137","Live Oak, CA"
"Dublin","2014","1245","53462","Assets","Total Assets_Special Revenue","30676224","Dublin, CA"
"Simi Valley","2014","1531","126305","Assets","Total Assets_Special Revenue","30568754","Simi Valley, CA"
"South Lake Tahoe","2014","1539","21409","Assets","Total Assets_Enterprise","30447096","South Lake Tahoe, CA"
"Carpinteria","2014","1192","13442","Assets","Total Assets_General","30252522","Carpinteria, CA"
"Brisbane","2014","1175","4431","Assets","Total Assets_Enterprise","30166414","Brisbane, CA"
"Visalia","2014","1573","129582","Assets","Total Assets_Internal Service","30098605","Visalia, CA"
"San Diego","2014","1489","1345895","Assets","Total Assets_Trust and Agency","29817130","San Diego, CA"
"Bakersfield","2014","1153","367315","Assets","Total Assets_Trust and Agency","29689782","Bakersfield, CA"
"Arcata","2014","1142","17734","Assets","Total Assets_Special Revenue","29480741","Arcata, CA"
"Los Alamitos","2014","1361","11729","Assets","Total Assets_General","29464715","Los Alamitos, CA"
"Riverbank","2014","1472","23243","Assets","Total Assets_Enterprise","29243749","Riverbank, CA"
"Woodlake","2014","1594","7711","Assets","Total Assets_Enterprise","29157030","Woodlake, CA"
"Merced","2014","1382","81130","Assets","Total Assets_Internal Service","28947031","Merced, CA"
"Novato","2014","1412","52967","Assets","Total Assets_Special Revenue","28932452","Novato, CA"
"Coalinga","2014","1209","16467","Assets","Total Assets_Enterprise","28416906","Coalinga, CA"
"Kerman","2014","1323","14339","Assets","Total Assets_General","28385475","Kerman, CA"
"Angels","2014","1138","3726","Assets","Total Assets_Enterprise","28284351","Angels, CA"
"Yreka","2014","1599","7840","Assets","Total Assets_General","28180057","Yreka, CA"
"Murrieta","2014","1402","106425","Assets","Total Assets_Trust and Agency","27971188","Murrieta, CA"
"Rancho Cordova","2014","8975","67839","Assets","Total Assets_Trust and Agency","27936883","Rancho Cordova, CA"
"Folsom","2014","1268","74014","Assets","Total Assets_Trust and Agency","27863807","Folsom, CA"
"Monrovia","2014","1388","37162","Assets","Total Assets_Enterprise","27831028","Monrovia, CA"
"Red Bluff","2014","1460","14131","Assets","Total Assets_Enterprise","27723007","Red Bluff, CA"
"Clovis","2014","1207","102188","Assets","Total Assets_Special Revenue","27710017","Clovis, CA"
"Downey","2014","1243","113363","Assets","Total Assets_Special Revenue","27410596","Downey, CA"
"Tracy","2014","1557","85146","Assets","Total Assets_Trust and Agency","27303224","Tracy, CA"
"Bell","2014","1158","35972","Assets","Total Assets_Special Revenue","27173371","Bell, CA"
"Williams","2014","1589","5363","Assets","Total Assets_Enterprise","27056117","Williams, CA"
"Huntington Beach","2014","1309","195999","Assets","Total Assets_Capital Projects","26940686","Huntington Beach, CA"
"Lodi","2014","1355","63651","Assets","Total Assets_Special Revenue","26936812","Lodi, CA"
"Monterey Park","2014","1394","61777","Assets","Total Assets_Special Revenue","26747410","Monterey Park, CA"
"Gilroy","2014","1282","52413","Assets","Total Assets_Capital Projects","26734844","Gilroy, CA"
"Menifee","2014","10255","83716","Assets","Total Assets_Capital Projects","26638627","Menifee, CA"
"Porterville","2014","1452","55697","Assets","Total Assets_Special Revenue","26590087","Porterville, CA"
"Rio Dell","2014","1469","3347","Assets","Total Assets_Enterprise","26398330","Rio Dell, CA"
"Pinole","2014","1441","18794","Assets","Total Assets_Enterprise","26382361","Pinole, CA"
"Hermosa Beach","2014","1301","19750","Assets","Total Assets_Internal Service","26253974","Hermosa Beach, CA"
"Westminster","2014","1585","91652","Assets","Total Assets_Internal Service","26218222","Westminster, CA"
"Lynwood","2014","1368","70980","Assets","Total Assets_Special Revenue","25854724","Lynwood, CA"
"San Marcos","2014","1501","90179","Assets","Total Assets_Capital Projects","25810282","San Marcos, CA"
"Tustin","2014","1563","78360","Assets","Total Assets_Trust and Agency","25756977","Tustin, CA"
"Fremont","2014","1276","223972","Assets","Total Assets_Internal Service","25679559","Fremont, CA"
"Indian Wells","2014","1314","5137","Assets","Total Assets_Special Revenue","25355754","Indian Wells, CA"
"Redlands","2014","1462","69882","Assets","Total Assets_Special Revenue","25319011","Redlands, CA"
"Barstow","2014","1156","23292","Assets","Total Assets_Enterprise","25270347","Barstow, CA"
"Union City","2014","1566","72155","Assets","Total Assets_Special Revenue","25258148","Union City, CA"
"Brentwood","2014","1174","54741","Assets","Total Assets_Special Revenue","24869571","Brentwood, CA"
"Colusa","2014","1213","6171","Assets","Total Assets_Enterprise","24858012","Colusa, CA"
"Gonzales","2014","1285","8383","Assets","Total Assets_Enterprise","24731835","Gonzales, CA"
"San Pablo","2014","1504","29465","Assets","Total Assets_Special Revenue","24724911","San Pablo, CA"
"El Segundo","2014","1253","16897","Assets","Total Assets_Special Revenue","24589659","El Segundo, CA"
"Norco","2014","1410","26582","Assets","Total Assets_Special Revenue","24495101","Norco, CA"
"Compton","2014","1215","98082","Assets","Total Assets_Special Revenue","24332285","Compton, CA"
"Indian Wells","2014","1314","5137","Assets","Total Assets_Capital Projects","24225307","Indian Wells, CA"
"Cotati","2014","1223","7288","Assets","Total Assets_General","23945288","Cotati, CA"
"South San Francisco","2014","1541","65710","Assets","Total Assets_Special Revenue","22559518","South San Francisco, CA"
