"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-09-08T16:00:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-098075","2","Cleared by Arrest","35.008032","-85.204914","POINT (-85.204914 35.008032)","6"
"600 Derby St","Chattanooga","TN","37404","2022-09-08T16:00:00.000","TN0330100","B4","Baker N","240","Motor Vehicle Theft","Part 1 Crimes","22-098243","4","Inactive/Suspended","35.041424","-85.263354","POINT (-85.263354 35.041424)","8"
"Market St","Chattanooga","TN","37402","2022-09-08T11:00:00.000","TN0330100","A7","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-098316","4","Inactive/Suspended","35.056289","-85.308498","POINT (-85.308498 35.056289)","7"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-09-08T11:00:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-097969","2","Cleared by Arrest","35.016178","-85.376928","POINT (-85.376928 35.016178)","1"
"900 E Main St","Chattanooga","TN","37408","2022-09-08T10:51:00.000","TN0330100","B5","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097964","4","Inactive/Suspended","35.030776","-85.29476799999999","POINT (-85.294768 35.030776)","8"
"1900 Northpoint Blvd","Chattanooga","TN","37343","2022-09-08T10:45:00.000","TN0330100","A1","Adam N","23C","Shoplifting","Part 1 Crimes","22-098081","3","Pending/Possible Leads","35.137711","-85.243306","POINT (-85.243306 35.137711)","3"
"2100 Mccallie Ave","Chattanooga","TN","37404","2022-09-08T08:30:00.000","TN0330100","B5","Baker S","23C","Shoplifting","Part 1 Crimes","22-097926","3","Pending/Possible Leads","35.034954","-85.272237","POINT (-85.272237 35.034954)","9"
"1700 S Lyerly St","Chattanooga","TN","37404","2022-09-08T05:38:00.000","TN0330100","B6","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-098040","4","Inactive/Suspended","35.022135","-85.274685","POINT (-85.274685 35.022135)","9"
"2100 E 18th St","Chattanooga","TN","37404","2022-09-08T02:30:00.000","TN0330100","B6","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-098151","4","Inactive/Suspended","35.021750999999995","-85.27785300000001","POINT (-85.277853 35.021751)","8"
"200 S Howell Ave","Chattanooga","TN","37411","2022-09-08T02:09:00.000","TN0330100","C3","Charlie S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097870","3","Pending/Possible Leads","35.00788","-85.227054","POINT (-85.227054 35.00788)","6"
"1700 S Kelley St","Chattanooga","TN","37404","2022-09-08T02:00:00.000","TN0330100","B6","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-098155","4","Inactive/Suspended","35.022014999999996","-85.277552","POINT (-85.277552 35.022015)","8"
"5700 Highway 153","Chattanooga","TN","37343","2022-09-08T01:28:00.000","TN0330100","A1","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097865","3","Pending/Possible Leads","35.153051","-85.246567","POINT (-85.246567 35.153051)","3"
"1500 E 47th St","Chattanooga","TN","37407","2022-09-08T01:00:00.000","TN0330100","B9","Baker S","23H","All Other Larceny","Part 1 Crimes","22-097965","3","Pending/Possible Leads","34.988453","-85.291734","POINT (-85.291734 34.988453)","7"
"5400 153 Hwy","Chattanooga","TN","37343","2022-09-08T01:00:00.000","TN0330100","A1","Adam N","23H","All Other Larceny","Part 1 Crimes","22-098097","3","Pending/Possible Leads","35.140477999999995","-85.244445","POINT (-85.244445 35.140478)","3"
"2500 Judson Ln","Chattanooga","TN","37406","2022-09-08T00:20:00.000","TN0330100","B3","Baker N","240","Motor Vehicle Theft","Part 1 Crimes","22-097854","4","Inactive/Suspended","35.047777","-85.25857099999999","POINT (-85.258571 35.047777)","9"
"2500 E 23rd St","Chattanooga","TN","37404","2022-09-07T23:50:00.000","TN0330100","B6","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-097895","4","Inactive/Suspended","35.017038","-85.273267","POINT (-85.273267 35.017038)","9"
"1000 Dodson Ave","Chattanooga","TN","37406","2022-09-07T23:30:00.000","TN0330100","B3","Baker N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097885","3","Pending/Possible Leads","35.048006","-85.262566","POINT (-85.262566 35.048006)","8"
"4700 Ranco Cir","Chattanooga","TN","37363","2022-09-07T23:00:00.000","TN0330100","C9","Charlie N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-098058","3","Pending/Possible Leads","35.070381","-85.11519200000001","POINT (-85.115192 35.070381)","4"
"500 Cranberry Way","Chattanooga","TN","37343","2022-09-07T22:00:00.000","TN0330100","A3","Adam N","23H","All Other Larceny","Part 1 Crimes","22-097831","3","Pending/Possible Leads","35.125371","-85.261487","POINT (-85.261487 35.125371)","2"
"4000 Shallowford Rd","Chattanooga","TN","37411","2022-09-07T20:45:00.000","TN0330100","C3","Charlie S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097808","3","Pending/Possible Leads","35.042222","-85.219229","POINT (-85.219229 35.042222)","5"
"7700 Lee Hwy","Chattanooga","TN","37421","2022-09-07T19:31:00.000","TN0330100","C9","Charlie N","23D","Theft From Buildings","Part 1 Crimes","22-097769","2","Cleared by Arrest","35.062727","-85.130798","POINT (-85.130798 35.062727)","6"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-09-07T18:20:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-097749","2","Cleared by Arrest","35.036497","-85.147509","POINT (-85.147509 35.036497)","4"
"1200 E Main St","Chattanooga","TN","37404","2022-09-07T18:18:00.000","TN0330100","B6","Baker S","23H","All Other Larceny","Part 1 Crimes","22-097752","3","Pending/Possible Leads","35.028302000000004","-85.289517","POINT (-85.289517 35.028302)","8"
"300 Corporate Pl","Chattanooga","TN","37419","2022-09-07T17:41:00.000","TN0330100","A13","Adam S","240","Motor Vehicle Theft","Part 1 Crimes","22-097651","2","Cleared by Arrest","35.012481","-85.379547","POINT (-85.379547 35.012481)","1"
"3200 Rossville Blvd","Chattanooga","TN","37407","2022-09-07T17:29:00.000","TN0330100","B7","Baker S","23C","Shoplifting","Part 1 Crimes","22-097729","3","Pending/Possible Leads","35.005586","-85.293158","POINT (-85.293158 35.005586)","7"
"3800 Tennessee Ave","Chattanooga","TN","37409","2022-09-07T17:25:00.000","TN0330100","A12","Adam S","23C","Shoplifting","Part 1 Crimes","22-097724","2","Cleared by Arrest","35.010737","-85.325923","POINT (-85.325923 35.010737)","7"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-09-07T17:20:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-097740","2","Cleared by Arrest","35.008639","-85.20466","POINT (-85.20466 35.008639)","6"
"1100 Grove St","Chattanooga","TN","37402","2022-09-07T17:00:00.000","TN0330100","A6","Adam S","23H","All Other Larceny","Part 1 Crimes","22-098340","3","Pending/Possible Leads","35.046864","-85.315815","POINT (-85.315815 35.046864)","7"
"2300 4th Ave","Chattanooga","TN","37404","2022-09-07T15:30:00.000","TN0330100","B6","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097706","3","Pending/Possible Leads","35.017409","-85.28006199999999","POINT (-85.280062 35.017409)","8"
"2300 4th Ave","Chattanooga","TN","37404","2022-09-07T15:30:00.000","TN0330100","B6","Baker S","23H","All Other Larceny","Part 1 Crimes","22-097706","3","Pending/Possible Leads","35.017295000000004","-85.27957699999999","POINT (-85.279577 35.017295)","8"
"2100 E 3rd St","Chattanooga","TN","37404","2022-09-07T14:38:00.000","TN0330100","B4","Baker N","23C","Shoplifting","Part 1 Crimes","22-097636","3","Pending/Possible Leads","35.040927999999994","-85.26938200000001","POINT (-85.269382 35.040928)","8"
"2100 Hamilton Place Blvd","Chattanooga","TN","37421","2022-09-07T14:33:00.000","TN0330100","C7","Charlie N","23D","Theft From Buildings","Part 1 Crimes","22-097642","3","Pending/Possible Leads","35.034269","-85.15924199999999","POINT (-85.159242 35.034269)","4"
"300 Mcbrien Rd","Chattanooga","TN","37411","2022-09-07T13:00:00.000","TN0330100","C3","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-097809","3","Pending/Possible Leads","35.007490999999995","-85.225341","POINT (-85.225341 35.007491)","6"
"7600 Shallowford Rd","Chattanooga","TN","37421","2022-09-07T11:14:00.000","TN0330100","C9","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-097557","3","Pending/Possible Leads","35.037164","-85.140479","POINT (-85.140479 35.037164)","4"
"3500 Broad St","Chattanooga","TN","37409","2022-09-07T10:04:00.000","TN0330100","A11","Adam S","23C","Shoplifting","Part 1 Crimes","22-097536","3","Pending/Possible Leads","35.014041999999996","-85.326892","POINT (-85.326892 35.014042)","7"
"900 Douglas St","Chattanooga","TN","37403","2022-09-07T08:30:00.000","TN0330100","A9","Adam S","23H","All Other Larceny","Part 1 Crimes","22-098389","3","Pending/Possible Leads","35.043865","-85.303768","POINT (-85.303768 35.043865)","8"
"200 Hillcrest Ave","Chattanooga","TN","37411","2022-09-07T08:00:00.000","TN0330100","C2","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-098311","3","Pending/Possible Leads","35.02383","-85.239294","POINT (-85.239294 35.02383)","5"
"5700 Moody Sawyer Rd","Chattanooga","TN","37343","2022-09-07T07:28:00.000","TN0330100","A1","Adam N","240","Motor Vehicle Theft","Part 1 Crimes","22-097488","2","Cleared by Arrest","35.157724","-85.25475899999999","POINT (-85.254759 35.157724)","3"
"2500 De Sales Ave","Chattanooga","TN","37404","2022-09-07T05:30:00.000","TN0330100","B4","Baker N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-098002","4","Inactive/Suspended","35.040995","-85.260491","POINT (-85.260491 35.040995)","9"
"2600 Roanoke Ave","Chattanooga","TN","37406","2022-09-07T03:45:00.000","TN0330100","B2","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097480","4","Inactive/Suspended","35.068803","-85.254176","POINT (-85.254176 35.068803)","8"
"1600 Central Ave","Chattanooga","TN","37408","2022-09-07T03:40:00.000","TN0330100","B6","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097462","3","Pending/Possible Leads","35.029677","-85.295699","POINT (-85.295699 35.029677)","8"
"800 Wheeler Ave","Chattanooga","TN","37406","2022-09-07T02:25:00.000","TN0330100","B3","Baker N","23H","All Other Larceny","Part 1 Crimes","22-097442","3","Pending/Possible Leads","35.044183","-85.262904","POINT (-85.262904 35.044183)","8"
"5700 Highway 153","Chattanooga","TN","37343","2022-09-07T02:02:00.000","TN0330100","A1","Adam N","23C","Shoplifting","Part 1 Crimes","22-096947","3","Pending/Possible Leads","35.153979","-85.24592200000001","POINT (-85.245922 35.153979)","3"
"2000 Appling St","Chattanooga","TN","37406","2022-09-07T00:30:00.000","TN0330100","B2","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097506","4","Inactive/Suspended","35.067956","-85.25560100000001","POINT (-85.255601 35.067956)","8"
"5100 Brainerd Rd","Chattanooga","TN","37411","2022-09-07T00:00:00.000","TN0330100","C3","Charlie S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097530","I","Closed","35.012189","-85.22596200000001","POINT (-85.225962 35.012189)","5"
"1200 Helena Dr","Chattanooga","TN","37343","2022-09-07T00:00:00.000","TN0330100","A1","Adam N","23H","All Other Larceny","Part 1 Crimes","22-098519","3","Pending/Possible Leads","35.141665","-85.24401","POINT (-85.24401 35.141665)","3"
"1100 Market St","Chattanooga","TN","37402","2022-09-06T23:15:00.000","TN0330100","A9","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097415","3","Pending/Possible Leads","35.043552","-85.308685","POINT (-85.308685 35.043552)","8"
"300 E Main St","Chattanooga","TN","37408","2022-09-06T22:30:00.000","TN0330100","A10","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097414","3","Pending/Possible Leads","35.034171","-85.302286","POINT (-85.302286 35.034171)","7"
"700 E 4th St","Chattanooga","TN","37403","2022-09-06T22:00:00.000","TN0330100","A8","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097818","4","Inactive/Suspended","35.051282","-85.301193","POINT (-85.301193 35.051282)","7"
"1900 Appling St","Chattanooga","TN","37406","2022-09-06T22:00:00.000","TN0330100","B2","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097474","4","Inactive/Suspended","35.068404","-85.255943","POINT (-85.255943 35.068404)","8"
"200 Chestnut St","Chattanooga","TN","37402","2022-09-06T20:00:00.000","TN0330100","A7","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097513","4","Inactive/Suspended","35.054559000000005","-85.312519","POINT (-85.312519 35.054559)","7"
"3900 Caine Ln","Chattanooga","TN","37421","2022-09-06T19:33:00.000","TN0330100","C1","Charlie S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097355","3","Pending/Possible Leads","35.053096","-85.21647","POINT (-85.21647 35.053096)","5"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-09-06T19:23:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-097345","3","Pending/Possible Leads","35.036927","-85.14636999999999","POINT (-85.14637 35.036927)","4"
"2300 Forest Villas Cir","Chattanooga","TN","37421","2022-09-06T19:11:00.000","TN0330100","C6","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097683","3","Pending/Possible Leads","35.050588000000005","-85.17393100000001","POINT (-85.173931 35.050588)","6"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-09-06T18:00:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-097323","2","Cleared by Arrest","35.008426","-85.20504700000001","POINT (-85.205047 35.008426)","6"
"3900 Grace Ave","Chattanooga","TN","37406","2022-09-06T17:03:00.000","TN0330100","B3","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097318","4","Inactive/Suspended","35.08280499999999","-85.237019","POINT (-85.237019 35.082805)","9"
"2300 Wilson St","Chattanooga","TN","37406","2022-09-06T15:50:00.000","TN0330100","B3","Baker N","23D","Theft From Buildings","Part 1 Crimes","22-097268","3","Pending/Possible Leads","35.051077","-85.261546","POINT (-85.261546 35.051077)","9"
"800 Lawson St","Chattanooga","TN","37415","2022-09-06T15:37:00.000","TN0330100","A3","Adam N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097261","3","Pending/Possible Leads","35.103551","-85.278892","POINT (-85.278892 35.103551)","2"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-09-06T14:58:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-097263","3","Pending/Possible Leads","35.007967","-85.204604","POINT (-85.204604 35.007967)","6"
"300 E 20th St","Chattanooga","TN","37408","2022-09-06T13:00:00.000","TN0330100","A10","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-098446","4","Inactive/Suspended","35.031874","-85.305776","POINT (-85.305776 35.031874)","7"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-09-06T12:00:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-097191","2","Cleared by Arrest","35.009079","-85.20552","POINT (-85.20552 35.009079)","6"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-09-06T12:00:00.000","TN0330100","C3","Charlie S","23D","Theft From Buildings","Part 1 Crimes","22-097207","2","Cleared by Arrest","35.008824000000004","-85.205808","POINT (-85.205808 35.008824)","6"
"3400 Dodds Ave","Chattanooga","TN","37407","2022-09-06T12:00:00.000","TN0330100","B8","Baker S","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-097267","4","Inactive/Suspended","35.00228","-85.279965","POINT (-85.279965 35.00228)","7"
"6000 Lee Hwy","Chattanooga","TN","37421","2022-09-06T11:55:00.000","TN0330100","C6","Charlie N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-097170","4","Inactive/Suspended","35.029601","-85.191101","POINT (-85.191101 35.029601)","6"
"4100 Hixson Pike","Chattanooga","TN","37415","2022-09-06T10:57:00.000","TN0330100","A3","Adam N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-097145","4","Inactive/Suspended","35.115367","-85.256176","POINT (-85.256176 35.115367)","2"
"1000 Broad St","Chattanooga","TN","37402","2022-09-06T10:54:00.000","TN0330100","A9","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-097152","3","Pending/Possible Leads","35.044746","-85.311369","POINT (-85.311369 35.044746)","7"
"2200 Gunbarrel Rd","Chattanooga","TN","37421","2022-09-06T08:39:00.000","TN0330100","C7","Charlie N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-097092","3","Pending/Possible Leads","35.040147999999995","-85.149422","POINT (-85.149422 35.040148)","4"
"2300 Mccallie Ave","Chattanooga","TN","37404","2022-09-06T06:30:00.000","TN0330100","B4","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-097226","4","Inactive/Suspended","35.033953999999994","-85.266716","POINT (-85.266716 35.033954)","9"
"2300 Mccallie Ave","Chattanooga","TN","37404","2022-09-06T06:30:00.000","TN0330100","B4","Baker N","240","Motor Vehicle Theft","Part 1 Crimes","22-097226","4","Inactive/Suspended","35.035348","-85.267206","POINT (-85.267206 35.035348)","9"
"5900 Shallowford Rd","Chattanooga","TN","37421","2022-09-06T06:00:00.000","TN0330100","C1","Charlie S","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-097066","4","Inactive/Suspended","35.055201","-85.194441","POINT (-85.194441 35.055201)","6"
"2000 E 3rd St","Chattanooga","TN","37404","2022-09-06T05:50:00.000","TN0330100","B4","Baker N","23H","All Other Larceny","Part 1 Crimes","22-097115","2","Cleared by Arrest","35.039607","-85.269879","POINT (-85.269879 35.039607)","8"
"2000 E 3rd St","Chattanooga","TN","37404","2022-09-06T05:50:00.000","TN0330100","B4","Baker N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097115","2","Cleared by Arrest","35.040459999999996","-85.269149","POINT (-85.269149 35.04046)","8"
