"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-08821-0010","2251 KNAPP STREET
Brooklyn, NY 
(40.59827955275, -73.933664836519)","3","11229","40.59827","-73.933685","15","46","570","3321847","3088210010","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","MARINE PARK","D4-ELEVATOR","162","1953","174580","2712973","15.54","9170000","53","3-07011-0011","2828 28 STREET
Brooklyn, NY 
(40.575693988233, -73.99435949186)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1620077","15.88","3430000","33.6","3.6","3-07011-0011","2828 28 STREET
Brooklyn, NY 
(40.575693988233, -73.99435949186)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1620077","15.88","3430000","33.6","3.6"
"3-05151-0010","2022 BEVERLY ROAD
Brooklyn, NY 
(40.644851511272, -73.959764263122)","3","11226","40.64488","-73.959695","14","40","514","3118544","3051510010","Flatbush                                                                   ","FLATBUSH-CENTRAL","C6-WALK-UP","13","1909","16520","331593","20.07","1370000","83","3-00396-0053","311 BALTIC STREET
Brooklyn, NY 
(40.685046380837, -73.992259277473)","BOERUM HILL","C1-WALK-UP","20","1900","17640","398277","22.58","1650000","94","3.35","3-03044-0029","165 MESEROLE STREET
Brooklyn, NY 
(40.708169057316, -73.942541294527)","WILLIAMSBURG-EAST","C1-WALK-UP","39","1930","17460","387334","22.18","1600000","92","4.5"
"3-06252-0042","7714 BAY PARKWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11214","40.606704","-73.988882","11","44","270","3161648","3062520042","Bensonhurst West                                                           ","BENSONHURST","D4-ELEVATOR","47","1937","48000","685470","14.28","2320000","48.3","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","340920","13.6","723000","28.8","1.35","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4596080","42.7","22600000","210","3.85"
"3-01424-0049","897 EMPIRE BOULEVARD
Brooklyn, NY 
(40.663661660889, -73.930755566809)","3","11213","40.663524","-73.932683","9","41","355","3038411","3014240049","Crown Heights South                                                        ","CROWN HEIGHTS","D4-ELEVATOR","59","1931","50826","609912","12","1710000","33.6","3-01424-0033","988 MONTGOMERY STREET
Brooklyn, NY 
(40.664350593611, -73.932083268357)","CROWN HEIGHTS","D1-ELEVATOR","53","1927","47164","566723","12.02","1590000","33.7","0","3-01422-0005","760 MONTGOMERY STREET
Brooklyn, NY 
(40.664749015019, -73.939565306166)","CROWN HEIGHTS","D7-ELEVATOR","50","1929","57629","531768","9.23","1260000","21.86","0.3"
"3-02102-0062","147 LAFAYETTE AVENUE
Brooklyn, NY 
(40.687538078517, -73.971866835982)","3","11238","40.687513","-73.971943","2","35","181","3259389","3021020062","Fort Greene                                                                ","FORT GREENE","C6-WALK-UP","21","1931","19200","404331","21.06","1670000","87","3-00187-0016","260 PACIFIC STREET
Brooklyn, NY 
(40.688205083021, -73.99023141758)","BOERUM HILL","C1-WALK-UP","25","1920","17215","351688","20.43","1320000","77","0.95","3-01028-0066","227 13 STREET
Brooklyn, NY 
(40.6050186121, -74.011191887659)","PARK SLOPE SOUTH","C1-WALK-UP","25","1914","23500","519061","22.09","2150000","91","1.7"
"3-01106-0016","10 PROSPECT PARK
Brooklyn, NY 
(40.700718609954, -73.989944198243)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","WINDSOR TERRACE","C6-WALK-UP","16","1920","12392","252679","20.39","945000","76","3-01066-0014","888 UNION STREET
Brooklyn, NY 
(40.673251152174, -73.97243430795)","PARK SLOPE","C1-WALK-UP","16","1920","12612","332761","26.4","1380000","109","0.95","3-01093-0001","911 8 AVENUE
Brooklyn, NY 
(40.665655682039, -73.979265416551)","PARK SLOPE","C1-WALK-UP","16","1920","12160","267836","22.03","1110000","91","0.35"
"3-05058-0007","25 PARADE PLACE
Brooklyn, NY 
(40.652478383071, -73.965688827446)","3","11226","40.652389","-73.965666","14","40","50804","3116085","3050580007","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","64","1935","71028","650685","9.16","1550000","21.82","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","406134","18.05","1520000","68","2.1","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","157756","20.77","590000","78","0.65"
"3-06764-0061","1577 17 STREET
Brooklyn, NY 
(40.611484843332, -73.956838766452)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","80","1963","76770","947815","12.35","2660000","34.6","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","340920","13.6","723000","28.8","0.7","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4596080","42.7","22600000","210","2.05"
"3-06494-0051","763 OCEAN PARKWAY
Brooklyn, NY 
(40.62992320214, -73.971248160371)","3","11230","40.629724","-73.971507","14","40","460","3345768","3064940051","Flatbush                                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","124","1937","138600","1592830","11.49","4480000","32.3","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","340920","13.6","723000","28.8","1.8","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4596080","42.7","22600000","210","3.1"
"3-00251-0043","41 GRACE COURT
Brooklyn, NY 
(40.694314937699, -73.99764283315)","3","11201","40.694191","-73.997259","2","33","301","3002134","3002510043","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","33","1963","27664","502450","18.16","1880000","68","3-01091-0040","136 PROSPECT PARK
Brooklyn, NY 
(40.700570831881, -73.985388274185)","PARK SLOPE","D1-ELEVATOR","18","1931","20562","453152","22.04","1880000","91","2.25","3-02409-0027","271 2 STREET
Brooklyn, NY 
(40.675830156481, -73.987674284129)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","35","1914","22308","450974","20.22","956000","42.9","2.45"
"3-03349-0003","1091 BUSHWICK AVENUE
Brooklyn, NY 
(40.690222464301, -73.91935849895)","3","11221","40.690227","-73.919404","4","34","399","3076548","3033490003","Bushwick South                                                             ","BUSHWICK","C6-WALK-UP","14","1931","12480","128544","10.3","333000","26.7","3-03612-0011","919 HOPKINSON AVENUE
Brooklyn, NY 
(40.657863656559, -73.910606048624)","BROWNSVILLE","C1-WALK-UP","20","1930","19200","203457","10.6","527000","27.4","2.3","3-03243-0048","93 STOCKHOLM STREET
Brooklyn, NY 
(40.697349650754, -73.924945156905)","BUSHWICK","C1-WALK-UP","14","1931","17000","127271","7.49","270000","15.88","0.55"
"3-07274-0015","440 NEPTUNE AVENUE
Brooklyn, NY 
(40.579864956105, -73.969778698469)","3","11224","40.580062","-73.969188","13","48","35602","3196581","3072740015","West Brighton                                                              ","CONEY ISLAND","D4-ELEVATOR","572","1964","623806","10448751","16.75","39100000","63","3-01811-0019","510 QUINCY STREET
Brooklyn, NY 
(40.688107634336, -73.940429528122)","BEDFORD STUYVESANT","D7-ELEVATOR","196","1974","212405","2750003","12.95","8560000","40.3","7.7","3-07046-0001","3528 MERMAID AVENUE
Brooklyn, NY 
(40.574808038395, -74.000984819778)","CONEY ISLAND","D7-ELEVATOR","261","1979","230500","3740286","16.23","12600000","55","1.65"
"3-00226-0013","66 ORANGE STREET
Brooklyn, NY 
(40.698970968188, -73.993306626126)","3","11201","40.698981","-73.99327","2","33","1","3001693","3002260013","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","21","1913","32135","613656","19.1","2290000","71","3-00254-0006","141 JORALEMON STREET
Brooklyn, NY 
(40.692998561162, -73.993976949826)","BROOKLYN HEIGHTS","D3-ELEVATOR","47","1923","46410","983249","21.19","4070000","88","0.35","3-01089-0001","719 8 AVENUE
Brooklyn, NY 
(40.666828716133, -73.978288040349)","PARK SLOPE","C1-WALK-UP","32","1905","31468","723379","22.99","3000000","95","2.4"
"3-00291-0043","135 AMITY STREET
Brooklyn, NY 
(40.689228945323, -73.996037447988)","3","11201","40.689204","-73.996019","6","39","45","3003050","3002910043","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL","C6-WALK-UP","12","1901","7680","185361","24.14","768000","100","3-00182-0039","317 PACIFIC STREET
Brooklyn, NY 
(40.687394757036, -73.987988200552)","BOERUM HILL","C1-WALK-UP","16","1900","6328","136363","21.55","565000","89","0.4","3-00185-0039","485 PACIFIC STREET
Brooklyn, NY 
(40.68501503149, -73.981853646344)","BOERUM HILL","C1-WALK-UP","20","1913","13516","164595","12.18","463000","34.3","0.8"
"3-01169-0001","10 PLAZA ST
Brooklyn, NY 
(40.674872494738, -73.971242979627)","3","11238","40.675474","-73.970647","8","39","159","3029306","3011690001","Park Slope-Gowanus                                                         ","PROSPECT HEIGHTS","D4-ELEVATOR","144","1959","163000","2226017","13.66","6930000","42.5","3-01164-0064","215 STERLING PLACE
Brooklyn, NY 
(40.676161347247, -73.970667605291)","PROSPECT HEIGHTS","D1-ELEVATOR","82","1937","92902","1439718","15.5","4870000","52","0.05","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2536474","16.15","5380000","34.3","1.85"
"3-07274-0060","2915 5 STREET
Brooklyn, NY 
(40.577508392536, -73.972514782152)","3",,,,,,,,,,"CONEY ISLAND","D4-ELEVATOR","528","1964","491050","8225088","16.75","30800000","63","3-01811-0019","510 QUINCY STREET
Brooklyn, NY 
(40.688107634336, -73.940429528122)","BEDFORD STUYVESANT","D7-ELEVATOR","196","1974","212405","2750003","12.95","8560000","40.3","7.7","3-07046-0001","3528 MERMAID AVENUE
Brooklyn, NY 
(40.574808038395, -74.000984819778)","CONEY ISLAND","D7-ELEVATOR","261","1979","230500","3740286","16.23","12600000","55","1.65"
"3-02431-0005","341 BEDFORD AVENUE
Brooklyn, NY 
(40.712241498277, -73.962716175382)","3","11211","40.712243","-73.962717","1","34","551","3063267","3024310005","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","C6-WALK-UP","36","1913","25793","192960","7.48","409000","15.86","3-01311-0054","569 EMPIRE BOULEVARD
Brooklyn, NY 
(40.664123711904, -73.943364418514)","CROWN HEIGHTS","C1-WALK-UP","24","1925","21600","211899","9.81","504000","23.33","3.4","3-01402-0001","1625 PRESIDENT STREET
Brooklyn, NY 
(40.667186977338, -73.933967164636)","CROWN HEIGHTS","C1-WALK-UP","44","1919","44640","383798","8.6","814000","18.23","3.45"
"3-00255-0025","99 CLINTON STREET
Brooklyn, NY 
(40.69318493027, -73.992900875876)","3","11201","40.693198","-73.992925","2","33","9","3002246","3002550025","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","11","1900","25900","434142","16.76","1620000","63","3-00182-0057","103 SMITH STREET
Brooklyn, NY 
(40.688253798868, -73.989368440395)","BOERUM HILL","C7-WALK-UP","28","1900","19200","482073","25.1","2000000","104","0.4","3-00020-0006","25 JAY STREET
Brooklyn, NY 
(40.704188212301, -73.98654953086)","DOWNTOWN-FULTON FERRY","C7-WALK-UP","28","1920","47735","883064","18.5","3300000","69","0.85"
"3-01612-0062","483 VAN BUREN STREET
Brooklyn, NY 
(40.691741135515, -73.928894262948)","3","11221","40.691669","-73.929304","3","36","387","3043670","3016120062","Stuyvesant Heights                                                         ","BEDFORD STUYVESANT","C6-WALK-UP","16","1931","15304","246854","16.13","523000","34.2","3-01588-0036","58 LEWIS AVENUE
Brooklyn, NY 
(40.695836180776, -73.937655526116)","BEDFORD STUYVESANT","C1-WALK-UP","12","1931","10000","154158","15.42","521000","52","0.55","3-01852-0025","216 MACON STREET
Brooklyn, NY 
(40.681904351012, -73.942180899889)","BEDFORD STUYVESANT","C1-WALK-UP","16","1900","15888","259202","16.31","876000","55","1"
"3-01905-0001","185 HALL STREET
Brooklyn, NY 
(40.692218661144, -73.965658012154)","3","11205","40.692336","-73.965678","2","35","193","3054892","3019050001","Clinton Hill                                                               ","CLINTON HILL","D4-ELEVATOR","287","1958","272000","4000685","14.71","13500000","49.6","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2536474","16.15","5380000","34.3","1.65","3-01946-0004","379 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CLINTON HILL","D5-ELEVATOR","86","1905","113924","1959512","17.2","7330000","64","0.35"
"3-05392-0042","478 9 STREET
Brooklyn, NY 
(40.666324045453, -73.980487963483)","3",,,,,,,,,,"OCEAN PARKWAY-NORTH","C6-WALK-UP","17","1916","21964","287289","13.08","895000","40.7","3-05421-0035","312 WEBSTER AVENUE
Brooklyn, NY 
(40.633304241481, -73.969746360353)","OCEAN PARKWAY-NORTH","C1-WALK-UP","38","1930","25500","335655","13.16","1050000","41.2","0.35","3-05422-0050","49 PARKVILLE AVENUE
Brooklyn, NY 
(40.628720013865, -73.975971587715)","OCEAN PARKWAY-NORTH","C1-WALK-UP","37","1931","28000","363855","12.99","1130000","40.4","0.65"
"3-05770-0045","877 BAY RIDGE AVENUE
Brooklyn, NY 
(40.629362857679, -74.013208830432)","3","11220","40.629392","-74.013294","10","43","12801","3143013","3057700045","Dyker Heights                                                              ","BAY RIDGE","D4-ELEVATOR","64","1963","54600","700950","12.84","2180000","39.9","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","340920","13.6","723000","28.8","3.15","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4596080","42.7","22600000","210","5.2"
"3-02408-0041","227 2 STREET
Brooklyn, NY 
(40.676135130495, -73.988338651389)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","20","1905","20000","266000","13.3","828000","41.4","3-02450-0029","373 5 STREET
Brooklyn, NY 
(40.670969325405, -73.982953065574)","WILLIAMSBURG-SOUTH","C1-WALK-UP","30","1912","24543","328308","13.38","1020000","41.6","0.35","3-02438-0036","373 4 STREET
Brooklyn, NY 
(40.671259161243, -73.981793865347)","WILLIAMSBURG-SOUTH","C1-WALK-UP","30","1925","24000","318444","13.27","992000","41.3","0.4"
"3-00237-0017","153 HENRY STREET
Brooklyn, NY 
(40.696037574859, -73.993648540566)","3","11201","40.696203","-73.993613","2","33","502","3001883","3002370017","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","74","1928","49013","1068557","21.8","4430000","90","3-01251-0001","243 KINGSTON AVENUE
Brooklyn, NY 
(40.671576431153, -73.941944587158)","CROWN HEIGHTS","D9-ELEVATOR","80","1910","54516","1258513","23.09","2670000","49","3.2","3-01177-0007","781 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CROWN HEIGHTS","D5-ELEVATOR","63","1920","47925","963988","20.11","2040000","42.6","2.3"
"3-06730-0059","1916 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","60","1954","67000","824005","12.3","2320000","34.6","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","340920","13.6","723000","28.8","1.35","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4596080","42.7","22600000","210","2.2"
"3-05241-0023","1155 OCEAN AVENUE
Brooklyn, NY 
(40.634183932721, -73.957868445999)","3","11230","40.634131","-73.957969","14","45","766","3121397","3052410023","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","59","1931","77484","475942","6.14","1010000","13.03","3-05220-0069","1051 OCEAN AVENUE
Brooklyn, NY 
(40.636837275839, -73.958451642457)","FLATBUSH-CENTRAL","C5-WALK-UP","16","1931","17100","170155","9.95","405000","23.68","0.2","3-05220-0072","1045 OCEAN AVENUE
Brooklyn, NY 
(40.636973379183, -73.958478694053)","FLATBUSH-CENTRAL","C5-WALK-UP","16","1931","17100","170155","9.95","405000","23.68","0.2"
"3-01234-0001","685 NOSTRAND AVENUE
Brooklyn, NY 
(40.673788447844, -73.950094793848)","3","11216","40.673817","-73.950117","8","36","31701","3031228","3012340001","Crown Heights North                                                        ","CROWN HEIGHTS","D4-ELEVATOR","27","1905","27070","198824","7.34","422000","15.59","3-01205-0022","1154 PACIFIC STREET
Brooklyn, NY 
(40.678040235809, -73.953898041198)","CROWN HEIGHTS","D1-ELEVATOR","47","1926","35784","480136","13.42","1500000","41.9","0.4","3-01228-0060","925 PROSPECT PLACE
Brooklyn, NY 
(40.674105267631, -73.945796053496)","CROWN HEIGHTS","D1-ELEVATOR","82","1900","86804","750540","8.65","1590000","18.32","0.15"
"3-01169-0024","20 PLAZA ST
Brooklyn, NY 
(40.674485498167, -73.971414746871)","3","11238","40.675526","-73.970301","8","39","159","3029311","3011690024","Park Slope-Gowanus                                                         ","PROSPECT HEIGHTS","D4-ELEVATOR","105","1940","140595","2122580","15.1","7180000","51","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2536474","16.15","5380000","34.3","1.85","3-01946-0004","379 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CLINTON HILL","D5-ELEVATOR","86","1905","113924","1959512","17.2","7330000","64","0.85"
"3-06316-0006","8201 19 AVENUE
Brooklyn, NY 
(40.608196119294, -73.998058592292)","3","11214","40.608167","-73.998124","11","47","284","3164666","3063160006","Bensonhurst West                                                           ","BENSONHURST","D4-ELEVATOR","60","1927","54000","810000","15","2740000","51","3-06287-0036","8002 21 AVENUE
Brooklyn, NY 
(40.606666078607, -73.992574826749)","BENSONHURST","D1-ELEVATOR","59","1927","54600","665800","12.19","1870000","34.2","0.2","3-06331-0001","8313 BAY PARKWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BENSONHURST","D1-ELEVATOR","58","1935","62500","675361","10.81","1750000","28","0.45"
"3-08820-0007","2241 PLUMB 1 STREET
Brooklyn, NY 
(40.59812181407, -73.93261151674)","3","11229","40.598664","-73.932723","15","46","570","3248255","3088200007","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","MARINE PARK","D4-ELEVATOR","108","1957","118443","1840604","15.54","6220000","53","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1679311","14.95","5680000","51","1.9","3-07011-0011","2828 28 STREET
Brooklyn, NY 
(40.575693988233, -73.99435949186)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1620077","15.88","3430000","33.6","3.65"
"3-00181-0039","251 PACIFIC STREET
Brooklyn, NY 
(40.688382660564, -73.990533292018)","3","11201","40.68835","-73.990499","2","33","43","3000830","3001810039","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","BOERUM HILL","C6-WALK-UP","25","1914","18530","322596","17.41","1210000","65","3-00146-0036","406 ALBEE SQUARE
Brooklyn, NY 
(40.691034734001, -73.983500585409)","DOWNTOWN-FULTON MALL","C1-WALK-UP","15","1905","9055","157643","17.41","589000","65","0.35","3-00172-0064","375 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON MALL","C1-WALK-UP","20","1905","15200","290159","19.09","1080000","71","0.4"
"3-05930-0001","7401 4 AVENUE
Brooklyn, NY 
(40.631471665454, -74.024758723853)","3","11209","40.631402","-74.024823","10","43","134","3148297","3059300001","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","65","1924","64152","1149604","17.92","4300000","67","3-06047-0031","8708 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","78","1927","62556","1206404","19.29","4510000","72","0.8","3-06107-0029","364 93 STREET
Brooklyn, NY 
(40.618015768336, -74.031381813636)","BAY RIDGE","D1-ELEVATOR","83","1928","57024","908920","15.94","3070000","54","1"
"3-06818-0065","1877 12 STREET
Brooklyn, NY 
(40.601076827505, -73.984083166034)","3",,,,,,,,,,"MADISON","D4-ELEVATOR","48","1955","53500","637920","11.92","1790000","33.5","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","340920","13.6","723000","28.8","0.25","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4596080","42.7","22600000","210","2.3"
"3-00285-0030","214 CLINTON STREET
Brooklyn, NY 
(40.689845408517, -73.994589777745)","3","11201","40.689855","-73.994559","6","39","45","3002957","3002850030","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL","C6-WALK-UP","35","1900","27525","593078","21.55","2460000","89","3-00965-0032","118 GARFIELD PLACE
Brooklyn, NY 
(40.673796133725, -73.980146562432)","PARK SLOPE","C1-WALK-UP","39","1925","27024","501566","18.56","1880000","70","1.35","3-00965-0071","325 1 STREET
Brooklyn, NY 
(40.673872284555, -73.981920843887)","PARK SLOPE","C1-WALK-UP","32","1920","23800","561529","23.59","2330000","98","1.35"
"3-00850-0020","730 57 STREET
Brooklyn, NY 
(40.638086007495, -74.009302121746)","3",,,,,,,,,,"SUNSET PARK","C6-WALK-UP","16","1931","11200","176618","15.77","458000","40.9","3-00312-0038","251 KANE STREET
Brooklyn, NY 
(40.685718503009, -73.995134752658)","COBBLE HILL","C1-WALK-UP","12","1910","11000","216299","19.66","809000","74","3.45","3-00774-0059","441 49 STREET
Brooklyn, NY 
(40.646471504997, -74.010993083025)","SUNSET PARK","C1-WALK-UP","16","1914","11200","210605","18.8","447000","39.9","0.65"
"3-06933-0046","2606 CROPSEY AVENUE
Brooklyn, NY 
(40.581338573306, -73.985731991852)","3","11214","40.590191","-73.991391","13","43","314","3187686","3069330046","Gravesend                                                                  ","GRAVESEND","C6-WALK-UP","11","1975","8064","128298","15.91","434000","54","3-06093-0029","92 PARROTT PLACE
Brooklyn, NY 
(40.616302291862, -74.023030700778)","BAY RIDGE","C1-WALK-UP","12","1978","9369","126708","13.52","395000","42.2","2.5","3-06115-0151","125 95 STREET
Brooklyn, NY 
(40.617037115709, -74.036964044268)","BAY RIDGE","C1-WALK-UP","14","2002","16500","230152","13.95","717000","43.5","3.1"
"3-04847-0004","10 43 STREET
Brooklyn, NY 
(40.595200515174, -73.985286725256)","3",,,,,,,,,,"FLATBUSH-NORTH","D4-ELEVATOR","120","1956","127764","1948401","15.25","6590000","52","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1679311","14.95","5680000","51","4.65","3-07235-0001","2612 WEST STREET
Brooklyn, NY 
(40.586035845351, -73.969409550361)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","240","1951","194880","3028396","15.54","9430000","48.4","5.1"
"3-05072-0003","1110 CATON AVENUE
Brooklyn, NY 
(40.648901558069, -73.969557278961)","3","11218","40.64897","-73.969473","14","40","506","3116367","3050720003","Flatbush                                                                   ","FLATBUSH-CENTRAL","C6-WALK-UP","16","1931","17980","198620","11.05","515000","28.6","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","406134","18.05","1520000","68","1.7","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","157756","20.77","590000","78","1"
"3-08818-0043","2265 GERRITSEN AVENUE
Brooklyn, NY 
(40.600624279918, -73.93375166887)","3","11229","40.600603","-73.933754","15","46","632","3248245","3088180043","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","MARINE PARK","D4-ELEVATOR","100","1962","107916","1677015","15.54","5670000","53","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1679311","14.95","5680000","51","1.85","3-07011-0011","2828 28 STREET
Brooklyn, NY 
(40.575693988233, -73.99435949186)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1620077","15.88","3430000","33.6","3.65"
"3-00200-0005","8 OLD FULTON STREET
Brooklyn, NY 
(40.70289315999, -73.994787361089)","3","11201","40.702969","-73.994666","2","33","1","3001468","3002000005","Brooklyn Heights-Cobble Hill                                               ","DOWNTOWN-FULTON FERRY","D4-ELEVATOR","11","1915","17400","383223","22.02","1590000","91","3-02396-0027","279 1 STREET
Brooklyn, NY 
(40.674613611257, -73.983464945998)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","22","1910","16250","278262","17.12","590000","36.3","2.1","3-05079-0019","142 ST PAUL'S PLACE
Brooklyn, NY 
(40.650448198699, -73.962579935387)","FLATBUSH-CENTRAL","D9-ELEVATOR","16","1912","16080","631162","39.3","2610000","162","3.95"
