"unique_key","account","opendate","complaint_type","descriptor","zip","borough","city","council_dist","community_board","closedate"
"NYCC06533521","NYCC06","2022-09-08T00:00:00.000","Consumer Affairs","Insurance","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC06533527","NYCC06","2022-09-08T00:00:00.000","Housing and Buildings","NYCHA Transfers","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC06533542","NYCC06","2022-09-08T00:00:00.000","Consumer Affairs","Street Vendor","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC38511582","NYCC38","2022-09-08T00:00:00.000","General Welfare","Medicaid",,"Brooklyn","Brooklyn",,,"2022-09-08T00:00:00.000"
"NYCC09503685","NYCC09","2022-09-08T00:00:00.000","Housing and Buildings",,"10030","Manhattan","New York","NYCC09","10 Manhattan",
"NYCC47507875","NYCC47","2022-09-08T00:00:00.000",,,"11223","Brooklyn","Brooklyn","NYCC47","15 Brooklyn",
"NYCC14511333","NYCC14","2022-09-08T00:00:00.000","General Welfare","SSI and Social Security","10452","Bronx","Bronx","NYCC16","04 Bronx","2022-09-09T00:00:00.000"
"NYCC10511082","NYCC10","2022-09-08T00:00:00.000","General Welfare","Food Stamps","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-08T00:00:00.000"
"NYCC10511085","NYCC10","2022-09-08T00:00:00.000","General Welfare","Public Assistance","10034","Manhattan","New York","NYCC10","12 Manhattan","2022-09-08T00:00:00.000"
"NYCC38511581","NYCC38","2022-09-08T00:00:00.000","General Welfare","Food Stamps",,,"Brooklyn",," ","2022-09-08T00:00:00.000"
"NYCC37506341","NYCC37","2022-09-08T00:00:00.000","Housing and Buildings","NYCHA Transfers","11221","Brooklyn","Brooklyn","NYCC37","04 Brooklyn",
"NYCC51505965","NYCC51","2022-09-08T00:00:00.000","General Welfare","Food Stamps","10022","Manhattan","New York","NYCC05","06 Manhattan",
"NYCC38511583","NYCC38","2022-09-08T00:00:00.000","Economy/Jobs","Unemployment Insuran","10301","Staten Island","Staten Island","NYCC49","01 Staten Island","2022-09-08T00:00:00.000"
"NYCC06533531","NYCC06","2022-09-08T00:00:00.000","Housing and Buildings","Rent Increases","10023","Manhattan","New York","NYCC06","07 Manhattan","2022-09-08T00:00:00.000"
"NYCC13509795","NYCC13","2022-09-08T00:00:00.000",,,"10465","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC08508687","NYCC08","2022-09-08T00:00:00.000","General Welfare","Food Stamps","10029","Manhattan","New York","NYCC08","11 Manhattan","2022-09-08T00:00:00.000"
"NYCC14511326","NYCC14","2022-09-08T00:00:00.000","General Welfare","Food Stamps","10463","Bronx","Bronx","NYCC14","08 Bronx",
"NYCC06533534","NYCC06","2022-09-08T00:00:00.000","Sanitation","SPECIAL WASTE DISPOSAL","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC14511317","NYCC14","2022-09-07T00:00:00.000","Immigration","Translation Services","10453",,"Bronx",," ","2022-09-07T00:00:00.000"
"NYCC38511574","NYCC38","2022-09-07T00:00:00.000","Economy/Jobs","Workforce Dev./Training",,,,," ","2022-09-07T00:00:00.000"
"NYCC10511066","NYCC10","2022-09-07T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-07T00:00:00.000"
"NYCC14511315","NYCC14","2022-09-07T00:00:00.000","General Welfare","Food Stamps","10468","Bronx","Bronx","NYCC14","07 Bronx","2022-09-09T00:00:00.000"
"NYCC03555316","NYCC03","2022-09-07T00:00:00.000","Sanitation","Illegal Dumping","10011","Manhattan","New York","NYCC03","04 Manhattan","2022-09-07T00:00:00.000"
"NYCC38511577","NYCC38","2022-09-07T00:00:00.000","Immigration","U.S. Citizenship","11220","Brooklyn","Brooklyn","NYCC38","07 Brooklyn","2022-09-07T00:00:00.000"
"NYCC03555313","NYCC03","2022-09-07T00:00:00.000","Housing and Buildings",,"10019","Manhattan","New York","NYCC06","04 Manhattan",
"NYCC51505959","NYCC51","2022-09-07T00:00:00.000","Transportation","Traffic Signals","10312","Staten Island","Staten Island","NYCC51","03 Staten Island",
"NYCC51505962","NYCC51","2022-09-07T00:00:00.000",,,,,"Staten Island",," ",
"NYCC06533519","NYCC06","2022-09-07T00:00:00.000","Housing and Buildings","Rental Arrears","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC14511312","NYCC14","2022-09-07T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10453","Bronx","Bronx","NYCC14","05 Bronx",
"NYCC48530242","NYCC48","2022-09-07T00:00:00.000","General Welfare","Food Stamps","11235","Brooklyn","Brooklyn","NYCC48","13 Brooklyn","2022-09-12T00:00:00.000"
"NYCC10511073","NYCC10","2022-09-07T00:00:00.000","General Welfare","Medicaid",,"Manhattan","New York",,,
"NYCC06533520","NYCC06","2022-09-07T00:00:00.000","Aging","Senior Centers","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC10511074","NYCC10","2022-09-07T00:00:00.000","General Welfare","Medicaid",,"Manhattan","New York",,,
"NYCC14511310","NYCC14","2022-09-07T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10453","Bronx","Bronx","NYCC14","05 Bronx",
"NYCC14511313","NYCC14","2022-09-07T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-09T00:00:00.000"
"NYCC06533514","NYCC06","2022-09-07T00:00:00.000","Housing and Buildings","Building Maintenance","10024","Manhattan","New York","NYCC06","07 Manhattan","2022-09-07T00:00:00.000"
"NYCC51505961","NYCC51","2022-09-07T00:00:00.000","Health","Rats/Rodents","10309","Staten Island","Staten Island","NYCC51","03 Staten Island",
"NYCC06533513","NYCC06","2022-09-07T00:00:00.000","Housing and Buildings","Repair Assistance","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC03555314","NYCC03","2022-09-07T00:00:00.000","Environment",,"10011","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC10511067","NYCC10","2022-09-07T00:00:00.000","Housing and Buildings","Rental Arrears","10032","Manhattan","New York","NYCC07","12 Manhattan","2022-09-07T00:00:00.000"
"NYCC46514637","NYCC46","2022-09-07T00:00:00.000","General Welfare","Food Stamps","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-12T00:00:00.000"
"NYCC06533515","NYCC06","2022-09-07T00:00:00.000","Housing and Buildings","Lease Issue","10025","Manhattan","New York","NYCC07","07 Manhattan","2022-09-07T00:00:00.000"
"NYCC03555317","NYCC03","2022-09-07T00:00:00.000","Health","Asthma",,,,," ",
"NYCC46514642","NYCC46","2022-09-07T00:00:00.000","Housing and Buildings","HPD Housing Lottery",,,"Brooklyn",," ","2022-09-07T00:00:00.000"
"NYCC46514643","NYCC46","2022-09-07T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment",,,,," ","2022-09-07T00:00:00.000"
"NYCC03555311","NYCC03","2022-09-07T00:00:00.000","Public Safety",,"10011","Manhattan","New York","NYCC03","02 Manhattan",
"NYCC38511579","NYCC38","2022-09-07T00:00:00.000","Consumer Affairs","Predatory Lending",,,,," ",
"NYCC06533516","NYCC06","2022-09-07T00:00:00.000","Housing and Buildings","Supportive Housing","10023","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC46514640","NYCC46","2022-09-07T00:00:00.000","Public Safety","Abandoned Vehicle","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC10511065","NYCC10","2022-09-07T00:00:00.000","General Welfare","Public Assistance","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-07T00:00:00.000"
"NYCC14511308","NYCC14","2022-09-07T00:00:00.000","Immigration","Green Card","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-07T00:00:00.000"
"NYCC06533512","NYCC06","2022-09-07T00:00:00.000","Cultural Affairs","Museums","10003","Manhattan","New York","NYCC02","03 Manhattan","2022-09-07T00:00:00.000"
"NYCC46514639","NYCC46","2022-09-07T00:00:00.000","Immigration","Literary Services for Immigrants","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-08T00:00:00.000"
"NYCC10511069","NYCC10","2022-09-07T00:00:00.000","Housing and Buildings","Senior Housing","10032","Manhattan","New York","NYCC10","12 Manhattan","2022-09-07T00:00:00.000"
"NYCC10511072","NYCC10","2022-09-07T00:00:00.000","General Welfare","Public Assistance","10034",,"New York",," ","2022-09-07T00:00:00.000"
"NYCC06533517","NYCC06","2022-09-07T00:00:00.000","Housing and Buildings","Lease Issue","10024","Manhattan","New York","NYCC06","07 Manhattan","2022-09-07T00:00:00.000"
"NYCC23519172","NYCC23","2022-09-07T00:00:00.000","Transportation","Pedestrian Safety","11427","Queens","Queens Village","NYCC23","11 Queens",
"NYCC03555319","NYCC03","2022-09-07T00:00:00.000","Housing and Buildings",,"10036","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC46514635","NYCC46","2022-09-07T00:00:00.000","Immigration","U.S. Citizenship","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC02530448","NYCC02","2022-09-07T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC51505960","NYCC51","2022-09-07T00:00:00.000","Education","Student Transportation","10308","Staten Island","Staten Island","NYCC51","03 Staten Island",
"NYCC23519174","NYCC23","2022-09-07T00:00:00.000","Public Safety","Justice System",,,"Fresh Meadows",," ","2022-09-07T00:00:00.000"
"NYCC46514622","NYCC46","2022-09-07T00:00:00.000","Transportation","Street Resurfacing",,,,," ",
"NYCC10511070","NYCC10","2022-09-07T00:00:00.000","Housing and Buildings","Lease Issue","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-07T00:00:00.000"
"NYCC10511071","NYCC10","2022-09-07T00:00:00.000","General Welfare","Food Stamps","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-07T00:00:00.000"
"NYCC50535970","NYCC50","2022-09-07T00:00:00.000","Parks","Park Maintenance","10306","Staten Island","Staten Island","NYCC50","02 Staten Island",
"NYCC46514633","NYCC46","2022-09-07T00:00:00.000","Land Use and Zoning","Zoning","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC10511064","NYCC10","2022-09-07T00:00:00.000","Housing and Buildings","Lease Issue","10040","Manhattan","New York","NYCC10","12 Manhattan","2022-09-07T00:00:00.000"
"NYCC27504280","NYCC27","2022-09-07T00:00:00.000","Finance","Property Tax Bill","11434","Queens","Jamaica","NYCC27","12 Queens",
"NYCC38511580","NYCC38","2022-09-07T00:00:00.000",,,,,,," ",
"NYCC03555318","NYCC03","2022-09-07T00:00:00.000","General Welfare",,"10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC14511309","NYCC14","2022-09-07T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-07T00:00:00.000"
"NYCC46514638","NYCC46","2022-09-07T00:00:00.000","Sanitation","Street Cleaning",,,,," ","2022-09-08T00:00:00.000"
"NYCC24502057","NYCC24","2022-09-07T00:00:00.000","Transportation",,"11366","Queens","Fresh Meadows","NYCC24","08 Queens",
"NYCC23519176","NYCC23","2022-09-07T00:00:00.000",,,"11427","Queens","Queens Village","NYCC23","11 Queens",
"NYCC38511573","NYCC38","2022-09-07T00:00:00.000","Governmental Operations","IDNYC",,,,," ","2022-09-07T00:00:00.000"
"NYCC37506334","NYCC37","2022-09-07T00:00:00.000","Housing and Buildings",,"11233","Brooklyn","Brooklyn","NYCC37","16 Brooklyn",
"NYCC50535969","NYCC50","2022-09-07T00:00:00.000","Economy/Jobs","Business Assistance","10312","Staten Island","Staten Island","NYCC51","03 Staten Island","2022-09-07T00:00:00.000"
"NYCC50535971","NYCC50","2022-09-07T00:00:00.000","General Welfare","Homeless Shelter - DHS","10308","Staten Island","Staten Island","NYCC51","03 Staten Island","2022-09-07T00:00:00.000"
"NYCC46514628","NYCC46","2022-09-07T00:00:00.000","Immigration","U.S. Citizenship","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC46514627","NYCC46","2022-09-07T00:00:00.000","Immigration","U.S. Citizenship","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC48530247","NYCC48","2022-09-07T00:00:00.000","Environment","Rain Barrel",,,,," ","2022-09-07T00:00:00.000"
"NYCC46514624","NYCC46","2022-09-07T00:00:00.000","Immigration","U.S. Citizenship","11212","Brooklyn","Brooklyn","NYCC41","17 Brooklyn","2022-09-07T00:00:00.000"
"NYCC46514623","NYCC46","2022-09-07T00:00:00.000","Immigration","U.S. Citizenship","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC46514634","NYCC46","2022-09-07T00:00:00.000","Land Use and Zoning","Zoning","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC46514629","NYCC46","2022-09-07T00:00:00.000","Immigration","U.S. Citizenship","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC46514636","NYCC46","2022-09-07T00:00:00.000","Quality of Life","Noise- Street/Sidewalk","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC46514630","NYCC46","2022-09-07T00:00:00.000","Land Use and Zoning","Zoning","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC13509782","NYCC13","2022-09-07T00:00:00.000",,,"10465","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC48530245","NYCC48","2022-09-07T00:00:00.000","Housing and Buildings","Carbon Monoxide And/","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-07T00:00:00.000"
"NYCC48530246","NYCC48","2022-09-07T00:00:00.000","Transportation","Metrocard: Reduced Fare","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-07T00:00:00.000"
"NYCC14511311","NYCC14","2022-09-07T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-07T00:00:00.000"
"NYCC48530240","NYCC48","2022-09-07T00:00:00.000","Housing and Buildings","Section 8","11223","Brooklyn","Brooklyn","NYCC47","15 Brooklyn","2022-09-07T00:00:00.000"
"NYCC48530241","NYCC48","2022-09-07T00:00:00.000","Public Safety","Illegal Parking","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC02530452","NYCC02","2022-09-07T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC02530453","NYCC02","2022-09-07T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC02530450","NYCC02","2022-09-07T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC03555312","NYCC03","2022-09-07T00:00:00.000","Transportation","Parking Permits","10036","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC35504920","NYCC35","2022-09-07T00:00:00.000","Sanitation",,"11238","Brooklyn","Brooklyn","NYCC35","08 Brooklyn",
"NYCC48530243","NYCC48","2022-09-07T00:00:00.000",,,,,,," ",
"NYCC02530451","NYCC02","2022-09-07T00:00:00.000","Environment","Water Quality","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-08T00:00:00.000"
"NYCC46514626","NYCC46","2022-09-07T00:00:00.000","Immigration","U.S. Citizenship","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC42502499","NYCC42","2022-09-07T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","11207","Brooklyn","Brooklyn","NYCC42","05 Brooklyn",
"NYCC02530455","NYCC02","2022-09-07T00:00:00.000","Finance","Enhanced STAR","10016","Manhattan","New York","NYCC02","06 Manhattan","2022-09-12T00:00:00.000"
"NYCC46514631","NYCC46","2022-09-07T00:00:00.000","Land Use and Zoning","Zoning","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC42502498","NYCC42","2022-09-07T00:00:00.000","Housing and Buildings","Repair Assistance","11207","Brooklyn","Brooklyn","NYCC42","05 Brooklyn",
"NYCC33504863","NYCC33","2022-09-07T00:00:00.000","Education",,"11217","Brooklyn","Brooklyn","NYCC33","02 Brooklyn",
"NYCC02530449","NYCC02","2022-09-07T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10002",,"New York",," ","2022-09-07T00:00:00.000"
"NYCC10511068","NYCC10","2022-09-07T00:00:00.000","General Welfare","Public Assistance","10032","Manhattan","New York","NYCC07","12 Manhattan","2022-09-07T00:00:00.000"
"NYCC14511316","NYCC14","2022-09-07T00:00:00.000","Housing and Buildings","Repair Assistance","10453","Bronx","Bronx","NYCC14","05 Bronx",
"NYCC02530456","NYCC02","2022-09-07T00:00:00.000","Housing and Buildings","NYCHA Misc.","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC06533511","NYCC06","2022-09-07T00:00:00.000","Governmental Operations","Voting Information","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC38511578","NYCC38","2022-09-07T00:00:00.000","General Welfare","Public Assistance",,,,," ","2022-09-07T00:00:00.000"
"NYCC07508780","NYCC07","2022-09-07T00:00:00.000","Quality of Life","Noise- Street/Sidewalk","10031","Manhattan","New York","NYCC07","09 Manhattan",
"NYCC07508782","NYCC07","2022-09-07T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,,"New York",,,"2022-09-08T00:00:00.000"
"NYCC07508778","NYCC07","2022-09-07T00:00:00.000","Aging",,"10025","Manhattan","New York","NYCC07","09 Manhattan",
"NYCC46514641","NYCC46","2022-09-07T00:00:00.000","Housing and Buildings","HPD Housing Lottery",,,"Brooklyn",," ","2022-09-07T00:00:00.000"
"NYCC07508779","NYCC07","2022-09-07T00:00:00.000","Housing and Buildings","Rent Increases","10025",,"New York",," ",
"NYCC02530443","NYCC02","2022-09-07T00:00:00.000","Quality of Life","Noise - Other","10003","Manhattan","New York","NYCC02","02 Manhattan","2022-09-09T00:00:00.000"
"NYCC21513114","NYCC21","2022-09-07T00:00:00.000","Transportation",,"11372","Queens","Jackson Heights","NYCC21","03 Queens",
"NYCC07508777","NYCC07","2022-09-07T00:00:00.000","Housing and Buildings","Rent Increases","10032","Manhattan","New York","NYCC07","12 Manhattan",
"NYCC38511576","NYCC38","2022-09-07T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance",,,,," ",
"NYCC08508684","NYCC08","2022-09-07T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10029","Manhattan","New York","NYCC08","11 Manhattan","2022-09-08T00:00:00.000"
"NYCC08508685","NYCC08","2022-09-07T00:00:00.000","Housing and Buildings","Succession Rights","10029","Manhattan","New York","NYCC08","11 Manhattan",
"NYCC14511314","NYCC14","2022-09-07T00:00:00.000","Governmental Operations","DMV","10468","Bronx","Bronx","NYCC14","07 Bronx","2022-09-07T00:00:00.000"
"NYCC48530244","NYCC48","2022-09-07T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,"Brooklyn","Brooklyn",,,"2022-09-07T00:00:00.000"
"NYCC02530454","NYCC02","2022-09-07T00:00:00.000","Housing and Buildings","NYCHA Misc.","10009","Manhattan","New York","NYCC02","03 Manhattan","2022-09-12T00:00:00.000"
"NYCC07508773","NYCC07","2022-09-07T00:00:00.000","Economy/Jobs","Unemployment Insuran","10031","Manhattan","New York","NYCC07","09 Manhattan","2022-09-07T00:00:00.000"
"NYCC07508775","NYCC07","2022-09-07T00:00:00.000","Transportation",,,,,," ",
"NYCC29509216","NYCC29","2022-09-07T00:00:00.000","Sanitation","Litter","11375","Queens","Forest Hills","NYCC29","06 Queens",
"NYCC08508683","NYCC08","2022-09-07T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10029","Manhattan","New York","NYCC08","11 Manhattan",
"NYCC46514632","NYCC46","2022-09-07T00:00:00.000","Land Use and Zoning","Zoning","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC08508686","NYCC08","2022-09-07T00:00:00.000","Housing and Buildings","NYCHA Annual Inspection","10029","Manhattan","New York","NYCC08","11 Manhattan","2022-09-07T00:00:00.000"
"NYCC42502500","NYCC42","2022-09-07T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","11236","Brooklyn","Brooklyn","NYCC42","17 Brooklyn",
"NYCC06533518","NYCC06","2022-09-07T00:00:00.000","Housing and Buildings","Building Maintenance","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC03555320","NYCC03","2022-09-07T00:00:00.000","Transportation","Street Event Permits","10011","Manhattan","New York","NYCC03","04 Manhattan","2022-09-09T00:00:00.000"
"NYCC29509215","NYCC29","2022-09-07T00:00:00.000","Quality of Life","Noise- Street/Sidewalk","11375","Queens","Forest Hills","NYCC29","06 Queens",
"NYCC46514625","NYCC46","2022-09-07T00:00:00.000","Immigration","U.S. Citizenship","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-07T00:00:00.000"
"NYCC07508776","NYCC07","2022-09-07T00:00:00.000","Legal Services","Housing","10032","Manhattan","New York","NYCC07","12 Manhattan","2022-09-07T00:00:00.000"
"NYCC27504279","NYCC27","2022-09-07T00:00:00.000","Housing and Buildings","Foreclosure","11412","Queens","Saint Albans","NYCC27","12 Queens",
"NYCC25512835","NYCC25","2022-09-06T00:00:00.000","Sanitation",,"11377",,"Woodside",," ",
"NYCC08508672","NYCC08","2022-09-06T00:00:00.000","General Welfare","Family Court","10035","Manhattan","New York","NYCC08","11 Manhattan","2022-09-06T00:00:00.000"
"NYCC08508673","NYCC08","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA Misc.","10454","Manhattan","Bronx","NYCC08","01 Manhattan",
"NYCC25512836","NYCC25","2022-09-06T00:00:00.000","Governmental Operations",,"11372","Queens","Jackson Heights","NYCC25","03 Queens",
"NYCC08508674","NYCC08","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10454","Manhattan","Bronx","NYCC08","01 Manhattan",
"NYCC25512834","NYCC25","2022-09-06T00:00:00.000","Sanitation",,"11377",,"Woodside",," ",
"NYCC28507774","NYCC28","2022-09-06T00:00:00.000","Governmental Operations",,"10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC51505957","NYCC51","2022-09-06T00:00:00.000","Health","Birth Certificates","10309","Staten Island","Staten Island","NYCC51","03 Staten Island","2022-09-06T00:00:00.000"
"NYCC02530429","NYCC02","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA Misc.","10002","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC08508677","NYCC08","2022-09-06T00:00:00.000","General Welfare","Medicaid",,"Manhattan","New York",,,"2022-09-06T00:00:00.000"
"NYCC38511572","NYCC38","2022-09-06T00:00:00.000","Parks","Park Maintenance",,,"Brooklyn",," ",
"NYCC48530230","NYCC48","2022-09-06T00:00:00.000","Finance","Property Tax Bill","11230","Brooklyn","Brooklyn","NYCC48","14 Brooklyn","2022-09-07T00:00:00.000"
"NYCC05553332","NYCC05","2022-09-06T00:00:00.000","Aging",,"10029","Manhattan","New York","NYCC09","11 Manhattan",
"NYCC37506332","NYCC37","2022-09-06T00:00:00.000","Finance","Budget Allocation Issue","11208","Brooklyn","Brooklyn","NYCC37","05 Brooklyn",
"NYCC12501881","NYCC12","2022-09-06T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10466","Bronx","Bronx","NYCC12","12 Bronx",
"NYCC48530228","NYCC48","2022-09-06T00:00:00.000","Finance","Property Tax Bill","11230","Brooklyn","Brooklyn","NYCC48","14 Brooklyn",
"NYCC48530229","NYCC48","2022-09-06T00:00:00.000","Parks","Tree Planting/Pruning","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-08T00:00:00.000"
"NYCC51505958","NYCC51","2022-09-06T00:00:00.000","Health","Rats/Rodents","10312","Staten Island","Staten Island","NYCC51","03 Staten Island",
"NYCC14511306","NYCC14","2022-09-06T00:00:00.000","Housing and Buildings","Abandoned Building","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-12T00:00:00.000"
"NYCC14511307","NYCC14","2022-09-06T00:00:00.000","Housing and Buildings","Repair Assistance","10468","Bronx","Bronx","NYCC14","07 Bronx",
"NYCC23519171","NYCC23","2022-09-06T00:00:00.000",,,"11364","Queens","Oakland Gardens","NYCC23","11 Queens",
"NYCC14511303","NYCC14","2022-09-06T00:00:00.000","Consumer Affairs","Street Vendor","10468","Bronx","Bronx","NYCC14","08 Bronx",
"NYCC14511304","NYCC14","2022-09-06T00:00:00.000","Immigration","Translation Services","10453","Bronx","Bronx","NYCC14","05 Bronx",
"NYCC14511305","NYCC14","2022-09-06T00:00:00.000","Housing and Buildings","NYCHA Misc.","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-06T00:00:00.000"
"NYCC19511422","NYCC19","2022-09-06T00:00:00.000","Housing and Buildings",,"11358","Queens","Flushing","NYCC19","07 Queens",
"NYCC14511302","NYCC14","2022-09-06T00:00:00.000","General Welfare","Public Assistance","10468","Bronx","Bronx","NYCC14","08 Bronx","2022-09-06T00:00:00.000"
"NYCC02530432","NYCC02","2022-09-06T00:00:00.000","Housing and Buildings","Landlord/Managing Agent Issues","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC10511061","NYCC10","2022-09-06T00:00:00.000","COVID-19",,"10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC10511059","NYCC10","2022-09-06T00:00:00.000","Housing and Buildings","Senior Housing","10040","Manhattan","New York","NYCC10","12 Manhattan","2022-09-06T00:00:00.000"
"NYCC14511298","NYCC14","2022-09-06T00:00:00.000","Housing and Buildings","HPD Housing Lottery","10468","Bronx","Bronx","NYCC14","07 Bronx","2022-09-06T00:00:00.000"
"NYCC10511063","NYCC10","2022-09-06T00:00:00.000","General Welfare","Food Stamps","10040","Manhattan","New York","NYCC10","12 Manhattan","2022-09-07T00:00:00.000"
"NYCC10511062","NYCC10","2022-09-06T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10034","Manhattan","New York","NYCC10","12 Manhattan","2022-09-06T00:00:00.000"
"NYCC13509780","NYCC13","2022-09-06T00:00:00.000",,,"10469","Bronx","Bronx","NYCC13","11 Bronx",
"NYCC13509779","NYCC13","2022-09-06T00:00:00.000",,,"10469","Bronx","Bronx","NYCC13","11 Bronx",
"NYCC38511568","NYCC38","2022-09-06T00:00:00.000","Housing and Buildings","HPD Housing Lottery",,,,," ","2022-09-06T00:00:00.000"
"NYCC14511299","NYCC14","2022-09-06T00:00:00.000","Housing and Buildings","Lease Issue","10468","Bronx","Bronx","NYCC14","07 Bronx","2022-09-06T00:00:00.000"
"NYCC13509778","NYCC13","2022-09-06T00:00:00.000",,,"10461","Bronx","Bronx","NYCC13","11 Bronx",
"NYCC06533505","NYCC06","2022-09-06T00:00:00.000","Finance","Parking Violation","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC06533502","NYCC06","2022-09-06T00:00:00.000","Housing and Buildings","Building Maintenance","10024","Manhattan","New York","NYCC06","07 Manhattan","2022-09-07T00:00:00.000"
"NYCC14511301","NYCC14","2022-09-06T00:00:00.000","Housing and Buildings","Section 8","10467","Bronx","Bronx","NYCC11","07 Bronx",
