"date","program_area","program_type","service_category","provider","program_site_name","borough","street_address","city","state","zipcode","latitude","longitude","x_coordinate","y_coordinate","communitydistrict","community_name","city_council_district","census_tract_2010","nda","nta","bin","bbl","geocoded_column","ntaname","totalslots","totalparticipants","contract","portfolioid"
"2021","CSBG","NDA Healthy Families","Community Services; Family Support; Housing Support; Immigrant Services","The Children's Aid Society","Dunlevy Milbank Center","Manhattan","14 WEST 118 STREET","New York","NY","10026","40.80812073","-73.96009827","999129","231573","Manhattan CD 010","Manhattan CD 010","Council District 009 Manhattan","190","NDA010M","MN11","1051435","1016010018","POINT (-73.96009827 40.80812073)","Central Harlem South","N/A","N/A","831108B",
"2020","Discretionary","Under Threshold","Community Services","OH Bulldogs, Inc.","OH Bulldogs, Inc","Brooklyn","1940 BENSON AVENUE","Brooklyn","NY","11214","40.60318785","-74.00140808","983859","159034","Brooklyn CD 011","Brooklyn CD 011","Council District 043 Brooklyn","282","NDA011K","BK27","3167818","3064070008","POINT (-74.00140808 40.60318785)","Bath Beach","N/A","N/A","48492R",
"2020","Discretionary","Over Threshold","Community Services","ASSOC OF COMMUNITY EMPLOYMENT PGRMS FOR THE HOMELESS INC","Association of Community Employment Programs for the Homeless","Queens","30-30 NORTHERN BOULEVARD","Long Island City","NY","11101","40.750872","-73.933411","1002654","212856","Queens CD 001","Queens CD 001","Council District 026 Queens","171","NDA Not-defined","QN31","4003411","4002390060","POINT (-73.933411 40.750872)","Hunters Point-Sunnyside-West Maspeth","N/A","N/A","68406R",
"2021","Cornerstone","Cornerstone","Afterschool Programs; Community Services; Educational Services; Family Support","SCAN-HARBOR INC","Kings Towers Community Center","Manhattan","2 WEST 115TH STREET","New York","NY","10026","40.79998629","-73.94705722","998908","230738","Manhattan CD 010","Manhattan CD 010","Council District 009 Manhattan","186","NDA011M","MN11","1083316","1015960001","POINT (-73.94705722 40.79998629)","Central Harlem South","229","32","99228A","99228-4"
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Police Athletic League, Inc.","Edward Byrne Center","Queens","116-25 GUY R BREWER BOULEVARD","QUEENS","NY","11434","40.68620727","-73.78414419","1044115","189354","Queens CD 012","Queens CD 012","Council District 028 Queens","278","NDA Not-defined","QN76","4464077","4123350049","POINT (-73.78414419 40.68620727)","Baisley Park","119","135","126148A","126148"
"2021","SYEP","SYEP School-Based","Educational Services; Jobs and Internships","South Bronx Overall Economic Development Corporation","High School of Computers and Technology (11X275)","Bronx","800 EAST GUN HILL ROAD","BRONX","NY","10467","40.87595259","-73.86197016","1022422","258441","Bronx CD 012","Bronx CD 012","Council District 012 Bronx","372","NDA012X","BX44","2057045","2046330040","POINT (-73.86197016 40.87595259)","Williamsbridge-Olinville","N/A","N/A","91059",
"2020","Discretionary","Under Threshold","Community Services","St. Paul's Evangelical Lutheran Church","St. Paul's Evengelical Lutheran Church","Bronx","1891 MCGRAW AVENUE","Bronx","NY","10462","40.8346442","-73.862351","1022336","243332","Bronx CD 009","Bronx CD 009","Council District 018 Bronx","216.02","Bronx Neighborhood Development Area 010","BX46","2097577","2039360032","POINT (-73.862351 40.8346442)","Parkchester","N/A","N/A","68361R",
"2020","Discretionary","Over Threshold","Community Services","Project Witness","Mosad Harim Levin","Brooklyn","201 FOSTER AVENUE","BROOKLYN","NY","11230","40.628397","-73.975408","991078","168223","Brooklyn CD 014","Brooklyn CD 014","Council District 044 Brooklyn","480","Brooklyn Neighborhood Development Area 014","BK42","3128056","3054260056","POINT (-73.975408 40.628397)","Flatbush","N/A","N/A","23537R",
"2020","CSBG","Housing","Community Services; Family Support; Housing Support; Immigrant Services","University Settlement Society of New York","Project Home","Brooklyn","177 MYRTLE ST.","Brooklyn","NY","11201","40.6938275","-73.9821728","989157","191979","Brooklyn CD 002","Brooklyn CD 002","Council District 035 Brooklyn","15","NDA002K","BK38",,,"POINT (-73.9821728 40.6938275)","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","N/A","N/A","820206A",
"2020","CSBG","High School","Afterschool Programs; Community Services; Educational Services; Family Support; Immigrant Services","CAMBA, Inc.","Wingate Educational Complex","Brooklyn","600 KINGSTON AVENUE","Brooklyn","NY","11203","40.65889267","-73.94245847","1000215","179334","Brooklyn CD 009","Brooklyn CD 009","Council District 040 Brooklyn","810","NDA009K","BK60","3107227","3048110001","POINT (-73.94245847 40.65889267)","Prospect Lefferts Gardens-Wingate","N/A","N/A","820906A",
"2020","Discretionary","Over Threshold","Community Services","YMCA of Greater New York/Long Island City","YMCA Central Office","Manhattan","5 WEST 63RD STREET","New York","NY","10023","40.77066332","-73.98030549","989661","220060","Manhattan CD 007","Manhattan CD 007","Council District 006 Manhattan","149","NDA Not-defined","MN14","1027468","1011160024","POINT (-73.98030549 40.77066332)","Lincoln Square","N/A","N/A","42018R",
"2020","Discretionary","Over Threshold","Community Services","Digital Girl, Inc","Young Professional Development Program","Brooklyn","1958 FULTON STREET","Brooklyn","NY","11233","40.67832947","-73.91995239","1006333","186589","Brooklyn CD 003","Brooklyn CD 003","Council District 041 Brooklyn","301","NDA016K","BK79","3042090","3015480019","POINT (-73.91995239 40.67832947)","Ocean Hill","N/A","N/A","23587R",
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Police Athletic League, Inc.","The Michael J. Petrides School","Staten Island","715 OCEAN TERRACE","Staten Island","NY","10301","40.6084411","-74.1052619","955910","160990","Richmond CD 002","Richmond CD 002","Council District 050 Richmond","177","NDA Not-defined","SI24","5113169","5006830001","POINT (-74.1052619 40.6084411)","Todt Hill-Emerson Hill-Heartland Village-Lighthous","90","48","142242A","142242"
"2020","Literacy and Immigrant Services","Adult Literacy - ABE/HSE","Educational Services","The Fortune Society, Inc.","The Fortune Society, Inc.","Queens","29-76 NORTHERN BOULEVARD","Long Island City","NY","11101","40.75058632","-73.93510826","1002170","212686","Queens CD 001","Queens CD 001","Council District 030 Queens","171","NDA Not-defined","QN31","4003410","4002390049","POINT (-73.93510826 40.75058632)","Hunters Point-Sunnyside-West Maspeth","117","69","766619A",
"2021","Compass","COMPASS High School","Afterschool Programs; Community Services; Educational Services","Partnership With Children, Inc.","Rockaway Collegiate High School","Queens","100-00 BEACH CHANNEL DRIVE","Rockaway Park","NY","11694","40.58606613","-73.82262394","1033517","152846","Queens CD 014","Queens CD 014","Council District 032 Queens","94201","NDA003K","QN10","4303773","4161670099","POINT (-73.82262394 40.58606613)","Breezy Point-Belle Harbor-Rockaway Park-Broad Chan","50","50","151012A","151012-2"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Roads to Success, Inc","P.S. 333 Manhattan School for Children","Manhattan","154 WEST 93 STREET","New York","NY","10025","40.7912562","-73.971111","992323","227726","Manhattan CD 007","Manhattan CD 007","Council District 006 Manhattan","177","Out of NDA","MN12","1032522","1012230005","POINT (-73.971111 40.7912562)","Upper West Side","125","137","142069A","142069"
"2020","SYEP","Older Youth (OY)","Educational Services; Jobs and Internships","Bridge Street Development Corporation","Bridge Street Development Corp.","Brooklyn","460 NOSTRAND AVENUE","brooklyn","NY","11216","40.68310165","-73.95043182","998078","188174","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","245","Brooklyn Neighborhood Development Area 003","BK75","3338711","3018320046","POINT (-73.95043182 40.68310165)","Bedford","N/A","N/A","91069",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","The Children's Aid Society","M.S. 324 Patria Mirabal","Manhattan","21 JUMEL PLACE","New York","NY","10032","40.83930436","-73.93615862","1001915","245065","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","249","NDA012M","MN36","1076741","1021120058","POINT (-73.93615862 40.83930436)","Washington Heights South","100","80","134307B",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Flatbush Development Corporation","School of Science & Technology","Brooklyn","725 EAST 23 STREET","Brooklyn","NY","11210","40.63256195","-73.95472351","996817","169739","Brooklyn CD 014","Brooklyn CD 014","Council District 045 Brooklyn","772","NDA014K","BK42","3205780","3075510026","POINT (-73.95472351 40.63256195)","Flatbush","140","155","124212C","124212"
"2021","Discretionary","Under Threshold","Community Services","New York City H2O, Inc.","New York City H2O, Inc.","Manhattan","410 E. 6TH STREET","New York","NY","10009","40.725827","-73.985904","988254","203541","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","32","NDA Not-defined","MN22","1077557","1004320001","POINT (-73.985904 40.725827)","East Village","N/A","N/A","93312S",
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Union Settlement Association Inc","P.S. 96 Joseph Lanzetta","Manhattan","216 EAST 120 STREET","New York","NY","10035","40.80025601","-73.93755775","1001538","230838","Manhattan CD 011","Manhattan CD 011","Council District 008 Manhattan","194","NDA011M","MN34","1074333","1017840012","POINT (-73.93755775 40.80025601)","East Harlem North","116","73","142085A","142085"
"2020","Discretionary","Under Threshold","Community Services","Amudim Community Resources, Inc.","Amudim Community Resources, Inc. - Case Management","Manhattan","11 BROADWAY","New York","NY","10004","40.70528412","-74.01426697","980293","196230","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","13","NDA Not-defined","MN25","1000044","1000130005","POINT (-74.01426697 40.70528412)","Battery Park City-Lower Manhattan","N/A","N/A","32782R",
"2020","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","SCAN-HARBOR INC","River East Elementary","Manhattan","2351 1 AVENUE","New York","NY","10035","40.79888402","-73.93331877","1002712","230339","Manhattan CD 011","Manhattan CD 011","Council District 008 Manhattan","194","NDA011M","MN34","1054786","1017970100","POINT (-73.93331877 40.79888402)","East Harlem North","300","457","99332",
"2020","Discretionary","Under Threshold","Community Services","Agudath Israel of America Community Services, Inc.","Agudath Israel of America Community Services","Brooklyn","4006 18TH AVENUE","Brooklyn","NY","11218","40.63252387","-73.9734185","991628","169723","Brooklyn CD 014","Brooklyn CD 014","Council District 044 Brooklyn","484","NDA012K","BK41","3127620","3054110030","POINT (-73.9734185 40.63252387)","Kensington-Ocean Parkway","N/A","N/A","62198R",
"2020","Discretionary","Under Threshold","Community Services","YMCA of Greater New York/West Side","YMCA of Greater New York","Manhattan","5 WEST 63RD STREET","New York","NY","10023","40.77066332","-73.98030549","989661","220060","Manhattan CD 007","Manhattan CD 007","Council District 006 Manhattan","149","NDA Not-defined","MN14","1027468","1011160024","POINT (-73.98030549 40.77066332)","Lincoln Square","N/A","N/A","32660R",
"2020","Discretionary","Over Threshold","Community Services","Blau-Weiss Gottschee Inc","sports program/ ps/is 269","Queens","86-37 53 AVENUE","Elmhurst","NY","11373","40.73560865","-73.8785347","1017912","207302","Queens CD 004","Queens CD 004","Council District 025 Queens","475","NDA004Q","QN29","4064938","4028640036","POINT (-73.8785347 40.73560865)","Elmhurst","N/A","N/A","32459R",
"2021","Cornerstone","Cornerstone","Afterschool Programs; Community Services; Educational Services; Family Support","Child Development Ctr of the Mosholu Montefiore Comm Center","Fort Independence Community Center","Bronx","3350 BAILEY AVENUE","Bronx","NY","10463","40.88009302","-73.90074195","1011698","259935","Bronx CD 008","Bronx CD 008","Council District 014 Bronx","277","NDA Not-defined","BX28","2086835","2032610102","POINT (-73.90074195 40.88009302)","Van Cortlandt Village","136","206","99205A","99205-3"
"2021","Discretionary","Over Threshold","Community Services","Simon Wiesenthal Center Inc","The Simon Wiesenthal Center, Inc.","Outside of NYC","1399 SOUTH ROXBURY DRIVE","Los Angeles","CA","90035","34.0539758","-118.402892",,,,,,,"NDA Not-defined",,,,"POINT (-118.402892 34.0539758)",,"N/A","N/A","93157S",
"2020","Discretionary","Over Threshold","Community Services","Digital Girl, Inc","Stephen Decatur Middle School","Brooklyn","272 MAC DONOUGH STREET","Brooklyn","NY","11233","40.68185739","-73.93586062","1002011","187716","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","273","NDA003K","BK35","3047054","3016740011","POINT (-73.93586062 40.68185739)","Stuyvesant Heights","N/A","N/A","23521R",
"2020","Discretionary","Over Threshold","Community Services","Federation of Protestant Welfare Agencies, Inc","CENSUS 2020","Manhattan","40 BROAD STREET","New York","NY","10004","40.7060375","-74.011777","981108","196499","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","9","Out of NDA","MN25","1078985","1000247501","POINT (-74.011777 40.7060375)","Battery Park City-Lower Manhattan","N/A","N/A","68445R",
"2021","Cornerstone","Learning Labs","Community Services; Educational Services; Family Support","Good Shepherd Services","Carroll Gardens Library - LEARNING LAB","Brooklyn","396 CLINTON STREET","Brooklyn","NY","11231","40.68326419","-73.99773932","984877","188208","Brooklyn CD 006","Brooklyn CD 006","Council District 039 Brooklyn","67","Out of NDA","BK33","3004336","3003380033","POINT (-73.99773932 40.68326419)","Carroll Gardens-Columbia Street-Red Hook","60","40","99213A","LIB-4"
"2020","Discretionary","Over Threshold","Community Services","YMCA of Greater New York - Virtual Y","Public School/I. School 33 - Chelsea Elementary School","Manhattan","281 9 AVENUE","New York","NY","10001","40.74897652","-73.99953082","984380","212149","Manhattan CD 004","Manhattan CD 004","Council District 003 Manhattan","97","NDA011M","MN13","1012829","1007240023","POINT (-73.99953082 40.74897652)","Hudson Yards-Chelsea-Flatiron-Union Square","N/A","N/A","62026R",
"2021","CSBG","Opportunity Youth Support","Community Services; Educational Services; Family Support; Immigrant Services; Jobs and Internships","Queens Community House, Inc.","Voyages Prepartory High School","Queens","45-10 94 STREET","Elmhurst","NY","11373","40.7434324","-73.8714707","1020095","210264","Queens CD 004","Queens CD 004","Council District 025 Queens","463","NDA004Q","QN29","4437166","4016000061","POINT (-73.8714707 40.7434324)","Elmhurst","N/A","N/A","840410B",
