"the_geom","ats_code","loc_code","loc_name","managed_by","lcc","primarybui","bin","bbl","address","city","boronum","state","zip","geodistric","adimindist","xcoordinat","ycoordinat"
"POINT (-74.13081903968265 40.58898591505038)","31R460","R460","Susan E. Wagner High School","1","5","R460","5113197","5.0095501E+9","1200 MANOR ROAD","STATEN ISLAND","5","NY","10314","31","31","947916","153887"
"POINT (-73.95782777688852 40.771541573675236)","02M167","M167","J.H.S. 167 Robert F. Wagner","1","3","M167","1044058","1014300005.0","220 EAST  76 STREET","MANHATTAN","1","NY","10021","2","2","995931","220373"
"POINT (-73.97921795684957 40.78633056529041)","75M811","M811","P.S. M811 - Mickey Mantle School","1","15","M841","1032754","1012300001.0","466 WEST END AVENUE","MANHATTAN","1","NY","10024","3","75","990005","225759"
"POINT (-73.9027948139141 40.83388496168688)","09X250","X250","Eximius College Preparatory Academy: A College Board School","1","5","X002","2009617","2029250056.0","1363 FULTON AVENUE","BRONX","2","NY","10456","9","9","1011149","243099"
"POINT (-73.83556719051978 40.68835905377425)","27Q062","Q062","P. S. 62 - Chester Park School","1","2","Q062","4197909","4094100001.0","97-25 108 STREET","QUEENS","4","NY","11419","27","27","1029852","190107"
"POINT (-73.98605105415854 40.7133624802706)","01M332","M332","University Neighborhood Middle School","1","3","M056","1003223","1002690041.0","220 HENRY STREET","MANHATTAN","1","NY","10002","1","1","988117","199174"
"POINT (-73.98259033850428 40.73266589224323)","02M420","M420","High School for Health Professions and Human Services","1","5","M475","1020419","1009220008.0","345 EAST  15TH STREET","MANHATTAN","1","NY","10003","2","2","989075","206207"
"POINT (-73.98560851538745 40.77489148390433)","03M541","M541","Manhattan / Hunter Science High School","1","5","M490","1030343","1011570025.0","122 AMSTERDAM AVENUE","MANHATTAN","1","NY","10023","3","3","988236","221591"
"POINT (-73.96002763104946 40.60117995301411)","21K153","K153","P.S. 153 Homecrest","1","2","K153","3196677","3072910030.0","1970 HOMECREST AVENUE","BROOKLYN","3","NY","11229","21","21","995350","158305"
"POINT (-73.93892174180627 40.71113484386951)","14K477","K477","East Williamsburg Scholars Academy","1","5","K450","3325733","3030160001.0","850 GRAND STREET","BROOKLYN","3","NY","11211","14","14","1001183","198368"
"POINT (-73.93581544821178 40.83913948512304)","84M068","M068","KIPP Washington Heights Middle School","2","7","M090","1076741","1021120058.0","21 JUMEL PLACE","MANHATTAN","1","NY","10032","6","84","1002010","245005"
"POINT (-74.15861847549617 40.59213213074608)","31R072","R072","I.S. 072 Rocco Laurie","1","3","R072","5037524","5023640001.0","33 FERNDALE AVENUE","STATEN ISLAND","5","NY","10314","31","31","940197","155046"
"POINT (-74.15502185304078 40.55818650833125)","31R032","R032","P.S. 032 The Gifford School","1","2","R032","5070651","5054440012.0","232 BARLOW AVENUE","STATEN ISLAND","5","NY","10308","31","31","941174","142677"
"POINT (-73.89436835002638 40.822056058077806)","12X341","X341","Accion Academy","1","3","X116","2005660","2027140004.0","977 FOX STREET","BRONX","2","NY","10459","12","12","1013486","238792"
"POINT (-73.82381665776637 40.86407374119298)","11X160","X160","P.S. 160 Walt Disney","1","2","X160","2072352","2.0513502E+9","4140 HUTCHINSON RIVER PKWAY EA","BRONX","2","NY","10475","11","11","1032982","254132"
"POINT (-73.98706400797131 40.735361830024594)","84M174","M174","Success Academy Union Square (Manhattan 1)","2","15","M460","1017828","1008720057.0","40 IRVING PLACE","MANHATTAN","1","NY","10003","2","84","987835","207189"
"POINT (-73.95717733949974 40.74436836004438)","30Q078","Q078","P.S./I.S. 78Q","1","15","Q868","4000019","4000180001.0","48-09 CENTER BOULEVARD","QUEENS","4","NY","11109","30","30","996116","210473"
"POINT (-74.0192993528224 40.64195092570268)","20K503","K503","P.S. 503: The School of Discovery","1","2","K314","3016258","3008620012.0","330 59 STREET","BROOKLYN","3","NY","11220","20","20","978894","173157"
"POINT (-73.79504931701376 40.74087555540598)","26Q430","Q430","Francis Lewis High School","1","5","Q430","4148763","4068820001.0","58-20 UTOPIA PARKWAY","QUEENS","4","NY","11365","26","26","1041044","209264"
"POINT (-73.98925020583347 40.626454971345915)","75K231","K231","P.S. K231","1","15","K180","3130809","3054920001.0","5601 16 AVENUE","BROOKLYN","3","NY","11204","20","75","987234","167511"
"POINT (-73.8316693059467 40.87403500170278)","75X176","X176","P.S. X176","1","7","X455","2097470","2051410150.0","750 BAYCHESTER AVENUE","BRONX","2","NY","10475","11","75","1030803","257757"
"POINT (-73.8634078419344 40.741138857697635)","24Q211","Q211","Elm Tree Elementary School","1","2","Q298","4046832","4018910001.0","50-51 98TH STREET","QUEENS","4","NY","11368","24","24","1022101","209323"
"POINT (-73.92254451795152 40.76803469194414)","30Q300","Q300","The 30th Avenue School (G&T Citywide)","1","15","Q017","4007663","4005940001.0","28-37 29 STREET","QUEENS","4","NY","11102","30","30","1005705","219102"
"POINT (-73.7387033573889 40.771258500101105)","26Q094","Q094","P.S. 094 David D. Porter","1","2","Q094","4169468","4081350029.0","41-77 LITTLE NECK PARKWAY","QUEENS","4","NY","11363","26","26","1056625","220375"
"POINT (-74.00023820096183 40.74901494643191)","02M033","M033","P.S. 033 Chelsea Prep","1","2","M033","1012829","1007240023.0","281 9 AVENUE","MANHATTAN","1","NY","10001","2","2","984184","212163"
"POINT (-73.87913117807975 40.66935882000291)","19K678","K678","East New York Middle School of Excellence","1","3","K072","3090219","3040690001.0","605 SHEPHERD AVENUE","BROOKLYN","3","NY","11208","19","19","1017780","183165"
"POINT (-73.92412716788427 40.671730355548426)","17K191","K191","P.S. 191 Paul Robeson","1","2","K191","3036635","3013750012.0","1600 PARK PLACE","BROOKLYN","3","NY","11233","17","17","1005297","184015"
"POINT (-73.90538936502955 40.818703345967954)","07X298","X298","Academy of Public Relations","1","3","X184","2004690","2026550030.0","778 FOREST AVENUE","BRONX","2","NY","10456","7","7","1010437","237567"
"POINT (-73.91803569184012 40.80304340351988)","84X309","X309","South Bronx Charter School for International Cultures and the Arts","2","2","XAXD","2097186","0.0","164 bruckner boulevard","BRONX","2","NY","10454","7","84","1006942","231858"
"POINT (-73.99056241433884 40.74742535072049)","02M570","M570","Satellite Academy High School","1","5","M920","1015148","1008050071.0","120 WEST  30 STREET","MANHATTAN","1","NY","10001","2","2","986865","211584"
"POINT (-73.75804270326653 40.74574432310303)","26Q046","Q046","P.S. 046 Alley Pond","1","2","Q046","4162449","4076190001.0","64-45 218 STREET","QUEENS","4","NY","11364","26","26","1051294","211064"
"POINT (-73.96649149961848 40.75930012622164)","02M059","M059","P.S. 059 Beekman Hill International","1","2","M488","1038593","1013300013.0","231-249 EAST 56 STREET","MANHATTAN","1","NY","10019","2","2","993533","215912"
"POINT (-73.97147416295739 40.68876943185842)","84K789","K789","Compass Charter School","2","2","K113","3059051","3021030004.0","300 ADELPHI STREET","BROOKLYN","3","NY","11205","13","84","992161","190215"
"POINT (-73.9504201841683 40.785018025964966)","02M198","M198","P.S. 198 Isador E. Ida Straus","1","2","M198","1048492","1015240023.0","1700 3 AVENUE","MANHATTAN","1","NY","10128","2","2","997980","225284"
"POINT (-73.98861005207708 40.767848819178006)","79M973","M973","Restart Academy","1","8","M834","1026841","1010650001.0","444 WEST 56 STREET","MANHATTAN","1","NY","10019","2","79","987405","219025"
"POINT (-73.9021971367921 40.75618113316511)","84Q359","Q359","Academy of the City Charter School","2","2","QABE","4437069","4011360006.0","31-29 60 STREET","QUEENS","4","NY","11377","30","84","1011346","214789"
"POINT (-73.87491270641168 40.875481536921576)","10X056","X056","P.S. 056 Norwood Heights","1","2","X056","2018457","2033510001.0","341 EAST 207 STREET","BRONX","2","NY","10467","10","10","1018843","258264"
"POINT (-73.82681177556495 40.7648921277388)","25Q240","Q240","Veritas Academy","1","5","Q460","4113172","4050020001.0","35-01 UNION STREET","QUEENS","4","NY","11354","25","25","1032225","217995"
"POINT (-73.86164995593063 40.8751727168432)","11X253","X253","Bronx High School for Writing and Communication Arts","1","5","X425","2057045","2046330040.0","800 EAST GUN HILL ROAD","BRONX","2","NY","10467","11","11","1022511","258157"
"POINT (-73.86654284075466 40.66414354602836)","19K224","K224","P.S. 224 Hale A. Woodruff","1","2","K224","3346166","3045290133.0","757 WORTMAN AVENUE","BROOKLYN","3","NY","11208","19","19","1021275","181270"
"POINT (-73.94725640467159 40.69447000147896)","14K023","K023","P.S. 023 Carter G. Woodson","1","2","K023","3048818","3017590013.0","545 WILLOUGHBY AVENUE","BROOKLYN","3","NY","11206","14","14","998876","192295"
"POINT (-73.73972671955781 40.733888181469034)","26Q315","Q315","Business Technology Early College High School","1","5","Q435","4166101","4079300002.0","230-17 HILLSIDE AVENUE","QUEENS","4","NY","11427","26","26","1056382","206759"
"POINT (-73.78268416088362 40.67394906965311)","79Q995","Q995","ALC - August Martin HS","1","8","Q400","4265978","4122610001.0","156-10 BAISLEY BOULEVARD","QUEENS","4","NY","11434","27","79","1044531","184889"
"POINT (-74.10587879755134 40.570909616653)","31R440","R440","New Dorp High School","1","5","R435","5055367","5039300010.0","465 NEW DORP LANE","STATEN ISLAND","5","NY","10306","31","31","954835","147292"
"POINT (-73.88960239146496 40.846205074692904)","12X595","X595","P.S. 595","1","2","X092","2012620","2030920014.0","700 EAST 179 STREET","BRONX","2","NY","10457","12","12","1014794","247592"
"POINT (-73.93663520061932 40.5931573683404)","22K611","K611","Origins High School","1","5","K495","3203631","3074250002.0","3000 AVENUE X","BROOKLYN","3","NY","11235","22","22","1001848","155386"
"POINT (-73.90903281404219 40.746127229987)","30Q011","Q011","P.S. 011 Kathryn Phelan","1","2","Q011","4028447","4012390001.0","54-25 SKILLMAN AVENUE","QUEENS","4","NY","11377","30","30","1009456","211124"
"POINT (-73.76328236314848 40.68901258112898)","84Q341","Q341","Riverton Street Charter School","2","15","QAXX","4268949","4124490048.0","118-46 RIVERTON STREET","QUEENS","4","NY","11412","29","84","1049898","190391"
"POINT (-73.88175304168455 40.855759851701166)","10X205","X205","P.S. 205 Fiorello LaGuardia","1","2","X205","2086808","2031150021.0","2475 SOUTHERN BOULEVARD","BRONX","2","NY","10458","10","10","1016961","251076"
"POINT (-73.95250467811161 40.69261682321198)","13K054","K054","P.S. 054 Samuel C. Barnes","1","2","K054","3049020","3017650015.0","195 SANDFORD STREET","BROOKLYN","3","NY","11205","13","13","997421","191619"
"POINT (-73.91301656211512 40.85433571105926)","10X390","X390","M.S. 390","1","3","X026","2014692","2032160002.0","1930 ANDREWS AVENUE","BRONX","2","NY","10453","10","10","1008313","250547"
"POINT (-73.70940446140534 40.74420185404987)","26Q115","Q115","The James J. Ambrose School","1","2","Q115","4178127","4087170001.0","80-51 261 STREET","QUEENS","4","NY","11004","26","26","1064773","210543"
"POINT (-73.91656351943024 40.698077682141765)","32K116","K116","P.S. 116 Elizabeth L Farrell","1","2","K116","3075909","3033170001.0","515 KNICKERBOCKER AVENUE","BROOKLYN","3","NY","11237","32","32","1007386","193616"
"POINT (-73.94808813869628 40.80264914516927)","03M149","M149","P.S. 149 Sojourner Truth","1","15","M207","1051434","1016010001.0","41 WEST 117 STREET","MANHATTAN","1","NY","10026","3","3","998622","231708"
"POINT (-73.85423198515772 40.9023113022423)","11X016","X016","P.S. 016 Wakefield","1","2","X016","2070894","2050760031.0","4550 CARPENTER AVENUE","BRONX","2","NY","10470","11","11","1024546","268048"
"POINT (-73.89839989647048 40.82010818524401)","08X333","X333","The Longwood Academy of Discovery","1","2","X060","2005348","2026960085.0","888 REV J A POLITE AVE","BRONX","2","NY","10459","8","8","1012371","238081"
"POINT (-73.79968553028192 40.68837355277032)","28Q160","Q160","P.S. 160 Walter Francis Bishop","1","2","Q160","4258143","4119420302.0","109-59 INWOOD STREET","QUEENS","4","NY","11435","28","28","1039803","190133"
"POINT (-73.96053668268405 40.68428673415061)","13K351","K351","The Urban Assembly Unison School","1","3","K056","3056874","3019830010.0","170 GATES AVENUE","BROOKLYN","3","NY","11238","13","13","995195","188583"
"POINT (-73.92606001255075 40.85653233598318)","06M463","M463","High School for Media and Communications","1","5","M465","1076751","1021600018.0","549 AUDUBON AVENUE","MANHATTAN","1","NY","10040","6","6","1004704","251344"
"POINT (-73.94755756841684 40.69669889101791)","84K367","K367","Success Academy Charter School - Bed-Stuy 1","2","15","K033","3048517","3017430018.0","70 TOMPKINS AVENUE","BROOKLYN","3","NY","11206","14","84","998792","193107"
"POINT (-73.85056323960352 40.87847448471245)","11X078","X078","P.S. 078 Anne Hutchinson","1","2","X078","2060191","2047190001.0","1400 NEEDHAM AVENUE","BRONX","2","NY","10469","11","11","1025575","259365"
"POINT (-73.81137361363693 40.76174436213584)","25Q022","Q022","P.S. 022 Thomas Jefferson","1","2","Q022","4438184","4053280001.0","153-33 SANFORD AVENUE","QUEENS","4","NY","11355","25","25","1036504","216857"
"POINT (-73.98610528974463 40.695444662271335)","13K605","K605","George Westinghouse Career and Technical Education High School","1","5","K580","3348044","3001310001.0","105 TECH PLACE","BROOKLYN","3","NY","11201","13","13","988103","192646"
"POINT (-73.87410978208347 40.753345984438006)","30Q280","Q280","P.S. 280","1","2","Q280","4035799","4014540018.0","34-20 94TH STREET","QUEENS","4","NY","11372","30","30","1019129","213766"
"POINT (-73.94766130017962 40.61049905950098)","22K425","K425","James Madison High School","1","5","K425","3182721","3067880001.0","3787 BEDFORD AVENUE","BROOKLYN","3","NY","11229","22","22","998782","161702"
"POINT (-73.92252749339443 40.82301436419)","84X389","X389","Bronx Global Learning Institute for Girls Charter School","2","15","X156","2002454","2024430079.0","750 CONCOURSE VILLAGE WEST","BRONX","2","NY","10451","7","84","1005692","239133"
"POINT (-73.99425898671942 40.610917061906726)","20K186","K186","P.S. 186 Dr. Irving A Gladstone","1","2","K186","3160923","3062390001.0","7601 19 AVENUE","BROOKLYN","3","NY","11214","20","20","985844","161850"
"POINT (-73.91622634636683 40.84299696126165)","09X327","X327","Comprehensive Model School Project M.S. 327","1","4","X240","2008336","2028590077.0","1501 JEROME AVENUE","BRONX","2","NY","10452","9","9","1007429","246415"
"POINT (-73.87927699913355 40.65850061912857)","19K273","K273","P.S. 273 Wortman","1","2","K273","3097973","3044010001.0","923 JEROME STREET","BROOKLYN","3","NY","11207","19","19","1017745","179209"
"POINT (-73.88699514919179 40.83418894975402)","12X458","X458","Samara Community School","1","2","X050","2010786","2029960010.0","1550 VYSE AVENUE","BRONX","2","NY","10460","12","12","1015521","243215"
"POINT (-73.90771853782412 40.671015701055914)","23K363","K363","Brownsville Collaborative Middle School","1","3","K298","3080768","3035070007.0","85 WATKINS STREET","BROOKLYN","3","NY","11212","23","23","1009849","183759"
"POINT (-73.9181216011548 40.6685999364465)","84K737","K737","Brownsville Ascend Charter School","2","15","KBVT","3080697","0.0","1501 PITKIN AVENUE","BROOKLYN","3","NY","11212","23","84","1006964","182876"
"POINT (-73.89760456560438 40.66544622166807)","19K663","K663","School of the Future Brooklyn","1","3","K174","3084617","3038020015.0","574 DUMONT AVENUE","BROOKLYN","3","NY","11207","19","19","1012657","181733"
"POINT (-73.98739897547652 40.700429308202)","84K911","K911","Edmund W. Gordon Brooklyn Laboratory Charter School","2","4","KCVO","3000171","3000770001.0","77 Sands Street","BROOKLYN","3","NY","11226","13","84","987744","194462"
"POINT (-73.89740426498845 40.8542570105542)","10X225","X225","Theatre Arts Production Company School","1","4","X137","2013307","2031430043.0","2225 WEBSTER AVENUE","BRONX","2","NY","10457","10","10","1012632","250523"
"POINT (-74.00975277533881 40.63239203911067)","20K069","K069","P.S. 69 Vincent D. Grippo School","1","2","K069","3387646","3057350032.0","6302 9TH AVENUE","BROOKLYN","3","NY","11220","20","20","981543","169674"
"POINT (-73.9571732973207 40.64960251926943)","17K408","K408","Academy of Hospitality and Tourism","1","5","K465","3336215","3051030010.0","911 FLATBUSH AVENUE","BROOKLYN","3","NY","11226","17","17","996134","175947"
"POINT (-73.90126830408927 40.86169852463357)","10X033","X033","P.S. 033 Timothy Dwight","1","2","X033","2014099","2031880020.0","2424 JEROME AVENUE","BRONX","2","NY","10468","10","10","1011560","253233"
"POINT (-73.91997775146841 40.813068502059295)","84X585","X585","Legacy College Preparatory","2","4","XATI","2098220","0.0","416 WILLIS AVENUE","BRONX","2","NY","10454","7","84","1006401","235510"
"POINT (-73.97083047647023 40.57759164394093)","21K100","K100","P.S. 100 The Coney Island School","1","2","K100","3196595","3072810001.0","2951 WEST  3 STREET","BROOKLYN","3","NY","11224","21","21","992353","149710"
"POINT (-73.93533518629586 40.801547550788776)","84M708","M708","Harlem Prep Charter School","2","7","MADR","1054629","1017870080.0","240 EAST 123 STREET","MANHATTAN","1","NY","10035","4","84","1002153","231309"
"POINT (-73.92891706808896 40.672710555220604)","84K742","K742","Explore Empower Charter School","2","15","K210","3036289","3013670022.0","188 ROCHESTER AVENUE","BROOKLYN","3","NY","11213","17","84","1003968","184371"
"POINT (-73.93262849822807 40.756471935493494)","30Q258","Q258","Energy Tech High School","1","5","Q204","4004156","4003430001.0","36-41 28 STREET","QUEENS","4","NY","11106","30","30","1002915","214887"
"POINT (-73.95426952179258 40.6326194104444)","22K315","K315","P.S. K315","1","2","K152","3205780","3075510026.0","2310 GLENWOOD ROAD","BROOKLYN","3","NY","11210","22","22","996943","169760"
"POINT (-73.81966486374566 40.720586285955314)","25Q792","Q792","North Queens Community High School","1","5","Q792","4438284","4066290035.0","141-25 77TH ROAD","QUEENS","4","NY","11367","25","25","1034238","201857"
"POINT (-73.9372630801554 40.83698293918963)","84M338","M338","WHIN Music Community","2","2","M164","1062636","1021110024.0","401 WEST 164 STREET","MANHATTAN","1","NY","10032","6","84","1001610","244219"
"POINT (-73.99114158366942 40.680159532827155)","15K032","K032","P.S. 032 Samuel Mills Sprole","1","2","K032","3007326","3004370001.0","317 HOYT STREET","BROOKLYN","3","NY","11231","15","15","986707","187077"
"POINT (-73.94961054502474 40.69059544190865)","13K256","K256","P.S. 256 Benjamin Banneker","1","2","K256","3049769","3017840020.0","114 KOSCIUSZKO STREET","BROOKLYN","3","NY","11216","13","13","998224","190883"
