"borough","restaurantname","seatingchoice","legalbusinessname","businessaddress","restaurantinspectionid","issidewaycompliant","isroadwaycompliant","skippedreason","inspectedon","agencycode","postcode","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"Manhattan","SEVEN HILLS MEDITERRANEAN GRILL","both","EPHESUS CORP","158A  W 72ND STREET","10118",,"Non-Compliant",,"2020-07-14T17:53:29.000","DOB","10023","40.778160","-73.980589","7","6","157",,,"Lincoln Square"
"Queens","3407 30th Ave Rest Corp","both","94-07 30th Ave Rest Corp","34-07 30th Avenue","10119",,"Compliant",,"2020-07-14T17:53:43.000","DEP","11103","40.765705","-73.918829","1","22","6501","4009180","4006280046","Astoria"
"Manhattan","Piccola cucina Uptown","both","M&G 60th LLC","106 East 60th street","1012",,"Non-Compliant",,"2020-07-04T14:17:06.000","DOT","10022","40.763325","-73.968843","8","4","11402","1041909","1013940169","Upper East Side-Carnegie Hill"
"Queens","Ovelia Restaurant","roadway","Mangia Restaurant Corporation","3401  30th ave","10120",,"Compliant",,"2020-07-14T17:54:21.000","DEP","11103","40.765721","-73.918861","1","22","6501","4009182","4006280048","Astoria"
"Queens","Alfonso's Tapas Bar","both","Alfonso's Tapas Bar Corp","7515 Broadway","10121",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T17:54:29.000","DOB","11373","40.746128","-73.890104","4","25","267","4036744","4014860045","Elmhurst"
"Manhattan","MAMO RESTAURANT","both","323 MM NYC LLC","323  W Broadway","10122",,"Skipped Inspection","No Seating","2020-07-14T17:54:38.000","DOT","10013","40.721999","-74.004080","2","1","47","1087487","1002280111","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Lion's Head Tavern","both","MJ 995 Inc","995 Amsterdam Ave","10123",,"Under Review",,"2020-07-14T17:54:52.000","DOT","10025","40.802178","-73.964433","7","7","193","1056029","1018630061","Morningside Heights"
"Manhattan","Topaz Thai Restaurant","both","Curry Queen on 56 Inc","127 West 56th Street","10124",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T17:56:27.000","DOT","10019","40.764129","-73.978799","5","4","137","1023453","1010090017","Midtown-Midtown South"
"Queens","LAS TLAYUDAS DE OAXACA INC","both","LAS TLAYUDAS DE OAXACA INC","10432 CORONA AVENUE","10125",,"Skipped Inspection","No Seating","2020-07-14T17:57:28.000","DOB","11368","40.743946","-73.857715","4","21","439","4537585","4019357501","Corona"
"Brooklyn","Sunrise/Sunset","both","Toonicef LLC","351  Evergreen Avenue","10126",,"Skipped Inspection","No Seating","2020-07-14T17:58:03.000","DOB","11221","40.693644","-73.922855","4","34","419","3075351","3032960001","Bushwick South"
"Manhattan","El Cave Cigars Lounge","both","El Cave Cigars Lounge","47  Vermilyea Ave","10127",,"Skipped Inspection","No Seating","2020-07-14T17:58:09.000","DOT","10034","40.865186","-73.924839","12","10","291","1064804","1022240021","Marble Hill-Inwood"
"Queens","The Maspeth Pizza House Inc","both","The Maspeth Pizza House Inc","5560 60 street","10128",,"Skipped Inspection","On Private Property","2020-07-14T18:00:11.000","DOB","11378","40.725962","-73.906095","5","30","531","4530836","4026870050","Maspeth"
"Manhattan","Little Ways","both","B&G Hospitality, LLC","343 West Broadway","10129",,"Non-Compliant",,"2020-07-14T18:00:36.000","DEP","10013","40.722693","-74.003492","2","1","47","1090893","1004750004","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","THE DISTRICT","both","1679 3RD AVENUE RESTAURANT CORP","1679 3RD AVE","10130",,"Compliant",,"2020-07-14T18:00:39.000","DOT","10128","40.783981","-73.950204","8","5","15601","1049212","1015400001","Yorkville"
"Queens","GYRO WORLD","both","TWO DIMITRIS CORP","194-21-23 NORTHERN BLVD","10131",,"Compliant",,"2020-07-14T18:01:07.000","DOT","11358",,,,,,,,
"Brooklyn","Jungle Cafe","both","Jungle Cafe LLC","131 Greenpoint Avenue","10132",,"Non-Compliant",,"2020-07-14T18:01:33.000","DOT","11222","40.730134","-73.955025","1","33","565","3064721","3025580054","Greenpoint"
"Queens","Rockaway Brewing Company","both","Rockaway Brewing Company LLC","4601 5th st","10133",,"Non-Compliant",,"2020-07-14T18:01:53.000","DOB","11101","40.747225","-73.955068","2","26","7","4436579","4000270025","Hunters Point-Sunnyside-West Maspeth"
"Brooklyn","Chikurin","both","Chikurin 236 LLC","1702 Ave z","10134",,"Skipped Inspection","No Seating","2020-07-14T18:02:39.000","DOB","11235","40.588181","-73.952295","15","48","600","3204968","3074627502","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"Manhattan","THE WARREN","sidewalk","HUDSON GASTROPUB LLC","131  CHRISTOPHER STREET","10135",,"Skipped Inspection","No Seating","2020-07-14T18:05:26.000","DOT","10014","40.733032","-74.006578","2","3","75","1011738","1006300048","West Village"
"Manhattan","J.Bespoke","both","Fashioned Hospitality, LLC.","121 E 27th St.","10136",,"Skipped Inspection","No Seating","2020-07-14T18:08:59.000","DOT","10016","40.742281","-73.983497","5","2","68","1090208","1008830014","Gramercy"
"Queens","12 Corazones","sidewalk","12 corazones restaurant bar corp","86-22 Roosevelt Ave","10137",,"Compliant",,"2020-07-14T18:09:07.000","DOT","11372","40.748085","-73.879559","4","21","26901","4037049","4015010054","Elmhurst"
"Manhattan","The Counter","both","NYC Burger No1","1451 Broadway","10138",,"Skipped Inspection","No Seating","2020-07-14T18:10:04.000","DOB","10036","40.755152","-73.986613","5","3","113","1086069","1009940001","Midtown-Midtown South"
"Manhattan","Ponty Bistro","both","La Terenga Inc","144  West 139th street","10139",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T18:10:35.000","DOT","10030","40.817597","-73.941266","10","9","230","1060051","1020070061","Central Harlem North-Polo Grounds"
"Manhattan","Reif's Tavern","both","Rob Tess Restaurant Corp","302 East 92nd Street","10140",,"Compliant",,"2020-07-14T18:10:44.000","DOT","10128","40.781518","-73.948578","8","5","154","1050238","1015540148","Yorkville"
"Manhattan","Sarabeth's","both","BSWR Corp.","423 Amsterdam Avenue","10141",,"Skipped Inspection","No Seating","2020-07-14T18:11:06.000","DOB","10024","40.784011","-73.977680","7","6","165","1031949","1012110002","Upper West Side"
"Queens","5 DE MAYO IN NY INC","both","5 DE MAYO IN NY INC","4929  BELL BLVD","10142",,"Non-Compliant",,"2020-07-14T18:12:11.000","DOB","11361","40.753848","-73.766246","11","23","1435",,,"Bayside-Bayside Hills"
"Brooklyn","Pelicana Chicken","both","3 J's Manhattan Corp","941 Manhattan avenue","10143",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T18:12:18.000","DOB","11222","40.731418","-73.954472","1","33","565","3064576","3025500041","Greenpoint"
"Manhattan","Frame","both","Aqua Catering Corp","552 Fashion Ave","10144",,"Skipped Inspection","No Seating","2020-07-14T18:12:37.000","DOB","10018","40.754515","-73.988071","5","3","113","1014502","1007890040","Midtown-Midtown South"
"Manhattan","Local & Vine","both","Local & Vine Co Corp","282 Hudson Street","10145",,"Skipped Inspection","Open Street Location","2020-07-14T18:12:38.000","DOT","10013","40.725402","-74.007623","2","3","37","1009735","1005790001","SoHo-TriBeCa-Civic Center-Little Italy"
"Queens","Dai Hachi Sushi","both","Dai Hachi Sushi Corp","4618  vernon blvd","10146",,"Non-Compliant",,"2020-07-14T18:13:10.000","DOB","11101","40.746338","-73.952907","2","26","7","4000036","4000270001","Hunters Point-Sunnyside-West Maspeth"
"Queens","Tauros bar end restaurant","roadway","tauros bar and restaurant corp","10802  Jamaica ave","10147",,"Compliant",,"2020-07-14T18:13:10.000","DOT","11418","40.695619","-73.839365","9","32","12601","4194690","4092980072","Richmond Hill"
"Queens","5 DE MAYO IN NY INC","both","5 DE MAYO IN NY INC","4929  BELL BLVD","10148",,"Non-Compliant",,"2020-07-14T18:14:16.000","DOB","11361","40.753848","-73.766246","11","23","1435",,,"Bayside-Bayside Hills"
"Manhattan","Nonna Beppa","both","Nonna Beppa Soho LLC","290 Hudson St.","10149",,"Skipped Inspection","Open Street Location","2020-07-14T18:14:32.000","DOT","10013","40.725523","-74.007602","2","3","37","1009738","1005797501","SoHo-TriBeCa-Civic Center-Little Italy"
"Staten Island","Mansion Grand Cafe","both","Marina Grand Inc","141 Mansion Ave","1015",,"Compliant",,"2020-07-04T14:19:42.000","DOT","10308","40.544646","-74.140533","3","51","15603","5066110","5052010033","Great Kills"
"Manhattan","Frank Mac's Pub","both","Frank Mac's Place LLC","425 Amsterdam Ave","10150",,"Compliant",,"2020-07-14T18:14:53.000","DOB","10024","40.784055","-73.977651","7","6","165","1031950","1012110003","Upper West Side"
"Manhattan","Flip Sigi","both","2nd City West Village LLC","525 Hudson Street","10151",,"Compliant",,"2020-07-14T18:16:01.000","DOT","10014","40.734059","-74.006253","2","3","75","1078244","1006310046","West Village"
"Manhattan","Adoro Lei","both","Adorolei LLC","287  Hudson st","10152",,"Skipped Inspection","No Seating","2020-07-14T18:16:18.000","DOT","10013","40.725446","-74.007638","2","3","37","1010311","1005940081","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Artichoke Basille's Pizza","both","Artichoke 39, LLC","1410 Broadway","10153",,"Non-Compliant",,"2020-07-14T18:16:20.000","DOT","10001","40.753497","-73.987111","5","4","113","1015274","1008140052","Midtown-Midtown South"
"Manhattan","Porterhouse Brew Co Bar & The Lovelace","both","Lovelace Tavern LLC","66  Pearl Street","10154",,"Under Review",,"2020-07-14T18:16:33.000","DEP","10004","40.703611","-74.010932","1","1","9","1077806","1000077501","Battery Park City-Lower Manhattan"
"Brooklyn","Lahore Broast Inc","both","Lahore Broast Inc","696 Coney Island Avenue","10155",,"Skipped Inspection","No Seating","2020-07-14T18:17:50.000","DOB","11218","40.640510","-73.969149","12","40","492","3126321","3053780018","Kensington-Ocean Parkway"
"Queens","The Maspeth Pizza House Inc","both","The Maspeth Pizza House Inc","5560 60 street","10156",,"Skipped Inspection","No Seating","2020-07-14T18:19:13.000","DOB","11378","40.725962","-73.906095","5","30","531","4530836","4026870050","Maspeth"
"Bronx","Trattoria Tra Di Noi","both","Tra Di Noi Corp.","622 East 187th Street","10157",,"Skipped Inspection","Open Street Location","2020-07-14T18:20:09.000","DOB","10458","40.855128","-73.886743","6","15","391","2012161","2030740022","Belmont"
"Manhattan","Angel of Harlem","both","Angel of Harlem LLC","2272  Frederick Douglass Boulevard","10158",,"Compliant",,"2020-07-14T18:20:44.000","DOT","10027","40.808166","-73.952625","10","9","220","1089789","1019270061","Central Harlem South"
"Manhattan","Lazypoint NYC","both","sprbar,inc","310 Spring Street","10159",,"Skipped Inspection","Open Street Location","2020-07-14T18:20:49.000","DOT","10013","40.725932","-74.008598","2","3","37","1010295","1005940034","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Niagara Tompkins Square Bar","both","Tozzer Ltd","110- 112 Ave A","1016",,"Compliant",,"2020-07-04T14:19:57.000","DEP","10009",,,,,,,,
"Queens","The Ceili House","both","The Celi House Inc.","6956 Grand Avenuee","10160",,"Cease and Desist",,"2020-07-14T18:22:16.000","DOB","11378",,,,,,,,
"Manhattan","Dante West Village","both","Perry & Hudson LLC","551  Hudson street","10161",,"Compliant",,"2020-07-14T18:23:10.000","DOT","10014","40.735242","-74.006062","2","3","75","1011886","1006330058","West Village"
"Queens","Sabor Hispano Inc","both","Sabor Hispano Inc","3729  103 street","10162",,"Compliant",,"2020-07-14T18:23:28.000","DOB","11368","40.752833","-73.864210","3","21","405","4538729","4017690091","North Corona"
"Brooklyn","FORNINO","both","CASPER JR CORP","849  MANHATTAN AVE","10163",,"Compliant",,"2020-07-14T18:23:38.000","DOB","11222","40.729093","-73.953788","1","33","565","3064910","3025660048","Greenpoint"
"Manhattan","Bodhi Kosher Vegetarian","both","Buddha Bodai Two Kosher Vegetarian Restaurant","77 Mulberry Street","10164",,"Non-Compliant",,"2020-07-14T18:26:08.000","DEP","10013","40.716336","-73.999077","3","1","29","1002377","1001990024","Chinatown"
"Brooklyn","Sakura 6","both","Sakura 6 inc.","837 Manhattan  ave","10165",,"Skipped Inspection","No Seating","2020-07-14T18:26:15.000","DOB","11222","40.728717","-73.953612","1","33","561","3065102","3025730013","Greenpoint"
"Manhattan","COCO PAZZO TRATTORIA","both","CP PRINCE ST LLC","160-166  Prince street","10166",,"Compliant",,"2020-07-14T18:27:26.000","DOT","10012","40.725979","-74.001335","2","1","49","1084916","1005020016","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","Pig n Whistle 36th ST","both","JPD Restaurant LLC","202  West 36th St","10167",,"Compliant",,"2020-07-14T18:27:40.000","DOT","10018","40.752470","-73.990165","5","3","109","1014430","1007850041","Midtown-Midtown South"
"Brooklyn","G-13 Prioect Inc","both","G-13 Project Inc","2817 Coney Island Avenue","10168",,"Non-Compliant",,"2020-07-14T18:31:26.000","DOB","11235","40.587835","-73.960381","15","48","588","3203825","3074300049","Homecrest"
"Manhattan","Bar None","both","Longford Inc","98 Third Ave","10169",,"Compliant",,"2020-07-14T18:34:32.000","DOT","10003","40.732343","-73.987887","3","2","42","1009021","1005580031","East Village"
"Manhattan","Swagat Indian Restaurant","both","Shree Laxmi Indian Restaurant","411 A  Amsterdam Avw","10170",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T18:35:25.000","DOB","10024",,,,,,,,
"Manhattan","Pho Gran","both","277 Pho Grand","277 Grand Street","10172",,"Non-Compliant",,"2020-07-14T18:36:47.000","DOB","10002","40.717813","-73.992764","3","1","16","1003959","1003060017","Chinatown"
"Brooklyn","Bagel Point","both","Bagelogy Inc","87  NORMAN AVE","10173",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T18:37:30.000","DOB","11222","40.725373","-73.951955","1","33","561","3065598","3026190028","Greenpoint"
"Staten Island","Mansion Grand Cafe","both","Marina Grand Inc","141 Mansion Ave","10174",,"Non-Compliant",,"2020-07-14T18:38:10.000","DOT","10308","40.544646","-74.140533","3","51","15603","5066110","5052010033","Great Kills"
"Brooklyn","andalucia bar lounge","both","jap industry llc","13 36 bushwick ave","10175",,"Skipped Inspection","No Seating","2020-07-14T18:38:18.000","DOT","11207",,,,,,,,
"Manhattan","Friedmans Restaurant","both","PAG 72 STREET","132 72","10073",,"Non-Compliant",,"2020-07-14T17:24:06.000","DOB","10023",,,,,,,,
"Brooklyn","Greenpoint Original Italian Pizza","sidewalk","Greenpoint Original Italian Pizza INC.","93 Norman Ave","10176",,"Skipped Inspection","Sidewalk Seating Only","2020-07-14T18:38:57.000","DOB","11222","40.725515","-73.951525","1","33","561","3065648","3026200036","Greenpoint"
"Manhattan","Boka","both","Public Market Inc","410  Amsterdam ave","10177",,"Skipped Inspection","No Seating","2020-07-14T18:40:22.000","DOB","10024","40.783589","-73.978016","7","6","167","1032633","1012270033","Upper West Side"
"Manhattan","Bar None","both","Longford Inc","98 Third Ave","10178",,"Compliant",,"2020-07-14T18:41:18.000","DOT","10003","40.732343","-73.987887","3","2","42","1009021","1005580031","East Village"
"Manhattan","C D B KITCHEN & BAR CORP","both","C D B KITCHEN & BAR CORP","4996 BROADWAY","10179",,"Non-Compliant",,"2020-07-14T18:41:21.000","DOT","10034","40.868220","-73.918241","12","10","303","1064870","1022290005","Marble Hill-Inwood"
"Manhattan","sushi by m","both","sushibym inc","75 e 4th st","1018",,"Non-Compliant",,"2020-07-04T14:20:15.000","DEP","10003","40.726544","-73.990241","3","2","38","1077985","1004600049","East Village"
"Manhattan","Paint N Pour Nyc","both","TTBEL HOLDINGS INC","2080 FREDERICK DOUGLASS BLVD","10181",,"Non-Compliant",,"2020-07-14T18:42:18.000","DOT","10026","40.802211","-73.956967","10","9","216","1090410","1018280063","Central Harlem South"
"Staten Island","Doe's Place","both","Doe's Place","154 Mansion Ave","10182",,"Skipped Inspection","On Private Property","2020-07-14T18:43:14.000","DOT","10308","40.544308","-74.140907","3","51","15603","5066187","5052070039","Great Kills"
"Manhattan","NEW SHANGHAI DELUXE","both","NEW SHANGHAI DELUXE CORP","50 MOTT STREET","10184",,"Skipped Inspection","No Seating","2020-07-14T18:44:28.000","DEP","10013","40.715535","-73.998539","3","1","29","1001789","1001630018","Chinatown"
"Manhattan","Nam Son","roadway","Nam Son Restaurant Inc.","245 Grand Street","10185",,"Non-Compliant",,"2020-07-14T18:45:00.000","DOB","10002","40.718293","-73.994322","3","1","16","1003933","1003040019","Chinatown"
"Brooklyn","Beriozka Rest Corp","sidewalk","Beriozka Rest Corp","2775 Coney Island Avenue","10186",,"Skipped Inspection","No Seating","2020-07-14T18:45:57.000","DOB","11235","40.588911","-73.960463","15","48","588","3203832","3074300065","Homecrest"
"Manhattan","Kefi Restaurant","both","MPMB LLC","222 West 79th Street","10188",,"Skipped Inspection","No Seating","2020-07-14T18:49:17.000","DOB","10024","40.783504","-73.979197","7","6","167","1030916","1011700043","Upper West Side"
"Manhattan","Wo Hop","both","Wo Hop 17","17 Mott St","10189",,"Compliant",,"2020-07-14T18:49:40.000","DOT","10013","40.714250","-73.998766","3","1","29","1079262","1001640047","Chinatown"
"Brooklyn","Luzzos bk","both","145 Atlantic LLC","145 Atlantic ave","1019",,"Non-Compliant",,"2020-07-04T14:20:20.000","DEP","11201","40.690500","-73.995265","2","33","7","3002737","3002750012","Brooklyn Heights-Cobble Hill"
"Manhattan","Galli","both","45 Mercer Restaurant LLC","45  Mercer St","10190",,"Compliant",,"2020-07-14T18:50:16.000","DOT","10013","40.721573","-74.001187","2","1","47","1079899","1004740018","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","MEXICAN BISTRO CORP","both","MEXICAN BISTRO CORP","3803 10TH AVENUE","10191",,"Skipped Inspection","No Seating","2020-07-14T18:51:44.000","DOT","10034","40.862268","-73.920515","12","10","299","1064495","1022000005","Marble Hill-Inwood"
"Manhattan","Dublin House","both","Dublin House LLC","225 west 79th","10192",,"Skipped Inspection","No Seating","2020-07-14T18:52:43.000","DOB","10024",,,,,,,,
