"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-06123-0049","9524 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.614598472108, -74.029634939858)","3","11209","40.614534","-74.029658","10","43","162","3155783","3061230049","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","60","1928","47842","657827","13.75","2400000","50","3-06048-0005","8701 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","43","1926","45600","599017","13.14","2190000","48","0.55","3-06060-0032","8802 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","48","1935","46488","667193","14.35","2440000","52","0.6"
"3-06568-0027","1350 OCEAN PARKWAY
Brooklyn, NY 
(40.615777219308, -73.969203019699)","3","11230","40.615794","-73.96889","12","44","444","3172889","3065680027","Ocean Parkway South                                                        ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","65","1949","80850","1063600","13.16","3880000","48","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","0.85","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.8"
"3-02421-0038","241 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","22","1909","21050","195765","9.3","458000","21.76","3-02425-0040","383 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","41","1915","37236","347496","9.33","991000","26.6","0.3","3-02436-0013","314 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","35","1916","29520","270442","9.16","771000","26.1","0.15"
"3-00235-0020","135 WILLOW STREET
Brooklyn, NY 
(40.697402333983, -73.995764116199)","3","11201","40.697123","-73.995925","2","33","301","3001790","3002350020","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","112","1956","91416","2167528","23.71","9410000","103","3-05279-0043","829 GREENWOOD AVENUE
Brooklyn, NY 
(40.652297321362, -73.973630891536)","WINDSOR TERRACE","D1-ELEVATOR","135","1982","104640","2198318","21.01","9550000","91","3.25","3-08722-0475","200 BRIGHTON 15 STREET
Brooklyn, NY 
(40.576314119002, -73.954980266958)","BRIGHTON BEACH","D1-ELEVATOR","96","1951","96600","1530279","15.84","6060000","63","8.6"
"3-05061-0040","416 OCEAN AVENUE
Brooklyn, NY 
(40.652601701816, -73.961529063122)","3","11226","40.652714","-73.961521","14","40","50804","3116130","3050610040","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","90","1924","131355","1243140","9.46","3550000","27","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","382764","17.01","1520000","68","2.15","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","135817","17.88","538000","71","0.65"
"3-00942-0061","113 STERLING PLACE
Brooklyn, NY 
(40.677501104714, -73.974661234102)","3","11217","40.677506","-73.974745","6","39","161","3019123","3009420061","Prospect Heights                                                           ","PARK SLOPE","D4-ELEVATOR","11","1920","9290","155491","16.74","615000","66","3-02396-0021","289 1 STREET
Brooklyn, NY 
(40.674461445981, -73.983148538837)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","24","1909","19080","271955","14.25","637000","33.4","2.55","3-02396-0027","279 1 STREET
Brooklyn, NY 
(40.674613611257, -73.983464945998)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","22","1910","16250","247118","15.21","579000","35.6","2.55"
"3-00255-0025","99 CLINTON STREET
Brooklyn, NY 
(40.69318493027, -73.992900875876)","3","11201","40.693198","-73.992925","2","33","9","3002246","3002550025","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","11","1900","25900","421497","16.27","1670000","64","3-00182-0057","103 SMITH STREET
Brooklyn, NY 
(40.688253798868, -73.989368440395)","BOERUM HILL","C7-WALK-UP","28","1900","19200","388124","20.21","1690000","88","0.4","3-00020-0006","25 JAY STREET
Brooklyn, NY 
(40.704188212301, -73.98654953086)","DOWNTOWN-FULTON FERRY","C7-WALK-UP","28","1920","47735","775073","16.24","3070000","64","0.85"
"3-07593-0041","909 29 STREET
Brooklyn, NY 
(40.628809098159, -73.948241391995)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","60","1939","68400","774972","11.33","2410000","35.2","3-01208-0001","77 NEW YORK AVENUE
Brooklyn, NY 
(40.677481173069, -73.946960537544)","CROWN HEIGHTS","D1-ELEVATOR","103","1975","67582","835706","12.37","1960000","29","3.4","3-07158-0033","2245 OCEAN PARKWAY
Brooklyn, NY 
(40.594801722844, -73.964576962002)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","74","1958","67620","821604","12.15","2830000","41.9","2.45"
"3-01172-0021","280 ST JOHN'S PLACE
Brooklyn, NY 
(40.674024499796, -73.968237997814)","3","11238","40.674073","-73.968171","8","35","207","3029355","3011720021","Prospect Heights                                                           ","PROSPECT HEIGHTS","C6-WALK-UP","16","1912","12628","255453","20.23","1110000","88","3-00817-0001","5319 6 AVENUE
Brooklyn, NY 
(40.641969011327, -74.009946773009)","SUNSET PARK","C1-WALK-UP","16","1911","10460","213840","20.44","501000","47.9","3.1","3-01970-0001","51 CLASSON AVENUE
Brooklyn, NY 
(40.698595632509, -73.961752211107)","BEDFORD STUYVESANT","C1-WALK-UP","20","1930","14796","300340","20.3","1300000","88","1"
"3-01083-0005","411 8 AVENUE
Brooklyn, NY 
(40.668684069488, -73.976731644337)","3","11215","40.668633","-73.976807","6","39","165",,,"Park Slope-Gowanus                                                         ","PARK SLOPE","D4-ELEVATOR","31","1922","49188","810618","16.48","3210000","65","3-06114-0006","310 94 STREET
Brooklyn, NY 
(40.617672303917, -74.032842558123)","BAY RIDGE","D7-ELEVATOR","74","1928","48000","824364","17.17","3260000","68","4.6","3-02104-0008","299 ADELPHI STREET
Brooklyn, NY 
(40.688581219042, -73.970907219944)","FORT GREENE","D9-ELEVATOR","71","1927","44046","767666","17.43","3040000","69","1.45"
"3-05358-0063","315 OCEAN PARKWAY
Brooklyn, NY 
(40.641659545529, -73.97347087335)","3","11218","40.641747","-73.97379","12","39","494","3125497","3053580063","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","90","1961","90000","944886","10.5","2940000","32.7","3-05355-0012","392 4 STREET
Brooklyn, NY 
(40.670708274412, -73.980783997206)","OCEAN PARKWAY-NORTH","C1-WALK-UP","28","1928","22176","338694","15.27","1340000","60","0.2","3-05360-0082","285 8 STREET
Brooklyn, NY 
(40.669738544001, -73.985635498291)","OCEAN PARKWAY-NORTH","C1-WALK-UP","16","1930","11000","102000","9.27","291000","26.5","0.1"
"3-00739-0032","570 44 STREET
Brooklyn, NY 
(40.647514057723, -74.005293310883)","3",,,,,,,,,,"SUNSET PARK","C6-WALK-UP","16","1914","14112","219629","15.56","869000","62","3-00681-0052","215 33 STREET
Brooklyn, NY 
(40.655489234157, -74.001766564187)","SUNSET PARK","C1-WALK-UP","24","1917","13400","216822","16.18","858000","64","0.6","3-01096-0035","558 11 STREET
Brooklyn, NY 
(40.664701106501, -73.980596071399)","PARK SLOPE","C1-WALK-UP","24","1920","13280","202170","15.22","800000","60","1.75"
"3-07680-0001","2607 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","84","1950","62500","695250","11.12","2160000","34.6","3-05123-0001","1904 ALBEMARLE ROAD
Brooklyn, NY 
(40.647092055119, -73.961583418668)","FLATBUSH-CENTRAL","D1-ELEVATOR","59","1927","67074","681546","10.16","1940000","28.9","2.2","3-01322-0001","501 NEW YORK AVENUE
Brooklyn, NY 
(40.662881226221, -73.947925580518)","FLATBUSH-NORTH","D7-ELEVATOR","89","1952","68220","878710","12.88","3210000","47.1","3.3"
"3-00236-0088","145 HICKS STREET
Brooklyn, NY 
(40.697230180132, -73.994877953415)","3","11201","40.697213","-73.994915","2","33","501","3001852","3002360088","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","107","1935","113604","2457255","21.63","10700000","94","3-01946-0004","379 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CLINTON HILL","D5-ELEVATOR","86","1905","113924","1813401","15.92","7180000","63","1.7","3-08723-0410","1511 CORBIN PLACE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BRIGHTON BEACH","D1-ELEVATOR","132","1951","109832","1739892","15.84","6890000","63","8.6"
"3-05772-0021","1046 68 STREET
Brooklyn, NY 
(40.62715761826, -74.008457070736)","3","11219","40.627509","-74.008981","10","43","210","3399190","3057720021","Dyker Heights                                                              ","DYKER HEIGHTS","C6-WALK-UP","12","1987","8505","128080","15.06","507000","60","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","2.85","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","4.95"
"3-00173-0039","457 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11217","40.686236","-73.980962","2","33","39","3000583","3001730039","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","DOWNTOWN-FULTON MALL","C6-WALK-UP","16","1905","9784","185930","19","736000","75","3-00146-0036","406 ALBEE SQUARE
Brooklyn, NY 
(40.691034734001, -73.983500585409)","DOWNTOWN-FULTON MALL","C1-WALK-UP","15","1905","9055","153051","16.9","606000","67","0.35","3-00172-0064","375 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","DOWNTOWN-FULTON MALL","C1-WALK-UP","20","1905","15200","272223","17.91","1080000","71","0.1"
"3-05389-0010","430 OCEAN PARKWAY
Brooklyn, NY 
(40.638130291034, -73.973425168335)","3","11218","40.637951","-73.973088","12","39","490","3126780","3053890010","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","84","1941","88277","1331217","15.08","5270000","60","3-06026-0001","8415 4 AVENUE
Brooklyn, NY 
(40.623897963169, -74.027877752129)","BAY RIDGE","D1-ELEVATOR","112","1926","81000","1137160","14.04","4150000","51","2.95","3-06069-0013","8829 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619199405119, -74.025508438186)","BAY RIDGE","D1-ELEVATOR","139","1927","96952","1562848","16.12","6190000","64","3"
"3-02732-0009","74 RICHARDSON STREET
Brooklyn, NY 
(40.718360662412, -73.949102785166)","3","11211","40.718381","-73.949139","1","34","515","3068058","3027320009","North Side-South Side                                                      ","WILLIAMSBURG-EAST","C6-WALK-UP","20","1928","15225","343323","22.55","804000","53","3-02494-0026","233 FRANKLIN STREET
Brooklyn, NY 
(40.735148270348, -73.95848918718)","GREENPOINT","C1-WALK-UP","20","1920","27309","575966","21.09","2500000","92","1.3","3-02558-0064","109 GREENPOINT AVENUE
Brooklyn, NY 
(40.730090522565, -73.955751984342)","GREENPOINT","C1-WALK-UP","16","1930","13000","312145","24.01","1360000","105","0.95"
"3-01165-0011","675 VANDERBILT AVENUE
Brooklyn, NY 
(40.676675222679, -73.969196554439)","3","11238","40.676602","-73.969233","8","35","207","3029080","3011650011","Prospect Heights                                                           ","PROSPECT HEIGHTS","C6-WALK-UP","16","1910","8952","178694","19.96","776000","87","3-01162-0010","635 GRAND AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CROWN HEIGHTS","C1-WALK-UP","11","1931","6924","144528","20.87","628000","91","0.35","3-01162-0011","633 GRAND AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CROWN HEIGHTS","C1-WALK-UP","11","1931","7280","147451","20.25","640000","88","0.35"
"3-06508-0022","515 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"OCEAN PARKWAY-NORTH","D4-ELEVATOR","47","1936","55800","641710","11.5","2210000","39.6","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.65","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","3.1"
"3-07397-0085","1200 GRAVESEND NECK ROAD
Brooklyn, NY 
(40.59419299503, -73.958305402699)","3","11229","40.594252","-73.958228","15","48","584","3201771","3073970085","Homecrest                                                                  ","SHEEPSHEAD BAY","D4-ELEVATOR","71","1963","70710","944015","13.35","3450000","48.8","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","0.8","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.45"
"3-06126-0041","351 MARINE AVENUE
Brooklyn, NY 
(40.614633137336, -74.033808588594)","3","11209","40.61436","-74.033331","10","43","5601","3155853","3061260041","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","107","1931","112829","1250145","11.08","3880000","34.4","3-05904-0001","1 74 STREET
Brooklyn, NY 
(40.634340009239, -74.036718915504)","BAY RIDGE","D1-ELEVATOR","102","1938","112140","1421122","12.67","4900000","43.7","1.4","3-06069-0004","8831 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619188475173, -74.025517745718)","BAY RIDGE","D1-ELEVATOR","122","1931","129024","1224908","9.49","3490000","27","0.5"
"3-00221-0033","73 ORANGE STREET
Brooklyn, NY 
(40.698969919087, -73.99309710771)","3","11201","40.698959","-73.993126","2","33","1","3001650","3002210033","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","16","1925","13428","255179","19","1010000","75","3-02396-0027","279 1 STREET
Brooklyn, NY 
(40.674613611257, -73.983464945998)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","22","1910","16250","247118","15.21","579000","35.6","2.15","3-05079-0019","142 ST PAUL'S PLACE
Brooklyn, NY 
(40.650448198699, -73.962579935387)","FLATBUSH-CENTRAL","D9-ELEVATOR","16","1912","16080","305520","19","1210000","75","3.7"
"3-01065-0037","90 8 AVENUE
Brooklyn, NY 
(40.673041467713, -73.973288702209)","3","11215","40.673073","-73.973247","6","39","157","3024655","3010650037","Park Slope-Gowanus                                                         ","PARK SLOPE","D4-ELEVATOR","60","1928","73400","1360836","18.54","5390000","73","3-01170-0005","36 PLAZA ST
Brooklyn, NY 
(40.674069569571, -73.97144654162)","PROSPECT HEIGHTS","D6-ELEVATOR","85","1926","75535","1459271","19.32","6340000","84","0.35","3-00275-0001","200 CLINTON STREET
Brooklyn, NY 
(40.690347634823, -73.994348984645)","BROOKLYN HEIGHTS","D7-ELEVATOR","94","1926","73032","1730892","23.7","7520000","103","1.6"
"3-01208-0064","1299 DEAN STREET
Brooklyn, NY 
(40.67668382776, -73.945933955827)","3","11216","40.676667","-73.945872","8","36","313","3324467","3012080064","Crown Heights North                                                        ","CROWN HEIGHTS","D4-ELEVATOR","24","1913","22320","245520","11","575000","25.8","3-01406-0050","1497 CARROLL STREET
Brooklyn, NY 
(40.666495377841, -73.937596712479)","CROWN HEIGHTS","D1-ELEVATOR","53","1925","48088","528793","11","1640000","34.1","0.8","3-01206-0028","1232 PACIFIC STREET
Brooklyn, NY 
(40.6776792684, -73.950789615535)","CROWN HEIGHTS","D1-ELEVATOR","36","1905","29772","327898","11.01","1020000","34.3","0.3"
"3-06776-0065","1625 13 STREET
Brooklyn, NY 
(40.606218773637, -73.985995533033)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","65","1939","66000","676960","10.26","2100000","31.8","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","0.45","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.25"
"3-06756-0001","1810 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","48","1935","57600","623915","10.83","1940000","33.7","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","0.85","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.05"
"3-02146-0027","95 10 STREET
Brooklyn, NY 
(40.672106553766, -73.994112232065)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","35","1915","21014","198912","9.47","466000","22.18","3-02425-0040","383 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","41","1915","37236","347496","9.33","991000","26.6","0.7","3-02436-0013","314 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","35","1916","29520","270442","9.16","771000","26.1","0.55"
"3-06701-0064","915 17 STREET
Brooklyn, NY 
(40.628150482204, -73.959979760401)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","114","1948","136800","1834460","13.41","6700000","49","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.75","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.55"
"3-05392-0042","478 9 STREET
Brooklyn, NY 
(40.666324045453, -73.980487963483)","3",,,,,,,,,,"OCEAN PARKWAY-NORTH","C6-WALK-UP","17","1916","21964","270376","12.31","933000","42.5","3-05421-0035","312 WEBSTER AVENUE
Brooklyn, NY 
(40.633304241481, -73.969746360353)","OCEAN PARKWAY-NORTH","C1-WALK-UP","38","1930","25500","325879","12.78","1120000","43.9","0.35","3-05422-0050","49 PARKVILLE AVENUE
Brooklyn, NY 
(40.628720013865, -73.975971587715)","OCEAN PARKWAY-NORTH","C1-WALK-UP","37","1931","28000","331380","11.84","1140000","40.7","0.65"
"3-05991-0005","8015 6 AVENUE
Brooklyn, NY 
(40.624229331037, -74.021805011096)","3","11209","40.62417","-74.021859","10","43","142","3151421","3059910005","Bay Ridge                                                                  ","BAY RIDGE","C6-WALK-UP","12","1924","9920","136400","13.75","498000","50","3-05385-0056","755 MC DONALD AVENUE
Brooklyn, NY 
(40.635704278116, -73.978048220523)","OCEAN PARKWAY-NORTH","C7-WALK-UP","13","1930","9096","150000","16.49","594000","65","2.45","3-06117-0040","367 96 STREET
Brooklyn, NY 
(40.615754851325, -74.03230100279)","BAY RIDGE","C1-WALK-UP","24","1926","16000","236094","14.76","862000","54","0.8"
"3-00739-0030","566 44 STREET
Brooklyn, NY 
(40.647566387481, -74.005376523777)","3",,,,,,,,,,"SUNSET PARK","C6-WALK-UP","16","1914","13752","121532","8.84","314000","22.83","3-00284-0017","94 ATLANTIC AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","COBBLE HILL","C7-WALK-UP","32","1900","40701","1334447","32.8","6390000","157","3","3-00747-0048","461 46 STREET
Brooklyn, NY 
(40.647892191666, -74.008831224371)","SUNSET PARK","C1-WALK-UP","43","1912","37700","401121","10.64","1250000","33.2","0.15"
"3-00208-0331","160 COLUMBIA HEIGHTS
Brooklyn, NY 
(40.698201367782, -73.996420254488)","3","11201","40.697982","-73.996495","2","33","301","3001510","3002080331","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","84","1937","84445","1974409","23.38","8570000","101","3-03512-0001","663 HOWARD AVENUE
Brooklyn, NY 
(40.66594467795, -73.91936484805)","BROWNSVILLE","D1-ELEVATOR","122","1983","85370","1760261","20.62","4120000","48.3","4.6","3-00236-0103","52 CLARK STREET
Brooklyn, NY 
(40.697726780722, -73.994156212372)","BROOKLYN HEIGHTS","D5-ELEVATOR","142","1928","79460","2280583","28.7","10900000","137","0.15"
"3-08514-0038","5302 FILLMORE AVENUE
Brooklyn, NY 
(40.614628268408, -73.923462455969)","3","11234","40.614661","-73.923338","18","46","670","3337551","3085140038","Georgetown-Marine Park-Bergen Beach-Mill Basin                             ","OLD MILL BASIN","C6-WALK-UP","28","1955","25424","397780","15.65","1570000","62","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","382764","17.01","1520000","68","3.9","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","135817","17.88","538000","71","3.9"
"3-01179-0092","55 EASTERN PARKWAY
Brooklyn, NY 
(40.672955822137, -73.966773120692)","3","11238","40.672827","-73.966643","8","35","215","3029635","3011790092","Prospect Heights                                                           ","PROSPECT HEIGHTS","D4-ELEVATOR","47","1925","44100","646369","14.66","2360000","54","3-01078-0016","530 2 STREET
Brooklyn, NY 
(40.670711051002, -73.977282710454)","PARK SLOPE","D1-ELEVATOR","47","1920","39261","571250","14.55","2090000","53","0.65","3-01361-0043","1248 ST MARK'S AVENUE
Brooklyn, NY 
(40.673981012962, -73.928175766891)","CROWN HEIGHTS","D1-ELEVATOR","48","1926","37400","591587","15.82","2340000","63","1.9"
"3-07238-0042","2610 OCEAN PARKWAY
Brooklyn, NY 
(40.586355335546, -73.966541318593)","3","11235","40.586363","-73.966233","13","47","37401","3196062","3072380042","Gravesend                                                                  ","OCEAN PARKWAY-SOUTH","D4-ELEVATOR","56","1964","51800","756280","14.6","2760000","53","3-06383-0006","2255 BENSON AVENUE
Brooklyn, NY 
(40.59931837295, -73.994008247892)","GRAVESEND","D1-ELEVATOR","69","1960","54210","761571","14.05","2780000","51","1.6","3-05881-0038","15 MACKAY PLACE
Brooklyn, NY 
(40.637146571273, -74.035450291167)","BAY RIDGE","D1-ELEVATOR","69","1960","50400","763379","15.15","3020000","60","5"
"3-06463-0143","244 BAY 19 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11214","40.601934","-74.007152","11","43","176","3328654","3064630143","Bath Beach                                                                 ","BATH BEACH","C6-WALK-UP","62","1949","45414","381477","8.4","984000","21.67","3-05881-0003","7005 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","C9-WALK-UP","46","1950","51840","583233","11.25","1810000","34.9","2.85","3-08716-0080","3047 BRIGHTON 13 STREET
Brooklyn, NY 
(40.579359485036, -73.955902832961)","BRIGHTON BEACH","C1-WALK-UP","41","1926","30800","397096","12.89","1450000","47.1","3.15"
"3-01930-0001","325 CLINTON AVENUE
Brooklyn, NY 
(40.688271791375, -73.967824380372)","3","11205","40.688385","-73.967854","2","35","197","3055311","3019300001","Clinton Hill                                                               ","CLINTON HILL","D4-ELEVATOR","112","1946","138474","1996795","14.42","7290000","53","3-01946-0004","379 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CLINTON HILL","D5-ELEVATOR","86","1905","113924","1813401","15.92","7180000","63","0.15","3-01925-0007","213 TAAFFE PLACE
Brooklyn, NY 
(40.692126085764, -73.959746259719)","BEDFORD STUYVESANT","D1-ELEVATOR","90","1935","108000","2034802","18.84","8050000","75","0.45"
"3-07433-0150","2555 12 STREET
Brooklyn, NY 
(40.589618650736, -73.981909897291)","3",,,,,,,,,,"SHEEPSHEAD BAY","D4-ELEVATOR","91","1963","72145","970300","13.45","3540000","49.1","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.1","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.6"
"3-07322-0007","1716 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"MADISON","D4-ELEVATOR","60","1932","55800","750264","13.45","2740000","49.1","3-06653-0034","1780 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","GRAVESEND","D1-ELEVATOR","98","1962","81888","1148847","14.03","4190000","51","1.2","3-06730-0072","1640 OCEAN AVENUE
Brooklyn, NY 
(40.622064815979, -73.955798000039)","MIDWOOD","D1-ELEVATOR","98","1929","100610","956100","9.5","2730000","27.1","1.5"
"3-05858-0030","760 67 STREET
Brooklyn, NY 
(40.63186876152, -74.014431194566)","3",,,,,,,,,,"BAY RIDGE","D4-ELEVATOR","54","1938","45900","607257","13.23","2220000","48.4","3-06060-0032","8802 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","48","1935","46488","667193","14.35","2440000","52","1.25","3-05389-0067","623 5 STREET
Brooklyn, NY 
(40.667612575809, -73.975981311235)","OCEAN PARKWAY-NORTH","D1-ELEVATOR","48","1932","41963","508339","12.11","1750000","41.7","2.2"
