"fy","type","received","address","bor_name","block","lot","bbl","landm_type","app_status","staff_action","board_action","amount","prj_status","latitude","longitude","community_board","council_district","census_tract","bin","nta","postcode"
"94","HO","1994-06-24T00:00:00.000","25 St. Felix Street","Brooklyn","2097","23","3020970023","Not Landmarked","Closed","Denied at staff level",,,,"40.688922","-73.977755","302","35","33","3058695","Fort Greene","11217"
"94","HO","1994-06-27T00:00:00.000","163 Midwood Street","Brooklyn","5032","74","3050320074","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.659835","-73.955224","309","40","800","3114969","Prospect Lefferts Gardens-Wingate","11225"
"94","HO","1994-06-28T00:00:00.000","121 Cambridge Place","Brooklyn","1981","14","3019810014","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.683492","-73.962809","302","35","201","3056749","Clinton Hill","11238"
"94","NFP","1994-06-28T00:00:00.000","17 1/2 MacDougal Alley","Manhattan","551","28","1005510028","Greenwich Village Historic District","Closed","Presented to board","Approved","14550.00","Completed","40.732388","-73.997738","102","1","63","1008861","West Village","10011"
"95","HO","1994-07-05T00:00:00.000","1060 Clay Avenue","Bronx","2425","12","2024250012","Clay Avenue Historic District","Closed","Withdrawn",,,,"40.828766","-73.912609","204","16","143","2002059","East Concourse-Concourse Village","10456"
"95","HO","1994-07-12T00:00:00.000","231 Sterling Street","Brooklyn","1315","75","3013150075","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.662999","-73.95307","309","40","329","3034831","Prospect Lefferts Gardens-Wingate","11225"
"95","HO","1994-07-19T00:00:00.000","1055 Clay Avenue","Bronx","2428","29","2024280029","Clay Avenue Historic District","Closed","Withdrawn",,,,"40.82867","-73.912685","204","16","175","2002132","East Concourse-Concourse Village","10456"
"95","HO","1994-07-27T00:00:00.000","4 West 123rd Street","Manhattan","1721","22","1017210022","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.805865","-73.945044","110","9","200","1053404","Central Harlem South","10027"
"95","HO","1994-08-03T00:00:00.000","43 Rutland Road","Brooklyn","5034","88","3050340088","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.658884","-73.958973","309","40","79801","3341515","Prospect Lefferts Gardens-Wingate","11225"
"95","HO","1994-08-05T00:00:00.000","14 Willow Place","Brooklyn","259","38","3002590038","Brooklyn Heights Historic District","Closed","Denied at staff level",,,,"40.693245","-73.997793","302","33","7","3002292","Brooklyn Heights-Cobble Hill","11201"
"95","HO","1994-08-16T00:00:00.000","37 South Elliott Place","Brooklyn","2099","21","3020990021","Fort Greene Historic District","Closed","Presented to board","Approved","8000.00","Completed","40.688526","-73.975859","302","35","33","3058790","Fort Greene","11217"
"95","HO","1994-08-16T00:00:00.000","240 Sterling Street","Brooklyn","1320","12","3013200012","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.662993","-73.952915","309","40","329","3035028","Prospect Lefferts Gardens-Wingate","11225"
"95","HO","1994-08-29T00:00:00.000","112 South Elliott Place","Brooklyn","2113","44","3021130044","Brooklyn Academy of Music Historic District","Closed","Denied at staff level",,,,"40.686037","-73.975384","302","35","35","3059257","Fort Greene","11217"
"95","HO","1994-09-19T00:00:00.000","152 6th Avenue","Brooklyn","947","44","3009470044","Park Slope Historic District","Closed","Denied at staff level",,,,"40.677224","-73.976768","306","39","131","3019431","Park Slope-Gowanus","11217"
"95","HO","1994-09-23T00:00:00.000","249 Baltic Street","Brooklyn","307","40","3003070040","Cobble Hill Historic District","Closed","Denied at staff level",,,,"40.686328","-73.994721","306","39","45","3003425","Carroll Gardens-Columbia Street-Red Hook","11201"
"95","HO","1994-09-30T00:00:00.000","137 Midwood Street","Brooklyn","5032","84","3050320084","Prospect Lefferts Gardens Historic District","Closed","Denied at staff level",,,,"40.659796","-73.955833","309","40","800","3114979","Prospect Lefferts Gardens-Wingate","11225"
"95","HO","1994-10-03T00:00:00.000","28 West 123rd Street","Manhattan","1721","30","1017210030","Mount Morris Park Historic District","Closed","Withdrawn",,,,"40.805983","-73.945319","110","9","200","1053412","Central Harlem South","10027"
"95","HO","1994-10-11T00:00:00.000","128 Gates Avenue","Brooklyn","1981","38","3019810038","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.684831","-73.962548","302","35","201","3056772","Clinton Hill","11238"
"95","HO","1994-10-12T00:00:00.000","257 Sterling Street","Brooklyn","1315","64","3013150064","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Denied",,,"40.663037","-73.952457","309","40","329","3034820","Prospect Lefferts Gardens-Wingate","11225"
"95","HO","1994-10-26T00:00:00.000","297 Waverly Avenue","Brooklyn","1931","14","3019310014","Clinton Hill Historic District","Closed","Withdrawn",,,,"40.689084","-73.967006","302","35","197","3055331","Clinton Hill","11205"
"95","NFP","1994-11-21T00:00:00.000","208 West 13th Street","Manhattan","617","47","1006170047","Greenwich Village Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.738034","-74.000603","102","3","77","1067571","West Village","10011"
"95","HO","1994-11-22T00:00:00.000","237 East 21st Street","Brooklyn","5102","111","3051020111","Albemarle-Kenmore Terraces Historic District","Closed","Withdrawn",,,,"40.648687","-73.959675","314","40","51002","3117197","Flatbush","11226"
"95","HO","1994-11-29T00:00:00.000","303 Washington Avenue","Brooklyn","1918","3","3019180003","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.690064","-73.966205","302","35","195","3055085","Clinton Hill","11205"
"95","HO","1994-11-29T00:00:00.000","27 Tyler Avenue","Staten Island","305","76","5003050076","Individual Landmark","Closed","Denied at staff level",,,,"40.623368","-74.11223","501","49","121","5008392","New Brighton-Silver Lake","10310"
"95","NFP","1994-12-02T00:00:00.000","220 Willoughby Avenue","Brooklyn","1922","1","3019220001","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.692209","-73.96267","302","35","193","3339198","Clinton Hill","11205"
"95","NFP","1994-12-15T00:00:00.000","200 Willoughby Avenue","Brooklyn","1920","1","3019200001","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.692056","-73.963958","302","35","193","3334961","Clinton Hill","11205"
"95","HO","1994-12-16T00:00:00.000","165 Sterling Street","Brooklyn","1314","72","3013140072","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.662846","-73.9555","309","40","327","3034782","Prospect Lefferts Gardens-Wingate","11225"
"95","NFP","1995-02-07T00:00:00.000","52 West 119th Street","Manhattan","1717","56","1017170056","Mount Morris Park Historic District","Closed","Presented to board","Approved","11750.00","Rescinded","40.803266","-73.946654","110","9","190","1053211","Central Harlem South","10026"
"95","NFP","1995-02-07T00:00:00.000","54 West 119th Street","Manhattan","1717","57","1017170057","Mount Morris Park Historic District","Closed","Presented to board","Approved","10150.00","Rescinded","40.803286","-73.946701","110","9","190","1053212","Central Harlem South","10026"
"95","HO","1995-03-13T00:00:00.000","779 Dawson Street","Bronx","2695","30","2026950030","Longwood Historic District","Closed","Denied at staff level",,,,"40.817598","-73.899867","202","17","85","2005327","Longwood","10455"
"95","NFP","1995-03-28T00:00:00.000","75 Vanderbilt Avenue","Staten Island","534","1","5005340001","Individual Landmark","Closed","Withdrawn",,,,"40.621137","-74.075102","501","49","27","5106863","Stapleton-Rosebank","10304"
"95","NFP","1995-04-11T00:00:00.000","321-325 East 73rd Street","Manhattan","1448","16","1014480016","Individual Landmark","Closed","Presented to board","Approved","18000.00","Completed","40.769198","-73.957169","108","5","126","1076316","Lenox Hill-Roosevelt Island","10021"
"95","NFP","1995-04-27T00:00:00.000","432 West 44th Street","Manhattan","1053","49","1010530049","Individual Landmark","Closed","Presented to board","Denied",,,"40.760175","-73.992766","104","3","121","1026377","Clinton","10036"
"95","HO","1995-04-28T00:00:00.000","61 South Elliott Place","Brooklyn","2099","9","3020990009","Fort Greene Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.687983","-73.975751","302","35","33","3058781","Fort Greene","11217"
"95","NFP","1995-04-30T00:00:00.000","1000 Richmond Terrace","Staten Island","76","200","5000760200","Individual Landmark","Closed","Withdrawn",,,,"40.645232","-74.104674","501","49","97","5000000","West New Brighton-New Brighton-St. George","10310"
"95","HO","1995-05-05T00:00:00.000","74 West 120th Street","Manhattan","1718","65","1017180065","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.804233","-73.946996","110","9","200","1053285","Central Harlem South","10027"
"95","HO","1995-05-05T00:00:00.000","8 West 123rd Street","Manhattan","1721","23","1017210023","Mount Morris Park Historic District","Closed","Withdrawn",,,,"40.805884","-73.945091","110","9","200","1053405","Central Harlem South","10027"
"95","HO","1995-05-18T00:00:00.000","245 Sterling Street","Brooklyn","1315","69","3013150069","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Approved","10000.00","Completed","40.66302","-73.952738","309","40","329","3034825","Prospect Lefferts Gardens-Wingate","11225"
"95","HO","1995-05-31T00:00:00.000","154 Noble Street","Brooklyn","2573","10","3025730010","Greenpoint Historic District","Closed","Withdrawn",,,,"40.728753","-73.954268","301","33","561","3065099","Greenpoint","11222"
"96","HO","1995-07-18T00:00:00.000","108 St. James Place","Brooklyn","1963","44","3019630044","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.686462","-73.964401","302","35","201","3056065","Clinton Hill","11238"
"96","HO","1995-08-03T00:00:00.000","2 Verona Place","Brooklyn","1849","25","3018490025","Not Landmarked","Closed","Denied at staff level",,,,"40.681161","-73.947656","303","36","249","3322641","Bedford","11216"
"96","HO","1995-08-03T00:00:00.000","200 Lafayette Avenue","Brooklyn","1943","13","3019430013","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.687893","-73.968493","302","35","197","3055457","Clinton Hill","11238"
"96","HO","1995-08-08T00:00:00.000","430 Grand Avenue","Brooklyn","1981","61","3019810061","Clinton Hill Historic District","Closed","Withdrawn",,,,"40.683599","-73.96186","302","35","201","3056795","Clinton Hill","11238"
"96","HO","1995-08-23T00:00:00.000","1125 Forest Avenue","Bronx","2651","37","2026510037","Morris High School Historic District","Closed","Withdrawn",,,,"40.827498","-73.90236","203","16","135","2004635","Morrisania-Melrose","10456"
"96","HO","1995-09-07T00:00:00.000","256 Carlton Avenue","Brooklyn","2089","63","3020890063","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.690197","-73.97227","302","35","183","3058469","Fort Greene","11205"
"96","HO","1995-09-14T00:00:00.000","22 West 12th Street","Manhattan","575","41","1005750041","Greenwich Village Historic District","Closed","Denied at staff level",,,,"40.735","-73.995385","102","3","63","1009578","West Village","10011"
"96","HO","1995-09-28T00:00:00.000","447A Washington Avenue","Brooklyn","1963","8","3019630008","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.685241","-73.965213","302","35","201","3056046","Clinton Hill","11238"
"96","HO","1995-10-02T00:00:00.000","470 West 144th Street","Manhattan","2059","28","1020590028","Hamilton Heights Historic District","Closed","Denied at staff level",,,,"40.824278","-73.947443","109","7","227","1061296","Hamilton Heights","10031"
"96","HO","1995-10-03T00:00:00.000","35 West 95th Street","Manhattan","1209","18","1012090018","Upper West Side/Central Park West Historic District","Closed","Denied at staff level",,,,"40.791477","-73.966309","107","6","181","1031713","Upper West Side","10025"
"96","HO","1995-10-26T00:00:00.000","278 Carroll Street","Brooklyn","450","23","3004500023","Carroll Gardens Historic District","Closed","Denied at staff level",,,,"40.679751","-73.993929","306","39","77","3007571","Carroll Gardens-Columbia Street-Red Hook","11231"
"96","NFP","1995-10-31T00:00:00.000","62 Hamilton Terrace","Manhattan","2050","64","1020500064","Hamilton Heights Historic District","Closed","Presented to board","Approved","15000.00","Completed","40.823075","-73.946309","109","7","227","1060961","Hamilton Heights","10031"
"96","NFP","1995-11-15T00:00:00.000","481 East 140Street","Bronx","2285","58","2022850058","Mott Haven East Historic District","Closed","Denied at staff level",,,,"40.809435","-73.919624","201","8","39","2000340","Mott Haven-Port Morris","10454"
"96","NFP","1995-11-15T00:00:00.000","471 East 140 Street","Bronx","2285","61","2022850061","Mott Haven East Historic District","Closed","Denied at staff level",,,,"40.809528","-73.919848","201","8","39","2000342","Mott Haven-Port Morris","10454"
"96","NFP","1995-11-15T00:00:00.000","465 East 140 Street","Bronx","2285","63","2022850063","Mott Haven East Historic District","Closed","Denied at staff level",,,,"40.809586","-73.919982","201","8","39","2000343","Mott Haven-Port Morris","10454"
"96","NFP","1995-11-15T00:00:00.000","461 East 140th Street","Bronx","2285","64","2022850064","Mott Haven East Historic District","Closed","Denied at staff level",,,,"40.809624","-73.920072","201","8","39","2000344","Mott Haven-Port Morris","10454"
"96","NFP","1995-11-15T00:00:00.000","455 East 140th Street","Bronx","2285","66","2022850066","Mott Haven East Historic District","Closed","Denied at staff level",,,,"40.809679","-73.920206","201","8","39","2000345","Mott Haven-Port Morris","10454"
"96","NFP","1995-11-15T00:00:00.000","451 East 140 Street","Bronx","2285","67","2022850067","Mott Haven East Historic District","Closed","Denied at staff level",,,,"40.809718","-73.920296","201","8","39","2000346","Mott Haven-Port Morris","10454"
"96","NFP","1995-11-15T00:00:00.000","445 East 140 Street","Bronx","2285","69","2022850069","Mott Haven East Historic District","Closed","Denied at staff level",,,,"40.809775","-73.92043","201","8","39","2000347","Mott Haven-Port Morris","10454"
