"objectid","globalid","seating_interest_sidewalk","restaurant_name","legal_business_name","doing_business_as_dba","bulding_number","street","borough","zip","business_address","food_service_establishment","sidewalk_dimensions_length","sidewalk_dimensions_width","sidewalk_dimensions_area","roadway_dimensions_length","roadway_dimensions_width","roadway_dimensions_area","approved_for_sidewalk_seating","approved_for_roadway_seating","qualify_alcohol","sla_serial_number","sla_license_type","landmark_district_or_building","landmarkdistrict_terms","healthcompliance_terms","time_of_submission","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"10525","{BA7BDB7B-86DA-4825-8BF8-3B0E26D5E237}","sidewalk","Red Lobster","Red Lobster Hospitality LLC","Red Lobster Hospitality LLC","5","Times Square","Manhattan","10036","5  Times Square, Manhattan, NY","50014078","40","16","640",,,,"yes","no","yes","Feb-03","OP","no",,"yes","2020-08-21T14:39:00.000","40.755709","-73.987208","5","3","113","1024656","1010130029","Midtown-Midtown South"
"10526","{3754589A-5AAF-44F1-89AA-ECA87385DA21}","roadway","WING HING SEAFOOD RESTAURANT","WING HING SEAFOOD RESTAURANT INC.","WING HING SEAFOOD RESTAURANT INC.","1217-1221","AVENUE","Brooklyn","11229","1217-1221 AVENUE, Brooklyn, NY","50014375",,,,"40","8","320","no","yes","no",,,"no",,"yes","2020-08-21T14:41:00.000",,,,,,,,
"10527","{A5D2A5D3-8194-47A6-84BD-4474A4D6C20B}","roadway","PATRON MEXICAN GRILL","RACHEL ON NINTH COPR","PATRON MEXICAN GRILL","608","9TH AVENUE","Manhattan","10036","608 9TH AVENUE, Manhattan, NY","41289258",,,,"35","8","280","no","yes","yes","Jul-74","OP","no",,"yes","2020-08-21T14:47:00.000","40.759341","-73.991954","4","3","121","1024959","1010340003","Clinton"
"10528","{6F93FC30-8891-4EA2-8AAF-319B4DC939DF}","both","jose luis","joseluis corp","jose luis","186","avenue b","Manhattan","10012","186 avenue b, Manhattan, NY","50105709","19","5","95","19","8","152","yes","yes","no",,,"no",,"yes","2020-08-21T14:50:00.000","40.727816","-73.979225","3","2","34","1005181","1004050034","East Village"
"10529","{B2380BF7-7318-4CC5-8B3E-0A945616C75C}","both","Noree Thai Bazaar","Noree Thai Bazaar Inc","Noree Thai Bazaar","274","274 Grand Street","Manhattan","10002","274 274 Grand Street, Manhattan, NY","50084400","20","14","280","40","8","320","yes","yes","yes","May-85","OP","no",,"yes","2020-08-21T14:57:00.000",,,,,,,,
"1053","08f90e7c-c082-46db-8e93-b7ed784fa70c","sidewalk","Spot Dessert Bar","ACO BAKERY","Spot Dessert Bar","13","St Marks Place","Manhattan","10003","13 St Marks Place, Manhattan, NY","41453428","12","4","48",,,,"yes","no","yes","1286105","RW","no",,"yes","2020-06-19T14:46:00.000","40.729192","-73.989042","3","2","38","1075651","1004640152","East Village"
"10530","{51A88BD4-408A-40A7-8AA6-5277479E8C5B}","roadway","Popeyes","DTT FOOD INC","Popeyes","98","Walker St","Manhattan","10013","98 Walker St, Manhattan, NY","50095023",,,,"23","8","184","no","yes","no",,,"no",,"yes","2020-08-21T15:00:00.000","40.717854","-74.000794","1","1","31","1075741","1001977501","SoHo-TriBeCa-Civic Center-Little Italy"
"10531","{069CBB39-AE8A-479E-854B-69CEA6FDE9DB}","sidewalk","Bar B","One on One Domestic Corporation","One on One Domestic Corporation","84","7th Avenue","Manhattan","10011","84 7th Avenue , Manhattan, NY","50007606","11","21","231",,,,"yes","no","yes","Nov-92","RW","no",,"yes","2020-08-21T15:09:00.000","40.739477","-73.999022","4","3","81","1013775","1007650035","Hudson Yards-Chelsea-Flatiron-Union Square"
"10532","{A669122C-A020-4CC9-83C4-9C4BEC6EDCDF}","both","Beso NYC","Beso NYC Corp","Beso NYC","45-15","28th Avenue","Queens","11103","45-15  28th Avenue, Queens, NY","50105281","10","13","130","10","8","80","yes","yes","no",,,"no",,"yes","2020-08-21T15:22:00.000","40.763513","-73.909507","1","22","145","4012763","4007160003","Astoria"
"10533","{CB69F6C9-50F9-4F2F-8D6E-23ED915EEB59}","both","Silk road cafe","Zhuangstea","Zhuangstea","30","Mott","Manhattan","10013","30 Mott, Manhattan, NY","50003403","18","8","144","24","8","192","yes","yes","no",,,"no",,"yes","2020-08-21T15:29:00.000",,,,,,,,
"10534","{98040ED5-EDB4-4D5C-847B-2566A271044E}","roadway","Toribro Ramen","Toribro Ramen Inc","Toribro Ramen Inc","366 West","52nd street","Manhattan","10019","366 West 52nd street, Manhattan, NY","50105680",,,,"11","8","88","no","yes","no",,,"no",,"yes","2020-08-21T15:58:00.000","40.764407","-73.987275","4","3","133","1025221","1010420060","Clinton"
"10535","{50776106-ADA7-4EA7-8376-8A3041DD3875}","sidewalk","Yatenga French Bistro","Burkinabe Entertainment LLC","Yatenga/Shrine","2269-2270","Adam Clayton Powell Jr Blvd","Manhattan","10030","2269-2270 Adam Clayton Powell Jr Blvd, Manhattan, NY","41545370","50","14","700",,,,"yes","no","yes","Aug-83","OP","no",,"yes","2020-08-21T16:01:00.000","40.814318","-73.944409","10","9","226","1058243","1019180063","Central Harlem North-Polo Grounds"
"10536","{702A3D82-B28F-481C-8736-45EB52E0A7AE}","roadway","Zaytoons","594 VAnderbilt ave Food Corp","594 VAnderbilt ave Food Corp","594","vanderbilt","Brooklyn","11238","594 vanderbilt, Brooklyn, NY","41286260",,,,"15","8","120","no","yes","yes","May-16","RW","yes","yes","yes","2020-08-21T16:18:00.000",,,,,,,,
"10537","{14372379-F9B9-42F6-88C8-4CAADB9E8535}","both","GD FOOD INC","GD FOOD INC","GD FOOD INC","14228","38TH AVE","Queens","11354","14228 38TH AVE, Queens, NY","50100239","35","15","525","35","8","280","yes","yes","no",,,"no",,"yes","2020-08-21T16:20:00.000","40.761812","-73.826365","7","20","865","4540143","4050207503","Flushing"
"10538","{2AC55294-EDBA-47B6-8A2B-51BA59F6475C}","roadway","Himalayan Curry House","Himalayan Curry House, Inc.","Himalayan Curry House, Inc.","254W","108th street","Manhattan","10025","254W 108th street, Manhattan, NY","50085359",,,,"18","8","144","no","yes","no",,,"no",,"yes","2020-08-21T17:02:00.000",,,,,,,,
"10539","{C136A2D5-FD59-4385-8DBB-7CD7898E8636}","roadway","Markjoseph steakhouse","Tbone inc","Tbone inc","261","Water street","Manhattan","10038","261 Water street, Manhattan, NY","41716286",,,,"44","7","308","no","yes","yes","Feb-51","OP","yes","yes","yes","2020-08-21T17:07:00.000","40.708418","-74.001591","1","1","1501","1001381","1001070042","Battery Park City-Lower Manhattan"
"1054","2b5cefa6-f7ad-4dfc-84ed-c2323a726ab0","both","Miller's Ale House","Miller's Ale House","Miller's Ale House","2883","Richmond ave","Staten Island","10314","2883 Richmond ave , Staten Island, NY","50003701","25","7","175","50","40","2000","yes","yes","yes","1264933","OP","no",,"yes","2020-06-19T14:49:00.000","40.575922","-74.169793","2","51","27702","5000000","5024600098","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"10540","{65F6AAB9-898F-4F09-8E19-B131363D8585}","sidewalk","Silvana","Sivan Design LLC","Silvana","300","W. 116th Street","Manhattan","10026","300 W. 116th Street, Manhattan, NY","50000346","36","12","432",,,,"yes","no","yes","Mar-75","OP","no",,"yes","2020-08-21T17:11:00.000","40.804505","-73.955593","10","9","20102","1055855","1018480053","Central Harlem South"
"10541","{6C832F0B-A30C-4BAB-84DF-1CF675790CC5}","both","THE NEW SANTIAGO RESTAURANT CORP.","THE NEW SANTIAGO RESTAURANT CORP.","THE NEW SANTIAGO RESTAURANT CORP.","3412","FULTON STREET","Brooklyn","11208","3412 FULTON STREET, Brooklyn, NY","40993510","20","20","400","20","8","160","yes","yes","yes","Oct-36","OP","no",,"yes","2020-08-21T17:29:00.000","40.684327","-73.869787","5","37","1184","3092914","3041490026","Cypress Hills-City Line"
"10542","{6E8B4B16-8F90-4D3B-860B-152A82BCBC7E}","sidewalk","Ouaga","Yatenga LLC","Ouaga","2280","Adam Clayton Powell Jr Blvd","Manhattan","10030","2280 Adam Clayton Powell Jr Blvd, Manhattan, NY","50103157","56","36","2016",,,,"yes","no","yes","Jan-13","OP","no",,"yes","2020-08-21T17:40:00.000","40.814738","-73.944126","10","9","228","1058841","1019400029","Central Harlem North-Polo Grounds"
"10543","{9CBA79E1-E7EC-4CAB-87D5-2359B7B37D0F}","both","Sabor Latino","Sabor Latino 1 Corp","Sabor Latino Restaurant","9535","40th Road","Queens","11373","9535 40th Road, Queens, NY","41330275","158","8","1264","151","8","1208","yes","yes","yes","Mar-49","OP","no",,"yes","2020-08-21T17:44:00.000","40.748541","-73.869846","4","21","465","4437161","4015940023","Elmhurst"
"10544","{57752115-8172-4F68-84AA-704587665DE5}","both","abc Restaurants","Lucy Kitchen LLC","abcV, abc Cocina, abc Kitchen","38","East 19th Street","Manhattan","10003","38  East 19th Street, Manhattan, NY","41162796","80","4","320","80","8","640","yes","yes","yes","Jan-04","OP","yes","yes","yes","2020-08-21T18:04:00.000","40.738258","-73.989456","5","2","52","1080755","1008470027","Hudson Yards-Chelsea-Flatiron-Union Square"
"10545","{01184FC8-DE42-4D05-85A1-0D757B339B81}","both","The Circus","Laguna Azul 1910, Inc.","Laguna Azul 1910, Inc.","1910","Coney Island Avenue","Brooklyn","11230","1910 Coney Island Avenue, Brooklyn, NY","50073322","42","13","546","42","8","336","yes","yes","yes","Nov-78","OP","no",,"yes","2020-08-21T18:31:00.000","40.610909","-73.962561","12","44","420","3175209","3066170036","Homecrest"
"10546","{C689E6E3-43E4-4CD2-8A91-6D5FF95C8920}","both","Cafe Wha","WHANY LLC","WHANY LLC","115","MACDOUGAL ST","Manhattan","10012","115 MACDOUGAL ST, Manhattan, NY","50018139","24","12","288","22","8","176","yes","yes","yes","Jan-62","OP","no",,"yes","2020-08-21T18:33:00.000","40.73006","-74.000451","2","1","65","1008748","1005430023","West Village"
"10547","{851BDD17-F320-4EA4-8B6F-D6E8D50BB99F}","sidewalk","Pinch Chinese","TH NYC Restaurant 1 LLC","Pinch Chinese","177","Prince Street","Manhattan","10012","177 Prince Street, Manhattan, NY","50059265","15","6","90",,,,"yes","no","yes","Nov-55","OP","no",,"yes","2020-08-21T18:48:00.000","40.7263","-74.001941","2","3","49","1008054","1005177502","SoHo-TriBeCa-Civic Center-Little Italy"
"10548","{DF5F6873-EB8D-42C8-8D26-BF33F2710769}","both","MI GRAN SUENO GRILL & LOUNGE RESTAURANT CORP","MI GRAN SUENO GRILL & LOUNGE RESTAURANT CORP","LA ESQUINA DEL SALMON","3379","BROADWAY","Manhattan","10031","3379  BROADWAY, Manhattan, NY","50062955","31","7","217","30","7","210","yes","yes","yes","May-75","OP","no",,"yes","2020-08-21T19:47:00.000","40.821305","-73.954201","9","7","22301","1059964","1020020050","Manhattanville"
"10549","{476069A5-E384-48FD-8471-051BEE2746E3}","sidewalk","Gata Golosa Colombian Eatery","Sazon Columbia Group Inc","Gata Golosa Eatery","3018","31st St","Queens","11106","3018 31st St, Queens, NY","50090686","18","4","72",,,,"yes","no","no",,,"no",,"yes","2020-08-21T19:57:00.000","40.766336","-73.921853","1","22","63","4007653","4005930034","Astoria"
"1055","a615bdee-3a48-40a5-8d3a-f9c7c7d2e065","both","Pisellino","FIFTYTWO MERCHANTS LLC","PISELLINO","100","S 7th Ave","Manhattan","10014","100  S 7th Ave, Manhattan, NY","50073626","120","15","1800","120","15","1800","yes","yes","yes","1304160","OP","yes","yes","yes","2020-06-19T14:50:00.000",,,,,,,,
"10550","{252A75B2-7C8B-45D1-88CD-E762BF386656}","both","La Perla Del Ulua Restaurant Inc","354 Melrose Restaurant Inc","354 Melrose Restaurant Inc","354","Melrose Street","Brooklyn","11237","354  Melrose Street, Brooklyn, NY","41450589","45","3","135","45","8","360","yes","yes","yes","Dec-77","OP","no",,"yes","2020-08-21T20:00:00.000","40.703691","-73.928026","4","34","427","3426098","3031650027","Bushwick North"
"10551","{EE262C92-ACA4-48C9-8408-D81B8A14C0D4}","both","Shuxiang inc","Shuxiang inc","Alley41","136-45","41st Ave","Queens","11355","136-45  41st Ave , Queens, NY","50080197","3","14","42","14","8","112","yes","yes","yes","Sep-01","RW","yes","yes","yes","2020-08-21T20:04:00.000","40.758679","-73.829066","7","20","853","4113574","4050190100","Flushing"
"10552","{A7D61B3D-3EBD-4806-88DA-E0BF5036208A}","sidewalk","Bricklyn pizza","Bricklyn pizza","Bricklyn pizza","1240","Hancock street","Brooklyn","11221","1240 Hancock street, Brooklyn, NY","50078286","50","6","300",,,,"yes","no","no",,,"no",,"yes","2020-08-21T23:07:00.000","40.692573","-73.910826","4","37","437","3326238","3033980007","Bushwick North"
"10553","{FBCB7B6C-1EEA-4FB1-8EFE-001AD802D425}","roadway","Jing Wei Hotpot inc","Jing Wei Hotpot","Jing Wei Hotpot","706","60th Street","Brooklyn","11220","706 60th Street, Brooklyn, NY","50101528",,,,"20","8","160","no","yes","no",,,"no",,"yes","2020-08-22T00:51:00.000","40.636562","-74.011342","7","38","118","3403972","3057850009","Sunset Park East"
"10554","{2948DA8D-15C9-4C2D-849B-85F033BB15C5}","sidewalk","Taqueria San Pedro","3662 Broadway Restaurant Corp","3662 Broadway Restaurant Corp","3662","Broadway","Manhattan","10031","3662 Broadway, Manhattan, NY","41163307","30","8","240",,,,"yes","no","yes","Nov-81","RW","no",,"yes","2020-08-22T06:19:00.000","40.830409","-73.947535","9","7","237","1062176","1020830001","Hamilton Heights"
"10555","{07536CB3-0DE1-473B-8E16-A8A9421F4023}","both","prima pasta & cafe","prima pasta & cafe inc","prima pasta & cafe inc","161-50 B","CrossBay BLVD","Queens","11414","161-50 B  CrossBay BLVD, Queens, NY","40395110","30","10","300","30","8","240","yes","yes","yes","Jan-52","RW","no",,"yes","2020-08-22T13:42:00.000","40.654982","-73.83885","10","32","892","4294016","4140480083","Lindenwood-Howard Beach"
"10556","{8F8C1C87-50D9-4180-8B8A-364905A5AD5D}","roadway","Wanshun Seafood Restaurant","Wanshun Seafood Restaurant Inc","Wanshun Seafood Restaurant Inc","135-19","40th road","Queens","11354","135-19 40th road, Queens, NY","50090461",,,,"22","8","176","no","yes","yes","Jan-00","RW","no",,"yes","2020-08-22T13:56:00.000","40.75887","-73.83013","7","20","871","4535004","4050360148","Flushing"
"10557","{68EF0F64-8EC1-44C6-8B47-CFDAB2B4E26E}","both","CITY SNOOKER","CITY SNOOKER POOL HOUSE INC","CITY SNOOKER POOL HOUSE INC","75-32","BROADWAY","Queens","11373","75-32 BROADWAY, Queens, NY","41608858","39","7","273","39","8","312","yes","yes","yes","Aug-11","OP","no",,"yes","2020-08-22T15:32:00.000","40.746056","-73.889981","4","25","267","4311943","4014860051","Elmhurst"
"10558","{7270E1A4-C8B8-4747-8F13-30EB777D72E1}","roadway","Morandi","Morandi LP","Morandi","211","Waverly pl","Manhattan","10012","211 Waverly pl, Manhattan, NY","50076526",,,,"40","8","320","no","yes","yes","Jul-41","OP","yes","yes","yes","2020-08-22T16:51:00.000","40.735379","-74.001635","2","3","71","1010899","1006127504","West Village"
"10559","{7297C9F5-720E-4C58-827B-9550302642F7}","sidewalk","Yoodon","Da-om inc","Da-om inc","216-19","Northern blvd","Queens","11361","216-19 Northern blvd , Queens, NY","50100724","24","4","96",,,,"yes","no","no",,,"no",,"yes","2020-08-22T17:23:00.000","40.760851","-73.765438","11","19","1471","4138501","4063100023","Bayside-Bayside Hills"
"1056","a15aed98-53f4-4aa9-880b-19dd58f60e8f","sidewalk","Yara","Midtown Eats LLC / Yara","Yara","319 E","53rd Street","Manhattan","10022","319 E  53rd Street , Manhattan, NY","50086087","25","14","350",,,,"yes","no","yes","1315354","OP","no",,"yes","2020-06-19T13:54:00.000","40.75649","-73.966489","6","4","98","1039830","1013460010","Turtle Bay-East Midtown"
"10560","{4A600F2F-9E1C-40BF-8783-D3DB058168BE}","sidewalk","Luigi's","1701 pizza ltd","Luigi's pizzeria","1701 1","88 street","Manhattan","10128","1701 1  88 street , Manhattan, NY","41600522","40","40","1600",,,,"yes","no","yes","Feb-33","RW","no",,"yes","2020-08-22T21:24:00.000",,,,,,,,
"10561","{82FD7A52-2ADB-42AC-808A-9879AAC4BDDB}","sidewalk","Solas","9th st ventures","Solas","234","9th st","Manhattan","10003","234 9th st , Manhattan, NY","40644352","8","4","32",,,,"yes","no","yes","B0905826","OP","no",,"yes","2020-08-23T02:52:00.000",,,,,,,,
"10562","{752A9EF8-6A36-43F8-8898-5E33092135E2}","both","Pizzatown","Pizzatown","Pizzatown","83","5 th Avenue","Brooklyn","11217","83  5 th Avenue , Brooklyn, NY","41710581","20","3","60","20","8","160","yes","yes","yes","Jun-73","EB","no",,"yes","2020-08-23T12:54:00.000",,,,,,,,
"10563","{75898B31-C7D6-46FB-85C2-3B6F99D946B7}","both","Worthwild","Nopressure LLC","Worthwild","156","9TH AVE","Manhattan","10011","156 9TH AVE, Manhattan, NY","50092221","24","8","192","24","8","192","yes","yes","yes","Jun-08","OP","yes","yes","yes","2020-08-23T14:44:00.000","40.744352","-74.002876","4","3","89","1013242","1007430083","Hudson Yards-Chelsea-Flatiron-Union Square"
"10564","{FA52C602-B69B-454F-8308-51B2E368BA17}","roadway","Sofia wine bar","Sofia wine bar Inc","Sofia wine bar Inc","242","East 50th Street","Manhattan","10022","242 East 50th Street , Manhattan, NY","50046638",,,,"45","8","360","no","yes","yes","Jan-37","OP","no",,"yes","2020-08-23T15:27:00.000","40.75539","-73.969756","6","4","98","1038234","1013230030","Turtle Bay-East Midtown"
"10565","{559D418E-A726-4170-8F4C-780170A6533C}","sidewalk","Sushi X9","Sushi X9 INC","Sushi X9 INC","47-15","Northern blvd","Queens","11101","47-15 Northern blvd, Queens, NY","41674321","21","10","210",,,,"yes","no","yes","Oct-61","OP","yes","yes","yes","2020-08-23T15:33:00.000","40.753803","-73.914703","1","26","161","4436930","4007230008","Astoria"
"10566","{45070DB3-DB61-4C3A-82B7-3519A42FC4DB}","both","karahi indian cuisine","jai hanumanjiinc","karahi indian cuisine","803","703 9ih av","Manhattan","10019","803   703 9ih av, Manhattan, NY","50085475","14","8","112","14","8","112","yes","yes","yes","Feb-10","RW","no",,"yes","2020-08-23T17:07:00.000",,,,,,,,
"10567","{E7741475-1F60-48B9-8F32-AA08F8CC5792}","roadway","MOIC CAFE","1AND8 INC","MUSEUM OF ICE CREAM","96","CROSBY ST","Manhattan","10012","96 CROSBY ST, Manhattan, NY","50101357",,,,"50","8","400","no","yes","yes","Feb-18","OP","yes","yes","yes","2020-08-23T17:54:00.000","40.723437","-73.997341","2","1","43","1007566","1004970015","SoHo-TriBeCa-Civic Center-Little Italy"
"10568","{8C5D69B0-1C43-4398-8891-64FFA1A65F42}","roadway","MOIC CAFE","1AND8 INC","MUSEUM OF ICE CREAM","558","BROADWAY","Manhattan","10012","558  BROADWAY, Manhattan, NY","50101357",,,,"20","8","160","no","yes","yes","Feb-18","OP","yes","yes","yes","2020-08-23T18:01:00.000","40.72386","-73.998092","2","1","43","1007566","1004970015","SoHo-TriBeCa-Civic Center-Little Italy"
"10569","{3A102208-2038-41E1-808F-E252DFCE25AD}","both","Shaking Crab","Only One Place Inc","Only One Place Inc","3702","Prince Street","Queens","11354","3702 Prince Street, Queens, NY","50033184","24","2","48","40","8","320","yes","yes","yes","Mar-77","OP","no",,"yes","2020-08-23T19:39:00.000","40.76076","-73.832952","7","20","871","4532159","4049720039","Flushing"
"1057","ef6b4e9e-df9b-40eb-8246-e045a2c890de","both","Osteria 57","Embe restaurant corp","Osteria 57","57","west 10th","Manhattan","10011","57 west 10th, Manhattan, NY","500","15","11","165","15","8","120","yes","yes","yes","1317070","OP","yes","yes","yes","2020-06-19T14:52:00.000","40.734185","-73.997258","2","3","63","1009559","1005740072","West Village"
"10570","{B437857D-D177-4106-872A-BC2F78BC4B42}","sidewalk","Tangra Masala","Mahakan Inc.","Tangra Masala","87-09","Grand Ave","Queens","11373","87-09 Grand Ave, Queens, NY","41642243","25","15","375",,,,"yes","no","no",,,"no",,"yes","2020-08-23T20:08:00.000","40.736402","-73.878122","4","25","475","4314617","4024770018","Elmhurst"
"10571","{11AB93F8-B7F9-47E4-89DE-0AC5EBBD9775}","sidewalk","Yakiniku Gen","Seiwa Chu-Kou USA Corp","Yakiniku Gen","250","East 52nd St","Manhattan","10022","250  East 52nd St, Manhattan, NY","41719787","10","6","60",,,,"yes","no","yes","Aug-77","OP","no",,"yes","2020-08-23T20:21:00.000","40.756589","-73.968716","6","4","98","1038489","1013250131","Turtle Bay-East Midtown"
"10572","{84495B8A-164A-4FA3-8C3C-D2FC30CF4995}","sidewalk","Jin Ding Xuan","Jin Ding Food Inc.","Jin Ding Food Inc.","5733","Main St","Queens","11355","5733 Main St, Queens, NY","50097841","40","7","280",,,,"yes","no","no",,,"no",,"yes","2020-08-23T20:59:00.000","40.745823","-73.826028","7","20","799","4140069","4064010003","Queensboro Hill"
"10573","{86460DAC-C242-4A77-87AB-64276E8EBBF6}","both","GRAIN HOUSE","GRAIN HOUSE INC","GRAIN HOUSE","929","Amsterdam ave","Manhattan","10025","929 Amsterdam ave, Manhattan, NY","50085528","20","7","140","20","8","160","yes","yes","no",,,"no",,"yes","2020-08-23T23:38:00.000","40.80012","-73.965933","7","7","189","1055946","1018600064","Upper West Side"
"10574","{ACEAE695-DF2F-4424-87BA-4C88441EDD59}","both","TW noodle House","Chi ken INC","Chi ken INC","5401","8th AVE","Brooklyn","11220","5401  8th AVE, Brooklyn, NY","50105562","28","5","140","28","8","224","yes","yes","no",,,"no",,"yes","2020-08-24T00:30:00.000","40.638788","-74.006122","12","38","106","3139118","3056720010","Sunset Park East"
"10575","{158E9B7E-6E4A-48FF-8C67-C84F09D8A877}","both","joy cafe inc","coffee factory","coffee factory","40 18","150st","Queens","11354","40 18  150st , Queens, NY","50081515","60","3","180","70","8","560","yes","yes","no",,,"no",,"yes","2020-08-24T09:54:00.000","40.763215","-73.814225","7","20","1167","4114041","4050310023","Murray Hill"
"10576","{17C51D41-5B08-464D-8A3C-B4BEBECDCE8E}","sidewalk","O'Hanlon's Bar","ATS Rest Corp.","O'Hanlon's Bar","349","East 14th","Manhattan","7059","349  East 14th, Manhattan, NY","41125878","25","15","375",,,,"yes","no","yes","Mar-95","OP","no",,"yes","2020-08-24T10:00:00.000",,,,,,,,
"10577","{039579D9-2C3A-45B7-8767-FC9181129794}","sidewalk","LENWICH","LENWICH 83RD LLC","LENWICH","469","COLUMBUS AVE","Manhattan","10024","469 COLUMBUS AVE, Manhattan, NY","50044975","17","9","153",,,,"yes","no","no",,,"yes","yes","yes","2020-08-24T12:03:00.000","40.784216","-73.973817","7","6","169","1031205","1011960064","Upper West Side"
"10578","{F3D85B04-6ECC-4AF5-874F-8D944C87C0EA}","sidewalk","VOILA AFRIQUE","VOILA AFRIQUE LLC","VOILA AFRIQUE","844","2ND AVENUE","Manhattan","10017","844  2ND AVENUE , Manhattan, NY","50102575","35","14","490",,,,"yes","no","no",,,"no",,"yes","2020-08-24T12:06:00.000","40.751649","-73.970863","6","4","90","1038762","1013370049","Turtle Bay-East Midtown"
"10579","{3DB8B781-C421-47D7-887D-A703D17884DA}","roadway","Dos Caminos Soho","475 Soho LLC","Dos Caminos Soho","475 477","West Broadway","Manhattan","10012","475 477 West Broadway, Manhattan, NY","40947919",,,,"30","7","210","no","yes","yes","Nov-96","OP","yes","yes","yes","2020-08-24T12:09:00.000",,,,,,,,
"1058","d191376e-fd83-4904-8ab6-3b41bd8d3ff8","sidewalk","Maite","The Maite Group, LLC","Maite","159","Central Ave","Brooklyn","11221","159 Central Ave, Brooklyn, NY","50019166","9","5","45",,,,"yes","no","yes","1281342","OP","no",,"yes","2020-06-19T14:51:00.000","40.699043","-73.926815","4","34","423","3072901","3032080001","Bushwick South"
"10580","{3F2B4026-DF96-4366-88CB-3D10DC67D8D6}","sidewalk","Springbone Kitchen","Springbone 90 West 3rd LLC","Springbone Kitchen","90","West 3rd Street","Manhattan","10012","90 West 3rd Street, Manhattan, NY","50045947","19","7","133",,,,"yes","no","no",,,"yes","yes","yes","2020-08-24T12:22:00.000","40.729909","-73.99908","2","1","65","1008671","1005390014","West Village"
"10581","{371E67D2-2D41-4D16-8590-645FBB2D8947}","sidewalk","Jax Inn Diner","Modern Hospitality Group Corp.","Jax Inn Diner","72-12","Northern Blvd","Queens","11372","72-12 Northern Blvd, Queens, NY","50005669","60","12","720",,,,"yes","no","yes","Mar-92","OP","no",,"yes","2020-08-24T12:26:00.000","40.754599","-73.894439","3","25","291","4028602","4012450006","Jackson Heights"
"10582","{817C01F6-2C8A-4EFE-8B6D-6A2D0A656F3B}","roadway","Patzeria Perfect Pizza","Patzeria Perfect Pizza","Patzeria Perfect Pizza","231","Wet 46th Street","Manhattan","10036","231 Wet 46th Street, Manhattan, NY","41130849",,,,"24","8","192","no","yes","yes","Dec-30","TW","no",,"yes","2020-08-24T12:54:00.000",,,,,,,,
"10583","{A5A8C042-A2DD-47CA-83C7-B7295EE77EDF}","both","LENWICH","LENWICH 74TH LLC","LENWICH","302","COLUMBUS AVE","Manhattan","10023","302  COLUMBUS AVE, Manhattan, NY","50050456","19","11","209","19","8","152","yes","yes","no",,,"yes","yes","yes","2020-08-24T13:17:00.000","40.778917","-73.977707","7","6","161","1030071","1011460030","Upper West Side"
"10584","{194EE807-D649-4D87-8B1B-C6C81DDF92C1}","both","SWEETGREEN","SWEETGREEN NEW YORK LLC","SWEETGREEN","50","WASHINGTON ST.","Brooklyn","11201","50 WASHINGTON ST., Brooklyn, NY","50065314","43","8","344","43","8","344","yes","yes","no",,,"yes","yes","yes","2020-08-24T13:28:00.000","40.702834","-73.989617","2","33","21","3329425","3000370001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"10585","{1089FDC1-A087-4709-8327-8E66DA507FF3}","roadway","SWEET GREEN","SWEET GREEN NEW YORK LLC","SWEET GREEN","230","PARK AVE","Manhattan","10169","230  PARK AVE, Manhattan, NY","50097399",,,,"54","8","432","no","yes","no",,,"yes","yes","yes","2020-08-24T13:36:00.000","40.754508","-73.975951","5","4","92","1036185","1013000001","Turtle Bay-East Midtown"
"10586","{11281B4F-7DA5-41B3-82FE-7D7F6A64C523}","roadway","Elephant & Castle","Elephant & Castle Inc.","Elephant & Castle","68","Greenwich Ave","Manhattan","10011","68  Greenwich Ave, Manhattan, NY","40368157",,,,"20","8","160","no","yes","yes","Jul-17","RW","yes","yes","yes","2020-08-24T13:36:00.000","40.736321","-74.000942","2","3","71","1080191","1006060029","West Village"
"10587","{7F323594-1674-42FE-8885-ACE3BBB6BD6A}","roadway","pearl diner","Pearl street diner","Pearl street diner","212","pearl street/ fletcher street","Manhattan","10038","212 pearl street/ fletcher street, Manhattan, NY","41382108",,,,"20","8","160","no","yes","no",,,"no",,"yes","2020-08-24T13:56:00.000",,,,,,,,
"10588","{4EE1E22F-E516-4DCB-8CC3-09AEC87BCEA3}","sidewalk","Just Salad","Just Salad 8th Street, LLC","Just Salad Chicago LLC","53","East 8th Street","Manhattan","10003","53 East 8th Street, Manhattan, NY","41710522","3","23","69",,,,"yes","no","no",,,"no",,"yes","2020-08-24T14:21:00.000","40.731119","-73.993635","2","2","59","1009091","1005607502","West Village"
"10589","{CBBA0644-2E8D-476A-880D-947AEA44DC39}","sidewalk","Just Salad","Just Salad 8th Street, LLC","Just Salad 8th Street, LLC","53","East 8th Street","Manhattan","10003","53 East 8th Street, Manhattan, NY","41710522","23","3","69",,,,"yes","no","no",,,"no",,"yes","2020-08-24T14:25:00.000","40.731119","-73.993635","2","2","59","1009091","1005607502","West Village"
