"objectid","globalid","seating_interest_sidewalk","restaurant_name","legal_business_name","doing_business_as_dba","bulding_number","street","borough","zip","business_address","food_service_establishment","sidewalk_dimensions_length","sidewalk_dimensions_width","sidewalk_dimensions_area","roadway_dimensions_length","roadway_dimensions_width","roadway_dimensions_area","approved_for_sidewalk_seating","approved_for_roadway_seating","qualify_alcohol","sla_serial_number","sla_license_type","landmark_district_or_building","landmarkdistrict_terms","healthcompliance_terms","time_of_submission","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"10781","{57E28C9A-7EFE-4DEE-8BCE-FB12AE36D194}","both","TASTE OF CHINA","TASTE OF CHINA WU INC","TASTE OF CHINA","undefined","67-08 FRESH POND ROAD","Queens","11385","67-08 FRESH POND ROAD, Queens, NY","40908374","8","8","64","8","8","64","yes","yes","no",,,"no",,"yes","2020-09-01T15:01:00.000","40.705552","-73.896479","5","30","585","4085083","4035320023","Ridgewood"
"10782","{B7750EB5-933A-44F9-829E-5A6D51793DA1}","both","CINCO NACIONES RESTAURANT","CINCO NACIONES RESTAURANT CORP","CINCO NACIONES RESTAURANT","undefined","806 WESTCHESTER AVENUE","Bronx","10455","806 WESTCHESTER AVENUE, Bronx, NY","50103442","7","5","35","21","8","168","yes","yes","no",,,"no",,"yes","2020-09-01T15:02:00.000","40.818836","-73.903225","1","17","79","2004990","2026760045","Melrose South-Mott Haven North"
"10783","{0D305B86-C85B-405D-81E6-39C931CCD3B0}","both","KX BURGER &amp; BEYOND INC","ONUR SAFAK","KX BURGER AND BEYOND","undefined","2904 DITMARS BLVD","Queens","11105","2904 DITMARS BLVD, Queens, NY","50105975","20","15","300","25","8","200","yes","yes","no",,,"no",,"yes","2020-09-01T15:17:00.000","40.77672","-73.911551","1","22","115","4017609","4008440033","Steinway"
"10784","{D49A8B01-D78A-4BEA-80FD-46EFAEC3ED7E}","roadway","BZ GRILL","MELOUTA,  CORP","BZ GRILL","undefined","27-02 ASTORIA BOULEVARD","Queens","11102","27-02 ASTORIA BOULEVARD, Queens, NY","41121747",,,,"12","8","96","no","yes","yes","Apr-04","RW","no",,"yes","2020-09-01T15:53:00.000","40.77082","-73.920924","1","22","69","4006810","4005730044","Old Astoria"
"10785","{2A4D732B-E29D-4F96-8028-3371A588046E}","both","SKINNY'S CANTINA","NYS LEE INCORPORATED","SKINNY'S CANTINA","undefined","4705 CENTER BOULEVARD","Queens","11109","4705 CENTER BOULEVARD, Queens, NY","41614445","25","8","200","25","8","200","yes","yes","yes","Mar-07","OP","no",,"yes","2020-09-01T16:05:00.000","40.745961","-73.956823","2","26","1","4534604","4000210060","Hunters Point-Sunnyside-West Maspeth"
"10786","{236C41FE-1602-4CDA-8375-90748447D00C}","both","CASA AZUL","CASA AZUL INC.","CASA AZUL","undefined","369 7 AVENUE","Brooklyn","11215","369 7 AVENUE, Brooklyn, NY","50091946","106","15","1590","86","8","688","yes","yes","yes","Dec-12","RW","no",,"yes","2020-09-01T16:14:00.000","40.665598","-73.982647","6","39","151","3026262","3010967501","Park Slope-Gowanus"
"10787","{B5637254-C8FA-4C67-8985-5B68CA0A7596}","sidewalk","IL CAFFE LATTE 2","IL CAFFE LATTE 2, INC","IL CAFFE LATTE 2, INC","undefined","458 WEST  145 STREET","Manhattan","10031","458 WEST  145 STREET, Manhattan, NY","50000595","8","8","64",,,,"yes","no","yes","Sep-78","OP","no",,"yes","2020-09-01T16:26:00.000","40.824867","-73.946756","9","7","227","1061320","1020590054","Hamilton Heights"
"10788","{0AA8231B-A769-444F-867D-F8D7E77F050C}","sidewalk","BG RESTAURANT","BERGDORF GOODMAN INC.","BG RESTAURANT","undefined","754 5 AVENUE","Manhattan","10019","754 5 AVENUE, Manhattan, NY","41151507","50","12","600",,,,"yes","no","yes","Feb-04","OP","yes","yes","yes","2020-09-01T16:30:00.000","40.763469","-73.973615","5","4","11201","1081141","1012730033","Midtown-Midtown South"
"10789","{EC53B163-3C75-4CC4-85B1-4DAB537910D5}","sidewalk","AMPLE HILLS CREAMERY","AMPLE HILLS GOWANUS LLC","Ample Hills Creamery","undefined","305 NEVINS STREET","Brooklyn","11215","305 NEVINS STREET, Brooklyn, NY","50060011","6","6","36",,,,"yes","no","no",,,"no",,"yes","2020-09-01T16:36:00.000","40.679004","-73.987446","6","39","119","3007338","3004400009","Park Slope-Gowanus"
"1079","683f1acc-e58c-463e-838b-5e5c56a7ee21","both","Treadwell Park","Treadwell Park LLC","Treadwell Park","1125","First Avenue","Manhattan","10065","1125 First Avenue, Manhattan, NY","41699341","73","5","365","73","8","584","yes","yes","yes","1290204","OP","no",,"yes","2020-06-19T14:58:00.000","40.761247","-73.960791","8","5","110","1072390","1014367502","Lenox Hill-Roosevelt Island"
"10790","{0C81FC56-E38A-4C0C-8B00-89E8E8610821}","roadway","ZEST RAMEN","ZEST HOSPITALITY INC.","Zest Ramen","undefined","112 ELDRIDGE STREET","Manhattan","10002","112 ELDRIDGE STREET, Manhattan, NY","50070592",,,,"20","8","160","no","yes","yes","Jul-00","OP","no",,"yes","2020-09-01T17:06:00.000","40.718117","-73.991973","3","1","18","1005431","1004130004","Chinatown"
"10791","{20547C31-6081-474C-8D56-197BC84F48AB}","openstreets","YOON HAEUNDAE GALBI","HUD HOSPITALITY, LLC","YOON HAEUNDAE GALBI","undefined","8 WEST   36 STREET","Manhattan","10018","8 WEST   36 STREET, Manhattan, NY","50075064",,,,,,,"no","no","yes","Dec-63","OP","no",,"yes","2020-09-01T17:18:00.000","40.749903","-73.984069","5","4","84","1015901","1008370052","Midtown-Midtown South"
"10792","{25D28DF5-DAFF-4AB8-887A-9BEEFB006853}","both","GULSHAN TERRACE","HBC GROUP USA, INC.","GULSHAN TERRACE","undefined","5915 37 AVENUE","Queens","11377","5915 37 AVENUE, Queens, NY","41671751","100","8","800","100","8","800","yes","yes","yes","Dec-59","OP","no",,"yes","2020-09-01T17:54:00.000","40.749883","-73.903224","2","26","259","4027374","4011980001","Woodside"
"10793","{967FC700-4D31-4A66-8D83-99AD86E6638C}","both","BABAGHANOJ SPOT","BABAGHANOJ INC.","BABAGHANOJ SPOT","undefined","339 7 STREET","Brooklyn","11215","339 7 STREET, Brooklyn, NY","50091268","15","4","60","25","8","200","yes","yes","no",,,"no",,"yes","2020-09-01T18:32:00.000","40.670152","-73.984795","6","39","137","3021631","3009940001","Park Slope-Gowanus"
"10794","{667AEA60-28F8-4C99-8095-F53C5DFA034B}","roadway","KITH RETAIL","KITH TREATS LLC","KITH Treats","undefined","337 LAFAYETTE STREET","Manhattan","10012","337 LAFAYETTE STREET, Manhattan, NY","50071707",,,,"65","8","520","no","yes","no",,,"yes","yes","yes","2020-09-01T19:16:00.000","40.725978","-73.994603","2","1","5502","1008452","1005290065","West Village"
"10795","{792AB6F0-7C91-46DE-86D9-DD668BC89C83}","sidewalk","ISLAND FUSION","ISLAND FUSION CARIBBEAN RESTAURANT, INC.","ISLAND FUSION","undefined","13920 243RD ST","Queens","11422","13920 243RD ST, Queens, NY","50098533","105","7","735",,,,"yes","no","no",,,"no",,"yes","2020-09-01T19:56:00.000","40.665101","-73.735753","13","31","654","4288313","4135640007","Rosedale"
"10796","{A7363CAC-B14B-4CC9-80F1-C4EDEE59267F}","both","ISLAND FUSION","ISLAND FUSION CARIBBEAN RESTAURANT, INC.","ISLAND FUSION FOODS","undefined","13920 243RD ST","Queens","11422","13920 243RD ST, Queens, NY","50098533","105","8","840","105","8","840","yes","yes","no",,,"no",,"yes","2020-09-01T20:07:00.000","40.665101","-73.735753","13","31","654","4288313","4135640007","Rosedale"
"10797","{45460279-FCFD-4D98-83E2-B28E4805ABC9}","both","HARLEM NIGHTS","HARLEM NIGHTS LTD.","HARLEM NIGHTS","undefined","2361 7 AVENUE","Manhattan","10030","2361 7 AVENUE, Manhattan, NY","50038914","60","22","1320","20","8","160","yes","yes","yes","Nov-16","OP","no",,"yes","2020-09-01T21:48:00.000","40.817268","-73.942257","10","9","230","1060015","1020070001","Central Harlem North-Polo Grounds"
"10798","{7F44856D-F298-44FB-8C91-6576BF237635}","sidewalk","ST BESS RESTAURANT","ST BESS LLC","ST BESS RESTAURANT","undefined","4466 BAYCHESTER AVENUE","Bronx","10466","4466 BAYCHESTER AVENUE, Bronx, NY","50002590","138","19","2622",,,,"yes","no","yes","Sep-05","OP","yes","yes","yes","2020-09-01T22:35:00.000","40.901418","-73.846894","12","11","444","2071363","2050950079","Woodlawn-Wakefield"
"10799","{2FD095FF-CEE1-400C-83C9-ADA5DDA07E41}","both","BKLYN CREPE","BKLYN CREPE CORP.","BKLYN CREPE","undefined","214 FLATBUSH AVENUE","Brooklyn","11217","214 FLATBUSH AVENUE, Brooklyn, NY","50105653","19","11","209","19","7","133","yes","yes","no",,,"no",,"yes","2020-09-01T23:07:00.000","40.681179","-73.975378","6","39","12902","3018494","3009310025","Park Slope-Gowanus"
"108","33c98c02-fda5-4366-8b3a-2f8a4845e37d","both","jaya 888","jaya 888 inc","jaya 888","90","baxter street","Manhattan","10013","90 baxter street, Manhattan, NY","50033120","50","10","500","50","10","500","yes","yes","yes","1284957","RW","yes","yes","yes","2020-06-19T11:07:00.000","40.71685","-73.999755","1","1","29","1002364","1001980001","Chinatown"
"1080","93952685-b09d-469e-8f93-8d7988844b4f","both","One for the road","Whosik Inc.","One For the Road","40-25","150 Street","Queens","11354","40-25  150 Street, Queens, NY","50063503","68","9","612","54","8","432","yes","yes","no",,,"no",,"yes","2020-06-19T14:56:00.000","40.763034","-73.814117","7","20","1167","4443442","4050340014","Murray Hill"
"10800","{0C73B48D-D41B-4847-80DA-9DBC7743C668}","both","SPACE BILLARD","TOP BILLARD INC","SPACE BILLARD","undefined","34 WEST   32 STREET","Manhattan","10001","34 WEST   32 STREET, Manhattan, NY","50013238","40","8","320","20","8","160","yes","yes","yes","Apr-10","OP","no",,"yes","2020-09-02T02:23:00.000","40.747826","-73.987101","5","4","76","1015832","1008330063","Midtown-Midtown South"
"10801","{A2C35BDE-3C53-4A21-87CF-A272B75D2A59}","roadway","PASTA LOUISE","PASTA LOUISE RESTAURANT LLC","Pasta Louise Restaurant LLC","undefined","803 8 AVENUE","Brooklyn","11215","803 8 AVENUE, Brooklyn, NY","50105059",,,,"24","8","192","no","yes","yes","Aug-25","TW","yes","yes","yes","2020-09-02T09:45:00.000","40.666256","-73.97879","6","39","167","3025927","3010917501","Park Slope-Gowanus"
"10802","{57F3AADA-2B85-4CF8-82E0-473D4D0CB908}","both","THE DECO FOOD + DRINK","FETE NEW YORK LLC","THE DECO FOOD + DRINK","undefined","231 WEST   39 STREET","Manhattan","10018","231 WEST   39 STREET, Manhattan, NY","50099424","70","2","140","50","8","400","yes","yes","yes","Jan-06","OP","no",,"yes","2020-09-02T10:35:00.000","40.754576","-73.989363","5","3","113","1014499","1007890021","Midtown-Midtown South"
"10803","{1A42F6C0-E873-40C5-8202-D3C0D8837C45}","both","JIMMY'S","200 MB CORP","JIMMY'S","undefined","158 WEST   38 STREET","Manhattan","10018","158 WEST   38 STREET, Manhattan, NY","50044591","15","8","120","45","8","360","yes","yes","yes","Oct-58","OP","no",,"yes","2020-09-02T11:19:00.000","40.753167","-73.987981","5","3","109","1015263","1008130064","Midtown-Midtown South"
"10804","{DA72CD14-6202-44B8-89BC-F9C378069487}","both","DOC WATSONS","1490 REST, INC.","DOC WATSONS","undefined","1490 2 AVENUE","Manhattan","10075","1490 2 AVENUE, Manhattan, NY","40512852","15","8","120","15","8","120","yes","yes","yes","May-11","OP","no",,"yes","2020-09-02T12:32:00.000","40.772422","-73.955708","8","5","134","1045228","1014520052","Lenox Hill-Roosevelt Island"
"10805","{3884126E-F144-46D8-81C3-1C6823EA457B}","openstreets","DORLAN'S","JMFF LLC","DORLAN'S","undefined","213 FRONT STREET","Manhattan","10038","213 FRONT STREET, Manhattan, NY","50042533",,,,,,,"no","no","yes","Dec-09","OP","no",,"yes","2020-09-02T12:40:00.000","40.70732","-74.002521","1","1","1501","1087524","1000970018","Battery Park City-Lower Manhattan"
"10806","{07B9AD1E-5A44-421C-8CA3-F70BE969DDD5}","sidewalk","AMPLE HILLS CREAMERY","AMPLE HILL VANDERBILT LLC","AMPLE HILLS CREAMERY","undefined","623 VANDERBILT AVENUE","Brooklyn","11238","623 VANDERBILT AVENUE, Brooklyn, NY","50060012","9","1","9",,,,"yes","no","no",,,"no",,"yes","2020-09-02T12:47:00.000","40.678674","-73.968486","8","35","205","3028188","3011450001","Prospect Heights"
"10807","{BAB17D74-4AED-47AC-8C62-44D812F1C588}","both","LA PARADA RESTAURANT","LA PARADA RESTAURANT CORP","LA PARADA RESTAURANT","undefined","855 4 AVENUE","Brooklyn","11232","855 4 AVENUE, Brooklyn, NY","50051014","28","8","224","28","8","224","yes","yes","yes","Nov-94","RW","no",,"yes","2020-09-02T12:56:00.000","40.656874","-74.001741","7","38","101","3010017","3006770006","Sunset Park West"
"10808","{47465FA9-4211-4675-807F-BECD17BD07CF}","roadway","FIASCO","ARTHUR AVENUE FIASCO RESTAURANT CORP.","FIASCO","undefined","2376 ARTHUR AVENUE","Bronx","10458","2376 ARTHUR AVENUE, Bronx, NY","50061177",,,,"34","8","272","no","yes","yes","Jul-59","RW","no",,"yes","2020-09-02T13:50:00.000","40.85505","-73.887979","6","15","391","2012137","2030730038","Belmont"
"10809","{BD30B921-39BD-4A29-86E0-DAD11993ECB7}","both","AMERICAN BRASS","CENTER BLVD RESTAURANT LLC","AMERICAN BRASS","undefined","2-01 50 AVENUE","Queens","11101","2-01 50 AVENUE, Queens, NY","50089790","120","10","1200","60","8","480","yes","yes","yes","May-94","OP","no",,"yes","2020-09-02T14:38:00.000","40.74359","-73.958535","2","26","1","4533416","4000170028","Hunters Point-Sunnyside-West Maspeth"
"1081","520a5db2-3f36-4251-8adc-d18fcfc4a0b4","roadway","Madison & Vine","Madison & Vine, LLC","Madison & Vine, LLC","299","Madison Avenue","Manhattan","10017","299 Madison Avenue, Manhattan, NY","41305028",,,,"30","32","960","no","yes","yes","1196062","OP","no",,"yes","2020-06-19T14:20:00.000","40.752101","-73.979416","5","4","82","1035332","1012760023","Murray Hill-Kips Bay"
"10810","{E34CF0B7-11AE-4FA4-8FD6-775590EA44EA}","both","GILDA'S RESTAURANT","GILDA'S RESTAURANT CORP","GILDA'S RESTAURANT","undefined","91-15 31 AVENUE","Queens","11369","91-15 31 AVENUE, Queens, NY","41125700","10","7","70","20","8","160","yes","yes","yes","Feb-00","RW","no",,"yes","2020-09-02T14:43:00.000","40.760146","-73.877436","3","22","351","4033589","4013890027","Jackson Heights"
"10811","{CCC154BD-AEB9-463E-8686-4C89A03A6A50}","roadway","THE BARN COFFEE SHOP","THE BARN COFFEE SHOP CORP","THE BARN COFFEE SHOP","undefined","2608 HOYT AVE S","Queens","11102","2608 HOYT AVE S, Queens, NY","50105137",,,,"20","6","120","no","yes","no",,,"no",,"yes","2020-09-02T15:05:00.000","40.772445","-73.920629","1","22","69","4018540","4008610049","Old Astoria"
"10812","{41D67F68-B5DA-48CD-8E05-6AB0C0B59F6D}","roadway","APPETHAIZE","KCS75 CORPORATION","APPETHAIZE","undefined","75 BAXTER STREET","Manhattan","10013","75 BAXTER STREET, Manhattan, NY","50105640",,,,"15","8","120","no","yes","no",,,"no",,"yes","2020-09-02T15:51:00.000","40.716328","-74.000047","3","1","29","1002382","1001990034","Chinatown"
"10813","{2DAE8B87-B1AE-4C7C-81EE-137917D4055C}","roadway","TABARE RESTAURANT","RABID INC","TABARE RESTAURANT","undefined","1006 FLUSHING AVENUE","Brooklyn","11237","1006 FLUSHING AVENUE, Brooklyn, NY","50096287",,,,"25","8","200","no","yes","yes","Sep-41","OP","no",,"yes","2020-09-02T16:22:00.000","40.703835","-73.930972","4","34","427","3338441","3031490003","Bushwick North"
"10814","{6C4B2C12-0232-4D77-8421-95B4BA256C18}","sidewalk","QINGDAO","ON &amp; ON 168 INC.","QINGDAO","undefined","4046 MAIN ST","Queens","11354","4046 MAIN ST, Queens, NY","50069376","20","8","160",,,,"yes","no","no",,,"no",,"yes","2020-09-02T17:02:00.000","40.758477","-73.829611","7","20","871","4114146","4050370061","Flushing"
"10815","{F78EBF30-27EA-4D7B-87BA-EB8F7126F882}","sidewalk","THE DUPLEX","LEGENDARY NIGHT SPOTS, INC","THE DUPLEX","undefined","61 CHRISTOPHER STREET","Manhattan","10014","61 CHRISTOPHER STREET, Manhattan, NY","41029356","95","18","1710",,,,"yes","no","yes","May-50","OP","no",,"yes","2020-09-02T20:51:00.000","40.733697","-74.002353","2","3","73","1082224","1006100001","West Village"
"10816","{5666EDCF-1B5B-47A4-8F9F-E2C569257ABB}","both","UPRIGHT COFFEE","UPRIGHT HOLDINGS, LLC","UPRIGHT COFFEE","undefined","860 MANHATTAN AVENUE","Brooklyn","11222","860 MANHATTAN AVENUE, Brooklyn, NY","41568894","20","5","100","20","8","160","yes","yes","no",,,"no",,"yes","2020-09-03T08:05:00.000","40.729233","-73.953828","1","33","575","3065136","3025740051","Greenpoint"
"10817","{E3E28A97-6841-4C00-84A0-F19EA789BB16}","sidewalk","WYNWOOD","SI WATERFRONT MANAGEMENT INC","WYNWOOD","undefined","24 NAVY PIER COURT","Staten Island","10304","24 NAVY PIER COURT, Staten Island, NY","50105925","30","6","180",,,,"yes","no","no",,,"no",,"yes","2020-09-03T10:33:00.000","40.62882","-74.074318","1","49","21","5158987","5004877502","Stapleton-Rosebank"
"10818","{99054E37-7EAC-4367-8A53-ADF5F69AC881}","sidewalk","SUBWAY","J &amp; S Wholesome Choice Inc","SUBWAY","undefined","525 5 AVENUE","Brooklyn","11215","525 5 AVENUE, Brooklyn, NY","50006968","12","10","120",,,,"yes","no","no",,,"no",,"yes","2020-09-03T10:56:00.000","40.666444","-73.988566","6","39","141","3023432","3010350005","Park Slope-Gowanus"
"10819","{411A40D8-AF5B-4DDD-80EC-A2FD50287CDF}","sidewalk","BERGDORF GOODMAN","BERGDORF GOODMAN INC","Bergdorf Goodman","undefined","745 5 AVENUE","Manhattan","10151","745 5 AVENUE, Manhattan, NY","50100458","34","16","544",,,,"yes","no","yes","Oct-17","OP","no",,"yes","2020-09-03T11:03:00.000","40.763326","-73.973695","5","4","11202","1036079","1012930069","Midtown-Midtown South"
"1082","992cf7bc-35d0-4f27-8f05-07d16fa0d0a2","both","Levante","Cibo 2621 LLC","Levante","26-21","Jackson Avenue","Queens","11101","26-21 Jackson Avenue, Queens, NY","50065915","21","10","210","21","9","189","yes","yes","yes","1309925","OP","no",,"yes","2020-06-19T14:55:00.000","40.747411","-73.941588","2","26","19","4005141","4004330004","Hunters Point-Sunnyside-West Maspeth"
"10820","{FE884900-A0CB-4864-8E76-01CA8AAAFD67}","sidewalk","GOLD STAR BEER COUNTER","BIERENDELI'S LLC","GOLD STAR BEER COUNTER","undefined","340 STERLING PLACE","Brooklyn","11238","340 STERLING PLACE, Brooklyn, NY","50105157","86","20","1720",,,,"yes","no","yes","Dec-82","EB","yes","yes","yes","2020-09-03T11:12:00.000","40.675347","-73.966865","8","35","207","3029340","3011710052","Prospect Heights"
"10821","{B8963F54-FC09-48BE-8310-122F731DDDB8}","sidewalk","VILLA TAPIA RESTAURANT","villa tapia restaurant corp","VILLA TAPIA RESTAURANT","undefined","245 BROOK AVENUE","Bronx","10454","245 BROOK AVENUE, Bronx, NY","50002478","37","14","518",,,,"yes","no","yes","Nov-88","RW","no",,"yes","2020-09-03T11:39:00.000","40.807892","-73.91903","1","8","39","2091058","2022830053","Mott Haven-Port Morris"
"10822","{71919C2C-E4F9-4D46-8BA3-38FDB7478570}","sidewalk","VILLA TAPIA RESTAURANT","villa tapia restaurant corp","VILLA TAPIA RESTAURANT","undefined","245 BROOK AVENUE","Bronx","10454","245 BROOK AVENUE, Bronx, NY","50002478","42","14","588",,,,"yes","no","yes","Nov-88","RW","no",,"yes","2020-09-03T11:43:00.000","40.807892","-73.91903","1","8","39","2091058","2022830053","Mott Haven-Port Morris"
"10823","{940B1524-79F1-4AA5-8729-1FF5F6962530}","both","MARKET TABLE","JOHN DORY LLC","MARKET TABLE","undefined","54 CARMINE STREET","Manhattan","10014","54 CARMINE STREET, Manhattan, NY","41277451","38","6","228","50","8","400","yes","yes","yes","Jul-77","OP","yes","yes","yes","2020-09-03T12:06:00.000","40.729939","-74.003666","2","3","67","1008355","1005270053","West Village"
"10824","{656EAFEB-378C-4D5E-8DA5-8D9E39275326}","both","PIO PIO","SIPAN RESTAURANT OF NEW YORK INC","PIO PIO","undefined","702 AMSTERDAM AVENUE","Manhattan","10025","702 AMSTERDAM AVENUE, Manhattan, NY","40914702","35","50","1750","35","8","280","yes","yes","yes","Mar-39","OP","no",,"yes","2020-09-03T12:10:00.000","40.792807","-73.971289","7","6","183","1033677","1012420029","Upper West Side"
"10825","{28AA76E8-1BB2-48B2-85C1-116DD8F18A8D}","both","AREITO LOUNGE AND GRILL","S &amp; S AREITOS, INC.","AREITO LOUNGE AND GRILL","undefined","2510 VALENTINE AVENUE","Bronx","10458","2510 VALENTINE AVENUE, Bronx, NY","50105839","42","3","126","42","8","336","yes","yes","yes","Sep-84","OP","no",,"yes","2020-09-03T13:17:00.000","40.862698","-73.89554","7","15","39901","2013615","2031540060","Bedford Park-Fordham North"
"10826","{8A9BE044-713D-4599-836F-C1F1EEA29739}","both","SOUTH OF THE CLOUDS","LHG RESTAURANT INC","SOUTH OF THE CLOUDS","undefined","16 WEST    8 STREET","Manhattan","10011","16 WEST    8 STREET, Manhattan, NY","50073031","153","2","306","18","8","144","yes","yes","yes","Dec-91","RW","yes","yes","yes","2020-09-03T13:24:00.000","40.732549","-73.997074","2","1","63","1008859","1005510023","West Village"
"10827","{1F0988C6-0D00-4164-8DBD-DE7FDEB07BFC}","both","NUM PANG KITCHEN","8192 FOR 4096 HOSPITALITY LLC","Num Pang Kitchen","undefined","1407 BROADWAY","Manhattan","10018","1407 BROADWAY, Manhattan, NY","50069905","14","6","84","16","6","96","yes","yes","no",,,"no",,"yes","2020-09-03T13:36:00.000","40.753439","-73.987151","5","3","113","1015265","1008140015","Midtown-Midtown South"
