"calendarnumber","premiseaddressnumber","premiseaddressstreet","borough","block","lot","c1","c2","c3","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"1224-17-A","140","5th Ave","Manhattan","00820","47","1224","1917","A","10011","40.739005","-73.991448","105","3","54","1015455","1008207501","Hudson Yards-Chelsea-Flatiron-Union Square"
"1225-17-A","231-233","East 43rd St","Manhattan","01317","19","1225","1917","A","10017","40.751104","-73.973137","106","4","88","1037560","1013170019","Turtle Bay-East Midtown"
"1230-17-A","59-75","Wall St","Manhattan","00027","9 & 17","1230","1917","A","10005","40.705936","-74.008689","101","1","7","1000828","1000270009","Battery Park City-Lower Manhattan"
"1235-17-A","(437-441) 433-439","West St","Manhattan","00638","4, 6","1235","1917","A",,,,,,,,,
"1236-17-A","1100-1120","177th St","Bronx","03904","150","1236","1917","A",,,,,,,,,
"1236-17-A to 1241-17-A","1100","177th St","Bronx","03903","50,90,30","1236","1917","A",,,,,,,,,
"1236-17-A","1100-1104(1100-1150)","177th St","Bronx","03904","30,50,90,34,40","1236","1917","A",,,,,,,,,
"1241-17-A","1100-1104(1100-1150)","177th St","Bronx","03904","30,50,90,34,40","1241","1917","A",,,,,,,,,
"234-22-S",,,,,,"234","1922","S",,,,,,,,,
"1241-17-A","1100-1120","177th St","Bronx","03904","150","1241","1917","A",,,,,,,,,
"1252-17-A","23-27","West 62nd St","Manhattan","01115","17,22,43,47","1252","1917","A","10023","40.770283","-73.981436","107","6","149","1027463","1011157503","Lincoln Square"
"1252-17-S","23-25","62nd St","Manhattan","00115","17","1252","1917","S",,,,,,,,,
"1253-17-S","323-327","West 16th St","Manhattan","00740","19, 20","1253","1917","S","10011","40.741456","-74.002429","104","3","83","1013051","1007400019","Hudson Yards-Chelsea-Flatiron-Union Square"
"1275-17-A","30-32","West 21st Street","Manhattan","00822","58","1275","1917","A","10010","40.740737","-73.99166","105","3","54","1015506","1008220058","Hudson Yards-Chelsea-Flatiron-Union Square"
"1287-17-S","250-258","East 139th St","Bronx","02333","17","1287","1917","S","10451","40.811967","-73.92706","201","8","51","2097046","2023330017","Mott Haven-Port Morris"
"1292-17-S","661-663","Broadway","Brooklyn","03112","5","1292","1917","S","11206","40.702294","-73.944585","301","34","491","3000000","3031040001","East Williamsburg"
"1304-17-A","8-10.","Fulton St","Brooklyn","00200","1","1304","1917","A",,,,,,,,,
"1314-17-S","633","East 189th St","Bronx","NONE",,"1314","1917","S","10458","40.856886","-73.885015","206","15","389","2120643","2030780072","Belmont"
"1320-17-S","8-10.","Fulton St","Brooklyn","00200","1","1320","1917","S",,,,,,,,,
"1321-17-S","23-25","62nd St","Manhattan","00115","17","1321","1917","S",,,,,,,,,
"1334-17-A","697-701","Greenwich St","Manhattan","00631","30","1334","1917","A","10014","40.733694","-74.007307","102","3","75","1011753","1006310030","West Village"
"1334-17-A","697-701","Greenwich St","Manhattan","00631","30","1334","1917","A","10014","40.733694","-74.007307","102","3","75","1011753","1006310030","West Village"
"1345-17-S","755","East 220th St","Bronx","04668","20","1345","1917","S","10467","40.883801","-73.86088","212","12","396","2058124","2046680020","Williamsbridge-Olinville"
"1347-17-S","542-546","West 22nd St","Manhattan","00693","56","1347","1917","S","10011","40.747635","-74.006135","104","3","99","1012317","1006930056","Hudson Yards-Chelsea-Flatiron-Union Square"
"1348-17-S","57","Warren St","Manhattan","00133","19","1348","1917","S","10007","40.71476","-74.009289","101","1","21","1077241","1001330019","SoHo-TriBeCa-Civic Center-Little Italy"
"1366-17-BZ","1920","Harmon St","Queens","03388","21,22","1366","1917","BZ","11385","40.708221","-73.910473","405","30","591","4080791","4033880022","Ridgewood"
"1377-17-A","7-9","West 18th St","Manhattan","00820","33,36","1377","1917","A",,,,,,,,,
"1378-17-S","222-228","West 14th St","Manhattan","00618","18","1378","1917","S","10011","40.738915","-74.000559","102","3","77","1067572","1006187501","West Village"
"1383-17-S","60","Beekkman St","Manhattan","00100","6","1383","1917","S",,,,,,,,,
"1393-17-A","153-161","East 24th St","Manhattan","00880","37","1393","1917","A","10010","40.739943","-73.983703","106","2","68","1086514","1008800024","Gramercy"
"1396-17-A",,"East 165th St","Bronx","NONE",,"1396","1917","A",,,,,,,,,
"1404-17-S","240-242","West 23rd St","Manhattan","00772","67","1404","1917","S","10011","40.744613","-73.996889","104","3","91","1014132","1007720067","Hudson Yards-Chelsea-Flatiron-Union Square"
"1405-17-S","241-243","West 23rd St","Manhattan","00773","22","1405","1917","S","10011","40.744626","-73.996878","104","3","91","1014146","1007730022","Hudson Yards-Chelsea-Flatiron-Union Square"
"1423-17-S","130-162","Willow Ave","Bronx","02586","1","1423","1917","S","10454","40.801758","-73.913143","201","17","19",,,"Mott Haven-Port Morris"
"1429-17-S","41-","28th St","Manhattan","00830","14","1429","1917","S",,,,,,,,,
"1435-17-S","1433-1435","Dekalb Ave","Brooklyn","03235","44","1435","1917","S","11237","40.700355","-73.923132","304","37","429","3423703","3032350042","Bushwick North"
"1438-17-S","389-393","Kent Ave","Brooklyn","02568","3","1438","1917","S","11249","40.711339","-73.968283","301","33","549","3397615","3024687501","North Side-South Side"
"1446-17-S","82-90","Brown Pl","Bronx","NONE",,"1446","1917","S","10454","40.804117","-73.922799","201","8","19","2000135","2022770001","Mott Haven-Port Morris"
"1447-17-S","397","Washington St","Manhattan","00217","10","1447","1917","S","10013","40.721625","-74.010653","101","1","39","1002816","1002170010","SoHo-TriBeCa-Civic Center-Little Italy"
"1453-17-S","15-27","N Oxford St","Brooklyn","02029","9-10,15-17","1453","1917","S","11205","40.697472","-73.975661","302","35","211","3335213","3020290015","Fort Greene"
"1453-17-S","13-19","N Oxford St","Brooklyn","02029","15-17,9-10","1453","1917","S","11205","40.697516","-73.975668","302","35","211","3057949","3020290017","Fort Greene"
"1453-17-S","15-27","N Oxford St","Brooklyn","02029","9-10","1453","1917","S","11205","40.697472","-73.975661","302","35","211","3335213","3020290015","Fort Greene"
"1453-17-S","13-19","N Oxford St","Brooklyn","02029","15-17","1453","1917","S","11205","40.697516","-73.975668","302","35","211","3057949","3020290017","Fort Greene"
"1454-17-S","108","Park Row","Manhattan","00159","57","1454","1917","S","10007","40.71271","-74.002251","101","1","29","1001680","1001590060","Chinatown"
"1456-17-S","2-20","Tudor City Pl","Manhattan","01333","18","1456","1917","S",,,,,,,,,
"1457-17-BZ","1640/1650","Grand Concourse","Bronx","02823","1","1457","1917","BZ",,,,,,,,,
"1457-17-A","414","45th st","Manhattan","01054","42,44","1457","1917","A",,,,,,,,,
"1458-17-A","13-19","N Oxford St","Brooklyn","02029","15-17","1458","1917","A","11205","40.697516","-73.975668","302","35","211","3057949","3020290017","Fort Greene"
"1458-17-A","15-27","N Oxford St","Brooklyn","02029","9-10","1458","1917","A","11205","40.697472","-73.975661","302","35","211","3335213","3020290015","Fort Greene"
"1458-17-A","15-27","N Oxford St","Brooklyn","2029","9-10,15-17","1458","1917","A","11205","40.697472","-73.975661","302","35","211","3335213","3020290015","Fort Greene"
"1461-17-A","1365-1373","Boston Rd","Bronx","02934","40","1461","1917","A","10456","40.83246","-73.898406","203","16","151","2009757","2029340040","Morrisania-Melrose"
"1463-17-S","8-12","Forrest Ave","Brooklyn","03145","(8,14) 11, 12","1463","1917","S",,,,,,,,,
"1467-17-S","397","Washington St","Manhattan","00217","10","1467","1917","S","10013","40.721625","-74.010653","101","1","39","1002816","1002170010","SoHo-TriBeCa-Civic Center-Little Italy"
"1481-17-A","57","Hope St","Brooklyn","02369","40","1481","1917","A","11211","40.713174","-73.955744","301","34","519","3062518","3023690040","North Side-South Side"
"1485-17-S","77-81","3rd Ave","Brooklyn","00198","7,10,8,11,12","1485","1917","S","11217","40.683955","-73.981615","302","33","39","3324307","3001980008","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1487-17-S","130 (130-138)","Palmetto","Brooklyn","03350","18","1487","1917","S",,,,,,,,,
"1488-17-S","39-41","32nd St","Manhattan","00834","19","1488","1917","S",,,,,,,,,
"1489-17-S","(437-441) 433-439","West St","Manhattan","00638","4, 6","1489","1917","S",,,,,,,,,
"1496-17-A","12-14","West 18th St","Manhattan","00819","53","1496","1917","A",,,,,,,,,
"1497-17-A",,"180th st","Bronx","NONE",,"1497","1917","A",,,,,,,,,
"1499-17-S","205-211","East 24th St","Manhattan","00905","6,10,15","1499","1917","S","10010","40.739429","-73.98248","106","2","66","1019785","1009050006","Murray Hill-Kips Bay"
"1506-17-S","240","East 153rd St","Bronx","NONE",,"1506","1917","S","10451","40.82044","-73.922484","201","17","65",,,"Melrose South-Mott Haven North"
"1513-17-S","64","Reade St","Manhattan","00150","5","1513","1917","S","10007","40.714997","-74.006565","101","1","33","1001638","1001500005","SoHo-TriBeCa-Civic Center-Little Italy"
"1519-17-S","420","E 149th St","Bronx","NONE",,"1519","1917","S","10455","40.815564","-73.91647","201","8","43","2000531","2022930039","Mott Haven-Port Morris"
"1530-17-A","3321-3335","Broadway","Manhattan","02001","29-33","1530","1917","A","10031","40.819338","-73.955641","109","7","22302","1059942","1020010005","Manhattanville"
"1532-17-A","193","Bowery","Manhattan","00425","6","1532","1917","A","10002","40.720851","-73.993817","103","1","18","1005678","1004250006","Chinatown"
"1533-17-A","(old-51-55) 49-55","Lexington Ave","Manhattan","00880","66","1533","1917","A",,,,,,,,,
"1535-17-S","522","East 76th St","Manhattan","01487","15","1535","1917","S","10021","40.769132","-73.951147","108","5","132","1085487","1014870015","Lenox Hill-Roosevelt Island"
"1541-17-S","108","Park Row","Manhattan","00159","57","1541","1917","S","10007","40.71271","-74.002251","101","1","29","1001680","1001590060","Chinatown"
"1547-17-A","68-70","Madison St","Manhattan","00278","48","1547","1917","A","10002","40.712104","-73.996494","103","1","8",,,"Chinatown"
"1558-17-A","59-75","Wall St","Manhattan","00027","9 & 17","1558","1917","A","10005","40.705936","-74.008689","101","1","7","1000828","1000270009","Battery Park City-Lower Manhattan"
"1559-17-A","59-75","Wall St","Manhattan","00027","9 & 17","1559","1917","A","10005","40.705936","-74.008689","101","1","7","1000828","1000270009","Battery Park City-Lower Manhattan"
"1594-17-S","57","Warren St","Manhattan","00133","19","1594","1917","S","10007","40.71476","-74.009289","101","1","21","1077241","1001330019","SoHo-TriBeCa-Civic Center-Little Italy"
"1596-17-S","25-27","Carroll St","Brooklyn","00347","53","1596","1917","S","11231","40.683399","-74.004875","306","39","51","3004605","3003477504","Carroll Gardens-Columbia Street-Red Hook"
"1599-17-S","3666","Richmond Terrace","Staten Island","01400","1","1599","1917","S","10303","40.640818","-74.179965","501","49","323",,,"Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"1599-17-S","241","Western Ave","Staten Island","01338","1","1599","1917","S","10303","40.635848","-74.181317","501","49","323","5167190","5014000001","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"1603-17-S","180","South St","Manhattan","00110","14","1603","1917","S","10038","40.708821","-73.998968","103","1","25","1077413","1001110100","Chinatown"
"1613-17-BZ","107-36","Queens Blvd","Queens","03239,02049","3","1613","1917","BZ","11375","40.721559","-73.844912","406","29","711","4312083","4032397501","Forest Hills"
"1619-17-S","1082","Park Ave","Manhattan","01500","34","1619","1917","S","10128","40.781724","-73.956081","108","4","15002","1046955","1015007501","Upper East Side-Carnegie Hill"
"1626-17-A","144","Freeman St","Brooklyn","02512","59,33","1626","1917","A","11222","40.734331","-73.95613","301","33","563","3064027","3025120033","Greenpoint"
"1641-17-S","82-92","Beekman St","Manhattan","00098","54","1641","1917","S","10038","40.708574","-74.003823","101","1","1501",,,"Battery Park City-Lower Manhattan"
"1643-17-S","82-92","Beekman St","Manhattan","00098","54","1643","1917","S","10038","40.708574","-74.003823","101","1","1501",,,"Battery Park City-Lower Manhattan"
"1647-17-S","21-23","34th St","Manhattan","00836","18","1647","1917","S",,,,,,,,,
"1651-17-S","249","West 80th St","Manhattan","01228","8","1651","1917","S","10024","40.784706","-73.979879","107","6","167","1081044","1012280008","Upper West Side"
"1663-17-S","639-647","Kent Ave","Brooklyn","02191","1,3","1663","1917","S","11249","40.701786","-73.964155","301","33","539",,,"Williamsburg"
"1668-17-A","335-345","East 27th St","Manhattan","00933","18,25","1668","1917","A","10016","40.739566","-73.977039","106","2","66","1084666","1009337501","Murray Hill-Kips Bay"
"1669-17-A","278-280","6th St","Brooklyn","00993","10","1669","1917","A","11215","40.671837","-73.986564","306","39","137","3420412","3009930006","Park Slope-Gowanus"
"1677-17-S","703-705","Bedford Ave","Brooklyn","02235","1","1677","1917","S","11206","40.699959","-73.957206","301","33","531","3394321","3022357510","Bedford"
"1684-17-BZ","112-116","East 32nd St","Manhattan","00887","88-90","1684","1917","BZ","10016","40.745492","-73.981576","105","2","72","1018470","1008870088","Murray Hill-Kips Bay"
"1701-17-S","7-8","Chatham Sq","Manhattan","00162","39","1701","1917","S",,,,,,,,,
"1719-17-S","369","3rd Ave","Manhattan","00907","57","1719","1917","S","10016","40.741131","-73.981459","106","2","66","1019864","1009070056","Murray Hill-Kips Bay"
"1730-17-A","369","3rd Ave","Manhattan","00907","57","1730","1917","A","10016","40.741131","-73.981459","106","2","66","1019864","1009070056","Murray Hill-Kips Bay"
"1731-17-A","369","3rd Ave","Manhattan","00907","57","1731","1917","A","10016","40.741131","-73.981459","106","2","66","1019864","1009070056","Murray Hill-Kips Bay"
"1742-17-A",,"184th st","Bronx","NONE",,"1742","1917","A",,,,,,,,,
"1746-17-A",,"182nd St","Bronx","NONE",,"1746","1917","A",,,,,,,,,
"1749-17-A","750-752","8th Ave","Manhattan","01018","1","1749","1917","A","10036","40.759878","-73.98785","105","3","125","1024736","1010187502","Midtown-Midtown South"
"1750-17-S","203-213","51st St","Manhattan","01023","29","1750","1917","S",,,,,,,,,
"1751-17-S","105-107","Johnson Ave","Brooklyn","03060","30, 32","1751","1917","S",,,,,,,,,
"1754-17-S","2-8","Lafayette St","Manhattan","00155","1","1754","1917","S",,,,,,,,,
"1755-17-S","420","E 149th St","Bronx","NONE",,"1755","1917","S","10455","40.815564","-73.91647","201","8","43","2000531","2022930039","Mott Haven-Port Morris"
"1756-17-S","300","Exterior St","Bronx","NONE",,"1756","1917","S",,,,,,,,,
"1762-17-A","(500-518) 512-516","Park Pl","Brooklyn","01167","32, 36, 38, 134","1762","1917","A",,,,,,,,,
"1767-17-S","39-45","Ainslie St","Brooklyn","02371","48","1767","1917","S","11211","40.712956","-73.953002","301","34","513","3062533","3023710048","North Side-South Side"
"1783-17-S","15-17","17th St","Manhattan","00846","13","1783","1917","S",,,,,,,,,
"1795-17-S","72-98","Bridge St","Brooklyn","00054","22","1795","1917","S","11201","40.702216","-73.984723","302","33","21","3000000","3000540001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1797-17-S","41-","28th St","Manhattan","00830","14","1797","1917","S",,,,,,,,,
"1799-17-S","32-44","S 9th St","Brooklyn","02144","11","1799","1917","S","11249","40.709094","-73.967584","301","33","547",,,"North Side-South Side"
"1800-17-S","311","Bowery","Manhattan","00457","4","1800","1917","S","10003","40.725125","-73.99224","103","2","3602","1087207","1004570001","East Village"
"1804-17-A","3320-3338","Broadway","Manhattan","01988","1","1804","1917","A","10031","40.819459","-73.955528","109","7","22301","1059751","1019880001","Manhattanville"
"1805-17-S","202-204","East 29th St","Manhattan","00909","53","1805","1917","S","10016","40.742426","-73.980047","106","2","66","1019910","1009090053","Murray Hill-Kips Bay"
"1818-17-A","244","Madison Ave","Manhattan","00867","57","1818","1917","A","10016","40.750131","-73.981247","105","4","82","1017221","1008670057","Murray Hill-Kips Bay"
"1819-17-S","282","9th Ave","Manhattan","00750","79","1819","1917","S","10001","40.748755","-73.999668","104","3","97","1082794","1007510001","Hudson Yards-Chelsea-Flatiron-Union Square"
"1830-17-S","40-42","27-th Ave","Manhattan","00828","70","1830","1917","S",,,,,,,,,
"1831-17-A","18-26","Bainbridge St","Brooklyn","01684","9","1831","1917","A","11233","40.680455","-73.935258","303","36","273",,,"Stuyvesant Heights"
"1849-17-A","87-105","Heyward St","Brooklyn","02225","10","1849","1917","A","11206","40.701128","-73.957003","301","33","533","3335318","3022250050","Williamsburg"
"1872-17-S","156","Chambers St","Manhattan","00137","28","1872","1917","S","10007","40.715973","-74.010259","101","1","21","1001493","1001370028","SoHo-TriBeCa-Civic Center-Little Italy"
"1876-17-S","303-309","Rodney St","Brooklyn","02448","17","1876","1917","S","11211","40.708961","-73.956136","301","34","527","3393856","3024480013","North Side-South Side"
"1877-17-S","303-309","Rodney St","Brooklyn","02448","17","1877","1917","S","11211","40.708961","-73.956136","301","34","527","3393856","3024480013","North Side-South Side"
"1879-17-A","4342-4344","Broadway","Manhattan","02167","29","1879","1917","A","10033","40.852843","-73.93436","112","10","271","1076752","1021670029","Washington Heights North"
"1887-17-S","214","E 52nd St","Manhattan","01325","45","1887","1917","S","10022","40.756834","-73.969294","106","4","98","1038484","1013257504","Turtle Bay-East Midtown"
"1903-17-S","16-18","Jay St","Manhattan","00143","23","1903","1917","S","10013","40.718049","-74.010011","101","1","39","1079179","1001437503","SoHo-TriBeCa-Civic Center-Little Italy"
"1915-17-S","450-452","E 148th St","Bronx","02292","35","1915","1917","S","10455","40.814702","-73.916663","201","8","43","2000525","2022920035","Mott Haven-Port Morris"
"1915-17-S","450-452","E 148th St","Bronx","02292","35","1915","1917","S","10455","40.814702","-73.916663","201","8","43","2000525","2022920035","Mott Haven-Port Morris"
"1915-17-S","450-452","East 148 St","Bronx","02292","35","1915","1917","S","10455","40.814702","-73.916663","201","8","43","2000525","2022920035","Mott Haven-Port Morris"
"593-17-S","53-55","Elizabeth St","Manhattan","00204","20","1917","1917","S","10013","40.717094","-73.996652","102","1","41","1002619","1002047502","SoHo-TriBeCa-Civic Center-Little Italy"
"605-17-S","110-112","Greene St","Manhattan","00499","11","1917","1917","S","10012","40.724524","-73.99974","102","1","49","1007605","1004990007","SoHo-TriBeCa-Civic Center-Little Italy"
"464-17-S","121","Spring St","Manhattan","00499","43","1917","1917","S","10012","40.723717","-74.000188","102","1","49","1007626","1004997503","SoHo-TriBeCa-Civic Center-Little Italy"
"1149-17-S","185-187","Canal St","Manhattan","00205","25 & 30","1917","1917","S","10013","40.716863","-73.997882","102","1","41","1002645","1002050030","SoHo-TriBeCa-Civic Center-Little Italy"
"855-17-S","50-56","Downing St","Manhattan","00528","13, 28-31","1917","1917","S","10014","40.729102","-74.004423","102","3","67","1088511","1005280012","West Village"
"1244-17-S","121","Spring St","Manhattan","00499","43","1917","1917","S","10012","40.723717","-74.000188","102","1","49","1007626","1004997503","SoHo-TriBeCa-Civic Center-Little Italy"
"1373-17-S","92","Greene St","Manhattan","00499","1","1917","1917","S","10012","40.724074","-74.000119","102","1","49","1087557","1004997505","SoHo-TriBeCa-Civic Center-Little Italy"
"2455-17-S","(136-138) (140)","Sullivan St","Manhattan","00518","41 & 46","1917","1917","S",,,,,,,,,
"1573-17-S","185-187","Canal St","Manhattan","00205","25 & 30","1917","1917","S","10013","40.716863","-73.997882","102","1","41","1002645","1002050030","SoHo-TriBeCa-Civic Center-Little Italy"
"607-17-S","185-187","Canal St","Manhattan","00205","25 & 30","1917","1917","S","10013","40.716863","-73.997882","102","1","41","1002645","1002050030","SoHo-TriBeCa-Civic Center-Little Italy"
"1450-17-S","185-187","Canal St","Manhattan","00205","25 & 30","1917","1917","S","10013","40.716863","-73.997882","102","1","41","1002645","1002050030","SoHo-TriBeCa-Civic Center-Little Italy"
"1781-17-S","129-133","Hudson St","Manhattan","00188","23 & 25","1917","1917","S","10013","40.72036","-74.008525","101","1","39","1002127","1001887503","SoHo-TriBeCa-Civic Center-Little Italy"
"1636-17-S","241","West Broadway","Manhattan","00191","15","1917","1917","S","10013","40.719745","-74.005887","101","1","33","1002180","1001910015","SoHo-TriBeCa-Civic Center-Little Italy"
"1979-17-S","54-56","White St","Manhattan","00193","6","1917","1917","S","10013","40.718463","-74.003972","101","1","33","1002195","1001930006","SoHo-TriBeCa-Civic Center-Little Italy"
"1053-17-S","47","Walker St","Manhattan","00193","32","1917","1917","S","10013","40.71907","-74.003525","101","1","33","1075737","1001937504","SoHo-TriBeCa-Civic Center-Little Italy"
"2566-17-S","36","Walker St","Manhattan","00194","14","1917","1917","S","10013","40.719251","-74.003878","101","1","33","1002293","1001940014","SoHo-TriBeCa-Civic Center-Little Italy"
"1984-17-S","167-175","Chrystie","Manhattan","00425","9","1917","1917","S",,,,,,,,,
"1607-17-S","315-317","Church St","Manhattan","00194","20","1917","1917","S","10013","40.719836","-74.004069","101","1","33","1002298","1001940020","SoHo-TriBeCa-Civic Center-Little Italy"
"2613-17-S","8","North Moore St","Manhattan","00189","41","1917","1917","S","10013","40.719729","-74.006374","101","1","33","1002152","1001890041","SoHo-TriBeCa-Civic Center-Little Italy"
"1256-17-S","100","Prince St","Manhattan","00499","17","1917","1917","S","10012","40.724796","-73.998932","102","1","49","1007609","1004990017","SoHo-TriBeCa-Civic Center-Little Italy"
"1169-17-A","22-05","43rd Ave","Queens","00426","5","1917","1917","1917","11101","40.750015","-73.944368","402","26","19","4005068","4004260005","Hunters Point-Sunnyside-West Maspeth"
"2422-17-S","115-117","Spring St","Manhattan","00499","39-41","1917","1917","S","10012","40.723632","-74.000011","102","1","49","1007624","1004997504","SoHo-TriBeCa-Civic Center-Little Italy"
"494-17-S","392","Broadway","Manhattan","00195","5","1917","1917","S","10013","40.718392","-74.002724","101","1","31","1002321","1001950005","SoHo-TriBeCa-Civic Center-Little Italy"
"1505-17-S","12-14","West 18th St","Manhattan","00819","53","1917","1917","S",,,,,,,,,
"513-17-S","8-10","White St","Manhattan","00191","10","1917","1917","S",,,,,,,,,
"1282-17-S","00264-266","Canal St","Manhattan","00196","15","1917","1917","S","10013","40.718752","-74.000996","101","1","31","1002345","1001960015","SoHo-TriBeCa-Civic Center-Little Italy"
"1096-17-S","119-125","Walker St","Manhattan","00198","5,8,10,11,12","1917","1917","S","10013","40.717503","-73.999964","101","1","29","1084583","1001980126","Chinatown"
"2282-17-S","84","Bowery","Manhattan","00203","20","1917","1917","S","10013","40.717064","-73.99557","102","1","41","1002608","1002030020","SoHo-TriBeCa-Civic Center-Little Italy"
"1312-17-S","100","Prince St","Manhattan","00499","17","1917","1917","S","10012","40.724796","-73.998932","102","1","49","1007609","1004990017","SoHo-TriBeCa-Civic Center-Little Italy"
"2114-17-S","461-463","Greenwich St","Manhattan","00225","1","1917","1917","S","10013","40.723673","-74.009481","101","1","39","1002929","1002257501","SoHo-TriBeCa-Civic Center-Little Italy"
"2095-17-S","153-155","Hudson St","Manhattan","00215","23","1917","1917","S","10013","40.721496","-74.008326","101","1","39","1002810","1002157501","SoHo-TriBeCa-Civic Center-Little Italy"
"2456-17-S","90-02,91-38","Atlantic Ave","Queens","00344,00347","1,11-12","1917","1917","S",,,,,,,,,
"2591-17-S","611-621","Broadway","Manhattan","00523","48","1917","1917","S","10012","40.725699","-73.996558","102","1","5501","1008240","1005230048","West Village"
"2279-17-S","256-258","Mott St","Manhattan","00508","6","1917","1917","S","10012","40.723566","-73.994664","102","1","43","1007886","1005080006","SoHo-TriBeCa-Civic Center-Little Italy"
"228-17-S","100-102","West Houston St","Manhattan","00525","61","1917","1917","S","10012","40.727159","-74.00035","102","1","65","1008277","1005250061","West Village"
"2326-17-S","280-282","Lafayette St","Manhattan","00510","6","1917","1917","S","10012","40.724074","-73.996169","102","1","43","1007930","1005100006","SoHo-TriBeCa-Civic Center-Little Italy"
"2462-17-S","29","West 17th St","Manhattan","00819","22","1917","1917","S","10011","40.738398","-73.993346","105","3","54","1015413","1008190022","Hudson Yards-Chelsea-Flatiron-Union Square"
"2243-17-S","302","Elizabeth St","Manhattan","00521","70","1917","1917","S","10012","40.724919","-73.993246","102","1","5502","1008197","1005210070","West Village"
"1598-17-S","125","Prince St","Manhattan","00514","42","1917","1917","S","10012","40.725334","-73.999978","102","1","49","1008004","1005140042","SoHo-TriBeCa-Civic Center-Little Italy"
"1261-17-S","17-19","West 17th St","Manhattan","00819","27","1917","1917","S","10011","40.738283","-73.993072","105","3","54","1015415","1008190027","Hudson Yards-Chelsea-Flatiron-Union Square"
"1255-17-S","57-59","Prince St","Manhattan","00510","30","1917","1917","S","10012","40.723607","-73.996266","102","1","43","1007936","1005100030","SoHo-TriBeCa-Civic Center-Little Italy"
"949-17-S","108-110","Crosby St","Manhattan","00511","1","1917","1917","S","10012","40.724002","-73.996865","102","1","43","1007942","1005110001","SoHo-TriBeCa-Civic Center-Little Italy"
"251-17-S","390","West Broadway","Manhattan","00485","27","1917","1917","S","10012","40.724068","-74.002356","102","1","47","1007334","1004880027","SoHo-TriBeCa-Civic Center-Little Italy"
"1055-17-S","138","Wooster St","Manhattan","00514","3","1917","1917","S","10012","40.725704","-73.999816","102","1","49","1007987","1005140003","SoHo-TriBeCa-Civic Center-Little Italy"
"745-17-S","132-136","Greene St","Manhattan","00513","3 & 5","1917","1917","S","10012","40.725251","-73.999123","102","1","49","1077763","1005130003","SoHo-TriBeCa-Civic Center-Little Italy"
"249-17-S","378-380","West Broadway","Manhattan","00486","32 & 33","1917","1917","S","10012","40.723813","-74.002569","102","1","47","1007337","1004880032","SoHo-TriBeCa-Civic Center-Little Italy"
"1119-17-S","248","Lafayette St","Manhattan","00496","5","1917","1917","S","10012","40.722946","-73.996876","102","1","43","1007539","1004960005","SoHo-TriBeCa-Civic Center-Little Italy"
"1443-17-S","101","Prince St","Manhattan","00513","36","1917","1917","S","10012","40.724848","-73.998997","102","1","49","1007984","1005130036","SoHo-TriBeCa-Civic Center-Little Italy"
"783-17-S","112-116","Bleecker St","Manhattan","00524","47 & 49","1917","1917","S","10012","40.727452","-73.997723","102","1","5501",,,"West Village"
"2371-17-S","413","Washington St","Manhattan","00218","2","1917","1917","S","10013","40.7223","-74.010534","101","1","39","1002822","1002180002","SoHo-TriBeCa-Civic Center-Little Italy"
"434-17-S","543","Broadway","Manhattan","00498","17","1917","1917","S","10012","40.723522","-73.998402","102","1","49","1007579","1004987502","SoHo-TriBeCa-Civic Center-Little Italy"
"2573-17-S","137-141","Prince St","Manhattan","00515","42","1917","1917","S","10012","40.725586","-74.000494","102","1","49","1008019","1005150042","SoHo-TriBeCa-Civic Center-Little Italy"
"1441-17-S","336-340","Canal St","Manhattan","00210","5","1917","1917","S","10013","40.7203","-74.003171","101","1","33","1002707","1002100005","SoHo-TriBeCa-Civic Center-Little Italy"
"2417-17-S","332","Canal St","Manhattan","00210","8","1917","1917","S","10013","40.720245","-74.003092","101","1","33","1002709","1002107501","SoHo-TriBeCa-Civic Center-Little Italy"
"1359-17-S","465-469","West Broadway","Manhattan","00515","8","1917","1917","S","10012","40.726379","-74.000372","102","1","49","1008007","1005150008","SoHo-TriBeCa-Civic Center-Little Italy"
"2076-17-S","126/128","5th Ave","Manhattan","00819","44","1917","1917","S",,,,,,,,,
"1891-17-S","193","Bowery","Manhattan","00425","6","1917","1917","S","10002","40.720851","-73.993817","103","1","18","1005678","1004250006","Chinatown"
"1447-17-S","397","Washington St","Manhattan","00271","10","1917","1917","S","10013","40.721625","-74.010653","101","1","39","1002816","1002170010","SoHo-TriBeCa-Civic Center-Little Italy"
"1902-17-S","465-469","West Broadway","Manhattan","00515","8","1917","1917","S","10012","40.726379","-74.000372","102","1","49","1008007","1005150008","SoHo-TriBeCa-Civic Center-Little Italy"
"1467-17-S","397","Washington St","Manhattan","00271","10","1917","1917","S","10013","40.721625","-74.010653","101","1","39","1002816","1002170010","SoHo-TriBeCa-Civic Center-Little Italy"
"1451-17-S","104-108","Mercer St","Manhattan","00498","27","1917","1917","S","10012","40.723599","-73.999448","102","1","49","1007585","1004980027","SoHo-TriBeCa-Civic Center-Little Italy"
