"vote_year","council_district","category","project_number","title","description","address","votes","winner","cost","bp_funding","borough_code","latitude","longitude","postcode","community_board","census_track","bin","bbl","nta"
"2015","10","Schools","9"," Amistad & Muscota Plumbing Upgrade","In bathrooms at this co-located school, most children are not strong enough to flush the toilets and use the sinks. Support the health and sanitation of this school by supporting these upgrades!","4862 Broadway ","455","0","100000","0","1","40.866706","-73.923948","10034","12","291","1064900","1022340007","Marble Hill-Inwood                                                         "
"2015","10","Culture and Community Facilities","1"," Fort Washington Library Facade","Fort Washington Library facade repairs are essential to the preservation of a building built in April 1914 with funds generously allocated by Andrew Carnegie.","535 West 179th St. ","410","0","600000","0","1","40.847656","-73.933855","10033","12","261","1063632","1021530053","Washington Heights South                                                   "
"2015","10","Parks & Recreation","7"," PS 152 and PS 178 Playground Partnership","A collaboration for two schools as well as the rest of the community. With only one severely outdated play structure currently in place, this upgrade is needed for the safety of our children!","Hillside Ave. and Ellwood St. ","389","0","600000","0","1",,,," ",,,,
"2015","10","Parks & Recreation","12"," Highbridge Park Anti-Dumping Fencing","Combat illegal dumping, and preserve the forest interior at Highbridge Park with fencing to protect problem areas. Preserve this beautiful natural resource for a new generation of park users.","Ft. George Hill to 191st St. ","388","0","100000","0","1",,,," ",,,,
"2015","10","Parks & Recreation","11"," Audubon Playground Upgrade","This space is used by PS 128, Castle Bridge, and many community members. Re-fencing and pee-wee hoops will update this playground to increase activity & safety for our Washington Heights youth!","Audubon Ave. b/w 169th & 170th ","326","0","155000","0","1",,,," ",,,,
"2015","10","Parks & Recreation","2"," Inwood Hill Chessboards","These chessboards are necessary to establish an adult chess community near the Emerson Playground. Support the adult members of the community by providing them a safe, permanent place to play chess.","Near Emerson Playground ","297","0","250000","0","1",,,," ",,,,
"2015","10","Schools","8"," PS 218/MS 322/MS 293 Auditorium Upgrade","An auditorium is shared by these schools, and currently relies on outdated technology. The upgrade will enhance all events held within the school and encourage further utilization of the space.","4600 Broadway at 196th Street ","273","0","100000","0","1","40.86079","-73.930672","10040","12","285","1076756","1021720016","Washington Heights North                                                   "
"2015","10","Schools","10"," JHS 143 Recording Studio","JHS 143 Recording Studio would musically enrich the general and special education students, providing them with the necessary steps to establish a foundation for an influential musical career.","515 West 182nd St. ","267","0","300000","0","1","40.848955","-73.931053","10033","12","269","1063703","1021550035","Washington Heights North                                                   "
"2015","11","Schools","2"," MS/HS 141 School Auditorium Renovation","Upgrade 55 year old auditorium used by 1,400 students and several other community organizations. Installation of new stage drapes and replacement of wooden seats in disrepair.","660 W. 237th St. (Riverdale)","659","1","375000","0","2","40.888338","-73.913486","10463","8","309","2085870","2059180376","North Riverdale-Fieldston-Riverdale                                        "
"2015","11","Streets and Transportation","7"," Bus Countdown Clocks","Commuters wait for long lengths of time without knowing when the next bus will arrive. Bus countdown clocks will alert riders as to how many stops away the next bus is.","Bx1, Bx10, Bx16, Bx26, Bx34 (Throughout District 11)","591","1","120000","0","2",,,," ",,,,
"2015","11","Schools","4"," P.S. 24 Technology Expansion","Purchase of two computer carts consisting of 36 laptop units each. Computer technology is necessary to address current curriculum and prepare students for future subject matter and college readiness.","600 W. 236th St. (Riverdale)","501","1","70000","0","2",,,," ",,,,
"2015","11","Parks & Recreation","6"," Spuyen Duyvil Playground Renovation","Reconstruct existing wading pool as an accessible spray shower and install new pavement, fencing, seating, planting and utilities.","Douglas Ave. and West 235th St (Riverdale)","412","1","400000","0","2",,,," ",,,,
"2015","11","Culture and Community Facilities","9"," Van Cortlandt Library Roof Replacement","The current roof is outdated and causes leaks in the library. A new roof will prevent additional water damage to the facility.","3874 Sedgwick Ave. (Van Cortlandt Village)","404","1","300000","0","2","40.883008","-73.894228","10463","8","409","2015233","2032460074","Van Cortlandt Village                                                      "
"2015","11","Culture and Community Facilities","10"," Mosholu Library Window Replacement","New windows and frames for the library will help insulate the facility during the summer and winter months and protect from potential water damage.","285 E. 205th St. (Norwood)","389","1","300000","0","2","40.874207","-73.878343","10467","7","423","2018123","2033410076","Norwood                                                                    "
"2015","11","Schools","1"," P.S. 8 Auditorium Renovation","Replace outdated seating in auditorium, which is almost 60 years old. Performances and community meetings are held in the auditorium throughout the year.","3010 Briggs Ave. (Bedford Park)","366","1","450000","0","2","40.872612","-73.883574","10458","7","415","2094734","2032990060","Bedford Park-Fordham North                                                 "
"2015","11","Schools","3"," P.S. 7 Cafeteria Upgrade","Install a roof air conditioning unit to cafeteria. There is only one wall of outside windows which does not allow for cross ventilation and is not usable when temperature is above 80 degrees.","3201 Kingsbridge Ave. (Kingsbridge)","404","0","200000","0","2","40.881066","-73.905366","10463","8","287","2083564","2057560195","Spuyten Duyvil-Kingsbridge                                                 "
"2015","11","Culture and Community Facilities","8"," Replace HVAC Unit at Spuyten Duyvil Library","The current HVAC system is outdated and the library serves as a cooling center during the summer months. The new system would include a roof unit, compressor, air handling units and ejector pumps.","650 W. 235th St. (Riverdale)","364","0","550000","0","2","40.886494","-73.914631","10463","8","309","2085867","2059150070","North Riverdale-Fieldston-Riverdale                                        "
"2015","11","Parks & Recreation","5"," Wakefield Playground Renovation","Reconstruct park with new spray shower, play equipment, swings, seating, fencing and planting. The current playground is outdated and cannot be enjoyed by the community.","Matilda Ave. and E. 239th St. (Wakefield)","290","0","400000","0","2",,,," ",,,,
"2015","11","Culture and Community Facilities","11"," Replace HVAC Unit at Riverdale Library","The current HVAC system is outdated and the library serves as a cooling center during the summer months. The new system would include a roof unit, compressor, air handling units and ejector pumps.","5540 Mosholu Ave. (Riverdale)","283","0","550000","0","2","40.903198","-73.903605","10471","8","337","2084790","2058481729","North Riverdale-Fieldston-Riverdale                                        "
"2015","15","Schools","5"," Security Cameras for Public Schools","Install security camera systems on the exteriors of KAPPA III and M.S. 391. This would allow staff to monitor the exterior of each school."," ","1352","1","80000","0","2",,,," ",,,,
"2015","15","Parks & Recreation","7"," Bronx Park Improvements","Renovations and enhancements throughout Bronx Park, north of Pelham Parkway."," (Bronx Park East)","1323","1","450000","0","2",,,," ",,,,
"2015","15","Public Safety","6"," NYPD Security Cameras","Place 9 New York City Police Department Security cameras throughout District 15. Security cameras provide video feeds directly to local police precincts."," (Throughout District 15)","1288","1","315000","0","2",,,," ",,,,
"2015","15","Schools","4"," Air Conditioning for Public Schools","Install air conditioning units at several public schools in District 15, including: P.S. 28, P.S. 32, and P.S. 9. These units would keep classrooms cool in the warmer months."," ","1236","1","145000","0","2",,,," ",,,,
"2015","15","Streets and Transportation","13"," Bus Countdown Clocks","Install displays at 4 bus stops, which will provide a countdown clock for the arrival of MTA buses.","Transportation Hubs ","935","1","80000","0","2",,,," ",,,,
