"reporting_year","borough_block_lot","property_street_address_or","borough","zip_code","sold_date","vacant_on_12_31","construction_reported","vacant_6_30_or_date_sold","primary_business_activity","property_number","property_street","unit","borough_1","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","nbhd"
"2020 and 2021","1001750020","43 White Street","MANHATTAN","10013",,"NO",,,"RETAIL","43","WHITE STREET",,"MANHATTAN","10013","40.7184026","-74.004383","1","1","33","1001932","1001750020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001750029","375 BROADWAY","MANHATTAN","10013",,"NO",,,"OTHER","373","BROADWAY",,"MANHATTAN","10013","40.7179553","-74.003593","1","1","33","1001936","1001750029","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001750029","373 BROADWAY","MANHATTAN","10013",,"NO",,,"OTHER","373","BROADWAY",,"MANHATTAN","10013","40.7179553","-74.003593","1","1","33","1001936","1001750029","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001760010","41 Worth Street","MANHATTAN","10013",,"NO",,,"RETAIL","39","WORTH STREET",,"MANHATTAN","10013","40.7176449","-74.0069551","1","1","33","1001961","1001760010","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001881201","129 Hudson St","MANHATTAN","10013",,"NO",,,"OTHER","53","NORTH MOORE STREET","COMM","MANHATTAN","10013","0","0","1","1","39","1002127","1001881201","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001890012","160 FRANKLIN STREET","MANHATTAN","10013",,"NO",,,"RETAIL","160","FRANKLIN STREET",,"MANHATTAN","10013","40.7194509","-74.0081963","1","1","33","1002134","1001890012","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001890020","118 HUDSON STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","118","HUDSON STREET",,"MANHATTAN","10013","40.7197858","-74.0083226","1","1","33","1002139","1001890020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001890025","34 N. Moore St","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","34","NORTH MOORE STREET",,"MANHATTAN","10013","40.7196733","-74.0078283","1","1","33","1002143","1001890025","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001890033","18 NORTH MOORE STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","18","NORTH MOORE STREET",,"MANHATTAN","10013","40.7196266","-74.0071501","1","1","33","1002148","1001890033","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001891102","32 NORTH MOORE STREET","MANHATTAN","10013",,"NO",,,"RETAIL","32","NORTH MOORE STREET","1","MANHATTAN","10013","0","0","1","1","33","1002144","1001891102","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001891151","38 NORTH MOORE STREET","MANHATTAN","10013",,"NO",,,"RETAIL","38","NORTH MOORE STREET","COM","MANHATTAN","10013","0","0","1","1","33","1002142","1001891151","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001891302","158 FRANKLIN STREET","MANHATTAN","10013",,"NO",,,"RETAIL","158","FRANKLIN STREET","1B","MANHATTAN","10013","0","0","1","1","33","1002133","1001891302","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001900039","8 BEACH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","8","BEACH STREET",,"MANHATTAN","10013","40.7201153","-74.0061978","1","1","33","1002171","1001900039","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001901210","30-32 ERICSSON PLACE","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","35","NORTH MOORE STREET","COM A","MANHATTAN","10013","0","0","1","1","33","1002162","1001901210","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001901211","35 NORTH MOORE STREET","MANHATTAN","10013",,"NO",,,"RETAIL","35","NORTH MOORE STREET","COM C","MANHATTAN","10013","0","0","1","1","33","1002162","1001901211","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001901303","27 NORTH MOORE STREET","MANHATTAN","10013",,"NO",,,"EDUCATIONAL SERVICES","27","NORTH MOORE STREET","COM 1","MANHATTAN","10013","0","0","1","1","33","1002167","1001901303","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001901304","27 NORTH MOORE STREET","MANHATTAN","10013",,"NO",,,"EDUCATIONAL SERVICES","27","NORTH MOORE STREET","COM 2","MANHATTAN","10013","0","0","1","1","33","1002167","1001901304","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001901501","124 HUDSON STREET","MANHATTAN","10013",,"NO",,,"EDUCATIONAL SERVICES","124","HUDSON STREET","COM","MANHATTAN","10013","0","0","1","1","33","1002166","1001901501","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001901501","124 HUDSON STREET","MANHATTAN","10013",,"NO",,,"OTHER","124","HUDSON STREET","COM","MANHATTAN","10013","0","0","1","1","33","1002166","1001901501","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001960011","274 Canal Street","MANHATTAN","10013",,"YES","YES",,"NO BUSINESS ACTIVITY IDENTIFIED","274","CANAL STREET",,"MANHATTAN","10013","40.7188968","-74.0015332","1","1","31","1002342","1001960011","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001960015","264 CANAL ST","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","264","CANAL STREET",,"MANHATTAN","10013","40.7185811","-74.0012554","1","1","31","1002345","1001960015","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001960021","260 canal","MANHATTAN","10013",,"NO",,,"BROADCASTING/TELECOMM","254","CANAL STREET",,"MANHATTAN","10013","40.7183945","-74.0009704","1","1","31","1002347","1001960021","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001960021","254 CANAL STREET","MANHATTAN","10013",,"NO",,,"OTHER","254","CANAL STREET",,"MANHATTAN","10013","40.7183945","-74.0009704","1","1","31","1002347","1001960021","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001960022","110 Lafayette","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","92","WALKER STREET",,"MANHATTAN","10013","40.7181639","-74.0010606","1","1","31","1002348","1001960022","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001960031","72 WALKER STREET","MANHATTAN","10013",,"NO",,,"RETAIL","72","WALKER STREET",,"MANHATTAN","10013","40.718518","-74.0018506","1","1","31","1002354","1001960031","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001970026","240 Canal Street","MANHATTAN","10013",,"NO",,,"RETAIL","240","CANAL STREET",,"MANHATTAN","10013","40.717862","-74.0003211","1","1","31","1002362","1001970026","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001971001","109 Lafayette St. RM. C1","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","109","LAFAYETTE STREET","C-1","MANHATTAN","10013","0","0","1","1","31","1075741","1001971001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001971002","107A Lafayette Street","MANHATTAN","10013",,"NO",,,"RETAIL","109","LAFAYETTE STREET","101","MANHATTAN","10013","0","0","1","1","31","1075741","1001971002","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001971002","96-98 & 109C Walker St. & Lafayette St.","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","109","LAFAYETTE STREET","101","MANHATTAN","10013","0","0","1","1","31","1075741","1001971002","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001971119","139 CENTRE STREET","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","139","CENTRE STREET","220","MANHATTAN","10013","0","0","1","1","31","1002357","1001971119","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001971235","139 CENTRE STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","139","CENTRE STREET","PH115","MANHATTAN","10013","0","0","1","1","31","1002357","1001971235","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001971258","139 CENTRE STREET","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","139","CENTRE STREET","102","MANHATTAN","10013","0","0","1","1","31","1002357","1001971258","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1001971261","139 Centre Street (#105)","MANHATTAN","10013",,"NO",,,"RETAIL","139","CENTRE STREET","105","MANHATTAN","10013","0","0","1","1","31","1002357","1001971261","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002000031","57 Mott","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","57","MOTT STREET",,"MANHATTAN","10013","40.7159324","-73.9986076","3","1","29","1077578","1002000031","MN27","Chinatown"
"2020 and 2021","1002000032","55A MOTT","MANHATTAN","10013",,"NO",,,"OTHER","76","BAYARD STREET",,"MANHATTAN","10013","40.7157869","-73.9985246","3","1","29","1002400","1002000032","MN27","Chinatown"
"2020 and 2021","1002000033","78 Bayard Street","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","78","BAYARD STREET",,"MANHATTAN","10013","40.7158473","-73.9986942","3","1","29","1002401","1002000033","MN27","Chinatown"
"2020 and 2021","1002000033","80 Bayard Street","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","78","BAYARD STREET",,"MANHATTAN","10013","40.7158473","-73.9986942","3","1","29","1002401","1002000033","MN27","Chinatown"
"2020 and 2021","1002001101","202 CANAL STREET","MANHATTAN","10013",,"NO",,,"FINANCE & INSURANCE","202","CANAL STREET","RET","MANHATTAN","10013","0","0","3","1","29","1082488","1002001101","MN27","Chinatown"
"2020 and 2021","1002001120","202 Canal Street, Suite 801","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE",,"CANAL STREET",,"MANHATTAN","10013","0","0","3","1","29","1082488","1002001120","MN27","Chinatown"
"2020 and 2021","1002010001","56 Mott Street","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","72","BAYARD STREET",,"MANHATTAN","10013","40.7157293","-73.9982469","3","1","29","1002402","1002010001","MN27","Chinatown"
"2020 and 2021","1002010001","52 Mott Street","MANHATTAN","10013",,"NO",,,"RETAIL","72","BAYARD STREET",,"MANHATTAN","10013","40.7157293","-73.9982469","3","1","29","1002402","1002010001","MN27","Chinatown"
"2020 and 2021","1002010006","66 Mott","MANHATTAN","10013",,"YES",,,"FOOD SERVICES","66","MOTT STREET",,"MANHATTAN","10013","40.7160806","-73.9979402","3","1","29","1002404","1002010006","MN27","Chinatown"
"2020 and 2021","1002010007","68 MOTT STREET","MANHATTAN","10013",,"NO",,,"REAL ESTATE","68","MOTT STREET",,"MANHATTAN","10013","40.7161437","-73.9979005","3","1","29","1002405","1002010007","MN27","Chinatown"
"2020 and 2021","1002010007","68 MOTT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","68","MOTT STREET",,"MANHATTAN","10013","40.7161437","-73.9979005","3","1","29","1002405","1002010007","MN27","Chinatown"
"2020 and 2021","1002010008","70 MOTT STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","70","MOTT STREET",,"MANHATTAN","10013","40.7162041","-73.9978645","3","1","29","1002406","1002010008","MN27","Chinatown"
"2020 and 2021","1002010011","76 MOTT STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","76","MOTT STREET",,"MANHATTAN","10013","40.7164182","-73.9978212","3","1","29","1002409","1002010011","MN27","Chinatown"
"2020 and 2021","1002010013","180 Canal Street","MANHATTAN","10013",,"NO",,,"FINANCE & INSURANCE","178","CANAL STREET",,"MANHATTAN","10013","40.7165472","-73.9977418","3","1","29","1002410","1002010013","MN27","Chinatown"
"2020 and 2021","1002010014","174 CANAL STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","174","CANAL STREET",,"MANHATTAN","10013","40.7164594","-73.9976083","3","1","29","1002411","1002010014","MN27","Chinatown"
"2020 and 2021","1002010017","170 CANAL STREET","MANHATTAN","10013",,"NO",,,"OTHER","170","CANAL STREET",,"MANHATTAN","10013","40.7164621","-73.9973919","3","1","29","1002413","1002010017","MN27","Chinatown"
"2020 and 2021","1002030002","163 Canal Street","MANHATTAN","10013",,"NO",,,"RETAIL","38","ELIZABETH STREET",,"MANHATTAN","10013","40.7166707","-73.9966127","2","1","41","1002602","1002030002","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030015","146 Hester Street","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","58","ELIZABETH STREET",,"MANHATTAN","10013","40.7173734","-73.9962267","2","1","41","1079529","1002030015","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030015","146 Hester Street","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","58","ELIZABETH STREET",,"MANHATTAN","10013","40.7173734","-73.9962267","2","1","41","1079529","1002030015","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030015","146 Hester Street","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","58","ELIZABETH STREET",,"MANHATTAN","10013","40.7173734","-73.9962267","2","1","41","1079529","1002030015","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030015","58 ELIZABETH STREET","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","58","ELIZABETH STREET",,"MANHATTAN","10013","40.7173734","-73.9962267","2","1","41","1079529","1002030015","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030016","144 Hester Street","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","144","HESTER STREET",,"MANHATTAN","10013","40.7173157","-73.9960607","2","1","41","1002605","1002030016","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030021","BOWERY","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","80","BOWERY",,"MANHATTAN","10013","40.7170248","-73.996003","2","1","41","1002609","1002030021","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030021","BOWERY","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","80","BOWERY",,"MANHATTAN","10013","40.7170248","-73.996003","2","1","41","1002609","1002030021","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030025","74 BOWERY","MANHATTAN","10013",,"NO",,,"RETAIL","74","BOWERY",,"MANHATTAN","10013","40.7168162","-73.9961618","2","1","41","1002612","1002030025","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030025","74 BOWERY","MANHATTAN","10013",,"NO",,,"RETAIL","74","BOWERY",,"MANHATTAN","10013","40.7168162","-73.9961618","2","1","41","1002612","1002030025","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030026","70 BOWERY","MANHATTAN","10013",,"NO",,,"RETAIL","70","BOWERY",,"MANHATTAN","10013","40.7167283","-73.9962375","2","1","41","1002613","1002030026","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030026","70 BOWERY","MANHATTAN","10013",,"NO",,,"RETAIL","70","BOWERY",,"MANHATTAN","10013","40.7167283","-73.9962375","2","1","41","1002613","1002030026","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002030031","64 BOWERY","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","64","BOWERY",,"MANHATTAN","10013","40.7165527","-73.9962772","2","1","41","1002614","1002030031","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002040005","102 MOTT STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","102","MOTT STREET",,"MANHATTAN","10013","40.7173569","-73.9971502","2","1","41","1002617","1002040005","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002040024","41 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","41","ELIZABETH STREET",,"MANHATTAN","10013","40.7170221","-73.9969698","2","1","41","1002621","1002040024","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002040024","41 ELIZABETH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","41","ELIZABETH STREET",,"MANHATTAN","10013","40.7170221","-73.9969698","2","1","41","1002621","1002040024","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002060031","217A Canal Street","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","213","CANAL STREET",,"MANHATTAN","10013","40.717593","-73.9989466","2","1","41","1002661","1002060031","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002060031","215 Canal Street","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","213","CANAL STREET",,"MANHATTAN","10013","40.717593","-73.9989466","2","1","41","1002661","1002060031","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002061101","123 BAXTER STREET","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","123","BAXTER STREET","C1","MANHATTAN","10013","0","0","2","1","41","1086548","1002061101","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002061101","123 BAXTER STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","123","BAXTER STREET","C1","MANHATTAN","10013","0","0","2","1","41","1086548","1002061101","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002070001","235 CANAL STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","235","CANAL STREET",,"MANHATTAN","10013","40.7181118","-73.9995779","2","1","41","1002663","1002070001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002070001","235 CANAL STREET","MANHATTAN","10013",,"NO",,,"FINANCE & INSURANCE","235","CANAL STREET",,"MANHATTAN","10013","40.7181118","-73.9995779","2","1","41","1002663","1002070001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002070013","200 Hester S treet aka 130 Baxter Street","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","200","HESTER STREET",,"MANHATTAN","10013","40.7183643","-73.9989466","2","1","41","1002666","1002070013","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002070014","128 BAXTER STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","128","BAXTER STREET",,"MANHATTAN","10013","40.7182847","-73.9990765","2","1","41","1002667","1002070014","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002070020","114 BAXTER S TREET aka 227 Canal Street","MANHATTAN","10013",,"NO",,,"RETAIL","114","BAXTER STREET",,"MANHATTAN","10013","40.7178839","-73.9993795","2","1","41","1002670","1002070020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002070020","114 BAXTER S TREET aka 227 Canal Street","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","114","BAXTER STREET",,"MANHATTAN","10013","40.7178839","-73.9993795","2","1","41","1002670","1002070020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002070020","114 BAXTER S TREET aka 221 Canal Street","MANHATTAN","10013",,"NO",,,"FINANCE & INSURANCE","114","BAXTER STREET",,"MANHATTAN","10013","40.7178839","-73.9993795","2","1","41","1002670","1002070020","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002080004","123 LAFAYETTE STREET","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","123","LAFAYETTE STREET",,"MANHATTAN","10013","40.7187184","-73.999982","2","1","45","1002672","1002080004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002080019","195 Centre Street","MANHATTAN","10013",,"NO",,,"MISCELLANEOUS OTHER SERVICE","239","CANAL STREET",,"MANHATTAN","10013","40.7186031","-73.9997439","2","1","45","1002675","1002080019","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002080019","197 Centre Street","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","239","CANAL STREET",,"MANHATTAN","10013","40.7186031","-73.9997439","2","1","45","1002675","1002080019","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002080019","189 Centre Street","MANHATTAN","10013",,"NO",,,"RETAIL","239","CANAL STREET",,"MANHATTAN","10013","40.7186031","-73.9997439","2","1","45","1002675","1002080019","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002140026","49 BEACH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","49","BEACH STREET",,"MANHATTAN","10013","40.7207985","-74.0091632","1","1","39","1002805","1002140026","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002141107","145 Hudson S t Ste 202, NY, NY, 10013","MANHATTAN","10013",,"NO",,,"NO BUSINESS ACTIVITY IDENTIFIED","145","HUDSON STREET","202","MANHATTAN","10013","0","0","1","1","39","1002803","1002141107","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002141201","7 HUBERT STREET","MANHATTAN","10013",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","7","HUBERT STREET","COM","MANHATTAN","10013","0","0","1","1","39","1086551","1002141201","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002150001","10 HUBERT STREET","MANHATTAN","10013",,"NO",,,"RETAIL","10","HUBERT STREET",,"MANHATTAN","10013","40.7216164","-74.0092319","1","1","39","1002806","1002150001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002151102","415 GREENWICH STREET","MANHATTAN","10013",,"NO",,,"RETAIL","415","GREENWICH STREET","COM-B","MANHATTAN","10013","0","0","1","1","39","1002807","1002151102","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002151203","161 HUDSON STREET","MANHATTAN","10013",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","161","HUDSON STREET","1C","MANHATTAN","10013","0","0","1","1","39","1086556","1002151203","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002160001","388 GREENWICH STREET","MANHATTAN","10013",,"NO",,,"OTHER","388","GREENWICH STREET",,"MANHATTAN","10013","40.7208642","-74.0110031","1","1","39","1082816","1002160001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002170011","399 WASHINGTON STREET","MANHATTAN","10013",,"NO",,,"RETAIL","399","WASHINGTON STREET",,"MANHATTAN","10013","40.7217179","-74.0104044","1","1","39","1002817","1002170011","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002171101","408 GREENWICH STREET","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","408","GREENWICH STREET","RETL1","MANHATTAN","10013","0","0","1","1","39","1087757","1002171101","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002181102","416 WASHINGTON STREET","MANHATTAN","10013",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","92","LAIGHT STREET","RETL1","MANHATTAN","10013","0","0","1","1","39","1002832","1002181102","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002181102","416 WASHINGTON STREET","MANHATTAN","10013",,"NO",,,"RETAIL","92","LAIGHT STREET","RETL1","MANHATTAN","10013","0","0","1","1","39","1002832","1002181102","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002181170","92 LAIGHT STREET","MANHATTAN","10013",,"NO",,,"OTHER","92","LAIGHT STREET","RETL4","MANHATTAN","10013","0","0","1","1","39","1002832","1002181170","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002181170","92 LAIGHT STREET","MANHATTAN","10013",,"NO",,,"OTHER","92","LAIGHT STREET","RETL4","MANHATTAN","10013","0","0","1","1","39","1002832","1002181170","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002190021","27 VESTRY STREET","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","177","HUDSON STREET",,"MANHATTAN","10013","40.7225333","-74.0084744","1","1","39","1002843","1002190021","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002281001","3-7 Wooster Street","MANHATTAN","10013",,"NO",,,"RETAIL","3","WOOSTER STREET","COM-1","MANHATTAN","10013","0","0","2","1","47","1087574","1002281001","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002281316","27 WOOSTER STREET","MANHATTAN","10013",,"NO",,,"INFORMATION SERVICES","27","WOOSTER STREET","RU A","MANHATTAN","10013","0","0","2","1","47","1089842","1002281316","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002281402","325 WEST BROADWAY","MANHATTAN",,,"NO",,,"MISCELLANEOUS OTHER SERVICE","325","WEST BROADWAY","COMMB","MANHATTAN","10013","0","0","2","1","47","1090164","1002281402","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002290004","345 CANAL STREET","MANHATTAN","10013",,"NO",,,"OTHER","345","CANAL STREET",,"MANHATTAN","10013","40.72084","-74.0034236","2","1","47","1002968","1002290004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002290004","345 CANAL STREET","MANHATTAN","10013",,"NO",,,"RETAIL","345","CANAL STREET",,"MANHATTAN","10013","40.72084","-74.0034236","2","1","47","1002968","1002290004","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002290012","12 Wooster Street","MANHATTAN","10013",,"YES","YES",,"NO BUSINESS ACTIVITY IDENTIFIED","12","WOOSTER STREET",,"MANHATTAN","10013","40.7212353","-74.0032901","2","1","47","1002971","1002290012","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002290013","14-16 Wooster Street","MANHATTAN","10013",,"NO",,,"RETAIL","14","WOOSTER STREET",,"MANHATTAN","10013","40.7213258","-74.0032216","2","1","47","1002972","1002290013","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002290022","83 Grand Street","MANHATTAN","10013",,"NO",,,"RETAIL","75","GRAND STREET",,"MANHATTAN","10013","40.7216113","-74.0026588","2","1","47","1077408","1002290022","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002290022","81 Grand Street","MANHATTAN","10013",,"NO",,,"RETAIL","75","GRAND STREET",,"MANHATTAN","10013","40.7216113","-74.0026588","2","1","47","1077408","1002290022","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2020 and 2021","1002290022","75 Grand Street","MANHATTAN","10013",,"NO",,,"RETAIL","75","GRAND STREET",,"MANHATTAN","10013","40.7216113","-74.0026588","2","1","47","1077408","1002290022","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
