"pops_number","borough_name","borocode","community_district","address_number","street_name","zip_code","building_address_with_zip","tax_block","tax_lot","building_name","building_location","year_completed","building_constructed","public_space_type","developer","building_architect","principal_public_space","size_required","hour_of_access_required","amenities_required","other_required","permitted_amenities","physically_disabled","latitude","longitude","xcoordinate","ycoordinate","council_district","census_tract","bin","bbl","nta","geocoded_column"
"M080064","Manhattan","1","8","401","EAST 80 STREET","10075","401 EAST 80 STREET, New York, NY 10075","1560","1",,"Full blockfront on east side of First Avenue between East 80th and 81st Streets. Additional lot: 1560/1,44.","1980","Completed","Residential Plaza","80-81 and First Associates","Philip Birnbaum","Philip Birnbaum; Thomas Balsley Associates (for alteration)","Residential Plaza 5689.91 sf","Restricted Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","Primary Space: 120 sf trellis",,"Full/Partial","40.773206","-73.951638","997645","220980","5","136","1050360","1015600001","Yorkville","POINT (-73.951638 40.773206)"
"M040007","Manhattan","1","4","330","WEST 56 STREET","10019","330 WEST 56 STREET, New York, NY 10019","1046","47",,"South side of West 56th Street between Eighth and Ninth Avenues","1974","Completed","Arcade; Plaza",,"Schuman Lichtenstein & Claman","Schuman Lichtenstein & Claman","Arcade 4898.00 sf; Plaza 2603.00 sf","24 Hours","None",,,"Full/Partial","40.766509","-73.985054","988390","218537","3","139","1025442","1010460047","Clinton","POINT (-73.985054 40.766509)"
"M050068","Manhattan","1","5","2","PENNSYLVANIA PLAZA","10121","2 PENNSYLVANIA PLAZA, New York, NY 10121","781","2","Two Penn Plaza/Madison Square Garden","Full blocks between Seventh and Eighth Avenues and West 31st and 33rd Streets","1967","Completed","Plaza (C6-2); Plaza (C6-4)","Tishman Realty & Construction Co.,  Inc.","Charles Luckman","Charles Luckman","Plaza (C6-2) 18124.40 sf; Plaza (C6-4) 0.00 sf","24 Hours","None",,,"Full/Partial","40.749981","-73.992132","986430","212515","3","101","1083026","1007810002","Midtown-Midtown South","POINT (-73.992132 40.749981)"
"M050101","Manhattan","1","5","114","WEST 47 STREET","10036","114 WEST 47 STREET, New York, NY 10036","999","19","United States Trust","South side of  West 47th Street between Sixth and Seventh Avenues","1989","Completed","Through Block Connection","The Durst Organization","Fox & Fowle Architects","Fox & Fowle Architects","Through Block Connection 3012.45 sf","Restricted Hours","Lighting; Plaque/Sign",,,"Full/Partial","40.75814","-73.983038","988949","215488","4","125","1022667","1009990019","Midtown-Midtown South","POINT (-73.983038 40.75814)"
"M050083","Manhattan","1","5","1325","SIXTH AVENUE","10019","1325 SIXTH AVENUE, New York, NY 10019","1006","13","1325 Avenue of the Americas","North side of  West 53rd Street and south side of West 54th Street between Sixth and Seventh Avenues","1989","Completed","Through Block Galleria","Minskoff Equities/A. Taubman","Kohn Pedersen Fox","Kohn Pedersen Fox","Through Block Galleria 6781.49 sf","Restricted Hours","Lighting; Litter Receptacles; Other Required; Plaque/Sign; Retail Frontage; Seating; Tables","skylight over 3,439.68 sf of Through Block Galleria",,"Full/Partial","40.76288","-73.980702","989596","217215","4","131","1076175","1010060013","Midtown-Midtown South","POINT (-73.980702 40.76288)"
"M050019","Manhattan","1","5","1370","SIXTH AVENUE","10019","1370 SIXTH AVENUE, New York, NY 10019","1271","71","1370 Avenue of the Americas","Southeast corner of West 56th Street and Sixth Avenue","1971","Completed","Plaza","Peter Sharp","Emery Roth & Sons","Emery Roth & Sons; Thomas Balsley (for alteration)","Plaza 4449.00 sf","24 Hours","Lighting; Planting; Plaque/Sign; Seating",,,"Full/Partial","40.763275","-73.977471","990491","217359","4","104","1034855","1012710071","Midtown-Midtown South","POINT (-73.977471 40.763275)"
"M060024","Manhattan","1","6","728","SECOND AVENUE","10016","728 SECOND AVENUE, New York, NY 10016","945","7501","Churchill","East side of Second Avenue between East 39th and 40th Streets","1966","Completed","Plaza",,"Philip Birnbaum","Philip Birnbaum","Plaza 15898.66 sf","24 Hours","None",,,"Full/Partial","40.748002","-73.972838","991776","211795","4","88","1022051","1009457501","Turtle Bay-East Midtown","POINT (-73.972838 40.748002)"
"M030002","Manhattan","1","3","189","BOWERY","10002","189 BOWERY, New York, NY 10002","425","4","citizenM Bowery","East side of Bowery between Delancey Street and Rivington Street","2018","Completed","Public Plaza","OSIB-BCRE","The Stephen B. Jacobs Group","The Stephen B. Jacobs Group, Abel Bainnson Butz, LLP","Public Plaza 3383.30 sf","24 Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space",,,"Full/Partial","40.720604","-73.993499","986052","201812","1","18","1090576","1004250004","Chinatown","POINT (-73.993499 40.720604)"
"M110004","Manhattan","1","11","225","EAST 126 STREET","10035","225 EAST 126 STREET, New York, NY 10035","1791","1","East Harlem MECC",,,,"'Public Plaza'",,,,,,,,,,"40.804311","-73.93422","1002461","232316","8","242","1090333","1017910001","East Harlem North","POINT (-73.93422 40.804311)"
"M060035","Manhattan","1","6","150","EAST 58 STREET","10155","150 EAST 58 STREET, New York, NY 10155","1312","41","Architects and Designers","South side of East 58th Street between Third and Lexington Avenues","1969","Completed","Plaza",,"Pomerance & Breines","Pomerance & Breines","Plaza 3600.00 sf","24 Hours","None",,,"Full/Partial","40.761036","-73.967924","993136","216544","4","112.03","1036915","1013120041","Turtle Bay-East Midtown","POINT (-73.967924 40.761036)"
"M080082","Manhattan","1","8","211","EAST 70 STREET","10021","211 EAST 70 STREET, New York, NY 10021","1425","5",,"North side of East 70th Street between Second and Third Avenues","1975","Completed","Park-Like Open Space; Plaza; Variance Arcade","211 East 70th Street Company","Emery Roth & Sons","Emery Roth & Sons","Park-Like Open Space 31196.00 sf; Plaza 2010.00 sf; Variance Arcade 4664.00 sf","24 Hours; Restricted Hours","Planting; Trees within Space; Water Feature",,,"Full/Partial","40.768406","-73.960545","995179","219230","4","126","1043921","1014250005","Lenox Hill-Roosevelt Island","POINT (-73.960545 40.768406)"
"M020004","Manhattan","1","2","99","JANE STREET","10014","99 JANE STREET, New York, NY 10014","642","7502",,"Full blockfront on west side of Washington Street between Jane and Horatio Streets","1999","Completed","Park","Strasbourg Realty and 101 Jane Street Company","Fox & Fowle","Marie L. Drews-D'Angelo","Park 7000.00 sf","Restricted Hours","Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees within Space; Water Feature",,,"Full/Partial","40.738442","-74.008596","981868","208311","3","79","1085734","1006427502","West Village","POINT (-74.008596 40.738442)"
"K020007","Brooklyn","3","2","230","ASHLAND PLACE","11217","230 ASHLAND PLACE, Brooklyn, NY 11217","2095","7502","Forte","North of Fulton Street between Ashland Place and Rockwell Place","2007","Completed","Residential Plaza","The Clarett Group","FXFowle Architects","Sullivan Group Design","Residential Plaza 3960.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","adjacent wall of Brooklyn Academy of Music covered in planting",,"Full/Partial","40.688253","-73.978636","990175","190026","35","33","3393804","3020957502","Fort Greene","POINT (-73.978636 40.688253)"
"M060054","Manhattan","1","6","875","THIRD AVENUE","10022","875 THIRD AVENUE, New York, NY 10022","1326","1",,"East side of Third Avenue between East 52nd and 53rd Streets","1980","Completed","Arcade; Covered Pedestrian Space; Open Space; Public Circulation Space","Madison Equities","Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; David Kenneth Specter","Arcade 620.00 sf; Covered Pedestrian Space 6975.00 sf; Open Space 0.00 sf; Public Circulation Space 0.00 sf","24 Hours; Restricted Hours","Climate Control; Escalator; Food Service; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Subway; Tables; Trees on Street","2 security guards to patrol spaces during public hours","Other Permitted","Full/Partial","40.757218","-73.969196","992784","215153","4","98","1038517","1013260001","Turtle Bay-East Midtown","POINT (-73.969196 40.757218)"
"M080025","Manhattan","1","8","300","EAST 75 STREET","10021","300 EAST 75 STREET, New York, NY 10021","1449","3","Fairmont","Southeast corner of Second Avenue and East 75th Street","1979","Completed","Arcade; Landscaped Park; Plaza","Arwin East 74th Street Co.","Philip Birnbaum","Philip Birnbaum","Arcade 1560.00 sf; Landscaped Park 0.00 sf; Plaza 8556.48 sf","24 Hours; Restricted Hours","Artwork; Planting; Seating; Water Feature",,,"Full/Partial","40.770262","-73.956691","996246","219907","5","134","1044925","1014490003","Lenox Hill-Roosevelt Island","POINT (-73.956691 40.770262)"
"M010025","Manhattan","1","1","55","WATER STREET","10041","55 WATER STREET, New York, NY 10041","32","7501",,"Full block bounded by South Street, Water Street, Vietnam Veterans Plaza, and Old Slip","1970","Completed","Arcade; Elevated Plaza; Plaza","Uris 55 Water St. Corp.","Emery Roth & Sons","M. Paul Friedberg & Partners; Rogers Marvel Architects, PLLC and Ken Smith (for alteration in 2004)","Arcade 10254.00 sf; Elevated Plaza 41485.00 sf; Plaza 33307.00 sf","24 Hours; Closing for Events; Restricted Hours","Escalator; Food Service; Lighting; None; Other Required; Planting; Plaque/Sign; Programs; Retail Frontage; Seating; Tables; Trees within Space","Elevated Plaza: stairs connecting to street level on Water Street and South Street events platform, stair balconies, viewing platform, boardwalk, support space and illuminated beacon; rebuilding and maintenance of adjacent Jeannette Park (now Vietnam Veterans Plaza) to the west as an urban park with landscaping, seating, and lighting","Other Permitted","Full/Partial","40.703183","-74.009154","981712","195465","1","9","1083346","1000327501","Battery Park City-Lower Manhattan","POINT (-74.00915400000001 40.703183)"
"M050004","Manhattan","1","5","500","PARK AVENUE","10022","500 PARK AVENUE, New York, NY 10022","1294","37","500 Park Tower","Southwest corner of Park Avenue and East 59th Street","1984","Completed","Arcade; Sidewalk Widening; Urban Plaza","500 Park Avenue Associates","James Stewart Polshek & Associates/Schuman Lichtenstein Claman & Efron/Skidmore, Owings & Merrill","James Stewart Polshek & Associates/Schuman Lichtenstein Claman & Efron/Skidmore, Owings & Merrill","Arcade 2695.00 sf; Sidewalk Widening 1173.40 sf; Urban Plaza 1479.00 sf","24 Hours","Lighting; None; Planting; Plaque/Sign; Retail Frontage; Trees on Street",,,"Full/Partial","40.762894","-73.970356","992462","217221","4","112.02","1036084","1012940037","Midtown-Midtown South","POINT (-73.970356 40.762894)"
"M080005","Manhattan","1","8","160","EAST 65 STREET","10065","160 EAST 65 STREET, New York, NY 10065","1399","33","Phoenix","Full blcokfront on west side of Third Avenue between East 64th and 65th Streets","1969","Completed","Plaza",,"Emery Roth & Sons","Emery Roth & Sons","Plaza 6814.74 sf","24 Hours","None",,,"Full/Partial","40.765124","-73.964391","994114","218034","4","120","1042369","1013990033","Upper East Side-Carnegie Hill","POINT (-73.964391 40.765124)"
"M060012","Manhattan","1","6","200","EAST 24 STREET","10010","200 EAST 24 STREET, New York, NY 10010","904","50","Crystal House","Southeast corner of East 24th Street and Third Avenue","1972","Completed","Plaza",,"Clarence Lilien & Associates","Clarence Lilien & Associates","Plaza 3079.22 sf","24 Hours","None",,,"Full/Partial","40.739149","-73.982513","989096","208569","2","64","1019782","1009040050","Gramercy","POINT (-73.982513 40.739149)"
"X030001","Bronx","2","3","1560","BOONE AVENUE","10460","1560 BOONE AVENUE, Bronx, NY 10460","3014","7502",,,,"Completed","Publicly Accessible Open Areas",,,,,,,,,,"40.833607","-73.884159","1016306","243004","17","157","2129027","2030147502","Crotona Park East","POINT (-73.884159 40.833607)"
"M080058","Manhattan","1","8","300","EAST 85 STREET","10028","300 EAST 85 STREET, New York, NY 10028","1547","49","America","Southeast corner of Second Avenue and East 85th Street. Additional lots: 1547/ 2, 3, 49, 104.","1987","Completed","Residential Plaza","Ian Bruce Eichner","Murphy/Jahn","Murphy/Jahn","Residential Plaza 5300.00 sf","24 Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.776864","-73.952051","997530","222313","5","146.01","1078565","1015470049","Yorkville","POINT (-73.952051 40.776864)"
"M080094","Manhattan","1","8","400","EAST 84 STREET","10028","400 EAST 84 STREET, New York, NY 10028","1563","4","Strathmore","Southeast corner of First Avenue and East 84th Street. Additional lots: 1563/1-4, 104, 147.","1989","Completed","Residential Plaza",,"C K Architect","C K Architect","Residential Plaza 7836.95 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.775165","-73.950164","998053","221694","5","136","1085139","1015630004","Yorkville","POINT (-73.950164 40.775165)"
"M050009","Manhattan","1","5","58","WEST 58 STREET","10019","58 WEST 58 STREET, New York, NY 10019","1273","7501",,"South side of West 58th Street between Fifth and Sixth Avenues","1968","Completed","Arcade; Plaza",,"Samuel Paul & Seymour Jarmul Architects","Samuel Paul & Seymour Jarmul Architects","Arcade 1500.00 sf; Plaza 4918.48 sf","24 Hours","None",,,"Full/Partial","40.764458","-73.976351","990801","217790","4","112.01","1035078","1012737501","Midtown-Midtown South","POINT (-73.976351 40.764458)"
"M080032","Manhattan","1","8","985","FIFTH AVENUE","10075","985 FIFTH AVENUE, New York, NY 10075","1491","4",,"East side of Fifth Avenue between East 79th and 80th Streets","1969","Completed","Arcade; Plaza","Bernard Spitzer","Wechsler & Schimenti","Wechsler & Schimenti","Arcade 1443.55 sf; Plaza 1386.18 sf","24 Hours","None",,,"Full/Partial","40.777261","-73.96315","994456","222456","4","142","1046427","1014910004","Upper East Side-Carnegie Hill","POINT (-73.96315 40.777261)"
"M050048","Manhattan","1","5","1185","SIXTH AVENUE","10036","1185 SIXTH AVENUE, New York, NY 10036","999","29","Stevens Tower","Full blockfront on west side Sixth Avenue between  West 46th and 47th Streets","1970","Completed","Basement Concourse; Landscaped Pedestrian Plaza; Special Permit Plaza","Fisher Brothers","Emery Roth & Sons","Emery Roth & Sons","Basement Concourse 0.00 sf; Landscaped Pedestrian Plaza 9991.29 sf; Special Permit Plaza 6138.08 sf","24 Hours","Escalator; Food Service; Lighting; Other Required; Planting; Seating; Subway; Tables; Trees within Space; Water Feature","legitimate theater of 300 to 450 seats below grade and accessed from the Landscaped Pedestrian Plaza",,"None","40.757899","-73.982519","989093","215400","4","125","1083717","1009990029","Midtown-Midtown South","POINT (-73.982519 40.757899)"
"M060018","Manhattan","1","6","845","FIRST AVENUE","10017","845 FIRST AVENUE, New York, NY 10017","1340","7501","Trump World Tower","West side of First Avenue between East 47th and 48th Streets","2000","Completed","Residential Plaza","Donald Trump/Daewoo","Costas Kondylis & Associates","Abel Bainnson Butz","Residential Plaza 6694.00 sf","24 Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.752562","-73.96782","993166","213457","4","90","1038909","1013407501","Turtle Bay-East Midtown","POINT (-73.96782 40.752562)"
"M040012","Manhattan","1","4","76","ELEVENTH AVENUE","10011","76 ELEVENTH AVENUE, New York, NY 10011","689","17","HFZ Plaza",,,,"At-Grade Plaza",,,,,,,,,"None","40.7447","-74.00742","982194","210591","3","99","1089807","1006890017","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-74.00742000000001 40.7447)"
"M010055","Manhattan","1","1","33","BEEKMAN STREET","10038","33 BEEKMAN STREET, New York, NY 10038","92","7501",,"South side of Beekman Street between Nassau Street and William Street","2016","Completed","Public Plaza","Naftali Group and SL Green Realty","Gene Kaufman Architects","Thomas Balsley Architects","Public Plaza 3012.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space",,,"Full/Partial","40.710451","-74.00597","982595","198113","1","15.01","1089833","1000927501","Battery Park City-Lower Manhattan","POINT (-74.00597 40.710451)"
"M060048","Manhattan","1","6","767","THIRD AVENUE","10017","767 THIRD AVENUE, New York, NY 10017","1321","47",,"Southeast corner of Third Avenue and East 48th Street","1981","Completed","Arcade; Urban Plaza","William Kaufman Organization","Fox & Fowle Architects","Fox & Fowle Architects","Arcade 5067.74 sf; Urban Plaza 3065.50 sf","24 Hours","Lighting; Litter Receptacles; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.754219","-73.971406","992172","214060","4","90","1037996","1013210047","Turtle Bay-East Midtown","POINT (-73.971406 40.754219)"
"M060060","Manhattan","1","6","3","UNITED NATIONS PLAZA","10017","3 UNITED NATIONS PLAZA, New York, NY 10017","1336","31","UNICEF House","South side of East 44th Street between First and Second Avenues","1987","Completed","Urban Plaza","United Nations Development Corporation","Kevin Roche John Dinkeloo and Associates","Kevin Roche John Dinkeloo and Associates","Urban Plaza 5025.00 sf","Restricted Hours","Artwork; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature","glass canopy",,"Full/Partial","40.750285","-73.969853","992603","212627","4","88","1038670","1013360031","Turtle Bay-East Midtown","POINT (-73.969853 40.750285)"
"M050064","Manhattan","1","5","1","PENNSYLVANIA PLAZA","10119","1 PENNSYLVANIA PLAZA, New York, NY 10119","783","70","One Penn Plaza","Full block between Seventh and Eighth Avenues and West 33rd and 34th Streets","1972","Completed","Arcade; Plaza","Harry Helmsley & Larry Wien","Kahn and Jacobs","Kahn and Jacobs; Thomas Balsley Associates (for alteration in 2007); Zurita Architects (for alteration in 2010)","Arcade 3822.00 sf; Plaza 50095.50 sf","24 Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space",,,"Full/Partial","40.751263","-73.992374","986363","212982","3","101","1014387","1007830070","Midtown-Midtown South","POINT (-73.992374 40.751263)"
"M050113","Manhattan","1","5","1185","BROADWAY","10001","1185 BROADWAY, New York, NY 10001","830","24",,,,"Under Construction","Public Plaza",,"Rafael Vinoly Architects","Langan Architects","Public Plaza 4184.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space",,,"Full/Partial","40.745573","-73.988935","987316","210909","3","76","1000000","1008300024","Midtown-Midtown South","POINT (-73.988935 40.745573)"
"M050014","Manhattan","1","5","725","FIFTH AVENUE","10022","725 FIFTH AVENUE, New York, NY 10022","1292","7501","Trump Tower","East side of Fifth Avenue between East 56th and 57th Streets","1983","Completed","Covered Pedestrian Space; Landscaped Terraces; Passageway","Donald Trump","Swanke Hayden Connell Architects","Swanke Hayden Connell Architects; Thomas Balsley Associates","Covered Pedestrian Space 6626.00 sf; Landscaped Terraces 6336.00 sf; Passageway 0.00 sf","Closing for Events; Restricted Hours","Climate Control; Elevator; Escalator; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Tables; Trees within Space; Water Feature","Landscaped Terrace (Fifth Floor), Passageway: multiple pedestrian connections to Niketown; skylight",,"Full/Partial","40.762311","-73.973894","991482","217008","4","112.02","1035794","1012927501","Midtown-Midtown South","POINT (-73.973894 40.762311)"
"M080040","Manhattan","1","8","185","EAST 85 STREET","10028","185 EAST 85 STREET, New York, NY 10028","1514","39","Park Lane Towers","Full blockfront on west side of Third Avenue between East 85th and 86th Streets","1966","Completed","Plaza; Plaza- Connected Open Area",,"H.I. Feldman","Arthur J. Klonsky","Plaza 13655.00 sf; Plaza- Connected Open Area 2936.00 sf","24 Hours","None",,,"Full/Partial","40.778669","-73.954732","996787","222970","5","148.01","1047938","1015140039","Upper East Side-Carnegie Hill","POINT (-73.95473200000002 40.778669)"
"M050037","Manhattan","1","5","1285","SIXTH AVENUE","10019","1285 SIXTH AVENUE, New York, NY 10019","1004","29","PaineWebber","Full block bounded by Sixth and Seventh Avenues and West 51st and 52nd Streets","1984","Completed","Pedestrian Circulation Space; Sidewalk Widening; Through Block Galleria; Urban Plaza","Equitable Life Assurance Society","Skidmore, Owings & Merrill/Edward Larrabee Barnes Associates","Skidmore, Owings & Merrill/Edward Larrabee Barnes Associates","Pedestrian Circulation Space 0.00 sf; Sidewalk Widening 0.00 sf; Through Block Galleria 8185.96 sf; Urban Plaza 9944.10 sf","24 Hours; Restricted Hours","Artwork; Drinking Fountain; Escalator; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature",,,"Full/Partial","40.761165","-73.980533","989643","216590","4","131","1023158","1010040029","Midtown-Midtown South","POINT (-73.980533 40.761165)"
"M060092","Manhattan","1","6","626","FIRST AVENUE","10016","626 FIRST AVENUE, New York, NY 10016","967","1","East River Realty South",,,,"Public Access Area","JDS Development Group","SHoP Architects, P.C.","SCAPE/LANDSCAPE ARCHITECTURE PLLC",,,,,,,"40.744458","-73.971941","992025","210504","4","86.01","1000000","1009670001","Turtle Bay-East Midtown","POINT (-73.971941 40.744458)"
"M060028","Manhattan","1","6","141","EAST 48 STREET","10017","141 EAST 48 STREET, New York, NY 10017","1303","7501","Cosmopolitan","North side of East 48th Street between Third and Lexington Avenues","1985","Completed","Pedestrian Circulation Space; Urban Plaza","William Zeckendorf, Jr.","The Gruzen Partnership","Thomas Balsley Associates, Skordas Design Studio (Cafe cert 2015)","Pedestrian Circulation Space 0.00 sf; Urban Plaza 2760.83 sf","24 Hours","Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,"Open Air Cafe","Full/Partial","40.755138","-73.972442","991885","214395","4","92","1036233","1013037501","Turtle Bay-East Midtown","POINT (-73.972442 40.755138)"
"M080009","Manhattan","1","8","200","EAST 62 STREET","10065","200 EAST 62 STREET, New York, NY 10065","1416","7501","Wellington Estates","Full blockfront on east side of Third Avenue between East 61st and 62nd Streets","1966","Completed","Arcade; Plaza","200 East Realty Corporation","Harry F. Green","Harry F. Green","Arcade 504.00 sf; Plaza 6250.00 sf","24 Hours","None",,,"Full/Partial","40.763016","-73.965078","993924","217266","4","110","1043780","1014167501","Lenox Hill-Roosevelt Island","POINT (-73.965078 40.763016)"
"M050042","Manhattan","1","5","1251","SIXTH AVENUE","10020","1251 SIXTH AVENUE, New York, NY 10020","1002","7501","1251 Avenue of the Americas","West side of Sixth Avenue between West 49th and 50th Streets","1970","Completed","Plaza",,"Harrison and Abramovitz","Harrison and Abramovitz","Plaza 29819.90 sf","24 Hours","None",,,"Full/Partial","40.759971","-73.981612","989344","216155","4","125","1022706","1010027501","Midtown-Midtown South","POINT (-73.981612 40.759971)"
"M080001","Manhattan","1","8","118","EAST 60 STREET","10022","118 EAST 60 STREET, New York, NY 10022","1394","7","Plaza Tower","South side of East 60th Street between Lexington and Park Avenues","1965","Completed","Plaza",,"Samuel Paul & Seymour Jarmul","Samuel Paul & Seymour Jarmul","Plaza 6276.00 sf","24 Hours","None",,,"Full/Partial","40.762812","-73.968648","992935","217191","4","114.02","1041902","1013940007","Upper East Side-Carnegie Hill","POINT (-73.968648 40.762812)"
"M060031","Manhattan","1","6","599","LEXINGTON AVENUE","10022","599 LEXINGTON AVENUE, New York, NY 10022","1307","23",,"East side of Lexington Avenue between East 52nd and 53rd Streets","1985","Completed","Open Space and Sidewalk Widenings","Boston Properties","Edward Larrabee Barnes Associates","Edward Larrabee Barnes Associates","Open Space and Sidewalk Widenings 0.00 sf","24 Hours","Plaque/Sign; Subway; Trees on Street",,"Other Permitted","Full/Partial","40.757866","-73.970752","992353","215389","4","100","1036467","1013070023","Turtle Bay-East Midtown","POINT (-73.970752 40.757866)"
"K020001","Brooklyn","3","2","130","LIVINGSTON STREET","11201","130 LIVINGSTON STREET, Brooklyn, NY 11201","163","1","Livingston Plaza","Full block bounded by Livingston Street, Schermerhorn Street, Smith Street, and Boerem Place","1991","Completed","Plaza","Cohen Brothers","Murphy/Jahn Architects","Murphy/Jahn Architects","Plaza 19201.00 sf","24 Hours","Lighting; Litter Receptacles; Other Required; Planting; Seating; Trees on Street","decorative pavement near intersection of Boerem Place and Livingston Street",,"Full/Partial","40.690409","-73.988771","987364","190811","33","37","3319419","3001630001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","POINT (-73.988771 40.690409)"
"M060079","Manhattan","1","6","243","LEXINGTON AVENUE","10016","243 LEXINGTON AVENUE, New York, NY 10016","890","25",,"Northeast corner of Lexington Avenue and East 34th Street","1998","Completed","Residential Plaza",,"May & Pinska","May & Pinska","Residential Plaza 1080.00 sf","24 Hours","Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space",,,"Full/Partial","40.746466","-73.97923","990005","211235","2","72","1087628","1008900025","Murray Hill-Kips Bay","POINT (-73.97923 40.746466)"
"M060049","Manhattan","1","6","777","THIRD AVENUE","10017","777 THIRD AVENUE, New York, NY 10017","1322","1",,"East side of Third Avenue between East 48th and 49th Streets","1963","Completed","Arcade; Plaza","William Kaufman, Jack Weiner, Benjamin Swig","William Lescaze","William Lescaze","Arcade 5529.00 sf; Plaza 6393.00 sf","24 Hours","None",,,"Full/Partial","40.754712","-73.971092","992259","214240","4","90","1038000","1013220001","Turtle Bay-East Midtown","POINT (-73.971092 40.754712)"
"M030001","Manhattan","1","3","51","ASTOR PLACE","10003","51 ASTOR PLACE, New York, NY 10003","554","35",,"Full block bounded by Third Avenue, Astor Place, Fourth Avenue and East 9th Street","2012","Completed","Open Space","Edward J. Minskoff Equities, Inc","Maki and Associates","Thomas Balsley Associates","Open Space 0.00 sf","24 Hours","Artwork; Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees within Space",,,"Full/Partial","40.730068","-73.990168","986975","205260","2","42","1089443","1005540035","East Village","POINT (-73.990168 40.730068)"
"M050077","Manhattan","1","5","899","SEVENTH AVENUE","10019","899 SEVENTH AVENUE, New York, NY 10019",,,"Carnegie Hall Tower","North side of West 56th Street and south side of West 57th Street between Sixth and Seventh Avenues","1988","Completed","Through Block Connection","Rockrose Development Corp.","Cesar Pelli Associates","Cesar Pelli Associates","Through Block Connection 3563.00 sf","Restricted Hours","Climate Control; Lighting; Plaque/Sign",,,"Full/Partial","40.765619","-73.979954","989803","218213","4","137",,,"Midtown-Midtown South","POINT (-73.979954 40.765619)"
"M010021","Manhattan","1","1","52","BROADWAY","10004","52 BROADWAY, New York, NY 10004","22","28",,"Southeast corner of Exchange Alley and Broadway","1983","Completed","Through Block Arcade Equivalent","Jack Resnick","Emery Roth & Sons","Emery Roth & Sons","Through Block Arcade Equivalent 4841.00 sf","Restricted Hours","Artwork; Escalator; Lighting; Planting; Retail Frontage",,,"Full/Partial","40.706485","-74.012274","980847","196668","1","9","1000814","1000220028","Battery Park City-Lower Manhattan","POINT (-74.012274 40.706485)"
"M050071","Manhattan","1","5","108","FIFTH AVENUE","10011","108 FIFTH AVENUE, New York, NY 10011","817","7501",,"Southwest corner of West 16th Street Fifth Avenue","1986","Completed","Residential Plaza",,"Rothzeid Kaiserman Thomason & Bee","Stamatios P. Lykos & Associates","Residential Plaza 1979.00 sf","24 Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space; Water Feature",,,"Full/Partial","40.737289","-73.993043","986178","207891","3","54","1015318","1008177501","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.993043 40.737289)"
