"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"145244","Staten Island","429","BUEL AVENUE","Street","1X","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0085632","Populated","POINT (959442.80666689575 151700.8364585191)","8253EC90-298C-45C0-8A34-AF1B8314AFE0","2015-03-20T04:00:00.000","2019-08-21T13:43:25.000",,"0",,"40.583182","-74.089345","11201","5053739","5037040070","Old Town-Dongan Hills-South Beach","
,  
(40.58302512856516, -74.08930926723325)"
"145245","Brooklyn","880","TROY AVENUE","Street","TROY AV","16.00000000","0.00000000",,,"CHURCH AVENUE","LINDEN BOULEVARD","317",,"11203","41","20","58","9","0085394","Empty","POINT (1001929.4697918892 176710.04541684687)","50042936-52CC-40DE-8C1E-1C80EF63A479","2015-03-20T04:00:00.000",,,"0",,"40.651838","-73.936226","872","3109074","3048800034","East Flatbush-Farragut","
,  
(40.6516872785588, -73.93628600706545)"
"145246","Bronx","185","WEST 231 STREET","Street",,"0.00000000","0.00000000",,,,,"208",,"10463","11","33","81","13","0142553","Empty","POINT (1010760.655416891 259443.48875018954)","3AC54FB6-268F-4A55-95DE-B8B73420E02A","2015-03-20T04:00:00.000","2015-06-15T13:04:06.000",,"0",,"40.878705","-73.90419","283","2016157","2032670076","Spuyten Duyvil-Kingsbridge","
,  
(40.87874688371573, -73.90413353758314)"
"145247","Staten Island","433","BUEL AVENUE","Street","1X","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0085632","Populated","POINT (959497.92812523246 151664.16125018895)","A10328C7-E617-4760-A7C5-CE570C71E9B3","2015-03-20T04:00:00.000","2019-08-21T13:29:34.000",,"0",,"40.583122","-74.089229","11201","5053738","5037040068","Old Town-Dongan Hills-South Beach","
,  
(40.58292461652132, -74.08911068831249)"
"145248","Staten Island","441","BUEL AVENUE","Street","2X","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0085632","Populated","POINT (959578.65729188919 151623.14562518895)","3DD230D4-EBB3-4233-931A-7C2A73C38D0C","2015-03-20T04:00:00.000","2021-11-30T20:42:52.000",,"0",,"40.583007","-74.088995","11201","5053736","5037040064","Old Town-Dongan Hills-South Beach","
,  
(40.58281226186181, -74.08881990325622)"
"145249","Queens","50-021","FRANCIS LEWIS BOULEVARD","Street",,"0.00000000","0.00000000",,,"53 AVENUE","50 AVENUE","411",,"11364","20","11","25","6",,"Populated","POINT (1045599.608541891 212499.75895851851)","149550DE-7691-4468-A04B-2346C0B5B1B3","2015-03-20T04:00:00.000",,,"0",,"40.750085","-73.778935","145102","4158514","4073770051","Bayside-Bayside Hills","
,  
(40.749726485587395, -73.77858019088724)"
"145250","Staten Island","449","BUEL AVENUE","Street","1X","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0085632","Populated","POINT (959644.84645856917 151579.30875018239)","01F45F3C-B80F-4ECE-978D-397274EB20BB","2015-03-20T04:00:00.000","2021-11-30T20:44:07.000",,"0",,"40.582889","-74.088761","11201","5053734","5037040060","Old Town-Dongan Hills-South Beach","
,  
(40.5826921223508, -74.08858145459247)"
"145251","Brooklyn",,,"Street",,"0.00000000","0.00000000",,,"BEDFORD AVENUE","FLATBUSH AVENUE","309",,"11225","40","20","43","9","0045445","Populated","POINT (995972.34562523663 180125.0131251812)","5C3FDD2C-80E1-4DF8-B601-C8BF90190A79","2015-03-20T04:00:00.000","2018-11-09T19:07:25.000",,"0",,,,,,,,"
,  
(40.66107050484206, -73.95774859334168)"
"145252","Staten Island","455","BUEL AVENUE","Street","1X","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0085632","Populated","POINT (959676.09645856917 151558.90958352387)","0D82ED17-5231-41BB-8C0B-4EBF54AF6422","2015-03-20T04:00:00.000","2021-11-30T20:44:39.000",,"0",,"40.582801","-74.088585","11201","5053733","5037040057","Old Town-Dongan Hills-South Beach","
,  
(40.58263621739147, -74.08846887681338)"
"145253","Staten Island","469","BUEL AVENUE","Street","1X","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0085632","Populated","POINT (959755.5233335644 151506.17500017583)","5BDD99CE-2FD0-4733-9154-158E1F2C69A4","2015-03-20T04:00:00.000","2021-11-30T20:45:21.000",,"0",,"40.582596","-74.088174","11201","5053732","5037040047","Old Town-Dongan Hills-South Beach","
,  
(40.58249169130281, -74.08818274000959)"
"145254","Staten Island","450","BUEL AVENUE","Street",,"0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0085632","Empty","POINT (959785.68875022233 151487.07791684568)","69EC1BF0-778C-4937-8B9C-3F9F47268559","2015-03-20T04:00:00.000","2021-11-30T19:02:41.000",,"0",,"40.582744","-74.088509","11201","5053746","5037050001","Old Town-Dongan Hills-South Beach","
,  
(40.5824393569177, -74.08807407222554)"
"145255","Staten Island","10","PRIMROSE PLACE","Street",,"0.00000000","0.00000000",,,"MALDEN PLACE","TYSENS LANE","503",,"10306","50","24","64","11","0102697","Populated","POINT (952240.66770856082 144400.14958351851)","1A4FC02D-D225-476F-A7DE-6FE676011F25","2015-03-20T04:00:00.000","2016-10-13T15:19:14.000",,"0",,"40.562853","-74.115396","12806","5109679","5040020001","Oakwood-Oakwood Beach","
,  
(40.562963108497954, -74.11520335305765)"
"145256","Queens","111-048","141 STREET","Street","141 street","0.00000000","0.00000000",,,"LINDEN BOULEVARD","111 AVENUE","412",,"11435","28","10","32","5","0023727","Populated","POINT (1038928.8297919035 188634.13187518716)","E0F58414-5623-492E-9261-12E485353696","2015-03-20T04:00:00.000",,,"0",,"40.685298","-73.80329","194","4258531","4119560026","South Jamaica","
,  
(40.68426499652935, -73.80284978944151)"
"145257","Staten Island","447","FALCON AVENUE","Street",,"0.00000000","0.00000000",,,"MALDEN PLACE","PENN AVENUE","503",,"10306","50","24","64","11","0088565","Populated","POINT (952262.47750023007 144020.26666684449)","45441E52-014B-44A3-806B-082DF9439257","2015-03-20T04:00:00.000","2021-03-02T15:57:17.000",,"0",,"40.561884","-74.115064","12806","5109663","5040020001","Oakwood-Oakwood Beach","
,  
(40.56192048285563, -74.11512306166212)"
"145258","Staten Island","328","PENN AVENUE","Street",,"0.00000000","0.00000000",,,"BEND","FALCON AVENUE","503",,"10306","50","24","64","11","0090288","Populated","POINT (952444.11812523007 143938.88645851612)","3CA4C808-FA90-4C74-A322-6694F1302799","2015-03-20T04:00:00.000","2016-10-12T20:51:00.000",,"0",,"40.56154","-74.114098","12806","5055483","5040070213","Oakwood-Oakwood Beach","
,  
(40.56169776345192, -74.11446895524524)"
"145259","Bronx","2211","STRANG AVENUE","Street",,"0.00000000","0.00000000",,,"BELL AVENUE","DURYEA AVENUE","212",,"10466","12","36","83","16","0061382","Empty","POINT (1029834.639791891 264255.64062517881)","A1427F22-91FB-40F2-81E0-8376461D431D","2015-03-20T04:00:00.000",,,"0",,"40.891823","-73.835104","456","2067997","2049900051","Eastchester-Edenwald-Baychester","
,  
(40.89187680455066, -73.83512655698642)"
"145260","Staten Island","22","EVA AVENUE","Street","1F","0.00000000","0.00000000",,,"MANILA AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0095327","Populated","POINT (953116.75270856917 143459.93687517941)","CA929EBD-C6AB-4996-96DC-398F48D5C48E","2015-03-20T04:00:00.000","2017-03-06T12:31:30.000",,"0",,"40.560364","-74.111926","12806","5056411","5040580346","Oakwood-Oakwood Beach","
,  
(40.56038552735926, -74.11204594996352)"
"145261","Staten Island","755","TYSENS LANE","Street","1F","0.00000000","0.00000000",,,"WEED AVENUE","MILL ROAD","503",,"10306","50","24","64","11","0055575","Populated","POINT (953531.57479189336 143530.24937517941)","77C14411-D77D-4838-8D6D-942744C73D66","2015-03-20T04:00:00.000","2017-03-07T16:49:09.000",,"0",,"40.560588","-74.110703","12806","5056361","5040580202","Oakwood-Oakwood Beach","
,  
(40.56057996816558, -74.11055336098178)"
"145262","Staten Island","675","TYSENS LANE","Street","7f","0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0055574","Populated","POINT (952899.69645856321 144007.57250018418)","E24DF80E-DBDA-4CD9-B9DC-E43039D57FB8","2015-03-20T04:00:00.000","2021-08-20T19:17:15.000",,"0",,"40.562111","-74.113336","12806","5105552","5039830001","Oakwood-Oakwood Beach","
,  
(40.561887915598696, -74.11282965498096)"
"145263","Staten Island","655","TYSENS LANE","Street","1f","0.00000000","0.00000000",,,"MILL ROAD","FALCON AVENUE","503",,"10306","50","24","64","11","0055574","Populated","POINT (952554.26083356142 144284.13250018656)","1F0B4101-B92C-4FCA-B039-E5AFE88C6D90","2015-03-20T04:00:00.000","2021-08-20T18:47:31.000",,"0",,"40.5625","-74.113985","12806","5105551","5039830001","Oakwood-Oakwood Beach","
,  
(40.5626457907606, -74.11407417162049)"
"145264","Brooklyn","3047","BRIGHTON 13 STREET","Street","BRIGHTON 13 STREET","16.00000000","0.00000000",,,"BRIGHTON BEACH AVENUE","OCEAN VIEW AVENUE","313",,"11235","48","23","45","8","0085317","Populated","POINT (996460.43854188919 150278.60250018537)","3749DACB-3177-4BF6-B289-9CB9C07674C1","2015-03-20T04:00:00.000",,,"0",,"40.579067","-73.95616","61004","3245652","3087160080","Brighton Beach","
,  
(40.57914767928247, -73.95604331969805)"
"145622","Staten Island","48","POILLON AVENUE","Street",,"0.00000000","0.00000000",,"R119-ZN02","ALLEGRO STREET","AMBOY ROAD","503",,"10312","51","24","62","11","0051631","Retired","POINT (934729.64395856857 134013.48687517643)","FE09447B-837F-4D04-9F07-CEA3CC5C5575","2015-03-20T04:00:00.000","2015-03-24T04:00:00.000",,"0",,"40.534287","-74.178192","176","5082202","5064690078","Annadale-Huguenot-Prince's Bay-Eltingville","
,  
(40.53437324915349, -74.17815032494612)"
"145623","Queens","69-077","182 STREET","Street","182 STREET","0.00000000","0.00000000",,,"73 AVENUE","69 AVENUE","408",,"11365","24","11","25","6","0030891","Empty","POINT (1042912.5427085608 205953.31791685522)","22BCD3B5-1508-403D-B026-220AE8058575","2015-03-20T04:00:00.000","2019-08-13T12:50:28.000",,"0",,"40.7321","-73.788545","1341","4153617","4071350052","Fresh Meadows-Utopia","
,  
(40.73177642001611, -73.78833526114231)"
"145624","Staten Island","312","ISABELLA AVENUE","Street",,"0.00000000","0.00000000",,,"TARRYTOWN AVENUE","MEDINA STREET","503",,"10306","50","24","64","11","0064952","Empty","POINT (951381.08312523365 143584.43479184806)","1BB2ADFB-14F7-4B4D-B32C-0B952E9ECFB5","2015-03-20T04:00:00.000","2017-12-21T11:56:41.000",,"0",,"40.560794","-74.118322","12806","5055552","5040190021","Oakwood-Oakwood Beach","
,  
(40.56072098623087, -74.11829307712428)"
"145625","Staten Island","11","COUGHLAN AVENUE","Street",,"0.00000000","0.00000000",,,"LAW PLACE","BROADWAY","501",,"10310","49","24","61","11","0103632","Populated","POINT (952743.8460419029 166820.28083351254)","1E2D8F57-5E29-4211-8C17-F3FBF875735C","2015-03-20T04:00:00.000","2020-08-06T20:21:00.000","DPR","0",,"40.624445","-74.11359","121","5008323","5003030030","New Brighton-Silver Lake","
,  
(40.62450361087992, -74.11349693758567)"
"145626","Queens","212-38","16 AVENUE","Street","16 AVENUE","0.00000000","0.00000000",,,"BELL BOULEVARD","212 STREET","407",,"11360","19","11","26","3","0101117","Empty","POINT (1045264.4775002301 225151.93916684389)","EF191AAC-B036-44DB-AE78-64EC9AED33B7","2015-03-20T04:00:00.000","2017-02-03T08:26:08.000",,"0",,"40.784462","-73.779987","99704","4616666","4058650030","Ft. Totten-Bay Terrace-Clearview","
,  
(40.78445564958776, -73.77967487014233)"
"145627","Queens","212-09","16 AVENUE","Street","16 AV","0.00000000","0.00000000",,,"BELL BOULEVARD","212 STREET","407",,"11360","19","11","26","3","0101117","Empty","POINT (1045002.3245835602 225082.06083351374)","E56FBD0C-8904-4F50-BE1F-2724E9646162","2015-03-20T04:00:00.000","2017-02-03T10:09:05.000",,"0",,"40.784084","-73.780447","99704","4616756","4058570110","Ft. Totten-Bay Terrace-Clearview","
,  
(40.78426565867775, -73.78062214025225)"
"145629","Staten Island","140","OVERLOOK TERRACE","Street",,"0.00000000","0.00000000",,,"WINDERMERE ROAD","DEAD END","502",,"10305","50","24","64","11","0103448","Populated","POINT (962526.90437522531 158816.0654168427)","9B86F9F6-DC02-4A10-A298-E3741FB245D7","2015-03-20T04:00:00.000",,,"0",,"40.602695","-74.078225","50","5045073","5030600029","Grasmere-Arrochar-Ft. Wadsworth","
,  
(40.60256309027092, -74.07822897893892)"
"145630","Staten Island",,,"Park",,"0.00000000","0.00000000","Dongan Playground",,,,"502",,"0","0","0","0","0",,"Populated","POINT (959313.27500022948 151591.37562517822)","70FBF383-36BC-45CF-9FB0-1FE31439B9B1","2015-03-20T04:00:00.000",,,"0",,,,,,,,"
,  
(40.58272431699037, -74.08977519463882)"
"145631","Staten Island","420","DELAWARE AVENUE","Street",,"0.00000000","0.00000000",,,"MASON AVENUE","LACONIA AVENUE","502",,"10305","50","24","64","11","0054022","Empty","POINT (959994.08416689932 153375.19541685283)","9866D6F3-6E8E-4F1B-8B5B-7794B66F5816","2015-03-20T04:00:00.000",,,"0",,"40.58762","-74.08718","70","5049929","5033750046","Old Town-Dongan Hills-South Beach","
,  
(40.58762243439048, -74.08733060421613)"
"145632","Staten Island","390","MASON AVENUE","Street","2SX Buel Ave","0.00000000","0.00000000",,,"BUEL AVENUE","LIBERTY AVENUE","502",,"10305","50","24","64","11","0044743","Populated","POINT (959356.21812522411 151758.1279168427)","3C35F00A-3421-4C36-A377-7A0885527D3B","2015-03-20T04:00:00.000","2021-12-01T15:19:11.000",,"0",,"40.583536","-74.089644","11201","5053741","5037040074","Old Town-Dongan Hills-South Beach","
,  
(40.583182139444425, -74.0896212085559)"
"145633","Staten Island","2840","HYLAN BOULEVARD","Street",,"0.00000000","0.00000000",,,"MALDEN PLACE","TYSENS LANE","503",,"10306","50","24","64","11","0164303","Empty","POINT (951917.90625022352 144662.06708352268)","1EAEAFCD-5F4E-4155-9A7F-7E6F35C06767","2015-03-20T04:00:00.000","2021-08-23T18:55:17.000",,"0",,"40.56359","-74.116373","12806","5109698","5040010001","Oakwood-Oakwood Beach","
,  
(40.56368084977926, -74.11636624024028)"
"145634","Staten Island","2840","HYLAN BOULEVARD","Street",,"0.00000000","0.00000000",,,"MALDEN PLACE","TYSENS LANE","503",,"10306","50","24","64","11","0164303","Populated","POINT (951904.47083356977 144659.48208351433)","524AB1F9-F264-4CBF-A60A-1D1ABD2732FE","2015-03-20T04:00:00.000","2016-10-13T16:31:13.000",,"0",,"40.56359","-74.116373","12806","5109698","5040010001","Oakwood-Oakwood Beach","
,  
(40.563673705461184, -74.11641458314467)"
"145635","Staten Island","380","BUEL AVENUE","Street","1sx MASON AVENUE","5.00000000","10.00000000",,,"BUEL AVENUE","DONGAN HILLS AVENUE","502",,"10305","50","24","64","11","0085631","Populated","POINT (959304.13479189575 151751.40104185045)","8448A436-2AF1-43DC-95CA-87DFA7D14CBA","2015-03-20T04:00:00.000","2021-12-06T18:21:31.000",,"0",,"40.583695","-74.090397","11201","5052935","5036510061","Old Town-Dongan Hills-South Beach","
,  
(40.58316352910114, -74.08980869111456)"
"145636","Staten Island","371","DONGAN HILLS AVENUE","Street","1sx Mason Ave","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0044999","Populated","POINT (959219.93333356082 151625.75000017881)","682975B3-B843-4A53-985E-A46BCF139888","2015-03-20T04:00:00.000","2021-12-06T18:01:05.000",,"0",,"40.582943","-74.090561","11201","5052936","5036510063","Old Town-Dongan Hills-South Beach","
,  
(40.58281840472386, -74.09011136287776)"
"145637","Staten Island","2860","HYLAN BOULEVARD","Street",,"0.00000000","0.00000000",,,"MALDEN PLACE","TYSENS LANE","503",,"10306","50","24","64","11","0164303","Empty","POINT (951805.51229189336 144462.43354184926)","00F197B3-6B13-466A-893E-415E44C110FA","2015-03-20T04:00:00.000","2021-08-23T12:14:03.000",,"0",,"40.563313","-74.116653","12806","5109695","5040010001","Oakwood-Oakwood Beach","
,  
(40.563132484261565, -74.11676979838593)"
"145638","Staten Island",,,"Park",,"0.00000000","0.00000000","Dongan Playground",,,,"502",,"0","0","0","0","0",,"Populated","POINT (959261.19166690111 151624.79583351314)","96B34624-5F58-4671-92CC-9E18E03A2FF1","2015-03-20T04:00:00.000",,,"0",,,,,,,,"
,  
(40.58281590212698, -74.08996282430678)"
"145640","Staten Island","450","BUEL AVENUE","Street","1f","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0085632","Populated","POINT (959470.80145856738 151681.73937518895)","3CA60BCC-FC43-4B90-9C8A-6AD6F8A0C469","2015-03-20T04:00:00.000","2021-11-30T20:39:58.000",,"0",,"40.582744","-74.088509","11201","5053746","5037050001","Old Town-Dongan Hills-South Beach","
,  
(40.582972789180886, -74.0892084122319)"
"145641","Staten Island","437","BUEL AVENUE","Street","1X","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0085632","Populated","POINT (959545.23708356917 151644.84708352387)","EE5D04B4-DE31-4066-8AC0-84A89D15D347","2015-03-20T04:00:00.000","2021-11-30T20:42:09.000",,"0",,"40.583064","-74.089111","11201","5053737","5037040066","Old Town-Dongan Hills-South Beach","
,  
(40.58287173495921, -74.08894029940734)"
"145642","Staten Island","445","BUEL AVENUE","Street","1X","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0085632","Populated","POINT (959611.20937523246 151602.31229184568)","E7C3466F-DE38-41D3-9602-1BFF7005A39E","2015-03-20T04:00:00.000","2021-11-30T20:43:24.000",,"0",,"40.582947","-74.088876","11201","5053735","5037040062","Old Town-Dongan Hills-South Beach","
,  
(40.58275516905495, -74.0887026358373)"
"145643","Brooklyn","152","LINCOLN ROAD","Street",,"0.00000000","0.00000000",,,"BEDFORD AVENUE","FLATBUSH AVENUE","309",,"11225","40","20","43","9","0045445","Populated","POINT (995994.04687522352 180125.88104185462)","B2F44E5C-3FB2-4313-B244-21565551B70A","2015-03-20T04:00:00.000","2018-11-09T19:05:33.000",,"0",,"40.661109","-73.957973","79801","3114691","3050280045","Prospect Lefferts Gardens-Wingate","
,  
(40.6610728583245, -73.95767037299694)"
"145644","Staten Island","429","FALCON AVENUE","Street",,"0.00000000","0.00000000",,,"PENN AVENUE","TYSENS LANE","503",,"10306","50","24","64","11","0088566","Populated","POINT (952381.32479189336 144192.34437517822)","CDDC4A07-F0E0-4B60-A52F-CA6C8F239DDC","2015-03-20T04:00:00.000",,,"0",,"40.562362","-74.114614","12806","5109660","5040020001","Oakwood-Oakwood Beach","
,  
(40.562393230463954, -74.11469614176224)"
"145645","Staten Island","475","FALCON AVENUE","Street",,"0.00000000","0.00000000",,,"OAK AVENUE","PETER AVENUE","503",,"10306","50","24","64","11","0088563","Populated","POINT (952087.34729190171 143776.5600001812)","2823354C-5A4E-416F-8EC8-3453A7019A66","2015-03-20T04:00:00.000","2016-10-12T20:42:37.000",,"0",,"40.561302","-74.115602","12806","5109656","5040000039","Oakwood-Oakwood Beach","
,  
(40.56125092217473, -74.11575219536448)"
"145646","Staten Island","475","FALCON AVENUE","Street",,"0.00000000","0.00000000",,,"OAK AVENUE","PETER AVENUE","503",,"10306","50","24","64","11","0088563","Empty","POINT (952062.53125022352 143746.7637501806)","8791CAB0-0FAF-46E2-82E6-31F14300CF07","2015-03-20T04:00:00.000","2021-08-04T11:44:07.000",,"0",,"40.561302","-74.115602","12806","5109656","5040000039","Oakwood-Oakwood Beach","
,  
(40.56116904724222, -74.1158413654632)"
