"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"142841","Staten Island","420","MOUNTAINVIEW AVENUE","Street",,"0.00000000","0.00000000",,,"PORTAGE AVENUE","HAROLD STREET","502",,"10314","50","24","63","11","0059039","Empty","POINT (949504.99062523246 158250.84395851195)","ADD09946-36B0-4DEC-8950-526257F6F751","2015-03-18T04:00:00.000",,,"0",,"40.601086","-74.125074","18702","5020903","5008040300","New Springville-Bloomfield-Travis","
,  
(40.60097018659463, -74.12512039583524)"
"143222","Queens","28-032","211 STREET","Street","211 STREET","0.00000000","0.00000000",,,"29 AVENUE","28 AVENUE","411",,"11360","19","11","26","6","0006008","Empty","POINT (1045710.5027085692 221816.59916685522)","CF768ED7-B2B9-42D9-83B4-09DF9168A46A","2015-03-19T04:00:00.000","2019-05-06T15:18:42.000",,"0",,"40.775601","-73.778096","1093","4133730","4060100036","Bayside-Bayside Hills","
,  
(40.775297962314575, -73.77809477681579)"
"143223","Queens","28-32","211 STREET","Street","211 STREET","0.00000000","0.00000000",,,"29 AVENUE","28 AVENUE","411",,"11360","19","11","26","6","0006008","Populated","POINT (1045713.1068752259 221799.02104185522)","54883A5D-4657-4D41-8034-C0191B21D5BF","2015-03-19T04:00:00.000","2019-05-06T15:22:07.000",,"0",,"40.775601","-73.778096","1093","4133730","4060100036","Bayside-Bayside Hills","
,  
(40.77524969702386, -73.77808553520657)"
"143224","Queens","88-16","164 AVENUE","Street","164 AVENUE 1F","0.00000000","0.00000000",,,"89 STREET","88 STREET","410",,"11414","32","15","23","8","0032954","Populated","POINT (1028142.0000002235 176184.61604185402)","64A526BB-AF13-4C60-9E5A-216307C6648D","2015-03-19T04:00:00.000","2017-12-26T12:50:03.000",,"0",,"40.65017","-73.842231","892","4294578","4140820007","Lindenwood-Howard Beach","
,  
(40.650153965711695, -73.8418237869142)"
"143225","Staten Island","445","DONGAN HILLS AVENUE","Street","1sX Nugent Ave","0.00000000","0.00000000",,,"OLYMPIA BOULEVARD","NUGENT AVENUE","502",,"10305","50","24","64","11","0044998","Populated","POINT (959748.14520856738 151287.64208351076)","3776EEC4-B06E-4990-B832-CF2C86AD200A","2015-03-19T04:00:00.000","2021-12-06T20:08:05.000",,"0",,"40.581199","-74.0872","11201","5053784","5037080001","Old Town-Dongan Hills-South Beach","
,  
(40.5818918416234, -74.08820850980024)"
"143226","Staten Island","418","DONGAN HILLS AVENUE","Street",,"0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0044999","Populated","POINT (959527.04562522471 151395.44229185581)","7B362D7D-0F1D-4ADD-8F06-C6167E05E9A3","2015-03-19T04:00:00.000","2019-07-19T15:56:55.000",,"0",,"40.582093","-74.088958","11201","5053758","5037060025","Old Town-Dongan Hills-South Beach","
,  
(40.58218711783899, -74.08900487861654)"
"143227","Staten Island",,,"Park",,"0.00000000","0.00000000","Dongan Playground",,,,"502",,"0","0","0","0","0",,"Populated","POINT (959368.36458356678 151552.96250018477)","4A6B9D18-3400-4795-BBD8-F4E3295E00F1","2015-03-19T04:00:00.000","2015-03-19T13:49:34.000",,"0",,,,,,,,"
,  
(40.582619035425054, -74.08957672426676)"
"143228","Staten Island",,,"Park",,"0.00000000","0.00000000","Dongan Playground",,,,"502",,"0","0","0","0","0",,"Populated","POINT (959380.30041690171 151572.27666684985)","40875D04-4E04-4E10-8188-2D2972E82DCB","2015-03-19T04:00:00.000","2019-03-21T17:08:04.000",,"0",,,,,,,,"
,  
(40.58267208245284, -74.08953382500628)"
"143231","Brooklyn","1865","55 STREET","Street","55 STREET","15.00000000","0.00000000",,,"19 AVENUE","18 AVENUE","312",,"11204","44","17","48","10","0086572","Populated","POINT (989045.59416688979 166592.71354185045)","DD2320DC-C4AA-4C3F-A878-92DFCE4BF237","2015-03-19T04:00:00.000","2019-09-25T18:47:20.000",,"0",,"40.624075","-73.983022","470","3130596","3054870053","Borough Park","
,  
(40.623933711629135, -73.98272463035593)"
"143232","Brooklyn","1024","FULTON STREET","Street","FULTON ST","4.00000000","0.00000000",,,"IRVING PLACE","DOWNING STREET","302",,"11238","36","25","57","8","0039064","Populated","POINT (995364.27541689575 187732.24395851791)","0B53AE43-1B69-4055-BDF3-579C1C77E4E0","2015-03-19T04:00:00.000","2018-11-19T14:51:34.000",,"0",,"40.682014","-73.959921","227","3057667","3020150028","Clinton Hill","
,  
(40.68195143147836, -73.95992774618765)"
"143233","Brooklyn","1386","ALBANY AV","Street","ALBANY AVENUE","40.00000000","0.00000000",,,"ALBANY AV","FOSTER AV","317",,"11203","45","21","58","9","85438","Populated","POINT (1001486.3156252354 172331.27291685343)","FB016AF0-5BF7-49B0-AA42-4273DFE53E53","2015-03-19T04:00:00.000","2021-11-19T15:05:48.000",,"0",,"40.639825","-73.937834","834","3112708","3049740040","East Flatbush-Farragut","
,  
(40.639669369543945, -73.93789425172587)"
"143234","Queens","92-019","52 AVENUE","Street",,"0.00000000","0.00000000",,,"94 STREET","92 STREET","404",,"11373","25","13","35","6","0091932","Empty","POINT (1020149.7547919005 208761.7318751812)","F9447D5F-2993-4A2C-8549-9498AB710274","2015-03-19T04:00:00.000",,,"0",,"40.739476","-73.870845","459","4046156","4018670057","Elmhurst","
,  
(40.739606493408004, -73.8704522469543)"
"143235","Brooklyn","1306","EAST  55 STREET","Street","E 55 STREET","14.00000000","0.00000000",,,"AVENUE L","AVENUE K","318",,"11234","46","21","59","8","0068770","Empty","POINT (1005690.624166891 167006.48520851135)","BDF7C30E-DDF4-4C9C-92E4-D6EF4820D69B","2015-03-19T04:00:00.000","2019-07-16T18:30:57.000",,"0",,"40.624956","-73.922693","678","3217988","3078340064","Flatlands","
,  
(40.6250447810042, -73.92276224665481)"
"143236","Brooklyn","925","EAST 105 STREET","Street","E 105 STREET","20.00000000","0.00000000",,,"AVENUE J","FLATLANDS AVENUE","318",,"11236","46","19","58","8","0073749","Empty","POINT (1013635.936666891 175054.87937518954)","B5B540F2-CF7C-4EA7-B18E-A8B0E9DC5F00","2015-03-19T04:00:00.000",,,"0",,"40.646993","-73.894069","984","3230590","3082130033","Canarsie","
,  
(40.647113101514066, -73.89410500905234)"
"143622","Staten Island","450","BUEL AVENUE","Street","NUGENT AVENUE","0.00000000","0.00000000",,,"DONGEN HILLS","BUEL AVENUE","502",,"10305","50","24","64","11","0085633","Populated","POINT (959820.627500236 151393.76187518239)","AF99522E-8B52-4BA0-B963-EDD08481C3B8","2015-03-19T04:00:00.000","2021-12-06T16:11:35.000",,"0",,"40.582744","-74.088509","11201","5053746","5037050001","Old Town-Dongan Hills-South Beach","
,  
(40.58218331934202, -74.0879479518734)"
"143623","Staten Island","445","DONGAN HILLS AVENUE","Street",,"0.00000000","0.00000000",,,"OLYMPIA BOULEVARD","NUGENT AVENUE","502",,"10305","50","24","64","11","0044998","Populated","POINT (959774.83791689575 151327.13854184747)","6130CCD5-B91A-4427-AC34-E560AF831BD0","2015-03-19T04:00:00.000","2016-10-27T15:30:21.000",,"0",,"40.581199","-74.0872","11201","5053784","5037080001","Old Town-Dongan Hills-South Beach","
,  
(40.58200032526738, -74.08811255714535)"
"143624","Staten Island","426","DONGAN HILLS AVENUE","Street","1x","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0044999","Populated","POINT (959620.1795835644 151333.05541685224)","D8F86A91-0343-45E0-9686-4DA3FA34FDF9","2015-03-19T04:00:00.000","2021-12-03T17:58:47.000",,"0",,"40.582","-74.088774","11201","5053760","5037060030","Old Town-Dongan Hills-South Beach","
,  
(40.582016137556955, -74.0886693607996)"
"143625","Staten Island","418","DONGAN HILLS AVENUE","Street",,"0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0044999","Populated","POINT (959548.70937523246 151381.39208351076)","1BDDF5EF-E370-42FF-8BA7-FC0D2A41DC01","2015-03-19T04:00:00.000","2019-12-23T15:49:19.000",,"0",,"40.582093","-74.088958","11201","5053758","5037060025","Old Town-Dongan Hills-South Beach","
,  
(40.5821486132101, -74.08892683585499)"
"143627","Brooklyn","1041","EAST  4 STREET","Street","E 4 STREET","25.00000000","0.00000000",,,"AVENUE J","AVENUE I","312",,"11230","44","17","48","10","0060614","Populated","POINT (991728.514791891 167262.77979184687)","0783D7AE-C866-4ECB-B7D9-D8431CC5B5B3","2015-03-19T04:00:00.000","2018-12-14T16:33:28.000",,"0",,"40.625648","-73.973083","46202","3170805","3065170075","Ocean Parkway South","
,  
(40.62577104443922, -73.97305909118602)"
"143628","Brooklyn","617","AVENUE N","Street","AVENUE N","20.00000000","0.00000000",,,"EAST  7 STREET","OCEAN PARKWAY","312",,"11230","44","22","48","10","0046813","Populated","POINT (993200.95416688919 163256.48625017703)","B9F3AC6A-EBB2-4526-B45A-3386CE3D4139","2015-03-19T04:00:00.000","2017-12-01T10:11:03.000",,"0",,"40.614693","-73.968088","444","3172943","3065690048","Ocean Parkway South","
,  
(40.61477323836077, -73.96776002737808)"
"143629","Brooklyn","705","AVENUE L","Street","AVENUE L","39.00000000","0.00000000",,,"EAST  8 STREET","EAST  7 STREET","312",,"11230","44","17","48","10","0043837","Empty","POINT (993154.73020856082 165033.61312519014)","3924DF47-D511-4697-9836-B5D1424CA2DD","2015-03-19T04:00:00.000","2017-08-25T11:55:32.000",,"0",,"40.619581","-73.968002","452","3171404","3065330054","Ocean Parkway South","
,  
(40.61965112934872, -73.96792417515817)"
"143630","Brooklyn","567","56 STREET","Street","56 STREET","20.00000000","0.00000000",,,"6 AVENUE","5 AVENUE","307",,"11220","38","20","51","7","0037028","Populated","POINT (980912.79104189575 172708.1747918427)","D51B923D-0AC5-4EFF-98EE-3AB09B599C11","2015-03-19T04:00:00.000","2016-10-17T13:17:00.000",,"0",,"40.640926","-74.012438","100","3015045","3008320050","Sunset Park East","
,  
(40.64072002699559, -74.01202479176487)"
"143631","Brooklyn","2359","EAST 5 STREET","Street","E 5 STREET","13.00000000","0.00000000",,,"ANGELA DRIVE","AVENUE W","315",,"11223","47","22","45","11","0060612","Empty","POINT (993739.74500022829 155192.76479184628)","50417A32-15E8-47B9-9F92-BE299AAFB0AA","2015-03-19T04:00:00.000","2016-10-28T14:49:48.000",,"0",,"40.592665","-73.965887","390","3194804","3071810044","Homecrest","
,  
(40.59263940608693, -73.96583071449457)"
"143632","Brooklyn","163","80 STREET","Street","80 STREET","34.00000000","0.00000000",,,"RIDGE BOULEVARD","COLONIAL ROAD","310",,"11209","43","22","64","11","0084775","Populated","POINT (974992.37125022709 168383.02520851791)","E24BF597-FA6A-49DF-AF52-DFAC721F2B57","2015-03-19T04:00:00.000","2022-03-12T14:27:23.000",,"0",,"40.628809","-74.033349","44","3150795","3059770063","Bay Ridge","
,  
(40.62884420180022, -74.03335159795392)"
"143633","Brooklyn","8747","20 AVENUE","Street",,"20.00000000","0.00000000",,,"BATH AVENUE","BENSON AVENUE","311",,"11214","43","23","47","11","0056665","Populated","POINT (983907.92645856738 158467.40770851076)","E9CC5DFA-C176-46AA-AF57-54FE93E7522D","2015-03-19T04:00:00.000","2017-11-06T14:09:47.000",,"0",,"40.601728","-74.001235","286","3167845","3064090001","Bath Beach","
,  
(40.601632713466955, -74.0012318542385)"
"143634","Brooklyn","2465","85 STREET","Street","85 STREET","2.00000000","0.00000000",,,"25 AVENUE","24 AVENUE","311",,"11214","47","22","47","10","0058790","Populated","POINT (987831.39854189754 157472.41312518716)","5437DAE1-9B84-4C13-A6F0-D291A6400E87","2015-03-19T04:00:00.000",,,"0",,"40.599054","-73.987425","298","3185270","3068560052","Bensonhurst East","
,  
(40.59890093798794, -73.98710341504245)"
"143635","Brooklyn","925","EAST 105 STREET","Street","E 105 STREET","20.00000000","0.00000000",,,"AVENUE J","FLATLANDS AVENUE","318",,"11236","46","19","58","8","0073749","Empty","POINT (1013638.9747918993 175051.62416684628)","47BD5606-7BFC-4A8A-8F20-3EB9385B5E90","2015-03-19T04:00:00.000",,,"0",,"40.646993","-73.894069","984","3230590","3082130033","Canarsie","
,  
(40.64710415659613, -73.89409407507557)"
"144022","Staten Island","450","BUEL AVENUE","Street","NUGENT AVENUE","0.00000000","0.00000000",,,"BUEL AVENUE","DONGAN HILLS AVENUE","502",,"10305","50","24","64","11","0085633","Populated","POINT (959796.97333356738 151358.60541684926)","C7A760A5-0A02-4156-8A6B-E4E1B65C9C0D","2015-03-19T04:00:00.000","2021-12-06T16:11:24.000",,"0",,"40.582744","-74.088509","11201","5053746","5037050001","Old Town-Dongan Hills-South Beach","
,  
(40.58208675665448, -74.08803298176082)"
"144023","Staten Island","436","DONGAN HILLS AVENUE","Street","1x","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0044999","Populated","POINT (959686.5131252259 151288.94416685402)","ECC12C1F-652B-4918-9736-FA8D7E66FC0A","2015-03-19T04:00:00.000","2021-12-03T18:01:20.000",,"0",,"40.581885","-74.088547","11201","5053762","5037060034","Old Town-Dongan Hills-South Beach","
,  
(40.58189524502007, -74.0884303944915)"
"144024","Staten Island","430","DONGAN HILLS AVENUE","Street","1x","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0044999","Populated","POINT (959652.44229190052 151310.86250017583)","CC99ADB1-7AAF-4C21-9049-5A7346E5156B","2015-03-19T04:00:00.000","2021-12-03T18:00:35.000",,"0",,"40.581953","-74.088684","11201","5053761","5037060032","Old Town-Dongan Hills-South Beach","
,  
(40.58195531200404, -74.08855313173125)"
"144025","Queens","212-06","16 AVENUE","Street","16 AVENUE","0.00000000","0.00000000",,,"BELL BOULEVARD","212 STREET","407",,"11360","19","11","26","3","0101117","Empty","POINT (1045097.8108335584 225043.21520851552)","6D0720B6-5B0B-4113-96C0-D8581F51CB2F","2015-03-19T04:00:00.000","2017-02-03T08:18:07.000",,"0",,"40.784019","-73.780491","99704","4440833","4058650030","Ft. Totten-Bay Terrace-Clearview","
,  
(40.78415838123923, -73.78027769078575)"
"144026","Staten Island","414","DONGAN HILLS AVENUE","Street","1x","0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0044999","Populated","POINT (959498.79625022411 151416.11416685581)","FB52B131-EBBC-4296-BCDB-EEDEB8FD16BB","2015-03-19T04:00:00.000","2021-12-03T17:56:59.000",,"0",,"40.58214","-74.089048","11201","5053757","5037060023","Old Town-Dongan Hills-South Beach","
,  
(40.58224377918405, -74.08910665456217)"
"144027","Staten Island","406","DONGAN HILLS AVENUE","Street",,"0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0044999","Empty","POINT (959438.46062523127 151463.08354185522)","65B91950-B6C2-4B3D-A2C1-078E7B7D76CD","2015-03-19T04:00:00.000","2021-12-03T16:26:43.000",,"0",,"40.582235","-74.089228","11201","5053755","5037060019","Old Town-Dongan Hills-South Beach","
,  
(40.58237253208322, -74.08932404074724)"
"144028","Staten Island","402","DONGAN HILLS AVENUE","Street",,"0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0044999","Populated","POINT (959390.28916689754 151489.46500018239)","ED01FF70-5CA7-4CC1-8B74-4B8288A1377C","2015-03-19T04:00:00.000","2016-10-27T15:41:29.000",,"0",,"40.582282","-74.089318","11201","5053754","5037060017","Old Town-Dongan Hills-South Beach","
,  
(40.58244480896592, -74.08949755976472)"
"144029","Staten Island",,,"Park",,"0.00000000","0.00000000","Dongan Playground",,,,"502",,"0","0","0","0","0",,"Populated","POINT (959354.90979190171 151534.29937517643)","1F598038-A3B6-4A12-A20C-16B5C8A5D551","2015-03-19T04:00:00.000","2019-09-23T16:36:23.000",,"0",,,,,,,,"
,  
(40.58256777109482, -74.08962509427217)"
"144030","Staten Island",,,"Park",,"0.00000000","0.00000000","Dongan Playground",,,,"502",,"0","0","0","0","0",,"Populated","POINT (959376.61125023663 151582.91041685641)","A3BCEA33-E9B0-4EF1-B2E3-34704D597895","2015-03-19T04:00:00.000","2015-03-19T13:49:49.000",,"0",,,,,,,,"
,  
(40.58270125962419, -74.08954714556309)"
"144031","Brooklyn","2056","82 STREET","Street",,"15.00000000","0.00000000",,,"21 AVENUE","20 AVENUE","311",,"11214","47","22","47","11","0086838","Populated","POINT (985787.71541689336 160043.61458352208)","B6428955-A919-4A76-B93F-A0E9CE8D93D8","2015-03-19T04:00:00.000","2017-04-28T12:50:16.000",,"0",,"40.60615","-73.994681","288","3164716","3063170030","Bensonhurst West","
,  
(40.60595895352785, -73.99446211479892)"
"144032","Bronx","1237","ROSEDALE AVENUE","Street","WESTCHESTER AVENUE","0.00000000","0.00000000",,,"WESTCHESTER AVENUE","GLEASON AVENUE","209",,"10472","18","32","87","15","0040524","Populated","POINT (1020426.7922918946 242027.03520852327)","43C3673C-2F01-4D41-9BA8-7557496DE376","2015-03-19T04:00:00.000","2019-05-23T16:49:43.000","DPR","1","None","40.830588","-73.868973","68","2024586","2037600050","Soundview-Bruckner","
,  
(40.83090963833415, -73.86927338731046)"
"144033","Bronx","2932","HOLLAND AVENUE","Street",,"0.00000000","0.00000000",,,"WILLIAMSBRIDGE ROAD","ARNOW AVENUE","211",,"10467","15","36","80","14","0094022","Empty","POINT (1021532.9635418952 255866.19458352029)","6BED1D32-A49B-4987-9C3B-CEEAD4F253D0","2015-03-19T04:00:00.000",,,"0",,"40.868417","-73.865294","338","2054854","2045480018","Bronxdale","
,  
(40.86888939093552, -73.86519923297632)"
"144034","Staten Island","36","WATSON AVENUE","Street",,"0.00000000","0.00000000",,,"RAWSON PLACE","SHELLEY AVENUE","502",,"10314","50","24","63","11","0049540","Populated","POINT (932384.638333559 154479.02437518537)","1C5560BE-EC7B-40E1-A500-0A260A74388D","2015-03-19T04:00:00.000","2018-11-30T15:56:27.000",,"0",,"40.590583","-74.186764","29102","5041745","5026320003","New Springville-Bloomfield-Travis","
,  
(40.590533667272744, -74.1867434545775)"
"144035","Brooklyn","2781","MILL AVENUE","Street","MILL AVENUE","16.00000000","0.00000000",,,"NATIONAL DRIVE","56 DRIVE","318",,"11234","46","19","59","8","0070718","Empty","POINT (1007751.952291891 160398.37104184926)","95221641-71AD-4859-B79B-67023FC52CC6","2015-03-19T04:00:00.000","2018-11-08T19:06:37.000",,"0",,"40.607115","-73.915139","70201","3242618","3085940096","Georgetown-Marine Park-Bergen Beach-Mill Basin","
,  
(40.606901655590285, -73.91535951950507)"
"144037","Brooklyn","159","80 STREET","Street","LONDON PLANE","25.00000000","0.00000000",,,"RIDGE BOULEVARD","COLONIAL ROAD","310",,"11209","43","22","64","11","0084775","Populated","POINT (974951.875833556 168400.05645851791)","B14A6F7B-8825-45CF-8DAA-91D2A8B7CC65","2015-03-19T04:00:00.000","2015-03-19T04:00:00.000",,"0",,"40.628836","-74.033461","44","3150796","3059770065","Bay Ridge","
,  
(40.62889090657689, -74.03349751047362)"
"144039","Queens","144-009","78 AVENUE","Street",,"0.00000000","0.00000000",,,"147 STREET","MAIN STREET","408",,"11367","24","15","27","6","0075037","Empty","POINT (1034744.7991669029 201724.214375183)","6170B810-0779-43D8-B212-52565BA065EC","2015-03-19T04:00:00.000",,,"0",,"40.720164","-73.817884","77904","4144374","4066690052","Kew Gardens Hills","
,  
(40.7202189835111, -73.81783755242898)"
"144040","Brooklyn","626","88 STREET","Street","88 ST","3.00000000","0.00000000",,,"BATTERY AVENUE","DAHLGREN PLACE","310",,"11228","43","22","46","11","0036661","Empty","POINT (977714.54562522471 164587.15291684866)","08E0C020-5012-42B9-8FEE-06FF3CCE25EE","2015-03-19T04:00:00.000","2019-01-18T15:02:40.000",,"0",,"40.618441","-74.02346","152","3154345","3060710115","Dyker Heights","
,  
(40.618427753434275, -74.02354099907217)"
"144422","Staten Island","410","DONGAN HILLS AVENUE","Street",,"0.00000000","0.00000000",,,"NUGENT AVENUE","MASON AVENUE","502",,"10305","50","24","64","11","0044999","Empty","POINT (959471.88645856082 151432.82458351552)","CC08AD25-7BF7-4FDC-BFDD-2BA8A59967D7","2015-03-19T04:00:00.000","2021-12-03T16:26:18.000",,"0",,"40.582189","-74.089138","11201","5053756","5037060021","Old Town-Dongan Hills-South Beach","
,  
(40.582289570769916, -74.08920359353095)"
"144822","Manhattan","16","WEST 61 STREET","Street",,"0.00000000","0.00000000",,,"COLUMBUS AVENUE","BROADWAY","107",,"10023","3","27","67","10","0099228","Empty","POINT (989015.73250022531 219793.37875019014)","204A9A10-F698-4DC5-A07F-E90BD3E4EC56","2015-03-19T04:00:00.000","2022-04-22T16:49:13.000",,"0",,"40.769921","-73.982559","145","1027194","1011130051","Lincoln Square","
,  
(40.769957137066136, -73.98279455987742)"
"145222","Staten Island","7","VISTA PLACE","Street",,"0.00000000","0.00000000",,,"PIEDMONT AVENUE","RODERICK AVENUE","502",,"10305","50","24","64","11","0103551","Populated","POINT (963741.32187522948 158437.22125017643)","846800BA-9BFE-4B72-9308-E2E317D2D36B","2015-03-20T04:00:00.000","2016-10-12T14:04:12.000",,"0",,"40.601454","-74.073794","2002","5044999","5030410025","Grasmere-Arrochar-Ft. Wadsworth","
,  
(40.60152613400536, -74.07385448354711)"
"145223","Staten Island","129","CAMDEN AVENUE","Street","2F","0.00000000","0.00000000",,,"CAMDEN COURT","EUGENE STREET","503",,"10309","51","24","62","11","0090685","Populated","POINT (920559.80791689456 124725.93604184687)","FF849CC2-38D1-44BE-915A-61245FB37B55","2015-03-20T04:00:00.000","2018-02-22T08:00:53.000",,"0",,"40.508799","-74.228833","24401","5117995","5077560050","Charleston-Richmond Valley-Tottenville","
,  
(40.50879030302302, -74.22903898315872)"
"145224","Staten Island","68","MARGARET STREET","Street","2F","0.00000000","0.00000000",,,"COLON AVENUE","HARDY PLACE","503",,"10308","51","24","62","11","0098339","Populated","POINT (941642.66583356261 140398.27479185164)","239C8A70-000B-4336-B153-0A42C37AB970","2015-03-20T04:00:00.000","2017-12-08T08:38:08.000",,"0",,"40.551961","-74.153453","14604","5070260","5054340023","Great Kills","
,  
(40.55193415692528, -74.15332086893842)"
"145225","Manhattan","228","EAST 10 STREET","Street","E 10 ST","0.00000000","0.00000000",,,"1 AVENUE","2 AVENUE","103",,"10003","2","27","66","12","0003969","Populated","POINT (988294.40895856917 204915.26437518)","9534E06B-AE39-43D0-AB66-05994C19D186","2015-03-20T04:00:00.000","2021-08-20T12:57:29.000",,"0",,"40.729131","-73.985304","40","1006415","1004510025","East Village","
,  
(40.72912082532888, -73.98540765908203)"
"145227","Manhattan","251","WEST 97 STREET","Street","W 97 ST","0.00000000","0.00000000",,,"WEST END AVENUE","BROADWAY","107",,"10025","6","31","69","10","0082165","Retired","POINT (992020.74729189277 229159.66916684806)","CD446240-3AE9-4514-9F04-8CE703FDBEA8","2015-03-20T04:00:00.000","2020-01-03T16:07:00.000",,"0",,"40.795549","-73.971797","183","1056374","1018690006","Upper West Side","
,  
(40.79566298341276, -73.97193490082218)"
"145229","Staten Island","461","HYLAN BOULEVARD NORTH","Street",,"0.00000000","0.00000000",,,"DONLEY AVENUE","COLTON STREET","501",,"10305","49","23","64","11","0055713","Empty","POINT (963201.83729189634 161047.87145851552)","4A97276D-950D-447D-B74D-7C9D716597B3","2015-03-20T04:00:00.000","2022-01-04T16:36:27.000",,"0",,,,,,,,"
,  
(40.60869056866244, -74.0758053742289)"
"145230","Staten Island","575","WINANT AVENUE","Street",,"0.00000000","0.00000000",,,"VETERANS ROAD EAST","WESTFIELD AVENUE","503",,"10309","51","24","62","11","0015228","Empty","POINT (923571.46979188919 139792.13375018537)","A4723A54-4342-40F4-9CCE-BAB33E44AE4D","2015-03-20T04:00:00.000",,,"0",,"40.550133","-74.218036","20801","5086252","5070540444","Rossville-Woodrow","
,  
(40.55016519125186, -74.21834371349743)"
"145232","Queens","177-022","wexford terrance","Street","wexford terrance","0.00000000","0.00000000",,,,,"408",,"0","0","0","0","0",,"Populated","POINT (1043508.2458335608 199110.00187517703)","779A672D-5CA9-45F5-9A9A-2D926660AF38","2015-03-20T04:00:00.000","2019-11-20T13:43:57.000",,"0",,,,,,,,"
,  
(40.71298925703757, -73.78624612108725)"
"145233","Staten Island",,,"Park",,"0.00000000","0.00000000","Dongan Playground",,,,"502",,"0","0","0","0","0",,"Populated","POINT (959336.06145855784 151672.75583352149)","21A8600F-F599-4C0F-8E40-41D9238CE7F1","2015-03-20T04:00:00.000",,,"0",,,,,,,,"
,  
(40.58294775349123, -74.08969346070839)"
"145237","Staten Island","402","BUEL AV","Street","1SX Buel Ave","0.00000000","0.00000000",,,"BUEL AV","MASON AV","502",,"10305","50","24","64","11","85632","Populated","POINT (959339.26270855963 151772.69312518835)","D066C441-6619-44E1-96A4-B937C31B8493","2015-03-20T04:00:00.000","2022-05-19T19:19:39.000","DPR","0",,"40.583207","-74.089438","11201",,,"Old Town-Dongan Hills-South Beach","
,  
(40.58322207040243, -74.08968230414602)"
"145238","Bronx","350","TURNEUR AVENUE","Street",,"0.00000000","0.00000000",,,"NORTON AVENUE","ZEREGA AVENUE","209",,"10473","18","34","85","15","0062537","Empty","POINT (1027025.1729168892 235934.43770851195)","E194EE23-6E82-4C32-B0E2-36C62EFA384D","2015-03-20T04:00:00.000",,,"0",,"40.814058","-73.845773","84","2020587","2034860007","Soundview-Castle Hill-Clason Point-Harding Park","
,  
(40.814157716505534, -73.84546869953584)"
"145239","Staten Island","2840","HYLAN BOULEVARD","Street",,"0.00000000","0.00000000",,,"MALDEN PLACE","TYSENS LANE","503",,"10306","50","24","64","11","0164303","Empty","POINT (951904.23437522352 144647.69312518835)","253D963B-BCF0-4E35-A8FB-C24E483DFDCF","2015-03-20T04:00:00.000","2021-08-23T18:55:07.000",,"0",,"40.56359","-74.116373","12806","5109698","5040010001","Oakwood-Oakwood Beach","
,  
(40.56364134621661, -74.11641537779117)"
"145240","Staten Island","2844","HYLAN BOULEVARD","Street","1f","0.00000000","0.00000000",,,"MALDEN PLACE","TYSENS LANE","503",,"10306","50","24","64","11","0164303","Empty","POINT (951888.411875233 144571.37458351254)","A80837D9-68BC-4FA4-8F65-BD8168F228CA","2015-03-20T04:00:00.000","2021-08-23T12:52:34.000",,"0",,"40.563535","-74.11643","12806","5109700","5040010001","Oakwood-Oakwood Beach","
,  
(40.56343180903144, -74.11647195913373)"
"145241","Staten Island","2846","HYLAN BOULEVARD","Street","3f","0.00000000","0.00000000",,,"MALDEN PLACE","TYSENS LANE","503",,"10306","50","24","64","11","0164303","Populated","POINT (951824.82666689157 144489.34333351254)","10D22F55-1EC9-4C87-9F8F-DE8AB4228A70","2015-03-20T04:00:00.000","2021-08-23T12:15:00.000",,"0",,"40.563508","-74.116456","12806","5109701","5040010001","Oakwood-Oakwood Beach","
,  
(40.563206417021355, -74.11670041381744)"
"145242","Staten Island","380","BUEL AVENUE","Street","3sx MASON AVENUE","5.00000000","10.00000000",,,"BUEL AVENUE","DONGAN HILLS AVENUE","502",,"10305","50","24","64","11","0085631","Populated","POINT (959271.60833355784 151710.73333351314)","F4BF1152-D28A-4FF6-90A3-3FAFE5AA0605","2015-03-20T04:00:00.000","2021-12-06T18:20:29.000",,"0",,"40.583695","-74.090397","11201","5052935","5036510061","Old Town-Dongan Hills-South Beach","
,  
(40.58305181276873, -74.08992564064428)"
