"manhattan_condominiums_comparable_properties_boro_block_lot","manhattan_condominiums_comparable_properties_condo_section","manhattan_condominiums_comparable_properties_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","manhattan_condominiums_comparable_properties_neighborhood","manhattan_condominiums_comparable_properties_building_classification","manhattan_condominiums_comparable_properties_total_units","manhattan_condominiums_comparable_properties_year_built","manhattan_condominiums_comparable_properties_gross_sqft","manhattan_condominiums_comparable_properties_estimated_gross_income","manhattan_condominiums_comparable_properties_gross_income_per_sqft","manhattan_condominiums_comparable_properties_estimated_expense","manhattan_condominiums_comparable_properties_expense_per_sqft","manhattan_condominiums_comparable_properties_net_operating_income","manhattan_condominiums_comparable_properties_full_market_value","manhattan_condominiums_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_estimated_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_estimated_expense","comparable_rental_1_expense_per_sqft","comparable_rental_1_net_operating_income","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_distance_from_condo_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_estimated_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_estimated_expense","comparable_rental_2_expense_per_sqft","comparable_rental_2_net_operating_income","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_distance_from_condo_in_miles","comparable_rental_3_boro_block_lot","comparable_rental_3_address","comparable_rental_3_neighborhood","comparable_rental_3_building_classification","comparable_rental_3_total_units","comparable_rental_3_year_built","comparable_rental_3_gross_sqft","comparable_rental_3_estimated_gross_income","comparable_rental_3_gross_income_per_sqft","comparable_rental_3_estimated_expense","comparable_rental_3_expense_per_sqft","comparable_rental_3_net_operating_income","comparable_rental_3_full_market_value","comparable_rental_3_market_value_per_sqft","comparable_rental_3_distance_from_condo_in_miles"
"1-00766-7502","0629-R1","124 8 AVENUE","1","10011","40.741206","-74.001451","4","3","81","1076135","1007667502","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","156","1989","141673","5535164","39.07","2139262","15.1","3395902","25409983","179.36","1-00767-0043","128 7 AVENUE","CHELSEA","D6-ELEVATOR","65","1959","46812","1838192","39.27","405481","8.66","1432711","10834000","231.44","0.04","1-00792-0008","151 WEST 16 STREET","CHELSEA","D3-ELEVATOR","76","1962","43770","1710297","39.07","483841","11.05","1226456","9276000","211.93","0.17","1-00775-0046","220 WEST 26 STREET","CHELSEA","D6-ELEVATOR","129","2000","136,477","5,157,621","37.79","1,035,252","7.59","4,122,369","31,206,000","228.65","0.42"
"1-00766-7503","1176-R1","206 WEST 17 STREET","1","10011","40.740693","-73.998838","4","3","81","1013814","1007667503","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","11","1910","62304","2446678","39.27","539553","8.66","1907125","14422000","231.48","1-00791-0078","91 7 AVENUE","CHELSEA","D9-ELEVATOR","69","1920","62400","2420692","38.79","658186","10.55","1762506","13333000","213.67","0.18","1-00764-0051","222 WEST 15 STREET","CHELSEA","D9-ELEVATOR","64","1928","38330","1807570","47.16","390417","10.19","1417153","10648000","277.8","0.1","1-00767-0043","128 7 AVENUE","CHELSEA","D6-ELEVATOR","65","1959","46,812","1,838,192","39.27","405,481","8.66","1,432,711","10,834,000","231.44","0.04"
"1-00766-7504","1899-R1","246 WEST 17 STREET","1","10011","40.741036","-73.99965","4","3","81","1087766","1007667504","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","31","1926","68206","2610926","38.28","774138","11.35","1836788","13900001","203.79","1-00791-0078","91 7 AVENUE","CHELSEA","D9-ELEVATOR","69","1920","62400","2420692","38.79","658186","10.55","1762506","13333000","213.67","0.18","1-00768-0077","274 WEST 19 STREET","CHELSEA","D1-ELEVATOR","25","1920","22506","848796","37.71","183901","8.17","664895","5034000","223.67","0.09",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00767-7502","0943-R1","257 WEST 17 STREET","1","10011","40.741135","-73.999845","4","3","81","1013847","1007677502","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","32","1907","83519","3239702","38.79","881125","10.55","2358577","10274000","123.01","1-00768-0077","274 WEST 19 STREET","CHELSEA","D1-ELEVATOR","25","1920","22506","848796","37.71","183901","8.17","664895","5034000","223.67","0.05","1-00791-0078","91 7 AVENUE","CHELSEA","D9-ELEVATOR","69","1920","62400","2420692","38.79","658186","10.55","1762506","13333000","213.67","0.19","1-00767-0043","128 7 AVENUE","CHELSEA","D6-ELEVATOR","65","1959","46,812","1,838,192","39.27","405,481","8.66","1,432,711","10,834,000","231.44","0"
"1-00767-7503","2000-R1","201 WEST 17 STREET","1","10011","40.740658","-73.998708","4","3","81","1086067","1007677503","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","37","2000","63723","2689111","42.2","814380","12.78","1874731","14147000","222.01","1-00767-0043","128 7 AVENUE","CHELSEA","D6-ELEVATOR","65","1959","46812","1838192","39.27","405481","8.66","1432711","10834000","231.44","0","1-00717-0077","460 WEST 20 STREET","CHELSEA","D7-ELEVATOR","75","1999","68260","3221669","47.2","718653","10.53","2503016","18806000","275.51","0.35","1-00720-0045","401 WEST 22 STREET","CHELSEA","D6-ELEVATOR","59","1999","58,394","2,463,988","42.2","746,441","12.78","1,717,547","12,961,000","221.96","0.41"
"1-00767-7504","1305-R1","224 WEST 18 STREET","1","10011","40.741434","-73.998777","4","3","81","1086198","1007677504","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","31","2002","52645","2482738","47.16","536453","10.19","1946285","11990012","227.75","1-00717-0077","460 WEST 20 STREET","CHELSEA","D7-ELEVATOR","75","1999","68260","3221669","47.2","718653","10.53","2503016","18806000","275.51","0.35","1-00764-0051","222 WEST 15 STREET","CHELSEA","D9-ELEVATOR","64","1928","38330","1807570","47.16","390417","10.19","1417153","10648000","277.8","0.14","1-00629-0044","305 WEST 13 STREET","GREENWICH VILLAGE-WEST","D1-ELEVATOR","77","1964","56,508","2,339,956","41.41","646,948","11.45","1,693,008","12,783,000","226.22","0.25"
"1-00768-7501","0249-R1","210 WEST 19 STREET","1","10011","40.741901","-73.998069","4","3","87","1013894","1007687501","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","69","1939","51717","1990587","38.49","435457","8.42","1555130","10844996","209.7","1-00767-0043","128 7 AVENUE","CHELSEA","D6-ELEVATOR","65","1959","46812","1838192","39.27","405481","8.66","1432711","10834000","231.44","0.05","1-00768-0077","274 WEST 19 STREET","CHELSEA","D1-ELEVATOR","25","1920","22506","848796","37.71","183901","8.17","664895","5034000","223.67","0",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00768-7502","0479-R1","140 7 AVENUE","1","10011","40.741324","-73.99768","4","3","87","1068033","1007687502","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","109","1962","99750","3839378","38.49","839895","8.42","2999483","15289997","153.28","1-00767-0043","128 7 AVENUE","CHELSEA","D6-ELEVATOR","65","1959","46812","1838192","39.27","405481","8.66","1432711","10834000","231.44","0.05","1-00768-0077","274 WEST 19 STREET","CHELSEA","D1-ELEVATOR","25","1920","22506","848796","37.71","183901","8.17","664895","5034000","223.67","0",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00768-7504","1442-R1","270 WEST 19 STREET","1","10011","40.742414","-73.999285","4","3","87","1013887","1007687504","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","14","2004","23052","877359","38.06","208160","9.03","669199","5064999","219.72","1-00618-0042","205 WEST 13 STREET","GREENWICH VILLAGE-WEST","D1-ELEVATOR","55","1962","26700","1078276","40.38","256121","9.59","822155","6212000","232.66","0.24","1-00819-0020","31 WEST 17 STREET","FLATIRON","D7-ELEVATOR","14","2005","27600","1050343","38.06","249180","9.03","801163","6064000","219.71","0.35","1-00768-0077","274 WEST 19 STREET","CHELSEA","D1-ELEVATOR","25","1920","22,506","848,796","37.71","183,901","8.17","664,895","5,034,000","223.67","0"
"1-00769-7503","0502-R1","160 7 AVENUE","1","10011","40.741961","-73.997214","4","3","87","1068149","1007697503","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R9-CONDOMINIUM","197","1980","117094","4614675","39.41","900453","7.69","3714222","27000000","230.58","1-00767-0043","128 7 AVENUE","CHELSEA","D6-ELEVATOR","65","1959","46812","1838192","39.27","405481","8.66","1432711","10834000","231.44","0.09","1-00770-0033","209 WEST 20 STREET","CHELSEA","D1-ELEVATOR","12","2004","8525","337079","39.54","57200","6.71","279879","2116000","248.21","0.04",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00769-7505","1239-R1","251 WEST 19 STREET","1","10011","40.742258","-73.99887","4","3","87","1013970","1007697505","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","43","1910","82151","3206354","39.03","789471","9.61","2416883","17850002","217.28","1-00768-0077","274 WEST 19 STREET","CHELSEA","D1-ELEVATOR","25","1920","22506","848796","37.71","183901","8.17","664895","5034000","223.67","0.04","1-00767-0043","128 7 AVENUE","CHELSEA","D6-ELEVATOR","65","1959","46812","1838192","39.27","405481","8.66","1432711","10834000","231.44","0.09",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00769-7506","1269-R1","217 WEST 19 STREET","1","10011","40.741967","-73.998181","4","3","87","1013977","1007697506","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","12","2002","33378","1271368","38.09","322765","9.67","948603","7178998","215.08","1-00767-0043","128 7 AVENUE","CHELSEA","D6-ELEVATOR","65","1959","46812","1838192","39.27","405481","8.66","1432711","10834000","231.44","0.09","1-00798-0054","118 WEST 23 STREET","CHELSEA","D7-ELEVATOR","44","1987","48539","1791251","36.9","518559","10.68","1272692","9370000","193.04","0.22",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00769-7508","1910-R1","241 WEST 19 STREET","1","10011","40.742173","-73.998668","4","3","87","1080515","1007697508","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","19","2006","27784","1025230","36.9","296733","10.68","728497","5363000","193.02","1-00770-0033","209 WEST 20 STREET","CHELSEA","D1-ELEVATOR","12","2004","8525","337079","39.54","57200","6.71","279879","2116000","248.21","0.04","1-00773-0134","202 WEST 24 STREET","CHELSEA","D9-ELEVATOR","180","2002","68879","2363190","34.31","935057","13.58","1428133","7320000","106.27","0.19","1-00798-0054","118 WEST 23 STREET","CHELSEA","D7-ELEVATOR","44","1987","48,539","1,791,251","36.9","518,559","10.68","1,272,692","9,370,000","193.04","0.22"
"1-00773-7501","1427-R1","200 WEST 24 STREET","1","10011","40.744923","-73.995561","4","3","91","1087068","1007737501","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","20","2004","36967","1462045","39.55","433623","11.73","1028422","7775001","210.32","1-00798-0054","118 WEST 23 STREET","CHELSEA","D7-ELEVATOR","44","1987","48539","1791251","36.9","518559","10.68","1272692","9370000","193.04","0.18","1-00720-0045","401 WEST 22 STREET","CHELSEA","D6-ELEVATOR","59","1999","58394","2463988","42.2","746441","12.78","1717547","12961000","221.96","0.34",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00773-7502","1476-R1","213 WEST 23 STREET","1","10011","40.744388","-73.996308","4","3","91","1014149","1007737502","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","12","1900","44800","1651328","36.86","579712","12.94","1071616","7889998","176.12","1-00771-0001","216 8 AVENUE","CHELSEA","D7-ELEVATOR","39","1910","32325","1495900","46.28","374047","11.57","1121853","8434000","260.91","0.1","1-00775-0009","245 WEST 25 STREET","CHELSEA","D1-ELEVATOR","68","1938","36500","1298417","35.57","433392","11.87","865025","6393000","175.15","0.09","1-00753-0024","321 WEST 29 STREET","CHELSEA","D3-ELEVATOR","24","1900","14,900","549,287","36.86","192,747","12.94","356,540","2,625,000","176.17","0.33"
"1-00774-7501","1140-R1","252 7 AVENUE","1","10001","40.745112","-73.994919","4","3","91","1014176","1007747501","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","351","1910","552679","24666064","44.63","5399674","9.77","19266390","145023999","262.4","1-00757-0022","315 WEST 33 STREET","FASHION","D6-ELEVATOR","346","2000","582270","26633030","45.74","8792277","15.1","17840753","134181000","230.44","0.47","1-00827-0001","55 WEST 25 STREET","FLATIRON","D7-ELEVATOR","410","2005","428340","19115775","44.63","4182746","9.77","14933029","112405000","262.42","0.33","1-00775-0044","200 WEST 26 STREET","CHELSEA","D8-ELEVATOR","234","2000","264,000","10,384,028","39.33","2,273,926","8.61","8,110,102","61,324,000","232.29","0.05"
"1-00778-7501","1795-R1","261 WEST 28 STREET","1","10001","40.747939","-73.994994","5","3","95","1087714","1007787501","Midtown-Midtown South                                                      ","FASHION","R4-CONDOMINIUM","52","2006","66978","2471488","36.9","715325","10.68","1756163","12928998","193.03","1-00773-0134","202 WEST 24 STREET","CHELSEA","D9-ELEVATOR","180","2002","68879","2363190","34.31","935057","13.58","1428133","7320000","106.27","0.24","1-00775-0046","220 WEST 26 STREET","CHELSEA","D6-ELEVATOR","129","2000","136477","5157621","37.79","1035252","7.59","4122369","31206000","228.65","0.15","1-00798-0054","118 WEST 23 STREET","CHELSEA","D7-ELEVATOR","44","1987","48,539","1,791,251","36.9","518,559","10.68","1,272,692","9,370,000","193.04","0.34"
"1-00779-7501","0290-R1","252 WEST 30 STREET","1","10001","40.749089","-73.993944","5","3","95","1014307","1007797501","Midtown-Midtown South                                                      ","FASHION","R4-CONDOMINIUM","24","1927","52598","1870911","35.57","624338","11.87","1246573","9213001","175.16","1-00753-0048","308 WEST 30 STREET","CHELSEA","D1-ELEVATOR","61","1925","53449","1260746","23.59","371384","6.95","889362","6485000","121.33","0.17","1-00753-0078","342 9 AVENUE","CHELSEA","D6-ELEVATOR","63","1940","45000","2166511","48.14","476755","10.59","1689756","12687000","281.93","0.17","1-00775-0009","245 WEST 25 STREET","CHELSEA","D1-ELEVATOR","68","1938","36,500","1,298,417","35.57","433,392","11.87","865,025","6,393,000","175.15","0.19"
"1-00780-7501","0274-R1","406 8 AVENUE","1","10001","40.749869","-73.995142","5","3","101","1014351","1007807501","Midtown-Midtown South                                                      ","FASHION","R4-CONDOMINIUM","29","1986","26864","955552","35.57","318876","11.87","636676","4704995","175.14","1-00753-0024","321 WEST 29 STREET","CHELSEA","D3-ELEVATOR","24","1900","14900","549287","36.86","192747","12.94","356540","2625000","176.17","0.18","1-00775-0009","245 WEST 25 STREET","CHELSEA","D1-ELEVATOR","68","1938","36500","1298417","35.57","433392","11.87","865025","6393000","175.15","0.24","1-00797-0074","160 WEST 22 STREET","CHELSEA","D1-ELEVATOR","49","2000","41,423","1,317,459","31.81","240,635","5.81","1,076,824","6,446,000","155.61","0.47"
"1-00790-7502","1222-R1","125 WEST 14 STREET","1","10011","40.737751","-73.997748","4","3","81","1086581","1007907502","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","RR-CONDOMINIUM","213","2001","180281","8718389","48.36","2084048","11.56","6634341","46757000","259.36","1-00753-0056","324 WEST 30 STREET","CHELSEA","D5-ELEVATOR","224","1928","147888","7748139","52.39","1863168","12.6","5884971","17380000","117.52","0.79","1-00701-0062","534 WEST 30 STREET","CHELSEA","D8-ELEVATOR","369","2008","387468","17180331","44.34","4080038","10.53","13100293","98632000","254.56","0.98",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00790-7502","1222-R2","120 WEST 15 STREET","1","10011","40.738388","-73.997178","4","3","81","1080572","1007907502","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","RR-CONDOMINIUM","62","2001","97866","3452712","35.28","785864","8.03","2666848","19721000","201.51","1-00819-0059","30 WEST 18 STREET","FLATIRON","D7-ELEVATOR","100","2005","98690","3824599","38.75","1010469","10.24","2814130","21289000","215.72","0.23","1-00797-0074","160 WEST 22 STREET","CHELSEA","D1-ELEVATOR","49","2000","41423","1317459","31.81","240635","5.81","1076824","6446000","155.61","0.32",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00792-7503","0467-R1","130 WEST 17 STREET","1","10011","40.7397","-73.996485","4","3","81","1068169","1007927503","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R9-CONDOMINIUM","14","1906","31650","934625","29.53","351793","11.12","582832","4015000","126.86","1-00792-0012","141 WEST 16 STREET","CHELSEA","D1-ELEVATOR","49","1940","34662","1051149","30.33","214423","6.19","836726","6263000","180.69","0","1-00765-0047","208 WEST 16 STREET","CHELSEA","D3-ELEVATOR","52","1925","33547","963766","28.73","309198","9.22","654568","4916000","146.54","0.18",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00792-7504","0710-R1","101 7 AVENUE","1","10011","40.739966","-73.99864","4","3","81","1014572","1007927504","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R9-CONDOMINIUM","155","1930","138320","4890995","35.36","1712402","12.38","3178593","23500000","169.9","1-00765-0035","78 7 AVENUE","CHELSEA","D7-ELEVATOR","121","1940","128350","3423200","26.67","1120868","8.73","2302332","16646000","129.69","0.18","1-00772-0056","208 WEST 23 STREET","CHELSEA","D6-ELEVATOR","266","1927","152342","6709922","44.05","1592385","10.45","5117537","38536000","252.96","0.32",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00793-7501","0069-R1","117 WEST 17 STREET","1","10011","40.739592","-73.996189","4","3","81","1014674","1007937501","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","35","1900","61572","1930282","31.35","658205","10.69","1272077","9494998","154.21","1-00790-0028","103 WEST 14 STREET","CHELSEA","D7-ELEVATOR","58","1950","55233","1731590","31.35","590696","10.69","1140894","8516000","154.18","0.14","1-00768-0077","274 WEST 19 STREET","CHELSEA","D1-ELEVATOR","25","1920","22506","848796","37.71","183901","8.17","664895","5034000","223.67","0.18",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00793-7502","0432-R1","120 WEST 18 STREET","1","10011","40.740205","-73.995854","4","3","81","1068175","1007937502","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","9","1907","19713","757571","38.43","176037","8.93","581534","4122000","209.1","1-00469-0030","223 2 AVENUE","EAST VILLAGE","D9-ELEVATOR","75","1925","63158","2515280","39.83","730891","11.57","1784389","13488000","213.56","0.75","1-00927-0038","320 EAST 22 STREET","KIPS BAY","D9-ELEVATOR","94","1948","67048","2481933","37.02","421819","6.29","2060114","15162000","226.14","0.89",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00793-7505","1234-R1","151 WEST 17 STREET","1","10011","40.739886","-73.996879","4","3","81","1085965","1007937505","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","51","2001","111514","4214114","37.79","846391","7.59","3367723","25494003","228.62","1-00819-0059","30 WEST 18 STREET","FLATIRON","D7-ELEVATOR","100","2005","98690","3824599","38.75","1010469","10.24","2814130","21289000","215.72","0.18","1-00775-0046","220 WEST 26 STREET","CHELSEA","D6-ELEVATOR","129","2000","136477","5157621","37.79","1035252","7.59","4122369","31206000","228.65","0.41","1-00772-0018","235 WEST 22 STREET","CHELSEA","D1-ELEVATOR","150","1974","116,586","3,640,627","31.23","815,472","6.99","2,825,155","21,094,000","180.93","0.28"
"1-00793-7506","1314-R1","144 WEST 18 STREET","1","10011","40.740408","-73.996341","4","3","81","1014670","1007937506","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","18","1910","54708","2179020","39.83","632972","11.57","1546048","11686998","213.63","1-00469-0030","223 2 AVENUE","EAST VILLAGE","D9-ELEVATOR","75","1925","63158","2515280","39.83","730891","11.57","1784389","13488000","213.56","0.75","1-00902-0049","220 EAST 22 STREET","GRAMERCY","D9-ELEVATOR","123","1930","77275","4258943","55.11","1022560","13.23","3236383","24143000","312.43","0.75","1-00348-0040","90 CLINTON STREET","LOWER EAST SIDE","D6-ELEVATOR","36","1900","38,498","1,366,791","35.5","355,488","9.23","1,011,303","7,475,000","194.17","1.61"
"1-00793-7508","1921-R1","127 7 AVENUE","1","10011","40.740811","-73.998026","4","3","81","1087846","1007937508","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","38","2008","70840","3500000","49.41","775000","10.94","2725000","19178001","270.72","1-00642-0004","114 HORATIO STREET","GREENWICH VILLAGE-WEST","D3-ELEVATOR","121","1987","85030","4722566","55.54","1417450","16.67","3305116","24648000","289.87","0.64","1-00819-0059","30 WEST 18 STREET","FLATIRON","D7-ELEVATOR","100","2005","98690","3824599","38.75","1010469","10.24","2814130","21289000","215.72","0.18",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00794-7501","1596-R1","130 WEST 19 STREET","1","10011","40.740874","-73.995634","4","3","87","1087501","1007947501","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","64","2005","118000","4960000","42.03","1360000","11.53","3600000","25460999","215.77","1-00819-0059","30 WEST 18 STREET","FLATIRON","D7-ELEVATOR","100","2005","98690","3824599","38.75","1010469","10.24","2814130","21289000","215.72","0.19","1-00801-0034","103 WEST 25 STREET","CHELSEA","D6-ELEVATOR","228","2001","227896","10429500","45.76","2724420","11.95","7705080","57950000","254.28","0.33",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00794-7502","1638-R1","163 WEST 18 STREET","1","10011","40.740575","-73.996698","4","3","87","1087533","1007947502","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","26","2006","45457","1898739","41.77","400476","8.81","1498263","11309001","248.78","1-00797-0074","160 WEST 22 STREET","CHELSEA","D1-ELEVATOR","49","2000","41423","1317459","31.81","240635","5.81","1076824","6446000","155.61","0.13","1-00794-0062","140 WEST 19 STREET","CHELSEA","D7-ELEVATOR","26","1920","18714","885244","47.3","179621","9.6","705623","5301000","283.26","0","1-00843-0003","75 5 AVENUE","FLATIRON","D6-ELEVATOR","74","1984","63,255","2,641,970","41.77","557,246","8.81","2,084,724","13,200,000","208.68","0.36"
"1-00795-7501","1552-R1","121 WEST 19 STREET","1","10011","40.740803","-73.995421","4","3","87","1087260","1007957501","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","67","1903","120050","5800816","48.32","1559450","12.99","4241366","31818001","265.04","1-00902-0049","220 EAST 22 STREET","GRAMERCY","D9-ELEVATOR","123","1930","77275","4258943","55.11","1022560","13.23","3236383","24143000","312.43","0.73","1-00878-0004","295 PARK AVENUE SOUTH","GRAMERCY","D9-ELEVATOR","190","1900","145299","7020404","48.32","1887171","12.99","5133233","38509000","265.03","0.53","1-00927-0038","320 EAST 22 STREET","KIPS BAY","D9-ELEVATOR","94","1948","67,048","2,481,933","37.02","421,819","6.29","2,060,114","15,162,000","226.14","0.87"
"1-00796-7501","0393-R1","179 7 AVENUE","1","10011","40.742516","-73.996785","4","3","87",,,"Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","45","1987","31800","1126992","35.44","332628","10.46","794364","5871998","184.65","1-00797-0074","160 WEST 22 STREET","CHELSEA","D1-ELEVATOR","49","2000","41423","1317459","31.81","240635","5.81","1076824","6446000","155.61","0.05","1-00792-0008","151 WEST 16 STREET","CHELSEA","D3-ELEVATOR","76","1962","43770","1710297","39.07","483841","11.05","1226456","9276000","211.93","0.18",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"1-00796-7502","0781-R1","121 WEST 20 STREET","1","10011","40.741388","-73.994991","4","3","87","1014751","1007967502","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","CHELSEA","R4-CONDOMINIUM","28","1875","41294","1644740","39.83","477772","11.57","1166968","8821002","213.61","1-00411-0058","149 ESSEX STREET","LOWER EAST SIDE","D5-ELEVATOR","25","1910","30870","1417275","45.91","285857","9.26","1131418","8509000","275.64","1.52","1-00469-0030","223 2 AVENUE","EAST VILLAGE","D9-ELEVATOR","75","1925","63158","2515280","39.83","730891","11.57","1784389","13488000","213.56","0.8","1-00927-0038","320 EAST 22 STREET","KIPS BAY","D9-ELEVATOR","94","1948","67,048","2,481,933","37.02","421,819","6.29","2,060,114","15,162,000","226.14","0.87"
