"number","street","borough","block","lot","bin","saf_type","primary","x","y","geocode_status","construction_status","assignment_type","created_date","last_modified_date","postcode","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"507","WEST 28 STREET","Manhattan","700","27","1012420",,"false","983596.0","212901.0","Successfully geocoded","Application","Tentative","2014-09-18T00:00:00.000","2014-09-18T00:00:00.000","10001","40.751041","-74.00236","4","3","99","1007000027","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"124","WEST 132 STREET","Manhattan","1916","144","1058131",,"true","999907.659606933","235318.758789062","Successfully geocoded","Completed","New/Permanent","2014-09-18T00:00:00.000","2017-05-16T00:00:00.000","10027","40.81258","-73.943189","10","9","226","1019160144","Central Harlem North-Polo Grounds                                          "
"734","BROADWAY","Manhattan","545","21","1008798",,"false","986169.085388183","205084.820190429","Successfully geocoded","Completed","Tentative","2014-09-19T00:00:00.000","2017-05-16T00:00:00.000","10003","40.729708","-73.993141","2","2","57","1005450021","West Village                                                               "
"22","EAST 71 STREET","Manhattan","1385","57","1041339",,"true","993593.098999023","220224.597595214","Successfully geocoded","Completed","Verification","2014-09-19T00:00:00.000","2017-05-16T00:00:00.000","10021","40.771237","-73.96628","8","4","130","1013850057","Upper East Side-Carnegie Hill                                              "
"275","PLEASANT AVENUE","Manhattan","1708","25","1811290",,"false","1002583.0","228634.0","Successfully geocoded","Application","Tentative","2014-09-22T00:00:00.000","2014-09-22T00:00:00.000","10029","40.794205","-73.933789","11","8","178","1017080025","East Harlem North                                                          "
"249","EAST 118 STREET","Manhattan","1783","7501","1087918",,"true","1001627.49182128","230230.697204589","Successfully geocoded","Completed","New/Permanent","2014-09-23T00:00:00.000","2017-05-16T00:00:00.000","10035","40.798796","-73.937946","11","8","188","1017837501","East Harlem North                                                          "
"2301","2 AVENUE","Manhattan","1783","7501","1087918",,"false","1001668.34082031","230207.382629394","Successfully geocoded","Completed","New/Permanent","2014-09-23T00:00:00.000","2017-05-16T00:00:00.000","10035","40.798406","-73.936761","11","8","188","1017837501","East Harlem North                                                          "
"2903","FREDERICK DOUGLASS BOULEVARD","Manhattan","2047","11","1060887",,"false","1001428.0","241061.0","Successfully geocoded","Application","Tentative","2014-09-23T00:00:00.000","2014-09-23T00:00:00.000","10039","40.828316","-73.937929","10","9","23502","1020470011","Central Harlem North-Polo Grounds                                          "
"6","WEST 20 STREET","Manhattan","821","49","1015479",,"false","986507.712829589","208863.648986816","Successfully geocoded","Completed","Tentative","2014-09-23T00:00:00.000","2017-05-16T00:00:00.000","10011","40.739911","-73.991527","5","3","54","1008210049","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"282","WEST 4 STREET","Manhattan","622","48","1011314",,"false","983258.728637695","207438.30480957","Successfully geocoded","Completed","Tentative","2014-09-24T00:00:00.000","2017-05-16T00:00:00.000","10014","40.73603","-74.003497","2","3","73","1006220048","West Village                                                               "
"959","2 AVENUE","Manhattan","1324","29","1038460",,"false","993017.087402343","214505.49420166","Successfully geocoded","Completed","Tentative","2014-09-24T00:00:00.000","2017-05-16T00:00:00.000","10022","40.755365","-73.968179","6","4","98","1013240029","Turtle Bay-East Midtown                                                    "
"251","WEST 14 STREET","Manhattan","764","10","1013713",,"false","983779.585998535","208728.646606445","Successfully geocoded","Completed","Tentative","2014-09-24T00:00:00.000","2017-05-16T00:00:00.000","10011","40.739167","-74.001119","4","3","81","1007640010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"284","WADSWORTH AVENUE","Manhattan","2170","23","1064043",,"false","1002998.79400634","250378.467224121","Successfully geocoded","Completed","Tentative","2014-09-24T00:00:00.000","2017-05-16T00:00:00.000","10040","40.853775","-73.932096","12","10","279","1021700023","Washington Heights North                                                   "
"212","WARREN STREET","Manhattan","16","190",,"Vanity address","true","0.0","0.0","Outside of existing street range","Application","New/Permanent","2014-09-24T00:00:00.000","2014-09-24T00:00:00.000","10282","40.717524","-74.015469","1","1","31703","1000167521","Battery Park City-Lower Manhattan                                          "
"260","WEST 40 STREET","Manhattan","789","69","1014510",,"false","986988.182800292","214553.511413574","Successfully geocoded","Completed","Tentative","2014-09-25T00:00:00.000","2017-05-16T00:00:00.000","10018","40.755438","-73.989536","5","3","113","1007890069","Midtown-Midtown South                                                      "
"1800","PARK AVENUE","Manhattan","1749","33","1810613",,"false","1001028.0","232410.0","Successfully geocoded","Application","Tentative","2014-09-25T00:00:00.000","2014-09-25T00:00:00.000","10035","40.804572","-73.939396","11","9","198","1017490033","East Harlem North                                                          "
"699","EAST 6 STREET","Manhattan","376","1","1813028",,"false","989979.0","202881.0","Successfully geocoded","Application","Tentative","2014-09-30T00:00:00.000","2014-09-30T00:00:00.000","10009","40.723537","-73.979331","3","2","2602","1003760001","Lower East Side                                                            "
"1440","AMSTERDAM AVENUE","Manhattan","1984","28","1059722",,"false","997025.0","236830.0","Successfully geocoded","Application","Tentative","2014-09-30T00:00:00.000","2014-09-30T00:00:00.000","10027","40.81671","-73.953847","9","7","219","1019840028","Manhattanville                                                             "
"5","WEST 8 STREET","Manhattan","572","45","1009433",,"false","985122.253784179","206173.23840332","Successfully geocoded","Completed","New/Permanent","2014-10-02T00:00:00.000","2017-05-16T00:00:00.000","10011","40.732429","-73.996745","2","3","63","1005720045","West Village                                                               "
"353","WEST 20 STREET","Manhattan","744","10","1013248",,"false","983706.820617675","210489.143615722","Successfully geocoded","Completed","Tentative","2014-10-02T00:00:00.000","2017-05-16T00:00:00.000","10011","40.744056","-74.001324","4","3","89","1007440010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"241","5 AVENUE","Manhattan","857","7502","1016884",,"true","987747.096618652","210434.879821777","Successfully geocoded","Completed","New/Permanent","2014-10-03T00:00:00.000","2017-05-16T00:00:00.000","10016","40.74437","-73.987513","5","2","56","1008577502","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"36","WEST 94 STREET","Manhattan","1207","45","1031653",,"true","993416.354003906","227375.3671875","Successfully geocoded","Completed","New/Permanent","2014-10-03T00:00:00.000","2017-05-16T00:00:00.000","10025","40.790802","-73.966685","7","6","177","1012070045","Upper West Side                                                            "
"34","WEST 94 STREET","Manhattan","1207","45","1031652",,"false","993432.440612792","227366.370422363","Successfully geocoded","Completed","New/Permanent","2014-10-03T00:00:00.000","2017-05-16T00:00:00.000","10025","40.79078","-73.966638","7","6","177","1012070045","Upper West Side                                                            "
"177","9 AVENUE","Manhattan","718","7501","1088184",,"true","983512.17803955","210694.448425292","Successfully geocoded","Completed","New/Permanent","2014-10-03T00:00:00.000","2017-05-16T00:00:00.000","10011","40.745022","-74.002414","4","3","89","1007187501","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"660","1 AVENUE","Manhattan","969","5","1022549",,"false","992105.526000976","211076.872985839","Successfully geocoded","Completed","Tentative","2014-10-08T00:00:00.000","2017-05-16T00:00:00.000","10016","40.746031","-73.971854","6","4","8601","1009690005","Turtle Bay-East Midtown                                                    "
"54","BOND STREET","Manhattan","530","7507","1008491",,"false","986361.615783691","203740.90460205","Successfully geocoded","Completed","Tentative","2014-10-08T00:00:00.000","2017-05-16T00:00:00.000","10012","40.725951","-73.992683","2","1","5502","1005307507","West Village                                                               "
"2","WASHINGTON STREET","Manhattan","15","7501","1087080",,"false","979929.0","196177.0","Successfully geocoded","Application","Tentative","2014-10-08T00:00:00.000","2014-10-08T00:00:00.000","10004","40.705137","-74.015585","1","1","13","1000157501","Battery Park City-Lower Manhattan                                          "
"505","WEST 43 STREET","Manhattan","1072","24","1806360",,"false","985356.0","216436.0","Successfully geocoded","Application","Tentative","2014-10-08T00:00:00.000","2014-10-08T00:00:00.000","10036","40.760744","-73.996008","4","3","129","1010720024","Clinton                                                                    "
"75","WEST 124 STREET","Manhattan","1722","6","1812292",,"true","999423.0","233211.0","Successfully geocoded","Application","New/Permanent","2014-10-15T00:00:00.000","2014-12-01T00:00:00.000","10027","40.806773","-73.945192","10","9","200","1017220006","Central Harlem South                                                       "
"625","WEST 57 STREET","Manhattan","1105","7501","1089709",,"false","986024.702819824","220327.469421386","Successfully geocoded","Completed","Tentative","2014-10-15T00:00:00.000","2017-05-16T00:00:00.000","10019","40.771014","-73.993054","4","6","135","1011057501","Clinton                                                                    "
"650","BROADWAY","Manhattan","529","4","1008420",,"false","985508.088012695","204054.607788085","Successfully geocoded","Completed","Tentative","2014-10-16T00:00:00.000","2017-05-16T00:00:00.000","10012","40.726744","-73.995649","2","1","5502","1005290004","West Village                                                               "
"890","PARK AVENUE","Manhattan","1393","37","1041875",,"false","995057.003601074","221787.159606933","Successfully geocoded","Completed","Tentative","2014-10-17T00:00:00.000","2017-05-16T00:00:00.000","10075","40.77535","-73.960735","8","4","142","1013930037","Upper East Side-Carnegie Hill                                              "
"223","EAST 118 STREET","Manhattan","1783","111",,,"false","1001316.0","230370.0","Successfully geocoded","Application","Tentative","2014-10-17T00:00:00.000","2014-10-17T00:00:00.000","10035","40.798972","-73.938361","11","8","188","1017830111","East Harlem North                                                          "
"124","EAST 13 STREET","Manhattan","558","7504","1009013",,"false","987372.897216796","206304.875610351","Successfully geocoded","Completed","Tentative","2014-10-21T00:00:00.000","2017-05-16T00:00:00.000","10003","40.733221","-73.989172","3","2","42","1005587504","East Village                                                               "
"41","WEST 76 STREET","Manhattan","1129","9","1028803",,"false","990897.994018554","223358.033203125","Successfully geocoded","Completed","Tentative","2014-10-21T00:00:00.000","2017-05-16T00:00:00.000","10023","40.779334","-73.975299","7","6","161","1011290009","Upper West Side                                                            "
"325","LEXINGTON AVENUE","Manhattan","894","65","1088713",,"false","990447.0","212250.0","Successfully geocoded","Application","Tentative","2014-10-21T00:00:00.000","2014-10-21T00:00:00.000","10016","40.749252","-73.977634","6","4","80","1008947504","Murray Hill-Kips Bay                                                       "
"529","WEST 29 STREET","Manhattan","701","7501","1089360",,"true","983436.162841796","213362.945007324","Successfully geocoded","Completed","New/Permanent","2014-10-21T00:00:00.000","2017-05-16T00:00:00.000","10001","40.751991","-74.0027","4","3","99","1007017501","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"8","CATHERINE STREET","Manhattan","281","4","1088494",,"true","984953.526428222","199308.162231445","Successfully geocoded","Completed","New/Permanent","2014-10-21T00:00:00.000","2017-05-16T00:00:00.000","10038","40.713701","-73.997392","3","1","27","1002810004","Chinatown                                                                  "
"276","1 AVENUE LOOP","Manhattan","972","1",,,"true","989885.0","206260.0","Successfully geocoded","Application","New/Permanent","2014-10-21T00:00:00.000","2014-10-21T00:00:00.000","10009","40.732811","-73.979668","6","4","44","1009720001","Stuyvesant Town-Cooper Village                                             "
"124","WEST 23 STREET","Manhattan","798","7507","1088888",,"true","985966.278198242","210027.132202148","Successfully geocoded","Completed","New/Permanent","2014-10-21T00:00:00.000","2017-05-16T00:00:00.000","10011","40.743287","-73.993724","4","3","91","1007987507","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"530","WEST 45 STREET","Manhattan","1073","7502","1089386",,"true","985306.885986328","217010.625","Successfully geocoded","Completed","New/Permanent","2014-05-12T00:00:00.000","2017-05-16T00:00:00.000","10036","40.762132","-73.995473","4","3","129","1010737502","Clinton                                                                    "
"550","WEST 45 STREET","Manhattan","1073","7501","1083785",,"true","985193.380187988","217073.399597167","Successfully geocoded","Completed","New/Permanent","2014-05-12T00:00:00.000","2017-05-16T00:00:00.000","10036","40.762272","-73.995805","4","3","129","1010737501","Clinton                                                                    "
"590","WEST 45 STREET","Manhattan","1073","7501","1083785",,"false","985153.99243164","217095.183227539","Successfully geocoded","Completed","New/Permanent","2014-05-12T00:00:00.000","2017-05-16T00:00:00.000","10036","40.762552","-73.996466","4","3","129","1010737501","Clinton                                                                    "
"600","11 AVENUE","Manhattan","1073","7501","1083785",,"false","985096.222412109","217017.947021484","Successfully geocoded","Completed","New/Permanent","2014-05-12T00:00:00.000","2017-05-16T00:00:00.000","10036","40.762459","-73.997123","4","3","129","1010737501","Clinton                                                                    "
"597","WEST 44 STREET","Manhattan","1073","7501","1083785",,"false","985145.206420898","216885.780029296","Successfully geocoded","Completed","New/Permanent","2014-05-12T00:00:00.000","2017-05-16T00:00:00.000","10036","40.761981","-73.997022","4","3","129","1010737501","Clinton                                                                    "
"510","WEST 45 STREET","Manhattan","1073","7503","1088633",,"true","985670.538635253","216809.50604248","Successfully geocoded","Completed","New/Permanent","2014-05-12T00:00:00.000","2017-05-16T00:00:00.000","10036","40.761992","-73.995141","4","3","129","1010737503","Clinton                                                                    "
"300","EAST 79 STREET","Manhattan","1453","7501","1087778",,"true","996747.474182128","220926.151000976","Successfully geocoded","Completed","New/Permanent","2014-05-12T00:00:00.000","2017-05-16T00:00:00.000","10075","40.773179","-73.954704","8","5","134","1014537501","Lenox Hill-Roosevelt Island                                                "
"344","EAST 110 STREET","Manhattan","1681","31","1089414",,"true","1001223.22863769","227935.067993164","Successfully geocoded","Completed","New/Permanent","2014-05-12T00:00:00.000","2017-05-16T00:00:00.000","10029","40.792715","-73.939468","11","8","180","1016810031","East Harlem North                                                          "
"1280","5 AVENUE","Manhattan","1615","7501","1089046",,"true","998254.018981933","229402.02380371","Successfully geocoded","Completed","New/Permanent","2014-05-12T00:00:00.000","2017-05-16T00:00:00.000","10029","40.796304","-73.949614","11","9","17401","1016157501","East Harlem South                                                          "
"1","EAST 35 STREET","Manhattan","865","7502","1017120",,"true","988827.048583984","212145.278198242","Successfully geocoded","Completed","New/Permanent","2014-05-12T00:00:00.000","2017-05-16T00:00:00.000","10016","40.749009","-73.983831","5","4","82","1008657502","Murray Hill-Kips Bay                                                       "
"151","WEST 17 STREET","Manhattan","793","7505","1085965",,"true","984932.475585937","208975.161621093","Successfully geocoded","Completed","New/Permanent","2014-05-14T00:00:00.000","2017-05-16T00:00:00.000","10011","40.739886","-73.996879","4","3","81","1007937505","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"160","WEST 18 STREET","Manhattan","793","7505","1085965",,"false","984961.506591796","209157.009399414","Successfully geocoded","Completed","New/Permanent","2014-05-14T00:00:00.000","2017-05-16T00:00:00.000","10011","40.740545","-73.996666","4","3","81","1007937505","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"236","WEST 78 STREET","Manhattan","1169","46","1030896",,"false","989757.100402832","224504.109802246","Successfully geocoded","Completed","Tentative","2014-08-01T00:00:00.000","2017-05-16T00:00:00.000","10024","40.782933","-73.979948","7","6","163","1011690046","Upper West Side                                                            "
"32","WEST 29 STREET","Manhattan","830","67","1089455",,"true","987255.119995117","211096.046813964","Successfully geocoded","Completed","New/Permanent","2014-08-01T00:00:00.000","2017-05-16T00:00:00.000","10001","40.746149","-73.988877","5","3","76","1008300067","Midtown-Midtown South                                                      "
"305","WEST 46 STREET","Manhattan","1037","34","1089782",,"true","987468.168029785","216200.699035644","Successfully geocoded","Completed","New/Permanent","2014-09-10T00:00:00.000","2017-05-16T00:00:00.000","10036","40.760013","-73.988427","4","3","127","1010370034","Clinton                                                                    "
"555","10 AVENUE","Manhattan","1069","34",,,"false","985391.0","215831.0","Successfully geocoded","Application","Tentative","2013-01-17T00:00:00.000","2013-07-17T00:00:00.000","10018","40.758888","-73.996022","4","3","117","1010697501","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"301","WEST 46 STREET","Manhattan","1037","30",,,"true","987479.0","216157.0","Successfully geocoded","Application","New/Permanent","2014-09-10T00:00:00.000","2016-07-07T00:00:00.000","10036","40.759977","-73.988344","4","3","127","1010377501","Clinton                                                                    "
"311","WEST 46 STREET","Manhattan","1037","26","1089665",,"true","987434.200988769","216239.757385253","Successfully geocoded","Completed","New/Permanent","2014-09-10T00:00:00.000","2017-05-16T00:00:00.000","10036","40.760065","-73.988546","4","3","127","1010370026","Clinton                                                                    "
"303","WEST 46 STREET","Manhattan","1037","29","1089687",,"true","987517.644592285","216173.302612304","Successfully geocoded","Completed","New/Permanent","2014-09-10T00:00:00.000","2017-05-16T00:00:00.000","10036","40.759996","-73.988388","4","3","127","1010370029","Clinton                                                                    "
"18","MAGAW PLACE","Manhattan","2180","75","1804482",,"false","1001616.0","249317.0","Successfully geocoded","Application","Tentative","2014-09-10T00:00:00.000","2014-09-10T00:00:00.000","10033","40.850976","-73.937228","12","10","273","1021800075","Washington Heights North                                                   "
"1006","MADISON AVENUE","Manhattan","1392","58","1041837",,"false","994525.658996582","221828.095825195","Successfully geocoded","Completed","Tentative","2014-10-09T00:00:00.000","2017-05-16T00:00:00.000","10075","40.775491","-73.962743","8","4","142","1013920058","Upper East Side-Carnegie Hill                                              "
"415","EAST 73 STREET","Manhattan","1468","9","1083091",,"false","996834.107238769","219154.482788085","Successfully geocoded","Completed","Tentative","2014-10-09T00:00:00.000","2017-05-16T00:00:00.000","10021","40.768255","-73.954935","8","5","124","1014680009","Lenox Hill-Roosevelt Island                                                "
"1865","AMSTERDAM AVENUE","Manhattan","2067","1","1061607",,"true","999719.985229492","241570.761413574","Successfully geocoded","Completed","Verification","2014-10-09T00:00:00.000","2017-05-16T00:00:00.000","10031","40.829938","-73.944153","9","7","23501","1020670001","Hamilton Heights                                                           "
"1867","AMSTERDAM AVENUE","Manhattan","2067","75","1084174",,"false","999736.072204589","241607.569396972","Successfully geocoded","Completed","Tentative","2014-10-09T00:00:00.000","2017-05-16T00:00:00.000","10031","40.829974","-73.944132","9","7","23501","1020670075","Hamilton Heights                                                           "
"315","EAST 18 STREET","Manhattan","924","12","1020472",,"false","989165.030395507","206914.56060791","Successfully geocoded","Completed","Tentative","2014-10-09T00:00:00.000","2017-05-16T00:00:00.000","10003","40.734593","-73.982518","6","2","48","1009240012","Gramercy                                                                   "
"102","CHAMBERS STREET","Manhattan","135","14","1001465",,"false","982079.502197265","199684.039001464","Successfully geocoded","Completed","Tentative","2014-10-10T00:00:00.000","2017-05-16T00:00:00.000","10007","40.714774","-74.007633","1","1","21","1001350014","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"30","WARREN STREET","Manhattan","135","14","1001465",,"false","982020.436035156","199525.330993652","Successfully geocoded","Completed","Tentative","2014-10-10T00:00:00.000","2017-05-16T00:00:00.000","10007","40.71419","-74.008001","1","1","21","1001350014","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"45","EAST 22 STREET","Manhattan","851","32","1089831",,"false","987506.0","208922.0","Successfully geocoded","Completed","Tentative","2014-10-14T00:00:00.000","2017-09-18T00:00:00.000","10010","40.740119","-73.98825","5","2","56","1008510032","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"401","EAST 84 STREET","Manhattan","1564","7502","1073786",,"false","998117.444396972","221824.567993164","Successfully geocoded","Completed","New/Permanent","2014-10-14T00:00:00.000","2017-05-16T00:00:00.000","10028","40.775428","-73.949994","8","5","14401","1015647502","Yorkville                                                                  "
"53","DOWNING STREET","Manhattan","528","84","1008413",,"false","983046.992614746","204945.160217285","Successfully geocoded","Completed","Tentative","2014-10-14T00:00:00.000","2017-05-16T00:00:00.000","10014","40.729116","-74.004434","2","3","67","1005280084","West Village                                                               "
"233","SPRING STREET","Manhattan","505","36","1007824",,"false","982899.004211425","203664.885009765","Successfully geocoded","Completed","Tentative","2014-10-22T00:00:00.000","2017-05-16T00:00:00.000","10013","40.725583","-74.004737","2","3","37","1005050036","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"2351","ADAM CLAYTON POWELL JR BOULEVARD","Manhattan","2006","61","1060014",,"false","1000252.86480712","236912.417236328","Successfully geocoded","Completed","Tentative","2014-10-24T00:00:00.000","2017-05-16T00:00:00.000","10030","40.81695","-73.942488","10","9","228","1020060061","Central Harlem North-Polo Grounds                                          "
"215","WEST 28 STREET","Manhattan","778","31","1080551",,"false","985878.079406738","211670.450195312","Successfully geocoded","Completed","Tentative","2014-10-24T00:00:00.000","2017-05-16T00:00:00.000","10001","40.747544","-73.994063","5","3","95","1007780031","Midtown-Midtown South                                                      "
"161","WEST 91 STREET","Manhattan","1222","7","1032492",,"false","992015.141418457","227343.343017578","Successfully geocoded","Completed","Tentative","2014-10-28T00:00:00.000","2017-05-16T00:00:00.000","10024","40.790622","-73.972081","7","6","177","1012220007","Upper West Side                                                            "
"260","LENOX AVENUE","Manhattan","1721","35","1053414",,"false","999168.289611816","233096.664611816","Successfully geocoded","Completed","Tentative","2014-10-28T00:00:00.000","2017-05-16T00:00:00.000","10027","40.806639","-73.946301","10","9","200","1017210035","Central Harlem South                                                       "
"19","WEST 130 STREET","Manhattan","1728","26","1053793",,"false","1000614.02899169","234425.3381958","Successfully geocoded","Completed","New/Permanent","2014-10-29T00:00:00.000","2017-05-16T00:00:00.000","10037","40.809958","-73.940818","10","9","208","1017280026","Central Harlem North-Polo Grounds                                          "
"223","EAST 80 STREET","Manhattan","1526","11","1048526",,"false","996513.41241455","221493.638793945","Successfully geocoded","Completed","Tentative","2014-10-29T00:00:00.000","2017-05-16T00:00:00.000","10075","40.774684","-73.956104","8","5","138","1015260011","Yorkville                                                                  "
"505","WEST 27 STREET","Manhattan","699","27",,,"false","983469.0","212676.0","Successfully geocoded","Application","Tentative","2014-10-31T00:00:00.000","2017-06-12T00:00:00.000","10001","40.750423","-74.002819","4","3","99","1006990027","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"243","EAST 7 STREET","Manhattan","377","66","1004523",,"false","990287.456787109","203019.321594238","Successfully geocoded","Completed","Tentative","2014-10-31T00:00:00.000","2017-05-16T00:00:00.000","10009","40.723816","-73.978202","3","2","2602","1003770066","Lower East Side                                                            "
"487","WEST 129 STREET","Manhattan","1969","6","1087930",,"false","996948.892395019","236152.072204589","Successfully geocoded","Completed","Tentative","2014-11-12T00:00:00.000","2017-05-16T00:00:00.000","10027","40.814899","-73.954469","9","7","21303","1019690006","Manhattanville                                                             "
"478","WEST 130 STREET","Manhattan","1969","7","1059608",,"false","997011.758422851","236334.83239746","Successfully geocoded","Completed","Tentative","2014-11-12T00:00:00.000","2017-05-16T00:00:00.000","10027","40.81547","-73.953938","9","7","21303","1019690006","Manhattanville                                                             "
"1211","MADISON AVENUE","Manhattan","1499","20","1046916",,"false","995865.529418945","224050.100585937","Successfully geocoded","Completed","Tentative","2014-11-12T00:00:00.000","2017-05-16T00:00:00.000","10128","40.781821","-73.958103","8","4","15002","1014990020","Upper East Side-Carnegie Hill                                              "
"148","DUANE STREET","Manhattan","146","7505","1077207",,"false","981998.216186523","200264.419799804","Successfully geocoded","Completed","Tentative","2014-11-12T00:00:00.000","2017-05-16T00:00:00.000","10013","40.716424","-74.008041","1","1","33","1001467505","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"20","WEST END AVENUE","Manhattan","1152","1","1030313",,"false","987105.359191894","220663.114990234","Successfully geocoded","Completed","Tentative","2014-11-12T00:00:00.000","2017-05-16T00:00:00.000","10023","40.772331","-73.989916","7","6","147","1011520001","Lincoln Square                                                             "
"2040","FREDERICK DOUGLASS BOULEVARD","Manhattan","1826","1","1055060",,"false","996040.909423828","231084.169433593","Successfully geocoded","Completed","Tentative","2014-11-12T00:00:00.000","2017-05-16T00:00:00.000","10026","40.801114","-73.957773","10","9","216","1018260001","Central Harlem South                                                       "
"240","WEST 121 STREET","Manhattan","1926","149","1058488",,"false","997602.181396484","233273.69921875","Successfully geocoded","Completed","Tentative","2014-05-05T00:00:00.000","2017-05-16T00:00:00.000","10027","40.806924","-73.951437","10","9","220","1019260149","Central Harlem South                                                       "
"39 1/2","CROSBY STREET","Manhattan","482","7503","1007226",,"true","0.0","0.0","Outside of existing street range","Application","New/Permanent","2014-06-16T00:00:00.000","2014-06-16T00:00:00.000",,,,,,,,
"25","AVENUE A","Manhattan","429","33","1005746",,"false","988141.941589355","202672.945617675","Successfully geocoded","Completed","Tentative","2014-06-16T00:00:00.000","2017-05-16T00:00:00.000","10009","40.722909","-73.985836","3","2","3002","1004290033","East Village                                                               "
"423","WEST STREET","Manhattan","637","51","1012002",,"true","981530.356201171","207086.680603027","Successfully geocoded","Completed","New/Permanent","2014-07-29T00:00:00.000","2017-05-16T00:00:00.000","10014","40.735069","-74.010111","2","3","75","1006370051","West Village                                                               "
"139","BOWERY","Manhattan","423","7","1005632",,"false","985790.05279541","201170.739624023","Successfully geocoded","Completed","Tentative","2014-07-29T00:00:00.000","2017-05-16T00:00:00.000","10002","40.718922","-73.994607","3","1","18","1004230007","Chinatown                                                                  "
"20","WEST 15 STREET","Manhattan","816","54","1015293",,"false","985813.844604492","207801.961791992","Successfully geocoded","Completed","Tentative","2014-07-29T00:00:00.000","2017-05-16T00:00:00.000","10011","40.737064","-73.994028","5","3","54","1008160054","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"80","FT WASHINGTON AVENUE","Manhattan","2137","40","1063357",,"false","999808.19140625","244587.057617187","Successfully geocoded","Completed","Tentative","2014-08-18T00:00:00.000","2017-05-16T00:00:00.000","10032","40.837989","-73.943923","12","7","245","1021370040","Washington Heights South                                                   "
"11","WEST 126 STREET","Manhattan","1724","30",,,"false","1000179.0","233436.0","Successfully geocoded","Application","Tentative","2014-08-20T00:00:00.000","2014-08-20T00:00:00.000","10027","40.80739","-73.94246","10","9","208","1017240030","Central Harlem North-Polo Grounds                                          "
"3821","BROADWAY","Manhattan","2137","1","1063349",,"false","999715.692016601","243702.00402832","Successfully geocoded","Completed","Tentative","2014-10-23T00:00:00.000","2017-05-16T00:00:00.000","10032","40.835408","-73.94391","12","7","245","1021370001","Washington Heights South                                                   "
"200","EAST 61 STREET","Manhattan","1415","7501","1043547",,"false","993812.93182373","217121.128417968","Successfully geocoded","Completed","Tentative","2014-11-06T00:00:00.000","2017-05-16T00:00:00.000","10065","40.762657","-73.965338","8","4","110","1014157501","Lenox Hill-Roosevelt Island                                                "
"321","WEST 110 STREET","Manhattan","1846","7503","1055750","Vanity address","true","995509.0","231118.0","Successfully geocoded","Application","New/Permanent","2014-11-07T00:00:00.000","2014-11-07T00:00:00.000","10026","40.801035","-73.959333","10","9","19702","1018467503","Central Harlem South                                                       "
"99","WALL STREET","Manhattan","33","22","1000865",,"false","982257.450622558","196071.427429199","Successfully geocoded","Completed","Tentative","2014-11-12T00:00:00.000","2017-05-16T00:00:00.000","10005","40.705","-74.007156","1","1","7","1000337501","Battery Park City-Lower Manhattan                                          "
"520","WEST 20 STREET","Manhattan","691","43","1012290",,"false","982414.824401855","211125.59979248","Successfully geocoded","Completed","Tentative","2014-11-12T00:00:00.000","2017-05-16T00:00:00.000","10011","40.746235","-74.006547","4","3","99","1006910043","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"96","AVENUE C","Manhattan","376","4","1004467",,"false","990084.355224609","202941.868408203","Successfully geocoded","Completed","Tentative","2014-11-13T00:00:00.000","2017-05-16T00:00:00.000","10009","40.723764","-73.979079","3","2","2602","1003760004","Lower East Side                                                            "
"6","WEST 33 STREET","Manhattan","834","49","1083631",,"false","988202.150817871","211775.885009765","Successfully geocoded","Completed","Tentative","2014-11-13T00:00:00.000","2017-05-16T00:00:00.000","10001","40.747938","-73.985463","5","4","76","1008340049","Midtown-Midtown South                                                      "
"182","EAST 94 STREET","Manhattan","1522","40","1088925",,"false","997942.829406738","224873.716186523","Successfully geocoded","Completed","Tentative","2014-11-13T00:00:00.000","2017-05-16T00:00:00.000","10128","40.784129","-73.950872","8","5","15801","1015220040","Upper East Side-Carnegie Hill                                              "
"329","EAST 82 STREET","Manhattan","1545","13","1049879",,"false","997435.578186035","221593.580810546","Successfully geocoded","Completed","Tentative","2014-11-14T00:00:00.000","2017-05-16T00:00:00.000","10028","40.774949","-73.952793","8","5","138","1015450013","Yorkville                                                                  "
