"basketid","baskettype","direction","fid","location_description","ownertype","section","stateplane_labelx","stateplane_labely","stateplane_snappedx","stateplane_snappedy","streetname1","streetname2","point"
"41420098","S","SW","14560","SW corner of BEACH 20 ST and NEW HAVEN AV","D","QE142","1052560.12944373","158160.95046039","1052605.3406394","158213.6370348","BEACH 20 ST","NEW HAVEN AV","POINT (-73.75401086199997 40.600536496000075)"
"10930192","S","SW","3348","SW corner of CONVENT AV and W 143 ST","D","MN093","998799.53027223","239234.00550555","998848.58266756","239239.29519314","CONVENT AV","W 143 ST","POINT (-73.94743201999995 40.82331391800005)"
"11230213","S","NW","8167","NW corner of AUDUBON AV and W 189 ST","D","MN123","1003949.96124432","250383.14331222","1003964.24172756","250346.61877896","AUDUBON AV","W 189 ST","POINT (-73.92879007199997 40.85390507300008)"
"40770006","S","NW","16634","NW corner of NORTHERN BLVD and 169 ST","D","QE077","1040284.91941415","215854.70121439","1040306.44299315","215822.7737848","NORTHERN BLVD","169 ST","POINT (-73.79773504399998 40.75897843400003)"
"31520002","S","SE","17828","SE corner of AV U and E 29 ST","D","BKS152","1000164.92747581","157936.65333679","1000134.77464898","157971.6788573","AV U","E 29 ST","POINT (-73.94269081999994 40.600169814000026)"
"30140025","C","W","16986","W corner of LEE AV and ROSS ST","D","BKN014","995246.53606589","196457.69965413","995272.27125065","196463.73113813","LEE AV","ROSS ST","POINT (-73.96033944199996 40.705909149000036)"
"20430060","H","W","6825","W corner of GRAND CONCOURSE and E 170 ST","D","BX043","1007992.75335556","244832.3378128","1008024.06956589","244846.04579063","GRAND CONCOURSE","E 170 ST","POINT (-73.91419585699998 40.83865980300004)"
"10420069","S","SE","943","SE corner of 9 AV and W 28 ST","D","MN042","984544.89900464","212304.8595608","984537.73563315","212349.96544172","9 AV","W 28 ST","POINT (-73.99893712099998 40.749412574000075)"
"10830068","H","NE","5394","NE corner of E 79 ST and LEXINGTON AV","B","MN083","995713.54595864","221645.25065689","995674.63265064","221630.65258896","E 79 ST","LEXINGTON AV","POINT (-73.95861212399996 40.77504212300005)"
"40330026","S","SE","16045","SE corner of NORTHERN BLVD and 102 ST","D","QW033","1021277.92757256","215217.33470696","1021238.48900315","215258.0701898","NORTHERN BLVD","102 ST","POINT (-73.86634699399997 40.75732905700005)"
"10310061","C","W","22441","W corner of MADISON ST and MARKET ST","B","MN031","985766.76795198","198838.5616903","985794.65569148","198810.42559172","MADISON ST","MARKET ST","POINT (-73.99453027299995 40.71245075400003)"
"30120023","C","W","19676","W corner of KENT AV and N 5 ST","D","BKN012","994466.4529804","201298.25788638","994499.20750806","201306.57086188","KENT AV","N 5 ST","POINT (-73.96314567899998 40.71919626400006)"
"10520076","S","NE","1951","NE corner of AVE OF THE AMERICAS and W 45 ST","D","MN052","989133.23431614","215001.46210721","989082.58546731","214991.06908338","AVE OF THE AMERICAS","W 45 ST","POINT (-73.98237527499998 40.75681272300005)"
"10230194","H","SE","6345","SE corner of E 14 ST and BROADWAY","B","MN023","986906.6708559","206887.76672046","986830.48039147","206936.94149089","E 14 ST","BROADWAY","POINT (-73.99041532299998 40.73454360800008)"
"40520006","S","Direction TBD","17242","Location Description T/K","D","QW052","1012166.42184548","198858.26178214","1012169.69632696","198907.67017547","Street Name TBD",,"POINT (-73.89930334699994 40.712460917000044)"
"10630255","R","SE","60412","SE corner of 2 AV and E 53 ST","D","MN063","993374.48666039","214919.27854455","993375.27045147","214949.60591172","2 AV","E 53 ST","POINT (-73.96706646499996 40.756583791000025)"
"10810041","S","NE","4734","NE corner of PARK AV and E 66 ST","D","MN081","993599.71193174","218825.24514204","993558.38327423","218814.09326147","PARK AV","E 66 ST","POINT (-73.96624807899997 40.76730443100007)"
"40310015","S","NW","15838","NW corner of NORTHERN BLVD and 87 ST","D","QW031","1017206.15684474","214831.83219713","1017274.04450423","214782.90709813","NORTHERN BLVD","87 ST","POINT (-73.88104615799995 40.75628706500004)"
"50120183","S","Direction TBD","15330","Location Description T/K","D","SI012","960984.04422356","174939.50843863","960970.77484764","174898.56313885","Street Name TBD",,"POINT (-74.08384214999995 40.64682282700005)"
"31220009","S","S","19145","S corner of 10 AV and 48 ST","D","BKS122","984771.89198898","172222.16052689","984774.65116981","172260.45277314","10 AV","48 ST","POINT (-73.99812097299997 40.639394838000044)"
"20720093","S","E","9587","E corner of BEDFORD PARK BLVD and PERRY AV","D","BX072","1016126.36536914","256059.58307479","1016097.02618898","256093.46424063","BEDFORD PARK BLVD","PERRY AV","POINT (-73.88474787399997 40.869449615000065)"
"20710118","R","NW","21659","NW corner of E FORDHAM RD and GRAND CONCOURSE","D","BX071","1012658.44546773","253643.70536064","1012637.61578497","253538.88798496","E FORDHAM RD","GRAND CONCOURSE","POINT (-73.89729686599998 40.86283060900007)"
"30220221","C","NW","17603","NW corner of FLATBUSH AV and STATE ST","B","BKN022","990148.26771915","189033.79127364","990190.05044398","188992.91930813","FLATBUSH AV","STATE ST","POINT (-73.97873423499993 40.68553710700007)"
"31320101","S","NW","18649","NW corner of MERMAID AV and W 16 ST","D","BKS132","988705.69317648","149457.57022938","988753.35056149","149424.75008506","MERMAID AV","W 16 ST","POINT (-73.98396180599997 40.576909588000035)"
"11010366","S","SW","7917","SW corner of ST NICHOLAS AV and W 118 ST","D","MN101","997278.08515239","232526.5336843","997300.39678755","232570.02375481","ST NICHOLAS AV","W 118 ST","POINT (-73.95294222499996 40.804906155000026)"
"10630069","H","SE","5667","SE corner of 1 AV and E 58 ST","B","MN063","994686.3856114","215718.64538413","994680.47125314","215760.32279421","1 AV","E 58 ST","POINT (-73.96232990399994 40.758776398000066)"
"21110094","R","W","11334","W corner of MORRIS PARK AV and WILLIAMSBRIDGE RD","D","BX111","1025291.98056807","249120.05331871","1025324.07138315","249112.85484231","MORRIS PARK AV","WILLIAMSBRIDGE RD","POINT (-73.85165082299994 40.85036485900008)"
"10410163","S","NE","5954","NE corner of 11 AVE and W 16 ST","D","MN041","981989.05798774","210344.01669772","981944.58137065","210336.07511255","11 AVE","W 16 ST","POINT (-74.00816081799996 40.74403026700003)"
"30510114","S","NE","22933","NE corner of LIBERTY AV and BRADFORD ST","D","BKN051","1014030.14449598","185264.42315622","1014009.74329007","185224.64272396","LIBERTY AV","BRADFORD ST","POINT (-73.89264076399996 40.67514292200008)"
"20620009","R","W","10835","W corner of SOUTHERN BLVD and E TREMONT AV","D","BX062","1015809.91915165","246283.38674797","1015847.78456149","246314.49757813","SOUTHERN BLVD","E TREMONT AV","POINT (-73.88593805499994 40.84261803100003)"
"30320106","H","Direction TBD","12593","Location Description T/K","B","BKN032","997820.60834557","187122.92501663","997824.26661758","187173.84859546","Street Name TBD",,"POINT (-73.95107415399997 40.68028377700006)"
"20530015","R","SE","22910","SE corner of E 181 ST and RYER AV","D","BX053","1011869.15275498","250470.10770522","1011851.87129349","250514.88517472","E 181 ST","RYER AV","POINT (-73.90016345699996 40.85412254400006)"
"10840010","S","NE","4402","NE corner of 5 AV and E 83 ST","D","MN084","994884.50595006","223320.8965838","994848.29539256","223309.8749523","5 AV","E 83 ST","POINT (-73.96160273499999 40.779642367000065)"
"10320057","R","NW","22873","NW corner of ESSEX ST and RIVINGTON ST","D","MN032","987679.6004124","201580.19104955","987681.65651065","201557.46078005","ESSEX ST","RIVINGTON ST","POINT (-73.98762904799997 40.71997533700005)"
"10930158","R","SW","3107","SW corner of BROADWAY and W 153 ST","D","MN093","998876.85852964","242195.41329663","998926.44340423","242217.67834397","BROADWAY","W 153 ST","POINT (-73.94714616599998 40.831442010000046)"
"40430015","S","E","15040","Median at E corner of CORONA AV and 51 AV","D","QW043","1024192.18814823","210259.8085328","1024179.63830456","210254.64515729","CORONA AV","51 AV","POINT (-73.85585726499994 40.743709230000036)"
"30640065","S","N","18118","N corner of 5 AV and 6 ST","D","BKS064","988446.99093798","183804.14359647","988456.53685065","183767.12267314","5 AV","6 ST","POINT (-73.98487173399997 40.671183875000054)"
"50110153","S","W","29131","W corner of TARGEE ST and ELLINGTON ST","D","SI011","960593.61751097","162493.77808081","960626.31659256","162507.07989146","TARGEE ST","ELLINGTON ST","POINT (-74.08520545699997 40.61266089900005)"
"40140017","S","S","14021","S corner of BROADWAY and 38 ST","D","QW014","1006478.50539981","215876.69165596","1006469.1612584","215906.90419397","BROADWAY","38 ST","POINT (-73.91976414799996 40.75918841300006)"
"30650001","S","S","17292","S corner of 7 AV and 14 ST","D","BKS065","988684.73357272","181084.7408988","988677.31724899","181117.75133146","7 AV","14 ST","POINT (-73.98401648599997 40.66371960300006)"
"31620035","R","SW","14865","SW corner of BELMONT AV and OSBORN ST","D","BKN162","1009577.1392944","182851.80954313","1009602.09134422","182891.67166813","BELMONT AV","OSBORN ST","POINT (-73.90870338699995 40.668534700000066)"
"30610030","S","S","12113","S corner of VAN BRUNT ST and SULLIVAN ST","D","BKS061","980844.07897848","186125.83810005","980841.34538814","186211.65518562","VAN BRUNT ST","SULLIVAN ST","POINT (-74.01228060399995 40.67755674400007)"
"11220061","S","SW","6853","SW corner of CABRINI BLVD and W 187 ST","D","MN122","1001373.26725073","250968.05848096","1001396.56641673","250995.61026314","CABRINI BLVD","W 187 ST","POINT (-73.93810280399998 40.85551586400004)"
"10510508","H","Direction TBD","2159","Location Description T/K","B","MN051","987996.84485665","212151.64267564","988024.11538797","212201.76734353","Street Name TBD",,"POINT (-73.98647869299998 40.74899124400008)"
"10430027","H","Direction TBD","1218","Location Description T/K","P","MN043","986084.36442964","215963.48708604","986103.18968447","215997.08742437","Street Name TBD",,"POINT (-73.99337999599999 40.759454394000045)"
"20940058","R","SE","9448","SE corner of CASTLE HILL AV and VIRGIL PL","D","BX094","1026172.14449014","238908.22269255","1026122.90475923","238956.07725564","CASTLE HILL AV","VIRGIL PL","POINT (-73.84853320599996 40.822332241000026)"
"30210127","S","NE","10950","NE corner of CRANBERRY ST and HICKS ST","D","BKN021","986067.25455573","194259.95142497","986024.54696398","194254.17847063","CRANBERRY ST","HICKS ST","POINT (-73.99344761499998 40.69988349000005)"
"20420025","R","S","23503","S corner of E 167 ST and CROMWELL AV","D","BX042","1005771.35687973","243817.0170088","1005760.39331898","243857.24855563","E 167 ST","CROMWELL AV","POINT (-73.92222717099997 40.83587873500005)"
"10910114","R","NW","7126","NW corner of BROADWAY and W 115 ST","D","MN091","994057.7057664","233505.4529863","994074.06892264","233459.75163414","BROADWAY","W 115 ST","POINT (-73.96457324499994 40.80759718000007)"
"41420157","H","Direction TBD","14175","Location Description T/K","P","QE142","1038920.04747199","152958.36375272","1038916.70873736","152992.34851","Street Name TBD",,"POINT (-73.80317186599996 40.586351112000045)"
"30630040","R","N","12360","N corner of 5 AV and DE GRAW ST","D","BKS063","989873.0330334","186227.17418347","989894.46048398","186200.37239979","5 AV","DE GRAW ST","POINT (-73.97972898199998 40.677833759000066)"
"31430029","H","N","23382","N corner of FLATBUSH AV and NOSTRAND AV","B","BKS143","998706.84837098","169988.28212063","998745.11535481","169943.21954672","FLATBUSH AV","NOSTRAND AV","POINT (-73.94791564699995 40.633251536000046)"
"10720015","S","NE","5088","NE corner of RIVERSIDE DR and W 77 ST","D","MN072","988804.11095865","224841.75279404","988744.3935584","224834.76691563","RIVERSIDE DR","W 77 ST","POINT (-73.98355658899999 40.783821938000074)"
"40420040","H","SE","12921","SE corner of 92 ST and 57 AV","P","QW042","1020463.72578889","207222.11546122","1020392.97527424","207254.1196623","92 ST","57 AV","POINT (-73.86932894799997 40.73538757800003)"
"20420014","H","S","23493","S corner of WALTON AV and E 167 ST","D","BX042","1006557.49507123","243464.70439322","1006538.6296234","243487.33131647","WALTON AV","E 167 ST","POINT (-73.91938738299996 40.83490978900005)"
"11030059","S","SW","5448","SW corner of FREDERICK DOUGLASS BOULEVARD and W 128 ST","D","MN103","998080.26300998","235132.90478389","998117.6917409","235144.25417063","FREDERICK DOUGLASS BOULEVARD","W 128 ST","POINT (-73.95003927999994 40.81205870300005)"
"40920025","S","SE","18116","SE corner of JAMAICA AV and 78 ST","D","QW092","1022061.43912889","191330.3385178","1022036.30860172","191358.08846229","JAMAICA AV","78 ST","POINT (-73.86365307099999 40.69176180000005)"
"50110150","S","NE","29128","NE corner of TARGEE ST and OSGOOD AV","D","SI011","960783.72178955","164853.1532833","960740.61426424","164826.6060923","TARGEE ST","OSGOOD AV","POINT (-74.08452895199997 40.61913739900007)"
"20720088","R","SE","9296","SE corner of GRAND CONCOURSE and E 204 ST","D","BX072","1015685.03390273","257874.80418189","1015693.72318982","257899.94684814","GRAND CONCOURSE","E 204 ST","POINT (-73.88633505399997 40.87443342000006)"
"30330025","R","SW","23613","SW corner of GATES AV and TOMPKINS AV","D","BKN033","999573.4703254","189463.86915363","999590.03820564","189516.74043897","GATES AV","TOMPKINS AV","POINT (-73.94474908799998 40.68670627400007)"
"30420016","R","S","22193","S corner of KNICKERBOCKER AV and STOCKHOLM ST","D","BKN042","1006000.86757556","194497.1491133","1005981.04904564","194533.92200564","KNICKERBOCKER AV","STOCKHOLM ST","POINT (-73.92155736199999 40.700508)"
"30230062","S","SE","10459","SE corner of CLINTON AV and GREENE AV","D","BKN023","993323.56189348","189353.76701163","993291.71746898","189380.5727323","CLINTON AV","GREENE AV","POINT (-73.96728473999997 40.686412682000025)"
"20310142","R","Direction TBD","11152","Location Description T/K","D","BX031","1011429.23171881","242134.92883755","1011427.07994032","242199.99861844","Street Name TBD",,"POINT (-73.90178746699996 40.83124629100007)"
"10420212","R","NE","1119","NE corner of 8 AV and W 22 ST","O","MN042","984626.61373623","210583.99390805","984577.94224565","210562.71179838","8 AV","W 22 ST","POINT (-73.99864229799994 40.74468922600005)"
"10420088","S","NW","985","NW corner of 10 AV and W 38 ST","D","MN042","984963.64324589","215198.37838005","984971.46540873","215147.83386171","10 AV","W 38 ST","POINT (-73.99742551299994 40.757354527000075)"
"20620172","S","W","42172","W corner of E TREMONT AV and BELMONT AV","D","BX062","1014038.62840289","247427.51831797","1014092.99148315","247450.81092229","E TREMONT AV","BELMONT AV","POINT (-73.89233473899998 40.84576448800004)"
"20930046","R","NW","11178","NW corner of STARLING AV and ODELL ST","D","BX093","1024513.74229515","243994.23253363","1024574.45641255","243968.14728397","STARLING AV","ODELL ST","POINT (-73.85449461799993 40.83629958100005)"
"30240052","S","NE","9935","NE corner of FULTON ST and FT GREENE PL","D","BKN024","990779.29992165","189667.38711929","990755.69563815","189649.21688005","FULTON ST","FT GREENE PL","POINT (-73.97645832699999 40.687275740000075)"
"30220050","S","S","9924","S corner of 3 AV and ST MARKS PLACE","D","BKN022","989150.12601465","187959.69007538","989139.12734897","188005.01117897","3 AV","ST MARKS PLACE","POINT (-73.98233398599996 40.682589552000024)"
"10850209","H","SW","3687","SW corner of YORK AV and E 90 ST","B","MN085","999334.18340239","222889.73570071","999374.24106506","222907.27077064","YORK AV","E 90 ST","POINT (-73.94553695999997 40.77845247100004)"
"11110067","S","SW","7419","SW corner of 1 AV and E 99 ST","D","MN111","999860.20958132","225314.27153406","999901.7236059","225340.53033979","1 AV","E 99 ST","POINT (-73.94363200399994 40.785106265000024)"
"20830079","H","Direction TBD","9120","Location Description T/K","P","BX083","1012612.93702856","263905.86659481","1012618.37702996","263904.42007716","Street Name TBD",,"POINT (-73.89741794599996 40.89099720300004)"
"11240131","R","N","7910","N corner of BROADWAY and DYCKMAN ST","D","MN124","1004406.66899231","254693.94571422","1004368.47024982","254661.96447897","BROADWAY","DYCKMAN ST","POINT (-73.92712620399993 40.865735898000025)"
