"school_year","building_code","dbn","location_name","location_code","address","borough","geographical_district_code","register","building_name","schools","schools_in_building","major_n","oth_n","nocrim_n","prop_n","vio_n","engroupa","rangea","avgofmajor_n","avgofoth_n","avgofnocrim_n","avgofprop_n","avgofvio_n","borough_name","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"2015-16","K027","84K730      ","Summit Academy Charter School","K730","27 HUNTINGTON STREET","K","15","325","27 HUNTINGTON STREET CONSOLIDATED LOCATION","2","Red Hook Neighborhood School|Summit Academy Charter School|27 HUNTINGTON STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11231","40.677564","-74.005166","6","38","59","3008342","3005250001","Carroll Gardens-Columbia Street-Red Hook                                   "
"2015-16","K038","15K038","P.S. 038 The Pacific","K038","450 PACIFIC STREET","K","15","554",,"1","P.S. 038 The Pacific","1","0","1","1","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11217","40.685264","-73.982639","2","33","39","3001183","3001910001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015-16","K049","14K586","Lyons Community School","K586","223 GRAHAM AVENUE","K","14","535","223 GRAHAM AVENUE CONSOLIDATED LOCATION","3","Brooklyn Latin School, The |  Green School: An Academy for Environmental Careers |  Lyons Community School 223 GRAHAM AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11206","40.709941","-73.943641","1","34","505","3070825","3030250001","East Williamsburg                                                          "
"2015-16","K058","15K058","P.S. 058 The Carroll","K058","330 SMITH STREET","K","15","994",,"1","P.S. 058 The Carroll","1","0","0","1","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11231","40.680149","-73.994938","6","39","77","3007547","3004490015","Carroll Gardens-Columbia Street-Red Hook                                   "
"2015-16","K073","23K599","Brooklyn Landmark Elementary School","K599","251 MCDOUGAL STREET","K","23","239","251 MCDOUGAL STREET CONSOLIDATED LOCATION","3","P.S. 073 Thomas S. Boyland |  Brooklyn Landmark Elementary School |  Brooklyn Environmental Exploration School (BEES) |  251 MCDOUGAL STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11233","40.680318","-73.910644","16","37","369","3041561","3015280001","Ocean Hill                                                                 "
"2015-16","K097","21K097","P.S. 97 The Highlawn","K097","1855 STILLWELL AVENUE","K","21","833",,"1","P.S. 97 The Highlawn","0","0","1","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11223","40.601433","-73.986139","11","47","404","3177680","3066670024","Bensonhurst East                                                           "
"2015-16","K113","13K113","M.S. 113 Ronald Edmonds Learning Center","K113","300 ADELPHI STREET","K","13","414",,"2","M.S. 113 Ronald Edmonds Learning Center|Compass Charter School | 300 ADELPHI STREET","0","3","2","1","2","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11205","40.688811","-73.971009","2","35","181","3059051","3021030004","Fort Greene                                                                "
"2015-16","K126",,"424 LEONARD STREET CONSOLIDATED LOCATION",,"424 LEONARD STREET","K","14","1040","424 LEONARD STREET CONSOLIDATED LOCATION","3","John Ericsson Middle School 126| Citizens of the World Charter School 1 Williamsbur| Northside Charter High School| 424 LEONARD STREET CONSOLIDATED LOCATION","0","4","6","4","0","6C","1001-1250","0.57","2.12","3.64","1.39","1.05","BROOKLYN ","11222","40.719819","-73.948625","1","33","499","3067788","3027120001","Greenpoint                                                                 "
"2015-16","K142",,"610 HENRY STREET CONSOLIDATED LOCATION",,"610 HENRY STREET","K","15","1331","610 HENRY STREET CONSOLIDATED LOCATION","2","P.S. 146 |  Brooklyn Secondary School for Collaborative Studie |  610 HENRY STREET CONSOLIDATED LOCATION","0","2","1","1","1","7C","1251-1500","0.64","3.02","5.77","1.72","1.54","BROOKLYN ","11231","40.68007","-74.001377","6","39","63","3336036","3003690001","Carroll Gardens-Columbia Street-Red Hook                                   "
"2015-16","K158","19K158","P.S. 158 Warwick","K158","400 ASHFORD STREET","K","19","613",,"1","P.S. 158 Warwick","0","1","0","0","1","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11207","40.672579","-73.884803","5","37","1150","3089176","3040150001","East New York                                                              "
"2015-16","K167",,"1025 EASTERN PARKWAY CONSOLIDATED LOCATION",,"1025 EASTERN PARKWAY","K","17","467","1025 EASTERN PARKWAY CONSOLIDATED LOCATION","2","P.S. 167 The Parkway|  New Bridges Elementary|  1025 EASTERN PARKWAY CONSOLIDATED LOCATION","0","0","1","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11213","40.669001","-73.934635","8","35","353","3037303","3013890035","Crown Heights North                                                        "
"2015-16","K179","20K179","P.S. 179 Kensington","K179","202 AVENUE C","K","20","939",,"1","P.S. 179 Kensington","0","0","0","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11218","40.640463","-73.977642","12","39","488","3126001","3053710001","Kensington-Ocean Parkway                                                   "
"2015-16","K190",,"590 SHEFFIELD AVENUE CONSOLIDATED LOCATION",,"590 SHEFFIELD AVENUE","K","19","300","590 SHEFFIELD AVENUE CONSOLIDATED LOCATION","2","P.S. 190 Sheffield |  Essence School |  590 SHEFFIELD AVENUE CONSOLIDATED LOCATION","1","2","1","2","1","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11207","40.662326","-73.894441","5","42","1128","3085491","3038380018","East New York (Pennsylvania Ave)                                           "
"2015-16","K205","20K205","P.S. 205 Clarion","K205","6701 20 AVENUE","K","20","1181",,"1","P.S. 205 Clarion","0","1","0","1","0","6C","1001-1250","0.57","2.12","3.64","1.39","1.05","BROOKLYN ","11204","40.61527","-73.987149","11","47","256","3134749","3055710001","Bensonhurst West                                                           "
"2015-16","K218","19K218","J.H.S. 218 James P. Sinnott","K218","370 FOUNTAIN AVENUE","K","19","419","370 FOUNTAIN AVENUE CONSOLIDATED LOCATION","3","J.H.S. 218 James P. Sinnott|The School for Classics: An Academy of Thinkers, W|Invictus Preparatory Charter School|370 FOUNTAIN AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11208","40.670724","-73.874208","5","42","1118","3095977","3042780001","East New York                                                              "
"2015-16","K226","21K226","P.S. 226 Alfred De B.Mason","K226","6006 23 AVENUE","K","21","1006","1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION","1","P.S. 226 Alfred De B.Mason","0","0","0","0","0","6C","1001-1250","0.57","2.12","3.64","1.39","1.05","BROOKLYN ","11204","40.615252","-73.97635","12","44","446","3172071","3065490024","Borough Park                                                               "
"2015-16","K237","20K686","Brooklyn School of Inquiry","K686","50 AVENUE P","K","20","521","50 AVENUE P CONSOLIDATED LOCATION","2","The Academy of Talented Scholars |  Brooklyn School of Inquiry |  50 AVENUE P CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11204","40.60731","-73.986595","11","44","428","3396829","3066180001","Bensonhurst East                                                           "
"2015-16","K251","22K251","P.S. 251 Paerdegat","K251","1037 EAST  54 STREET","K","22","597",,"1","P.S. 251 Paerdegat","0","0","1","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11234","40.632524","-73.924417","18","46","722","3214729","3077580001","Flatlands                                                                  "
"2015-16","K262","16K262","P.S. 262 El Hajj Malik El Shabazz Elementary Schoo","K262","500 MACON STREET","K","16","437",,"1","P.S. 262 El Hajj Malik El Shabazz Elementary Schoo","1","2","3","2","1","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11233","40.683241","-73.930813","3","36","297","3046876","3016710019","Crown Heights North                                                        "
"2015-16","K272","18K272","P.S. 272 Curtis Estabrook","K272","101-24 SEAVIEW AVENUE","K","18","494",,"1","P.S. 272 Curtis Estabrook","1","2","0","1","1","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11236","40.635916","-73.886412","18","46","1034","3235262","3083290250","Canarsie                                                                   "
"2015-16","K288","21K288","P.S. 288 The Shirley Tanyhill","K288","2950 WEST  25 STREET","K","21","601",,"1","P.S. 288 The Shirley Tanyhill","0","0","2","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11224","40.574411","-73.99194","13","47","342","3189538","3070540045","Seagate-Coney Island                                                       "
"2015-16","K298","23K298","P.S. 298 Dr. Betty Shabazz","K298","85 WATKINS STREET","K","23","216","85 WATKINS STREET CONSOLIDATED LOCATION","2","P.S. 298 Dr. Betty Shabazz |  Brownsville Collaborative Middle School |  85 WATKINS STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11212","40.670986","-73.908194","16","37","906","3080768","3035070007","Brownsville                                                                "
"2015-16","K304",,"280 HART STREET CONSOLIDATED LOCATION",,"280 HART STREET","K","16","350","280 HART STREET CONSOLIDATED LOCATION","2","Brighter Choice Community School |  Young Scholars' Academy for Discovery and Explorat |  280 HART STREET CONSOLIDATED LOCATION","0","0","1","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11206","40.694086","-73.940744","3","36","281","3049420","3017730014","Stuyvesant Heights                                                         "
"2015-16","K310","20K310","The School For Future Leaders","K310","942 62ND STREET","K","20","451",,"1","The School For Future Leaders","0","1","1","0","1","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11219","40.632478","-74.007645","10","38","120","3141434","3057290024","Sunset Park East                                                           "
"2015-16","K320","17K352","Ebbets Field Middle School","K352","46 MCKEEVER PLACE","K","17","188","46 MCKEEVER PLACE CONSOLIDATED LOCATION","2","Ebbets Field Middle School |  P.S. 375 Jackie Robinson School |  46 MCKEEVER PLACE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11225","40.665035","-73.959031","9","35","325","3034356","3013010001","Crown Heights South                                                        "
"2015-16","K335","16K584","M.S. 584","K584","130 ROCHESTER AVENUE","K","16","92","130 ROCHESTER AVENUE CONSOLIDATED LOCATION","2","P.S. 335 Granville T. Woods |  M.S. 584 |  130 ROCHESTER AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11213","40.674656","-73.927794","8","36","307","3035887","3013550023","Crown Heights North                                                        "
"2015-16","K377","84K784","ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL(BN)","K784","200 WOODBINE STREET","K","32","243","200 WOODBINE STREET CONSOLIDATED LOCATION","2","P.S. 377 Alejandrina B. De Gautier|ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL(BN)|200 WOODBINE STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11221","40.694018","-73.915263","4","37","415","3076784","3033600001","Bushwick South                                                             "
"2015-16","K396","75K396","P.S. K396","K396","110 CHESTER STREET","K","23","306",,"1","P.S. K396","0","1","1","1","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11212","40.668856","-73.911499","16","41","924","3081032","3035200008","Brownsville                                                                "
"2015-16","K410","21K411","Abraham Lincoln Yabc","K411","2800 OCEAN PARKWAY","K","21","N/A","2800 OCEAN PARKWAY CONSOLIDATED LOCATION","2","Abraham Lincoln High School |  Abraham Lincoln Yabc |  2800 OCEAN PARKWAY CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11235","40.581681","-73.967308","13","47","354","3196293","3072540001","West Brighton                                                              "
"2015-16","K486","20K187","The Christa McAuliffe School\I.S. 187","K187","1171 65 STREET","K","20","999",,"1","The Christa McAuliffe School\I.S. 187","0","0","0","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11219","40.627784","-74.004485","10","38","212","3142008","3057450029","Dyker Heights                                                              "
"2015-16","K450","14K478","The High School for Enterprise, Business and Techn","K478","850 GRAND STREET","K","14","913","850 GRAND STREET CONSOLIDATED LOCATION","3","PROGRESS High School for Professional Careers |  School for Legal Studies |  The High School for Enterprise, Business and Techn |  850 GRAND STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","5C","751-1000","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11211","40.712184","-73.939722","1","34","485","3325733","3030160001","Bushwick South                                                             "
"2015-16","K460",,"237 7 AVENUE CONSOLIDATED LOCATION",,"237 7 AVENUE","K","15","1722","237 7 AVENUE CONSOLIDATED LOCATION","4","Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  Millennium Brooklyn HS | 237 7 AVENUE CONSOLIDATED LOCATION","3","12","14","7","7","8C","1501-1750","0.54","2.15","4.33","1.29","1.06","BROOKLYN ","11215","40.669629","-73.979287","6","39","155","3025510","3010820001","Park Slope-Gowanus                                                         "
"2015-16","K480","32K549","Bushwick School for Social Justice","K549","400 IRVING AVENUE","K","32","385","400 IRVING AVENUE CONSOLIDATED LOCATION","4","The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11237","40.69697","-73.910791","4","37","435","3076908","3033650098","Bushwick North                                                             "
"2015-16","K515","18K567","Brooklyn Theatre Arts High School","K567","6565 FLATLANDS AVENUE","K","18","374","6565 FLATLANDS AVENUE CONSOLIDATED LOCATION","6","Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11236","40.633285","-73.916735","18","46","950","3224139","3079980005","Canarsie                                                                   "
