WKT,id,external_id,monument_aanwijzingsdatum,in_onderzoek,monumentnummer,monumentnaam,display_naam,heeft_als_grondslag_beperking,monumentstatus
"POINT (4.91506063853265 52.3685622164213)",66159352-4de7-4d13-998a-b9f8a2dd0292,66159352-4de7-4d13-998a-b9f8a2dd0292,,N,"1067",,Entrepotdok 46 A,,Rijksmonument
"POINT (4.91513443324789 52.368526559854)",e500fbc3-fb6c-45ab-b219-4db0efa3b85c,e500fbc3-fb6c-45ab-b219-4db0efa3b85c,,N,"1068",,Entrepotdok 47,,Rijksmonument
"POINT (4.91519335418676 52.3685088193536)",65dee7f5-1339-4157-b619-4f252a7b4209,65dee7f5-1339-4157-b619-4f252a7b4209,,N,"1069",,Entrepotdok 48,,Rijksmonument
"POINT (4.91529632231299 52.3684912543909)",1cabf587-b992-4c01-880d-9a319be46a22,1cabf587-b992-4c01-880d-9a319be46a22,,N,"1070",,Binnenkadijk 282,,Rijksmonument
"POINT (4.91537011672095 52.3684555976758)",c85fc719-8703-4cc6-a962-517569a75fdd,c85fc719-8703-4cc6-a962-517569a75fdd,,N,"1071",,Entrepotdok 50,,Rijksmonument
"POINT (4.91542913304685 52.3684288697348)",ca941444-4d43-47e5-ac53-46bc4dcc87ee,ca941444-4d43-47e5-ac53-46bc4dcc87ee,,N,"1072",,Entrepotdok 51,,Rijksmonument
"POINT (4.91566979034095 52.3683595445663)",b2d4d5d1-0521-4cf8-b4a8-84627e130ca7,b2d4d5d1-0521-4cf8-b4a8-84627e130ca7,,N,"1073",,Entrepotdok 52,,Rijksmonument
"POINT (4.91573870493299 52.3683132626973)",c1b98aef-e7e5-4845-b2b9-cf420cfb1d48,c1b98aef-e7e5-4845-b2b9-cf420cfb1d48,,N,"1074",,Entrepotdok 55 A,,Rijksmonument
"POINT (4.91594502164785 52.3682421824357)",fd006233-ec3b-4d00-aac2-b883859e85f0,fd006233-ec3b-4d00-aac2-b883859e85f0,,N,"1075",,Entrepotdok 58 A,,Rijksmonument
"POINT (4.91616602000917 52.3681711602252)",1b2fbaee-93eb-40f7-8dc2-bbe5f5a14b7e,1b2fbaee-93eb-40f7-8dc2-bbe5f5a14b7e,,N,"1076",,Entrepotdok 61 A,,Rijksmonument
"POINT (4.91637233537969 52.3681000792151)",191b6f98-d02f-4982-be15-a1c90b5ff76c,191b6f98-d02f-4982-be15-a1c90b5ff76c,1970-04-28,N,"1077",,Entrepotdok 64 A,,Rijksmonument
"POINT (4.91665234737255 52.3680023276482)",da86cee2-6c29-4563-b1f1-ccfa49e77d2a,da86cee2-6c29-4563-b1f1-ccfa49e77d2a,,N,"1078",,Entrepotdok 68 A,,Rijksmonument
"POINT (4.91679974167276 52.3679489871193)",23966cbf-0d7b-4f0d-86cc-fc555077c437,23966cbf-0d7b-4f0d-86cc-fc555077c437,,N,"1079",,Entrepotdok 70 B,,Rijksmonument
"POINT (4.91702083245899 52.3678689759798)",77b0bd55-182c-433c-b016-6a9d3d2b7484,77b0bd55-182c-433c-b016-6a9d3d2b7484,,N,"1080",,Entrepotdok 73 A,,Rijksmonument
"POINT (4.91724182724214 52.3677979517509)",f4711867-2af0-478f-8173-70cc045f0311,f4711867-2af0-478f-8173-70cc045f0311,,N,"1081",,Entrepotdok 76 A,,Rijksmonument
"POINT (4.91744813915622 52.3677268688561)",a3c3c876-4b46-4b44-b5ab-d34d342bc6e2,a3c3c876-4b46-4b44-b5ab-d34d342bc6e2,,N,"1082",,Entrepotdok 79,,Rijksmonument
"POINT (4.91752183541532 52.3677001981166)",5ad4ae5c-f3ae-4288-8c34-55089bc6d639,5ad4ae5c-f3ae-4288-8c34-55089bc6d639,,N,"1083",,Entrepotdok 80,,Rijksmonument
"POINT (4.91761021373066 52.3676735855641)",e73b1931-1d7a-4b40-a6a5-fce509d3d2e1,e73b1931-1d7a-4b40-a6a5-fce509d3d2e1,,N,"1084",,Entrepotdok 81,,Rijksmonument
"POINT (4.91769868705328 52.3676379856188)",7e5227c9-ec89-40a9-b3b3-f49cfc1d1cf8,7e5227c9-ec89-40a9-b3b3-f49cfc1d1cf8,,N,"1085",,Entrepotdok 82,,Rijksmonument
"POINT (4.91775770088989 52.3676112565094)",368cc845-8ea3-411e-babd-e09b5c87c631,368cc845-8ea3-411e-babd-e09b5c87c631,,N,"1086",,Entrepotdok 83,,Rijksmonument
"POINT (4.91784598380368 52.3675936311068)",6a2dc616-5eae-4bdb-9478-bf500652e79d,6a2dc616-5eae-4bdb-9478-bf500652e79d,,N,"1087",,Entrepotdok 84,,Rijksmonument
"POINT (4.91942265657328 52.3670606086663)",3a5a3969-6428-4236-8d0a-c1df8e81330b,3a5a3969-6428-4236-8d0a-c1df8e81330b,,N,"1088",,Entrepotdok 89,,Rijksmonument
"POINT (4.91949625579321 52.3670429240207)",9f824655-0670-4dec-8b9c-49f54d511542,9f824655-0670-4dec-8b9c-49f54d511542,,N,"1089",,Entrepotdok 88,,Rijksmonument
"POINT (4.91957004441902 52.3670072646697)",d3e57632-ea5b-4cb7-b82d-5b5dfc2aab46,d3e57632-ea5b-4cb7-b82d-5b5dfc2aab46,,N,"1090",,Entrepotdok 90,,Rijksmonument
"POINT (4.91964373820908 52.3669805926022)",5388d461-189c-41f3-a455-c810e6a120aa,5388d461-189c-41f3-a455-c810e6a120aa,,N,"1091",,Entrepotdok 91,,Rijksmonument
"POINT (4.91973220851993 52.3669449911282)",dfdef230-2c8e-474d-9711-9e0c5fef51cd,dfdef230-2c8e-474d-9711-9e0c5fef51cd,,N,"1092",,Entrepotdok 92,,Rijksmonument
"POINT (4.91980590210918 52.3669183189592)",0061d748-98c0-4343-b427-b587c0c7bb46,0061d748-98c0-4343-b427-b587c0c7bb46,,N,"1093",,Entrepotdok 93,,Rijksmonument
"POINT (4.91987959560989 52.366891646744)",eca3f1f5-48a3-4992-97a1-50efca63d890,eca3f1f5-48a3-4992-97a1-50efca63d890,,N,"1094",,Entrepotdok 94,,Rijksmonument
"POINT (4.91984985312969 52.3669274801601)",f23af18e-485d-40fa-a446-0998d7482177,f23af18e-485d-40fa-a446-0998d7482177,,N,"1095",,Entrepotdok 94,,Rijksmonument
"POINT (4.91992364127952 52.3668918205873)",8687d7aa-d7da-4b3e-8a43-f7751dd753d8,8687d7aa-d7da-4b3e-8a43-f7751dd753d8,,N,"1096",,Entrepotdok 95,,Rijksmonument
"POINT (4.92011545206557 52.3668027004131)",dd297f2f-5471-46e8-88c8-e7ad15e81e68,dd297f2f-5471-46e8-88c8-e7ad15e81e68,,N,"1097",,Entrepotdok 96,,Rijksmonument
"POINT (4.92020382704047 52.3667760859152)",031ce349-2705-49ff-8b22-5420a3e00200,031ce349-2705-49ff-8b22-5420a3e00200,,N,"1098",,Entrepotdok 97,,Rijksmonument
"POINT (4.92033530167582 52.3668395183495)",1f9bddc3-7d6a-4647-99ce-bf8d783482d3,1f9bddc3-7d6a-4647-99ce-bf8d783482d3,,N,"1099",,Geschutswerf 3,,Rijksmonument
"POINT (4.89647279873582 52.3605145252147)",c50e86ca-7701-4288-9174-015eae695979,c50e86ca-7701-4288-9174-015eae695979,,N,"1100",,Falckstraat 1,,Rijksmonument
"POINT (4.89670707847651 52.3605694225072)",17cc6e79-3f67-45cb-bdfb-100ccb84218a,17cc6e79-3f67-45cb-bdfb-100ccb84218a,,N,"1101",,Falckstraat 9,,Rijksmonument
"POINT (4.90928014739723 52.3708578523286)",829bb9d3-2b05-46d6-9835-10e80b179d3a,829bb9d3-2b05-46d6-9835-10e80b179d3a,,N,"1102",,Rapenburg 70,,Rijksmonument
"POINT (4.89910951737159 52.3610377261747)",4868f8f6-db1b-4b5b-918b-0a9fbc75a0de,4868f8f6-db1b-4b5b-918b-0a9fbc75a0de,,N,"1103",,Frederiksplein 2,,Rijksmonument
"POINT (4.89903621666742 52.3610284362103)",8e8edd6e-4748-4d3e-a20b-53adf50d466b,8e8edd6e-4748-4d3e-a20b-53adf50d466b,,N,"1104",,Frederiksplein 4 O,,Rijksmonument
"POINT (4.89878715278603 52.360982470282)",85485c5e-39f3-48f4-a5a2-55e95e2441e8,85485c5e-39f3-48f4-a5a2-55e95e2441e8,,N,"1105",,Frederiksplein 10,,Rijksmonument
"POINT (4.90064755813367 52.3613496401054)",d5329b89-f184-4f75-98ad-cc881f4ae00f,d5329b89-f184-4f75-98ad-cc881f4ae00f,,N,"1106",,Frederiksplein 31,,Rijksmonument
"POINT (4.92617915769972 52.3668174792116)",850624c0-8752-4b45-bac6-1d4a79535e74,850624c0-8752-4b45-bac6-1d4a79535e74,,N,"1107",Molen De Gooyer,Molen De Gooyer,,Rijksmonument
"POINT (4.88250794949762 52.3556833223872)",b11a0599-e838-4ad5-9c92-a8d9dd09ee6b,b11a0599-e838-4ad5-9c92-a8d9dd09ee6b,,N,"1108",,Gabriël Metsustraat 22 2,,Rijksmonument
"POINT (4.88259622256659 52.3556657232239)",3ccc3c2d-f176-4a1f-b937-39fc68f6e6af,3ccc3c2d-f176-4a1f-b937-39fc68f6e6af,,N,"1109",,Gabriël Metsustraat 24 H,,Rijksmonument
"POINT (4.88268439339293 52.355657111305)",b30ac647-6a32-46dd-a9ac-b239d9d34d3b,b30ac647-6a32-46dd-a9ac-b239d9d34d3b,,N,"1110",,Gabriël Metsustraat 26 H,,Rijksmonument
"POINT (4.88278734444062 52.3556395745578)",d8342e1e-2f54-473b-964d-bd24c4cc40ac,d8342e1e-2f54-473b-964d-bd24c4cc40ac,,N,"1111",,Gabriël Metsustraat 28 H,,Rijksmonument
"POINT (4.8829786703165 52.3555954509611)",7fb86faa-164b-48cb-9f3f-cca0ec65ea82,7fb86faa-164b-48cb-9f3f-cca0ec65ea82,,N,"1112",,Gabriël Metsustraat 32 2,,Rijksmonument
"POINT (4.88308162110556 52.3555779139573)",2800e95d-ec4c-4ae1-92e1-864ba5560938,2800e95d-ec4c-4ae1-92e1-864ba5560938,,N,"1113",,Gabriël Metsustraat 34 H,,Rijksmonument
"POINT (4.88790048210859 52.372162720647)",8fbd7e6d-86dd-4b59-80fd-641e94073863,8fbd7e6d-86dd-4b59-80fd-641e94073863,,N,"1114",,Gasthuismolensteeg 3,,Rijksmonument
"POINT (4.88781238063667 52.3721623490972)",abe8035b-717a-49ac-9714-3c5ac52b5e3d,abe8035b-717a-49ac-9714-3c5ac52b5e3d,,N,"1115",,Gasthuismolensteeg 5 H,,Rijksmonument
"POINT (4.88770949438441 52.3721709028256)",412d5b42-fdd8-4241-9db3-9f4fef61eb36,412d5b42-fdd8-4241-9db3-9f4fef61eb36,,N,"1116",,Gasthuismolensteeg 7,,Rijksmonument
"POINT (4.88760660809276 52.3721794564645)",dda537f8-503e-4759-b1d8-b21af49ca5e2,dda537f8-503e-4759-b1d8-b21af49ca5e2,,N,"1117",,Gasthuismolensteeg 9,,Rijksmonument
"POINT (4.88754777252128 52.3721881959119)",a9eb681a-f48a-49bd-b97a-51e990faf292,a9eb681a-f48a-49bd-b97a-51e990faf292,,N,"1118",,Gasthuismolensteeg 11,,Rijksmonument
"POINT (4.88748903817529 52.3721879480443)",2c382f71-449e-4429-95b0-aea235c2fe56,2c382f71-449e-4429-95b0-aea235c2fe56,,N,"1119",,Gasthuismolensteeg 13 1,,Rijksmonument
"POINT (4.8879729896491 52.372243915798)",0b4d9f93-9796-474d-b2c6-12cb0b540d8b,0b4d9f93-9796-474d-b2c6-12cb0b540d8b,,N,"1120",,Gasthuismolensteeg 2 A,,Rijksmonument
"POINT (4.88784063484371 52.3722613331014)",6c56ff66-e423-4857-bfca-5e725e39b081,6c56ff66-e423-4857-bfca-5e725e39b081,,N,"1121",,Gasthuismolensteeg 6 1,,Rijksmonument
"POINT (4.88764944425138 52.3722874897542)",087ff1f6-1182-4420-9c6e-4ee297af5536,087ff1f6-1182-4420-9c6e-4ee297af5536,,N,"1122",,Gasthuismolensteeg 12 H,,Rijksmonument
"POINT (4.89384385777454 52.3698598169235)",fe4bed63-d871-4fcb-9b37-1c4f778eca8b,fe4bed63-d871-4fcb-9b37-1c4f778eca8b,,N,"1123",,Kuiperssteeg 10,,Rijksmonument
"POINT (4.89150209720593 52.3665515434973)",335313fe-39c9-4ae6-92b1-ab3aac0fb727,335313fe-39c9-4ae6-92b1-ab3aac0fb727,,N,"1124",,Geelvinckssteeg 4 H,,Rijksmonument
"POINT (4.89150249888012 52.3665155942954)",f5aeb75f-3b56-431b-b0bb-e5445e3d9a04,f5aeb75f-3b56-431b-b0bb-e5445e3d9a04,,N,"1125",,Geelvinckssteeg 6 H,,Rijksmonument
"POINT (4.90266071245161 52.3759629264798)",c83bfd08-9125-42ef-9268-d0b894c6721a,c83bfd08-9125-42ef-9268-d0b894c6721a,,N,"1126",,Geldersekade 1 B,,Rijksmonument
"POINT (4.90263193186643 52.3759088825233)",40cd9410-3299-4ebf-a017-e5cf49d19b45,40cd9410-3299-4ebf-a017-e5cf49d19b45,,N,"1127",,Geldersekade 3 H,,Rijksmonument
"POINT (4.9004144467199 52.3732304401047)",23fefd87-4129-493e-9c93-4606e2bdeb9e,23fefd87-4129-493e-9c93-4606e2bdeb9e,,N,"1195",,Betreden via Zeedijk 147,,Rijksmonument
"POINT (4.90257397809931 52.3758367437703)",4e80b6c3-d46b-4540-9e41-17702f27ebc2,4e80b6c3-d46b-4540-9e41-17702f27ebc2,,N,"1128",,Geldersekade 5 H,,Rijksmonument
"POINT (4.90258905571584 52.3758008546876)",f33e4241-fe06-44af-8582-9819ad575fca,f33e4241-fe06-44af-8582-9819ad575fca,1970-04-28,N,"1129",,Geldersekade 7 H,,Rijksmonument
"POINT (4.90253120036929 52.3757197286165)",a7785229-5a63-4fe2-abd6-3aac1b259f63,a7785229-5a63-4fe2-abd6-3aac1b259f63,,N,"1130",,Geldersekade 11 H,,Rijksmonument
"POINT (4.90251700665115 52.3756747320307)",ce28192b-d755-427f-bad8-a14b5bf3d209,ce28192b-d755-427f-bad8-a14b5bf3d209,,N,"1131",,Geldersekade 13 H,,Rijksmonument
"POINT (4.90250251831471 52.3756566973304)",b211c6c5-935c-4738-bb14-6bafce3733b3,b211c6c5-935c-4738-bb14-6bafce3733b3,,N,"1132",,Geldersekade 15,,Rijksmonument
"POINT (4.90245905337601 52.3756025932186)",b36164ac-3c12-481d-9c69-feb54c999782,b36164ac-3c12-481d-9c69-feb54c999782,,N,"1133",,Geldersekade 17 H,,Rijksmonument
"POINT (4.90243066618909 52.3755126000257)",12592ead-8f95-478c-9835-c78ccb62cee4,12592ead-8f95-478c-9835-c78ccb62cee4,,N,"1134",,Geldersekade 21,,Rijksmonument
"POINT (4.90240168970382 52.3754765306012)",07257192-acfc-4c39-82a5-01a172890893,07257192-acfc-4c39-82a5-01a172890893,,N,"1135",,Geldersekade 23,,Rijksmonument
"POINT (4.90243145202659 52.3754407016569)",1768828e-e1ba-4af8-8e6a-24fa1dafb199,1768828e-e1ba-4af8-8e6a-24fa1dafb199,,N,"1136",,Geldersekade 27 A,,Rijksmonument
"POINT (4.90237310623089 52.3754045119849)",8856dede-c1a8-4e8a-95d7-ec5eb7595836,8856dede-c1a8-4e8a-95d7-ec5eb7595836,,N,"1137",,Geldersekade 35,,Rijksmonument
"POINT (4.90231525179459 52.3753233858029)",a6628035-d011-45be-9fba-36342d56acfe,a6628035-d011-45be-9fba-36342d56acfe,,N,"1138",,Geldersekade 39,,Rijksmonument
"POINT (4.90231574305762 52.3752784493214)",63a76bae-4957-4908-9fe4-d4900c7a7ede,63a76bae-4957-4908-9fe4-d4900c7a7ede,,N,"1139",,Geldersekade 41 B,,Rijksmonument
"POINT (4.9022870615929 52.3752154179782)",550416be-1506-4f8f-b4ec-af08830fcb4c,550416be-1506-4f8f-b4ec-af08830fcb4c,,N,"1140",,Geldersekade 43 D,,Rijksmonument
"POINT (4.90225798715406 52.3751883358132)",cb1568fc-b927-4ad3-b9cf-852b9e4f1f3f,cb1568fc-b927-4ad3-b9cf-852b9e4f1f3f,,N,"1141",,Geldersekade 45 A,,Rijksmonument
"POINT (4.90224408868148 52.3751163773007)",f365e812-fa0b-44e2-8885-0aa6650d1935,f365e812-fa0b-44e2-8885-0aa6650d1935,,N,"1142",,Geldersekade 47 H,,Rijksmonument
"POINT (4.90218662796748 52.3749993018649)",bfb2ca35-96ae-4754-b59d-2d6bd2604841,bfb2ca35-96ae-4754-b59d-2d6bd2604841,,N,"1143",,Geldersekade 53 A,,Rijksmonument
"POINT (4.90217263138849 52.3749363306383)",9d94a957-2faf-416a-89e2-68dd06c94030,9d94a957-2faf-416a-89e2-68dd06c94030,,N,"1144",,Geldersekade 55 A,,Rijksmonument
"POINT (4.90212897097758 52.3749002009925)",88d1d577-b281-43d4-a01a-a028430114db,88d1d577-b281-43d4-a01a-a028430114db,,N,"1145",,Geldersekade 57,,Rijksmonument
"POINT (4.90208580212721 52.374819134846)",b7e2946f-ade6-4fc0-9c42-aa4d1ad45336,b7e2946f-ade6-4fc0-9c42-aa4d1ad45336,,N,"1146",,Geldersekade 63 A,,Rijksmonument
"POINT (4.90205712128451 52.3747561034419)",7fedaa32-fc40-479e-9407-3616b84323a5,7fedaa32-fc40-479e-9407-3616b84323a5,,N,"1147",,Geldersekade 65 H,,Rijksmonument
"POINT (4.90184167334478 52.3743148232091)",61f33f0f-cd9b-4af0-97e9-bf6b25f74f9a,61f33f0f-cd9b-4af0-97e9-bf6b25f74f9a,,N,"1148",,Geldersekade 83 B,,Rijksmonument
"POINT (4.90176982552827 52.3741707254694)",6900bfa7-dc10-470e-83c5-78f84516f4df,6900bfa7-dc10-470e-83c5-78f84516f4df,,N,"1149",,Geldersekade 89 1,,Rijksmonument
"POINT (4.90166920001543 52.3739725834735)",63005dbf-fbba-4817-a9a8-258f76b7d300,63005dbf-fbba-4817-a9a8-258f76b7d300,,N,"1150",,Geldersekade 95 H,,Rijksmonument
"POINT (4.90162662323263 52.3738375933571)",e9fcafe8-f8e9-40a1-9e72-462253a7eeaf,e9fcafe8-f8e9-40a1-9e72-462253a7eeaf,,N,"1151",,Geldersekade 97 H,,Rijksmonument
"POINT (4.90161302137276 52.3737386728575)",0905f09a-0927-482b-ab65-51e7cd90d4d4,0905f09a-0927-482b-ab65-51e7cd90d4d4,,N,"1152",,Betreden via Nieuwe Jonkerstraat 16,,Rijksmonument
"POINT (4.90143897723861 52.3735402295328)",017e8d6c-b2e9-41f9-9365-1dd89398d9be,017e8d6c-b2e9-41f9-9365-1dd89398d9be,,N,"1153",,Geldersekade 105 C,,Rijksmonument
"POINT (4.90142488374759 52.3734862454997)",3bb1b5e4-10f9-4620-8ccd-38d1b39ce826,3bb1b5e4-10f9-4620-8ccd-38d1b39ce826,,J,"1154",,Geldersekade 107 H,,Rijksmonument
"POINT (4.90121053140236 52.3729461037253)",5252ec3c-417f-42ea-bf4f-f827193ebbd2,5252ec3c-417f-42ea-bf4f-f827193ebbd2,,N,"1155",,Geldersekade 119 A,,Rijksmonument
"POINT (4.90118195148269 52.3728740847887)",b113603b-fe9d-46f8-aedf-57acd18ad6ce,b113603b-fe9d-46f8-aedf-57acd18ad6ce,,N,"1156",,Geldersekade 121 A,,Rijksmonument
"POINT (4.90116795699177 52.3728111134188)",25b81522-07aa-453f-8009-4312584c3590,25b81522-07aa-453f-8009-4312584c3590,,N,"1157",,Geldersekade 127,,Rijksmonument
"POINT (4.90201044920176 52.3763377471219)",145bab34-11b2-49ab-8fe5-d89f54b35eaa,145bab34-11b2-49ab-8fe5-d89f54b35eaa,,N,"1158",,Geldersekade 2 H,,Rijksmonument
"POINT (4.9020108424711 52.3763017979455)",2369ffa4-a16a-4b83-8440-115c6c722bcd,2369ffa4-a16a-4b83-8440-115c6c722bcd,,N,"1159",,Geldersekade 4,,Rijksmonument
"POINT (4.90045701923406 52.3733654306684)",bf4b6261-bd34-45f5-92c6-15beb89d6f78,bf4b6261-bd34-45f5-92c6-15beb89d6f78,,N,"1194",,Geldersekade 120,,Rijksmonument
"POINT (4.90198206245996 52.3762477538355)",d9d4ee30-052f-46df-bfde-5d081552244b,d9d4ee30-052f-46df-bfde-5d081552244b,,N,"1160",,Geldersekade 6 A,,Rijksmonument
"POINT (4.90193879424299 52.3761756749506)",7096a5b1-a8d7-494c-b7e5-06772d271918,7096a5b1-a8d7-494c-b7e5-06772d271918,,N,"1161",Ship Chandlers Warehouse,Ship Chandlers Warehouse,,Rijksmonument
"POINT (4.90173271332071 52.3762197687272)",eb4c3776-521e-45b0-9a18-2e80cb7939e8,eb4c3776-521e-45b0-9a18-2e80cb7939e8,,N,"1162",,Oudezijds Kolk 1 M,,Rijksmonument
"POINT (4.90186694311509 52.3760315773201)",1d3855d4-d6d3-4c8f-ae35-dbf52c0fa62f,1d3855d4-d6d3-4c8f-ae35-dbf52c0fa62f,,N,"1163",,Geldersekade 12 A,,Rijksmonument
"POINT (4.90180859700509 52.3759953873738)",f006b0dc-0de3-4578-8437-c6347d997bcf,f006b0dc-0de3-4578-8437-c6347d997bcf,,N,"1164",,Geldersekade 14 A,,Rijksmonument
"POINT (4.90176552604699 52.3759053338333)",2071c372-c589-478a-987f-128f62dad588,2071c372-c589-478a-987f-128f62dad588,,N,"1165",,Geldersekade 16,,Rijksmonument
"POINT (4.90173674659083 52.3758512896599)",846be5a0-d354-4c54-96c1-3ef7366d8bfe,846be5a0-d354-4c54-96c1-3ef7366d8bfe,,N,"1166",,Geldersekade 18,,Rijksmonument
"POINT (4.9014638373734 52.3752929331618)",56651bd7-87fc-497b-949e-6bd090cf2c36,56651bd7-87fc-497b-949e-6bd090cf2c36,,N,"1167",,Geldersekade 36,,Rijksmonument
"POINT (4.90137592642212 52.3752745971091)",9ac01572-6827-4cf7-8f80-51e00df8f937,9ac01572-6827-4cf7-8f80-51e00df8f937,,N,"1168",,Geldersekade 40 C,,Rijksmonument
"POINT (4.9013771077345 52.375166749564)",efd539f1-293e-4581-87af-d3dc7d4ad774,efd539f1-293e-4581-87af-d3dc7d4ad774,,N,"1169",,Geldersekade 46,,Rijksmonument
"POINT (4.90130447240331 52.3750945499325)",1e4040ce-e172-4902-8cce-2917c3bfbc28,1e4040ce-e172-4902-8cce-2917c3bfbc28,,N,"1170",,Geldersekade 50 B,,Rijksmonument
"POINT (4.90131955079251 52.375058661007)",52242f61-8a55-4d3d-9d9b-844394763f8c,52242f61-8a55-4d3d-9d9b-844394763f8c,,N,"1171",,Geldersekade 52,,Rijksmonument
"POINT (4.90107070128126 52.3749857380278)",f9c678e0-a4bf-4921-b161-6e60e6fc0af1,f9c678e0-a4bf-4921-b161-6e60e6fc0af1,,N,"1172",,Zeedijk 57,,Rijksmonument
"POINT (4.90123341284577 52.3748785535234)",714b656c-23f6-4976-bd62-f276fef9a80e,714b656c-23f6-4976-bd62-f276fef9a80e,,N,"1173",,Geldersekade 58,,Rijksmonument
"POINT (4.90110341926315 52.3746802905393)",64358e41-c3ac-424d-9ab4-2fd621e2c590,64358e41-c3ac-424d-9ab4-2fd621e2c590,,N,"1174",,Geldersekade 68,,Rijksmonument
"POINT (4.90107464140477 52.3746262461935)",ef613e12-daf3-4b66-8721-0aa33617fcaa,ef613e12-daf3-4b66-8721-0aa33617fcaa,,N,"1175",,Geldersekade 72,,Rijksmonument
"POINT (4.90107503541308 52.3745902970087)",cfad5da7-5ccf-4d09-bf99-0ce09f9bff4f,cfad5da7-5ccf-4d09-bf99-0ce09f9bff4f,,N,"1176",,Geldersekade 74,,Rijksmonument
"POINT (4.90104586361635 52.3745722018402)",fe3f2bdc-83ea-45d3-bdec-08aba3abf817,fe3f2bdc-83ea-45d3-bdec-08aba3abf817,,N,"1177",,Geldersekade 76 A,,Rijksmonument
"POINT (4.90101688887075 52.374536132072)",e7331b7e-ef60-4e7d-b149-534ad4b430c9,e7331b7e-ef60-4e7d-b149-534ad4b430c9,,N,"1178",,Geldersekade 78 H,,Rijksmonument
"POINT (4.90098830824939 52.374464113111)",eccde95b-e025-4508-8ace-135c39bf5833,eccde95b-e025-4508-8ace-135c39bf5833,,N,"1179",,Geldersekade 80 H,,Rijksmonument
"POINT (4.90097431353915 52.3744011417382)",b29f09d8-288d-4fb4-82f3-47765260decf,b29f09d8-288d-4fb4-82f3-47765260decf,,N,"1180",,Geldersekade 82 A,,Rijksmonument
"POINT (4.90081574238071 52.3741308594466)",c3de3721-7aa4-4921-a55b-4c194fec63b5,c3de3721-7aa4-4921-a55b-4c194fec63b5,,N,"1181",,Betreden via Geldersekade 88 A,,Rijksmonument
"POINT (4.90077218242998 52.3740857419999)",7dfe79ce-2baf-477a-a977-ecbee78a2f1e,7dfe79ce-2baf-477a-a977-ecbee78a2f1e,,N,"1182",,Geldersekade 88 A,,Rijksmonument
"POINT (4.90077287236224 52.3740228309216)",4ea5b6ea-c9c1-4298-830a-a69d11ef8150,4ea5b6ea-c9c1-4298-830a-a69d11ef8150,,N,"1183",,Geldersekade 90,,Rijksmonument
"POINT (4.90071452978485 52.3739866404256)",6a418d37-90e4-4369-8ccb-bfa63b09e8de,6a418d37-90e4-4369-8ccb-bfa63b09e8de,,N,"1184",,Geldersekade 92 C,,Rijksmonument
"POINT (4.90071531836987 52.3739147420493)",fe35fcd3-e1df-4fdf-85e4-43e658bc827b,fe35fcd3-e1df-4fdf-85e4-43e658bc827b,,N,"1185",,Geldersekade 94 1,,Rijksmonument
"POINT (4.90070132421826 52.3738517706379)",3b2d7abc-6192-4d9a-9205-9b47f0ac5aa8,3b2d7abc-6192-4d9a-9205-9b47f0ac5aa8,,N,"1186",,Geldersekade 96 A,,Rijksmonument
"POINT (4.90062948085527 52.373707672198)",e223c871-4fa1-4d3e-8935-ee8ca0fd831a,e223c871-4fa1-4d3e-8935-ee8ca0fd831a,,N,"1187",,Geldersekade 102 A,,Rijksmonument
"POINT (4.90058582291014 52.373671541977)",2fba464d-6837-4477-9f21-7133c2cec321,2fba464d-6837-4477-9f21-7133c2cec321,,N,"1188",,Geldersekade 104,,Rijksmonument
"POINT (4.90057153321447 52.3736355324399)",9073e944-1395-42d4-bec5-bc1ce0e4014a,9073e944-1395-42d4-bec5-bc1ce0e4014a,,N,"1189",,Geldersekade 106 H,,Rijksmonument
"POINT (4.90057242062412 52.3735546467622)",4fadce2b-3c2a-449a-8cce-cfd799063fdf,4fadce2b-3c2a-449a-8cce-cfd799063fdf,,N,"1190",,Geldersekade 110,,Rijksmonument
"POINT (4.9005287628758 52.3735185165193)",0a7918e3-ec23-49e2-8282-285fba728907,0a7918e3-ec23-49e2-8282-285fba728907,,N,"1191",,Geldersekade 112 1,,Rijksmonument
"POINT (4.9005144732754 52.3734825069744)",5da7cfb0-879a-4206-9ec5-d83d9a541077,5da7cfb0-879a-4206-9ec5-d83d9a541077,,N,"1192",,Geldersekade 114,,Rijksmonument
"POINT (4.90050028231329 52.3734375101297)",85c0ba93-5919-424a-a1ce-04c7865f5b98,85c0ba93-5919-424a-a1ce-04c7865f5b98,,N,"1193",,Geldersekade 116 A,,Rijksmonument
"POINT (4.880643752357 52.3788277419469)",97ec41d5-cb2d-4a67-8cf5-1e275b276834,97ec41d5-cb2d-4a67-8cf5-1e275b276834,,N,"1196",,Gietersstraat 6,,Rijksmonument
"POINT (4.88048241423517 52.3788090762583)",b182a7d3-9d35-46c7-a410-5ba5a9f4a82d,b182a7d3-9d35-46c7-a410-5ba5a9f4a82d,,N,"1197",,Gietersstraat 8,,Rijksmonument
"POINT (4.87093764525708 52.3761614111175)",f4016795-602b-41f2-8796-4319fcd3b98f,f4016795-602b-41f2-8796-4319fcd3b98f,,N,"1198",Paltrokmolen De Otter,Paltrokmolen De Otter,,Rijksmonument
