OBJECTID,SIGMA_ID,OBJECT,X,Y,Z,VERKANTING,M_SIGMATRAJECT,ELEMENT_TYPE_HORIZONTAAL,ELEMENT_LENGTE_HORIZONTAAL,BOOGSTRAAL_HORIZONTAAL,TANGENTPUNT_VERKANTING,OVERGANGSHELLING_WAARDE,OVERGANGSHELLING_LENGTE,ELEMENT_LENGTE_VERTICAAL,TANGENTPUNT_ONTWERPSNELHEID,ONTWERPSNELHEID,DATUM_GOEDGEKEURD,ARGUMENT_HORIZONTAAL,ARGUMENT_VERTICAAL,TRAJECTNAAM,OPMERKING,HELLING_VERTICAAL,BOOGSTRAAL_VERTICAAL,FUNCTIE,WISSEL_KRUISING_NAAM_SIGMA,TEKENINGNUMMER,POSITIONELE_NAUWKEURIGHEID_MM,SIGMATRAJECT_GUID
1049,19978792,,236603.0912,579395.8613,2.72,0,40.00001,,,,,,,,,40,2017/05/01 00:00:00+00,120.544907,100,003_2213L_83.9,,,,L,2215,420116_L,10,da769f9f-f774-40e3-a17e-b5f9d2df6f64
1050,19978793,LL2215,236607.7341,579394.3088,2.72,0,44.89551,BOOG,18.02533,195,,,,,,40,2017/05/01 00:00:00+00,120.544905,100,003_2213L_83.9,,,,L,2215,420116_L,10,da769f9f-f774-40e3-a17e-b5f9d2df6f64
1051,19978794,,236612.5533,579392.6267,2.72,0,50.00001,,,195,,,,,,40,2017/05/01 00:00:00+00,122.211379,100,003_2213L_83.9,,,,L,2215,420116_L,10,da769f9f-f774-40e3-a17e-b5f9d2df6f64
1052,19978795,MPL9,236617.9486,579390.5729,2.72,0,55.77323,,,195,,,,,,40,2017/05/01 00:00:00+00,124.096173,100,003_2213L_83.9,,,,MPL9 ,2215,420116_L,10,da769f9f-f774-40e3-a17e-b5f9d2df6f64
1053,19978796,,236621.8591,579388.9687,2.72,0,60.00001,,,195,,,,,,40,2017/05/01 00:00:00+00,125.476095,100,003_2213L_83.9,,,,L,2215,420116_L,10,da769f9f-f774-40e3-a17e-b5f9d2df6f64
1054,19978797,LL2215,236624.5405,579387.8107,2.72,0,62.92084,BOOG,2.055,250,,,,,,40,2017/05/01 00:00:00+00,126.429665,100,003_2213L_83.9,,,,L,2215,420116_L,10,da769f9f-f774-40e3-a17e-b5f9d2df6f64
1055,19978798,LL2215,236626.4175,579386.9741,2.72,0,64.97584,RST,1.31602,,,,,,,40,2017/05/01 00:00:00+00,126.952966,100,003_2213L_83.9,,,,L,2215,420116_L,10,da769f9f-f774-40e3-a17e-b5f9d2df6f64
1056,19978799,,236627.6173,579386.4335,2.72,0,66.29186,,,,,,,,,40,2017/05/01 00:00:00+00,126.952966,100,003_2213L_83.9,,,,,,,10,da769f9f-f774-40e3-a17e-b5f9d2df6f64
1057,19978800,LL2235,236855.5827,579257.2439,2.72,0,0,RST,27.365,,TP_D,,,505.17962,,40,2017/05/01 00:00:00+00,141.678872,100,003_2235L_84.2,,"0,0000",,L,2235,420117_R,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1058,19978801,,236863.5151,579251.1548,2.72,0,10,,,,,,,,,40,2017/05/01 00:00:00+00,141.678872,100,003_2235L_84.2,,,,L,2235,420117_R,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1059,19978802,MPR9,236863.9355,579250.8321,2.72,0,10.52999,,,,,,,,,40,2017/05/01 00:00:00+00,141.678872,100,003_2235L_84.2,,,,MPR9 ,2235,420117_R,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1060,19978803,,236871.4475,579245.0657,2.72,0,20,,,,,,,,,40,2017/05/01 00:00:00+00,141.678872,100,003_2235L_84.2,,,,L,2235,420117_R,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1061,19978804,LLT2235,236877.2896,579240.581,2.72,0,27.365,RST,9.205,,,,,,,40,2017/05/01 00:00:00+00,141.678872,100,003_2235L_84.2,,,,LT,2235,420117_R,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1062,19978805,,236879.3798,579238.9765,2.72,0,30,,,,,,,,,40,2017/05/01 00:00:00+00,141.678872,100,003_2235L_84.2,,,,LT,2235,420117_R,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1063,19978806,,236884.5914,579234.976,2.72,0,36.57,RST,21.18552,,,,,,,40,2017/05/01 00:00:00+00,141.678872,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1064,19978807,,236887.3122,579232.8874,2.72,0,40,,,,,,,,,40,2017/05/01 00:00:00+00,141.678872,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1065,19978808,,236895.2446,579226.7983,2.72,0,50,,,,,,,,,40,2017/05/01 00:00:00+00,141.678872,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1066,19978809,,236901.3965,579222.0758,2.72,0,57.75552,BOOG,27.66431,-250,,,,,,40,2017/05/01 00:00:00+00,141.678872,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1067,19978810,,236903.183,579220.7171,2.72,0,60,,,-250,,,,,,40,2017/05/01 00:00:00+00,141.10732,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1068,19978811,,236911.2879,579214.8608,2.72,0,70,,,-250,,,,,,40,2017/05/01 00:00:00+00,138.560841,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1069,19978812,,236919.6206,579209.3332,2.72,0,80,,,-250,,,,,,40,2017/05/01 00:00:00+00,136.014363,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1070,19978813,,236924.2272,579206.4779,2.72,0,85.41983,RST,419.75979,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1071,19978814,,236928.1461,579204.1073,2.72,0,90,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1072,19978815,,236936.7024,579198.9314,2.72,0,100,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1073,19978816,,236945.2587,579193.7555,2.72,0,110,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1074,19978817,,236953.8149,579188.5795,2.72,0,120,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1075,19978818,,236962.3712,579183.4036,2.72,0,130,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1076,19978819,,236970.9275,579178.2277,2.72,0,140,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1077,19978820,,236979.4838,579173.0518,2.72,0,150,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1078,19978821,,236988.0401,579167.8759,2.72,0,160,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1079,19978822,,236996.5963,579162.7,2.72,0,170,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1080,19978823,,237005.1526,579157.5241,2.72,0,180,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1081,19978824,,237013.7089,579152.3482,2.72,0,190,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1082,19978825,,237022.2652,579147.1723,2.72,0,200,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1083,19978826,,237030.8215,579141.9964,2.72,0,210,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1084,19978827,,237039.3778,579136.8205,2.72,0,220,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1085,19978828,,237047.934,579131.6445,2.72,0,230,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1086,19978829,,237056.4903,579126.4686,2.72,0,240,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1087,19978830,,237065.0466,579121.2927,2.72,0,250,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1088,19978831,,237073.6029,579116.1168,2.72,0,260,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1089,19978832,,237082.1592,579110.9409,2.72,0,270,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1090,19978833,,237090.7155,579105.765,2.72,0,280,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1091,19978834,,237099.2717,579100.5891,2.72,0,290,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1092,19978835,,237107.828,579095.4132,2.72,0,300,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1093,19978836,,237116.3843,579090.2373,2.72,0,310,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1094,19978837,,237124.9406,579085.0614,2.72,0,320,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1095,19978838,,237133.4969,579079.8855,2.72,0,330,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1096,19978839,,237142.0531,579074.7096,2.72,0,340,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1097,19978840,,237150.6094,579069.5336,2.72,0,350,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1098,19978841,,237159.1657,579064.3577,2.72,0,360,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1099,19978842,,237167.722,579059.1818,2.72,0,370,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1100,19978843,,237176.2783,579054.0059,2.72,0,380,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1101,19978844,,237184.8346,579048.83,2.72,0,390,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1102,19978845,,237193.3908,579043.6541,2.72,0,400,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1103,19978846,,237201.9471,579038.4782,2.72,0,410,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1104,19978847,,237210.5034,579033.3023,2.72,0,420,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1105,19978848,,237219.0597,579028.1264,2.72,0,430,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1106,19978849,,237227.616,579022.9505,2.72,0,440,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1107,19978850,,237236.1723,579017.7746,2.72,0,450,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1108,19978851,,237244.7285,579012.5986,2.72,0,460,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1109,19978852,,237253.2848,579007.4227,2.72,0,470,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1110,19978853,,237261.8411,579002.2468,2.72,0,480,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1111,19978854,,237270.3974,578997.0709,2.72,0,490,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1112,19978855,,237278.9537,578991.895,2.72,0,500,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1113,19978856,,237283.3855,578989.2141,2.72,0,505.17962,,,,,,,,,40,2017/05/01 00:00:00+00,134.634212,100,003_2235L_84.2,,,,,,,10,de1b3863-d07c-4990-b6b2-25f843ef299d
1114,19978857,LR2223,236787.0044,579308.4209,2.72,0,0,RST,1.31602,,TP_D,,,33.14589,,40,2020/08/01 00:00:00+00,135.270812,100,003_2223R_84.1,,"0,0000",,R,2223,420117_R,10,e3ecb22b-6e54-4191-b784-8078071da641
1115,19978858,LR2223,236788.1236,579307.7285,2.72,0,1.31602,BOOG,2.055,250,,,,,,40,2020/08/01 00:00:00+00,135.270812,100,003_2223R_84.1,,,,R,2223,420117_R,10,e3ecb22b-6e54-4191-b784-8078071da641
1116,19978859,LR2223,236789.8667,579306.6401,2.72,0,3.37102,BOOG,18.02533,195,,,,,,40,2020/08/01 00:00:00+00,135.794114,100,003_2223R_84.1,,,,R,2223,420117_R,10,e3ecb22b-6e54-4191-b784-8078071da641
1117,19978860,,236795.4141,579303.0116,2.72,0,10,,,195,,,,,,40,2020/08/01 00:00:00+00,137.958288,100,003_2223R_84.1,,,,R,2223,420117_R,10,e3ecb22b-6e54-4191-b784-8078071da641
1118,19978861,MPR9,236795.8426,579302.7199,2.72,0,10.51844,,,195,,,,,,40,2020/08/01 00:00:00+00,138.127543,100,003_2223R_84.1,,,,MPR9 ,2223,420117_R,10,e3ecb22b-6e54-4191-b784-8078071da641
1119,19978862,,236803.541,579297.1865,2.72,0,20,,,195,,,,,,40,2020/08/01 00:00:00+00,141.223002,100,003_2223R_84.1,,,,R,2223,420117_R,10,e3ecb22b-6e54-4191-b784-8078071da641
1120,19978863,LR2223,236804.6517,579296.3402,2.72,0,21.39635,RST,5.94611,,,,,,,40,2020/08/01 00:00:00+00,141.678871,100,003_2223R_84.1,,,,R,2223,420117_R,10,e3ecb22b-6e54-4191-b784-8078071da641
1121,19978864,LRK2223,236809.3683,579292.7196,2.72,0,27.34246,RST,5.80343,,,,,,,40,2020/08/01 00:00:00+00,141.678871,100,003_2223R_84.1,,,,R,K2223,420306_K_5_00,10,e3ecb22b-6e54-4191-b784-8078071da641
1122,19978865,,236811.4764,579291.1013,2.72,0,30,,,,,,,,,40,2020/08/01 00:00:00+00,141.678871,100,003_2223R_84.1,,,,R,K2223,420306_K_5_00,10,e3ecb22b-6e54-4191-b784-8078071da641
1123,19978866,,236813.9718,579289.1858,2.72,0,33.14589,,,,,,,,,40,2020/08/01 00:00:00+00,141.678871,100,003_2223R_84.1,,,,,,,10,e3ecb22b-6e54-4191-b784-8078071da641
1124,19978867,MPE9 LL2227/2229,236834.5175,579279.679,2.72,0,0,RST,10.075,,TP_D,,,22.6385,,40,2020/08/01 00:00:00+00,327.589556,100,003_2227Q_84.2,,"0,0000",,MPE9 ,2227/2229,415099_E,10,ea1cfcbd-7bb9-4e55-8594-ac1fc5474a59
1125,19978868,,236825.4419,579283.8784,2.72,0,10,,,,,,,,,40,2020/08/01 00:00:00+00,327.589556,100,003_2227Q_84.2,,,,L,2227/2229,415099_E,10,ea1cfcbd-7bb9-4e55-8594-ac1fc5474a59
1126,19978869,LV2227/2229,236825.3739,579283.9099,2.72,0,10.075,RST,6.76,,,,,,,40,2020/08/01 00:00:00+00,327.589556,100,003_2227Q_84.2,,,,V,2227/2229,415099_E,10,ea1cfcbd-7bb9-4e55-8594-ac1fc5474a59
1127,19978870,LLK2223,236819.2388,579286.7487,2.72,0,16.835,RST,5.80343,,,,,,,40,2020/08/01 00:00:00+00,327.589556,100,003_2227Q_84.2,,,,L,K2223,420306_K_5_00,10,ea1cfcbd-7bb9-4e55-8594-ac1fc5474a59
1128,19978871,,236816.3663,579288.0778,2.72,0,20,,,,,,,,,40,2020/08/01 00:00:00+00,327.589556,100,003_2227Q_84.2,,,,L,K2223,420306_K_5_00,10,ea1cfcbd-7bb9-4e55-8594-ac1fc5474a59
1129,19978872,,236813.9718,579289.1858,2.72,0,22.63843,,,,,,,,,40,2020/08/01 00:00:00+00,327.589556,100,003_2227Q_84.2,,,,,,,10,ea1cfcbd-7bb9-4e55-8594-ac1fc5474a59
1130,19978873,LR2213,236565.5647,579409.6368,2.72,0,0,RST,27.365,,TP_D,,,108.96635,,40,2017/05/01 00:00:00+00,127.589549,100,003_2213R_83.9,,"0,0000",,R,2213,420116_L,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1131,19978874,,236574.6402,579405.4374,2.72,0,10,,,,,,,,,40,2017/05/01 00:00:00+00,127.589549,100,003_2213R_83.9,,,,R,2213,420116_L,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1132,19978875,MPL9,236575.1212,579405.2149,2.72,0,10.52999,,,,,,,,,40,2017/05/01 00:00:00+00,127.589549,100,003_2213R_83.9,,,,MPL9 ,2213,420116_L,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1133,19978876,,236583.7158,579401.238,2.72,0,20,,,,,,,,,40,2017/05/01 00:00:00+00,127.589549,100,003_2213R_83.9,,,,R,2213,420116_L,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1134,19978877,LLT2213,236590.3999,579398.1452,2.72,0,27.365,RST,9.205,,,,,,,40,2020/08/01 00:00:00+00,127.589549,100,003_2213R_83.9,,,,LT,2213,420116_L,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1135,19978878,,236592.7913,579397.0387,2.72,0,30,,,,,,,,,40,2020/08/01 00:00:00+00,127.589549,100,003_2213R_83.9,,,,LT,2213,420116_L,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1136,19978879,,236598.7539,579394.2797,2.72,0,36.57,RST,2.79339,,,,,,,40,2020/08/01 00:00:00+00,127.589549,100,003_2213R_83.9,,,,,,,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1137,19978880,,236601.2891,579393.1066,2.72,0,39.36339,BOOG,27.66432,250,,,,,,40,2020/08/01 00:00:00+00,127.589549,100,003_2213R_83.9,,,,,,,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1138,19978881,,236601.8665,579392.8386,2.72,0,40,,,250,,,,,,40,2020/08/01 00:00:00+00,127.751662,100,003_2213R_83.9,,,,,,,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1139,19978882,,236610.8444,579388.436,2.72,0,50,,,250,,,,,,40,2020/08/01 00:00:00+00,130.298141,100,003_2213R_83.9,,,,,,,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1140,19978883,,236619.6392,579383.6779,2.72,0,60,,,250,,,,,,40,2020/08/01 00:00:00+00,132.844619,100,003_2213R_83.9,,,,,,,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1141,19978884,,236625.7026,579380.1254,2.72,0,67.02771,RST,5.39118,,,,,,,40,2020/08/01 00:00:00+00,134.63421,100,003_2213R_83.9,,,,,,,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1142,19978885,,236628.2458,579378.5869,2.72,0,70,,,,,,,,,40,2020/08/01 00:00:00+00,134.63421,100,003_2213R_83.9,,,,,,,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1143,19978886,LLT2217,236630.3154,579377.3349,2.72,0,72.41889,RST,9.205,,,,,,,40,2020/08/01 00:00:00+00,134.63421,100,003_2213R_83.9,,,,LT,2217,420117_R,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1144,19978887,,236636.8021,579373.411,2.72,0,80,,,,,,,,,40,2020/08/01 00:00:00+00,134.63421,100,003_2213R_83.9,,,,LT,2217,420117_R,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1145,19978888,LR2217,236638.1915,579372.5705,2.72,0,81.62389,RST,5.94611,,,,,,,40,2017/05/01 00:00:00+00,134.63421,100,003_2213R_83.9,,,,R,2217,420117_R,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1146,19978889,LR2217,236643.2792,579369.4928,2.72,0,87.57,BOOG,18.02533,-195,,,,,,40,2017/05/01 00:00:00+00,134.634213,100,003_2213R_83.9,,,,R,2217,420117_R,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1147,19978890,,236645.3661,579368.2481,2.72,0,90,,,-195,,,,,,40,2017/05/01 00:00:00+00,133.840886,100,003_2213R_83.9,,,,R,2217,420117_R,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1148,19978891,MPR9,236652.7387,579364.1252,2.72,0,98.4477,,,-195,,,,,,40,2017/05/01 00:00:00+00,131.082953,100,003_2213R_83.9,,,,MPR9 ,2217,420117_R,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1149,19978892,,236654.1124,579363.4024,2.72,0,100,,,-195,,,,,,40,2017/05/01 00:00:00+00,130.57617,100,003_2213R_83.9,,,,R,2217,420117_R,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1150,19978893,LR2217,236659.1111,579360.8887,2.72,0,105.59533,BOOG,2.055,-250,,,,,,40,2017/05/01 00:00:00+00,128.749453,100,003_2213R_83.9,,,,R,2217,420117_R,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1151,19978894,LR2217,236660.9638,579359.9995,2.72,0,107.65033,RST,1.31602,,,,,,,40,2017/05/01 00:00:00+00,128.226152,100,003_2213R_83.9,,,,R,2217,420117_R,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1152,19978895,,236662.1525,579359.4349,2.72,0,108.96635,,,,,,,,,40,2017/05/01 00:00:00+00,128.226152,100,003_2213R_83.9,,,,,,,10,eae5f201-8fb6-45a7-bdf2-37d505591884
1153,19978896,LLR2227/2229,236843.661,579275.4482,2.72,0,0,RST,0.81645,,TP_D,,,20.12712,,40,2020/08/01 00:00:00+00,328.226151,100,003_2227/2229_S_T_84.2,,"0,0000",,LR,2227/2229,415099_E,10,eca748a3-2f86-4965-ab70-ac75676f26ec
1154,19978897,LLR2227/2229,236842.9235,579275.7984,2.72,0,0.81645,BOOG,18.49422,204,,,,,,40,2020/08/01 00:00:00+00,328.226151,100,003_2227/2229_S_T_84.2,,,,LR,2227/2229,415099_E,10,eca748a3-2f86-4965-ab70-ac75676f26ec
1155,19978898,,236834.7194,579279.9235,2.72,0,10,,,204,,,,,,40,2020/08/01 00:00:00+00,331.092047,100,003_2227/2229_S_T_84.2,,,,LR,2227/2229,415099_E,10,eca748a3-2f86-4965-ab70-ac75676f26ec
1156,19978899,MPE9,236834.6634,579279.9534,2.72,0,10.0635,,,204,,,,,,40,2020/08/01 00:00:00+00,331.111864,100,003_2227/2229_S_T_84.2,,,,MPE9 ,2227/2229,415099_E,10,eca748a3-2f86-4965-ab70-ac75676f26ec
1157,19978900,LLR2227/2229,236826.5998,579284.4782,2.72,0,19.31067,RST,0.81645,,,,,,,40,2020/08/01 00:00:00+00,333.997615,100,003_2227/2229_S_T_84.2,,,,LR,2227/2229,415099_E,10,eca748a3-2f86-4965-ab70-ac75676f26ec
1158,19978901,,236826.0064,579284.829,2.72,0,20,,,,,,,,,40,2020/08/01 00:00:00+00,333.997615,100,003_2227/2229_S_T_84.2,,,,LR,2227/2229,415099_E,10,eca748a3-2f86-4965-ab70-ac75676f26ec
1159,19978902,,236825.897,579284.8938,2.72,0,20.12712,,,,,,,,,40,2020/08/01 00:00:00+00,333.997615,100,003_2227/2229_S_T_84.2,,,,,,,10,eca748a3-2f86-4965-ab70-ac75676f26ec
1160,19978903,LR2241,236891.2933,579224.5499,2.72,0,0,RST,27.365,,TP_D,,,440.90155,,40,2017/05/01 00:00:00+00,148.723529,100,003_2241R_84.3,,"0,0000",,R,2241,420116_L,10,f777864e-120d-4a2e-b6c7-36476a729d1a
1161,19978904,,236898.5047,579217.6221,2.72,0,10,,,,,,,,,40,2017/05/01 00:00:00+00,148.723529,100,003_2241R_84.3,,,,R,2241,420116_L,10,f777864e-120d-4a2e-b6c7-36476a729d1a
1162,19978905,MPL9,236898.887,579217.2549,2.72,0,10.53002,,,,,,,,,40,2017/05/01 00:00:00+00,148.723529,100,003_2241R_84.3,,,,MPL9 ,2241,420116_L,10,f777864e-120d-4a2e-b6c7-36476a729d1a
1163,19978906,,236905.7162,579210.6942,2.72,0,20,,,,,,,,,40,2017/05/01 00:00:00+00,148.723529,100,003_2241R_84.3,,,,R,2241,420116_L,10,f777864e-120d-4a2e-b6c7-36476a729d1a
1164,19978907,LLT2241,236911.0274,579205.5918,2.72,0,27.365,RST,9.205,,,,,,,40,2017/05/01 00:00:00+00,148.723529,100,003_2241R_84.3,,,,LT,2241,420116_L,10,f777864e-120d-4a2e-b6c7-36476a729d1a
1165,19978908,,236912.9276,579203.7663,2.72,0,30,,,,,,,,,40,2017/05/01 00:00:00+00,148.723529,100,003_2241R_84.3,,,,LT,2241,420116_L,10,f777864e-120d-4a2e-b6c7-36476a729d1a
1166,19978909,,236917.6655,579199.2147,2.72,0,36.57,RST,8.89473,,,,,,,40,2017/05/01 00:00:00+00,148.723529,100,003_2241R_84.3,,,,,,,10,f777864e-120d-4a2e-b6c7-36476a729d1a
1167,19978910,,236920.139,579196.8384,2.72,0,40,,,,,,,,,40,2017/05/01 00:00:00+00,148.723529,100,003_2241R_84.3,,,,,,,10,f777864e-120d-4a2e-b6c7-36476a729d1a
