BOOMSOORT,LATIJNSENA,STATUS,PLANTJAAR,HOOGTE,DIAMETER,EINDBEELD,VITALITEIT,LEVENSVERW,BEHEERDER,KORTETERM,OPPERVLAK,RANDLENGTE,LANGETERM,VTACONTROL,WEGTYPE,STANDPLAAT,GEOID,longitude,latitude
Eik,Quercus rubra,Waardevol,1960,18-24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,4678,5.45158511724,51.416771732400001
Valse acasia,Robinia pseudoacacia,Basis,1970,6-9,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,47847,5.44905462098,51.493330933099998
Berk,Betula pendula,Basis,1985,9-12,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,2.5,4,Geen actie,C 1 x 3jr,Voetpad,Gazon,2192,5.50307405519,51.454770765100001
Populier,Populus alba,Basis,1965,18-24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,136119,5.45296277193,51.429901115600003
Eik,Quercus robur,Waardevol,1960,18-24,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,13347,5.4902189556,51.409196707
Populier,Populus euramericana,Basis,1975,> 24,50 t/m 55,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Gazon,136563,5.45521831616,51.415486583000003
Amberboom,Liquidambar styraciflua,Basis,1990,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,52828,5.47408957644,51.489591007599998
Esdoorn,Acer platanoides,Basis,1975,9-12,35 t/m 40,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,130444,5.46154744253,51.418724482599998
Berk,Betula pendula Laciniata,Basis,1970,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,39900,5.46749321922,51.473026663399999
Eik,Quercus robur,Basis,1990,12-15,30 t/m 35,Vrij uitgroei,Hoog,>15 jr,REB Buitengebied,OhsB,0,0,Geen actie,C 1 x 5jr,NVT,Beplanting,76234,5.45451108631,51.4942121833
Eik,Quercus robur,Basis,1975,15-18,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,45553,5.44912056353,51.486445359500003
Plataan,Platanus hispanica,Basis,1985,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,83079,5.47545472186,51.416526821399998
Es,Fraxinus excelsior,Waardevol,1950,12-15,55 t/m 60,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,129567,5.46171444564,51.433880425600002
Es,Fraxinus ornus Obelisk,Basis,2004,6-9,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,128437,5.48101645975,51.472573147699997
Eik,Quercus robur,Basis,1970,15-18,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,75021,5.47267502815,51.480167108700002
Paardenkastanje,Aesculus carnea Briotii,Basis,1985,9-12,25 t/m 30,TR 4.20,Basis,5-10 jr,REB Stedelijk,BgsA,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,123576,5.46675816082,51.427938038800001
Populier,Populus deltoides Missouriensis,Basis,1970,> 24,70 t/m 75,TR 3.00,Basis,10-15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x jr,Voetpad,Berm,11743,5.47892489594,51.422575506199998
Els,Alnus glutinosa,Basis,1980,12-15,30 t/m 35,Vrij uitgroei,Basis,>15 jr,REB Buitengebied,OhsB,0,0,Geen actie,C 1 x 5jr,NVT,Berm,61986,5.52342423277,51.455314653999999
Lijsterbes,Sorbus aucuparia,Basis,1965,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,53322,5.48531899398,51.493359817799998
Haagbeuk,Carpinus betulus,Basis,1985,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,67651,5.43687417093,51.421438746200003
Esdoorn,Acer platanoides Globosum,Basis,1995,< 6,10 t/m 15,Bol,Basis,>15 jr,REB Stedelijk,Altijd,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,95614,5.43621059014,51.420207973099998
Eik,Quercus robur,Waardevol,1970,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,68241,5.45135105691,51.4923225398
Es,Fraxinus excelsior Doorenbos,Basis,1965,12-15,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,18461,5.50290571341,51.425694859499998
Wilg,Salix alba Liempde,Waardevol,1970,18-24,65 t/m 70,TR 4.20,Laag,5-10 jr,REB Stedelijk,OhsB,0,0,NO,C 1 x jr,DB 1 rijstr./rr,Berm,130585,5.52742634394,51.455326518699998
Paardenkastanje,Aesculus carnea Briotii,Basis,1985,6-9,25 t/m 30,TR 4.20,Zeer laag,<5 jr,REB Stedelijk,BgsB,2.5,0,Kapvergunning,C 1 x 3jr,EB geen rijstr.ind,Verharding,33556,5.4924673546,51.458390007600002
Eik,Quercus robur,Waardevol,1945,18-24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,137794,5.41479299998,51.465041172200003
Eik,Quercus mauri,Basis,2011,,,,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Beplanting,95396,5.47803868838,51.482049347100002
Esdoorn,Acer pseudoplatanus,Basis,1970,9-12,35 t/m 40,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,119312,5.44318132437,51.417239457000001
Populier,Populus nigra Italica,Basis,1965,> 24,80 t/m 85,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,14306,5.50058687865,51.424737929800003
Esdoorn,Acer pseudoplatanus Negenia,Basis,1975,15-18,55 t/m 60,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,90994,5.43829207857,51.443990437300002
Eik,Quercus robur,Monumentaal,1920,> 24,80 t/m 85,Vrij uitgroei,Hoog,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,NVT,Berm,92167,5.50402637538,51.472876070300003
Linde,Tilia vulgaris europaea,Basis,1970,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,80561,5.45073605993,51.424247615600002
Eik,Quercus robur,Waardevol,1960,> 24,35 t/m 40,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,113463,5.42619815381,51.4633084568
,,,0,,,,,,Particulier,,,0,,,,,3203,5.48254669586,51.463773818200004
Valse Christusdoorn,Gleditsia triacanthos Inermis,Basis,2005,< 6,10 t/m 15,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,82839,5.44138021331,51.419525630599999
Eik,Quercus robur,Basis,1957,18-24,70 t/m 75,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,128204,5.50918464033,51.455026152999999
Els,Alnus cordata,Basis,1980,12-15,30 t/m 35,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,26750,5.52503799868,51.444793266799998
Peer,Pyrus canescens,Basis,1975,9-12,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,110793,5.43510278474,51.442855113900002
Eik,Quercus robur,Basis,1970,15-18,45 t/m 50,TR 4.20,Basis,>15 jr,REB Buitengebied,BgsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,2348,5.50524992208,51.457707796900003
Plataan,Platanus hispanica,Waardevol,1999,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,2.5,4,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Gazon,7178,5.48813037945,51.430346810099998
Valse acasia,Robinia pseudoacacia Bessoniana,Basis,1980,6-9,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,25484,5.47576583495,51.4536598428
Els,Alnus spaethii,Basis,2003,6-9,10 t/m 15,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,2.5,4,Geen actie,C 1 x 3jr,Fietspad,Gazon,87530,5.44692546655,51.423097806199998
Meidoorn,Crataegus prunifolia Splendens,Basis,1980,< 6,10 t/m 15,Vrij uitgroei,,,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,104513,5.5079157843,51.422371247999997
Cypress,Metasequoia glyptostroboides,Basis,1980,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,100250,5.43068072492,51.420218766700003
Eik,Quercus robur,Monumentaal,1930,> 24,85 t/m 90,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,73447,5.44438964118,51.454640614600002
Berk,Betula pendula,Waardevol,1960,15-18,25 t/m 30,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,8877,5.47966104934,51.429920075799998
Amberboom,Liquidambar styraciflua,Basis,2005,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,3,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,120702,5.42234132038,51.482715605499997
Kers,Prunus cerasifera Nigra,Basis,1990,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,135090,5.47207256242,51.429180477000003
Eik,Quercus robur,Waardevol,1940,18-24,45 t/m 50,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,137961,5.4264145275,51.4632812742
Esdoorn,Acer pseudoplatanus,Basis,1980,9-12,30 t/m 35,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,68483,5.44724227556,51.415121007899998
Populier,Populus balsamifera,Waardevol,1970,18-24,90 t/m 95,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,87478,5.47406124488,51.425197794699997
,,,0,6-9,15 t/m 20,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,,C 1 x 3jr,NVT,Beplanting,102596,5.46858942648,51.481518521600002
Linde,Tilia cordata Rancho,Basis,1980,9-12,35 t/m 40,TR 4.20,,,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,16710,5.51828241674,51.451053606899997
Esdoorn,Acer pseudoplatanus Negenia,Basis,2000,6-9,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,52481,5.45813750142,51.477182315699999
Linde,Tilia cordata,Waardevol,1950,15-18,60 t/m 65,Lei,Basis,>15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,67020,5.53196480511,51.4361780642
Valse Christusdoorn,Gleditsia triacanthos Skyline,Basis,2006,6-9,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,82433,5.46120187897,51.427256217900002
Eik,Quercus rubra,Waardevol,1945,18-24,60 t/m 65,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,80878,5.43398050507,51.413156284800003
Esdoorn,Acer pseudoplatanus,Basis,1975,12-15,25 t/m 30,TR 3.00,Basis,10-15 jr,Sportparken,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,105917,5.47663147753,51.414432681100003
Plataan,Platanus hispanica,Waardevol,1950,18-24,75 t/m 80,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsA,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,122558,5.4614452431,51.431082411399998
Es,Fraxinus excelsior Diversifolia,Basis,1985,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,118252,5.46627330398,51.480361667799997
Esdoorn,Acer platanoides Globosum,Basis,2000,< 6,5 t/m 10,Bol,Basis,>15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Beplanting,98476,5.46432551676,51.426386475999998
Haagbeuk,Carpinus betulus Fastigiata,Basis,1975,15-18,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,57098,5.44776966536,51.484852211400003
Els,Alnus glutinosa,Basis,1995,9-12,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,4,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,137107,5.44933567606,51.415265246499999
Iep,Ulmus hollandica Commelin,Basis,1995,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,107068,5.4374477976,51.423355822600001
Iep,Ulmus hollandica Groeneveld,Waardevol,1985,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,28920,5.50542316935,51.441582461899998
Populier,Populus euramericana,Basis,1975,> 24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Gazon,84656,5.44813718599,51.425188000200002
Valse Tulpenboom,Magnolia kobus,Basis,1990,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,52779,5.46547693106,51.4850535462
Meidoorn,Crataegus prunifolia Splendens,Basis,1980,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,19525,5.50809680152,51.421540990300002
Eik,Quercus cerris,Waardevol,1945,15-18,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,47760,5.44750955762,51.480182633299997
Es,Fraxinus excelsior Westhofs Glorie,Basis,1985,< 6,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,64647,5.50196592911,51.433570699400001
Eik,Quercus robur,Basis,1970,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,131100,5.4725400879,51.417014249399998
Populier,Populus euramericana,Basis,1980,> 24,55 t/m 60,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,Voetpad,Berm,52857,5.45540783849,51.487287346199999
Esdoorn,Acer platanoides Globosum,Basis,1980,< 6,20 t/m 25,Bol,Basis,>15 jr,REB Stedelijk,Altijd,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,117852,5.45350041175,51.437931640599999
Berk,Betula ermanii,Basis,1985,< 6,0 t/m 5,TR 3.00,Geen,Geen,REB Stedelijk,BgsA,0,0,Boomspiegel verwijderen,C 1 x 3jr,Voetpad,Gazon,129791,5.44051042515,51.421401899999999
Berk,Betula nigra,Basis,1980,12-15,30 t/m 35,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,67841,5.46134044321,51.485663211000002
Es,Fraxinus excelsior Diversifolia,Basis,1990,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,86908,5.44589406091,51.4158333488
Berk,Betula pubescens,Basis,1990,9-12,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Berm,70736,5.4783170011,51.492246199299998
Valse Christusdoorn,Gleditsia triacanthos,Basis,1975,18-24,45 t/m 50,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,42542,5.45589382239,51.471963011900002
Honingboom,Sophora japonica,Basis,1994,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,12729,5.48705827958,51.415315145800001
Kers,Prunus serrulata Kanzan,Basis,1980,6-9,25 t/m 30,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,2.5,2,Geen actie,C 1 x 3jr,Voetpad,Gazon,23544,5.51889185351,51.453005224999998
Esdoorn,Acer platanoides Schwedleri,Basis,1988,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,95244,5.46476262445,51.441744303199997
Linde,Tilia vulgaris europaea,Basis,1985,12-15,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Gazon,4170,5.45554998586,51.416575135000002
Esdoorn,Acer saccharinum,Waardevol,1960,18-24,70 t/m 75,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,9554,5.48042992769,51.424603992900003
Linde,Tilia europaea Zwarte Linde,Basis,1965,> 24,75 t/m 80,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,9091,5.49636183525,51.431466603099999
Populier,Populus canadensis Hees,Basis,1970,< 6,0 t/m 5,TR 3.00,Geen,Geen,REB Stedelijk,BgsA,0,0,Stobbe verwijderen,C 1 x 3jr,NVT,Beplanting,66252,5.47330914458,51.480790256799999
Es,Fraxinus excelsior Diversifolia,Basis,1986,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,72269,5.46297872338,51.4360696659
Haagbeuk,Carpinus betulus,Basis,1980,9-12,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,27970,5.4706625904,51.443114834900001
Kers,Prunus avium Plena,Basis,1990,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,109987,5.47497537971,51.474267121499999
Eik,Quercus robur Fastigiata,Basis,1992,9-12,20 t/m 25,TR 4.20,Hoog,>15 jr,REB Stedelijk,BgsA,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,121397,5.48753422677,51.4311284152
Valse Christusdoorn,Gleditsia triacanthos Sunburst,Basis,1995,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,5424,5.48627450761,51.438862243400003
Kers,Prunus serrulata Kanzan,Basis,1960,6-9,40 t/m 45,TR 3.00,Basis,10-15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,87213,5.46899039479,51.426555541799999
Eik,Quercus rubra,Waardevol,1950,12-15,60 t/m 65,Vrij uitgroei,Laag,10-15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,NVT,Berm,78920,5.50848749054,51.457149232799999
Esdoorn,Acer campestre Queen Elizabeth,Basis,1990,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Voetpad,Verharding,51558,5.47480926295,51.489172900900002
Valse Christusdoorn,Gleditsia triacanthos Inermis,Basis,1995,9-12,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,122359,5.47626145323,51.429693721100001
Esdoorn,Acer platanoides Globosum,Basis,1985,< 6,20 t/m 25,Bol,Basis,>15 jr,REB Stedelijk,Altijd,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,50805,5.44384357384,51.479407199000001
Esdoorn,Acer campestre Elsrijk,Basis,2009,,,TR 4.20,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Verharding,61316,5.45871717468,51.424923040800003
Esdoorn,Acer campestre Elsrijk,Basis,1975,15-18,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,126779,5.49341080641,51.465196433099997
Eik,Quercus palustris,Basis,1990,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,57201,5.47464782893,51.491542682199999
Eik,Quercus robur,Waardevol,1990,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,46537,5.46249594543,51.485666568699997
Hazelaar,Corylus colurna,Basis,1985,6-9,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,105149,5.51998702257,51.451310982499997
Eik,Quercus robur,Basis,2003,6-9,10 t/m 15,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,104729,5.51418941339,51.429403092599998
Esdoorn,Acer platanoides Deborah,Basis,2004,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,79579,5.52461967269,51.449083241399997
Eik,Quercus robur,Basis,1970,15-18,75 t/m 80,TR 3.00,Basis,10-15 jr,Sportparken,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,19258,5.47543166835,51.412769537599999
Eik,Quercus robur,Basis,1995,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Berm,132768,5.4758124822,51.417303685100002
Eik,Quercus robur,Waardevol,1993,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,4,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Gazon,61895,5.50219943812,51.457793641899997
Esdoorn,Acer saccharinum Pyramidale,Basis,1950,18-24,85 t/m 90,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x jr,EB geen rijstr.ind,Berm,15986,5.49628689897,51.423252736400002
Valse acasia,Robinia pseudoacacia Umbraculifera,Basis,1980,< 6,30 t/m 35,Bol,Basis,>15 jr,REB Stedelijk,Altijd,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,124714,5.47254570064,51.458918660000002
,,Basis,1995,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Gazon,107034,5.43332965568,51.421991483100001
Peer,Pyrus calleryana Chanticleer,Basis,1995,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,77278,5.45563319678,51.418022534999999
Es,Fraxinus excelsior Diversifolia,Basis,1980,9-12,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,26653,5.51178126263,51.437882520700001
Es,Fraxinus americana Microcarpa,Waardevol,1955,15-18,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,131397,5.43988238195,51.416880884599998
Eik,Quercus robur,Basis,1975,15-18,35 t/m 40,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsB,0,0,Geen actie,C 1 x 5jr,Voetpad,Beplanting,89375,5.50310867487,51.4865420876
Eik,Quercus robur,Basis,2010,,,TR 4.20,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,,96899,5.51653501543,51.424681699799997
Plataan,Platanus hispanica,Basis,1980,15-18,,TR 4.20,,,REB Stedelijk,OhsB,,0,Geen actie,C 1 x 3jr,,Gazon,61278,5.49961149088,51.439475568399999
Iep,Ulmus hollandica Commelin,Waardevol,1985,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,7072,5.49333441679,51.436336873599998
,,,0,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,,C 1 x 3jr,EB geen rijstr.ind,Verharding,15573,5.51328827612,51.4232153743
Populier,Populus canescens,Waardevol,1980,15-18,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,131752,5.47210686622,51.4182679675
