FID,vrt_code,vrtnaam,haven_vaar,meetpunt_b,meetpunt_e,trajectlen,trajectnr,traject_v_,ysc_naam,ysc_nr,ysc_tel_nr,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
ijstraject.225,229,Vaarweg vanaf het IJmeer via de Randmeren naar het Ketelmeer,,60.5,70.6,,05 - 06,Elburgerbrug - Roggebotsluis,RWS Midden-Nederland Noord,,0320-261111,,35586,,,"LINESTRING (52.458999999000014 5.818100001999994, 52.475599999999986 5.832499999999982, 52.481299999999976 5.837600000000009, 52.48480000000001 5.8409999979999725, 52.49309999899998 5.848799999999983, 52.49480000099999 5.850200001000019, 52.49599999899999 5.8507999999999925, 52.50259999899998 5.853100002000019, 52.513300001999994 5.856499999999983, 52.51780000000002 5.857700001000012, 52.51999999999998 5.857999999000015, 52.53390000000002 5.857000001000017, 52.54120000099999 5.856100000000026, 52.543000000999996 5.855599998999992, 52.543799999999976 5.855399999999975, 52.54390000199999 5.855399999999975)"
ijstraject.226,131,Westerschelde,,65.7,85.9,,03 - 04,Terneuzen - Vlissingen,RWS Zee en Delta Zuid,,0118-424760,,35626,,,"LINESTRING (51.34609999899999 3.8138000000000147, 51.348000001 3.8119000010000264, 51.34870000199999 3.8077999989999967, 51.349599997999974 3.8027999999999906, 51.356699999 3.775199998000005, 51.35819999900002 3.767999998999983, 51.3673 3.7432999979999977, 51.38039999799997 3.7228000019999854, 51.385600001 3.7146999980000146, 51.38839999999999 3.7117000000000075, 51.39070000100003 3.710000001000026, 51.402300000000025 3.710499997999989, 51.405099999000015 3.710499997999989, 51.407699998 3.710099999000022, 51.41239999999999 3.7080999990000123, 51.41299999900002 3.7078999990000057, 51.41959999900001 3.703600000999984, 51.426499999999976 3.6976000000000226, 51.43169999899999 3.689700000000016, 51.43729999999999 3.678300001000025, 51.439100000999986 3.6686999980000223, 51.43990000000002 3.6609000000000265, 51.439700000000016 3.6537999999999897, 51.43890000099998 3.6442000010000015, 51.436799999000016 3.6312000010000247, 51.435299999999984 3.6237999979999813, 51.43320000199998 3.6114999989999887, 51.43290000000002 3.6022999990000244)"
ijstraject.227,231a,Lage Dwarsvaart,,0,5.5,,09 - 10,Lage Dwarsvaart,Prov. Flevoland,,0320-265761,,35814,,,"LINESTRING (52.46579999800002 5.466800001000024, 52.46869999900002 5.460900001000027, 52.47509999900001 5.4506999999999834, 52.47700000200001 5.447600000000023, 52.47890000000001 5.4444000010000195, 52.48690000200003 5.431699998999989, 52.487300000999994 5.431200000999979, 52.48770000000002 5.430900000000008, 52.49470000000002 5.431299998999975, 52.495200001 5.430900000000008, 52.49599999899999 5.430700000000002, 52.49659999800002 5.4292000010000265, 52.49749999900001 5.427999999000008, 52.501300000000015 5.422499999000024, 52.50250000099999 5.420099999999991, 52.502700000999994 5.419899999999984, 52.50369999899999 5.418400001000009, 52.50600000100002 5.415199998999981)"
ijstraject.228,093,Zwanendiep en Vollenhoverkanaal,,0,5.4,,03 - 04,Voorstersluis - Zwarte Meer,Prov. Flevoland,,0320-265761,,36000,,,"LINESTRING (52.644000000999995 5.995900000999995, 52.64579999799997 5.994600002000027, 52.65129999800001 5.989899999999977, 52.655099999000015 5.986299998999982, 52.65630000099998 5.984800000000007, 52.65780000000001 5.9821999999999775, 52.66129999999998 5.97610000100002, 52.66189999900001 5.974800001999995, 52.662300001999995 5.973799999999983, 52.66270000100002 5.972699999999975, 52.66490000099998 5.960099999000022, 52.667100000999994 5.947099998999988, 52.668499999000005 5.939900000000023, 52.668799999999976 5.9375, 52.66899999999998 5.9354999999999905, 52.66939999900001 5.934199999999976, 52.67029999900001 5.934000000000026, 52.671100002 5.933200001999978, 52.671399999000016 5.932799998999997)"
ijstraject.229,116,Calandkanaal met aanliggende havens,,0,14.8,,09 - 10,Calandkanaal,HCC Rotterdam,,010-2522400,,36110,,,"LINESTRING (51.88500000200003 4.230500000999996, 51.885699998999996 4.230399999999975, 51.89090000099998 4.229400000999988, 51.89090000099998 4.229300000000023, 51.89310000099999 4.228700000999993, 51.894600000000025 4.22830000099998, 51.895100001 4.228100002000019, 51.896799999999985 4.229899998999997, 51.89779999899997 4.228200000000015, 51.900400002000026 4.227200001000028, 51.90690000000001 4.225400001000025, 51.91129999999998 4.223999999, 51.91329999999999 4.222800001999985, 51.916499998000006 4.220199997999998, 51.91899999999998 4.217999997999982, 51.92130000100002 4.214899998000021, 51.922699998999974 4.212600000000009, 51.923400000000015 4.21139999899998, 51.928199999000014 4.203400000999977, 51.93160000099999 4.196699998999975, 51.93490000100002 4.190400001, 51.940699998000014 4.179099999000016, 51.94550000100003 4.169500001000017, 51.949700001999986 4.160799999000005, 51.956200000000024 4.147500001000026, 51.958000001000016 4.143500000000017, 51.959299999999985 4.139899999000022, 51.96170000000001 4.134700000000009, 51.964400001 4.1293999999999755, 51.96519999999998 4.126300000000015, 51.966800001000024 4.120299998999997, 51.96709999799998 4.119500000000016, 51.97370000199999 4.098900001000004, 51.97509999900001 4.091200001999994)"
ijstraject.230,231c,Oostervaart,,0,4.4,,07 - 08,Oostervaart,Prov. Flevoland,,0320-265761,,58369,,,"LINESTRING (52.5009 5.525199998000005, 52.504500001999986 5.522999997999989, 52.50519999900001 5.522599999000022, 52.50569999999999 5.522599999000022, 52.50790000000001 5.522700000999976, 52.51010000000002 5.522899999999993, 52.518399998999996 5.523499999000023, 52.5222 5.523699998999973, 52.52389999899998 5.52389999899998, 52.526000001 5.524300002000018, 52.53200000200002 5.525500000000022, 52.53420000199998 5.525899998999989, 52.53620000199999 5.526200000000017, 52.53860000100002 5.5265999999999735, 52.53889999900002 5.526799998999991, 52.54019999899998 5.527100001000008)"
ijstraject.231,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,36.1,54.7,,10 - 11,Wageningen - Sluis Amerongen,RWS Oost-Nederland Zuid,,026-3642747,,58664,,,"LINESTRING (51.95320000100003 5.649000000000001, 51.9529 5.647199999999998, 51.95259999899997 5.64609999999999, 51.952199999000015 5.644900001999986, 51.95169999799998 5.643800001999978, 51.95100000100001 5.642499998000005, 51.95039999900001 5.641600002000018, 51.949400000000026 5.640299997999989, 51.94720000000001 5.6378999990000125, 51.94630000000001 5.636700001000008, 51.9452 5.635100000000023, 51.9443 5.6332999989999735, 51.943700001000025 5.631799999999998, 51.943100001999994 5.630399997999973, 51.942499999000006 5.628499999999974, 51.942200001 5.627300002000027, 51.941899999999976 5.6259000000000015, 51.941700000000026 5.624499999000022, 51.941399999 5.622799999999984, 51.941300001 5.620299998999997, 51.941300001 5.618400000000008, 51.94150000100001 5.6160999979999815, 51.941599999000005 5.614399999, 51.941899999999976 5.612199998999984, 51.942299999 5.609800000000007, 51.94269999900001 5.607900001000019, 51.94319999999999 5.605900001000009, 51.943599999000014 5.604499998999984, 51.94409999999999 5.603000000000009, 51.94489999899997 5.601199999000016, 51.947400000000016 5.596700001999977, 51.948500000000024 5.594400000000007, 51.949000001 5.592999997999982, 51.949400000000026 5.5919999999999845, 51.94979999999998 5.590799998000023, 51.95100000100001 5.585499997999989, 51.952 5.580499998999983, 51.95239999900002 5.57869999899998, 51.95269999999999 5.576599999999985, 51.95340000099998 5.569800000999976, 51.95400000000001 5.565000000999987, 51.95430000099998 5.563000000999978, 51.95459999899998 5.561099999000021, 51.954999998000005 5.559399999999982, 51.95549999899998 5.55759999899999, 51.956200000000024 5.5555999989999805, 51.956999999000004 5.553699999999992, 51.957600001 5.552399999999977, 51.95829999799997 5.550999998999998, 51.958999999000014 5.549800000999994, 51.959899999000015 5.548500000999979, 51.960800000000006 5.547400001000028, 51.962200000999985 5.545899997999982, 51.964499999 5.543699998000022, 51.965599999000005 5.542599998000014, 51.96649999900001 5.54140000000001, 51.96709999799998 5.540500000000009, 51.967599999000015 5.53929999799999, 51.96809999999999 5.538099999999986, 51.96840000200001 5.537099997999974, 51.96869999900002 5.535500001000003, 51.96880000099998 5.534699998999997, 51.969599999000025 5.530299999000022, 51.96999999899998 5.528200001000016, 51.970500000000015 5.525300000000016, 51.97120000000001 5.521000001999994, 51.971799998999984 5.517700002000026, 51.972500000000025 5.514600001000019, 51.973000001 5.512800001000016, 51.973599999999976 5.5108999980000135, 51.97430000100002 5.5093000009999855, 51.97509999900001 5.507599997999989, 51.975900002 5.506000001000018, 51.977299999000024 5.503300000000024, 51.97800000000001 5.501899998999988, 51.97859999899998 5.500700000999984, 51.978999998000006 5.499799999999993, 51.980500000999996 5.495700001999978, 51.981600001000004 5.492500000000007, 51.982299997999974 5.490299999999991, 51.98279999900001 5.488899998000022, 51.982999999000015 5.487599998999997, 51.983299999999986 5.4860999989999755, 51.98349999999999 5.4846, 51.983600002 5.483399997999982, 51.9837 5.482000001000017, 51.9837 5.480599998999992, 51.9837 5.479899998999997, 51.98349999999999 5.477100000000007, 51.98349999999999 5.475999999999999, 51.983299999999986 5.47120000000001, 51.983299999999986 5.46840000200001, 51.98319999900002 5.465100001999986, 51.983299999999986 5.462499998999988, 51.983299999999986 5.460200000999976, 51.98349999999999 5.457699998999999, 51.98380000100002 5.454900000000009, 51.98400000100003 5.452699999999993, 51.98429999899997 5.451499999000021, 51.98470000200001 5.45010000100001, 51.984999999000024 5.449099998999998, 51.985300000999985 5.447600000000023, 51.985599998 5.4465000000000146, 51.98570000000001 5.445500001000028, 51.98580000200002 5.444299999999998, 51.985900000000015 5.44319999999999, 51.985900000000015 5.442000001999986, 51.985900000000015 5.440800000000024, 51.98580000200002 5.439300000999992, 51.985599998 5.4375, 51.985300000999985 5.436099999000021, 51.984999999000024 5.43470000100001, 51.98480000000001 5.434000000000026, 51.98449999799999 5.433200001999978, 51.983899999000016 5.431499998999982, 51.983299999999986 5.430399998999974, 51.98259999999999 5.4292000010000265, 51.98259999999999 5.427799999999991, 51.98259999999999 5.427499997999973, 51.982500001999995 5.426899999, 51.982399999999984 5.426300000000026, 51.98200000100002 5.425400000000025, 51.98059999899999 5.422899998999981, 51.97969999899999 5.420899997999982, 51.97870000099999 5.4182999989999985, 51.977600000999985 5.414799999000024, 51.97700000200001 5.411600001000011, 51.976 5.407000002000018, 51.974800001999995 5.400800000999993, 51.97419999900001 5.398400001000027, 51.973599999999976 5.396899997999981, 51.97320000100001 5.395799997999973, 51.972699999999975 5.394999999999982, 51.972500000000025 5.394799999999975)"
ijstraject.232,237,Zijkanaal D en Nauernasche Vaart,,0,10.7,,02 - 03,Nauernasche Vaart,Gem. Zaanstad,,075-6816888,,58739,,,"LINESTRING (52.4298 4.750300001000028, 52.43569999900001 4.752300002000027, 52.43980000200003 4.753800001000002, 52.44009999899998 4.753800001000002, 52.440400001 4.753800001000002, 52.440999999999974 4.7540000010000085, 52.442299999 4.754299998000022, 52.44599999899998 4.7558999990000075, 52.449999999 4.757199999000022, 52.45120000100002 4.75780000200001, 52.45300000200001 4.7589000020000185, 52.455100000000016 4.760200000999987, 52.45829999799997 4.761900000000026, 52.46099999900002 4.763300001999994, 52.46460000100001 4.765199999999993, 52.46719999999999 4.766500000000008, 52.47419999900001 4.769299998999998, 52.48000000000002 4.769900001999986, 52.48510000099998 4.770899999999983, 52.492899998999974 4.772500001000026, 52.496399999000005 4.773499999000023, 52.497900001999994 4.77389999899998, 52.50279999899999 4.775899998999989, 52.506200001000025 4.777199998000015, 52.51029999899998 4.776900001000001, 52.51170000100001 4.776700000999995, 52.51599999899997 4.775899998999989, 52.51909999899999 4.775300000000016, 52.519299999 4.775400002000026, 52.519499999000004 4.775600000999987, 52.519499999000004 4.775899998999989, 52.519600000000025 4.776400000000024, 52.51940000100001 4.778999999000007, 52.51940000100001 4.780699997999989, 52.519600000000025 4.782400000999985)"
ijstraject.233,212,Vaarweg van het Afgesloten-IJ naar de Oude Rijn,,27.9,37.1,,09 - 11,Oude Rijn - Ringvaart Haarlemmermeer,Prov. Zuid-Holland,26,0182-513096,,55812,,,"LINESTRING (52.220699998999976 4.644400001000008, 52.219799998999974 4.644499999000004, 52.21909999799999 4.644600000000025, 52.2183 4.644799999999975, 52.216999999999985 4.645100001000003, 52.216699999000014 4.64530000100001, 52.21599999799997 4.645500001000016, 52.214999999999975 4.645799997999973, 52.21400000199998 4.646200001000011, 52.21319999899998 4.646499999000014, 52.21119999899997 4.647199999999998, 52.207699999 4.648600000999977, 52.20530000000002 4.6492000000000075, 52.20269999999999 4.64889999899998, 52.20169999799998 4.648800000999984, 52.20089999999999 4.648600000999977, 52.199999999 4.648300000000006, 52.19920000100001 4.647899999999993, 52.19830000000002 4.647500001000026, 52.197400000000016 4.647100002000002, 52.19660000099998 4.646600001000024, 52.19550000100003 4.645799997999973, 52.194499999000016 4.644900001999986, 52.19350000100002 4.644000000999995, 52.18569999900001 4.635200000999987, 52.184599999 4.633800000000008, 52.183699999 4.632499999999993, 52.18239999899998 4.632399998999972, 52.181299998999975 4.631999999000016, 52.180399998999974 4.631799999999998, 52.18010000100003 4.631999999000016, 52.177599999999984 4.6339000020000185, 52.17520000000002 4.635699998999996, 52.17320000000001 4.636599998999998, 52.17029999900001 4.637699999000006, 52.168000000999996 4.638599999000007, 52.167599998000014 4.638599999000007, 52.16719999899999 4.638799999000014, 52.166999998999984 4.638999999000021, 52.166499998000006 4.639400002000002, 52.16450000200001 4.64050000200001, 52.16180000100002 4.641500000000008, 52.15850000099999 4.642499998000005, 52.155099999000015 4.643700000000024, 52.152899999 4.644400001000008, 52.14920000000001 4.645699999999977, 52.147399999000015 4.64609999999999, 52.14569999999998 4.64669999900002, 52.14499999999998 4.646899997999981, 52.143899999999974 4.647100002000002, 52.14299999899998 4.647199999999998, 52.14209999899998 4.647399999000015)"
ijstraject.234,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,9.4,40.3,,03 - 05,Itteren - Sluis Maasbracht,RWS Zuid-Nederland Maastricht,,0610-943946,,55910,,,"LINESTRING (50.8895 5.7117000000000075, 50.89070000100003 5.712400000999992, 50.899400000000014 5.719300002000011, 50.90569999799999 5.724300001000017, 50.909400000999995 5.727200001000028, 50.91090000000003 5.72830000099998, 50.91259999900001 5.729800001000001, 50.92379999899998 5.741300002000003, 50.92610000100001 5.743500002000019, 50.92720000100002 5.74430000000001, 50.92839999900002 5.74509999899999, 50.932000000000016 5.746800001999986, 50.943599999000014 5.752200000000016, 50.94489999899997 5.752900001, 50.94599999899998 5.753899998999998, 50.94689999899998 5.75490000100001, 50.947900000999994 5.756399999999985, 50.948699999999974 5.758000001000028, 50.949999999 5.760100000000023, 50.95059999799997 5.760699998999996, 50.951400001000025 5.761300000999995, 50.952199999000015 5.761700001000008, 50.95300000200001 5.761900000000026, 50.95430000099998 5.761700001000008, 50.95530000000002 5.761300000999995, 50.95630000199998 5.760400000999994, 50.95919999900002 5.756499997999981, 50.96170000000001 5.752900001, 50.96260000000001 5.751800000999992, 50.963500001 5.7509999979999975, 50.964800000000025 5.75, 50.965700001000016 5.749799999999993, 50.96660000100002 5.749699998999972, 50.96750000100002 5.749899997999989, 50.96849999900002 5.750399999000024, 50.971900000999995 5.753100000000018, 50.97370000199999 5.754500001999986, 50.988800000000026 5.766899998999975, 50.99109999799998 5.768700000000024, 50.99280000099998 5.769900001999986, 50.99410000099999 5.770599999000012, 50.99599999899999 5.771400001000018, 50.99759999999998 5.771799999999985, 50.998699999999985 5.771999999999991, 50.99979999999999 5.772300001000019, 51.00120000200002 5.772899999999993, 51.00250000099999 5.773600000999977, 51.003499999999974 5.774300002000018, 51.00459999999998 5.775100000000009, 51.009300000999986 5.7794999999999845, 51.012699999000006 5.782600000999992, 51.014699999000015 5.784299998999984, 51.01709999899998 5.7859000000000265, 51.019299999 5.787300001999995, 51.023800000999984 5.790199998999981, 51.02499999899999 5.791299998999989, 51.029800002 5.794500001000017, 51.032400000999985 5.795699999000021, 51.03510000199998 5.79699999799999, 51.03660000100001 5.797800000999985, 51.03909999899997 5.79910000000001, 51.04190000099999 5.801300000000026, 51.04469999999998 5.802499997999973, 51.045600001000025 5.802799999999991, 51.04630000100002 5.803100001000018, 51.049699998999984 5.8045999999999935, 51.05220000100002 5.805799997999998, 51.055500000999984 5.807500000999994, 51.057000000000016 5.8081000000000245, 51.06239999799999 5.811399999999992, 51.06509999899998 5.813099998999974, 51.0693 5.816700000000026, 51.07549999999998 5.822099998999988, 51.079999998000005 5.826000001000011, 51.08810000099999 5.832899999000006, 51.099599997999974 5.842900000999975, 51.104499998999984 5.847300000000018, 51.10980000000001 5.8519000000000005, 51.11540000100001 5.856899999000007, 51.122900001999994 5.862799998000014, 51.13580000000002 5.8729999999999905, 51.13760000100001 5.874299999000016, 51.140000000999976 5.876400000999979, 51.14079999900002 5.877099998000006, 51.14229999899999 5.878600000999995, 51.14310000099999 5.879299998000022, 51.14629999900001 5.882499999999993, 51.14860000099998 5.884700000000009, 51.15069999899998 5.8858999980000135, 51.15089999899999 5.886000000000024, 51.15239999800002 5.886799999000004, 51.154199999000014 5.887200001999986)"
