FID,aanlegjaar,omschrijving,thema,verhardingsfunctie,verhardingssoort,geometrie
O10002_GBI_Wegen_en_bruggen.1827,1983,wegdeel vlak,Voetpad,Voetpad,gebakken keiformaat,"MULTIPOLYGON (((177893.09 502741.882, 177892.889 502741.8, 177896.398 502733.199, 177896.71 502732.466, 177896.825 502732.17, 177896.994 502731.707, 177897.158 502731.214, 177897.312 502730.706, 177897.45 502730.197, 177897.587 502729.626, 177897.703 502729.027, 177897.782 502728.378, 177897.853 502727.791, 177897.941 502727.068, 177898.034 502726.308, 177898.089 502725.853, 177898.488 502725.869, 177898.421 502726.882, 177898.357 502727.487, 177898.272 502728.115, 177898.184 502728.652, 177898.048 502729.348, 177897.875 502730.091, 177897.701 502730.739, 177897.483 502731.451, 177897.282 502732.04, 177897.057 502732.638, 177896.759 502733.36, 177893.865 502740.467, 177893.758 502740.646, 177893.612 502740.898, 177893.425 502741.233, 177893.249 502741.567, 177893.09 502741.882)))"
O10002_GBI_Wegen_en_bruggen.1828,1982,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((178104.329 502813.28, 178103.779 502811.9, 178124.917 502803.205, 178125.469 502804.54, 178118.019 502807.66, 178106.979 502812.22, 178104.329 502813.28)))"
O10002_GBI_Wegen_en_bruggen.1829,2006,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((171930.85 508718.111, 171935.152 508720.854, 171934.398 508725.091, 171934.093 508726.352, 171933.701 508727.893, 171933.206 508729.728, 171932.603 508731.822, 171931.953 508733.936, 171931.004 508736.687, 171929.906 508739.418, 171928.927 508741.566, 171928.354 508742.746, 171927.347 508744.753, 171926.655 508746.088, 171926.082 508747.166, 171925.313 508748.58, 171924.299 508750.386, 171923.212 508752.243, 171922.005 508754.154, 171920.699 508756.064, 171919.472 508757.729, 171918.209 508759.329, 171916.834 508760.967, 171915.535 508762.456, 171914.316 508763.804, 171913.021 508765.189, 171912.388 508765.849, 171910.659 508767.577, 171909.128 508769.012, 171908.07 508769.955, 171906.7 508771.123, 171905.471 508772.121, 171902.577 508774.418, 171897.363 508771.172, 171898.382 508769.554, 171902.111 508771.901, 171902.209 508771.95, 171902.366 508771.985, 171902.529 508771.973, 171902.663 508771.924, 171902.744 508771.873, 171912.701 508762.776, 171913.384 508762.046, 171914.089 508761.27, 171914.72 508760.556, 171915.413 508759.748, 171915.995 508759.049, 171916.651 508758.239, 171917.45 508757.218, 171918.164 508756.271, 171918.676 508755.571, 171919.204 508754.829, 171919.618 508754.232, 171919.935 508753.767, 171920.16 508753.425, 171921.377 508751.299, 171921.966 508750.378, 171922.529 508749.471, 171923.08 508748.555, 171923.758 508747.387, 171924.589 508745.888, 171925.433 508744.28, 171926.263 508742.605, 171927.047 508740.92, 171927.705 508739.42, 171928.484 508737.519, 171929.091 508735.932, 171929.625 508734.44, 171930.131 508732.929, 171930.73 508730.992, 171931.118 508729.629, 171931.512 508728.138, 171931.891 508726.579, 171932.179 508725.284, 171932.384 508724.294, 171932.552 508723.427, 171932.687 508722.691, 171932.858 508722.242, 171932.9 508722.147, 171932.924 508722.033, 171932.919 508721.903, 171932.89 508721.798, 171932.839 508721.7, 171932.778 508721.625, 171932.694 508721.556, 171929.822 508719.716, 171930.85 508718.111)))"
O10002_GBI_Wegen_en_bruggen.1830,1966,wegdeel vlak,Parkeren,Inrit,betonstraatsteen waalformaat,"MULTIPOLYGON (((185453.62 502025.82, 185449.85 502006.31, 185450.279 502007.147, 185450.739 502007.901, 185451.256 502008.629, 185451.79 502009.278, 185452.68 502010.19, 185453.327 502010.577, 185454.393 502011.093, 185455.472 502011.482, 185456.609 502011.762, 185457.381 502011.881, 185458.588 502017.976, 185456.34 502019.4, 185455.907 502019.856, 185455.486 502020.369, 185455.077 502020.95, 185454.631 502021.72, 185454.279 502022.49, 185453.992 502023.313, 185453.776 502024.213, 185453.66 502025.036, 185453.62 502025.82)))"
O10002_GBI_Wegen_en_bruggen.1831,2008,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((175589.084 496711.307, 175588.701 496709.167, 175589.856 496707.876, 175588.445 496706.606, 175590.547 496704.275, 175591.99 496705.527, 175599.015 496697.699, 175597.625 496696.444, 175601.445 496692.224, 175602.849 496693.457, 175609.485 496686.092, 175610.052 496686.262, 175610.678 496686.542, 175611.07 496686.756, 175609.775 496688.167, 175589.084 496711.307)))"
O10002_GBI_Wegen_en_bruggen.1832,2008,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((175620.264 496755.041, 175632.283 496741.522, 175633.501 496742.676, 175620.417 496757.733, 175620.264 496755.041)))"
O10002_GBI_Wegen_en_bruggen.1833,2008,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((175632.283 496741.522, 175646.142 496726.07, 175648.756 496725.998, 175633.501 496742.676, 175632.283 496741.522)))"
O10002_GBI_Wegen_en_bruggen.1834,2008,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((175599.616 496683.851, 175602.341 496683.811, 175583.312 496704.78, 175581.83 496703.645, 175599.616 496683.851)))"
O10002_GBI_Wegen_en_bruggen.1835,1965,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((177649.989 503943.152, 177650.902 503945.53, 177650.73 503945.51, 177650.492 503945.461, 177650.314 503945.408, 177650.16 503945.349, 177649.991 503945.269, 177649.839 503945.183, 177649.698 503945.088, 177649.545 503944.968, 177649.442 503944.875, 177646.583 503942.133, 177646.34 503941.812, 177646.172 503941.452, 177646.049 503940.879, 177641.335 503894.389, 177641.413 503893.775, 177641.518 503893.335, 177641.736 503892.919, 177644.619 503888.107, 177645.138 503887.724, 177645.633 503887.428, 177645.7 503889.177, 177642.748 503894.365, 177644.962 503915.756, 177645.133 503917.413, 177647.592 503941.166, 177649.989 503943.152)))"
O10002_GBI_Wegen_en_bruggen.1836,1967,wegdeel vlak,Parkeren,Parkeerstrook,gebakken keiformaat,"MULTIPOLYGON (((177838.207 503863.17, 177839.993 503864.785, 177840.041 503864.834, 177840.074 503864.876, 177840.11 503864.936, 177840.14 503865.006, 177840.158 503865.07, 177840.168 503865.145, 177845.142 503910.492, 177845.145 503910.565, 177845.138 503910.636, 177845.125 503910.693, 177845.101 503910.762, 177845.07 503910.821, 177845.047 503910.856, 177843.379 503912.56, 177843.357 503912.584, 177843.325 503912.622, 177843.294 503912.665, 177843.259 503912.722, 177843.23 503912.783, 177843.202 503912.859, 177843.185 503912.926, 177843.176 503912.98, 177843.171 503913.038, 177837.988 503862.817, 177838.036 503862.935, 177838.083 503863.017, 177838.145 503863.102, 177838.207 503863.17)))"
O10002_GBI_Wegen_en_bruggen.1870,2012,wegdeel vlak,Parkeren,Inrit,betonstraatsteen waalformaat,"MULTIPOLYGON (((170115.948 493015.539, 170116.057 493016.412, 170117.21 493025.712, 170117.648 493026.048, 170114.553 493030.046, 170114.086 493029.688, 170104.87 493030.881, 170104.008 493030.981, 170108.872 493024.817, 170115.948 493015.539)))"
O10002_GBI_Wegen_en_bruggen.1871,1993,wegdeel vlak,Parkeren,Inrit,betonstraatsteen waalformaat,"MULTIPOLYGON (((169759.8 493487.816, 169757.083 493491.32, 169756.89 493491.17, 169754.648 493491.421, 169748.308 493492.129, 169747.449 493492.225, 169758.5 493478.33, 169758.567 493478.972, 169759.47 493487.56, 169759.8 493487.816)))"
O10002_GBI_Wegen_en_bruggen.1837,1984,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((175981.689 496362.43, 175983.059 496361.43, 175982.809 496361.24, 175982.738 496361.125, 175982.7 496361.009, 175982.691 496360.903, 175982.703 496360.798, 175982.737 496360.698, 175982.788 496360.612, 175982.864 496360.529, 175982.932 496360.478, 175983.001 496360.442, 175983.128 496360.407, 175983.23 496360.402, 175983.29 496360.41, 175983.375 496360.432, 175983.435 496360.459, 175983.498 496360.497, 175983.529 496360.52, 175986.158 496362.888, 175986.138 496362.91, 175989.219 496365.8, 175999.999 496353.782, 176017.33 496334.459, 176017.987 496334.612, 176018.856 496334.84, 176019.493 496335.027, 176019.859 496335.14, 176020.347 496335.303, 176020.519 496335.36, 176020.603 496335.386, 176020.677 496335.423, 176020.741 496335.472, 176020.782 496335.516, 176020.826 496335.579, 176020.862 496335.657, 176020.879 496335.722, 176020.886 496335.791, 176020.884 496335.843, 176020.871 496335.919, 176020.858 496335.959, 176020.779 496336.18, 176022.139 496336.77, 176022.309 496336.55, 176022.332 496336.522, 176022.362 496336.491, 176022.427 496336.439, 176022.467 496336.415, 176022.522 496336.39, 176022.596 496336.368, 176022.658 496336.359, 176022.71 496336.357, 176022.759 496336.361, 176022.79 496336.366, 176022.831 496336.376, 176022.893 496336.399, 176022.92 496336.412, 176022.95 496336.429, 176022.974 496336.445, 176023.028 496336.489, 176032.109 496344.71, 176032.266 496344.829, 176032.32 496344.879, 176032.357 496344.925, 176032.392 496344.984, 176032.416 496345.04, 176032.433 496345.104, 176032.44 496345.2, 176032.433 496345.268, 176032.42 496345.323, 176032.395 496345.387, 176032.371 496345.431, 176032.299 496345.52, 176038.159 496350.86, 176038.198 496350.816, 176038.229 496350.787, 176038.274 496350.754, 176038.309 496350.733, 176038.367 496350.707, 176038.44 496350.686, 176038.481 496350.68, 176038.543 496350.679, 176038.587 496350.682, 176038.655 496350.697, 176038.705 496350.714, 176038.739 496350.731, 176038.774 496350.75, 176038.813 496350.779, 176038.838 496350.8, 176040.337 496352.139, 176040.377 496352.17, 176040.415 496352.208, 176040.447 496352.247, 176040.467 496352.278, 176040.488 496352.317, 176040.508 496352.364, 176040.523 496352.418, 176040.532 496352.472, 176040.533 496352.528, 176040.53 496352.575, 176040.521 496352.622, 176040.506 496352.67, 176040.482 496352.725, 176040.45 496352.778, 176040.411 496352.825, 176046.378 496357.678, 176046.39 496357.663, 176046.411 496357.631, 176046.443 496357.592, 176046.466 496357.569, 176046.495 496357.544, 176046.528 496357.521, 176046.555 496357.505, 176046.603 496357.482, 176046.643 496357.469, 176046.681 496357.461, 176046.713 496357.456, 176046.768 496357.454, 176046.8 496357.457, 176046.843 496357.463, 176046.883 496357.474, 176046.916 496357.486, 176046.944 496357.498, 176046.974 496357.515, 176046.996 496357.529, 176047.034 496357.558, 176047.059 496357.58, 176052.159 496361.52, 176052.223 496361.589, 176052.268 496361.653, 176052.305 496361.731, 176052.324 496361.792, 176052.336 496361.861, 176052.339 496361.93, 176052.328 496362.024, 176052.31 496362.092, 176052.286 496362.148, 176052.261 496362.195, 176052.225 496362.245, 176064.587 496371.268, 176064.612 496371.236, 176064.653 496371.183, 176064.704 496371.136, 176064.76 496371.098, 176064.808 496371.074, 176064.865 496371.054, 176064.959 496371.038, 176065.051 496371.043, 176065.095 496371.052, 176065.133 496371.063, 176065.178 496371.082, 176065.228 496371.111, 176065.267 496371.139, 176065.999 496371.71, 176066.049 496371.756, 176066.082 496371.793, 176066.116 496371.839, 176066.137 496371.875, 176066.159 496371.923, 176066.177 496371.977, 176066.187 496372.02, 176066.193 496372.069, 176066.195 496372.117, 176066.193 496372.159, 176066.185 496372.208, 176066.174 496372.251, 176066.163 496372.286, 176066.146 496372.324, 176066.128 496372.359, 176084.049 496385.33, 176084.363 496385.545, 176084.547 496385.667, 176084.86 496385.865, 176085.125 496386.026, 176085.433 496386.205, 176085.672 496386.337, 176085.9 496386.458, 176086.155 496386.588, 176086.338 496386.68, 176085.161 496388.309, 176051.202 496363.763, 176049.269 496362.27, 176048.903 496361.984, 176042.548 496357.018, 176037.477 496352.768, 176022.019 496338.77, 176016.689 496339.02, 175999.999 496357.625, 175967.313 496394.062, 175967.599 496389.9, 175968.779 496388.58, 175987.519 496367.71, 175984.879 496365.36, 175981.689 496362.43)))"
O10002_GBI_Wegen_en_bruggen.1838,1995,wegdeel vlak,Rijbaan,verkeersdrempel,gebakken overig,"MULTIPOLYGON (((172367.298 508269.55, 172372.446 508266.147, 172373.021 508265.856, 172373.827 508265.535, 172374.601 508265.312, 172375.428 508265.159, 172376.062 508265.098, 172376.349 508265.086, 172380.831 508267.851, 172373.47 508272.866, 172371.748 508274.016, 172370.9 508274.585, 172367.298 508269.55)))"
O10002_GBI_Wegen_en_bruggen.1839,1975,wegdeel vlak,Rijbaan,Rijbaan,beton keiformaat,"MULTIPOLYGON (((177591.254 503243.622, 177586.135 503257.457, 177577.018 503282.555, 177575.663 503282.07, 177575.37 503282.041, 177575.065 503282.1, 177574.871 503282.192, 177574.677 503282.344, 177574.541 503282.511, 177574.444 503282.697, 177574.393 503282.868, 177574.372 503283.132, 177573.31 503272.129, 177573.405 503272.28, 177573.571 503272.452, 177573.713 503272.551, 177573.848 503272.616, 177574.022 503272.669, 177574.207 503272.691, 177574.414 503272.675, 177574.605 503272.623, 177574.758 503272.55, 177574.925 503272.428, 177575.054 503272.291, 177575.128 503272.182, 177575.178 503272.088, 177577.291 503266.254, 177580.726 503256.843, 177586.068 503242.307, 177586.096 503242.23, 177586.141 503242.154, 177586.21 503242.077, 177586.287 503242.022, 177586.378 503241.982, 177586.529 503241.959, 177586.609 503241.968, 177586.652 503241.978, 177587.263 503242.184, 177587.38 503242.241, 177591.254 503243.622)))"
O10002_GBI_Wegen_en_bruggen.1840,2005,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((177962.413 503337.18, 177962.291 503340.988, 177962.087 503350.869, 177961.947 503356.262, 177961.907 503356.051, 177961.878 503355.993, 177961.836 503355.933, 177961.767 503355.863, 177961.675 503355.803, 177961.554 503355.761, 177961.477 503355.752, 177957.434 503355.658, 177957.064 503355.507, 177956.915 503355.162, 177957.269 503338.1, 177957.345 503337.436, 177957.809 503337.447, 177957.806 503337.554, 177961.91 503337.668, 177961.96 503337.667, 177962.013 503337.659, 177962.075 503337.642, 177962.123 503337.622, 177962.186 503337.584, 177962.241 503337.539, 177962.278 503337.498, 177962.337 503337.411, 177962.375 503337.331, 177962.403 503337.238, 177962.413 503337.18)))"
O10002_GBI_Wegen_en_bruggen.1841,2005,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((177681.237 503302.747, 177679.862 503306.51, 177677.486 503313.094, 177674.922 503320.235, 177672.315 503327.341, 177670.463 503332.547, 177670.464 503332.291, 177670.397 503332.13, 177670.142 503331.909, 177666.405 503330.555, 177665.94 503330.373, 177666.117 503329.932, 177676.274 503301.93, 177676.346 503301.824, 177676.467 503301.725, 177676.608 503301.67, 177676.767 503301.657, 177676.916 503301.687, 177680.598 503302.998, 177680.666 503303.017, 177680.758 503303.027, 177680.853 503303.021, 177680.973 503302.987, 177681.028 503302.961, 177681.12 503302.897, 177681.176 503302.839, 177681.237 503302.747)))"
O10002_GBI_Wegen_en_bruggen.1842,2005,wegdeel vlak,Parkeren,Parkeerterrein,betonstraatstenen overig,"MULTIPOLYGON (((177957.12 503429.218, 177957.068 503431.492, 177956.801 503443.042, 177956.62 503452.659, 177956.575 503452.416, 177956.454 503452.254, 177956.334 503452.172, 177956.122 503452.122, 177951.904 503451.995, 177951.75 503451.923, 177951.587 503451.779, 177951.48 503451.597, 177951.433 503451.37, 177951.921 503430.037, 177951.952 503429.87, 177952.043 503429.722, 177952.16 503429.625, 177952.279 503429.577, 177952.437 503429.565, 177956.565 503429.675, 177956.73 503429.663, 177956.852 503429.617, 177956.949 503429.549, 177957.04 503429.445, 177957.094 503429.336, 177957.12 503429.218)))"
O10002_GBI_Wegen_en_bruggen.1843,1978,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177928.983 503461.907, 177928.198 503461.89, 177923.798 503461.793, 177923.976 503458.216, 177913.897 503457.642, 177910.683 503457.436, 177909.397 503457.304, 177909.338 503454.886, 177913.034 503455.198, 177924.231 503455.842, 177928.16 503455.844, 177929.205 503455.834, 177929.207 503455.834, 177956.545 503456.036, 177956.481 503458.399, 177928.195 503458.191, 177928.2 503461.797, 177928.983 503461.907)))"
O10002_GBI_Wegen_en_bruggen.1844,2011,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177569.058 503432.376, 177564.843 503432.77, 177560.996 503433.139, 177559.414 503433.291, 177558.241 503421.65, 177558.078 503420.037, 177567.705 503419.049, 177567.87 503420.662, 177568.794 503429.665, 177569.058 503432.376)))"
O10002_GBI_Wegen_en_bruggen.1845,2005,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((177974.118 503425.926, 177974.189 503422.882, 177974.383 503415.127, 177974.547 503410.868, 177974.558 503410.995, 177974.587 503411.088, 177974.622 503411.156, 177974.665 503411.217, 177974.77 503411.315, 177974.902 503411.381, 177975.036 503411.406, 177979.023 503411.513, 177979.092 503411.522, 177979.172 503411.544, 177979.281 503411.603, 177979.353 503411.664, 177979.417 503411.745, 177979.472 503411.868, 177979.493 503412.022, 177979.168 503425.123, 177979.169 503425.215, 177979.148 503425.317, 177979.114 503425.395, 177979.02 503425.511, 177978.935 503425.572, 177978.796 503425.62, 177978.687 503425.625, 177974.65 503425.552, 177974.553 503425.548, 177974.489 503425.556, 177974.382 503425.591, 177974.28 503425.655, 177974.237 503425.694, 177974.158 503425.808, 177974.118 503425.926)))"
O10002_GBI_Wegen_en_bruggen.1865,1965,wegdeel vlak,Parkeren,Parkeerstrook,betonstraatstenen overig,"MULTIPOLYGON (((171864.597 509084.557, 171860.031 509081.694, 171859.995 509081.664, 171859.95 509081.615, 171859.912 509081.562, 171859.875 509081.492, 171859.848 509081.411, 171859.836 509081.33, 171859.836 509081.256, 171859.847 509081.188, 171859.864 509081.128, 171859.888 509081.071, 171859.913 509081.026, 171859.931 509081, 171872.272 509061.366, 171872.303 509061.336, 171872.336 509061.296, 171872.365 509061.245, 171872.387 509061.187, 171872.397 509061.136, 171872.4 509061.067, 171872.396 509061.032, 171873.407 509061.639, 171874.052 509062.118, 171874.536 509062.593, 171874.953 509063.097, 171875.263 509063.659, 171875.486 509064.279, 171875.632 509064.903, 171875.719 509065.513, 171875.767 509066.162, 171875.767 509066.841, 171875.632 509067.625, 171875.418 509068.216, 171875.147 509068.856, 171874.701 509069.631, 171874.314 509070.232, 171864.809 509085.121, 171864.78 509085.167, 171864.81 509085.088, 171864.82 509085.043, 171864.825 509084.998, 171864.824 509084.913, 171864.815 509084.858, 171864.798 509084.799, 171864.781 509084.759, 171864.754 509084.711, 171864.727 509084.672, 171864.691 509084.63, 171864.634 509084.582, 171864.597 509084.557), (171867.099 509073.302, 171865.961 509074.752, 171867.668 509076.136, 171868.806 509074.269, 171867.099 509073.302)))"
