FID,aanlegjaar,omschrijving,thema,verhardingsfunctie,verhardingssoort,geometrie
O10002_GBI_Wegen_en_bruggen.1155,1993,wegdeel vlak,Parkeren,Parkeerterrein,beton keiformaat,"MULTIPOLYGON (((178143.339 504396.5, 178143.619 504396.44, 178151.309 504394.82, 178151.419 504395.29, 178151.679 504396.5, 178154.979 504398.64, 178147.309 504410.49, 178146.559 504410.01, 178146.299 504410.06, 178141.899 504411, 178140.079 504402.59, 178140.119 504402.404, 178144.018 504401.509, 178144.309 504400.98, 178143.339 504396.5)))"
O10002_GBI_Wegen_en_bruggen.1156,1989,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((178237.628 504397.98, 178237.509 504398, 178235.929 504390.34, 178236.058 504390.32, 178240.579 504389.38, 178240.888 504389.56, 178242.378 504396.731, 178242.138 504397.039, 178237.628 504397.98)))"
O10002_GBI_Wegen_en_bruggen.1157,1994,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177956.604 503616.522, 177958.719 503617.346, 177953.604 503632.938, 177951.432 503632.253, 177956.604 503616.522)))"
O10002_GBI_Wegen_en_bruggen.1180,1983,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177698.676 502770.788, 177704.746 502785.291, 177704.687 502785.206, 177704.626 502785.145, 177704.556 502785.097, 177704.47 502785.058, 177704.378 502785.038, 177704.302 502785.034, 177704.214 502785.045, 177704.122 502785.076, 177700.432 502786.657, 177700.4 502786.67, 177700.358 502786.684, 177700.282 502786.698, 177700.182 502786.696, 177700.113 502786.683, 177700.045 502786.657, 177699.981 502786.621, 177699.934 502786.586, 177699.882 502786.533, 177699.839 502786.471, 177699.809 502786.41, 177694.374 502773.471, 177694.351 502773.419, 177694.329 502773.33, 177694.325 502773.263, 177694.329 502773.207, 177694.345 502773.139, 177694.369 502773.079, 177694.4 502773.026, 177694.449 502772.966, 177694.513 502772.912, 177694.549 502772.89, 177698.357 502771.273, 177698.412 502771.25, 177698.45 502771.228, 177698.492 502771.199, 177698.537 502771.159, 177698.578 502771.112, 177698.611 502771.062, 177698.637 502771.012, 177698.655 502770.964, 177698.671 502770.897, 177698.676 502770.843, 177698.676 502770.788)))"
O10002_GBI_Wegen_en_bruggen.1158,1988,wegdeel vlak,Rijbaan,Rijbaan,gebakken keiformaat,"MULTIPOLYGON (((177922.199 502595.609, 177921.952 502597.287, 177921.72 502598.868, 177921.56 502599.954, 177921.358 502601.319, 177921.202 502602.368, 177921.037 502603.292, 177920.845 502604.223, 177920.508 502605.612, 177920.271 502606.462, 177919.971 502607.438, 177919.562 502608.625, 177919.112 502609.793, 177918.562 502611.199, 177917.972 502612.556, 177917.371 502613.802, 177916.889 502614.723, 177916.262 502615.833, 177915.707 502616.746, 177914.988 502617.846, 177914.307 502618.815, 177912.799 502620.75, 177909.019 502625.69, 177895.659 502643.17, 177886.969 502654.51, 177886.614 502654.974, 177886.191 502655.568, 177885.615 502656.458, 177885.07 502657.407, 177884.523 502658.535, 177884.081 502659.639, 177883.686 502660.828, 177883.392 502661.93, 177883.163 502663.04, 177882.982 502664.287, 177882.892 502665.318, 177882.855 502666.556, 177882.895 502667.806, 177883.014 502669.066, 177883.139 502669.906, 177883.251 502670.507, 177883.394 502671.161, 177883.519 502671.66, 177885.749 502677.259, 177879.992 502679.747, 177879.981 502679.752, 177877.699 502674.21, 177877.552 502673.701, 177877.301 502672.721, 177877.155 502672.059, 177877.017 502671.336, 177876.844 502670.193, 177876.758 502669.424, 177876.688 502668.521, 177876.651 502667.586, 177876.659 502666.249, 177876.738 502664.918, 177876.882 502663.645, 177877.084 502662.422, 177877.359 502661.162, 177877.608 502660.227, 177877.909 502659.255, 177878.411 502657.882, 177878.895 502656.753, 177879.455 502655.564, 177879.992 502654.513, 177880.526 502653.568, 177881.039 502652.737, 177881.529 502652, 177892.906 502636.984, 177892.922 502636.961, 177893.117 502636.706, 177905.777 502620.058, 177906.019 502619.76, 177909.029 502615.79, 177910.209 502614.15, 177910.227 502614.119, 177910.245 502614.084, 177910.27 502614.015, 177910.283 502613.929, 177910.28 502613.849, 177910.266 502613.783, 177910.237 502613.713, 177910.185 502613.635, 177910.134 502613.583, 177910.057 502613.531, 177910.089 502613.47, 177910.185 502613.334, 177910.37 502613.069, 177910.693 502612.594, 177911.039 502612.062, 177911.393 502611.491, 177911.662 502611.04, 177911.892 502610.639, 177912.119 502610.23, 177912.159 502610.18, 177912.258 502610.222, 177912.334 502610.238, 177912.41 502610.24, 177912.494 502610.227, 177912.566 502610.203, 177912.625 502610.172, 177912.68 502610.132, 177912.716 502610.099, 177912.754 502610.053, 177912.787 502609.999, 177912.838 502609.929, 177912.996 502609.603, 177913.178 502609.203, 177913.335 502608.833, 177913.491 502608.44, 177913.598 502608.179, 177914.165 502606.577, 177914.624 502605.103, 177914.978 502603.816, 177915.339 502602.311, 177915.587 502601.103, 177915.796 502599.921, 177916.008 502598.45, 177916.194 502596.691, 177916.329 502594.9, 177922.199 502595.609)))"
O10002_GBI_Wegen_en_bruggen.1159,1980,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((177921.388 502364.648, 177921.501 502364.96, 177921.632 502365.382, 177921.748 502365.843, 177921.856 502366.447, 177921.918 502367.072, 177921.932 502367.6, 177921.898 502368.295, 177921.825 502368.861, 177921.69 502369.508, 177921.53 502370.059, 177921.25 502370.788, 177920.882 502371.519, 177920.502 502372.12, 177920.117 502372.631, 177919.739 502373.06, 177919.287 502373.501, 177918.729 502373.959, 177918.257 502374.288, 177917.93 502374.487, 177917.574 502374.681, 177916.759 502375.05, 177903.409 502380.57, 177899.609 502382.13, 177898.729 502379.92, 177916.068 502372.729, 177916.595 502372.464, 177917.297 502371.998, 177917.769 502371.596, 177918.076 502371.284, 177918.488 502370.78, 177918.802 502370.305, 177918.913 502370.112, 177919.172 502369.577, 177919.318 502369.2, 177919.431 502368.839, 177919.558 502368.282, 177919.602 502368, 177919.64 502367.612, 177919.652 502367.116, 177919.616 502366.561, 177919.576 502366.259, 177919.524 502365.983, 177919.49 502365.83, 177919.389 502365.45, 177921.388 502364.648)))"
O10002_GBI_Wegen_en_bruggen.1160,1992,wegdeel vlak,Voetpad,Voetpad,beton keiformaat,"MULTIPOLYGON (((176317.969 503150.36, 176313.089 503165.82, 176311.739 503162.65, 176308.679 503155.23, 176307.459 503152.28, 176318.819 503147.59, 176317.969 503150.36), (176314.099 503152.78, 176311.309 503153.94, 176312.679 503157.28, 176314.099 503152.78)))"
O10002_GBI_Wegen_en_bruggen.1161,1980,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((177380.759 502929.7, 177384.389 502928.65, 177386.169 502934.36, 177382.45 502935.43, 177380.759 502929.7)))"
O10002_GBI_Wegen_en_bruggen.1162,2003,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((175973.773 505047.252, 175975.173 505053.93, 175968.419 505063.535, 175966.984 505056.92, 175973.773 505047.252)))"
O10002_GBI_Wegen_en_bruggen.1163,2003,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((176197.134 505449.361, 176205.02 505448.557, 176205.563 505453.759, 176197.603 505454.514, 176197.245 505450.853, 176197.134 505449.361)))"
O10002_GBI_Wegen_en_bruggen.1164,2003,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((176247.822 505375.662, 176247.79 505375.592, 176247.754 505375.49, 176247.667 505375.029, 176247.407 505373.684, 176247.068 505371.976, 176246.698 505370.176, 176246.333 505368.464, 176246.007 505366.973, 176245.507 505364.761, 176244.859 505362.019, 176244.43 505360.265, 176243.84 505357.939, 176243.42 505356.33, 176243.031 505354.877, 176242.626 505353.396, 176242.085 505351.465, 176241.655 505349.97, 176241.309 505348.79, 176240.978 505347.68, 176240.808 505347.028, 176240.828 505346.771, 176240.909 505346.544, 176241.822 505344.735, 176241.882 505344.576, 176241.926 505344.35, 176242.408 505345.951, 176242.942 505347.727, 176243.577 505349.837, 176244.519 505352.966, 176245.303 505355.927, 176246.057 505358.889, 176247.104 505363.209, 176247.921 505366.774, 176248.769 505370.687, 176249.517 505374.293, 176249.948 505376.368, 176250.263 505377.884, 176250.186 505377.647, 176250.075 505377.463, 176249.862 505377.254, 176248.203 505376.079, 176247.998 505375.913, 176247.822 505375.662)))"
O10002_GBI_Wegen_en_bruggen.1165,1983,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177805.955 502925.95, 177803.909 502926.87, 177798.176 502913.073, 177789.939 502893.25, 177774.219 502855.09, 177772.609 502851.16, 177774.675 502850.24, 177805.955 502925.95)))"
O10002_GBI_Wegen_en_bruggen.1166,1983,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177860.638 503075.729, 177858.512 503073.795, 177857.328 503046.794, 177859.749 503044.675, 177859.649 503045.078, 177859.599 503045.316, 177859.544 503045.615, 177859.476 503046.091, 177859.444 503046.412, 177859.418 503046.848, 177859.411 503047.188, 177859.417 503047.574, 177859.439 503047.961, 177859.474 503048.333, 177859.499 503048.53, 177860.369 503066.79, 177860.638 503075.729)))"
O10002_GBI_Wegen_en_bruggen.1167,1982,wegdeel vlak,Parkeren,Parkeerstrook,betonstraatstenen overig,"MULTIPOLYGON (((177935.342 502747.044, 177935.967 502745.585, 177936.598 502745.872, 177937.486 502746.236, 177937.963 502746.413, 177938.684 502746.657, 177939.327 502746.852, 177939.832 502746.989, 177940.252 502747.074, 177940.815 502747.214, 177941.776 502747.424, 177942.597 502747.542, 177943.261 502747.597, 177944.141 502747.665, 177945.047 502747.697, 177945.937 502747.692, 177946.859 502747.649, 177947.439 502747.602, 177947.61 502749.201, 177947.189 502749.235, 177946.561 502749.273, 177946.046 502749.291, 177945.422 502749.298, 177944.69 502749.286, 177943.818 502749.242, 177943.183 502749.189, 177942.542 502749.119, 177941.964 502749.041, 177941.456 502748.96, 177940.745 502748.827, 177940.041 502748.674, 177939.393 502748.513, 177938.678 502748.313, 177938.187 502748.161, 177937.519 502747.937, 177937.066 502747.771, 177936.6 502747.59, 177935.817 502747.26, 177935.342 502747.044)))"
O10002_GBI_Wegen_en_bruggen.1168,2003,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((176333.576 505387.973, 176334.388 505395.642, 176326.545 505405.536, 176325.753 505397.789, 176333.576 505387.973)))"
O10002_GBI_Wegen_en_bruggen.1181,1989,wegdeel vlak,Voetpad,Vrijliggend voetpad,tegels grijs,"MULTIPOLYGON (((177639.859 502599.59, 177639.914 502599.808, 177639.992 502600.04, 177640.073 502600.233, 177640.15 502600.39, 177640.288 502600.624, 177640.409 502600.797, 177640.614 502601.043, 177640.825 502601.25, 177641.018 502601.408, 177637.639 502602.84, 177634.049 502604.34, 177630.378 502605.943, 177630.384 502605.85, 177630.39 502605.698, 177630.387 502605.471, 177630.377 502605.291, 177630.342 502604.997, 177630.307 502604.801, 177630.245 502604.544, 177630.175 502604.314, 177630.08 502604.06, 177629.966 502603.808, 177633.439 502602.31, 177639.859 502599.59)))"
O10002_GBI_Wegen_en_bruggen.1202,1988,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((178151.635 504193.722, 178146.663 504194.764, 178148.793 504204.804, 178149.992 504205.739, 178146.898 504206.176, 178132.538 504137.853, 178131.789 504134.342, 178130.659 504129.272, 178132.668 504128.877, 178135.003 504139.386, 178139.962 504138.315, 178140.747 504141.979, 178135.78 504143.072, 178138.304 504155.028, 178143.255 504153.989, 178144.53 504160.016, 178139.578 504161.087, 178142.219 504173.636, 178147.19 504172.619, 178148.481 504178.67, 178143.494 504179.685, 178145.896 504191.087, 178150.853 504190.011, 178151.635 504193.722)))"
O10002_GBI_Wegen_en_bruggen.1203,1989,wegdeel vlak,Fietspad,Vrijliggend fietspad,tegels grijs,"MULTIPOLYGON (((178259.619 504377.21, 178263.669 504380.03, 178268.769 504383.62, 178287.449 504379.32, 178288.548 504377.42, 178290.079 504383.85, 178287.888 504382.7, 178268.119 504386.98, 178262.229 504382.88, 178257.819 504379.8, 178259.619 504377.21)))"
O10002_GBI_Wegen_en_bruggen.1477,1973,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((175587.63 496164.653, 175589.228 496165.799, 175549.311 496210.608, 175547.837 496209.322, 175587.63 496164.653)))"
O10002_GBI_Wegen_en_bruggen.1169,1980,wegdeel vlak,Voetpad,Vrijliggend voetpad,halfverhard,"MULTIPOLYGON (((178104.919 502407.22, 178106.389 502406.61, 178108.459 502405.2, 178109.279 502403.14, 178109.589 502398.4, 178109.977 502391.109, 178110.288 502385.273, 178110.719 502377.18, 178110.566 502373.843, 178110.327 502372.583, 178110.198 502371.975, 178110.019 502371.2, 178109.68 502369.884, 178109.35 502368.749, 178109.019 502367.71, 178065.648 502263.099, 178065.159 502262.413, 178064.698 502261.844, 178064.294 502261.397, 178063.478 502260.609, 178062.497 502259.86, 178061.963 502259.503, 178061.522 502259.242, 178061.068 502259.003, 178060.431 502258.712, 178059.907 502258.51, 178059.277 502258.398, 178058.374 502258.229, 178057.576 502258.069, 178056.56 502257.852, 178055.27 502257.553, 178054.305 502257.312, 178053.206 502257.02, 178052.356 502256.782, 178051.152 502256.423, 178050.189 502256.12, 178049.957 502256.044, 178048.951 502255.707, 178048.328 502255.488, 178047.843 502255.287, 178047.381 502255.058, 178046.782 502254.7, 178046.359 502254.401, 178045.934 502254.054, 178045.392 502253.53, 178044.859 502252.898, 178035.717 502243.29, 178035.347 502243.007, 178035.016 502242.841, 178034.663 502242.73, 178034.254 502242.676, 178034.021 502242.678, 178033.306 502242.841, 178033.059 502242.96, 178032.489 502243.46, 178032.34 502243.695, 178032.29 502243.813, 178032.252 502243.936, 178032.217 502244.153, 178032.224 502244.406, 178032.309 502244.73, 178029.969 502242.16, 178034.139 502240.53, 178034.608 502240.435, 178035.233 502240.407, 178035.605 502240.444, 178036.026 502240.534, 178036.42 502240.67, 178036.797 502240.852, 178037.173 502241.095, 178037.473 502241.343, 178037.847 502241.749, 178038.806 502243.116, 178040.174 502244.904, 178040.906 502245.791, 178042.25 502247.31, 178043.173 502248.279, 178044.222 502249.315, 178045.399 502250.403, 178046.428 502251.294, 178047.764 502252.376, 178048.199 502252.72, 178048.745 502253.102, 178049.55 502253.511, 178050.284 502253.749, 178050.879 502253.86, 178060.849 502256.47, 178063.069 502257.682, 178065.298 502259.199, 178065.994 502260.032, 178066.889 502261.264, 178067.669 502262.532, 178068.328 502263.809, 178112.129 502370.03, 178112.593 502373.575, 178112.859 502377.11, 178111.719 502383.4, 178111.729 502388.735, 178111.741 502395.417, 178111.759 502404.7, 178111.839 502408.43, 178111.772 502409.136, 178111.756 502409.615, 178111.759 502409.961, 178111.783 502410.443, 178111.825 502410.881, 178111.924 502411.527, 178112.076 502412.207, 178112.27 502412.859, 178112.449 502413.35, 178110.303 502414.244, 178108.168 502409.119, 178107.923 502408.863, 178107.764 502408.784, 178107.47 502408.741, 178107.209 502408.8, 178105.789 502409.34, 178104.919 502407.22)))"
O10002_GBI_Wegen_en_bruggen.1170,1989,wegdeel vlak,Voetpad,Vrijliggend voetpad,beton keiformaat,"MULTIPOLYGON (((177658.658 502590.749, 177658.772 502590.842, 177658.939 502590.996, 177659.116 502591.187, 177659.282 502591.401, 177659.406 502591.59, 177659.537 502591.833, 177659.639 502592.068, 177659.75 502592.416, 177659.803 502592.674, 177659.838 502592.988, 177659.838 502593.34, 177659.816 502593.657, 177659.742 502593.929, 177659.641 502594.147, 177659.543 502594.3, 177659.409 502594.459, 177659.269 502594.59, 177659.135 502594.702, 177658.957 502594.839, 177658.742 502594.984, 177658.51 502595.12, 177658.332 502595.21, 177658.206 502595.268, 177658.008 502595.349, 177657.757 502595.434, 177657.572 502595.486, 177657.427 502595.52, 177657.218 502595.558, 177656.984 502595.527, 177656.795 502595.487, 177656.546 502595.411, 177656.235 502595.277, 177655.976 502595.126, 177655.819 502595.015, 177655.595 502594.824, 177655.37 502594.582, 177655.219 502594.38, 177655.16 502594.276, 177655.084 502594.124, 177655.001 502593.932, 177654.913 502593.674, 177654.855 502593.446, 177654.808 502593.16, 177654.789 502592.929, 177654.787 502592.697, 177654.8 502592.493, 177654.82 502592.324, 177654.839 502592.22, 177654.918 502592.054, 177655.054 502591.792, 177655.174 502591.583, 177655.255 502591.452, 177655.317 502591.356, 177655.409 502591.219, 177655.549 502591.122, 177655.793 502590.971, 177655.986 502590.868, 177656.207 502590.766, 177656.411 502590.685, 177656.602 502590.619, 177656.915 502590.535, 177657.215 502590.477, 177657.546 502590.44, 177657.764 502590.463, 177658 502590.507, 177658.176 502590.554, 177658.352 502590.613, 177658.474 502590.662, 177658.658 502590.749)))"
O10002_GBI_Wegen_en_bruggen.1171,1988,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177719.869 502693.45, 177720.729 502691.36, 177738.219 502698.59, 177749.459 502703.26, 177759.647 502707.484, 177758.725 502709.515, 177719.869 502693.45)))"
O10002_GBI_Wegen_en_bruggen.1172,2003,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((175998.752 505130.2, 175993.983 505140.814, 175989.812 505131.432, 175994.747 505120.471, 175998.752 505130.2)))"
O10002_GBI_Wegen_en_bruggen.1173,1996,wegdeel vlak,Parkeren,Inrit,beton keiformaat,"MULTIPOLYGON (((176439.991 505769.421, 176438.905 505767.481, 176445.264 505763.85, 176446.344 505765.803, 176449.702 505771.873, 176453.293 505778.363, 176455.955 505779.04, 176446.165 505784.62, 176446.912 505781.785, 176443.363 505775.445, 176439.991 505769.421)))"
O10002_GBI_Wegen_en_bruggen.1174,1991,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177153.819 503220.809, 177155.489 503224.829, 177155.508 503224.861, 177155.528 503224.884, 177155.548 503224.901, 177155.571 503224.916, 177155.598 503224.929, 177155.627 503224.937, 177155.644 503224.94, 177155.676 503224.941, 177155.701 503224.938, 177155.759 503224.92, 177146.154 503228.873, 177146.216 503228.807, 177146.237 503228.718, 177146.21 503228.631, 177144.549 503224.61, 177153.819 503220.809)))"
O10002_GBI_Wegen_en_bruggen.1175,1992,wegdeel vlak,Rijbaan,Rijbaan,beton keiformaat,"MULTIPOLYGON (((177004.898 502936.849, 177004.979 502937.1, 176991.652 502942.505, 176991.51 502942.563, 176992.1 502942.257, 176992.65 502941.882, 176993.151 502941.444, 176993.595 502940.95, 176993.978 502940.405, 176994.293 502939.819, 176994.535 502939.2, 176994.701 502938.556, 176994.789 502937.896, 176994.798 502937.231, 176994.727 502936.57, 176993.039 502937.2, 176982.309 502911.31, 176960.779 502859.4, 176953.729 502842.68, 176953.112 502842.49, 176952.478 502842.367, 176951.835 502842.311, 176951.189 502842.322, 176950.548 502842.402, 176949.919 502842.548, 176949.309 502842.76, 176949.503 502842.679, 176964.698 502836.332, 176964.746 502836.312, 176964.124 502836.651, 176963.544 502837.059, 176963.013 502837.528, 176962.539 502838.055, 176962.127 502838.632, 176961.782 502839.251, 176961.51 502839.905, 176961.313 502840.586, 176961.193 502841.284, 176961.153 502841.992, 176961.193 502842.7, 176961.312 502843.398, 176961.509 502844.079, 176961.879 502844.98, 176968.919 502862.05, 176976.079 502879.31, 176983.459 502897.03, 176988.349 502908.82, 176988.519 502909.25, 176988.461 502909.358, 176988.479 502909.48, 176988.709 502910.02, 176988.736 502910.087, 176989.809 502912.7, 176994.879 502924.9, 176996.389 502928.48, 176998.299 502933.119, 176998.455 502933.495, 176998.64 502933.855, 176998.816 502934.144, 176999.017 502934.429, 176999.108 502934.546, 176999.219 502934.68, 176999.625 502935.179, 177000.085 502935.628, 177000.595 502936.02, 177001.147 502936.351, 177001.734 502936.615, 177002.347 502936.809, 177002.979 502936.931, 177003.62 502936.978, 177004.263 502936.951, 177004.898 502936.849)))"
O10002_GBI_Wegen_en_bruggen.1176,1992,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((176988.979 502910.15, 176993.059 502908.41, 177000.579 502926.52, 176996.499 502928.2, 176996.459 502928.224, 176996.419 502928.264, 176996.386 502928.322, 176996.376 502928.359, 176996.373 502928.399, 176996.389 502928.48, 176994.879 502924.9, 176989.809 502912.7, 176988.736 502910.087, 176988.803 502910.147, 176988.891 502910.17, 176988.979 502910.15)))"
O10002_GBI_Wegen_en_bruggen.1177,1998,wegdeel vlak,Rijbaan,Rijbaan,tegels overig,"MULTIPOLYGON (((176689.562 505280.365, 176690.035 505282.66, 176681.435 505284.434, 176680.953 505282.098, 176682.511 505279.909, 176682.1 505277.617, 176686.585 505276.69, 176686.994 505278.837, 176689.562 505280.365)))"
O10002_GBI_Wegen_en_bruggen.1178,1975,wegdeel vlak,Fietspad,Vrijliggend fietspad,cementbeton,"MULTIPOLYGON (((176021.283 504138.653, 175973.565 504123.805, 175973.427 504123.762, 175973.289 504123.718, 175970.189 504122.736, 175969.501 504122.518, 175963.562 504120.637, 175962.218 504120.212, 175961.942 504120.124, 175961.931 504120.121, 175962.767 504117.45, 175962.778 504117.453, 175963.054 504117.541, 175964.393 504117.965, 175970.337 504119.849, 175971.025 504120.067, 175974.125 504121.05, 175974.263 504121.094, 175974.401 504121.138, 176022.059 504136.158, 176021.283 504138.653)))"
O10002_GBI_Wegen_en_bruggen.1179,1980,wegdeel vlak,Voetpad,Bushalte,beton keiformaat,"MULTIPOLYGON (((177353.296 502838.244, 177356.781 502844.06, 177359.581 502848.732, 177360.152 502849.707, 177366.027 502863.816, 177371.946 502878.06, 177372.002 502878.217, 177374.744 502889.902, 177374.179 502888.54, 177360.979 502856.8, 177355.842 502844.439, 177353.296 502838.244)))"
O10002_GBI_Wegen_en_bruggen.1200,1996,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((178159.88 504276.75, 178161.083 504279.636, 178159.731 504279.239, 178141.845 504288.972, 178143.313 504291.673, 178140.235 504293.34, 178138.771 504290.645, 178135.956 504292.177, 178137.396 504294.878, 178134.117 504296.663, 178132.617 504293.979, 178125.048 504298.101, 178126.515 504300.806, 178124.885 504301.679, 178124.159 504302.044, 178123.694 504302.24, 178123.032 504302.473, 178122.712 504302.567, 178122.21 504302.673, 178121.757 504302.727, 178121.153 504302.739, 178120.636 504302.694, 178120.142 504302.604, 178119.379 504302.367, 178118.852 504302.125, 178118.336 504301.816, 178117.852 504301.446, 178117.495 504301.11, 178117.097 504300.651, 178116.796 504300.218, 178136.056 504289.742, 178159.88 504276.75)))"
O10002_GBI_Wegen_en_bruggen.1182,1989,wegdeel vlak,Voetpad,Vrijliggend voetpad,beton keiformaat,"MULTIPOLYGON (((177626.059 502603.56, 177626.193 502603.446, 177626.428 502603.274, 177626.588 502603.174, 177626.836 502603.041, 177627.121 502602.92, 177627.354 502602.842, 177627.64 502602.773, 177627.813 502602.743, 177628.019 502602.72, 177628.393 502602.799, 177628.735 502602.914, 177629.062 502603.067, 177629.462 502603.326, 177629.663 502603.493, 177629.782 502603.606, 177629.966 502603.808, 177630.08 502604.06, 177630.175 502604.314, 177630.245 502604.544, 177630.307 502604.801, 177630.342 502604.997, 177630.377 502605.291, 177630.387 502605.471, 177630.39 502605.698, 177630.384 502605.85, 177630.378 502605.943, 177630.289 502606.156, 177630.22 502606.299, 177630.117 502606.489, 177629.993 502606.688, 177629.808 502606.939, 177629.623 502607.097, 177629.47 502607.21, 177629.247 502607.35, 177629.048 502607.454, 177628.813 502607.554, 177628.552 502607.639, 177628.303 502607.697, 177628.137 502607.723, 177627.88 502607.746, 177627.689 502607.75, 177627.434 502607.728, 177627.243 502607.691, 177627.103 502607.652, 177626.936 502607.591, 177626.755 502607.505, 177626.658 502607.45, 177626.549 502607.38, 177626.297 502607.166, 177626.099 502606.955, 177625.951 502606.762, 177625.771 502606.464, 177625.616 502606.1, 177625.531 502605.798, 177625.485 502605.507, 177625.471 502605.194, 177625.483 502604.97, 177625.519 502604.72, 177625.565 502604.507, 177625.634 502604.289, 177625.693 502604.142, 177625.754 502604.016, 177625.825 502603.888, 177625.908 502603.757, 177625.942 502603.709, 177626.059 502603.56)))"
O10002_GBI_Wegen_en_bruggen.1183,1988,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((178019.353 502487.687, 178019.381 502487.681, 178019.409 502487.679, 178019.442 502487.681, 178019.471 502487.687, 178019.497 502487.697, 178019.526 502487.712, 178019.546 502487.728, 178019.573 502487.754, 178019.591 502487.779, 178019.607 502487.812, 178019.619 502487.84, 178024.528 502499.599, 178024.542 502499.624, 178024.553 502499.651, 178024.558 502499.67, 178024.562 502499.694, 178024.563 502499.722, 178024.561 502499.745, 178024.552 502499.781, 178024.537 502499.816, 178024.519 502499.843, 178024.503 502499.862, 178024.474 502499.887, 178024.447 502499.903, 178020.869 502501.43, 178020.777 502501.466, 178020.702 502501.518, 178020.669 502501.551, 178020.613 502501.628, 178020.591 502501.672, 178020.567 502501.749, 178020.559 502501.822, 178020.561 502501.877, 178020.592 502501.992, 178015.169 502488.94, 178015.21 502489.025, 178015.247 502489.077, 178015.3 502489.129, 178015.385 502489.186, 178015.438 502489.209, 178015.503 502489.227, 178015.548 502489.233, 178015.61 502489.234, 178015.639 502489.232, 178015.696 502489.221, 178015.759 502489.2, 178019.353 502487.687)))"
O10002_GBI_Wegen_en_bruggen.1184,1980,wegdeel vlak,Voetpad,Voetpad,gebakken keiformaat,"MULTIPOLYGON (((176422.023 504118.303, 176423.279 504118.69, 176419.626 504130.202, 176418.699 504133.13, 176415.019 504144.72, 176413.684 504145.395, 176422.023 504118.303)))"
O10002_GBI_Wegen_en_bruggen.1185,2003,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((176055.092 505069.439, 176055.328 505070.183, 176055.843 505071.789, 176056.45 505073.654, 176056.897 505075.008, 176057.775 505077.62, 176058.867 505080.792, 176059.604 505082.885, 176060.325 505084.897, 176061.832 505088.997, 176062.564 505090.941, 176063.151 505092.478, 176063.232 505092.689, 176063.265 505092.813, 176063.289 505093.11, 176063.267 505093.29, 176063.212 505093.478, 176062.514 505094.914, 176062.468 505095.058, 176062.437 505095.232, 176062.432 505095.39, 176062.444 505095.53, 176062.481 505095.696, 176062.285 505095.207, 176061.438 505093.097, 176060.321 505090.259, 176058.909 505086.527, 176057.479 505082.57, 176056.417 505079.502, 176055.22 505075.893, 176054.119 505072.416, 176053.141 505069.196, 176052.624 505067.442, 176052.66 505067.543, 176052.739 505067.699, 176052.824 505067.816, 176052.935 505067.928, 176053.066 505068.025, 176054.672 505068.933, 176054.824 505069.023, 176054.936 505069.129, 176055.008 505069.229, 176055.053 505069.32, 176055.092 505069.439)))"
O10002_GBI_Wegen_en_bruggen.1186,1998,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176659.481 505039.525, 176659.723 505041.788, 176636.728 505046.543, 176636.026 505044.342, 176648.901 505041.698, 176659.481 505039.525)))"
O10002_GBI_Wegen_en_bruggen.1187,2003,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176199.556 504984.453, 176199.254 504983.014, 176207.9 504981.195, 176208.204 504982.736, 176199.556 504984.453)))"
