Leverancier;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
Regioplan Beleidsonderzoek B.V.;;;2;;;;;2
Regus Amsterdam;1;;;;;;;1
Reismedia B.V.;1;;;;;;;1
Release15;;;2;;;;;2
Renaissance It;1;;;;;;;1
Renée Broekmeulen Tekst & Training;1;;;;;;;1
Rens de Jong Producties;1;;;;;;;1
Reputatiegroep B.V.;4;;;;;;;4
ResilienServices;;2;;;;;;2
Resolute Development Solutions, Inc;1;;;;;;;1
Resolute Mediation B.V.;;;;;1;;;1
Restaurant de Stroming;1;;;;;;;1
Restaurant d'Vijff Vlieghen B.V.;1;;;;;;;1
Restaurant La Diva;1;;;;;;;1
Restaurant Oud Leusden;1;;;;;;;1
Restaurant Q-nis B.V.;1;;;;;;;1
Restaurant Setare;1;;;;;;;1
Restaurant Subliem;1;;;;;;;1
Revnext B.V.;2;;2;;;;;2
Ricardo Certification B.V.;1;;;;;;;1
Riggs;;1;;;;;;1
Righteous Software;;;;;;2;;2
Rigo Research en Advies B.V.;;2;3;;;;;4
Rikkers Infographics;1;;;;;;;1
Ring-Ring B.V.;2;;;;;;;2
RiSa IT B.V.;2;;;;;;;2
RM Marketing Management Consultancy;2;;;;;;;2
Rob Engelaar Fotografie;1;;;;;;;1
ROHDE & GRAHL B.V.;;;;;;1;;1
Roorda Reclamebureau B.V.;6;;;;;;;6
RoPor Management B.V.;1;;;;;;;1
Route Circulair B.V.;1;;;;;;;1
Routiers Maasvlakte;1;;;;;;;1
Rozatekst;2;;;;;;;2
RPS Analyse B.V.;;;1;;;;;1
RTVmonitor,;2;;;;;;;2
RUIMTEVOLK B.V.;;;2;;;;;2
RVR Hoofddorp B.V.;2;;;;;;;2
S.H. Severijn Holding B.V.;2;;;;;;;2
Saab Technologies B.V.;;;;;;1;;1
SAB Stg. Afvalst. & Vaardocumenten Binnenv.;5;;4;;;;;5
Sabel Communicatie B.V.;;2;;2;;;;2
SALC;1;;;;;;;1
SaléPro B.V.;1;;;;;;;1
Salomons Beelaerts Advocaten;2;;;;;;;2
Salves Testservices West B.V.;;;3;;;4;;4
SAMR;4;;;;;;;4
Sam's Pub Quiz;1;;;;;;;1
Sarnia Maritime B.V.;2;;;;;;;2
Savia Toekomstgericht Advies;2;;;;;;;2
sbv anderetaal;1;;;1;;;;1
Schattenberg Commissiesecretaris;2;;;;;;;2
Schiphol Nederland B.V.;5;;1;;;;;5
Schols Commandeur B.V.;;;1;;;;;1
Schreuder en Partners BV;1;;;;;;;1
Schrijfburo Terwisscha & Wagenaar B.V.;2;;;;;;;2
Schuttelaar & Partners, Maatsch. Comm. B.V.;4;;;;;;;4
SCIA Nederland;;;;;;2;;2
Science and Technology B.V.;;4;;;;;;4
Science and Technology Experts Pool B.V.;;4;;;;;;4
SCIENCE AND TECHNOLOGY FACILITIES;;3;;;;;;3
Sea Ranger Service B.V.;;;2;;;;;2
SeaDreams Speakers Agency B.V.;;1;;;;;;1
Seats2Meet.com Utrecht B.V.;1;;;;;;;1
Second Soul;;;1;;;;;1
Secura B.V.;2;1;;;;;;2
Securo Europe B.V.;;;1;;;;;1
Segerentekst;2;1;;;;;;2
Sendiri;;;1;;;;;1
SENTENSOR B.V.;;;1;;;;;1
SGS Nederland B.V.;;;3;;;;;3
SGS Search Laboratorium B.V.;;;1;;;;;1
Shades of Green - Natural Translations;;;1;;;;;1
Shared Business B.V.;;;1;;;;;1
SHR B.V.;1;;;;;;;1
Shred-it Netherlands B.V.;1;;;;;;;1
SI B.V.;1;;;;;;;1
Siemens Mobility B.V.;7;;;;;;;7
Significance B.V.;4;;2;;;;;5
Silver Projects;2;;;;;;;2
SIMgroep B.V.;;1;;;;;;1
Simian B.V.;1;;;;;;;1
Simone Langeweg Tekst- en Communicatieadvies;1;1;1;;;;;2
Sira Consulting B.V.;5;;;;;;;5
SITAMStrategie;;2;2;;;;;2
SKB;;2;;;;;;2
Sketchy Business;;;2;;;;;2
Skill-up;1;;;;;;;1
Skils B.V.;;1;;;;;;1
Skori & Partners B.V.;;;;;;;4;4
Slijpstof;;;1;;;;;1
Slim Development B.V.;4;;;;;;;4
Slim HRM Advisering;;2;;;;;;2
Smart Società Cooperativa Impresa S;1;;;;;;;1
Smartid Services B.V.;2;;;;;;;2
Smeer 'm B.V.;1;;;;;;;1
Smile Licht en Geluid Utrecht B.V.;1;;;;;;;1
SmitsVanLoon B.V.;;2;;;;;;2
Soluso B.V.;;1;;;;2;;2
Something Else Advies;4;;;;;;;4
Soomers;1;;;;;;;1
Soppe Gundelach advocaten B.V.;;1;;;;;;1
Soundfocus B.V.;1;1;1;;;;;1
SpaarSaam;1;;;;;;;1
Space to Create B.V.;1;;;;;;;1
Space-Place;;2;;;;;;2
Spanjersberg Organisatie Advies;;;1;;;;;1
Spendlab Partners;;;;;;;2;2
Spiegelhart;1;;;;;;;1
Spirit of the age;;1;;;;;;1
SPITZ congres & event B.V.;5;;;;;;;5
SPPS Consultants B.V.;2;;;;;;;2
Sprankel & Co;;1;;;;;;1
Sprengers Advocaten;;;;;1;;;1
Spring Today Consulting B.V.;;1;;;;;;1
Springer Nature Limited;;;1;;;;;1
Squad Mobility B.V.;1;;;;;;;1
SRON;;2;;;;;;2
St.Jeremy Bentham instituut voor Beleid&Geluk;;;1;;;;;1
Stadsarrangement.nl;1;;;;;;;1
Stampify;1;;;;;;;1
Star Project;2;;;;;;;2
Starsound Productions Exploitatie B.V.;2;;2;2;;;;2
StartHubs;2;;;;;;;2
State Budget of the Republic of Cro;;;2;;;;;2
Statisfact B.V.;;2;3;2;;;;4
Stayokay 'Den Haag';1;;;;;;;1
Stayokay Heeg;1;;;;;;;1
STC-NESTRA B.V.;2;;;;;;;2
STEC Groep B.V.;1;;;;;;;1
Steenhuisen Consultancy B.V.;;;2;;;;;2
SteenhuisMeurs Vennebroek B.V.;1;;;;;;;1
Stegman Groothandel B.V.;2;;;;;;;2
Stelvio Coaching & Advies;;;2;;;;;2
STEMRA ST;;;1;;;;;1
Sterk Consulting B.V.;3;;;;;;;3
STERKADO;1;;;;;;;1
Stern strategy group;1;;;;;;;1
Stevin Technology Consultants B.V.;2;;;;;;;2
Stg Kenniscenter CfPB;;;2;;;;;2
Stg. Bur. Commissie v.d. Mil.-Effectrapport.;5;;;;;;;5
Stg. CoÃ¶rd. Certif. Milieu & arbomanagm.syst.;2;;;;;;;2
Stg. Crow, kennisplatf. infrastruct., verkeer;5;;2;2;;;;6
Stg. Inform.syst. v. Arbeidsplaatsen & Vest.;1;;;;;;;1
Stg. Instituut voor Verantw. Medicijngebruik;3;;;;;;;3
Stg. Knowledge/Developm. Ctr. Mainp. Schiphol;6;;;;;;;6
Stg. Maritiem Research Instituut Nederland;6;;2;;;;;6
Stg. Nat. Lucht- en Ruimtevaartlaboratorium;7;1;3;;;;;7
Stg. Nat. Nautische Verkeersdienst Opleiding;4;;;;;;;4
Stg. Ned. Inst. voor Int. Betr. 'Clingend.';1;;;;;;;1
Stg. Nederlands Instituut voor Beeld & Geluid;1;;;;;;;1
Stg. RIONED, Platf. Buitenriolering Nederland;1;;;;;;;1
Stg. Talent naar de Top, Charter voor vrouwen;;;2;;;;;2
Stg. Wet. Ond. Verkeersveiligh. Swov;5;;;;;;;5
Sticht. Breda University of Applied Sciences;1;;;;;;;1
Sticht. Delta All. International Foundation;2;;;;;;;2
Sticht. Eur. Centrum Ontwikkelingsmanagement;2;;;;;;;2
Sticht. HAS KennisTransfer en Bedr.opleid.;1;;;;;;;1
Sticht. IHE Delft Instit. for Water Education;3;;;;;;;3
Stichting Accessibility;;;1;;;;;1
Stichting Achmea Rechtsbijstand;1;;;;;;;1
Stichting All Traffic Care;1;;;;;;;1
Stichting Arminius;;2;;;;;;2
Stichting Art Republic;1;;;;;;;1
Stichting Babel 's-Hertogenbosch en omstreken;1;;;;;;;1
Stichting Behavioural Insights Nederland;3;;;;;;;3
Stichting Beheer Derdengelden Houthoff;2;;;;1;;;2
Stichting Blauwe Lijn;1;;;;;;;1
Stichting Bmwt-Keur;2;;;;;;;2
Stichting Bouwkwaliteit;2;;;;;;;2
Stichting CA-ICT;1;;;;;;;1
Stichting CentERdata;3;;;;;;;3
Stichting Centrum Ondergronds Bouwen';5;;;;;;;5
Stichting Centrummanagement Leiden;1;;;;;;;1
Stichting Climate Adaptation Services;6;;;;;;;6
Stichting Coalitie Anders Reizen;2;;1;;;;;2
Stichting Connekt;9;;;;;;;9
Stichting Crisislab;2;;;;;;;2
Stichting De Ooievaart;1;;;;;;;1
Stichting De Schrijverscentrale;;;1;;;;;1
Stichting Deltares;4;3;4;;;;;5
Stichting Dutch Cycling Embassy;1;;;;;;;1
Stichting Dutch Electric Aviation Centre;5;;;;;;;5
Stichting Duurzaam Vliegen;2;;;;;;;2
Stichting ElaadNL;1;;;;;;;1
Stichting Europees Instituut;1;;;;;;;1
Stichting Expat Center Food Valley;;;1;;;;1;1
Stichting Fietsen Alle Jaren Fryslân;1;;;;;;;1
Stichting FutureCity;2;;;;;;;2
Stichting Geonovum;5;;;;;;;5
Stichting GLOBE Nederland;2;;;;;;;2
stichting government roaming nederland;;;;;;1;;1
Stichting Hanzehogeschool Groningen;2;;;;;;;2
Stichting Het Groene Brein;4;1;;;;;;4
Stichting het Nationale Park de Hoge Veluwe;;;1;;;;;1
Stichting Hoger Beroepsonderwijs Haaglanden;2;;;;;;;2
Stichting Hogeschool Utrecht;2;;;;;;;2
Stichting Hogeschool van Arnhem en Nijmegen;2;2;2;;;;;3
Stichting Holland Circular Hotspot;2;;;;;;;2
Stichting House of Denim;2;;;;;;;2
Stichting Huis voor Ondernemerschap;1;;;;;;;1
Stichting In goed gezelschap van Laura;;;1;;;;;1
Stichting Internat. Perscentrum 'Nieuwspoort';;1;;;;;;1
Stichting International Water Conferences;2;;;;;;;2
Stichting IVN;1;;;;;;;1
Stichting JIN;2;;;;;;;2
Stichting Jonge Klimaatbeweging;;;1;;;;;1
Stichting Katholieke Vredesbewegiing;1;;;;;;;1
Stichting KC Studentenfonds;;;1;;;;;1
Stichting Kennis Gebiedsontwikkeling (SKG);1;;;;;;;1
Stichting KOS;1;;;;;;;1
Stichting Lucht- en Ruimtevaart Nederland;2;;;;;;;2
Stichting Milieu Centraal;3;;;;;;;3
Stichting Milieukeur;4;;;;;;;4
Stichting Mulier Instituut;3;;;;;;;3
Stichting Museum Slot Loevestein;1;;;;;;;1
Stichting MVO Nederland;3;;2;;;;;3
Stichting Natuur en Milieu;4;;;;;;;4
Stichting Netherlands eScience Center;;1;2;;;;;2
Stichting Netherlands Water Partnership (Nwp);1;;;;;;;1
Stichting Platform OmgevingsManagement;;;1;;;;;1
Stichting Pleio;1;;;;;;;1
Stichting Probos;2;;;;;;;2
Stichting Projecten Binnenvaart;4;;;;;;;4
Stichting Prosea Marine Education;2;;;;;;;2
Stichting Rail Cargo Information Netherlands;2;;;;;;;2
Stichting SAHO;;2;;;;;;2
Stichting Samen Sterk Rijschoolbranche;1;;;;;;;1
Stichting Saxion;2;;;;;;;2
Stichting SEO Economisch Onderzoek;4;1;;;;;;4
Stichting Smart Freight Centre;2;;;;;;;2
Stichting Springtij Festival Terschelling;2;;;;;;;2
Stichting Sustainable Finance Lab;2;;;;;;;2
Stichting Sustainable Food Initiative;2;;;;;;;2
Stichting Teamalert;4;;;;;;;4
Stichting Toegepast Onderzoek Waterbeheer;5;;;;;;;5
Stichting Toekomstbeeld der Techniek;2;;;;;;;2
Stichting Verkeersonderneming;6;;;;;;;6
Stichting Vervoerswetenschap;1;;;;;;;1
Stichting voor de Technische Wetenschappen;4;;;;;;;4
Stichting Waarborgfonds Sociale Woningbouw;;2;;;;;;2
Stichting Waterrecreatie Nederland;1;;;;;;;1
Stichting Wereld Vismigratie;2;;;;;;;2
Stichting Werken op Maat;;1;;;;;;1
Stichting Wetskills;2;;;;;;;2
Stiftelsen The Stockholm Environmen;1;;;;;;;1
Story Studio;1;;;;;;;1
Storyshapers;2;;;;;;;2
Strandpaviljoen De Kwartel B.V.;1;;;;;;;1
Strandtent 14 Kijkduin B.V.;1;;;;;;;1
Strandtent de Fuut B.V.;1;;;;;;;1
Stratec Services B.V.;1;;;;;;;1
Strategic Management Centre;2;;;;;;;2
Strategy & Impact;1;;;;;;;1
studio a today;;;;1;;;;1
Studio Clara;1;;;;;;;1
Studio Fint;;1;;;;;;1
Studio Infograph;1;;;;;;;1
Studio Moan;;2;;1;;;;2
Studio Ronald van der Heide;;2;1;;;;;2
Studio Warmenhoven;;;1;;;;;1
Studio-OOK;1;;;;;;;1
Studium@Scaldim bvba;1;;;;;;;1
Sun Solutions B.V.;;;;;;1;;1
Supply Value B.V.;3;;;;;;;3
SurePay B.V.;;;1;;;;;1
SURFnet B.V.;5;;;;;;;5
Sustainable Change B.V.;1;;2;;;;;2
SustainableMotion;2;;;;;;;2
Sustainalize B.V. .;;;2;;;;2;2
SVB – Asana, Inc.;1;;;;;;;1
Swaak & Crooijmans B.V.;1;;;;;;;1
Sweco Nederland;4;;;;;;;4
Syconomy;1;;;;;;;1
SYNESIS safety consult;3;;;;;;;3
Syntraal B.V.;5;;;;;;;5
Sysqa B.V.;;;;;;4;;4
t Regthuys;2;;;;;;;2
t VeerHuys V.O.F.;1;;;;;;;1
t Wapen Van Marion B.V.;1;;;;;;;1
T.W. Zijlstra Holding B.V.;;;;1;;;;1
Tabula Rasa B.V.;1;;;;;;;1
Taets Catering Services B.V.;1;;;;;;;1
Talentproducties;;2;;;;;;2
Tam @Work;2;;;;;;;2
Tangram B.V.;;;1;;;;;1
Tappan B.V.;7;2;2;4;;1;;7
Tapperij Atjeh;1;;;;;;;1
Taste and Tintle Handelshuis B.V.;1;;;;;;;1
TATE;1;;;;;;;1
Tauw B.V.;6;1;5;;;;;6
Taxi Centrale Nijmegen (T.C.N.);;;1;;;;;1
Taxibedrijf Van der Wijst;1;;;;;;;1
Taxicentrale Breda;1;;;;;;;1
Te Werve B.V.;1;;;;;;;1
Techno PMO B.V.;;;6;;;;;6
Technolution B.V.;2;;;;;;;2
Technopolis B.V.;2;;;;;;;2
Tekstbureau Leo van Marrewijk;2;;;;;;;2
Tekstbureau Met Andere Woorden;2;;;;;;;2
Tekstburo Gort B.V.;;1;;1;;;;2
Tekstburo Interlinie;;;1;;;;;1
Tekstkantoor Van As;;2;2;;;;;2
Telan B.V.;;;1;;;;;1
Telegrootgebruik B.V.;;2;;;;7;;7
Tender People;;;1;;;;;1
Tenuki B.V.;;1;;;;;;1
Ter Borch Events B.V.;1;;;;;;;1
TERI The Energy and Resources Insti;1;;;;;;;1
Textcetera B.V.;1;;;;;;;1
TextCraft Editing;1;;;;;;;1
Tezet Business Gifts B.V.;1;;;;;;;1
The Binding Energy BVBA;2;;;;;;;2
The Blue Lagoon B.V.;1;;;;;;;1
The Box Company B.V.;1;;;;;;;1
The Branding Boutique B.V.;;;1;;;;;1
The Internet Academy;;1;;;;;;1
The New Boys' Network B.V.;;;1;;;;;1
The Next Speaker;;;2;;;;;2
The Oddshop B.V.;3;;;;;;;3
The Organizing Boutique;;;1;;;;;1
The Rat Pack B.V.;1;;;;;;;1
The Terrace B.V.;2;;;;;;;2
The Waste and Resources Action Prog;2;;;;;;;2
Theehuis Rhijnauwen B.V.;1;;;;;;;1
ThemaTeam;;;;1;;;;1
Theo Hendriks Corporate Storytelling;2;;;1;;;;2
Thijs Geritz Animatie & Illustratie;1;;;;;;;1
Things To Make And Do B.V.;2;;2;;;;;2
THL B.V.;;4;;;;;;4
Thorbecke B.V.;1;;;;;;;1
Thuiswinkel B.V.;2;;;;;;;2
Thuramedia;3;;;;;;;3
Tibs Verkeersadvies;1;;;;;;;1
TIE Nederland B.V.;;;;;;1;;1
Tilkema Horeca B.V.;1;;;;;;;1
Timaf B.V.;;;;;;1;;1
Tineke Dijkstra Fotografie;2;;;;;;;2
Tinqwise B.V.;1;;;;;;;1
Tint Bur. v. Grafisch Vormgeving;;;1;;;;;1
Tintelingen B.V.;1;;;;;;;1
Tjerk Breeuwer Informatiebeveiliging;;;;;;2;;2
Tjojs Technologies B.V.;1;;;;;;;1
TKH Security B.V.;;;;;;1;;1
TNO International Holding B.V.;6;3;2;;;;;6
To Interface Projects B.V.;;2;;;;;;2
To70 B.V.;7;;;;;;;7
TODAY DESIGNERS B.V.;2;;;;;;;2
Toko Toet;1;;;;;;;1
TOLK Transform. & Organizat. Learning- Kempen;;3;;;;;;3
Tonga High Commission;1;;;;;;;1
TOPdesk Nederland B.V.;;;1;;;;;1
Topgeschenken Nederland B.V.;1;;;;;;;1
TOT Team Ontwikkel Trajecten B.V.;;;1;;;;;1
Total AOC Solutions Ltd;3;;;;;;;3
Touringcarbedrijf Betuwe Express B.V.;1;;;;;;;1
Tower Leisure B.V.;1;;;;;;;1
Townsville;2;;;;;;;2
Track Landscape Design;2;;;;;;;2
Traffic Service Nederland B.V.;;1;;;;;;1
TRAINING FOR TRANSPORTATION PROFESS;1;;;;;;;1
Trainings- en Adviesbureau Bevers;;;;;1;;;1
Trancity;1;;;;;;;1
Trans Link Systems B.V.;2;;;;;;;2
Transvormu-Lancee;;;1;;;;;1
TRConsult B.V.;2;1;2;;;;;2
Trenton B.V.;;;;;;1;;1
Treveri;2;;;;;;;2
TRIDÉE adviseurs in duurzame mobiliteit B.V.;2;;;;;;;2
Trifolium B.V.;4;;;;;;;4
TriOpSys B.V.;;6;;;;;;6
Tripservice B.V.;;;2;;;;;2
Trivident B.V.;;;;;;1;;1
Troje Training en Theater;;;;1;;;;1
Trude Rietveld Projecten;2;;;;;;;2
Turnitin;;;1;;;;;1
Tussen Kaag en Braassem;1;;;;;;;1
TÜV Nederland QA B.V.;;2;1;;;;;2
TVHG Budget Randstad II B.V.;1;;;;;;;1
Twynstra Gudde Water B.V.;4;;;;;;;4
TwynstraGudde;6;;2;;;;;6
TwynstraGudde Adviseurs;;2;1;;;;;2
UEA CONSULTING LIMITED;;3;;;;;;3
Uitgekookt Van Marle B.V.;1;;;;;;;1
Uitgetypt.nl;1;1;1;;;;;1
Ultimade;;;;;;2;;2
UMWELTBUNDESAMT GMBH;1;;;;;;;1
UNI BREMEN CAMPUS GMBH;;2;;;;;;2
UnifiedPost B.V.;;1;;;;;;1
Unique Sources Advies;;2;1;1;;;;2
Unit 3 protection;;;1;;;;;1
United Interest B.V.;;;1;;;;;1
United Logistic Services Int.(ULSI) B.V.;;;;;1;;;1
United Nations University [UNU];2;;;;;;;2
United Quality B.V.;2;;;;;;;2
Univé Rechtshulp;2;;;;;;;2
UNiVERSIDAD POLITÉCNICA DE MADRID;;1;1;;;;;1
Universität Bremen;;4;;;;;;4
UNIVERSITY OF OXFORD;2;3;;;;;;3
University of Reading;;;2;;;;;2
University Village;2;;;;;;;2
UP Events B.V.;1;;;;;;;1
UPD;;;1;;;;;1
Urban Development Force;1;;;;;;;1
Urhahn Urban Design B.V.;2;;;;;;;2
Usine Eindhoven B.V.;1;;;;;;;1
V.F.M. Adviesgroep B.V.;2;;;;;;;2
V.O.F. Alpina-van Houweninge & IJsselstijn;1;;;;;;;1
V.O.F. Grand Canal Delft;;1;;;;;;1
V.O.F. Kaashandel Peters;1;;;;;;;1
V.O.F. Movares, Infram, Goudappel Coffeng;;;2;;;;;2
Valerie Kuypers Fotografie;2;;;;;;;2
Valuad SPRL;1;;;;;;;1
Van Betuw Grafisch Ontwerp;1;;;;;;;1
Van Bommel FAUNAWERK;1;;;;;;;1
Van de bovenste plank;1;;;;;;;1
Van den Kommer Legal B.V.;2;;;;;;;2
van der pal recruitment;;3;;;;;;3
Van der Plas Nuclear Safety Consultant;1;;;;;;;1
Van Der Poll Office;;;2;;;;;2
Van der Valk Utrecht;1;;1;;;;;1
Van Doorne N.V.;4;;;;;;;4
Van Eijnsbergen Training & Advies;;1;1;;1;;;2
Van Engen Advies;3;;;;2;;;3
Van Hoven Juridisch Advies;3;;;;;;;3
Van Kuijk Boatmen;;1;;;;;;1
Van Laar Asset Management B.V.;1;;;;;;;1
Van Reijsen KennisCommunicatie;1;;;;;;;1
Van Rens B.V.;;1;;;;;;1
Van 't Hof Juridisch Advies B.V.;1;;;;;;;1
van wamelen advies;;;;;;;2;2
Vanberkel Professionals B.V.;3;3;;;;;;4
Vannispen.TV B.V.;2;;;;;;;2
VanSvision Organisatiefilosofie;;1;;;;;;1
VanWaarde;2;;;;;;;2
VCK Travel B.V.;1;;;;;;;1
VDT (Voice Data Technologies);1;;;;;;;1
VeeEee Advies;2;;;;;;;2
VEI B.V.;2;;;;;;;2
Velders & Novak IMC;;;2;1;;;;2
Veldwerk Beheer B.V.;2;;;;;;;2
Veneficus B.V.;;;;;;1;;1
Vereniging Deltametropool;2;;;;;;;2
"Vereniging Elektrische Rijders (""VE";2;;;;;;;2
Vereniging Landelijk Samenwerkingsv;;;1;;;;;1
Vereniging tot behartiging van de b;2;;;;;;;2
Vereniging van Milieuprofessionals;2;;;;;;;2
Vereniging voor Milieurecht;;1;;;;;;1
Vereniging voor Overheidsmanagement;1;;;;;;;1
Vereniging World Information Servic;;;1;;;;;1
Veronderwijzer;1;;;;;;;1
Vertaalbureau Perfect B.V.;1;;;;;;;1
VGA (van Geffen Automatisering);1;;;;;;;1
vhp Human Performance B.V.;1;;;;;;;1
Viagens Abreu SA;1;;;;;;;1
Viapass;1;;;;;;;1
Vias Institute;2;;;;;;;2
VideoAgency Productions B.V.;2;;;;;;;2
Videonieuwsbericht B.V.;1;2;1;;;;;2
Vijn Partyservice;1;;;;;;;1
ViPro Management;2;;;;;;;2
Vis en Chips;;;1;;;;;1
VisionsConnected;2;;;;;;;2
VISSER waterbeheer;4;;;;;;;4
Vista landschapsarchitectuur en stedenbouw;2;;;;;;;2
VisualiZeur;1;;;;;;;1
Vital Change B.V.;1;;;;;;;1
VITO VLAAMSE INSTELLING VOOR;2;;;;;;;2
V'Leisure I-Dock B.V.;1;;;;;;;1
Vlonck;2;;;;;;;2
Vocxo B.V.;1;;;;;;;1
vof fontein;1;;;;;;;1
VONC Communicatie B.V.;;;2;;;;;2
VoorMeerWaarde B.V.;;;1;;;;;1
Vorderman Consultancy;3;;;;;;;3
Vorm Vijf Adviesteam;3;;1;;;;;3
Vorm Vijf Ontwerpteam B.V.;4;1;1;;;;;4
VORtech B.V.;2;;;;;;;2
Vroeg B.V.;1;;;;;;;1
Vroom Consultancy B.V.;;2;;;;;;2
V-Tron B.V.;3;;;;;;;3
Vurich B.V.;;1;;;;;;1
VVV Cards B.V.;1;;;;;;;1
W.L.Bakker-Davidse,Interimmanager/Supervisor;;1;;;;;;1
Waal&Linge - training en advies;;;1;;;;;1
Wageningen Centre for Development Innovation;3;;;;;;;3
Wageningen Food & Biobased Research;2;;;;;;;2
Walhalla in De Meern B.V.;1;;;;;;;1
Walter Benedict B.V.;1;;;;;;;1
Wando Boevé Consultancy;2;;;;;;;2
Water and Land Resource Centre;2;;;;;;;2
Water en Wind B.V.;2;;;;;;;2
Water Stewardship Academy&InnovationCentre BV;2;;;;;;;2
Waterwindow B.V.;3;;;;;;;3
WayToSustain;;1;;2;;;;2
WB de Ruimte B.V.;2;;;;;;;2
WBE;1;;;;;;;1
WD Consultancy;;;2;;;;1;2
We are you Rotterdam;;;1;;;;;1
WE I Netherlands B.V.;1;;;;;;;1
Weather Impact B.V.;;;3;;;;;3
Webbureau Holland;;;;2;;;;2
WebElect;;;;;;1;;1
Weerman Omgevingsadvies;;;2;;;;;2
WeLegal B.V.;;;;;2;;;2
Welldra B.V.;1;;;;;;;1
Weolcan B.V.;2;;;;;;;2
Wereldgasten;1;;;;;;;1
Wereldomroep;2;;;;;;;2
Werklust;2;2;;;;;;3
Wesselink Van Zijst B.V.;2;1;2;;;;;3
Westland Infra Netbeheer B.V.;;1;;;;;;1
Wetlandman;1;;;;;;;1
Whooz B.V.;2;;;;;;;2
Wieneke Wolthuis Communicatie;1;;;;;;;1
Wijf met bedrijf;;;;1;;;;1
Wijnkoperij De Gouden Ton;1;;;;;;;1
Wijzer Adviesbureau;1;;;;;;;1
WijZij&Ik coaching en advies;;1;;;;;;1
Wildbeheereenheid Amstelland;1;;;;;;;1
Wildbeheereenheid Haarlemmermeer en omstreken;1;;;;;;;1
Wildbeheereenheid 'Spaarnwoude';1;;;;;;;1
Wildbeheereenheid Wijcker- en Langemeer;1;;;;;;;1
WILHELMSEN SHIPS SERVICE AS;;;;;;;;
Wilhelmsen Ships Service B.V.;;3;;;;;;3
Willem Spruijt Advies;;1;;;;;;1
Wim Daniels Tekst en Training;;;1;;;;;1
WING Process Consultancy B.V.;4;;1;;;;;4
Wings Food & Drinks B.V.;1;;;;;;;1
Winston Consulting LLC;2;;;;;;;2
Wirtz, Film & Experience Agency B.V.;6;2;1;;;;;6
Wisk. & Inform. Studiever. Chr. Huygens;;;;;;1;;1
WISSELLAND;;1;;;;;;1
Witteveen+Bos;7;1;5;;;;;7
Wizzconcept Holding B.V.;1;;;;;;;1
WM Innovatie;1;;;;;;;1
woanderlust;1;;;;;;;1
Wolters Kluwer Nederland B.V.;1;;;;;;;1
Woningstichting Kennemer Wonen;;;1;;;;;1
WorkWire B.V.;;;2;;;;;2
World Class Maintenance;2;;;;;;;2
Worldmeetings.com B.V.;1;1;;;;;;1
XCESS expertise center B.V.;;1;1;;;;;2
Xerox (Nederland) B.V.;4;1;;;;1;;4
Xi-Digital;;1;;;;2;;2
Xitroom;1;;;;;;;1
XMARK B.V.;;;;;;1;;1
Xsaga;4;;;;;;;4
XXL Movers;1;;;;;;;1
Yes! We Connect B.V.;;;;;;2;;2
YINX B.V.;;1;;;;;;1
YM de Boer Advies;2;;;;;;;2
YNNO B.V.;1;;;;;;;1
Youfacilitate B.V.;1;;;;;;;1
Young Transport and Aviation Advice;1;;;;;;;1
Your Source B.V.;;;2;;;;;2
YSE B.V.;1;;;;;;;1
Yume interactive B.V.;1;;;;;;;1
Yunus Consult;2;;;;;;;2
Zalen Pakhuis de Zwijger B.V.;1;;;;;;;1
Zandbeek Communication Group B.V.;;;2;2;;;;3
Zandbeek Eindhoven;1;1;1;2;1;1;;2
Zanzibar Beachclub B.V.;1;;;;;;;1
Zegge & Schrijve;1;;;;;;;1
Zeilstra en Partners B.V.;2;;;;;;;2
ZEnMo B.V.;2;;;;;;;2
Zhijn Coöperatie U.A.;2;;;2;;;;3
Ziegler & Gautier;;;1;;;;;1
ZIMPA B.V.;;;;;;1;;1
ZoDanig;1;;;;;;;1
Zoetermeerse Dagtochten Specialist Z.D.S.;1;;;;;;;1
Zoom Video Communications Inc.;;;;;;1;;1
Zorg van de Zaak N.V.;;1;1;;;;;1
Zo-vital B.V.;1;;;;;;;1
Zuidkoop B.V.;1;;;;;;;1
Zunderdorp B.V.;;;1;;;;;1
ZVU.NU B.V.;1;;1;;;;;1
ZwemAnalyse.nl;;;;1;;;;1
ZZIIN Den Haag;1;;;;;;;1
Eindtotaal;13;9;9;7;6;9;7;13
