OBJECTID,REF_FUNCTIONELE_SPOORTAK_NAAM,REF_FUNCTIONELE_SPOORTAK_PUIC,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,KM_SPOORTAK_VAN,KM_SPOORTAK_VAN_T,KM_SPOORTAK_TOT,KM_SPOORTAK_TOT_T
1085,,,Baan,Wadden,420,Groningen,37,Strukton Rail,,,,
1086,,,Basis,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1087,,,Seinwezen,Brabant,330,Boxtel,23,ASSET Rail,,,,
1088,,,Kunstwerken,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1089,,,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1090,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1091,,,Baan,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1092,,,3kv,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1093,,,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1094,,,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1095,,,3kv,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1096,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1097,,,Telecom,Limburg,340,Maastricht,26,Strukton Rail,,,,
1098,,,Basis,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1099,,,Seinwezen,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1100,,,Seinwezen,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1101,,,Baan,Den Haag,110,Den Haag,2,VolkerRail,,,,
1102,,,Basis,Zeeland,310,Goes,18,Strukton Rail,,,,
1103,,,Kunstwerken,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1104,,,BVL,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1105,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1106,,,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1107,,,BVL,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1108,,,BVL,Den Haag,110,Den Haag,2,VolkerRail,,,,
1109,,,Basis,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1110,,,3kv,Wadden,420,Groningen,37,Strukton Rail,,,,
1111,,,Kunstwerken,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1112,,,Basis,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1113,,,3kv,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1114,,,3kv,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1115,,,Kunstwerken,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1116,,,3kv,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1117,,,Seinwezen,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1118,,,3kv,Limburg,340,Maastricht,26,Strukton Rail,,,,
1119,,,Basis,Zeeland,310,Goes,18,Strukton Rail,,,,
1120,,,Kunstwerken,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1121,,,Basis,,,,,,,,,
1122,,,Baan,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1123,,,Baan,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1124,,,Telecom,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1125,,,BVL,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1126,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1127,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1128,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1129,,,BVL,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1130,,,3kv,Den Haag,110,Den Haag,2,VolkerRail,,,,
1131,,,Telecom,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1132,,,Kunstwerken,De Peel,300,Venlo,27,ASSET Rail,,,,
1133,,,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1134,,,Telecom,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1135,,,3kv,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1136,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1137,,,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1138,,,Basis,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1139,,,3kv,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1140,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1141,,,BVL,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1142,,,Kunstwerken,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1143,,,Telecom,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1144,,,Telecom,Wadden,420,Friesland,36,Strukton Rail,,,,
1145,,,Telecom,,,,,,,,,
1146,,,Basis,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1147,,,3kv,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1148,,,Baan,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1149,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1150,,,3kv,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1151,,,BVL,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1152,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1153,,,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1154,,,Basis,,,,,,,,,
1155,,,Telecom,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1156,,,Kunstwerken,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1157,,,Kunstwerken,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1158,,,Baan,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1159,,,Basis,Zeeland,310,Goes,18,Strukton Rail,,,,
1160,,,BVL,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1161,,,Telecom,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1162,,,Telecom,Wadden,420,Friesland,36,Strukton Rail,,,,
1163,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1164,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1165,,,Kunstwerken,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1166,,,Telecom,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1167,,,Seinwezen,Zeeland,310,Goes,18,Strukton Rail,,,,
1168,,,Basis,Twente,410,Twente,32,VolkerRail,,,,
1169,,,Telecom,Zeeland,310,Goes,18,Strukton Rail,,,,
1170,,,Baan,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1171,,,Telecom,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1172,,,Seinwezen,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1173,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1174,,,Kunstwerken,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1175,,,BVL,Den Haag,110,Den Haag,2,VolkerRail,,,,
1176,,,Seinwezen,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1177,,,Seinwezen,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1178,,,Basis,Limburg,340,Maastricht,26,Strukton Rail,,,,
1179,,,Seinwezen,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1180,,,Seinwezen,Limburg,340,Maastricht,26,Strukton Rail,,,,
1181,,,3kv,Twente,410,Twente,32,VolkerRail,,,,
1182,,,Basis,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1183,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1184,,,Seinwezen,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1185,,,Telecom,Wadden,420,Groningen,37,Strukton Rail,,,,
1186,,,Seinwezen,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1187,,,BVL,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1188,,,Seinwezen,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1189,,,3kv,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1190,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1191,,,3kv,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1192,,,3kv,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1193,,,Basis,Wadden,420,Groningen,37,Strukton Rail,,,,
1194,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1195,,,BVL,Limburg,340,Maastricht,26,Strukton Rail,,,,
1196,,,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1197,,,BVL,Limburg,340,Maastricht,26,Strukton Rail,,,,
1198,,,Basis,Limburg,340,Maastricht,26,Strukton Rail,,,,
1199,,,BVL,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1200,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1201,,,BVL,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,,,,
1202,,,Basis,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1203,,,Telecom,Brabant,330,Breda,20,ASSET Rail,,,,
1204,,,BVL,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1205,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1206,,,3kv,De Peel,300,Venlo,27,ASSET Rail,,,,
1207,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1208,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1209,,,Telecom,Brabant,330,Breda,20,ASSET Rail,,,,
1210,,,BVL,Wadden,420,Friesland,36,Strukton Rail,,,,
1211,,,Telecom,De Peel,300,Venlo,27,ASSET Rail,,,,
1212,,,3kv,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1213,,,BVL,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1214,,,Kunstwerken,Den Haag,110,Den Haag,2,VolkerRail,,,,
1215,,,Baan,,,,,,,,,
1216,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1217,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1218,,,Seinwezen,Den Haag,110,Den Haag,2,VolkerRail,,,,
1219,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1220,,,Seinwezen,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1221,,,Basis,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1222,,,Seinwezen,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1223,,,BVL,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1224,,,Kunstwerken,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1225,,,Telecom,Twente,410,Twente,32,VolkerRail,,,,
1226,,,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1227,,,BVL,Den Haag,110,Den Haag,2,VolkerRail,,,,
1228,,,Kunstwerken,Zeeland,310,Goes,18,Strukton Rail,,,,
1229,,,Basis,Brabant,330,Breda,20,ASSET Rail,,,,
1230,,,Kunstwerken,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1231,,,Baan,Den Haag,110,Den Haag,2,VolkerRail,,,,
1232,,,Basis,Zeeland,310,Goes,18,Strukton Rail,,,,
1233,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1234,,,3kv,Wadden,420,Friesland,36,Strukton Rail,,,,
1235,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1236,,,Kunstwerken,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1237,,,Telecom,Den Haag,110,Den Haag,2,VolkerRail,,,,
1238,,,BVL,,,,,,,,,
1239,,,Kunstwerken,Den Haag,110,Den Haag,2,VolkerRail,,,,
1240,,,Seinwezen,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1241,,,BVL,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1242,,,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1243,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1244,,,3kv,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1245,,,Telecom,Limburg,340,Maastricht,26,Strukton Rail,,,,
1246,,,Kunstwerken,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1247,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1248,,,Kunstwerken,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1249,,,Telecom,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1250,,,Kunstwerken,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1251,,,Basis,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1252,,,BVL,Zee-Zevenaar,130,A15trace,71,VolkerRail,,,,
1253,,,Seinwezen,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1254,,,BVL,Twente,410,Twente,32,VolkerRail,,,,
1255,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1256,,,BVL,,,,,,,,,
1257,,,BVL,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1258,,,3kv,Den Haag,110,Den Haag,2,VolkerRail,,,,
1259,,,BVL,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1260,,,Telecom,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1261,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1262,,,Telecom,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1263,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1264,,,Basis,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1265,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1266,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1267,,,3kv,Limburg,340,Roermond,25,Strukton Rail,,,,
1268,,,Baan,Den Haag,110,Den Haag,2,VolkerRail,,,,
1269,,,Telecom,De Peel,300,Venlo,27,ASSET Rail,,,,
1270,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1271,,,Basis,,,,,,,,,
1272,,,BVL,Den Haag,110,Den Haag,2,VolkerRail,,,,
1273,,,Seinwezen,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1274,,,Telecom,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1275,,,Basis,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1276,,,Telecom,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1277,,,Telecom,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1278,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1279,,,Seinwezen,Den Haag,110,Den Haag,2,VolkerRail,,,,
1280,,,Basis,Limburg,340,Maastricht,26,Strukton Rail,,,,
1281,,,Baan,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1282,,,Basis,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1283,,,Telecom,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1284,,,BVL,Zeeland,310,Goes,18,Strukton Rail,,,,
1285,,,Seinwezen,Wadden,420,Friesland,36,Strukton Rail,,,,
1286,,,Baan,Zeeland,310,Goes,18,Strukton Rail,,,,
1287,,,3kv,Den Haag,110,Den Haag,2,VolkerRail,,,,
1288,,,Baan,De Peel,300,Venlo,27,ASSET Rail,,,,
1289,,,3kv,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1290,,,3kv,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1291,,,Seinwezen,Den Haag,110,Den Haag,2,VolkerRail,,,,
1292,,,Telecom,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1293,,,Seinwezen,Twente,410,Twente,32,VolkerRail,,,,
1294,,,Kunstwerken,Wadden,420,Friesland,36,Strukton Rail,,,,
1295,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1296,,,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1297,,,BVL,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1298,,,Basis,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1299,,,Basis,Betuwe,320,Den Bosch,21,Strukton Rail,,,,
1300,,,BVL,Zeeland,310,Goes,18,Strukton Rail,,,,
1301,,,Basis,Limburg,340,Maastricht,26,Strukton Rail,,,,
1302,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1303,,,Seinwezen,,,,,,,,,
1304,,,Basis,Den Haag,110,Den Haag,2,VolkerRail,,,,
1305,,,Baan,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1306,,,3kv,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1307,,,Seinwezen,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1308,,,Basis,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1309,,,Basis,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1310,,,Telecom,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1311,,,Basis,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1312,,,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1313,,,Telecom,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1314,,,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1315,,,Basis,Den Haag,110,Den Haag,2,VolkerRail,,,,
1316,,,Kunstwerken,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1317,,,3kv,Wadden,420,Groningen,37,Strukton Rail,,,,
1318,,,Baan,Limburg,340,Maastricht,26,Strukton Rail,,,,
1319,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1320,,,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1321,,,Basis,Den Haag,110,Den Haag,2,VolkerRail,,,,
1322,,,Baan,Wadden,420,Groningen,37,Strukton Rail,,,,
1323,,,Kunstwerken,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1324,,,Basis,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1325,,,BVL,Den Haag,110,Den Haag,2,VolkerRail,,,,
1326,,,BVL,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1327,,,BVL,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1328,,,Baan,Limburg,340,Maastricht,26,Strukton Rail,,,,
1329,,,Kunstwerken,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1330,,,3kv,Twente,410,Twente,32,VolkerRail,,,,
1331,,,Basis,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1332,,,Baan,Drenthe,440,Drenthe,35,ASSET Rail,,,,
1333,,,Kunstwerken,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1334,,,BVL,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1335,,,Kunstwerken,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1336,,,Kunstwerken,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1337,,,Telecom,Wadden,420,Friesland,36,Strukton Rail,,,,
1338,,,BVL,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1339,,,Seinwezen,Limburg,340,Maastricht,26,Strukton Rail,,,,
1340,,,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1341,,,3kv,Wadden,420,Friesland,36,Strukton Rail,,,,
1342,,,Basis,Limburg,340,Maastricht,26,Strukton Rail,,,,
1343,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1344,,,BVL,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1345,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1346,,,Seinwezen,Amstelsepoort,230,Weesp,11,Strukton Rail,,,,
1347,,,Basis,Zee-Zevenaar,130,A15trace,71,VolkerRail,,,,
1348,,,Seinwezen,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1349,,,Telecom,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1350,,,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1351,,,Basis,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1352,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1353,,,Seinwezen,Twente,410,Twente,32,VolkerRail,,,,
1354,,,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1355,,,3kv,Twente,410,Twente,32,VolkerRail,,,,
1356,,,Basis,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1357,,,Baan,Den Haag,110,Den Haag,2,VolkerRail,,,,
1358,,,Basis,,,,,,,,,
1359,,,BVL,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1360,,,3kv,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1361,,,BVL,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1362,,,Telecom,Twente,410,Twente,32,VolkerRail,,,,
1363,,,BVL,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1364,,,3kv,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1365,,,Seinwezen,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1366,,,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1367,,,Basis,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1368,,,Kunstwerken,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1369,,,Basis,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1370,,,Seinwezen,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1371,,,Seinwezen,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1372,,,BVL,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1373,,,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1374,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1375,,,Basis,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1376,,,3kv,Rijn en Gouwe,100,Rijn en Gouwe,81,BAM Rail,,,,
1377,,,BVL,Rijn en Gouwe,100,Leiden,1,BAM Rail,,,,
1378,,,3kv,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1379,,,Telecom,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1380,,,Kunstwerken,Limburg,340,Roermond,25,Strukton Rail,,,,
1381,,,Kunstwerken,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1382,,,Kunstwerken,De Peel,300,Venlo,27,ASSET Rail,,,,
1383,,,Telecom,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1384,,,3kv,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1385,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1386,,,BVL,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1387,,,Basis,De Peel,300,Venlo,27,ASSET Rail,,,,
1388,,,BVL,Wadden,420,Groningen,37,Strukton Rail,,,,
1389,,,Seinwezen,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1390,,,Seinwezen,Twente,410,Twente,32,VolkerRail,,,,
1391,,,Telecom,,,,,,,,,
1392,,,Baan,Twente,410,Twente,32,VolkerRail,,,,
1393,,,3kv,Den Haag,110,Den Haag,2,VolkerRail,,,,
1394,,,Kunstwerken,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1395,,,BVL,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1396,,,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1397,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1398,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1399,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1400,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1401,,,BVL,Wadden,420,Groningen,37,Strukton Rail,,,,
1402,,,Basis,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1403,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1404,,,Kunstwerken,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,,,,
1405,,,Telecom,Eemland,200,Amersfoort,12,ASSET Rail,,,,
1406,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1407,,,3kv,De Peel,300,Venlo,27,ASSET Rail,,,,
1408,,,Seinwezen,Twente,410,Twente,32,VolkerRail,,,,
1409,,,3kv,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1410,,,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,,,,
1411,,,Telecom,Limburg,340,Maastricht,26,Strukton Rail,,,,
1412,,,3kv,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1413,,,BVL,Gelre,400,Achterhoek,30,ASSET Rail,,,,
1414,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1415,,,Telecom,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1416,,,Basis,Gelre,400,Maas en Waal,28,ASSET Rail,,,,
1417,,,Seinwezen,Den Haag,110,Den Haag,2,VolkerRail,,,,
1418,,,Basis,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1419,,,BVL,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1420,,,Kunstwerken,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1421,,,Seinwezen,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1422,,,BVL,De Peel,300,Venlo,27,ASSET Rail,,,,
1423,,,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,,,,
1424,,,Telecom,Den Haag,110,Den Haag,2,VolkerRail,,,,
1425,,,BVL,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1426,,,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1427,,,Baan,De Peel,300,Venlo,27,ASSET Rail,,,,
1428,,,Kunstwerken,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1429,,,Baan,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1430,,,3kv,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1431,,,BVL,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1432,,,Seinwezen,Veluwe,430,IJsselstreek,31,Strukton Rail,,,,
1433,,,Basis,Amsterdam,220,Amsterdam,9,VolkerRail,,,,
1434,,,Telecom,Kennemerland,240,Haarlem,8,Strukton Rail,,,,
1435,,,Seinwezen,De Peel,300,Eindhoven,24,ASSET Rail,,,,
1436,,,Baan,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
1437,,,Seinwezen,Dordrecht,140,Dordrecht,5,ASSET Rail,,,,
1438,,,BVL,Drenthe,440,Overijssel,34,ASSET Rail,,,,
1439,,,Baan,,,,,,,,,
1440,,,Telecom,Rotterdam,120,Rotterdam,3,VolkerRail,,,,
1441,,,Kunstwerken,Zee-Zevenaar,130,Europoort,4,VolkerRail,,,,
1442,,,Seinwezen,Neerlands Midden,250,Utrecht,13,ASSET Rail,,,,
1443,,,Seinwezen,Limburg,340,Roermond,25,Strukton Rail,,,,
1444,,,3kv,Zeeland,310,Roosendaal,19,Strukton Rail,,,,
