FID,OVW_STARTDATUM,BOOMHOOGTE,BOOMKLASSE,BOOMSOORT,BUURT,EIGENAAR,FOTO,FUNCTIE,GEOMETRIE,GEOVISIA_ID,KROONDIAMETER,NEDERLANDSE_NAAM,OBJECT_EINDDATUM,PLANTJAAR,PLANTWIJZE,REDEN_WAARDEVOL,STAMDIAMETER,STANDPLAATS,STATUS,STRAATNAAM,WIJKNAAM,LATITUDE,LONGITUDE,STATUS_AFVALLIJST,FOTO_ORG,OVW_MAX_SIZE

Monumentale_bomen.142840,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,330FFC86-17F9-43FD-B92A-9A0283EE6FAD,Stadsdeel- en wijkgroen,POINT (52.17992784296278 5.388953187627366),F6A02460-39B6-4D1E-8D80-91DC1E2E259E,15,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1799241999309,5.38895294217945,Monumentale boom APV 2017,330FFC86-17F9-43FD-B92A-9A0283EE6FAD,0

Monumentale_bomen.142841,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,55A84336-412A-4D53-BD6D-B20B318A84EE,Stadsdeel- en wijkgroen,POINT (52.17805792798473 5.388656267125571),3696C8E4-36CD-446C-B9DA-731EDC82A999,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1780542935885,5.38865604865137,Categorie 1,55A84336-412A-4D53-BD6D-B20B318A84EE,0

Monumentale_bomen.142759,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,2CE72FEE-1373-4067-8753-2F9A84E5A8A1,Stadsdeel- en wijkgroen,POINT (52.1807217586791 5.388824525126905),80EA978F-0FCD-4089-9557-3FCBBF5A9113,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1807181106163,5.38882426963637,Categorie 1,2CE72FEE-1373-4067-8753-2F9A84E5A8A1,0

Monumentale_bomen.142760,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,638E2F6D-AD31-4477-991C-52CCCBF594A1,Stadsdeel- en wijkgroen,POINT (52.18035406352143 5.387437863484131),DC50D2E7-3D64-47E6-8ADF-DA6B8E36FFF5,15,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,100-125 cm,Open grond,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1803504104073,5.38743762072963,Monumentale boom APV 2017,638E2F6D-AD31-4477-991C-52CCCBF594A1,0

Monumentale_bomen.142761,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,93A4B420-3AC2-4FB3-A21B-D17F50DCC81C,Stadsdeel- en wijkgroen,POINT (52.180051192310685 5.388127211961429),F2D71DA0-0A6B-4493-B979-B1FC7F8FF514,15,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Open grond,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.180047544377,5.38812696944501,Monumentale boom APV 2017,93A4B420-3AC2-4FB3-A21B-D17F50DCC81C,0

Monumentale_bomen.142762,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,93A4B420-3AC2-4FB3-A21B-D17F50DCC81C,Stadsdeel- en wijkgroen,POINT (52.18003641459292 5.388177775021842),C141E9F6-7614-4EFB-BF3D-FD731951E702,15,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,100-125 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1800327669986,5.3881775324233,Monumentale boom APV 2017,93A4B420-3AC2-4FB3-A21B-D17F50DCC81C,0

Monumentale_bomen.142763,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,93A4B420-3AC2-4FB3-A21B-D17F50DCC81C,Stadsdeel- en wijkgroen,POINT (52.18000736986179 5.388157880488181),19089D6B-7958-4450-A4EB-682B80936BE9,15,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,100-125 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1800037223253,5.38815763839301,Monumentale boom APV 2017,93A4B420-3AC2-4FB3-A21B-D17F50DCC81C,0

Monumentale_bomen.142764,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,CCBE329D-D478-4288-9F23-8ADDB5D2FA34,Stadsdeel- en wijkgroen,POINT (52.18046994033791 5.388514557034583),95D66C30-B2C9-47E2-B9CF-88EBF8434AF4,15,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1804662920793,5.38851430669176,Monumentale boom APV 2017,CCBE329D-D478-4288-9F23-8ADDB5D2FA34,0

Monumentale_bomen.142765,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,73F97760-C216-4922-9E4C-6ADE54A98DD7,Stadsdeel- en wijkgroen,POINT (52.180132333613365 5.384884683889692),C53449D9-7F78-4886-BD5F-00F7A1E8292C,15,zomereik,,1931,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1801286687899,5.38488445836657,Categorie 1,73F97760-C216-4922-9E4C-6ADE54A98DD7,0

Monumentale_bomen.142766,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,4CBD5054-05E3-4C53-AEAB-F84C6CBBC366,Stadsdeel- en wijkgroen,POINT (52.17997408729384 5.388699425296852),B52B975A-65B3-4CC7-B8C3-C9B4829872FB,15,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1799704427087,5.38869918063526,Categorie 1,4CBD5054-05E3-4C53-AEAB-F84C6CBBC366,0

Monumentale_bomen.142767,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,F86D2E9A-D74C-4313-AD22-012A9C5C171D,Stadsdeel- en wijkgroen,POINT (52.17880937938274 5.390125537839992),7AA3968D-A632-4D5E-948D-3E88190E7AEC,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1788057484708,5.39012530110461,Categorie 1,F86D2E9A-D74C-4313-AD22-012A9C5C171D,0

Monumentale_bomen.142768,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,CCBE329D-D478-4288-9F23-8ADDB5D2FA34,Stadsdeel- en wijkgroen,POINT (52.180443198358326 5.388387674795647),B98F70F3-2CF3-49E7-A888-DE57A792857C,15,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1804395495984,5.38838742552481,Monumentale boom APV 2017,CCBE329D-D478-4288-9F23-8ADDB5D2FA34,0

Monumentale_bomen.142769,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,F86D2E9A-D74C-4313-AD22-012A9C5C171D,Stadsdeel- en wijkgroen,POINT (52.178749945669004 5.390019925842551),D6518C6F-81BC-45D4-9D51-F4D5AA079764,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1787463145355,5.39001969049777,Categorie 1,F86D2E9A-D74C-4313-AD22-012A9C5C171D,0

Monumentale_bomen.142770,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,AAD76A2E-7B93-416A-B592-03F722C4A690,Stadsdeel- en wijkgroen,POINT (52.17694660338944 5.384483503127821),A553198C-58A5-4346-9711-C58650C02B26,15,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1769429537686,5.38448332222641,,AAD76A2E-7B93-416A-B592-03F722C4A690,0

Monumentale_bomen.142771,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,42AF81B8-E0CC-4646-BF9A-FAB5F91425B9,Stadsdeel- en wijkgroen,POINT (52.180176729338086 5.387015889940155),3F89133F-DA63-4FE4-ACFB-668DA8E1D46B,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1801730750534,5.38701565193003,,42AF81B8-E0CC-4646-BF9A-FAB5F91425B9,0

Monumentale_bomen.142772,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,F86D2E9A-D74C-4313-AD22-012A9C5C171D,Stadsdeel- en wijkgroen,POINT (52.17886698672485 5.390135953899165),15DB0C8E-1403-48DF-B018-6D419413EE49,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1788633555542,5.39013571632157,Categorie 1,F86D2E9A-D74C-4313-AD22-012A9C5C171D,0

Monumentale_bomen.142773,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,A1F14342-2E41-4D90-B8A2-1ECE2A26BE96,Stadsdeel- en wijkgroen,POINT (52.18016264159376 5.387360092464979),D9F06301-75F9-4508-97DE-53476DBA0F96,15,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,126-150 cm,Open grond,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1801589891371,5.3873598527235,Monumentale boom APV 2017,A1F14342-2E41-4D90-B8A2-1ECE2A26BE96,0

Monumentale_bomen.142774,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,AD05F4C2-5A15-47C1-B9D4-022435FF5A2A,Stadsdeel- en wijkgroen,POINT (52.17663479582289 5.3802038065168105),FC88C8B5-904F-488D-8B12-26C5A4DC41C5,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1766311265354,5.38020365279315,Categorie 1,AD05F4C2-5A15-47C1-B9D4-022435FF5A2A,0

Monumentale_bomen.142891,2023-02-03,15-18 m,Geen vrije uitgroei,Aesculus hippocastanum Baumannii,Hof,Gemeente Amersfoort,5CC64BE3-95E7-40C7-9C67-D1C9257FF963,Buurt- en blokgroen,POINT (52.15828575276426 5.388172474559432),B507FAD3-3DCA-4CDB-A32C-8BC9D926FC08,12,dubbelbloemige paardenkastanje,,1920,Bomenrij,Beeldbepalendheid,51-75 cm,Elementverharding,Monumentaal,'t Zand,Stadskern,52.1582822111766,5.38817252576765,Monumentale boom APV 2017,5CC64BE3-95E7-40C7-9C67-D1C9257FF963,0

Monumentale_bomen.142892,2023-02-03,12-15 m,Vrije uitgroei,Taxus baccata,Mooierstraat e.o.,Gemeente Amersfoort SRO,CDFC0FE9-AE90-418F-A76C-270BC44546F5,Buurt- en blokgroen,POINT (52.15392317672575 5.389376619774657),671FC5ED-56DC-4005-93F7-0BE6AA5A1A83,9,venijnboom,,<1930,Solitair,"Zeldzaamheid, uniciteit en dendrologie; Beeldbepalendheid",51-100 cm,Heesters,Monumentaal,Muurhuizen,Stadskern,52.1539196593463,5.38937672493711,,CDFC0FE9-AE90-418F-A76C-270BC44546F5,0

Monumentale_bomen.142893,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Nimmerdor,Gemeente Amersfoort,0D1A3F81-B6A9-468A-AF53-9D932A7CA659,Buurt- en blokgroen,POINT (52.138876870739445 5.39592989064063),FCF03B03-833A-4B20-9F9B-9B930EBAAC3E,21,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Arnhemseweg,Leusderkwartier,52.1388734414183,5.39593017857738,Categorie 2,0D1A3F81-B6A9-468A-AF53-9D932A7CA659,0

Monumentale_bomen.142894,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Park Schothorst,Gemeente Amersfoort,330FFC86-17F9-43FD-B92A-9A0283EE6FAD,,POINT (52.17995824734164 5.388812138030345),3C9A7497-EC90-485E-B170-489846EA4E52,15,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1799546034205,5.38881189295564,Monumentale boom APV 2017,330FFC86-17F9-43FD-B92A-9A0283EE6FAD,0

Monumentale_bomen.142895,2023-02-03,Niet te beoordelen,Geen vrije uitgroei,Quercus robur,Heideweg e.o.,Particulier,,,POINT (52.1877513014694 5.419652722203605),7D4FB58C-31B6-4E3D-9020-1D31A2482B61,,zomereik,,1900,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Caraiben,Hooglanderveen,52.1877477812076,5.41965218620853,Monumentale boom APV 2017,,0

Monumentale_bomen.142896,2023-02-03,Niet te beoordelen,Geen vrije uitgroei,Quercus robur,Heideweg e.o.,Particulier,,,POINT (52.1876391079265 5.4196526401345),B367643E-FFDC-4C1D-83CB-198E51016E54,,zomereik,,1900,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Caraiben,Hooglanderveen,52.1876355883287,5.41965210585714,Monumentale boom APV 2017,,0

Monumentale_bomen.142897,2023-02-03,15-18 m,Vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,D82C142C-4C2D-41C9-AB97-500FAD1EC3F6,,POINT (52.178851790408075 5.390169111966682),FED79247-76FD-4144-97AB-CEE0BC7FA891,,zomereik,,1930,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1788481594906,5.39016887441358,Categorie 1,D82C142C-4C2D-41C9-AB97-500FAD1EC3F6,0

Monumentale_bomen.142898,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Staatsliedenbuurt-Oost,Gemeente Amersfoort,,,POINT (52.15198501074155 5.366009150422087),2B57F56C-8F06-4A05-80C2-792B30A4E0BC,,zomereik,,1930,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Het Binnenhof,De Berg-Noord,52.1519813869728,5.36600937497963,,,0

Monumentale_bomen.142899,2023-02-03,,Geen vrije uitgroei,Fagus sylvatica Atropunicea,Coninckstraat e.o.,Particulier,,,POINT (52.158419507297424 5.389050253270834),A72EC22E-168C-4C04-8C49-939A9271D592,,bruine beuk,,1860,Solitair,Beeldbepalendheid,,Open grond,Monumentaal,'t Zand,Stadskern,52.1584159696298,5.38905029885742,,,0

Monumentale_bomen.142900,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Nimmerdor,Gemeente Amersfoort,0D1A3F81-B6A9-468A-AF53-9D932A7CA659,Buurt- en blokgroen,POINT (52.13908899300922 5.395842288974977),6898229E-F9D8-41D0-843B-36F931A3D9AC,21,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Arnhemseweg,Leusderkwartier,52.1390855625545,5.39584257424288,Categorie 2,0D1A3F81-B6A9-468A-AF53-9D932A7CA659,0

Monumentale_bomen.142901,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica Atropunicea,Park Schothorst,Gemeente Amersfoort,633D6B62-963E-4114-ABEC-C4F9F8995F72,,POINT (52.17936803857134 5.388523468155241),63A74DFF-09F6-4540-8C64-3320CCF41FED,15,bruine beuk,,1930,Bomenrij,Bijzondere ecologische waarde,51-75 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1793643964008,5.38852323267598,Categorie 1,633D6B62-963E-4114-ABEC-C4F9F8995F72,0

Monumentale_bomen.142902,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica cv.,Park Schothorst,Gemeente Amersfoort,5335E42F-EC11-47A0-A066-7D8D8E4F59DC,,POINT (52.17781201942674 5.388252674202514),68D00E60-D8DC-4AD2-A343-379D2E53B3B3,,gewone beuk cv.,,1930,Groep,Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1778083842878,5.38825246125637,Monumentale boom APV 2017,5335E42F-EC11-47A0-A066-7D8D8E4F59DC,0

Monumentale_bomen.142903,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Componistenbuurt-Midden,Gemeente Amersfoort,CB907861-CA84-43FD-86FF-476DBF0A6614,Pareltjes,POINT (52.149101137885324 5.401261488884856),659F764A-043B-4257-B551-C93123E5D484,15,gewone beuk,,1930*,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1490977017,5.4012616140642,,CB907861-CA84-43FD-86FF-476DBF0A6614,0

Monumentale_bomen.142904,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Onderhoud Utrechts Landschap,7E42AE87-97AF-4A84-9699-3755F93FC1B4,Stadsdeel- en wijkgroen,POINT (52.158864526037 5.344782410592266),000FE642-11EE-4338-BA13-5A66D8261153,18,zomereik,,1935,Groep,Beeldbepalendheid,76-100 cm,Open grond,Monumentaal,Birkstraat,Bosgebied,52.1588607806007,5.34478264386839,,7E42AE87-97AF-4A84-9699-3755F93FC1B4,0

Monumentale_bomen.142905,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica cv.,Park Schothorst,Gemeente Amersfoort,5335E42F-EC11-47A0-A066-7D8D8E4F59DC,,POINT (52.177830880028914 5.388287169779785),02A6F18D-C38B-4688-BA45-988CD2E1F29C,,gewone beuk cv.,,1930,Groep,Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.177827244965,5.38828695639076,,5335E42F-EC11-47A0-A066-7D8D8E4F59DC,0

Monumentale_bomen.142906,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Klein Zwitserland-Hoog,Gemeente Amersfoort,6DED3D17-A1B7-4B83-9419-870E44E05894,,POINT (52.14270038307775 5.365251421855908),3856642B-809C-4144-8A48-9FD655F0699B,,zomereik,,1900,Solitair,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Hugo de Grootlaan,De Berg-Zuid,52.1426967896166,5.36525176263271,Monumentale boom APV 2017,6DED3D17-A1B7-4B83-9419-870E44E05894,0

Monumentale_bomen.142907,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Klein Zwitserland-Hoog,Gemeente Amersfoort,0EA17D82-1AE1-44A8-96B6-168D3CA48DBF,,POINT (52.143398130270114 5.367053247104962),4E4831A5-931F-4A20-BBB7-51332E2D4EF9,,Amerikaanse eik,,1920,Solitair,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Hugo de Grootlaan,De Berg-Zuid,52.1433945427859,5.36705357307093,Monumentale boom APV 2017,0EA17D82-1AE1-44A8-96B6-168D3CA48DBF,0

Monumentale_bomen.142908,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Klein Zwitserland-Hoog,Gemeente Amersfoort,3ED7D18F-EC03-4FBC-A2E9-AEFAB439D7D3,,POINT (52.14390962745496 5.3667820221450855),2F34E668-6393-4B08-8AC0-95344F763C52,,gewone beuk,,1930,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Hugo de Grootlaan,De Berg-Zuid,52.1439060369538,5.36678234278097,Monumentale boom APV 2017,3ED7D18F-EC03-4FBC-A2E9-AEFAB439D7D3,0

Monumentale_bomen.142962,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica Atropunicea,Stadhuisplein,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.15823603019211 5.384511894800353),0BB021F0-074B-4866-8270-A13CCA68C628,24,bruine beuk,,1890,Groep,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Gaslaan,Stadskern,52.1582324702684,5.38451196255721,Monumentale boom APV 2017,,0

Monumentale_bomen.142963,2023-02-03,>24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,531669E3-829A-4CE6-B7DA-596467B44619,Stadsdeel- en wijkgroen,POINT (52.17843081920779 5.389961894962802),9DBC7D78-390D-42FA-AD81-5C1E42A0FF06,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1784271895017,5.38996166428206,Categorie 1,531669E3-829A-4CE6-B7DA-596467B44619,0

Monumentale_bomen.142964,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Park Schothorst,Gemeente Amersfoort,F86D2E9A-D74C-4313-AD22-012A9C5C171D,Stadsdeel- en wijkgroen,POINT (52.178969399752 5.390155297760976),763D3201-852C-4166-9AAD-5AD608D60C5F,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Schothorsterlaan,Schothorst-Noord,52.1789657681252,5.39015505868137,Categorie 1,F86D2E9A-D74C-4313-AD22-012A9C5C171D,0

Monumentale_bomen.142965,2023-02-03,6-9 m,Knotboom,Aesculus carnea,Lieve Vrouwekerkhof,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.15472667005133 5.387076659072211),E345F3A7-23BE-42E4-ADB0-FBF98D4371F5,15,rode kastanje,,<1930,Solitair,Cultuurhistorische waarde,51-75 cm,Elementverharding,Monumentaal,Westsingel,Stadskern,52.1547231376832,5.38707676285374,Categorie 1,,0

Monumentale_bomen.142966,2023-02-03,18-24 m,Geen vrije uitgroei,Platanus acerifolia,Coninckstraat e.o.,Gemeente Amersfoort,D1440420-07AE-4E28-9393-261978B60728,Stadsdeel- en wijkgroen,POINT (52.16008148522857 5.390792844048045),91EED7B6-CC3F-407E-A594-13381053A20A,21,gewone plataan,,1930,Solitair,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Plantsoen-Noord,Stadskern,52.1600779493543,5.39079285937657,Monumentale boom APV 2017,D1440420-07AE-4E28-9393-261978B60728,0

Monumentale_bomen.142967,2023-02-03,6-9 m,Knotboom,Tilia x europaea,Lieve Vrouwekerkhof,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.15786961487012 5.386263945611078),13A0CF7B-F137-4662-B599-0B9BE505A4CF,3,gewone linde,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Elementverharding,Monumentaal,Westsingel,Stadskern,52.157866065344,5.38626401067474,Categorie 1,,0

Monumentale_bomen.142968,2023-02-03,>24 m,Geen vrije uitgroei,Platanus orientalis,Coninckstraat e.o.,Gemeente Amersfoort,2E7F9FF0-E9EB-4CC1-909B-816A95E9C908,Stadsdeel- en wijkgroen,POINT (52.15964831578035 5.3886766937323705),A949100F-5325-4200-8DFF-243A1BFA2E6E,24,oosterse plataan,,1920,Groep,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Plantsoen-Noord,Stadskern,52.1596447709136,5.38867672431985,Monumentale boom APV 2017,2E7F9FF0-E9EB-4CC1-909B-816A95E9C908,0

Monumentale_bomen.142969,2023-02-03,15-18 m,Geen vrije uitgroei,Ailanthus altissima,Schimmelpenninckbuurt,Gemeente Amersfoort,387E8170-4018-456E-B5D7-C974FCA023FB,Stadsdeel- en wijkgroen,POINT (52.15942991526496 5.385905876203182),2F5EC4C9-40F6-4DB7-8590-BD64632E6E07,18,hemelboom,,1930,Solitair,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Plantsoen-Noord,Stadskern,52.159426357248,5.38590592195051,,387E8170-4018-456E-B5D7-C974FCA023FB,0

Monumentale_bomen.142970,2023-02-03,>24 m,Geen vrije uitgroei,Acer saccharinum,Stadhuisplein,Gemeente Amersfoort,B55E7A9B-6967-49CF-9C8E-20C6117EA3D6,Buurt- en blokgroen,POINT (52.158218188867735 5.384831155707218),829B8C88-F7D2-47BC-AE65-255D260DA774,21,zilveresdoorn,,1930,Groep,Beeldbepalendheid,100-125 cm,Heesters,Monumentaal,Achter Davidshof,Stadskern,52.1582146306261,5.38483122231668,Monumentale boom APV 2017,B55E7A9B-6967-49CF-9C8E-20C6117EA3D6,0

Monumentale_bomen.142971,2023-02-03,18-24 m,Geen vrije uitgroei,Platanus x hispanica,Stadhuisplein,Gemeente Amersfoort,C2BFC0DE-2EF3-408C-9AA2-B945BD32AD4D,Buurt- en blokgroen,POINT (52.158209038855134 5.384699121086944),CE583282-851A-4823-B2AA-1EBB1B981F44,21,gewone plataan,,1900,Groep,Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Achter Davidshof,Stadskern,52.158205479988,5.38469918839071,Monumentale boom APV 2017,C2BFC0DE-2EF3-408C-9AA2-B945BD32AD4D,0

Monumentale_bomen.142972,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Coninckstraat e.o.,Gemeente Amersfoort,28E323BF-B9C1-4D26-AE1B-E054B91B6705,Buurt- en blokgroen,POINT (52.159222610564136 5.386448700367726),E31C0EBA-84DF-4CE6-AEA0-AB40B0400063,21,gewone beuk,,1920,Groep,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Grote Spui,Stadskern,52.159219056191,5.3864487465021,Monumentale boom APV 2017,28E323BF-B9C1-4D26-AE1B-E054B91B6705,0

Monumentale_bomen.142973,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Zonnehof,Gemeente Amersfoort,A102857A-9236-4B9D-AC4A-3FBFEB6EC402,Pareltjes,POINT (52.15202293034656 5.383968572837022),76422993-79AF-4CCA-89DF-86B775C9AC76,18,zomereik,,1930,Groep,Beeldbepalendheid,51-75 cm,Elementverharding,Monumentaal,Zonnehof,Nederberg,52.1520193930512,5.38396872532509,Monumentale boom APV 2017,A102857A-9236-4B9D-AC4A-3FBFEB6EC402,0

Monumentale_bomen.142974,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Coninckstraat e.o.,Gemeente Amersfoort,237B67FB-92FA-49F7-8444-53B47E66DCEE,Stadsdeel- en wijkgroen,POINT (52.16015772330085 5.393692494219189),F6935E96-9E48-4ED4-BAF3-527032638221,24,zomereik,,1930,Groep,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Plantsoen-Noord,Stadskern,52.1601542021533,5.39369249561705,Monumentale boom APV 2017,237B67FB-92FA-49F7-8444-53B47E66DCEE,0

Monumentale_bomen.142975,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica Atropunicea,Stadhuisplein,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.15791992070737 5.38441972360699),4D946875-C7DB-4875-BCF0-351BEE6038A2,21,bruine beuk,,1900,Groep,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Gaslaan,Stadskern,52.1579163616632,5.38441979596345,Monumentale boom APV 2017,,0

