FID,ADRES,LIGGING_TANK,VOLUME_TANK,DATUM_BEHANDELING,BEHANDELD_DOOR,IMAPCONCL,CERTIFICERING,TANK_AFGEDAAN,TANK_PDF,GEENCERT,GEOMETRIE,DOCUMENTNR
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ad3,Annastr. 264 St.,Voortuin.,3000,1991-11-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_264_St.pdf,,POINT (187418 426786),D151894735
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ad4,Annastr. 260 St.,Voortuin.,3000,1993-10-05,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_260_St.pdf,,POINT (187421 426810),D151894737
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ad5,Annastr. 286 St.,Onbekend,3000,1992-04-11,ECC,De tank is verwijderd,,Ja,Annastr_286_St.pdf,,POINT (187380 426529),D151894738
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ad6,Annastr. 282 St.,Oprit.,3000,1993-07-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_282_St.pdf,,POINT (187386 426583),D151894739
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ad7,Annastr. 284 St.,Onbekend,3000,1998-03-27,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_284_St.pdf,,POINT (187382 426555),D151894740
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ad8,Annastr. 292 St.,Onbekend,3000,1999-04-27,Laura/Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_292_St.pdf,,POINT (187368 426453),D151894741
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ad9,Annastr. 290 St.,Voortuin.,3000,1993-05-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_290_St.pdf,,POINT (187372 426473),D151894742
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ada,Annastr. 288 St.,Zijtuin.,5000,1997-11-04,Adico,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_288_St.pdf,,POINT (187377 426503),D151894743
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1adb,Annastr. 296 St.,Zijtuin.,3000,1993-05-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_296_St.pdf,,POINT (187361 426420),D151894744
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1adc,Annastr. 324 St.,Oprit.,3000,1993-05-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_324_St.pdf,,POINT (187355 426325),D151894745
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1add,Annastr. 326 St.,Oprit.,3000,1997-07-31,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Annastr_326_St.pdf,,POINT (187354 426319),D151894747
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ade,Annastr. 302-322 St.,Onbekend,9,,?,Geen aanwijzingen voor tank,Niet van toepassing,Ja,Annastr_302_322_St.pdf,,POINT (187354 426364),D151894748
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1adf,Passtr. 147 J.W.,Onbekend,9,1980-06-15,Laura,De tank is verwijderd,,Ja,GeenCertificaat.pdf,Passtr. 147 J.W.,POINT (188429.134859944 426346.955596471),D151894749
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ae0,Driehuizerweg 289,Onbekend,3000,1998-07-10,Laura/Adico,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Driehuizerweg_289.pdf,,POINT (188318 425451),D151894750
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ae1,Hazenkampseweg 073,Voortuin.,3000,1993-02-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_073.pdf,,POINT (186901 426614),D151894999
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ae2,Hazenkampseweg 075,Onbekend,3000,1994-02-07,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_075.pdf,,POINT (186894 426611),D151895000
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ae3,Hazenkampseweg 045,Onbekend,3000,1997-11-20,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_045.pdf,,POINT (187049 426654),D151895001
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ae4,Hazenkampseweg 069,Oprit.,5000,1993-02-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_069.pdf,,POINT (186919 426619),D151895002
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ae5,Hazenkampseweg 121,Voortuin.,3000,1993-10-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_121.pdf,,POINT (186736 426564),D151895003
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ae6,Hazenkampseweg 129,Voortuin.,3000,1992-10-26,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_129.pdf,,POINT (186690 426550),D151895004
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ae7,Hazenkampseweg 127,Onbekend,3000,1993-02-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_127.pdf,,POINT (186714 426557),D151895005
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ae8,Hazenkampseweg 135,Voortuin.,3000,1993-02-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_135.pdf,,POINT (186668 426543),D151895006
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1ae9,Hazenkampseweg 157,Voortuin.,3000,1993-02-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_157.pdf,,POINT (186600 426523),D151895007
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aea,Hazenkampseweg 155,Voortuin.,3000,1994-05-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_155.pdf,,POINT (186611 426526),D151895008
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aeb,Hazenkampseweg 004,Zijtuin.,3000,1993-02-25,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_004.pdf,,POINT (187313 426743),D151895009
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aec,Hazenkampseweg 006,Voortuin.,3000,1994-12-13,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_006.pdf,,POINT (187301 426742),D151895010
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aed,Hazenkampseweg 026,Zijtuin.,3000,1993-02-25,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_026.pdf,,POINT (187166 426723),D151895011
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aee,Hazenkampseweg 028,Achtertuin.,4000,1993-06-29,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hazenkampseweg_028.pdf,,POINT (187144 426719),D151895012
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aef,Hazenkampseweg 124,Onbekend,2000,1983-01-01,?,De tank is in eigen beheer verwijderd. De kwaliteit van de bodem is onbekend,nvt,Ja,GeenCertificaat.pdf,Hazenkampseweg 1,POINT (186723.645838625 426597.661459656),D151895013
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1af0,Dingostr. 062,Voortuin.,3000,1992-12-18,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_062.pdf,,POINT (186899 426561),D151895014
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1af1,Dingostr. 050,Voortuin.,3000,1992-11-27,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_050.pdf,,POINT (186943 426574),D151895015
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1af2,Dingostr. 002 t/m 048,Onbekend,15000,1986-06-28,Chemclean,De tank is verwijderd,,Ja,GeenCertificaat.pdf,Dingostr. 002 t_,POINT (186969 426607),D151895016
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1af3,Dingostr. 066,Voortuin.,2000,1993-04-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_066.pdf,,POINT (186885 426556),D151895017
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1af4,Dingostr. 056,Voortuin.,3000,1993-05-25,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_056.pdf,,POINT (186925 426569),D151895018
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1af5,Dingostr. 076,Voortuin.,3000,1992-09-21,ECC,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_076.pdf,,POINT (186842 426543),D151895019
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1af6,Dingostr. 078,Voortuin,3000,1992-09-30,ECC,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_078.pdf,,POINT (186832 426540),D151895020
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1af7,Dingostr. 058,Voortuin.,3000,1992-10-30,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_058.pdf,,POINT (186916 426566),D151895021
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1af8,Dingostr. 072,Voortuin.,3000,1992-12-18,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_072.pdf,,POINT (186858 426547),D151895022
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1af9,Dingostr. 060,Voortuin.,3000,1992-12-18,ECC,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_060.pdf,,POINT (186908 426564),D151895023
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1afa,Dingostr. 074,Voortuin.,3000,1993-04-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_074.pdf,,POINT (186851 426545),D151895024
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1afb,Dingostr. 090,Achtertuin.,3000,1997-06-13,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_090.pdf,,POINT (186786 426525),D151895025
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1afc,Dingostr. 098,Voortuin,3000,1993-03-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_098.pdf,,POINT (186753 426515),D151895026
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1afd,Dingostr. 102,Voortuin.,3000,1993-03-16,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_102.pdf,,POINT (186737 426510),D151895027
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1afe,Dingostr. 088,Voortuin.,3000,1993-04-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_088.pdf,,POINT (186791 426527),D151895028
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1aff,Dingostr. 094,Voortuin.,3000,1993-06-30,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_094.pdf,,POINT (186766 426519),D151895029
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b00,Dingostr. 086,Voortuin.,3000,1993-07-07,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_086.pdf,,POINT (186799 426529),D151895030
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b01,Dingostr. 104,Voortuin.,5000,1992-10-09,ECC,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_104.pdf,,POINT (186729 426508),D151895031
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b02,Dingostr. 108,Voortuin.,3000,1993-05-25,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_108.pdf,,POINT (186699 426495),D151895032
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b03,Dingostr. 124,Voortuin.,3000,1993-05-25,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_124.pdf,,POINT (186638 426475),D151895033
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b04,Dingostr. 126,Voetpad.,3000,1992-10-15,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_126.pdf,,POINT (186630 426473),D151895034
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b05,Dingostr. 106,Onbekend,3000,1993-03-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_106.pdf,,POINT (186707 426497),D151895035
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b06,Dingostr. 110,Oprit.,3000,1993-03-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_110.pdf,,POINT (186693 426493),D151895036
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b07,Dingostr. 112,Garagepad.,3000,1993-03-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_112.pdf,,POINT (186685 426490),D151895037
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b08,Dingostr. 114,Voortuin,3000,1993-03-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_114.pdf,,POINT (186675 426487),D151895038
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b09,Dingostr. 116,Voortuin.,3000,1993-03-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_116.pdf,,POINT (186669 426485),D151895039
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b0a,Dingostr. 118,Onbekend,3000,1993-03-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_118.pdf,,POINT (186662 426483),D151895040
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b0b,Dingostr. 120,Oprit.,3000,1993-03-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Dingostr_120.pdf,,POINT (186654 426481),D151895041
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b0c,IJsbeerstr. 001,Achtertuin.,3000,1992-12-22,Verstappen,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,IJsbeerstr_001.pdf,,POINT (186710.372541071 426316.278416395),D151895042
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b0d,IJsbeerstr. 013,Voortuin.,3000,1993-03-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,IJsbeerstr_013.pdf,,POINT (186681.472505114 426287.862738582),D151895043
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b0e,IJsbeerstr. 005,Onbekend,3000,1993-04-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,IJsbeerstr_005.pdf,,POINT (186700.201020036 426306.914158934),D151895044
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b0f,IJsbeerstr. 007,Voortuin.,3000,1994-02-02,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,IJsbeerstr_007.pdf,,POINT (186695.357438591 426302.877841063),D151895045
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b10,IJsbeerstr. 011,Voortuin.,3000,1999-12-16,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,IJsbeerstr_011.pdf,,POINT (186685.6702757 426293.513583602),D151895046
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b11,IJsbeerstr. 003,Onbekend,3000,1996-12-18,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,IJsbeerstr_003.pdf,,POINT (186704.883148766 426311.919193094),D151895047
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b12,Lamastr. 069,Achtertuin.,3000,1993-04-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Lamastr_069.pdf,,POINT (186581 426514),D151895048
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b13,Lamastr. 067,Tank ligt aan de Luipaardst,5000,1993-05-13,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Lamastr_067.pdf,,POINT (186597 426455),D151895049
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b14,Luipaardstr. 002,Onbekend,3000,1993-10-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Luipaardstr_002.pdf,,POINT (186590 426484),D151895050
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b15,Bisonstr. 003,Hoek Luipaardstr.-Bisonstr.,9,1989-01-01,v. Gisteren,De tank is verwijderd,,Ja,GeenCertificaat.pdf,Bisonstr. 003.pd,POINT (186474 426392),D151895051
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b16,Kangoeroestr. 005,Voortuin.,2000,1993-03-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kangoeroestr_005.pdf,,POINT (186672 426263),D151895052
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b17,Kangoeroestr. 007,Voortuin.,3000,1992-12-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kangoeroestr_007.pdf,,POINT (186667 426268),D151895053
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b18,Kangoeroestr. 003,Voortuin.,3000,1993-03-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kangoeroestr_003.pdf,,POINT (186677 426258),D151895054
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b19,Okapistr. 001,Zijtuin.,3000,1993-05-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_001.pdf,,POINT (186827 426326),D151895055
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b1a,Okapistr. 005,Voortuin.,3000,1993-05-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_005.pdf,,POINT (186815 426315),D151895056
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b1b,Okapistr. 007,Oprit.,3000,1992-12-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_007.pdf,,POINT (186810 426309),D151895057
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b1c,Okapistr. 009,Oprit.,3000,1992-12-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_009.pdf,,POINT (186803 426302),D151895058
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b1d,Okapistr. 013,Voortuin.,3000,1992-12-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_013.pdf,,POINT (186792 426292),D151895059
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b1e,Okapistr. 015,Oprit.,3000,1992-12-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_015.pdf,,POINT (186785 426285),D151895060
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b1f,Okapistr. 011,Voortuin.,3000,1994-11-17,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_011.pdf,,POINT (186798 426297),D151895061
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b20,Okapistr. 019,Voortuin.,3000,1993-05-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_019.pdf,,POINT (186774 426273),D151895062
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b21,Okapistr. 021,Voortuin.,3000,1991-11-11,Chemclean,"De tank is leeg blijven liggen, de kwaliteit van de bodem is onbekend",Certificaat tankreiniging,Ja,Okapistr_021.pdf,Okapistr. 021.pd,POINT (186768 426268),D151895063
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b22,Okapistr. 031,Zijtuin.,3000,1992-12-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_031.pdf,,POINT (186738 426238),D151895064
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b23,Okapistr. 023,Oprit.,3000,1993-03-15,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_023.pdf,,POINT (186762 426262),D151895065
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b24,Okapistr. 025,Oprit.,3000,1993-03-15,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_025.pdf,,POINT (186755 426255),D151895066
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b25,Okapistr. 017,Voortuin.,3000,1994-05-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_017.pdf,,POINT (186779 426279),D151895067
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b26,Okapistr. 027,Voortuin.,3000,1994-05-30,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_027.pdf,,POINT (186750 426250),D151895069
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b27,Okapistr. 029,Voortuin.,4000,1993-03-15,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_029.pdf,,POINT (186744 426244),D151895070
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b28,Okapistr. 079,Voortuin.,3000,1992-12-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_079.pdf,,POINT (186593 426092),D151895071
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b29,Okapistr. 085,Voortuin.,3000,1993-03-15,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_085.pdf,,POINT (186571 426071),D151895072
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b2a,Okapistr. 083,Voortuin.,3000,1993-10-19,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_083.pdf,,POINT (186579 426079),D151895073
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b2b,Okapistr. 014,Oprit.,3000,1990-09-18,Chemclean,De tank is gevuld met zand,,Ja,Okapistr_014.pdf,Okapistr. 014.pd,POINT (186751.808737618 426294.191262383),D151895075
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b2c,Okapistr. 016,Oprit.,3000,1999-12-16,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_016.pdf,,POINT (186746.538735077 426298.493776988),D151895076
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b2d,Okapistr. 002,Onbekend,3000,1990-09-13,Chemclean,De tank is gevuld met zand,,Ja,Okapistraat_002.pdf,Okapistr. 002.pd,POINT (186763 426333),
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b2e,Okapistr. 006,Oprit.,3000,1990-09-18,Chemclean,De tank is gevuld met zand,,Ja,Okapistr_006.pdf,Okapistr. 006.pd,POINT (186772.186 426323.197),D151895077
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b2f,Okapistr. 008,Onbekend,3000,1990-09-18,Chemclean,De tank is gevuld met zand,,Ja,Okapistr_008.pdf,Okapistr. 008.pd,POINT (186778 426319),D151895078
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b30,Okapistr. 012,Onbekend,3000,2004-03-17,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Okapistr_012.pdf,,POINT (186756.468286752 426289.290500555),D151895079
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b31,Okapistr. 024,Onbekend,3000,1990-09-18,Chemclean,De tank is gevuld met zand,,Ja,Okapistr_024.pdf,Okapistr. 024.pd,POINT (186709 426271),D151895081
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b32,Okapistr. 026,Onbekend,3000,1990-09-18,Chemclean,De tank is gevuld met zand,,Ja,Okapistr_026.pdf,Okapistr. 026.pd,POINT (186714 426266),D151895082
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b33,Okapistr. 028,Onbekend,3000,1990-09-18,Chemclean,De tank is gevuld met zand,,Ja,Okapistr_028.pdf,Okapistr. 028.pd,POINT (186719 426262),D151895083
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1b34,Okapistr. 030,Onbekend,3000,1990-09-18,Chemclean,De tank is gevuld met zand,,Ja,Okapistr_030.pdf,Okapistr. 030.pd,POINT (186723 426257),D151895084
