FID,ADRES,LIGGING_TANK,VOLUME_TANK,DATUM_BEHANDELING,BEHANDELD_DOOR,IMAPCONCL,CERTIFICERING,TANK_AFGEDAAN,TANK_PDF,GEENCERT,GEOMETRIE,DOCUMENTNR
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17de,Eleonoraweg 016,Terras achter,3000,1981-06-15,?,De tank is verwijderd,,Ja,GeenCertificaat.pdf,Eleonoraweg 016.,POINT (190306 426550),D151893945
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17df,Eleonoraweg 014,Zijtuin.,3000,1993-01-07,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Eleonoraweg_014.pdf,,POINT (190242 426575),D151893946
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17e0,Eleonoraweg 012,Onbekend,3000,1993-03-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Eleonoraweg_012.pdf,,POINT (190212 426581),D151893948
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17e1,Eleonoraweg 018,Voortuin.,3000,1993-07-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Eleonoraweg_018.pdf,,POINT (190335 426539),D151893949
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17e2,Eleonoraweg 010,Voortuin.,3000,1994-11-02,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Eleonoraweg_010.pdf,,POINT (190154 426596),D151893950
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17e3,Eleonoraweg 002,Zijtuin.,5000,1993-01-07,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Eleonoraweg_002.pdf,,POINT (189859 426580),D151893951
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17e4,Eleonoraweg 008,Voortuin.,5000,1993-01-07,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Eleonoraweg_008.pdf,,POINT (190111 426598),D151893952
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17e5,Eleonoraweg 006,Zijtuin.,5000,1993-03-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Eleonoraweg_006.pdf,,POINT (190027 426576),D151893953
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17e6,Louiseweg 015,Oprit.,3000,1998-12-18,Chemclean,"De tanks zijn gevuld met zand, 6.000 L en 3.000 L",Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Louiseweg_015.pdf,,POINT (189927 426338),D151893954
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17e7,Louiseweg 009,Oprit.,3000,1993-01-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Louiseweg_009.pdf,,POINT (189904 426392),D151893955
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17e8,Louiseweg 007,Onbekend,5000,1994-05-16,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Louiseweg_007.pdf,,POINT (189899 426408),D151893956
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17e9,Lucretiaweg 003,Onbekend,3000,1996-05-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Lucretiaweg_003.pdf,,POINT (189905 426509),D151893957
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17ea,Louiseweg 002,Voortuin.,4000,1994-09-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Louiseweg_002.pdf,,POINT (189825 426504),D151893958
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17eb,Louiseweg 012,Oprit.,5000,1993-05-17,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Louiseweg_012.pdf,,POINT (189860 426316),D151893959
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17ec,Louiseweg 006,Voortuin.,6000,1993-05-17,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Louiseweg_006.pdf,,POINT (189834 426478),D151893960
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17ed,Theresiaweg 008,Onbekend,3000,1993-06-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Theresiaweg_008.pdf,,POINT (189734 426312),D151893961
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17ee,Theresiaweg 006,Onbekend,5000,1993-01-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Theresiaweg_006.pdf,,POINT (189764 426342),D151893962
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17ef,Sophiaweg 025,Voortuin.,5000,1997-07-04,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_025.pdf,,POINT (190011 426971),D151893963
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17f0,Sophiaweg 045,Zijtuin.,5000,1993-01-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_045.pdf,,POINT (189959 426898),D151893964
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17f1,Sophiaweg 003,Oprit.,6000,1999-04-12,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_003.pdf,,POINT (190066 427077),D151893965
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17f2,Sophiaweg 073,Zijtuin.,3000,1993-01-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_073.pdf,,POINT (189937 426739),D151893966
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17f3,Sophiaweg 075,Voortuin.,6000,1993-06-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_075.pdf,,POINT (189906 426682),D151893967
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17f4,Sophiaweg 093,Voortuin,3000,1991-08-20,Chemclean,De tank is verwijderd,,Ja,Sophiaweg_093.pdf,,POINT (189704 426340),D151893968
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17f5,Sophiaweg 097,Oprit.,3000,1993-01-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_097.pdf,,POINT (189646 426223),D151893969
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17f6,Sophiaweg 095,Oprit.,3000,1993-01-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_095.pdf,,POINT (189682 426294),D151893970
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17f7,Kwakkenbergweg 049,Onbekend,3000,1993-03-17,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kwakkenbergweg_049.pdf,,POINT (190321 426711),D151893971
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17f8,Sophiaweg 083,Achtertuin.,3000,1993-06-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_083.pdf,,POINT (189790 426503),D151893972
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17f9,Sophiaweg 101,Oprit.,5000,1994-04-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_101.pdf,,POINT (189570 426171),D151893973
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17fa,Sophiaweg 081,Onder kippenhok.,6000,1993-01-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_081.pdf,,POINT (189806 426537),D151893974
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17fb,Sophiaweg 099,Voortuin.,10000,1992-10-01,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_099.pdf,,POINT (189617 426201),D151893975
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17fc,Sophiaweg 004,Oprit.,5000,1993-02-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sophiaweg_004.pdf,,POINT (189917 426981),D151893976
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17fd,Luciaweg 033,Voortuin.,4000,1993-06-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Luciaweg_033.pdf,,POINT (189707 426687),D151893977
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17fe,Marienboomseweg 003,Oprit.,3000,1993-01-07,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Marienboomseweg_003.pdf,,POINT (189657.010670462 426755.687924467),D151893978
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_17ff,Bosweg 012,Achtertuin.,3000,1993-01-07,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bosweg_012.pdf,,POINT (189342 426909),D151893979
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1800,Bosweg 160,Onbekend,3000,1993-04-19,?,De tank is verwijderd,,Ja,GeenCertificaat.pdf,Bosweg 160.pdf,POINT (189264 426585),D151893980
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1801,Groesbeekseweg 173,Voortuin.,3000,1997-05-06,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_173.pdf,,POINT (188481 427212),D151893981
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1802,Groesbeekseweg 175,Voortuin,3000,1984-01-01,?,De tank is in eigen beheer verwijderd. De kwaliteit van de bodem is onbekend,nvt,Ja,GeenCertificaat.pdf,Groesbeekseweg 1,POINT (188484 427206),D151893982
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1803,Groesbeekseweg 177,Voortuin.,3000,1993-01-07,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_177.pdf,,POINT (188488 427199),D151893983
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1804,Groesbeekseweg 152,Onbekend,10000,1998-07-08,?,Er is een tank van 10.000 L verwijderd en een nieuwe is in gebruik genomen. Info bij bureau MKB,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_152.pdf,,POINT (188210 427590),
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1805,Groesbeekseweg 181,Voortuin,3000,1998-08-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_181.pdf,,POINT (188497 427184),D151893984
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1806,Groesbeekseweg 189,Onbekend,3000,1997-03-19,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_189.pdf,,POINT (188518 427142),D151893985
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1807,Groesbeekseweg 187,Onbekend,9,,?,"Er is gezocht naar een tank, niets aangetroffen",nvt,Ja,GeenCertificaat.pdf,Groesbeekseweg 1,POINT (188514 427152),D151893986
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1808,Groesbeekseweg 197,Oprit.,2000,1993-04-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_197.pdf,,POINT (188539 427099),D151893987
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1809,Groesbeekseweg 203,Voortuin.,3000,1993-01-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_203.pdf,,POINT (188551 427076),D151893988
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_180a,Groesbeekseweg 199,Voortuin.,3000,1993-09-30,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_199.pdf,,POINT (188543 427090),D151893989
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_180b,Groesbeekseweg 195,Onbekend,3000,1996-05-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_195.pdf,,POINT (188533 427110),D151893990
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_180c,Groesbeekseweg 201,Voortuin.,3000,1996-10-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_201.pdf,,POINT (188548 427083),D151893991
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_180d,Groesbeekseweg 215a,Achtertuin.,3000,1993-01-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_215a.pdf,,POINT (188575.587503175 427025.023431547),D151893992
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_180e,Groesbeekseweg 217,Voortuin.,3000,1993-01-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_217.pdf,,POINT (188579 427019),D151893994
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_180f,Groesbeekseweg 215,Voortuin.,3000,1993-01-12,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_215.pdf,,POINT (188574 427029),D151893995
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1810,Groesbeekseweg 211,Voortuin.,4000,1993-01-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_211.pdf,,POINT (188565 427046),D151893996
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1811,Groesbeekseweg 213,Voortuin,5000,1993-01-05,Chemclean,De tanks zijn gevuld met zand. 5000 L en 2000 L,Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_213.pdf,,POINT (188569 427039),D151893997
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1812,Groesbeekseweg 223,Oprit.,4000,1993-01-07,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_223.pdf,,POINT (188594 426988),D151893998
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1813,Groesbeekseweg 221,Oprit.,4000,1993-09-30,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_221.pdf,,POINT (188590 426996),D151893999
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1814,Groesbeekseweg 225,Voortuin.,10000,1997-05-07,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_225.pdf,,POINT (188599 426975),D151894000
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1815,Groesbeekseweg 239,Voortuin.,2000,1993-09-30,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_239.pdf,,POINT (188651 426861),D151894001
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1816,Groesbeekseweg 269,Onbekend,5000,1997-09-02,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_269.pdf,,POINT (188722 426706),D151894003
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1817,Groesbeekseweg 295,Achtertuin,10000,1993-04-26,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_295.pdf,,POINT (189085.769367539 426654.356362713),D151894004
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1818,Groesbeekseweg 327,Binnentuin en bij keuken,20000,2002-10-02,ZVS Eemnes,De tanks zijn verwijderd. 20.000 L en 5.000 L,Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_327.pdf,,POINT (188850 426514),D151894005
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1819,Groesbeekseweg 351,Onbekend,10000,2000-01-18,Chemclean,"Een tank van 20.000 L is verwijderd, er is een nieuwe bovengrondse tank in gebruik genomen",Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_351.pdf,,POINT (189091 426008),D151894006
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_181a,Groesbeekseweg 200,Onbekend,3000,1997-03-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_200.pdf,,POINT (188360 427373),D151894007
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_181b,Groesbeekseweg 188,Voortuin.,3000,1993-01-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_188.pdf,,POINT (188342 427415),D151894008
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_181c,Groesbeekseweg 186,Voortuin.,3000,1993-04-23,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_186.pdf,,POINT (188338 427427),D151894009
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_181d,Groesbeekseweg 192,Onbekend,9,,?,"Er is gezocht naar een tank, niets aangetroffen",nvt,Ja,GeenCertificaat.pdf,Groesbeekseweg 1,POINT (188350 427397),D151894010
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_181e,Groesbeekseweg 208,Oprit.,3000,1993-04-23,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_208.pdf,,POINT (188371 427349),D151894011
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_181f,Groesbeekseweg 214,Voortuin.,3000,1993-05-25,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_214.pdf,,POINT (188407.984378969 427260.015621031),D151894012
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1820,Groesbeekseweg 220,Oprit.,3000,1992-11-30,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_220.pdf,,POINT (188420 427228),D151894013
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1821,Groesbeekseweg 216,Voortuin.,3000,1992-12-07,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_216.pdf,,POINT (188411 427251),D151894014
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1822,Groesbeekseweg 218,Voortuin.,3000,1993-05-25,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_218.pdf,,POINT (188415 427240),D151894015
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1823,Groesbeekseweg 212,Kruipruimte.,6000,1993-05-25,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_212.pdf,,POINT (188400 427278),D151894016
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1824,Groesbeekseweg 228,Voortuin.,3000,1992-12-10,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_228.pdf,,POINT (188438 427188),D151894017
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1825,Groesbeekseweg 222,Oprit.,3000,1993-01-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_222.pdf,,POINT (188425 427216),D151894018
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1826,Groesbeekseweg 230a,Achtertuin.,3000,1993-01-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_230a.pdf,,POINT (188453 427150),D151894019
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1827,Groesbeekseweg 226,Voortuin.,3000,1993-04-23,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_226.pdf,,POINT (188432 427200),D151894020
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1828,Groesbeekseweg 230,Voortuin.,8000,1993-01-08,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_230.pdf,,POINT (188448 427165),D151894021
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1829,Groesbeekseweg 238,Oprit.,3000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_238.pdf,,POINT (188492 427076),D151894022
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_182a,Groesbeekseweg 240,Voortuin.,3000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_240.pdf,,POINT (188499 427060),D151894023
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_182b,Groesbeekseweg 232,Oprit.,3000,1993-10-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_232.pdf,,POINT (188472 427116),D151894024
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_182c,Groesbeekseweg 242,Voortuin.,5000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_242.pdf,,POINT (188510 427041),D151894025
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_182d,Groesbeekseweg 234,Voortuin.,6000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_234.pdf,,POINT (188480 427098),D151894026
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_182e,Groesbeekseweg 246,Oprit.,3000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_246.pdf,,POINT (188524 427014),D151894027
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_182f,Groesbeekseweg 248,Voortuin.,3000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_248.pdf,,POINT (188529 427004),D151894028
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1830,Groesbeekseweg 254,Oprit.,3000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_254.pdf,,POINT (188548 426967),D151894029
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1831,Groesbeekseweg 250,Onbekend,3000,1993-01-08,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_250.pdf,,POINT (188536 426991),D151894030
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1832,Groesbeekseweg 252,Voortuin.,5000,1996-06-04,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_252.pdf,,POINT (188543 426977),D151894031
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1833,Groesbeekseweg 244,Oprit.,6000,1993-06-03,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_244.pdf,,POINT (188518 427024),D151894032
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1834,Groesbeekseweg 322,Voortuin.,3000,1997-02-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_322.pdf,,POINT (188663 426737),D151894033
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1835,Groesbeekseweg 320,Voortuin.,5000,1993-01-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_320.pdf,,POINT (188648 426768),D151894034
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1836,Groesbeekseweg 328,Oprit.,3000,1993-06-03,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_328.pdf,,POINT (188671 426718),D151894035
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1837,Groesbeekseweg 346,Voortuin.,3000,1993-01-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_346.pdf,,POINT (188701 426650),D151894036
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1838,Groesbeekseweg 350,Voortuin.,3000,1993-06-03,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_350.pdf,,POINT (188709 426634),D151894037
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1839,Groesbeekseweg 354,Voortuin.,3000,1993-09-29,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_354.pdf,,POINT (188721 426607),D151894038
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_183a,Groesbeekseweg 356,Onbekend,3000,1998-01-09,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_356.pdf,,POINT (188728 426594),D151894039
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_183b,Groesbeekseweg 372,Onbekend,3000,1998-10-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_372.pdf,,POINT (188789 426471),D151894040
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_183c,Groesbeekseweg 368,Onbekend,3000,1999-10-13,Laura/Milieutec,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_368.pdf,,POINT (188769 426509),D151894041
