FID,hoogte,mastcode,lichtmastnummer,omschrijving,aanlegjaar,geometrie
O10002_GBI_Lichtmasten.240,4,le02,sle02,lichtmast,1994,MULTIPOINT ((172052.629 509587.77))
O10002_GBI_Lichtmasten.241,4,le04,sle04,lichtmast,1994,MULTIPOINT ((172046.019 509635.27))
O10002_GBI_Lichtmasten.242,4,nh14,snh14,lichtmast,1987,MULTIPOINT ((171843.517 509023.443))
O10002_GBI_Lichtmasten.243,4,nh17,snh17,lichtmast,1987,MULTIPOINT ((171905.288 508987.535))
O10002_GBI_Lichtmasten.244,5,rn04,srn04,lichtmast,1988,MULTIPOINT ((172137.145 508782.692))
O10002_GBI_Lichtmasten.245,4,sh03,ssh03,lichtmast,1973,MULTIPOINT ((172551.569 508777.951))
O10002_GBI_Lichtmasten.246,4,sm04,ssm04,lichtmast,1976,MULTIPOINT ((171925.168 509348.883))
O10002_GBI_Lichtmasten.247,4,sn08,ssn08,lichtmast,1994,MULTIPOINT ((172015.799 509532.34))
O10002_GBI_Lichtmasten.248,7,sp06,ssp06,lichtmast,2000,MULTIPOINT ((171681.186 509431.499))
O10002_GBI_Lichtmasten.249,6,ga08,sga08,lichtmast,1999,MULTIPOINT ((172127.832 508168.884))
O10002_GBI_Lichtmasten.250,6,hd02,shd02,lichtmast,1999,MULTIPOINT ((172191.371 508334.36))
O10002_GBI_Lichtmasten.251,6,hd07,shd07,lichtmast,1999,MULTIPOINT ((172110.077 508369.207))
O10002_GBI_Lichtmasten.252,6,hd17,shd17,lichtmast,1999,MULTIPOINT ((172080.913 508330.888))
O10002_GBI_Lichtmasten.253,6,hd42,shd42,lichtmast,1999,MULTIPOINT ((172011.708 508174.68))
O10002_GBI_Lichtmasten.254,6,hd45,shd45,lichtmast,1999,MULTIPOINT ((172053.539 508180.092))
O10002_GBI_Lichtmasten.255,5,hd11,shd11,lichtmast,1999,MULTIPOINT ((172087.146 508348.209))
O10002_GBI_Lichtmasten.256,4,hd31,shd31,lichtmast,1999,MULTIPOINT ((172074.748 508242.105))
O10002_GBI_Lichtmasten.257,5,bz12,sbz12,lichtmast,1999,MULTIPOINT ((172389.026 509039.244))
O10002_GBI_Lichtmasten.258,5,bz13,sbz13,lichtmast,1999,MULTIPOINT ((172403.617 509016.368))
O10002_GBI_Lichtmasten.259,5,bz17,sbz17,lichtmast,1999,MULTIPOINT ((172344.682 508999.043))
O10002_GBI_Lichtmasten.260,5,bz20,sbz20,lichtmast,2009,MULTIPOINT ((172381.481 508958.178))
O10002_GBI_Lichtmasten.261,7,bi03,sbi03,lichtmast,2003,MULTIPOINT ((171989.16 508351.604))
O10002_GBI_Lichtmasten.262,5,ks07,sks07,lichtmast,2005,MULTIPOINT ((172118.745 509227.234))
O10002_GBI_Lichtmasten.263,5,ks05,sks05,lichtmast,2005,MULTIPOINT ((172078.832 509252.984))
O10002_GBI_Lichtmasten.264,5,gr41,sgr41,lichtmast,2005,MULTIPOINT ((172099.407 509189.734))
O10002_GBI_Lichtmasten.265,7,zu29,szu29,lichtmast,2005,MULTIPOINT ((172360.156 509280.977))
O10002_GBI_Lichtmasten.266,5,ba04,sba04,lichtmast,1977,MULTIPOINT ((172347.723 508735.836))
O10002_GBI_Lichtmasten.267,5,ba15,sba15,lichtmast,2008,MULTIPOINT ((172415.536 508756.416))
O10002_GBI_Lichtmasten.268,4,bz06,sbz06,lichtmast,1987,MULTIPOINT ((172283.78 508982.527))
O10002_GBI_Lichtmasten.269,5,bz08,sbz08,lichtmast,1999,MULTIPOINT ((172318.51 509020.986))
O10002_GBI_Lichtmasten.270,4,bl23,sbl23,lichtmast,1977,MULTIPOINT ((172719.346 508852.691))
O10002_GBI_Lichtmasten.271,4,bl24,sbl24,lichtmast,2006,MULTIPOINT ((172706.39 508844.014))
O10002_GBI_Lichtmasten.272,4,bu08,sbu08,lichtmast,1988,MULTIPOINT ((171648.162 509219.57))
O10002_GBI_Lichtmasten.273,5,bu31,sbu31,lichtmast,1987,MULTIPOINT ((171791.717 509241.244))
O10002_GBI_Lichtmasten.274,5,bu35,sbu35,lichtmast,1987,MULTIPOINT ((171754.399 509326.212))
O10002_GBI_Lichtmasten.275,4,bl06,sbl06,lichtmast,1977,MULTIPOINT ((172592.029 508962.16))
O10002_GBI_Lichtmasten.276,4,bl11,sbl11,lichtmast,1977,MULTIPOINT ((172689.379 508873.059))
O10002_GBI_Lichtmasten.277,5,gl01,sgl01,lichtmast,1988,MULTIPOINT ((172301.979 509201.29))
O10002_GBI_Lichtmasten.278,4,cr03,scr03,lichtmast,1987,MULTIPOINT ((172090.119 508798.207))
O10002_GBI_Lichtmasten.279,5,da02,sda02,lichtmast,1987,MULTIPOINT ((172092.685 508939.621))
O10002_GBI_Lichtmasten.280,4,fu18,sfu18,lichtmast,1987,MULTIPOINT ((172018.348 508926.708))
O10002_GBI_Lichtmasten.281,4,gd02,sgd02,lichtmast,1988,MULTIPOINT ((172182.307 508764.312))
O10002_GBI_Lichtmasten.282,4,gd09,sgd09,lichtmast,1988,MULTIPOINT ((172071.853 508657.876))
O10002_GBI_Lichtmasten.283,5,gr14,sgr14,lichtmast,1988,MULTIPOINT ((172307.029 509280.33))
O10002_GBI_Lichtmasten.284,5,gr32,sgr32,lichtmast,2005,MULTIPOINT ((172208.767 509256))
O10002_GBI_Lichtmasten.285,4,ha02,sha02,lichtmast,1974,MULTIPOINT ((172550.249 508699.686))
O10002_GBI_Lichtmasten.286,6,hr02,shr02,lichtmast,1981,MULTIPOINT ((172442.279 509121.06))
O10002_GBI_Lichtmasten.287,6,hr03,shr03,lichtmast,1981,MULTIPOINT ((172468.219 509095.12))
O10002_GBI_Lichtmasten.288,4,ht09,sht09,lichtmast,1987,MULTIPOINT ((171693.969 509071.12))
O10002_GBI_Lichtmasten.289,5,ra06,sra06,lichtmast,1993,MULTIPOINT ((171708.85 509318.56))
O10002_GBI_Lichtmasten.290,5,kh01,skh01,lichtmast,1988,MULTIPOINT ((172595.579 508987.03))
O10002_GBI_Lichtmasten.291,5,ka06,ska06,lichtmast,1994,MULTIPOINT ((172012.929 509508.26))
O10002_GBI_Lichtmasten.292,5,ka11,ska11,lichtmast,1994,MULTIPOINT ((172117.079 509575.97))
O10002_GBI_Lichtmasten.293,5,ks03,sks03,lichtmast,2005,MULTIPOINT ((172036.598 509280.734))
O10002_GBI_Lichtmasten.294,5,ko09,bko09,lichtmast,1990,MULTIPOINT ((175776.029 495957.76))
O10002_GBI_Lichtmasten.295,5,ko03,bko03,lichtmast,1990,MULTIPOINT ((175751.579 495953.33))
O10002_GBI_Lichtmasten.296,5,kl20,bkl20,lichtmast,1990,MULTIPOINT ((175318.567 496250.848))
O10002_GBI_Lichtmasten.297,5,kl13,bkl13,lichtmast,1990,MULTIPOINT ((175279.287 496305.685))
O10002_GBI_Lichtmasten.298,4,kl27,bkl27,lichtmast,1990,MULTIPOINT ((175404.365 496183.948))
O10002_GBI_Lichtmasten.299,4,kl05,bkl05,lichtmast,1990,MULTIPOINT ((175173.279 496310.41))
O10002_GBI_Lichtmasten.300,4,kh06,bkh06,lichtmast,1993,MULTIPOINT ((175462.019 495865.43))
O10002_GBI_Lichtmasten.301,7,ha01,bha01,lichtmast,1990,MULTIPOINT ((175863.089 496592.63))
O10002_GBI_Lichtmasten.302,5,ga01,bga01,lichtmast,1989,MULTIPOINT ((175942.799 496507.32))
O10002_GBI_Lichtmasten.303,4,fr09,bfr09,lichtmast,1988,MULTIPOINT ((175683.879 496251.77))
O10002_GBI_Lichtmasten.304,5,fr04,bfr04,lichtmast,1988,MULTIPOINT ((175616.009 496273.49))
O10002_GBI_Lichtmasten.305,6,er31,ber31,lichtmast,1978,MULTIPOINT ((176436.786 496576.599))
O10002_GBI_Lichtmasten.306,5,za12,bza12,lichtmast,1982,MULTIPOINT ((176093.979 496213.68))
O10002_GBI_Lichtmasten.307,5,lu80,blu80,lichtmast,1990,MULTIPOINT ((175716.249 495873.18))
O10002_GBI_Lichtmasten.308,5,lu79,blu79,lichtmast,1990,MULTIPOINT ((175708.049 495889.25))
O10002_GBI_Lichtmasten.309,4,lu47,blu47,lichtmast,1990,MULTIPOINT ((175535.509 496121.04))
O10002_GBI_Lichtmasten.310,4,lu46,blu46,lichtmast,1990,MULTIPOINT ((175546.829 496104.53))
O10002_GBI_Lichtmasten.311,5,lu45,blu45,lichtmast,1990,MULTIPOINT ((175565.957 496107.717))
O10002_GBI_Lichtmasten.312,4,lu34,blu34,lichtmast,1990,MULTIPOINT ((175572.939 496011.39))
O10002_GBI_Lichtmasten.313,4,lu31,blu31,lichtmast,1990,MULTIPOINT ((175593.799 495988.19))
O10002_GBI_Lichtmasten.314,4,lu20,blu20,lichtmast,1990,MULTIPOINT ((175489.829 495992.96))
O10002_GBI_Lichtmasten.315,4,lu11,blu11,lichtmast,1990,MULTIPOINT ((175496.089 496063.06))
O10002_GBI_Lichtmasten.316,4,lu07,blu07,lichtmast,1990,MULTIPOINT ((175456.999 496030.04))
O10002_GBI_Lichtmasten.317,4,lu04,blu04,lichtmast,1990,MULTIPOINT ((175457.419 496076.4))
O10002_GBI_Lichtmasten.318,10,ol25,bol25,lichtmast,2012,MULTIPOINT ((176649.323 496503.777))
O10002_GBI_Lichtmasten.319,10,ol27,bol27,lichtmast,2012,MULTIPOINT ((176657.323 496492.944))
O10002_GBI_Lichtmasten.320,5,hk33,bhk33,lichtmast,2012,MULTIPOINT ((175459.78 496658.281))
O10002_GBI_Lichtmasten.321,5,hk36,bhk36,lichtmast,2012,MULTIPOINT ((175515.829 496708.36))
O10002_GBI_Lichtmasten.322,5,hk37,bhk37,lichtmast,2012,MULTIPOINT ((175534.424 496724.958))
O10002_GBI_Lichtmasten.323,5,alh02,balh02,lichtmast,2012,MULTIPOINT ((175640.822 496744.27))
O10002_GBI_Lichtmasten.324,5,alh04,balh04,lichtmast,2012,MULTIPOINT ((175674.943 496706.16))
O10002_GBI_Lichtmasten.325,7,pw05,bpw05,lichtmast,2000,MULTIPOINT ((176626.41 497236.177))
O10002_GBI_Lichtmasten.326,7,pw07,bpw07,lichtmast,2000,MULTIPOINT ((176689.888 497281.547))
O10002_GBI_Lichtmasten.327,7,pw10,bpw10,lichtmast,2000,MULTIPOINT ((176781.69 497347.115))
O10002_GBI_Lichtmasten.328,5,bi01,bbi01,lichtmast,2002,MULTIPOINT ((175450.094 496483.608))
O10002_GBI_Lichtmasten.329,5,bi03,bbi03,lichtmast,2002,MULTIPOINT ((175413.162 496448.105))
O10002_GBI_Lichtmasten.330,5,wk16,bwk16,lichtmast,2002,MULTIPOINT ((175358.038 496406.179))
O10002_GBI_Lichtmasten.331,7,ps17,bps17,lichtmast,2003,MULTIPOINT ((176811.13 497156.282))
O10002_GBI_Lichtmasten.332,7,wp07,bwp07,lichtmast,2002,MULTIPOINT ((176738.733 496824.028))
O10002_GBI_Lichtmasten.333,8,sw06,bsw06,lichtmast,2000,MULTIPOINT ((175846.931 496828.169))
O10002_GBI_Lichtmasten.334,5,sc01,bsc01,lichtmast,1997,MULTIPOINT ((176110.869 496039.333))
O10002_GBI_Lichtmasten.335,4,dr25,bdr25,lichtmast,1990,MULTIPOINT ((176018.641 496116.288))
O10002_GBI_Lichtmasten.336,5,la02,bla02,lichtmast,2002,MULTIPOINT ((176267.848 496634.929))
O10002_GBI_Lichtmasten.337,5,kp10,bkp10,lichtmast,1990,MULTIPOINT ((175402.089 496363.79))
O10002_GBI_Lichtmasten.338,4,lu01,blu01,lichtmast,1990,MULTIPOINT ((175451.609 496112.69))
O10002_GBI_Lichtmasten.339,4,ko61,bko61,lichtmast,1971,MULTIPOINT ((175752.959 496121.65))
O10002_GBI_Lichtmasten.340,4,ko34,bko34,lichtmast,1990,MULTIPOINT ((175871.859 496133.04))
O10002_GBI_Lichtmasten.341,4,ko25,bko25,lichtmast,1990,MULTIPOINT ((175888.959 496065.39))
O10002_GBI_Lichtmasten.342,4,ko06,bko06,lichtmast,1990,MULTIPOINT ((175711.689 496014.11))
O10002_GBI_Lichtmasten.343,5,ko41,bko41,lichtmast,1990,MULTIPOINT ((175915.599 496192.55))
O10002_GBI_Lichtmasten.344,5,ko21,bko21,lichtmast,1990,MULTIPOINT ((175841.249 496033.02))
O10002_GBI_Lichtmasten.345,5,ko02,bko02,lichtmast,1990,MULTIPOINT ((175759.219 495934.78))
O10002_GBI_Lichtmasten.346,5,kt02,bkt02,lichtmast,1977,MULTIPOINT ((176471.165 496604.403))
O10002_GBI_Lichtmasten.347,5,kl22,bkl22,lichtmast,2012,MULTIPOINT ((175340.04 496237.755))
O10002_GBI_Lichtmasten.348,5,kl10,bkl10,lichtmast,1990,MULTIPOINT ((175259.834 496327.538))
O10002_GBI_Lichtmasten.349,4,kh08,bkh08,lichtmast,1993,MULTIPOINT ((175505.789 495904.53))
O10002_GBI_Lichtmasten.350,4,kh01,bkh01,lichtmast,1993,MULTIPOINT ((175458.679 495955.16))
O10002_GBI_Lichtmasten.351,5,hu06,bhu06,lichtmast,1981,MULTIPOINT ((176553.249 496512.08))
O10002_GBI_Lichtmasten.352,5,ga02,bga02,lichtmast,1989,MULTIPOINT ((175959.779 496490.7))
O10002_GBI_Lichtmasten.353,5,ge06,bge06,lichtmast,1974,MULTIPOINT ((175977.385 496643.182))
O10002_GBI_Lichtmasten.354,5,ge03,bge03,lichtmast,1974,MULTIPOINT ((176004.938 496597.824))
O10002_GBI_Lichtmasten.355,5,ge02,bge02,lichtmast,1974,MULTIPOINT ((176022.172 496583.894))
O10002_GBI_Lichtmasten.356,5,fr02,bfr02,lichtmast,1988,MULTIPOINT ((175563.291 496235.634))
O10002_GBI_Lichtmasten.357,6,er08,ber08,lichtmast,1978,MULTIPOINT ((176078.729 496518.46))
O10002_GBI_Lichtmasten.358,6,er05,ber05,lichtmast,1978,MULTIPOINT ((175994.759 496535.6))
O10002_GBI_Lichtmasten.359,6,er03,ber03,lichtmast,1978,MULTIPOINT ((175949.278 496541.884))
O10002_GBI_Lichtmasten.360,4,dr18,bdr18,lichtmast,1990,MULTIPOINT ((175964.769 496219.55))
O10002_GBI_Lichtmasten.361,4,dr15,bdr15,lichtmast,1990,MULTIPOINT ((175933.909 496253.8))
O10002_GBI_Lichtmasten.362,6,de21,bde21,lichtmast,1981,MULTIPOINT ((175896.169 496309.93))
O10002_GBI_Lichtmasten.363,6,de10,bde10,lichtmast,1981,MULTIPOINT ((176123.449 496363.24))
O10002_GBI_Lichtmasten.364,6,cu25,bcu25,lichtmast,1988,MULTIPOINT ((175839.869 496260.98))
O10002_GBI_Lichtmasten.365,6,cu18,bcu18,lichtmast,1988,MULTIPOINT ((175654.749 496086.43))
O10002_GBI_Lichtmasten.366,4,cu14,bcu14,lichtmast,1988,MULTIPOINT ((175626.957 496132.551))
O10002_GBI_Lichtmasten.367,4,cu13,bcu13,lichtmast,1988,MULTIPOINT ((175605.291 496156.467))
O10002_GBI_Lichtmasten.368,4,bo07,bbo07,lichtmast,1988,MULTIPOINT ((175415.099 496280.73))
O10002_GBI_Lichtmasten.369,4,bo06,bbo06,lichtmast,1988,MULTIPOINT ((175428.489 496299.24))
O10002_GBI_Lichtmasten.370,5,ba22,bba22,lichtmast,1997,MULTIPOINT ((175814.5 496548.499))
O10002_GBI_Lichtmasten.371,5,ak02,bak02,lichtmast,2013,MULTIPOINT ((175654.069 496591.36))
O10002_GBI_Lichtmasten.372,5,vb03,bvb03,lichtmast,2007,MULTIPOINT ((175849.606 496375.363))
O10002_GBI_Lichtmasten.373,5,pl11,bpl11,lichtmast,1988,MULTIPOINT ((175760.809 496408.69))
O10002_GBI_Lichtmasten.374,5,pl10,bpl10,lichtmast,1988,MULTIPOINT ((175741.909 496391.88))
O10002_GBI_Lichtmasten.375,5,pl04,bpl04,lichtmast,1988,MULTIPOINT ((175690.949 496407.02))
O10002_GBI_Lichtmasten.376,6,pa05,bpa05,lichtmast,1993,MULTIPOINT ((175486.969 495946.5))
O10002_GBI_Lichtmasten.377,7,no26,bno26,lichtmast,1977,MULTIPOINT ((176273.699 497057.91))
O10002_GBI_Lichtmasten.378,5,hr12a,shr12a,lichtmast,2008,MULTIPOINT ((172463.283 509070.511))
O10002_GBI_Lichtmasten.379,5,ste06,sste06,lichtmast,2006,MULTIPOINT ((171929.234 508720.359))
O10002_GBI_Lichtmasten.380,7,ms03,sms03,lichtmast,2011,MULTIPOINT ((173079.485 509469.687))
O10002_GBI_Lichtmasten.381,5,nh15a,snh15a,lichtmast,2010,MULTIPOINT ((171824.467 508987.543))
O10002_GBI_Lichtmasten.382,5,hr15a,shr15a,lichtmast,2009,MULTIPOINT ((172404.633 509040.469))
O10002_GBI_Lichtmasten.383,5,nh23,snh23,lichtmast,2006,MULTIPOINT ((171910.36 508906.484))
O10002_GBI_Lichtmasten.384,5,bos01,sbos01,lichtmast,2006,MULTIPOINT ((171924.903 508832.734))
O10002_GBI_Lichtmasten.385,5,tij04,stij04,lichtmast,2006,MULTIPOINT ((171853.12 508884.984))
O10002_GBI_Lichtmasten.386,5,ht22,sht22,lichtmast,2006,MULTIPOINT ((171777.315 508806.234))
O10002_GBI_Lichtmasten.387,5,ht21,sht21,lichtmast,2006,MULTIPOINT ((171765.094 508825.609))
O10002_GBI_Lichtmasten.388,5,ht18,sht18,lichtmast,2006,MULTIPOINT ((171722.086 508892.484))
O10002_GBI_Lichtmasten.389,5,da16,sda16,lichtmast,2006,MULTIPOINT ((171839.042 508859.484))
O10002_GBI_Lichtmasten.390,5,da18,sda18,lichtmast,2006,MULTIPOINT ((171845.539 508802.484))
O10002_GBI_Lichtmasten.391,5,da12,sda12,lichtmast,2006,MULTIPOINT ((171894.58 508833.984))
O10002_GBI_Lichtmasten.392,5,da11,sda11,lichtmast,2006,MULTIPOINT ((171912.371 508842.734))
O10002_GBI_Lichtmasten.393,5,da09,sda09,lichtmast,2006,MULTIPOINT ((171947.643 508851.859))
O10002_GBI_Lichtmasten.394,5,gr38a,sgr38a,lichtmast,2005,MULTIPOINT ((172167.322 509197.484))
O10002_GBI_Lichtmasten.395,7,ls50,sls50,lichtmast,1988,MULTIPOINT ((172726.619 508453.511))
O10002_GBI_Lichtmasten.396,4,an06,san06,lichtmast,1987,MULTIPOINT ((172055.309 508813.627))
O10002_GBI_Lichtmasten.397,4,an07,san07,lichtmast,1987,MULTIPOINT ((172027.059 508795.795))
O10002_GBI_Lichtmasten.398,5,ba01,sba01,lichtmast,2011,MULTIPOINT ((172347.244 508685.929))
O10002_GBI_Lichtmasten.399,4,bz03,sbz03,lichtmast,1987,MULTIPOINT ((172241.059 508939.302))
O10002_GBI_Lichtmasten.400,4,bl01,sbl01,lichtmast,1977,MULTIPOINT ((172531.949 509026.66))
O10002_GBI_Lichtmasten.401,5,bu20,sbu20,lichtmast,1987,MULTIPOINT ((171791.54 509198.488))
O10002_GBI_Lichtmasten.402,5,bu44,sbu44,lichtmast,1987,MULTIPOINT ((171830.699 509251.44))
O10002_GBI_Lichtmasten.403,6,bl04,sbl04,lichtmast,1977,MULTIPOINT ((172567.769 508990.19))
O10002_GBI_Lichtmasten.404,5,da03,sda03,lichtmast,1987,MULTIPOINT ((172058.413 508917.667))
O10002_GBI_Lichtmasten.405,5,fu03,sfu03,lichtmast,1987,MULTIPOINT ((172004.702 509093.952))
O10002_GBI_Lichtmasten.406,5,fu06,sfu06,lichtmast,2004,MULTIPOINT ((171955.967 509062.695))
O10002_GBI_Lichtmasten.407,5,fu13,sfu13,lichtmast,1987,MULTIPOINT ((171963.254 508996.643))
O10002_GBI_Lichtmasten.408,5,fu20,sfu20,lichtmast,1987,MULTIPOINT ((172020.714 508906.746))
O10002_GBI_Lichtmasten.409,7,zu17,szu17,lichtmast,1988,MULTIPOINT ((172303.429 509093.99))
O10002_GBI_Lichtmasten.410,7,zu21,szu21,lichtmast,1988,MULTIPOINT ((172336.489 509132.01))
O10002_GBI_Lichtmasten.411,4,zu16,szu16,lichtmast,1988,MULTIPOINT ((172290.322 509067.568))
O10002_GBI_Lichtmasten.412,4,zb13,szb13,lichtmast,1996,MULTIPOINT ((172563.53 508417.378))
O10002_GBI_Lichtmasten.413,6,ri10,sri10,lichtmast,1996,MULTIPOINT ((172387.267 508269.709))
O10002_GBI_Lichtmasten.414,4,ro02,sro02,lichtmast,1996,MULTIPOINT ((172252.005 508402.316))
O10002_GBI_Lichtmasten.415,4,ro09,sro09,lichtmast,1996,MULTIPOINT ((172381.692 508350.03))
O10002_GBI_Lichtmasten.416,4,ro10,sro10,lichtmast,1996,MULTIPOINT ((172409.747 508331.283))
O10002_GBI_Lichtmasten.417,5,lv02,slv02,lichtmast,1996,MULTIPOINT ((172303.093 508495.686))
O10002_GBI_Lichtmasten.418,4,ma03,sma03,lichtmast,1996,MULTIPOINT ((172395.312 508530.613))
O10002_GBI_Lichtmasten.419,4,ma04,sma04,lichtmast,1996,MULTIPOINT ((172410.706 508562.256))
O10002_GBI_Lichtmasten.420,4,ke06,ske06,lichtmast,1988,MULTIPOINT ((172304.218 509011.447))
O10002_GBI_Lichtmasten.421,5,ht30,sht30,lichtmast,2006,MULTIPOINT ((171884.679 508625.984))
O10002_GBI_Lichtmasten.422,4,kl01,skl01,lichtmast,1996,MULTIPOINT ((172268.939 508704.646))
O10002_GBI_Lichtmasten.423,5,bu01,sbu01,lichtmast,1987,MULTIPOINT ((171734.738 509121.984))
O10002_GBI_Lichtmasten.424,4,pp03,spp03,lichtmast,1996,MULTIPOINT ((172238.149 508593.652))
O10002_GBI_Lichtmasten.425,5,sk02,ssk02,lichtmast,2006,MULTIPOINT ((171917.322 508644.234))
O10002_GBI_Lichtmasten.426,4,sk10,ssk10,lichtmast,1996,MULTIPOINT ((172004.53 508629.342))
O10002_GBI_Lichtmasten.427,5,ht29,sht29,lichtmast,2006,MULTIPOINT ((171873.695 508652.109))
O10002_GBI_Lichtmasten.428,5,gr23,sgr23,lichtmast,2005,MULTIPOINT ((172257.513 509324.734))
O10002_GBI_Lichtmasten.429,5,gr25,sgr25,lichtmast,2005,MULTIPOINT ((172293.267 509291.417))
O10002_GBI_Lichtmasten.430,7,ko37,sko37,lichtmast,1989,MULTIPOINT ((172939.122 509531.412))
O10002_GBI_Lichtmasten.431,7,ko36,sko36,lichtmast,1989,MULTIPOINT ((172964.706 509570.829))
O10002_GBI_Lichtmasten.432,4,do04,sdo04,lichtmast,2012,MULTIPOINT ((172289.78 508865.032))
O10002_GBI_Lichtmasten.433,4,do06,sdo06,lichtmast,1997,MULTIPOINT ((172323.103 508905.451))
O10002_GBI_Lichtmasten.434,7,in38,sin38,lichtmast,2001,MULTIPOINT ((172613.042 508216.313))
O10002_GBI_Lichtmasten.435,7,ki04,ski04,lichtmast,2002,MULTIPOINT ((173280.812 509157.96))
O10002_GBI_Lichtmasten.436,7,ko49,sko49,lichtmast,1989,MULTIPOINT ((172993.898 509358.811))
O10002_GBI_Lichtmasten.437,4,lv05b,slv05b,lichtmast,2001,MULTIPOINT ((172373.266 508413.213))
O10002_GBI_Lichtmasten.438,4,zw09,szw09,lichtmast,1999,MULTIPOINT ((172295.85 508041.138))
O10002_GBI_Lichtmasten.439,6,zw19,szw19,lichtmast,1999,MULTIPOINT ((172036.76 508125.782))
O10002_GBI_Lichtmasten.440,7,vd01,dvd01,lichtmast,1991,MULTIPOINT ((179984.391 510234.839))
O10002_GBI_Lichtmasten.441,4,vd27,dvd27,lichtmast,1991,MULTIPOINT ((180258.799 510207.782))
O10002_GBI_Lichtmasten.442,4,vd28,dvd28,lichtmast,1991,MULTIPOINT ((180280.104 510199.793))
O10002_GBI_Lichtmasten.443,5,vg03,svg03,lichtmast,1999,MULTIPOINT ((172280.974 508178.81))
O10002_GBI_Lichtmasten.444,4,kkb05,skkb05,lichtmast,1999,MULTIPOINT ((172201.955 508153.788))
O10002_GBI_Lichtmasten.445,6,ga11,sga11,lichtmast,1999,MULTIPOINT ((172083.178 508102.537))
O10002_GBI_Lichtmasten.446,6,hd04,shd04,lichtmast,2009,MULTIPOINT ((172162.612 508336.116))
O10002_GBI_Lichtmasten.447,6,hd05,shd05,lichtmast,1999,MULTIPOINT ((172149.624 508342.702))
O10002_GBI_Lichtmasten.448,6,hd52,shd52,lichtmast,1999,MULTIPOINT ((172099.529 508242.453))
O10002_GBI_Lichtmasten.449,6,hd49,shd49,lichtmast,1999,MULTIPOINT ((172083.034 508218.088))
O10002_GBI_Lichtmasten.450,4,hd18,shd18,lichtmast,1999,MULTIPOINT ((172087.187 508305.036))
O10002_GBI_Lichtmasten.451,5,bz23,sbz23,lichtmast,2009,MULTIPOINT ((172395.535 508946.385))
O10002_GBI_Lichtmasten.452,5,ba14c,sba14c,lichtmast,2012,MULTIPOINT ((172421.763 508913.244))
O10002_GBI_Lichtmasten.453,7,bs06,sbs06,lichtmast,2011,MULTIPOINT ((173208.368 509282.471))
O10002_GBI_Lichtmasten.454,7,ko30,sko30,lichtmast,2011,MULTIPOINT ((173145.801 509528.927))
O10002_GBI_Lichtmasten.455,7,ko29,sko29,lichtmast,2011,MULTIPOINT ((173134.062 509547.934))
O10002_GBI_Lichtmasten.456,5,gi08,sgi08,lichtmast,1977,MULTIPOINT ((172815.595 508752.587))
O10002_GBI_Lichtmasten.457,4,gi04,sgi04,lichtmast,1977,MULTIPOINT ((172804.021 508796.599))
O10002_GBI_Lichtmasten.458,4,gi05,sgi05,lichtmast,1977,MULTIPOINT ((172786.789 508811.956))
O10002_GBI_Lichtmasten.459,4,gi11,sgi11,lichtmast,1977,MULTIPOINT ((172757.937 508708.012))
O10002_GBI_Lichtmasten.460,4,gd05,sgd05,lichtmast,1988,MULTIPOINT ((172155.017 508738.422))
O10002_GBI_Lichtmasten.461,4,gd08,sgd08,lichtmast,2012,MULTIPOINT ((172096.169 508673.44))
O10002_GBI_Lichtmasten.462,4,gl05,sgl05,lichtmast,1988,MULTIPOINT ((172358.699 509086.428))
O10002_GBI_Lichtmasten.463,5,gt02,sgt02,lichtmast,2005,MULTIPOINT ((172143.343 509392.359))
O10002_GBI_Lichtmasten.464,5,gt05,sgt05,lichtmast,2005,MULTIPOINT ((172201.82 509344.109))
O10002_GBI_Lichtmasten.465,7,hr09,shr09,lichtmast,1998,MULTIPOINT ((172455.579 509090.76))
O10002_GBI_Lichtmasten.466,7,hr10,shr10,lichtmast,1998,MULTIPOINT ((172428.234 509100.462))
O10002_GBI_Lichtmasten.467,5,hr11,shr11,lichtmast,1998,MULTIPOINT ((172444.737 509075.099))
O10002_GBI_Lichtmasten.468,6,he03,she03,lichtmast,2006,MULTIPOINT ((172590 508893.067))
O10002_GBI_Lichtmasten.469,7,vo05,bvo05,lichtmast,1988,MULTIPOINT ((175539.129 496326.87))
O10002_GBI_Lichtmasten.470,4,vo13,bvo13,lichtmast,1988,MULTIPOINT ((175644.299 496337.9))
O10002_GBI_Lichtmasten.471,4,vo04,bvo04,lichtmast,1988,MULTIPOINT ((175515.624 496331.717))
O10002_GBI_Lichtmasten.472,5,za09,bza09,lichtmast,2011,MULTIPOINT ((176058.159 496186.93))
O10002_GBI_Lichtmasten.473,5,za04,bza04,lichtmast,1982,MULTIPOINT ((176008.469 496238.55))
O10002_GBI_Lichtmasten.474,5,wh06,bwh06,lichtmast,1988,MULTIPOINT ((175758.029 496287))
O10002_GBI_Lichtmasten.475,4,ui02,bui02,lichtmast,1990,MULTIPOINT ((175205.664 496268.164))
O10002_GBI_Lichtmasten.476,5,te01,bte01,lichtmast,1974,MULTIPOINT ((176179.586 496585.832))
O10002_GBI_Lichtmasten.477,7,bb03,bbb03,lichtmast,2007,MULTIPOINT ((175818.217 496455.779))
O10002_GBI_Lichtmasten.478,7,bb05,bbb05,lichtmast,2007,MULTIPOINT ((175854.05 496480.363))
