gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000054243;1;Rialen 61;1973;Pand in gebruik;61;1566XJ;Rialen;Assendelft;61;1566XJ;Rialen;Assendelft;11;1;
0479100000080719;1;Vredeweg 1 M;2009;Pand in gebruik;1;1505HH;Vredeweg;Zaandam;1;1505HH;Vredeweg;Zaandam;11;1;
0479100000000044;1;Rijshoutweg 29;1992;Pand in gebruik;29;1505HL;Rijshoutweg;Zaandam;29;1505HL;Rijshoutweg;Zaandam;11;1;
0479100000083078;1;Pieter Jelles Troelstralaan 18;2006;Pand in gebruik;18;1505WG;Pieter Jelles Troelstralaan;Zaandam;18;1505WG;Pieter Jelles Troelstralaan;Zaandam;11;1;
0479100000019166;1;Weverstraat 55 A;1978;Pand in gebruik;55;1521TA;Weverstraat;Wormerveer;55;1521TA;Weverstraat;Wormerveer;11;1;
0479100000053728;1;Praamstraat 24 d;1969;Pand in gebruik;24;;Praamstraat;Zaandam;24;;Praamstraat;Zaandam;11;1;
0479100000057543;1;Weverstraat 55 c;1968;Pand in gebruik;55;1521TA;Weverstraat;Wormerveer;55;1521TA;Weverstraat;Wormerveer;11;1;
0479100000081155;1;Jaap de Boerstraat 1;2011;Pand in gebruik;1;1551GP;Jaap de Boerstraat;Westzaan;1;1551GP;Jaap de Boerstraat;Westzaan;11;1;
0479100000022863;1;Heintje Davidspad 31;1989;Pand in gebruik;31;1507SW;Heintje Davidspad;Zaandam;31;1507SW;Heintje Davidspad;Zaandam;11;1;
0479100000037731;1;Weiver 54;1925;Pand in gebruik;54;1561XE;Weiver;Krommenie;54;1561XE;Weiver;Krommenie;11;1;
0479100000079951;1;Kralingen 126;2013;Pand in gebruik;126;1566CC;Kralingen;Assendelft;126;1566CC;Kralingen;Assendelft;11;1;
0479100000081663;1;Dorpsstraat 290 a;2012;Pand in gebruik;290;1566BP;Dorpsstraat;Assendelft;290;1566BP;Dorpsstraat;Assendelft;11;1;
0479100000036752;1;Kogerwatering 35;1980;Pand in gebruik;35;1541XB;Kogerwatering;Koog aan de Zaan;35;1541XB;Kogerwatering;Koog aan de Zaan;11;1;
0479100000000735;1;Industrieweg 16;1960;Pand in gebruik;16;1521NC;Industrieweg;Wormerveer;16;1521NC;Industrieweg;Wormerveer;11;1;
0479100000000503;1;Zuiddijk 410;1950;Pand in gebruik;410;1505HE;Zuiddijk;Zaandam;410;1505HE;Zuiddijk;Zaandam;11;1;
0479100000034126;1;Museumlaan 54;1956;Pand in gebruik;54;1541LR;Museumlaan;Koog aan de Zaan;54;1541LR;Museumlaan;Koog aan de Zaan;11;1;
0479100000086275;1;Albert Hahnplantsoen 30;1929;Pand in gebruik;30;1502RR;Albert Hahnplantsoen;Zaandam;30;1502RR;Albert Hahnplantsoen;Zaandam;11;1;
0479100000085477;1;Witte Ring 73 A;2015;Pand in gebruik (niet ingemeten);73;1567CG;Witte Ring;Assendelft;73;1567CG;Witte Ring;Assendelft;10;1;
0479100000086303;1;De Groene Valk 10;2015;Pand in gebruik;10;1521JW;De Groene Valk;Wormerveer;10;1521JW;De Groene Valk;Wormerveer;11;1;
0479100000036776;1;Kattegat 9;1996;Pand in gebruik;9;1501AJ;Kattegat;Zaandam;9;1501AJ;Kattegat;Zaandam;11;1;
0479100000021522;1;P. Boorsmastraat 50;1990;Pand in gebruik (niet ingemeten);50;1507WT;P. Boorsmastraat;Zaandam;50;1507WT;P. Boorsmastraat;Zaandam;10;1;
0479100000044883;1;Goudastraat 45;1888;Pand in gebruik;45;1521TN;Goudastraat;Wormerveer;45;1521TN;Goudastraat;Wormerveer;11;1;
0479100000016938;1;Westzijde 68 A;1990;Pand in gebruik;68;1506EG;Westzijde;Zaandam;68;1506EG;Westzijde;Zaandam;11;1;
0479100000087846;1;J.J. Allanstraat 322;2017;Pand in gebruik;322;1551RT;J.J. Allanstraat;Westzaan;322;1551RT;J.J. Allanstraat;Westzaan;11;1;
0479100000088947;1;Sluispolderweg 13 A 33;2018;Bouwvergunning verleend;13;1505HJ;Sluispolderweg;Zaandam;13;1505HJ;Sluispolderweg;Zaandam;2;1;
0479100000013412;1;Plutostraat 7;1974;Pand in gebruik;7;1562XG;Plutostraat;Krommenie;7;1562XG;Plutostraat;Krommenie;11;1;
0479100000016295;3;Marktstraat 41 t/m Marktstraat 41 B;1920;Pand in gebruik;41;1521DW;Marktstraat;Wormerveer;41;1521DW;Marktstraat;Wormerveer;11;1;
0479100000048735;1;C.Th. Kamphuijsstraat 33;1931;Pand in gebruik;33;1501VA;C.Th. Kamphuijsstraat;Zaandam;33;1501VA;C.Th. Kamphuijsstraat;Zaandam;11;1;
0479100000038323;1;Dorpsstraat 1052;1905;Pand in gebruik;1052;1566JL;Dorpsstraat;Assendelft;1052;1566JL;Dorpsstraat;Assendelft;11;1;
0479100000042978;1;Meidoornstraat 30;1939;Pand in gebruik;30;1505TV;Meidoornstraat;Zaandam;30;1505TV;Meidoornstraat;Zaandam;11;1;
0479100000039978;1;Bloemgracht 52;1928;Pand in gebruik;52;1502VC;Bloemgracht;Zaandam;52;1502VC;Bloemgracht;Zaandam;11;1;
0479100000026626;1;Parallelweg 108;1929;Pand in gebruik;108;1541BD;Parallelweg;Koog aan de Zaan;108;1541BD;Parallelweg;Koog aan de Zaan;11;1;
0479100000049317;1;Pieter Latensteinstraat 48;1929;Pand in gebruik;48;1501VH;Pieter Latensteinstraat;Zaandam;48;1501VH;Pieter Latensteinstraat;Zaandam;11;1;
0479100000000533;1;Kikkertweg 32;2002;Pand in gebruik;32;1521RG;Kikkertweg;Wormerveer;32;1521RG;Kikkertweg;Wormerveer;11;1;
0479100000006081;1;Westerzoom 30;1978;Pand in gebruik;30;1541TW;Westerzoom;Koog aan de Zaan;30;1541TW;Westerzoom;Koog aan de Zaan;11;1;
0479100000029327;1;Ringweg 10;1904;Pand in gebruik;10;1507BJ;Ringweg;Zaandam;10;1507BJ;Ringweg;Zaandam;11;1;
0479100000030633;1;Dominee Baxstraat 12;1920;Pand in gebruik;12;1501PV;Dominee Baxstraat;Zaandam;12;1501PV;Dominee Baxstraat;Zaandam;11;1;
0479100000000178;2;Houthavenkade 36 t/m Houthavenkade 36 A;1992;Pand in gebruik;36;1506PD;Houthavenkade;Zaandam;36;1506PD;Houthavenkade;Zaandam;11;1;
0479100000037494;1;Klaas Katerstraat 48;1920;Pand in gebruik;48;1501PS;Klaas Katerstraat;Zaandam;48;1501PS;Klaas Katerstraat;Zaandam;11;1;
0479100000023487;1;Riouwstraat 49;1920;Pand in gebruik;49;1521SC;Riouwstraat;Wormerveer;49;1521SC;Riouwstraat;Wormerveer;11;1;
0479100000022579;1;Zuideinde 103;1930;Pand in gebruik;103;1541CB;Zuideinde;Koog aan de Zaan;103;1541CB;Zuideinde;Koog aan de Zaan;11;1;
0479100000020107;1;Treilerstraat 129;1970;Pand in gebruik;129;1503JE;Treilerstraat;Zaandam;129;1503JE;Treilerstraat;Zaandam;11;1;
0479100000034862;1;Deutzhof 34;1996;Pand in gebruik;34;1566CR;Deutzhof;Assendelft;34;1566CR;Deutzhof;Assendelft;11;1;
0479100000013571;1;Brouwersveld 27;1975;Pand in gebruik;27;1541PD;Brouwersveld;Koog aan de Zaan;27;1541PD;Brouwersveld;Koog aan de Zaan;11;1;
0479100000037481;1;Burgemeester Mosselstraat 12;1970;Pand in gebruik;12;1561WE;Burgemeester Mosselstraat;Krommenie;12;1561WE;Burgemeester Mosselstraat;Krommenie;11;1;
0479100000041756;1;Snuiverstraat 53;1957;Pand in gebruik;53;1561HB;Snuiverstraat;Krommenie;53;1561HB;Snuiverstraat;Krommenie;11;1;
0479100000023560;1;Schoenerstraat 11;1969;Pand in gebruik;11;1503BA;Schoenerstraat;Zaandam;11;1503BA;Schoenerstraat;Zaandam;11;1;
0479100000017495;1;Valkhofpark 22;2009;Pand in gebruik;22;1567HK;Valkhofpark;Assendelft;22;1567HK;Valkhofpark;Assendelft;11;1;
0479100000046601;1;van Heemskerckstraat 34;1952;Pand in gebruik;34;1521LD;van Heemskerckstraat;Wormerveer;34;1521LD;van Heemskerckstraat;Wormerveer;11;1;
0479100000048285;1;Noorderhoofdstraat 141;1973;Pand in gebruik;141;1561AT;Noorderhoofdstraat;Krommenie;141;1561AT;Noorderhoofdstraat;Krommenie;11;1;
0479100000053356;1;Loggerstraat 2 a 17;1970;Pand in gebruik;2;;Loggerstraat;Zaandam;2;;Loggerstraat;Zaandam;11;1;
0479100000022737;1;Onegastraat 51;1923;Pand in gebruik;51;1506NW;Onegastraat;Zaandam;51;1506NW;Onegastraat;Zaandam;11;1;
0479100000046956;1;Irisstraat 16;1937;Pand in gebruik;16;1541AP;Irisstraat;Koog aan de Zaan;16;1541AP;Irisstraat;Koog aan de Zaan;11;1;
0479100000007909;1;Atalanta 9;2000;Pand in gebruik;9;1562LC;Atalanta;Krommenie;9;1562LC;Atalanta;Krommenie;11;1;
0479100000041682;1;Pieter Pauwstraat 24;1938;Pand in gebruik;24;1501TC;Pieter Pauwstraat;Zaandam;24;1501TC;Pieter Pauwstraat;Zaandam;11;1;
0479100000039071;1;Ampèrestraat 72;1996;Pand in gebruik;72;1521SX;Ampèrestraat;Wormerveer;72;1521SX;Ampèrestraat;Wormerveer;11;1;
0479100000044769;1;Cornelis Jansz Keghstraat 14;1953;Pand in gebruik;14;1502VT;Cornelis Jansz Keghstraat;Zaandam;14;1502VT;Cornelis Jansz Keghstraat;Zaandam;11;1;
0479100000029706;1;Marga Klompéstraat 22;1993;Pand in gebruik;22;1506WJ;Marga Klompéstraat;Zaandam;22;1506WJ;Marga Klompéstraat;Zaandam;11;1;
0479100000033138;1;Francisco Goyastraat 43;1991;Pand in gebruik;43;1506KT;Francisco Goyastraat;Zaandam;43;1506KT;Francisco Goyastraat;Zaandam;11;1;
0479100000001694;3;Ranonkelplein 1 t/m Ranonkelplein 1 B;1973;Pand in gebruik;1;1562AV;Ranonkelplein;Krommenie;1;1562AV;Ranonkelplein;Krommenie;11;1;
0479100000039822;1;J.A. Zandlevenstraat 62;1990;Pand in gebruik;62;1507XC;J.A. Zandlevenstraat;Zaandam;62;1507XC;J.A. Zandlevenstraat;Zaandam;11;1;
0479100000037760;1;De Streep 21;1984;Pand in gebruik;21;1566GT;De Streep;Assendelft;21;1566GT;De Streep;Assendelft;11;1;
0479100000034946;1;Magda Janssensstraat 30;1989;Pand in gebruik;30;1507SP;Magda Janssensstraat;Zaandam;30;1507SP;Magda Janssensstraat;Zaandam;11;1;
0479100000055118;1;Koningsgeelstraat 16;1964;Pand in gebruik;16;1503NA;Koningsgeelstraat;Zaandam;16;1503NA;Koningsgeelstraat;Zaandam;11;1;
0479100000006701;1;Stationsstraat 23;1892;Pand in gebruik;23;1506DA;Stationsstraat;Zaandam;23;1506DA;Stationsstraat;Zaandam;11;1;
0479100000006339;1;Wilhelminastraat 4 C;1960;Pand in gebruik;4;1541GN;Wilhelminastraat;Koog aan de Zaan;4;1541GN;Wilhelminastraat;Koog aan de Zaan;11;1;
0479100000030634;1;Prins Hendrikstraat 20;1905;Pand in gebruik;20;1501AS;Prins Hendrikstraat;Zaandam;20;1501AS;Prins Hendrikstraat;Zaandam;11;1;
0479100000013956;1;Langestraat 92;1905;Pand in gebruik;92;1506XJ;Langestraat;Zaandam;92;1506XJ;Langestraat;Zaandam;11;1;
0479100000026450;1;Guldenakker 37;1978;Pand in gebruik;37;1541VE;Guldenakker;Koog aan de Zaan;37;1541VE;Guldenakker;Koog aan de Zaan;11;1;
0479100000002849;2;Westzijde 16 t/m Westzijde 16 A;1898;Pand in gebruik;16;1506EE;Westzijde;Zaandam;16;1506EE;Westzijde;Zaandam;11;1;
0479100000042017;1;Slachthuisstraat 51;1936;Pand in gebruik;51;1508EC;Slachthuisstraat;Zaandam;51;1508EC;Slachthuisstraat;Zaandam;11;1;
0479100000007186;4;Blokschaaf 34 t/m Blokschaaf 46;1987;Pand in gebruik;46;1507HD;Blokschaaf;Zaandam;34;1507HD;Blokschaaf;Zaandam;11;1;
0479100000046749;1;Bestevaerstraat 49;1954;Pand in gebruik;49;1566DE;Bestevaerstraat;Assendelft;49;1566DE;Bestevaerstraat;Assendelft;11;1;
0479100000008144;1;Schepen 5;2001;Pand in gebruik;5;1566MK;Schepen;Assendelft;5;1566MK;Schepen;Assendelft;11;1;
0479100000026147;1;Noordzee 34;1969;Pand in gebruik;34;1503AW;Noordzee;Zaandam;34;1503AW;Noordzee;Zaandam;11;1;
0479100000039275;1;Saenredamstraat 3;1962;Pand in gebruik;3;1566KK;Saenredamstraat;Assendelft;3;1566KK;Saenredamstraat;Assendelft;11;1;
0479100000007280;1;J.J. Allanstraat 86;1750;Pand in gebruik;86;1551RN;J.J. Allanstraat;Westzaan;86;1551RN;J.J. Allanstraat;Westzaan;11;1;
0479100000011343;1;Provincialeweg 314;1953;Pand in gebruik;314;1506MK;Provincialeweg;Zaandam;314;1506MK;Provincialeweg;Zaandam;11;1;
0479100000044147;1;Krugerstraat 31;1976;Pand in gebruik;31;1501RB;Krugerstraat;Zaandam;31;1501RB;Krugerstraat;Zaandam;11;1;
0479100000006282;1;Dorpsstraat 630;1927;Pand in gebruik;630;1566EL;Dorpsstraat;Assendelft;630;1566EL;Dorpsstraat;Assendelft;11;1;
0479100000020882;1;Selzerbeek 35;1976;Pand in gebruik;35;1509HP;Selzerbeek;Zaandam;35;1509HP;Selzerbeek;Zaandam;11;1;
0479100000021992;1;Oranjestraat 19;1915;Pand in gebruik;19;1521GH;Oranjestraat;Wormerveer;19;1521GH;Oranjestraat;Wormerveer;11;1;
0479100000027130;1;Waagmeester 2;2000;Pand in gebruik;2;1566JT;Waagmeester;Assendelft;2;1566JT;Waagmeester;Assendelft;11;1;
0479100000038008;1;Pelmolen 22;1978;Pand in gebruik;22;1541RZ;Pelmolen;Koog aan de Zaan;22;1541RZ;Pelmolen;Koog aan de Zaan;11;1;
0479100000006825;1;J M van der Meystraat 61;2006;Pand in gebruik;61;1567GA;J M van der Meystraat;Assendelft;61;1567GA;J M van der Meystraat;Assendelft;11;1;
0479100000032778;1;Merijntje Gijzenstraat 9;1988;Pand in gebruik;9;1507RC;Merijntje Gijzenstraat;Zaandam;9;1507RC;Merijntje Gijzenstraat;Zaandam;11;1;
0479100000002015;1;Kanaaldijk 1 a;1990;Pand in gebruik;1;1566PA;Kanaaldijk;Assendelft;1;1566PA;Kanaaldijk;Assendelft;11;1;
0479100000028371;1;Jean Henri Dunantstraat 19;1972;Pand in gebruik;19;1561BA;Jean Henri Dunantstraat;Krommenie;19;1561BA;Jean Henri Dunantstraat;Krommenie;11;1;
0479100000003606;1;Zuiddijk 238;1897;Pand in gebruik;238;1505DC;Zuiddijk;Zaandam;238;1505DC;Zuiddijk;Zaandam;11;1;
0479100000029016;1;Korvetstraat 15;1972;Pand in gebruik;15;1503TA;Korvetstraat;Zaandam;15;1503TA;Korvetstraat;Zaandam;11;1;
0479100000041897;1;Dahliastraat 33;1937;Pand in gebruik;33;1541CN;Dahliastraat;Koog aan de Zaan;33;1541CN;Dahliastraat;Koog aan de Zaan;11;1;
0479100000002679;8;van Speijkstraat 36 t/m van Speijkstraat 60;2005;Pand in gebruik;60;1521LK;van Speijkstraat;Wormerveer;36;1521LK;van Speijkstraat;Wormerveer;11;1;
0479100000031997;1;Kepplerstraat 101;1950;Pand in gebruik;101;1501XG;Kepplerstraat;Zaandam;101;1501XG;Kepplerstraat;Zaandam;11;1;
0479100000020828;1;Marskamp 79;1983;Pand in gebruik;79;1566GG;Marskamp;Assendelft;79;1566GG;Marskamp;Assendelft;11;1;
0479100000009281;2;Hendrik Andriessenstraat 4 t/m Hendrik Andriessenstraat 6;1992;Pand in gebruik;6;1544MR;Hendrik Andriessenstraat;Zaandijk;4;1544MR;Hendrik Andriessenstraat;Zaandijk;11;1;
0479100000006329;2;Kerkstraat 149 t/m Kerkstraat 151;1954;Pand in gebruik;151;1521JG;Kerkstraat;Wormerveer;149;1521JG;Kerkstraat;Wormerveer;11;1;
0479100000010152;1;Hugo de Grootstraat 15;1973;Pand in gebruik;15;1561JK;Hugo de Grootstraat;Krommenie;15;1561JK;Hugo de Grootstraat;Krommenie;11;1;
0479100000032681;1;Madeira 21;2004;Pand in gebruik;21;1505VJ;Madeira;Zaandam;21;1505VJ;Madeira;Zaandam;11;1;
0479100000024326;1;Wilgenkade 31;1936;Pand in gebruik;31;1521EV;Wilgenkade;Wormerveer;31;1521EV;Wilgenkade;Wormerveer;11;1;
0479100000002666;1;Vlusch 10;1920;Pand in gebruik;10;1561PN;Vlusch;Krommenie;10;1561PN;Vlusch;Krommenie;11;1;
0479100000024824;1;Middellandse Zee 47;1972;Pand in gebruik;47;1503BZ;Middellandse Zee;Zaandam;47;1503BZ;Middellandse Zee;Zaandam;11;1;
0479100000012172;1;Jagerakker 30;1978;Pand in gebruik;30;1541VJ;Jagerakker;Koog aan de Zaan;30;1541VJ;Jagerakker;Koog aan de Zaan;11;1;
0479100000018723;1;Bovenveen 56;1987;Pand in gebruik;56;1507MK;Bovenveen;Zaandam;56;1507MK;Bovenveen;Zaandam;11;1;
0479100000041788;1;Zuideinde 76;1911;Pand in gebruik;76;1551EK;Zuideinde;Westzaan;76;1551EK;Zuideinde;Westzaan;11;1;
0479100000010428;1;Treilerstraat 83;1972;Pand in gebruik;83;1503JD;Treilerstraat;Zaandam;83;1503JD;Treilerstraat;Zaandam;11;1;
0479100000020866;1;Kaasmaker 141;1986;Pand in gebruik;141;1566RD;Kaasmaker;Assendelft;141;1566RD;Kaasmaker;Assendelft;11;1;
0479100000040280;1;Guurtjesmarken 49;1984;Pand in gebruik;49;1566GN;Guurtjesmarken;Assendelft;49;1566GN;Guurtjesmarken;Assendelft;11;1;
0479100000017314;1;Buinerdiep 24;1977;Pand in gebruik;24;1509XR;Buinerdiep;Zaandam;24;1509XR;Buinerdiep;Zaandam;11;1;
0479100000013091;1;Zandbeek 10;1977;Pand in gebruik;10;1509HX;Zandbeek;Zaandam;10;1509HX;Zandbeek;Zaandam;11;1;
0479100000026706;1;Weiteveen 21;1987;Pand in gebruik;21;1507ML;Weiteveen;Zaandam;21;1507ML;Weiteveen;Zaandam;11;1;
0479100000028688;1;Ilpendamstraat 10;1985;Pand in gebruik;10;1507JZ;Ilpendamstraat;Zaandam;10;1507JZ;Ilpendamstraat;Zaandam;11;1;
0479100000031695;1;De Appelboomstraat 13;1964;Pand in gebruik;13;1551BS;De Appelboomstraat;Westzaan;13;1551BS;De Appelboomstraat;Westzaan;11;1;
0479100000037490;1;Claude Debussystraat 26;1993;Pand in gebruik;26;1544NL;Claude Debussystraat;Zaandijk;26;1544NL;Claude Debussystraat;Zaandijk;11;1;
0479100000040069;1;Kinselmeer 6;1974;Pand in gebruik;6;1509JD;Kinselmeer;Zaandam;6;1509JD;Kinselmeer;Zaandam;11;1;
0479100000014024;1;Lijsterstraat 96;1962;Pand in gebruik;96;1521XB;Lijsterstraat;Wormerveer;96;1521XB;Lijsterstraat;Wormerveer;11;1;
0479100000014168;1;Zaandammerweg 24;1937;Pand in gebruik;24;1566PG;Zaandammerweg;Assendelft;24;1566PG;Zaandammerweg;Assendelft;11;1;
0479100000053590;1;Jachtenlaan 37 a;1973;Pand in gebruik;37;1503HT;Jachtenlaan;Zaandam;37;1503HT;Jachtenlaan;Zaandam;11;1;
0479100000018616;1;Nellen Weer 77;2001;Pand in gebruik;77;1566LT;Nellen Weer;Assendelft;77;1566LT;Nellen Weer;Assendelft;11;1;
0479100000013624;1;Clusiuslaan 329;1964;Pand in gebruik;329;1504HA;Clusiuslaan;Zaandam;329;1504HA;Clusiuslaan;Zaandam;11;1;
0479100000081403;1;J. Roodenburghstraat 11;2010;Pand in gebruik;11;1567GR;J. Roodenburghstraat;Assendelft;11;1567GR;J. Roodenburghstraat;Assendelft;11;1;
0479100000003846;1;J.J. Allanstraat 13;1970;Pand in gebruik;13;1551RA;J.J. Allanstraat;Westzaan;13;1551RA;J.J. Allanstraat;Westzaan;11;1;
0479100000011941;1;Ruisvoorn 15;1998;Pand in gebruik;15;1562KK;Ruisvoorn;Krommenie;15;1562KK;Ruisvoorn;Krommenie;11;1;
0479100000024084;1;Rapsodie 41;1989;Pand in gebruik;41;1507TJ;Rapsodie;Zaandam;41;1507TJ;Rapsodie;Zaandam;11;1;
0479100000024044;1;Soest Wetering 5;1975;Pand in gebruik;5;1509KC;Soest Wetering;Zaandam;5;1509KC;Soest Wetering;Zaandam;11;1;
0479100000023857;1;Akkerland 34;2006;Pand in gebruik;34;1567EK;Akkerland;Assendelft;34;1567EK;Akkerland;Assendelft;11;1;
0479100000019990;1;Ds. Martin Luther Kingweg 217;1965;Pand in gebruik;217;1504DG;Ds. Martin Luther Kingweg;Zaandam;217;1504DG;Ds. Martin Luther Kingweg;Zaandam;11;1;
0479100000027811;1;Akkerland 62;2006;Pand in gebruik;62;1567EK;Akkerland;Assendelft;62;1567EK;Akkerland;Assendelft;11;1;
0479100000011270;1;Wattstraat 20;1930;Pand in gebruik;20;1521TG;Wattstraat;Wormerveer;20;1521TG;Wattstraat;Wormerveer;11;1;
0479100000054642;1;Lisdoddelaan 85;1967;Pand in gebruik;85;1562SK;Lisdoddelaan;Krommenie;85;1562SK;Lisdoddelaan;Krommenie;11;1;
0479100000014981;1;H. Soeteboomstraat 34;1990;Pand in gebruik;34;1507RW;H. Soeteboomstraat;Zaandam;34;1507RW;H. Soeteboomstraat;Zaandam;11;1;
0479100000011561;1;Kerkbuurt 18;1930;Pand in gebruik;18;1551AD;Kerkbuurt;Westzaan;18;1551AD;Kerkbuurt;Westzaan;11;1;
0479100000008015;1;Zwarte Ring 142;2008;Pand in gebruik;142;1567JH;Zwarte Ring;Assendelft;142;1567JH;Zwarte Ring;Assendelft;11;1;
0479100000040024;1;Bleekersstraat 15;1910;Pand in gebruik;15;1505GA;Bleekersstraat;Zaandam;15;1505GA;Bleekersstraat;Zaandam;11;1;
0479100000040973;1;Dennestraat 17;1951;Pand in gebruik;17;1505AE;Dennestraat;Zaandam;17;1505AE;Dennestraat;Zaandam;11;1;
0479100000014998;1;Heintje Davidspad 7;1989;Pand in gebruik;7;1507SW;Heintje Davidspad;Zaandam;7;1507SW;Heintje Davidspad;Zaandam;11;1;
0479100000028667;1;Burgemeester Verstegenstraat 73;1972;Pand in gebruik;73;1551TC;Burgemeester Verstegenstraat;Westzaan;73;1551TC;Burgemeester Verstegenstraat;Westzaan;11;1;
0479100000055220;1;Smidslaan 5 c;1922;Pand in gebruik;5;1544AB;Smidslaan;Zaandijk;5;1544AB;Smidslaan;Zaandijk;11;1;
0479100000040411;1;Adama van Scheltemastraat 14;1965;Pand in gebruik;14;1521MN;Adama van Scheltemastraat;Wormerveer;14;1521MN;Adama van Scheltemastraat;Wormerveer;11;1;
0479100000040138;1;Esdoornlaan 3;1935;Pand in gebruik;3;1544AZ;Esdoornlaan;Zaandijk;3;1544AZ;Esdoornlaan;Zaandijk;11;1;
0479100000043299;1;Walraven van Hallstraat 3;1954;Pand in gebruik;3;1501ZJ;Walraven van Hallstraat;Zaandam;3;1501ZJ;Walraven van Hallstraat;Zaandam;11;1;
0479100000031602;1;Jean Henri Dunantstraat 49;1972;Pand in gebruik;49;1561BB;Jean Henri Dunantstraat;Krommenie;49;1561BB;Jean Henri Dunantstraat;Krommenie;11;1;
0479100000002293;1;Relkepad 3;1722;Pand in gebruik;3;1551RX;Relkepad;Westzaan;3;1551RX;Relkepad;Westzaan;11;1;
0479100000080467;1;Braakdijk 31;2008;Pand in gebruik;31;1509BH;Braakdijk;Zaandam;31;1509BH;Braakdijk;Zaandam;11;1;
0479100000036657;1;Edamstraat 61;1985;Pand in gebruik;61;1507JB;Edamstraat;Zaandam;61;1507JB;Edamstraat;Zaandam;11;1;
0479100000081759;1;De Bonte Ruiter 7;2012;Pand in gebruik;7;1521JV;De Bonte Ruiter;Wormerveer;7;1521JV;De Bonte Ruiter;Wormerveer;11;1;
0479100000085161;1;Wyborgstraat 35;2014;Pand in gebruik;35;1506NE;Wyborgstraat;Zaandam;35;1506NE;Wyborgstraat;Zaandam;11;1;
0479100000083316;20;Slaghoedje 10 t/m Slaghoedje 48;1928;Pand in gebruik;48;1505RJ;Slaghoedje;Zaandam;10;1505RJ;Slaghoedje;Zaandam;11;1;
0479100000019775;1;Munnikstraat 4;1968;Pand in gebruik;4;1541LW;Munnikstraat;Koog aan de Zaan;4;1541LW;Munnikstraat;Koog aan de Zaan;11;1;
0479100000087867;1;Jonge Arnoldusstraat 37;2018;Pand in gebruik;37;1501VR;Jonge Arnoldusstraat;Zaandam;37;1501VR;Jonge Arnoldusstraat;Zaandam;11;1;
0479100000087389;1;Langestraat 79;1911;Pand in gebruik;79;1506XG;Langestraat;Zaandam;79;1506XG;Langestraat;Zaandam;11;1;
0479100000088991;1;Het Paard 10;2019;Bouwvergunning verleend;10;1567ME;Het Paard;Assendelft;10;1567ME;Het Paard;Assendelft;2;1;
0479100000088999;1;De Dame 2;2018;Bouw gestart;2;1567MH;De Dame;Assendelft;2;1567MH;De Dame;Assendelft;3;1;
0479100000004292;1;Maurice Ravèlstraat 101;1992;Pand in gebruik;101;1544MJ;Maurice Ravèlstraat;Zaandijk;101;1544MJ;Maurice Ravèlstraat;Zaandijk;11;1;
0479100000015159;1;Caro van Eyckstraat 49;1988;Pand in gebruik;49;1507SB;Caro van Eyckstraat;Zaandam;49;1507SB;Caro van Eyckstraat;Zaandam;11;1;
0479100000049199;1;J.C. van Wessemstraat 44;1925;Pand in gebruik;44;1501VM;J.C. van Wessemstraat;Zaandam;44;1501VM;J.C. van Wessemstraat;Zaandam;11;1;
0479100000009019;1;J.J. Allanstraat 355;1939;Pand in gebruik;355;1551RH;J.J. Allanstraat;Westzaan;355;1551RH;J.J. Allanstraat;Westzaan;11;1;
0479100000017861;1;Schakelplein 63;1997;Pand in gebruik;63;1521RZ;Schakelplein;Wormerveer;63;1521RZ;Schakelplein;Wormerveer;11;1;
0479100000080211;1;Kralingen 35;2015;Pand in gebruik;35;1566CC;Kralingen;Assendelft;35;1566CC;Kralingen;Assendelft;11;1;
0479100000083723;1;Tulpenburgh 22;2017;Pand in gebruik;22;1567CT;Tulpenburgh;Assendelft;22;1567CT;Tulpenburgh;Assendelft;11;1;
0479100000003873;2;Kepplerstraat 86 t/m Kepplerstraat 86 A;1954;Pand in gebruik;86;1501XN;Kepplerstraat;Zaandam;86;1501XN;Kepplerstraat;Zaandam;11;1;
0479100000016001;1;Vaartdijk 34;1935;Pand in gebruik;34;1566PP;Vaartdijk;Assendelft;34;1566PP;Vaartdijk;Assendelft;11;1;
0479100000022321;1;Bleekersstraat 25;1910;Pand in gebruik;25;1505GA;Bleekersstraat;Zaandam;25;1505GA;Bleekersstraat;Zaandam;11;1;
0479100000009214;1;Dorpsstraat 502;1923;Pand in gebruik;502;1566BW;Dorpsstraat;Assendelft;502;1566BW;Dorpsstraat;Assendelft;11;1;
0479100000041913;1;Prins Hendrikstraat 24;1920;Pand in gebruik;24;1541GL;Prins Hendrikstraat;Koog aan de Zaan;24;1541GL;Prins Hendrikstraat;Koog aan de Zaan;11;1;
0479100000009336;1;Pastoor Botsstraat 27;1992;Pand in gebruik;27;1566DV;Pastoor Botsstraat;Assendelft;27;1566DV;Pastoor Botsstraat;Assendelft;11;1;
0479100000016478;1;Zuideinde 31;1910;Pand in gebruik;31;1551EA;Zuideinde;Westzaan;31;1551EA;Zuideinde;Westzaan;11;1;
