Leverancier;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5110 - Verblijf extern;5210 - Wagenpark;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;8110 - Vakliteratuur, abonnementen en overige informatie;8310 - Relatiegeschenken (niet voor eigen personeel);8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;9530 - DEF specifiek;Eindtotaal
Arthrex Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Artiestenverloningen B.V.;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2
Artifac B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Artihove Regina B.V.;;;;1;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;2
Artiplant;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Artisan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Artpub B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ARTTRA Cultureel Organisatiebureau;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
A-Safe B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Asav Hef- en Hijstechniek B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Asbestos Safety Technology Holland B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Ascent Safety B.V.;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Ask Roger!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
ASK-Meerkerk;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ASP Adventure B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Aspenal B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Assa Abloy Hospitality Benelux B.V.;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1
Asstex;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
At Computing B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Atal B.V.;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ATCO;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Athene Palace Den Haag B.V.;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Athletic Skills Model (ASM) B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Athlon Car Lease Nederland B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
ATIS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
AtmR Gifts B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ATP Business Travel B.V.;;;;;;;;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Attractiepark Toverland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Audio Based;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Audion Elektro B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Audmet B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
August Purple;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Auke Rauwerda B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Aurobindo Pharma B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Aurora Borealis Control B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
AutiTalent B.V.;;;;;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
Auto Munsterhuis;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Auto Rega B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Auto Vreman B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Autobedrijf Hooymans B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Autobedrijf van den Udenhout B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Autobedrijf van Loon B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Autobedrijf Van Vegchel Carsystems;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Autocentrum Castricum B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Automobielbedrijf Ramaker B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Automotions MB Roosendaal;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Automotive Publishing B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Autoplex Zevenaar B.V.;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2;2
Autoschade Rijnders Amersfoort B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Autoservice Pennings;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2
Autoservice Stepelo B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Autoverhuur Bultman B.V.;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Autoverhuur Zuid B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Avans Hogeschool B.V.;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Avans Hogeschool MB B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Avantgarde Media;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
AVD Solutions;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Aveant B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Avensus Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;2
Avera Distributing;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Aviation War Books;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Aviocom B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Avontuur-BlachèreNL;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;4
AVR-Afvalverwerking B.V.;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Aworkx Workwear;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
AXA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Axflow B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Axiell ALM Netherlands B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Axitraxi B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Axxicom Airport Caddy B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Ayonas B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
AZ Barbecue & Gourmet Partyservice B.V.;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Azerty;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Azerty Large Accounts B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
B en P ICT B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Adviesbur. Mach. en Werktuigen 'A.M.W.';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.V. Algemeen Nederlands Persbureau ANP;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;2
B.V. Algemeen Verpakkings Centrum A.V.C.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Aluglas Verenigde Bedrijven;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.V. Auberge de Rousch;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Betonindustrie Elshout;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Brabanthallen Exploitatie Mij. (Bem);;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Bureau JPO;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Hillegomsche Houthandel;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2
B.V. IJzerleeuw;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Korthofah;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
B.V. Leerdam Crystal;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Leeuwbouw;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. MSB-A Plus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.V. Mytri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.V. Panorama Mesdag;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Rederij G. Doeksen en Zonen;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2
B.V. Ru-58;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Sport;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Tilb. Uniformkleermakerij;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Twentsche Kabelfabriek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
B.V. Vega Meet- en Regeltechniek;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V. Verpakkingsindustrie Veenendaal;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B.V.D.A. International B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
B+B Vakmedianet B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2
Baan Twente B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Baars & Bloemhoff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BAASIMMEDIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Baby Plus B.V.;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Bad Boekelo Appartments B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Badé Import Export Groothandel B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Badges Unlimited;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
BAG Office B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Baker Tilly (Netherlands) N.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakker Bedrijfswagens Amersfoort;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2;3
Bakker Bedrijfswagens Apeldoorn;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Bakker Brandstoffen;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakker Geluidsverhuur;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Bart;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Boonstra;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Dunselman;;;;;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bakkerij Hilvers B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Risseeuw B.V.;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkers Brigade B.V.;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7
Balans Automatisering;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bambook v.o.f.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bandenservice Roban;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bandorama B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Boheemen;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Maison Kelder B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Ritmeester;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Teurlings B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Baptist Arnhem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bar Bistro Joseph Aalsmeer B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Bar Company B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Bar Restaurant Pavlov B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Barbarossa Beach B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Barend;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Barista Cafe Njoy;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Barrera B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BARSTORIES;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BAS Rent B.V.;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;4
BAS Truck Center;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Basalt Vormgeving;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Basko Healthcare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bassmaniac;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Bastion Hotel Breda B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bastion Hotel Rhoon B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bastion Hotel Roosendaal B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Baston Service B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Batavae Training and Consultancy;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Baton Music;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Batterij Import Nederland B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bauerfeind Benelux B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Baumann & Steffen Sicherheitstechnik Ned. BV;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bavak Beveiligingsgroep B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bax-shop.nl B.V.;;;;;1;1;;;1;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;2
Bazelmans Audio Visual Rentals;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;3
BBFreestyle;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BB-Go;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BBO-ergo B.V.;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3
BbqStoneCitySmokers;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BC Sharwhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2
BCC (Elektro-Speciaalzaken) B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BCD Travel Nederland B.V.;;;;;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
BCF-Products;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BCS Meerssen;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
BD Containers B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1
BDUmedia;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
BE Kerkhof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Be7;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beach Inn B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beach Professionals B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bears Horeca B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beat It B.V.;;;;;;;;;3;;;;;;;;;;;;;3;2;;;2;;;;;;;;;;;;;4
Bechtle direct B.V.;;;1;;;;;;2;;;;;;;;;;;;;2;;;;2;7;;;;;;;;;;;2;7
Beckers Percussion;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Becton Dickinson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bedrijfswagen Service Friesland B.V.;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2
Bee Double You Sound;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BeeDirect B.V.;;;;;;;;;4;;;;;;;;;;;;;;;1;;4;;2;;;;;;;;;;;5
Beeldspraak;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bee-Line B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BeeTronics B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Be-Ge Savas Seating B.V.;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;1
Beginnen met Overwinnen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Behavior Change Academy B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Behr Groep Nederland B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
BeiDe & Co. B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beijer en Zoon B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beker- en Biljarthuis Lambregts V.O.F.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BekkerLaGram Waalwijk B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bekkers Naaimachines;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beleg van Breda;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BelevenisTafel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Beleving aan zee;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Belgisch Biercafé Olivier B.V.;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Belimed B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bema Shopping B.V.;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bema Trading B.V.;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bémar B.V.;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Bemet International B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;2
Ben Box Metaal B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;3
Benegas;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Benelux NDT & Inspection Supplies B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BENETEC Medical Systems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BenN B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1
Berdex Carross.- en Handelsonderneming B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Berenschot Groep B.V.;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
Berk Music Productions B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Berkdijk Bloemen & Co B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Berlitz Schools of Languages B.V.;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
BERRT Allroad motor reizen en trainingen;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Besselink Electro Import B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Bestuursacademie Nederland Opleidingen B.V.;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Betaalbarekunst.nl;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Betahuis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1
Betam Truck & Carwash;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Beter.nu B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Betsies Kookwinkel B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Between Staffing Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2
Bevahuis V.O.F.;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Bever B.V.;;;;;;1;1;;4;;;;;;;;;;;;;1;;;;;;;;;;;;;2;;;;4
Bhv-Specialist.Nl;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Biblionet B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
bibliotheca Netherlands B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Bierbewustzijn.nl;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Big Fish Media;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Big Sound;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BIGA Groep B.V.;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
BigBrands B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
BIGproductions;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bij Aaltje aan de Linie;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bijvang Consultancy;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
bijzonderdruk B.V.;;;;1;2;;;;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;1;;1;;2
BijzOndergoed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BijzonderStrafrecht B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bilderberg Hotel 't Speulderbos;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2
Binderij Bloemweegen;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Binken Online;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Binnen Markt;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Binq Events;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bintra;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Biomet 3i Netherlands B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bio-Rad Laboratories B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Biosecurity B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Biotrack B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5
Birdland International B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BirdView Expertises B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
