FID,klasse,gdb_geomattr_data,shape
heggen.1109,Heg/Haag,,"LINESTRING (185369.57429999858 347710.72260000184, 185344.9459999986 347687.14499999955)"
heggen.1110,Heg/Haag,,"LINESTRING (185719.87099999934 347734.82400000095, 185731.93100000173 347734.5870000012)"
heggen.1111,Heg/Haag,,"LINESTRING (185380.42029999942 347747.6066999994, 185386.05799999833 347741.93499999866)"
heggen.1112,Heg/Haag,,"LINESTRING (185723.24599999934 347754.81599999964, 185717.6559999995 347734.04199999943, 185705.11400000006 347734.27699999884, 185710.1700000018 347765.56799999997)"
heggen.1113,Heg/Haag,,"LINESTRING (185409.9893000014 347781.7446000017, 185418.89799999818 347770.438000001, 185418.1400000006 347767.7340000011, 185415.06500000134 347765.5020000003)"
heggen.1114,Heg/Haag,,"LINESTRING (185206.41299999878 347791.3929999992, 185215.42500000075 347782.05799999833)"
heggen.1115,Heg/Haag,,"LINESTRING (185431.70540000126 347806.34010000154, 185430.0850000009 347804.7899999991, 185430.0549999997 347804.8299999982)"
heggen.1116,Heg/Haag,,"LINESTRING (185590.07499999925 347818.44999999925, 185570.02600000054 347813.368999999, 185566.72399999946 347811.6889999993)"
heggen.1117,Heg/Haag,,"LINESTRING (185645.8660000004 347833.33399999887, 185625.96299999952 347827.59800000116)"
heggen.1118,Heg/Haag,,"LINESTRING (185679.45600000024 347836.4479999989, 185671.79800000042 347834.4829999991)"
heggen.1119,Heg/Haag,,"LINESTRING (185666.48299999908 347837.39499999955, 185655.4549999982 347834.5489999987)"
heggen.1120,Heg/Haag,,"LINESTRING (185547.14600000158 347838.7659999989, 185532.2100000009 347861.0789999999)"
heggen.1121,Heg/Haag,,"LINESTRING (185341.64600000158 347847.6220000014, 185332.97899999842 347858.3539999984, 185328.65700000152 347862.21400000155)"
heggen.1122,Heg/Haag,,"LINESTRING (185345.3137000017 347850.623300001, 185335.91899999976 347862.87999999896)"
heggen.1123,Heg/Haag,,"LINESTRING (185323.00699999928 347856.8680000007, 185319.52199999988 347852.88500000164, 185318.34899999946 347848.68200000003, 185320.54100000113 347844.0469999984, 185327.25389999896 347836.04509999976)"
heggen.1124,Heg/Haag,,"LINESTRING (185360.57699999958 347876.6710000001, 185356.21499999985 347882.6020000018, 185354.2039999999 347882.48000000045, 185350.1550000012 347879.59600000083, 185341.8999999985 347873.8929999992, 185338.00600000098 347871.80000000075)"
heggen.1125,Heg/Haag,,"LINESTRING (185526.07649999857 347880.39759999886, 185538.77899999917 347884.1570000015)"
heggen.1126,Heg/Haag,,"LINESTRING (185554.9611000009 347892.59329999983, 185551.25499999896 347889.76399999857, 185544.99799999967 347887.95800000057, 185544.78799999878 347888.2980000004)"
heggen.1127,Heg/Haag,,"LINESTRING (185807.50200000033 347978.59899999946, 185806.250500001 347982.6810999997)"
heggen.1128,Heg/Haag,,"LINESTRING (185799.2740000002 348007.2509999983, 185830.7969999984 348015.2569999993)"
heggen.1129,Heg/Haag,,"LINESTRING (185442.06899999827 348013.4140000008, 185478.39699999988 347954.8289999999, 185478.5850000009 347954.5249999985)"
heggen.1130,Heg/Haag,,"LINESTRING (185475.6700000018 348014.2270000018, 185483.34099999815 348002.1779999994, 185487.61199999973 347995.47100000083)"
heggen.1131,Heg/Haag,,"LINESTRING (185470.29399999976 348021.7120000012, 185463.15700000152 348033.8969999999)"
heggen.1132,Heg/Haag,,"LINESTRING (186662.02199999988 348024.16600000113, 186650.82200000063 348011.77899999917)"
heggen.1133,Heg/Haag,,"LINESTRING (186541.80000000075 348026.4299999997, 186518.4059999995 347972.0689999983, 186578.4290000014 347946.48600000143, 186621.60799999908 347983.1979999989)"
heggen.1134,Heg/Haag,,"LINESTRING (185837.02600000054 348037.16849999875, 185837.01199999824 348036.95699999854)"
heggen.1135,Heg/Haag,,"LINESTRING (185838.71200000122 348062.0240000002, 185837.73299999908 348047.58399999887)"
heggen.1136,Heg/Haag,,"LINESTRING (185857.34600000083 348062.29300000146, 185841.23699999973 348068.2820000015, 185840.9699999988 348071.09800000116, 185841.76999999955 348074.12900000066, 185848.45600000024 348073.96499999985, 185859.59699999914 348071.5390000008)"
heggen.1137,Heg/Haag,,"LINESTRING (185654.82600000128 348065.3029999994, 185648.50400000066 348061.5069999993, 185643.80299999937 348059.62900000066, 185638.3299999982 348059.69999999925)"
heggen.1138,Heg/Haag,,"LINESTRING (186575.2410000004 348111.6499999985, 186556.58300000057 348064.3260000013)"
heggen.1139,Heg/Haag,,"LINESTRING (185910.8049999997 348322.9759999998, 185914.1640000008 348318.41800000146, 185944.4210000001 348277.35599999875)"
heggen.1140,Heg/Haag,,"LINESTRING (187681.2109999992 348477.8350000009, 187663.22800000012 348487.5029999986, 187659.186999999 348492.23099999875)"
heggen.1141,Heg/Haag,,"LINESTRING (186503.64299999923 348536.8040000014, 186513.08199999854 348541.66099999845, 186523.4200000018 348548.46400000155, 186531.13800000027 348554.5639999993, 186541.13599999994 348561.13599999994, 186548.39299999923 348567.91800000146, 186575.02199999988 348595.3720000014, 186583.47300000116 348611.063000001)"
heggen.1142,Heg/Haag,,"LINESTRING (186600.87700000033 348558.69000000134, 186646.98299999908 348557.51999999955)"
heggen.1143,Heg/Haag,,"LINESTRING (186887.1490000002 348596.90399999917, 186888.66000000015 348596.438000001, 186902.54899999872 348592.1559999995, 186904.5300000012 348591.5450000018)"
heggen.1144,Heg/Haag,,"LINESTRING (187743.1490000002 348611.1039999984, 187754.4149999991 348614.4050000012, 187817.4759999998 348595.2569999993, 187854.32499999925 348584.4200000018, 187813.78799999878 348575.0229999982, 187767.23299999908 348562.48800000176, 187718.97300000116 348549.2520000003, 187667.63100000098 348536.1020000018)"
heggen.1145,Heg/Haag,,"LINESTRING (187534.5 348649.6070000008, 187527.51799999923 348635.57499999925)"
heggen.1146,Heg/Haag,,"LINESTRING (187500.25699999928 348721.5009999983, 187536.09299999848 348816.7190000005, 187540.2509999983 348827.8440000005, 187540.54100000113 348828.6220000014, 187563.50299999863 348821.08399999887)"
heggen.1147,Heg/Haag,,"LINESTRING (187551.08399999887 348745.0920000002, 187536.813000001 348749.2100000009)"
heggen.1148,Heg/Haag,,"LINESTRING (187589.65700000152 348812.7100000009, 187592.64600000158 348819.43400000036, 187597.73099999875 348817.47199999914)"
heggen.1149,Heg/Haag,,"LINESTRING (186944.60799999908 348997.00499999896, 186946.50600000098 349003.97300000116, 186947.2049999982 349006.5399999991)"
heggen.1150,Heg/Haag,,"LINESTRING (186958.47300000116 349001.55999999866, 186974.31500000134 348995.97300000116)"
heggen.1151,Heg/Haag,,"LINESTRING (186955.28700000048 349001.61499999836, 186949.72300000116 349004.2100000009)"
heggen.1152,Heg/Haag,,"LINESTRING (187697.2899999991 349034.18200000003, 187695.74500000104 349034.9539999999, 187700.97199999914 349053.9829999991, 187703.5784999989 349054.02800000086)"
heggen.1153,Heg/Haag,,"LINESTRING (186986.2509999983 349036.05999999866, 186986.10799999908 349036.15100000054, 186977.2650000006 349041.82400000095)"
heggen.1154,Heg/Haag,,"LINESTRING (186957.7349999994 349036.71599999815, 186959.1700000018 349045.1620000005, 186949.2190000005 349057.68499999866)"
heggen.1155,Heg/Haag,,"LINESTRING (186977.2650000006 349041.82400000095, 186971.22399999946 349032.2259999998, 186969.78400000185 349028.7589999996, 186964.9600000009 349034.7740000002)"
heggen.1156,Heg/Haag,,"LINESTRING (186977.2650000006 349041.82400000095, 186976.5159999989 349042.3040000014)"
heggen.1157,Heg/Haag,,"LINESTRING (186979.96499999985 349046.11400000006, 186977.2650000006 349041.82400000095)"
heggen.1158,Heg/Haag,,"LINESTRING (186979.75600000098 349078.1039999984, 186960.41699999943 349043.69999999925)"
heggen.1159,Heg/Haag,,"LINESTRING (187529.25 349081.97199999914, 187531.9140000008 349071.51999999955)"
heggen.1160,Heg/Haag,,"LINESTRING (187548.06700000167 349085.53599999845, 187552.6719999984 349087.6700000018, 187547.4050000012 349099.04100000113, 187552.75200000033 349101.5170000009, 187547.09800000116 349115.2890000008, 187546.5460000001 349116.6330000013, 187547.93299999833 349117.2019999996, 187545.01099999994 349124.37000000104, 187544.85300000012 349124.7569999993)"
heggen.1161,Heg/Haag,,"LINESTRING (187521.01399999857 349104.71599999815, 187524.56899999827 349091.30700000003, 187528.4539999999 349076.65900000185)"
heggen.1162,Heg/Haag,,"LINESTRING (187516.91200000048 349118.63699999824, 187519.89499999955 349119.29100000113, 187520.41699999943 349119.4050000012)"
heggen.1163,Heg/Haag,,"LINESTRING (187520.41699999943 349119.4050000012, 187520.55900000036 349118.8449999988, 187523.69999999925 349106.46599999815, 187527.25499999896 349092.4549999982, 187527.7340000011 349090.56700000167)"
heggen.1164,Heg/Haag,,"LINESTRING (187520.41699999943 349119.4050000012, 187544.85300000012 349124.7569999993)"
heggen.1165,Heg/Haag,,"LINESTRING (187544.85300000012 349124.7569999993, 187554.96799999848 349126.97300000116, 187554.8900000006 349126.5249999985, 187553.65199999884 349119.41699999943)"
heggen.1166,Heg/Haag,,"LINESTRING (187560.00699999928 349125.561999999, 187561.34899999946 349125.29199999943, 187562.44900000095 349125.0709999986, 187564.67300000042 349123.9679999985, 187565.23900000006 349122.0009999983, 187558.7100000009 349090.17500000075, 187557.2490000017 349086.65199999884, 187555.01099999994 349084.1039999984, 187548.69999999925 349079.5850000009, 187546.74500000104 349084.0859999992, 187546.40399999917 349084.87000000104)"
heggen.1167,Heg/Haag,,"LINESTRING (187659.36899999902 349130.52899999917, 187662.04399999976 349129.1090000011, 187664.17300000042 349129.2049999982, 187692.22100000083 349138.90300000086, 187693.0390000008 349151.4129999988)"
heggen.1229,Heg/Haag,,"LINESTRING (192013.70699999854 351552.98000000045, 192010.84600000083 351551.9070000015, 192008.51300000027 351550.65399999917, 192007.23900000006 351549.9230000004)"
heggen.1230,Heg/Haag,,"LINESTRING (192409.32200000063 351553.2199999988, 192399.1099999994 351568.48699999973)"
heggen.1168,Heg/Haag,,"LINESTRING (188020.7809999995 349132.30099999905, 187964.66699999943 349199.1169999987, 187976.35500000045 349206.41899999976, 187993.90900000185 349221.1970000006, 188009.41099999845 349235.61300000176, 188015.63500000164 349241.37999999896, 188018.8139999993 349243.23600000143, 188027.9219999984 349245.83399999887, 188035.21599999815 349247.0450000018, 188038.07299999893 349246.7289999984, 188041.51399999857 349245.05000000075, 188045.43499999866 349240.86300000176, 188059.65100000054 349222.3920000009, 188067.62799999863 349211.8520000018, 188071.10700000077 349206.1770000011, 188073.21700000018 349200.3759999983, 188073.39499999955 349193.6420000009, 188073.2049999982 349189.64499999955, 188069.92399999872 349186.5320000015, 188061.5540000014 349178.34800000116, 188053.88500000164 349168.45800000057, 188049.38500000164 349161.56700000167, 188046.03200000152 349154.0009999983, 188045.14600000158 349151.13899999857, 188020.7809999995 349132.30099999905)"
heggen.1169,Heg/Haag,,"LINESTRING (187693.4210000001 349157.26300000027, 187693.49300000072 349158.3669999987, 187694.51000000164 349173.9290000014)"
heggen.1170,Heg/Haag,,"LINESTRING (188266.9910000004 349205.22199999914, 188283.58900000155 349196.1730000004)"
heggen.1171,Heg/Haag,,"LINESTRING (188264.438000001 349209.6860000007, 188267.2650000006 349208.11300000176, 188272.77600000054 349205.0480000004)"
heggen.1172,Heg/Haag,,"LINESTRING (187398.10500000045 349226.3269999996, 187431.65700000152 349226.21499999985, 187432.1099999994 349212.19299999997, 187432.1400000006 349211.2740000002)"
heggen.1173,Heg/Haag,,"LINESTRING (187757.5799999982 349291.188000001, 187757.88800000027 349291.76199999824, 187741.07699999958 349300.0390000008)"
heggen.1174,Heg/Haag,,"LINESTRING (187740.54300000146 349291.72100000083, 187716.98999999836 349294.36199999973, 187714.86129999906 349294.41600000113)"
heggen.1175,Heg/Haag,,"LINESTRING (187713.74399999902 349293.41099999845, 187713.26700000092 349292.9609999992, 187711.44900000095 349287.24599999934, 187710.11400000006 349281.4360000007, 187710.1259999983 349278.2430000007, 187711.061999999 349275.19000000134, 187711.10399999842 349275.0529999994)"
heggen.1176,Heg/Haag,,"LINESTRING (187836.4530000016 349298.70600000024, 187835.71200000122 349307.73600000143, 187829.78500000015 349315.28500000015, 187801.76900000125 349312.61100000143)"
heggen.1177,Heg/Haag,,"LINESTRING (188044.17029999942 349299.02479999885, 188012.9910000004 349291.3590000011, 188029.36800000072 349306.62900000066, 188030.18499999866 349307.3900000006, 188030.74670000002 349307.8927000016)"
heggen.1178,Heg/Haag,,"LINESTRING (187752.3927000016 349300.3717, 187740.85599999875 349306.20899999887)"
heggen.1179,Heg/Haag,,"LINESTRING (187384.0249999985 349309.0469999984, 187414.188000001 349311.1460000016, 187427.69099999964 349312.0850000009)"
heggen.1180,Heg/Haag,,"LINESTRING (187798.77699999884 349312.32499999925, 187797.03500000015 349312.15900000185, 187781.2950000018 349287.7479999997, 187781.4690000005 349287.5920000002)"
heggen.1181,Heg/Haag,,"LINESTRING (188177.10799999908 349313.7870000005, 188200.36400000006 349353.2749999985, 188165.8541000001 349355.24599999934)"
heggen.1182,Heg/Haag,,"LINESTRING (187799.74399999902 349322.68299999833, 187799.79560000077 349323.59589999914)"
heggen.1183,Heg/Haag,,"LINESTRING (187820.1013999991 349327.51779999956, 187820.28700000048 349326.76099999994)"
heggen.1184,Heg/Haag,,"LINESTRING (187659.93100000173 349329.2969999984, 187696.78400000185 349328.8999999985)"
heggen.1185,Heg/Haag,,"LINESTRING (187878.90700000152 349329.53599999845, 187883.47899999842 349318.29199999943, 187884.5218999982 349313.80220000073)"
heggen.1186,Heg/Haag,,"LINESTRING (187624.85869999975 349332.9792999998, 187626.60700000077 349330.09699999914, 187628.76429999992 349330.01410000026)"
heggen.1187,Heg/Haag,,"LINESTRING (187624.59530000016 349347.5086000003, 187624.14200000092 349334.16099999845, 187624.566300001 349333.4615000002)"
heggen.1188,Heg/Haag,,"LINESTRING (187866.12900000066 349369.4310000017, 187849.58700000122 349394.0390000008)"
heggen.1189,Heg/Haag,,"LINESTRING (187997.03700000048 349408.2490000017, 187998.0240000002 349407.1739999987)"
heggen.1190,Heg/Haag,,"LINESTRING (187962.14600000158 349451.41600000113, 187988.4530000016 349459.87999999896, 187989.61800000072 349458.29399999976)"
heggen.1191,Heg/Haag,,"LINESTRING (187845.01159999892 349460.90949999914, 187844.0089999996 349462.4200000018, 187836.7890000008 349462.06799999997, 187828.41800000146 349462.381000001, 187829.43169999868 349460.9151000008)"
heggen.1192,Heg/Haag,,"LINESTRING (187813.26960000023 349461.90900000185, 187812.58799999952 349462.9479999989)"
heggen.1193,Heg/Haag,,"LINESTRING (187995.3449999988 349462.2270000018, 188030.75699999928 349473.44000000134, 188045.8440000005 349478.4519999996, 188049.1339999996 349476.4299999997, 188055.2899999991 349468.1460000016)"
heggen.1194,Heg/Haag,,"LINESTRING (187863.1700000018 349481.8920000009, 187865.01630000025 349481.19420000166)"
heggen.1195,Heg/Haag,,"LINESTRING (187873.37000000104 349505.18719999865, 187872.04300000146 349505.69999999925)"
heggen.1196,Heg/Haag,,"LINESTRING (187876.00400000066 349518.7749999985, 187877.62099999934 349518.18930000067)"
heggen.1197,Heg/Haag,,"LINESTRING (188222.2199999988 349521.06500000134, 188229.49799999967 349518.73099999875)"
heggen.1198,Heg/Haag,,"LINESTRING (187499.8599999994 349546.55099999905, 187503.2100000009 349549.7039999999)"
heggen.1199,Heg/Haag,,"LINESTRING (187503.2100000009 349549.7039999999, 187491.5780000016 349562.9629999995, 187492.54899999872 349563.81500000134, 187502.2259999998 349572.3040000014, 187506.6400000006 349567.2719999999, 187507.17399999872 349566.6640000008, 187510.16699999943 349569.2899999991)"
heggen.1200,Heg/Haag,,"LINESTRING (187510.16699999943 349569.2899999991, 187516.3299999982 349560.5729999989, 187503.2100000009 349549.7039999999)"
heggen.1201,Heg/Haag,,"LINESTRING (187510.16699999943 349569.2899999991, 187509.7809999995 349569.73000000045, 187505.27800000086 349574.86400000006)"
heggen.1202,Heg/Haag,,"LINESTRING (188100.41899999976 349571.47300000116, 188100.94099999964 349570.62900000066)"
heggen.1203,Heg/Haag,,"LINESTRING (187532.95100000128 349575.1649999991, 187527.5789999999 349583.04199999943)"
heggen.1204,Heg/Haag,,"LINESTRING (187452.87999999896 349589.5219999999, 187441.2899999991 349578.0709999986, 187441.5249999985 349577.8669999987, 187457.48999999836 349563.9840000011, 187489.14200000092 349536.4620000012, 187499.44999999925 349546.1649999991)"
heggen.1205,Heg/Haag,,"LINESTRING (187360.49399999902 349608.9360000007, 187356.0080000013 349608.70699999854, 187355.28700000048 349608.53599999845, 187352.2190000005 349607.8049999997, 187348.36100000143 349606.4459999986, 187342.7809999995 349603.45899999887, 187337.42799999937 349609.4549999982, 187335.6259999983 349612.4679999985, 187334.55700000003 349617.16800000146, 187334.69200000167 349622.6490000002, 187335.8990000002 349627.69200000167, 187337.6719999984 349630.8420000002, 187339.6169999987 349632.77800000086, 187342.09800000116 349634.5700000003)"
heggen.1206,Heg/Haag,,"LINESTRING (188226.63599999994 349641.22300000116, 188248.1490000002 349634.0529999994)"
heggen.1207,Heg/Haag,,"LINESTRING (187346.13500000164 349644.31599999964, 187348.92300000042 349645.88599999994, 187351.62900000066 349647.83399999887, 187354.85300000012 349650.6279999986, 187356.9360000007 349653.40300000086, 187358.84200000018 349657.62000000104, 187360.7349999994 349662.59800000116, 187361.85700000077 349668.1710000001, 187364.8280000016 349694.69900000095, 187368.26999999955 349724.8110000007, 187374.61899999902 349776.27600000054, 187322.94799999893 349767.936999999)"
heggen.1208,Heg/Haag,,"LINESTRING (188225.39009999856 349662.97989999875, 188234.36899999902 349660.0159999989, 188256.56500000134 349652.686999999)"
heggen.1209,Heg/Haag,,"LINESTRING (188232.64449999854 349680.7368000001, 188233.10599999875 349680.59800000116)"
heggen.1210,Heg/Haag,,"LINESTRING (188239.16039999947 349695.43989999965, 188264.76399999857 349686.1469999999)"
heggen.1211,Heg/Haag,,"LINESTRING (188245.5271999985 349709.80889999866, 188270.5450000018 349702.01900000125)"
heggen.1212,Heg/Haag,,"LINESTRING (188251.37739999965 349723.00989999995, 188274.67599999905 349715.44200000167)"
heggen.1213,Heg/Haag,,"LINESTRING (188257.7190000005 349737.3189999983, 188278.16299999878 349730.2950000018)"
heggen.1214,Heg/Haag,,"LINESTRING (188182.20899999887 349762.05700000003, 188204.8500000015 349756.45699999854, 188206.7410000004 349767.6579999998)"
heggen.1215,Heg/Haag,,"LINESTRING (188287.2199999988 349803.8920000009, 188289.22100000083 349802.7829999998, 188295.58199999854 349817.6730000004, 188306.91899999976 349813.10500000045, 188306.7109999992 349810.9360000007, 188330.72399999946 349804.8929999992)"
heggen.1216,Heg/Haag,,"LINESTRING (188335.80600000173 349822.2800000012, 188329.6950000003 349829.1790000014, 188326.3509999998 349832.91099999845, 188325.10599999875 349831.8729999997, 188312.67500000075 349843.6160000004)"
heggen.1217,Heg/Haag,,"LINESTRING (188346.99700000137 349857.063000001, 188352.84099999815 349878.3350000009, 188358.80799999833 349898.6959999986, 188359.68100000173 349902.92500000075, 188359.2049999982 349904.97399999946, 188358.62299999967 349906.22300000116, 188354.83900000155 349908.23999999836, 188349.93100000173 349908.53500000015, 188338.41099999845 349908.4239999987, 188336.46400000155 349907.9079999998)"
heggen.1218,Heg/Haag,,"LINESTRING (188314.9690000005 349859.3500000015, 188326.65900000185 349848.186999999, 188338.97899999842 349836.4230000004, 188340.24599999934 349835.2120000012, 188340.26300000027 349833.5009999983, 188344.3740000017 349832.9699999988, 188345.3990000002 349845.18499999866, 188343.1400000006 349846.66000000015, 188341.95600000024 349847.43299999833)"
heggen.1219,Heg/Haag,,"LINESTRING (188101.5309999995 349888.26199999824, 188108.83399999887 349868.1710000001)"
heggen.1220,Heg/Haag,,"LINESTRING (188167.29800000042 349888.26199999824, 188164.9290000014 349897.3680000007, 188153.02100000158 349925.5540000014)"
heggen.1221,Heg/Haag,,"LINESTRING (188328.28500000015 349902.95899999887, 188326.07600000128 349901.51399999857)"
heggen.1222,Heg/Haag,,"LINESTRING (188262.21189999953 349906.8552000001, 188260.4299999997 349915.1270000003, 188244.18200000003 349911.3189999983, 188230.3590000011 349908.59899999946, 188237.82600000128 349901.63699999824)"
heggen.1223,Heg/Haag,,"LINESTRING (188273.47769999877 349909.36569999903, 188270.39200000092 349915.75499999896)"
heggen.1224,Heg/Haag,,"LINESTRING (188278.3599999994 349918.0390000008, 188284.0469999984 349920.0709999986, 188286.3007999994 349915.4673999995)"
heggen.1225,Heg/Haag,,"LINESTRING (188180.85799999908 349934.7470000014, 188196.0700000003 349894.9789999984)"
heggen.1226,Heg/Haag,,"LINESTRING (187891.74500000104 351497.48600000143, 187899.21799999848 351500.53599999845, 187904.24799999967 351502.5879999995)"
heggen.1227,Heg/Haag,,"LINESTRING (187910.46599999815 351505.3669999987, 187924.52199999988 351512.19099999964)"
heggen.1228,Heg/Haag,,"LINESTRING (192403.5390000008 351549.33199999854, 192401.39299999923 351553.0300000012, 192398.08300000057 351558.13699999824)"
heggen.1513,Heg/Haag,,"LINESTRING (194245.53400000185 355646.19200000167, 194236.7890000008 355659.3220000006)"
heggen.1231,Heg/Haag,,"LINESTRING (186498.6499999985 351642.36100000143, 186501.13599999994 351645.80000000075, 186569.7490000017 351740.7170000002, 186648.37700000033 351696.3359999992, 186725.97100000083 351811.2520000003, 186779.53500000015 351759.68200000003, 186876.57200000063 351912.875)"
heggen.1232,Heg/Haag,,"LINESTRING (189379.3990000002 351715.11300000176, 189376.82400000095 351719.48999999836, 189384.87099999934 351724.22399999946, 189387.4459999986 351719.84800000116, 189379.3990000002 351715.11300000176)"
heggen.1233,Heg/Haag,,"LINESTRING (189465.27100000158 351767.6970000006, 189462.5940000005 351771.76999999955, 189469.65100000054 351776.4059999995, 189472.3280000016 351772.33300000057, 189465.27100000158 351767.6970000006)"
heggen.1234,Heg/Haag,,"LINESTRING (189519.27800000086 351801.58199999854, 189516.76000000164 351805.7490000017, 189525.62799999863 351811.1079999991, 189528.14600000158 351806.94099999964, 189519.27800000086 351801.58199999854)"
heggen.1235,Heg/Haag,,"LINESTRING (189577.4210000001 351834.40399999917, 189581.98999999836 351837.9239999987)"
heggen.1236,Heg/Haag,,"LINESTRING (187613.2969999984 351868.9780000001, 187621.7030000016 351872.47199999914, 187625.98099999875 351875.36400000006, 187629.6000000015 351879.7529999986, 187633.17399999872 351888.0249999985, 187638.8209999986 351910.19200000167, 187642.52600000054 351938.7879999988, 187645.86499999836 351972.5300000012)"
heggen.1237,Heg/Haag,,"LINESTRING (186878.51700000092 351921.8570000008, 186775.03799999878 352055.1270000003)"
heggen.1238,Heg/Haag,,"LINESTRING (187051.3110000007 351959.2270000018, 187046.83900000155 351974.46400000155, 187042.32499999925 351978.061999999, 187045.9149999991 351982.0080000013, 187048.25299999863 351986.1979999989, 187048.89200000092 351991.2100000009, 187048.94299999997 351994.9750000015, 187095.60799999908 352015.2250000015)"
heggen.1239,Heg/Haag,,"LINESTRING (186865.08999999985 351960.51300000027, 186903.7950000018 351980.8539999984, 186904.44200000167 351981.1950000003, 186909.1160000004 351983.813000001, 186922.93100000173 351991.5529999994)"
heggen.1240,Heg/Haag,,"LINESTRING (186871.51799999923 351974.8720000014, 186885.4539999999 351982.36300000176, 186862.98800000176 352035.3539999984)"
heggen.1241,Heg/Haag,,"LINESTRING (187018.5249999985 351981.3500000015, 187020.54899999872 351979.15399999917, 187022.9210000001 351977.41099999845, 187025.41200000048 351976.0080000013, 187029.9539999999 351974.4629999995, 187035.19700000063 351974.05000000075, 187034.5549999997 351968.80999999866, 187043.2039999999 351950.3209999986)"
heggen.1242,Heg/Haag,,"LINESTRING (186905.3660000004 351993.2710000016, 186915.2410000004 351998.3839999996)"
heggen.1243,Heg/Haag,,"LINESTRING (186915.2410000004 351998.3839999996, 186924.73000000045 352003.0460000001)"
heggen.1244,Heg/Haag,,"LINESTRING (186915.2410000004 351998.3839999996, 186915.2190000005 351998.436999999, 186900.22100000083 352034.3200000003)"
heggen.1245,Heg/Haag,,"LINESTRING (187019.4750000015 352000.96400000155, 187008.5940000005 352026.7719999999)"
heggen.1246,Heg/Haag,,"LINESTRING (186929.78799999878 352006.0949999988, 186929.87999999896 352006.14499999955, 186942.8839999996 352013.29300000146, 186969.9919999987 352027.9059999995, 186969.8359999992 352028.2729999982, 186950.98999999836 352072.94299999997, 186944.7100000009 352070.26399999857)"
heggen.1247,Heg/Haag,,"LINESTRING (187029.23000000045 352013.61300000176, 187047.19099999964 352025.6950000003, 187055.61100000143 352031.1279999986)"
heggen.1248,Heg/Haag,,"LINESTRING (187029.23000000045 352013.61300000176, 187031.56700000167 352009.24500000104, 187034.0709999986 352008.868999999, 187037.9360000007 352007.7899999991, 187041.00499999896 352006.94999999925, 187044.72300000116 352003.4770000018, 187069.32400000095 352015.6460000016, 187081.61300000176 352022.34600000083, 187089.45600000024 352027.0729999989, 187096.0799999982 352031.74500000104)"
heggen.1249,Heg/Haag,,"LINESTRING (187029.23000000045 352013.61300000176, 187016.9840000011 352042.2969999984, 187025.41000000015 352046.8979999982, 187026.6889999993 352045.8929999992, 187028.2809999995 352045.4910000004, 187030.41099999845 352045.61400000006, 187033.3209999986 352047.09600000083, 187034.5540000014 352048.2960000001, 187035.4910000004 352050.1090000011, 187036.2109999992 352052.76099999994, 187044.4050000012 352057.0610000007, 187055.61100000143 352031.1279999986)"
heggen.1250,Heg/Haag,,"LINESTRING (187058.38599999994 352033.1479999982, 187055.61100000143 352031.1279999986)"
heggen.1251,Heg/Haag,,"LINESTRING (187058.38599999994 352033.1479999982, 187067.1649999991 352039.0760000013, 187074.55200000107 352043.73699999973, 187080.87799999863 352048.64400000125, 187085.22100000083 352053.2829999998, 187086.56599999964 352056.2259999998, 187087.52899999917 352059.0229999982, 187088.14699999988 352063.881000001, 187086.82299999893 352070.7520000003, 187083.99300000072 352078.48600000143, 187047.0450000018 352058.68400000036, 187058.38599999994 352033.1479999982)"
heggen.1252,Heg/Haag,,"LINESTRING (187100.25400000066 352035.47300000116, 187104.31269999966 352039.05270000175)"
heggen.1253,Heg/Haag,,"LINESTRING (186865.97199999914 352036.7580000013, 186889.19999999925 351983.90900000185, 186900.125 351990.1180000007, 186900.30799999833 351990.22199999914)"
heggen.1254,Heg/Haag,,"LINESTRING (186902.73999999836 352040.6730000004, 186899.8350000009 352039.3740000017, 186892.82299999893 352036.23800000176, 186887.061999999 352033.66099999845)"
heggen.1255,Heg/Haag,,"LINESTRING (186927.69889999926 352048.36019999906, 186926.2259999998 352051.76099999994)"
heggen.1256,Heg/Haag,,"LINESTRING (186926.2259999998 352051.76099999994, 186925.52800000086 352051.4450000003, 186917.8900000006 352047.99500000104)"
heggen.1257,Heg/Haag,,"LINESTRING (186926.2259999998 352051.76099999994, 186922.31899999827 352060.70899999887, 186937.05299999937 352066.99599999934)"
heggen.1258,Heg/Haag,,"LINESTRING (187143.97899999842 352052.69900000095, 187129.70699999854 352039.48999999836, 187114.63800000027 352026.40900000185)"
heggen.1259,Heg/Haag,,"LINESTRING (188781.33700000122 352057.5789999999, 188787.40100000054 352048.30999999866, 188791.47399999946 352050.7259999998)"
