FID,materiaal,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_put_OD.1004,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172614.84 508466.955))
O10002_Rioolkaart_put_OD.1005,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172595.913 508479.701))
O10002_Rioolkaart_put_OD.1006,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172579.122 508496.78))
O10002_Rioolkaart_put_OD.1007,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172579.239 508426.331))
O10002_Rioolkaart_put_OD.1008,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172544.774 508618.182))
O10002_Rioolkaart_put_OD.1009,PVC/gietijzer,kolk,Trottoirkolk,2018,MULTIPOINT ((172522.529 508599.173))
O10002_Rioolkaart_put_OD.1010,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172408.513 508557.865))
O10002_Rioolkaart_put_OD.1011,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172522.978 508472.505))
O10002_Rioolkaart_put_OD.1012,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172502.852 508442.284))
O10002_Rioolkaart_put_OD.1013,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172550.486 508406.33))
O10002_Rioolkaart_put_OD.1014,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172528.733 508374.044))
O10002_Rioolkaart_put_OD.1015,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172481.959 508411.26))
O10002_Rioolkaart_put_OD.1016,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172438.157 508411.542))
O10002_Rioolkaart_put_OD.1017,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172423.083 508335.205))
O10002_Rioolkaart_put_OD.1018,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172808.047 508791.389))
O10002_Rioolkaart_put_OD.1019,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172009.935 509190.767))
O10002_Rioolkaart_put_OD.1020,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171998.467 509185.983))
O10002_Rioolkaart_put_OD.1021,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171955.03 509156.466))
O10002_Rioolkaart_put_OD.1022,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173003.619 509332.742))
O10002_Rioolkaart_put_OD.1023,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((172993.809 509317.122))
O10002_Rioolkaart_put_OD.1024,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((172999.11 509338.734))
O10002_Rioolkaart_put_OD.1025,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176720.809 502748.07))
O10002_Rioolkaart_put_OD.1026,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171913.294 508643.221))
O10002_Rioolkaart_put_OD.1027,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((171879.197 508657.762))
O10002_Rioolkaart_put_OD.1028,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171773.895 508813.059))
O10002_Rioolkaart_put_OD.1029,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171844.696 508791.519))
O10002_Rioolkaart_put_OD.1030,PVC/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((171934.526 508725.12))
O10002_Rioolkaart_put_OD.1031,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171996.002 508662.42))
O10002_Rioolkaart_put_OD.1032,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172031.603 508538.641))
O10002_Rioolkaart_put_OD.1033,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171937.848 508554.955))
O10002_Rioolkaart_put_OD.1034,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172035.011 508445.101))
O10002_Rioolkaart_put_OD.1035,beton/gietijzer,kolk,Trottoirkolk,1996,MULTIPOINT ((172049.383 508424.517))
O10002_Rioolkaart_put_OD.1036,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172025.932 508432.788))
O10002_Rioolkaart_put_OD.1037,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172027.89 508598.871))
O10002_Rioolkaart_put_OD.1038,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172092.799 509637.13))
O10002_Rioolkaart_put_OD.1039,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172048.859 509580.19))
O10002_Rioolkaart_put_OD.1040,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172061.689 509564.06))
O10002_Rioolkaart_put_OD.1041,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172079.539 509469.58))
O10002_Rioolkaart_put_OD.1042,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171987.409 509651.5))
O10002_Rioolkaart_put_OD.1043,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171903.459 509627.64))
O10002_Rioolkaart_put_OD.1044,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171882.709 509619.8))
O10002_Rioolkaart_put_OD.1045,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171989.349 509581.19))
O10002_Rioolkaart_put_OD.1046,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172000.539 509546.42))
O10002_Rioolkaart_put_OD.1047,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172010.949 509529.61))
O10002_Rioolkaart_put_OD.1048,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171938.539 509531.66))
O10002_Rioolkaart_put_OD.1049,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171968.399 509481.95))
O10002_Rioolkaart_put_OD.1050,beton/gietijzer,kolk,Trottoirkolk,2018,MULTIPOINT ((172019.649 509414.49))
O10002_Rioolkaart_put_OD.1051,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((171950.249 509470.46))
O10002_Rioolkaart_put_OD.1052,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((171941.922 509446.141))
O10002_Rioolkaart_put_OD.1053,PVC/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((171913.713 509403.173))
O10002_Rioolkaart_put_OD.1054,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((171945.535 509433.355))
O10002_Rioolkaart_put_OD.1055,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173340.334 509237.012))
O10002_Rioolkaart_put_OD.1056,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173330.509 509221.418))
O10002_Rioolkaart_put_OD.1057,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173274.314 509231.64))
O10002_Rioolkaart_put_OD.1058,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173260.764 509248.488))
O10002_Rioolkaart_put_OD.1059,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173139.473 509237.095))
O10002_Rioolkaart_put_OD.1060,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173168.041 509282.514))
O10002_Rioolkaart_put_OD.1061,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173133.534 509240.758))
O10002_Rioolkaart_put_OD.1062,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173301.056 509174.557))
O10002_Rioolkaart_put_OD.1063,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173280.33 509141.624))
O10002_Rioolkaart_put_OD.1064,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173084.449 509351.14))
O10002_Rioolkaart_put_OD.1065,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173049.883 509372.829))
O10002_Rioolkaart_put_OD.1066,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173015.045 509350.883))
O10002_Rioolkaart_put_OD.1067,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171972.273 508680.824))
O10002_Rioolkaart_put_OD.1068,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171969.744 508684.746))
O10002_Rioolkaart_put_OD.1069,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171865.194 508669.286))
O10002_Rioolkaart_put_OD.1070,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171826.433 508741.187))
O10002_Rioolkaart_put_OD.1071,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171757.425 508849.928))
O10002_Rioolkaart_put_OD.1072,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171764.103 508839.451))
O10002_Rioolkaart_put_OD.1073,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171814.287 508779.856))
O10002_Rioolkaart_put_OD.1074,PVC/gietijzer,kolk,Trottoirkolk,2006,MULTIPOINT ((171880.496 508802.364))
O10002_Rioolkaart_put_OD.1075,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((171897.281 508771.3))
O10002_Rioolkaart_put_OD.1076,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172205.935 509351.228))
O10002_Rioolkaart_put_OD.1077,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172083.489 509333.689))
O10002_Rioolkaart_put_OD.1078,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172122.56 509210.355))
O10002_Rioolkaart_put_OD.1079,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172398.079 509190.16))
O10002_Rioolkaart_put_OD.1080,PVC/gietijzer,kolk,Straatkolk,1967,MULTIPOINT ((172379.579 509059.501))
O10002_Rioolkaart_put_OD.1081,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176862.909 503249.42))
O10002_Rioolkaart_put_OD.1082,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176830.219 503265.94))
O10002_Rioolkaart_put_OD.1083,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176875.269 503234.45))
O10002_Rioolkaart_put_OD.1084,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176863.619 503175.8))
O10002_Rioolkaart_put_OD.1085,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176790.409 503304.6))
O10002_Rioolkaart_put_OD.1086,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176695.529 503309.51))
O10002_Rioolkaart_put_OD.1087,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176835.459 503053.42))
O10002_Rioolkaart_put_OD.1088,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176805.779 503070.53))
O10002_Rioolkaart_put_OD.1089,beton/gietijzer,kolk,Trottoirkolk,2021,MULTIPOINT ((176852.689 502950.35))
O10002_Rioolkaart_put_OD.1090,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176800.769 502953.5))
O10002_Rioolkaart_put_OD.1091,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176760.599 503084.28))
O10002_Rioolkaart_put_OD.1092,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176745.409 503064.28))
O10002_Rioolkaart_put_OD.1093,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176708.369 503003.84))
O10002_Rioolkaart_put_OD.1094,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176850.649 502944.95))
O10002_Rioolkaart_put_OD.1095,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176822.605 502802.289))
O10002_Rioolkaart_put_OD.1096,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176791.409 502914.77))
O10002_Rioolkaart_put_OD.1097,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176771.079 502881.79))
O10002_Rioolkaart_put_OD.1098,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176687.109 502878.71))
O10002_Rioolkaart_put_OD.1099,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176651.009 502883.12))
O10002_Rioolkaart_put_OD.1100,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172411.217 508657.152))
O10002_Rioolkaart_put_OD.1101,beton/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172083.742 508698.608))
O10002_Rioolkaart_put_OD.1102,beton/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172087.934 508691.997))
O10002_Rioolkaart_put_OD.1103,beton/gietijzer,kolk,Straatkolk,1975,MULTIPOINT ((172477.029 508928.892))
O10002_Rioolkaart_put_OD.1104,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172372.23 508996.263))
O10002_Rioolkaart_put_OD.1105,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172444.728 508743.482))
O10002_Rioolkaart_put_OD.1106,beton/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((172486.164 508746.881))
O10002_Rioolkaart_put_OD.1107,PVC/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((172471.662 508733.299))
O10002_Rioolkaart_put_OD.1108,beton/gietijzer,kolk,Trottoirkolk,1990,MULTIPOINT ((172672.791 508766.1))
O10002_Rioolkaart_put_OD.1109,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172612.143 508213.621))
O10002_Rioolkaart_put_OD.1110,beton/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172521.124 508966.854))
O10002_Rioolkaart_put_OD.1111,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172291.811 508708.554))
O10002_Rioolkaart_put_OD.1112,beton/gietijzer,kolk,Trottoirkolk,2021,MULTIPOINT ((172352.595 508731.928))
O10002_Rioolkaart_put_OD.1113,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172218.671 508670.356))
O10002_Rioolkaart_put_OD.1114,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172118.479 508694.49))
O10002_Rioolkaart_put_OD.1115,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172074.579 508666.38))
O10002_Rioolkaart_put_OD.1116,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172766.299 508471.27))
O10002_Rioolkaart_put_OD.1117,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172772.579 508506.75))
O10002_Rioolkaart_put_OD.1118,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172812.569 508431.04))
O10002_Rioolkaart_put_OD.1119,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172749.097 508417.462))
O10002_Rioolkaart_put_OD.1120,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172817.039 509588.04))
O10002_Rioolkaart_put_OD.1121,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172908.179 509414.35))
O10002_Rioolkaart_put_OD.1122,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172887.579 509453.487))
O10002_Rioolkaart_put_OD.1123,beton/gietijzer,kolk,Straatkolk,1981,MULTIPOINT ((172428.819 509143.83))
O10002_Rioolkaart_put_OD.1124,PVC/gietijzer,kolk,Trottoirkolk,1981,MULTIPOINT ((172518 509055.929))
O10002_Rioolkaart_put_OD.1125,PVC/gietijzer,kolk,Trottoirkolk,1982,MULTIPOINT ((172557.199 509005.13))
O10002_Rioolkaart_put_OD.1126,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172455.009 509082.77))
O10002_Rioolkaart_put_OD.1127,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172271.984 509327.592))
O10002_Rioolkaart_put_OD.1128,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176867.299 503045.06))
O10002_Rioolkaart_put_OD.1129,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176874.039 503030.13))
O10002_Rioolkaart_put_OD.1130,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176867.119 503013.39))
O10002_Rioolkaart_put_OD.1131,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176743.719 503092.5))
O10002_Rioolkaart_put_OD.1132,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176727.749 503033.64))
O10002_Rioolkaart_put_OD.1133,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176797.299 502973.22))
O10002_Rioolkaart_put_OD.1134,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176857.549 502926.85))
O10002_Rioolkaart_put_OD.1135,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176799.009 502933.17))
O10002_Rioolkaart_put_OD.1136,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176851.569 502824.07))
O10002_Rioolkaart_put_OD.1137,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176879.709 502804.6))
O10002_Rioolkaart_put_OD.1138,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176716.119 502918.57))
O10002_Rioolkaart_put_OD.1139,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176720.209 502916.61))
O10002_Rioolkaart_put_OD.1140,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176713.509 502900.39))
O10002_Rioolkaart_put_OD.1141,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172638.842 508570.012))
O10002_Rioolkaart_put_OD.1142,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172595.377 508584.077))
O10002_Rioolkaart_put_OD.1143,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172659.569 508482.36))
O10002_Rioolkaart_put_OD.1144,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172613.086 508505.058))
O10002_Rioolkaart_put_OD.1145,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172573.847 508605.2))
O10002_Rioolkaart_put_OD.1146,beton/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172557.179 508609.821))
O10002_Rioolkaart_put_OD.1147,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172412.679 508577.495))
O10002_Rioolkaart_put_OD.1148,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172404.359 508559.802))
O10002_Rioolkaart_put_OD.1149,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172537.771 508505.131))
O10002_Rioolkaart_put_OD.1150,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172522.121 508497.169))
O10002_Rioolkaart_put_OD.1151,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172543.383 508445.02))
O10002_Rioolkaart_put_OD.1152,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172560.527 508433.452))
O10002_Rioolkaart_put_OD.1153,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172564.913 508419.641))
O10002_Rioolkaart_put_OD.1154,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172527.502 508461.205))
O10002_Rioolkaart_put_OD.1155,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172448.875 508485.315))
O10002_Rioolkaart_put_OD.1156,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172409.439 508438.228))
O10002_Rioolkaart_put_OD.1157,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172423.386 508426.282))
O10002_Rioolkaart_put_OD.1158,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172589.429 508413.929))
O10002_Rioolkaart_put_OD.1159,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172538.307 508388.264))
O10002_Rioolkaart_put_OD.1160,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172532.522 508371.496))
O10002_Rioolkaart_put_OD.1161,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176730.609 502860.65))
O10002_Rioolkaart_put_OD.1162,beton/gietijzer,kolk,Trottoirkolk,1989,MULTIPOINT ((176627.859 502903.28))
O10002_Rioolkaart_put_OD.1163,beton/gietijzer,kolk,Trottoirkolk,1989,MULTIPOINT ((176643.179 502903.97))
O10002_Rioolkaart_put_OD.1164,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176726.459 502805.89))
O10002_Rioolkaart_put_OD.1165,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176765.109 502796.84))
O10002_Rioolkaart_put_OD.1166,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176734.079 502794.83))
O10002_Rioolkaart_put_OD.1167,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176667.879 502821.84))
O10002_Rioolkaart_put_OD.1168,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176643.659 502763.63))
O10002_Rioolkaart_put_OD.1169,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176660.579 502833.18))
O10002_Rioolkaart_put_OD.1170,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((176485.708 502964.386))
O10002_Rioolkaart_put_OD.1171,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176599.529 502863.36))
O10002_Rioolkaart_put_OD.1172,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172711.414 508349.099))
O10002_Rioolkaart_put_OD.1173,beton/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172484.605 508924.702))
O10002_Rioolkaart_put_OD.1174,PVC/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171903.813 508927.635))
O10002_Rioolkaart_put_OD.1175,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172060.862 509166.574))
O10002_Rioolkaart_put_OD.1176,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172356.551 508071.951))
O10002_Rioolkaart_put_OD.1177,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172441.138 508912.345))
O10002_Rioolkaart_put_OD.1178,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172190.24 508817.096))
O10002_Rioolkaart_put_OD.1179,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172210.015 508815.543))
O10002_Rioolkaart_put_OD.1180,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172288.27 508702.018))
O10002_Rioolkaart_put_OD.1181,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172499.066 508694.074))
O10002_Rioolkaart_put_OD.1182,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172481.893 508704.333))
O10002_Rioolkaart_put_OD.1183,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172474.201 508325.863))
O10002_Rioolkaart_put_OD.1184,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172410.614 508330.489))
O10002_Rioolkaart_put_OD.1185,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172413.308 508309.357))
O10002_Rioolkaart_put_OD.1186,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172438.776 508228.738))
O10002_Rioolkaart_put_OD.1187,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172506.475 508335.523))
O10002_Rioolkaart_put_OD.1188,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172412.284 508441.768))
O10002_Rioolkaart_put_OD.1189,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172376.97 508601.571))
O10002_Rioolkaart_put_OD.1190,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172305.943 508584.531))
O10002_Rioolkaart_put_OD.1191,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172253.831 508613.88))
O10002_Rioolkaart_put_OD.1192,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172161.961 508569.686))
O10002_Rioolkaart_put_OD.1193,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172202.929 508528.411))
O10002_Rioolkaart_put_OD.1194,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172215.878 508450.716))
O10002_Rioolkaart_put_OD.1195,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172204.032 508443.869))
O10002_Rioolkaart_put_OD.1196,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172199.831 508459.632))
O10002_Rioolkaart_put_OD.1197,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172071.53 508499.017))
O10002_Rioolkaart_put_OD.1198,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172235.652 508377.864))
O10002_Rioolkaart_put_OD.1199,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172296.266 508402.02))
O10002_Rioolkaart_put_OD.1200,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172397.932 508297.735))
O10002_Rioolkaart_put_OD.1201,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172389.146 508256.099))
O10002_Rioolkaart_put_OD.1202,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172150.672 508327.192))
O10002_Rioolkaart_put_OD.1203,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172135.069 508351.915))
O10002_Rioolkaart_put_OD.1204,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172114.779 508359.508))
O10002_Rioolkaart_put_OD.1205,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172055.874 508332.045))
O10002_Rioolkaart_put_OD.1206,PVC/gietijzer,kolk,Straatkolk,2005,MULTIPOINT ((172162.304 509242.582))
O10002_Rioolkaart_put_OD.1207,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172063.105 508213.375))
O10002_Rioolkaart_put_OD.1208,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172048.502 508223.203))
O10002_Rioolkaart_put_OD.1209,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172114.892 508159.489))
O10002_Rioolkaart_put_OD.1210,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172121.302 508142.266))
O10002_Rioolkaart_put_OD.1211,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171956.714 508670.943))
O10002_Rioolkaart_put_OD.1212,beton/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171884.374 508627.901))
O10002_Rioolkaart_put_OD.1213,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171815.417 508758.488))
O10002_Rioolkaart_put_OD.1214,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171759.186 508836.199))
O10002_Rioolkaart_put_OD.1215,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171827.264 508788.078))
O10002_Rioolkaart_put_OD.1216,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171854.935 508805.628))
O10002_Rioolkaart_put_OD.1217,PVC/gietijzer,kolk,Trottoirkolk,1971,MULTIPOINT ((172132.125 509308.626))
