FID,materiaal,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_put_OD.1738,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172033.543 508352.853))
O10002_Rioolkaart_put_OD.1739,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172009.346 508283.669))
O10002_Rioolkaart_put_OD.1740,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172023.183 508283.84))
O10002_Rioolkaart_put_OD.1741,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172035.424 508243.102))
O10002_Rioolkaart_put_OD.1742,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172008.765 508223.25))
O10002_Rioolkaart_put_OD.1743,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172032.441 508258.28))
O10002_Rioolkaart_put_OD.1744,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((171999.425 508256.224))
O10002_Rioolkaart_put_OD.1745,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((171984.057 508279.298))
O10002_Rioolkaart_put_OD.1746,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172046.529 508568.489))
O10002_Rioolkaart_put_OD.1747,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((171970.233 508169.952))
O10002_Rioolkaart_put_OD.1748,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((171939.362 508190.793))
O10002_Rioolkaart_put_OD.1749,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172983.749 509640.924))
O10002_Rioolkaart_put_OD.1750,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((173033.956 509609.321))
O10002_Rioolkaart_put_OD.1751,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173098.779 509497.652))
O10002_Rioolkaart_put_OD.1752,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173085.612 509463.39))
O10002_Rioolkaart_put_OD.1753,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172906.64 509495.707))
O10002_Rioolkaart_put_OD.1754,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172911.929 509420.61))
O10002_Rioolkaart_put_OD.1755,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172925.391 509511.645))
O10002_Rioolkaart_put_OD.1756,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((172118.149 509588.53))
O10002_Rioolkaart_put_OD.1757,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((172111.649 509571.75))
O10002_Rioolkaart_put_OD.1758,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172054.109 509581.82))
O10002_Rioolkaart_put_OD.1759,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((172080.109 509551.57))
O10002_Rioolkaart_put_OD.1760,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((172046.089 509536.53))
O10002_Rioolkaart_put_OD.1761,beton/gietijzer,kolk,Trottoirkolk,2016,MULTIPOINT ((172129.4 509394.406))
O10002_Rioolkaart_put_OD.1762,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172030.439 509654.99))
O10002_Rioolkaart_put_OD.1763,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172042.229 509605.97))
O10002_Rioolkaart_put_OD.1764,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171945.149 509639.48))
O10002_Rioolkaart_put_OD.1765,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171902.249 509631.49))
O10002_Rioolkaart_put_OD.1766,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171927.299 509570.63))
O10002_Rioolkaart_put_OD.1767,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171932.579 509554.66))
O10002_Rioolkaart_put_OD.1768,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171938.469 509509.52))
O10002_Rioolkaart_put_OD.1769,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172487.53 508430.679))
O10002_Rioolkaart_put_OD.1770,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172631.119 508229.47))
O10002_Rioolkaart_put_OD.1771,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172554.187 508403.674))
O10002_Rioolkaart_put_OD.1772,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172494.127 508319.639))
O10002_Rioolkaart_put_OD.1773,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172444.852 508367.211))
O10002_Rioolkaart_put_OD.1774,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172450.073 508363.902))
O10002_Rioolkaart_put_OD.1775,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172451.604 508220.138))
O10002_Rioolkaart_put_OD.1776,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172627.486 508844.425))
O10002_Rioolkaart_put_OD.1777,beton/gietijzer,kolk,Trottoirkolk,1975,MULTIPOINT ((172558.504 508924.886))
O10002_Rioolkaart_put_OD.1778,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172417.41 508834.686))
O10002_Rioolkaart_put_OD.1779,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172742.663 508736.422))
O10002_Rioolkaart_put_OD.1780,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172742.946 508718.557))
O10002_Rioolkaart_put_OD.1781,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172632.274 508805.865))
O10002_Rioolkaart_put_OD.1782,beton/gietijzer,kolk,Straatkolk,1990,MULTIPOINT ((172646.943 508746.161))
O10002_Rioolkaart_put_OD.1783,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172631.366 508735.372))
O10002_Rioolkaart_put_OD.1784,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172611.315 508748.811))
O10002_Rioolkaart_put_OD.1785,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172679.829 508706.824))
O10002_Rioolkaart_put_OD.1786,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172695.386 508699.15))
O10002_Rioolkaart_put_OD.1787,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172583.4 508668.128))
O10002_Rioolkaart_put_OD.1788,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172628.429 508626.275))
O10002_Rioolkaart_put_OD.1789,PVC/gietijzer,kolk,Straatkolk,1974,MULTIPOINT ((172623.637 508629.64))
O10002_Rioolkaart_put_OD.1790,PVC/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((172507.34 508770.728))
O10002_Rioolkaart_put_OD.1791,beton/gietijzer,kolk,Straatkolk,2017,MULTIPOINT ((172570.211 508730.458))
O10002_Rioolkaart_put_OD.1792,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172404.97 508641.642))
O10002_Rioolkaart_put_OD.1793,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172304.752 508995.454))
O10002_Rioolkaart_put_OD.1794,PVC/gietijzer,kolk,Straatkolk,1967,MULTIPOINT ((172268.669 508928.41))
O10002_Rioolkaart_put_OD.1795,PVC/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172254.569 508950.17))
O10002_Rioolkaart_put_OD.1796,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172296.855 508875.696))
O10002_Rioolkaart_put_OD.1797,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172284.138 508864.918))
O10002_Rioolkaart_put_OD.1798,onbekend,kolk,Trottoirkolk,1969,MULTIPOINT ((172155.395 508930.671))
O10002_Rioolkaart_put_OD.1799,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172086.854 508926.821))
O10002_Rioolkaart_put_OD.1800,onbekend,kolk,Trottoirkolk,1969,MULTIPOINT ((172164.307 508908.989))
O10002_Rioolkaart_put_OD.1801,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172312.652 508689.26))
O10002_Rioolkaart_put_OD.1802,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172327.53 508681.449))
O10002_Rioolkaart_put_OD.1803,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172339.462 508632.433))
O10002_Rioolkaart_put_OD.1804,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172348.924 508620.473))
O10002_Rioolkaart_put_OD.1805,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172345.424 508659.867))
O10002_Rioolkaart_put_OD.1806,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172304.019 508610.45))
O10002_Rioolkaart_put_OD.1807,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172196.465 508752.4))
O10002_Rioolkaart_put_OD.1808,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172191.829 508735.16))
O10002_Rioolkaart_put_OD.1809,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172096.609 508798.25))
O10002_Rioolkaart_put_OD.1810,beton/gietijzer,kolk,Trottoirkolk,2022,MULTIPOINT ((172207.684 508683.8))
O10002_Rioolkaart_put_OD.1811,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172138.879 508701.55))
O10002_Rioolkaart_put_OD.1812,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172399.024 508620.321))
O10002_Rioolkaart_put_OD.1813,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172324.867 508667.504))
O10002_Rioolkaart_put_OD.1814,beton/gietijzer,kolk,Trottoirkolk,2022,MULTIPOINT ((172235.812 508673.726))
O10002_Rioolkaart_put_OD.1815,beton/gietijzer,kolk,Trottoirkolk,2022,MULTIPOINT ((172220.54 508675.408))
O10002_Rioolkaart_put_OD.1816,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172080.546 508664.156))
O10002_Rioolkaart_put_OD.1817,PVC/gietijzer,kolk,Trottoirkolk,2006,MULTIPOINT ((171889.784 508787.694))
O10002_Rioolkaart_put_OD.1818,beton/gietijzer,kolk,Straatkolk,2020,MULTIPOINT ((171928.531 508742.441))
O10002_Rioolkaart_put_OD.1819,beton/gietijzer,kolk,Straatkolk,2017,MULTIPOINT ((171898.088 508748.223))
O10002_Rioolkaart_put_OD.1820,PVC/gietijzer,kolk,Trottoirkolk,2006,MULTIPOINT ((171885.173 508784.773))
O10002_Rioolkaart_put_OD.1821,beton/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172381.32 509232.302))
O10002_Rioolkaart_put_OD.1822,beton/gietijzer,kolk,Straatkolk,2020,MULTIPOINT ((172202.91 509346.9))
O10002_Rioolkaart_put_OD.1823,beton/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172191.682 509360.428))
O10002_Rioolkaart_put_OD.1824,PVC/gietijzer,kolk,Straatkolk,2005,MULTIPOINT ((172158.995 509375.293))
O10002_Rioolkaart_put_OD.1825,PVC/gietijzer,kolk,Straatkolk,2005,MULTIPOINT ((172173.736 509365.76))
O10002_Rioolkaart_put_OD.1826,PVC/gietijzer,kolk,Trottoirkolk,1971,MULTIPOINT ((172147.278 509298.824))
O10002_Rioolkaart_put_OD.1827,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172114.103 509313.821))
O10002_Rioolkaart_put_OD.1828,PVC/gietijzer,kolk,Straatkolk,2017,MULTIPOINT ((172173.138 509256.249))
O10002_Rioolkaart_put_OD.1829,beton/gietijzer,kolk,Trottoirkolk,1983,MULTIPOINT ((172386.457 509163.47))
O10002_Rioolkaart_put_OD.1830,beton/gietijzer,kolk,Straatkolk,1983,MULTIPOINT ((172346.339 509139.72))
O10002_Rioolkaart_put_OD.1831,PVC/gietijzer,kolk,Trottoirkolk,1975,MULTIPOINT ((172520.807 508847.693))
O10002_Rioolkaart_put_OD.1832,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172403.754 508822.055))
O10002_Rioolkaart_put_OD.1833,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172424.434 508844.873))
O10002_Rioolkaart_put_OD.1834,beton/gietijzer,kolk,Trottoirkolk,1971,MULTIPOINT ((172731.046 508733.789))
O10002_Rioolkaart_put_OD.1835,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172682.813 508712.426))
O10002_Rioolkaart_put_OD.1836,beton/gietijzer,kolk,Straatkolk,2020,MULTIPOINT ((172097.585 508263.217))
O10002_Rioolkaart_put_OD.1837,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172048.436 508265.59))
O10002_Rioolkaart_put_OD.1838,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172071.955 508238.038))
O10002_Rioolkaart_put_OD.1839,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172065.478 508538.739))
O10002_Rioolkaart_put_OD.1840,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172445.195 508218.401))
O10002_Rioolkaart_put_OD.1841,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172318.766 508225.179))
O10002_Rioolkaart_put_OD.1842,beton/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172275.036 508182.701))
O10002_Rioolkaart_put_OD.1843,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172247.578 508201.183))
O10002_Rioolkaart_put_OD.1844,beton/gietijzer,kolk,Straatkolk,2020,MULTIPOINT ((172268.48 508155.038))
O10002_Rioolkaart_put_OD.1845,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172266.328 508159.066))
O10002_Rioolkaart_put_OD.1846,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172380.517 508098.378))
O10002_Rioolkaart_put_OD.1847,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172346.105 508056.104))
O10002_Rioolkaart_put_OD.1848,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172334.627 508048.154))
O10002_Rioolkaart_put_OD.1849,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172319.594 508120.611))
O10002_Rioolkaart_put_OD.1850,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172310.61 508107.242))
O10002_Rioolkaart_put_OD.1851,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172250.093 508026.563))
O10002_Rioolkaart_put_OD.1852,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172211.832 508187.265))
O10002_Rioolkaart_put_OD.1853,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172161.176 508219.292))
O10002_Rioolkaart_put_OD.1854,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172198.98 508156.491))
O10002_Rioolkaart_put_OD.1855,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172132.933 508207.452))
O10002_Rioolkaart_put_OD.1856,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172074.969 508214.405))
O10002_Rioolkaart_put_OD.1857,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172062.818 508188.407))
O10002_Rioolkaart_put_OD.1858,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172090.634 508123.484))
O10002_Rioolkaart_put_OD.1859,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172220.837 508084.088))
O10002_Rioolkaart_put_OD.1860,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172094.769 508120.665))
O10002_Rioolkaart_put_OD.1861,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172132.185 508129.604))
O10002_Rioolkaart_put_OD.1862,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172048.939 509368.85))
O10002_Rioolkaart_put_OD.1863,beton/gietijzer,kolk,Trottoirkolk,2018,MULTIPOINT ((172041.219 509380.87))
O10002_Rioolkaart_put_OD.1864,PVC/gietijzer,kolk,Trottoirkolk,1960,MULTIPOINT ((172035.889 509377.9))
O10002_Rioolkaart_put_OD.1865,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172043.879 509365.5))
O10002_Rioolkaart_put_OD.1866,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((171875.258 509374.047))
O10002_Rioolkaart_put_OD.1867,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172041.93 509269.837))
O10002_Rioolkaart_put_OD.1868,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((171787.461 509359.569))
O10002_Rioolkaart_put_OD.1869,beton/gietijzer,kolk,Trottoirkolk,2018,MULTIPOINT ((171806.658 509366.551))
O10002_Rioolkaart_put_OD.1870,PVC/gietijzer,kolk,Trottoirkolk,1983,MULTIPOINT ((171766.069 509305.015))
O10002_Rioolkaart_put_OD.1871,PVC/gietijzer,kolk,Straatkolk,1983,MULTIPOINT ((171836.249 509240.25))
O10002_Rioolkaart_put_OD.1872,PVC/gietijzer,kolk,Trottoirkolk,1983,MULTIPOINT ((171799.409 509240.22))
O10002_Rioolkaart_put_OD.1873,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171786.252 509205.85))
O10002_Rioolkaart_put_OD.1874,beton/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((171791.968 509227.324))
O10002_Rioolkaart_put_OD.1875,beton/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((171778.372 509218.693))
O10002_Rioolkaart_put_OD.1876,beton/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((171729.61 509232.382))
O10002_Rioolkaart_put_OD.1877,PVC/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((171703.289 509200.604))
O10002_Rioolkaart_put_OD.1878,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171957.973 509152.337))
O10002_Rioolkaart_put_OD.1879,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((172024.917 509120.321))
O10002_Rioolkaart_put_OD.1880,beton/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((172586.009 508801.456))
O10002_Rioolkaart_put_OD.1881,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172585.497 508760.386))
O10002_Rioolkaart_put_OD.1882,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172606.9 508768.248))
O10002_Rioolkaart_put_OD.1883,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172611.756 508764.952))
O10002_Rioolkaart_put_OD.1884,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172618.755 508785.822))
O10002_Rioolkaart_put_OD.1885,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((172753.913 508684.931))
O10002_Rioolkaart_put_OD.1886,beton/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172662.557 508715.628))
O10002_Rioolkaart_put_OD.1887,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172641.486 508832.795))
O10002_Rioolkaart_put_OD.1888,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172642.648 508821.243))
O10002_Rioolkaart_put_OD.1889,beton/gietijzer,kolk,Straatkolk,1975,MULTIPOINT ((172551.072 508937.248))
O10002_Rioolkaart_put_OD.1890,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172560.513 508911.171))
O10002_Rioolkaart_put_OD.1891,beton/gietijzer,kolk,Trottoirkolk,1975,MULTIPOINT ((172450.802 508926.673))
O10002_Rioolkaart_put_OD.1892,PVC/gietijzer,kolk,Trottoirkolk,1975,MULTIPOINT ((172534.143 508867.631))
O10002_Rioolkaart_put_OD.1893,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172407.293 508819.595))
O10002_Rioolkaart_put_OD.1894,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172416.877 508850.548))
O10002_Rioolkaart_put_OD.1895,beton/gietijzer,kolk,Trottoirkolk,1990,MULTIPOINT ((172709.316 508748.463))
O10002_Rioolkaart_put_OD.1896,beton/gietijzer,kolk,Straatkolk,1990,MULTIPOINT ((172651.439 508743.01))
O10002_Rioolkaart_put_OD.1897,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172634.579 508740.585))
O10002_Rioolkaart_put_OD.1898,beton/gietijzer,kolk,Trottoirkolk,2021,MULTIPOINT ((172617.978 508733.385))
O10002_Rioolkaart_put_OD.1899,beton/gietijzer,kolk,Trottoirkolk,1990,MULTIPOINT ((172690.932 508714.116))
O10002_Rioolkaart_put_OD.1900,beton/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172586.874 508672.358))
O10002_Rioolkaart_put_OD.1901,PVC/gietijzer,kolk,Trottoirkolk,onbekend,MULTIPOINT ((172588.063 508689.185))
O10002_Rioolkaart_put_OD.1902,beton/gietijzer,kolk,Straatkolk,2017,MULTIPOINT ((172592.582 508706.716))
O10002_Rioolkaart_put_OD.1903,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171759.102 509139.84))
O10002_Rioolkaart_put_OD.1904,beton/gietijzer,kolk,Straatkolk,1965,MULTIPOINT ((171865.943 509083.016))
O10002_Rioolkaart_put_OD.1905,PVC/gietijzer,kolk,Straatkolk,1965,MULTIPOINT ((171836.93 509023.297))
O10002_Rioolkaart_put_OD.1906,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171712.459 509083.574))
O10002_Rioolkaart_put_OD.1907,PVC/gietijzer,kolk,Straatkolk,1983,MULTIPOINT ((171769.059 509277.38))
O10002_Rioolkaart_put_OD.1908,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171661.986 509147.566))
O10002_Rioolkaart_put_OD.1909,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171652.386 509173.153))
O10002_Rioolkaart_put_OD.1910,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172000.038 508928.708))
O10002_Rioolkaart_put_OD.1911,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171885.025 508904.705))
O10002_Rioolkaart_put_OD.1912,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171935.245 508848.424))
O10002_Rioolkaart_put_OD.1913,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((171954.053 508806.691))
O10002_Rioolkaart_put_OD.1914,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171985.364 508679.14))
O10002_Rioolkaart_put_OD.1915,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172003.663 508629.429))
O10002_Rioolkaart_put_OD.1916,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172013.565 508597.408))
O10002_Rioolkaart_put_OD.1917,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172010.788 508601.621))
O10002_Rioolkaart_put_OD.1918,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171979.725 508569.555))
O10002_Rioolkaart_put_OD.1919,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171962.85 508562.02))
O10002_Rioolkaart_put_OD.1920,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172042.258 508463.902))
O10002_Rioolkaart_put_OD.1921,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172038.521 508346.11))
O10002_Rioolkaart_put_OD.1922,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172018.128 508313.982))
O10002_Rioolkaart_put_OD.1923,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172041.98 508273.439))
O10002_Rioolkaart_put_OD.1924,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172033.969 508232.958))
O10002_Rioolkaart_put_OD.1925,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172026.573 508249.515))
O10002_Rioolkaart_put_OD.1926,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172032.281 508195.761))
O10002_Rioolkaart_put_OD.1927,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172048.62 508184.727))
O10002_Rioolkaart_put_OD.1928,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172008.963 508179.407))
O10002_Rioolkaart_put_OD.1929,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172001.878 508160.782))
O10002_Rioolkaart_put_OD.1930,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173152.619 509526.417))
O10002_Rioolkaart_put_OD.1931,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173104.706 509493.758))
O10002_Rioolkaart_put_OD.1932,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172963.869 509653.418))
O10002_Rioolkaart_put_OD.1933,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172924.176 509678.451))
O10002_Rioolkaart_put_OD.1934,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172903.505 509691.438))
O10002_Rioolkaart_put_OD.1935,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172920.119 509672.677))
O10002_Rioolkaart_put_OD.1936,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173090.388 509565.546))
O10002_Rioolkaart_put_OD.1937,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173059.302 509585.1))
O10002_Rioolkaart_put_OD.1938,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172976.537 509590.313))
O10002_Rioolkaart_put_OD.1939,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172957.793 509574.364))
O10002_Rioolkaart_put_OD.1940,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173046.516 509401.013))
O10002_Rioolkaart_put_OD.1941,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172424.257 508981.777))
O10002_Rioolkaart_put_OD.1942,beton/gietijzer,kolk,Straatkolk,1975,MULTIPOINT ((172529.213 508871.953))
O10002_Rioolkaart_put_OD.1943,beton/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172550.529 508903.433))
O10002_Rioolkaart_put_OD.1944,PVC/gietijzer,kolk,Straatkolk,1975,MULTIPOINT ((172515.472 508851.406))
O10002_Rioolkaart_put_OD.1945,PVC/gietijzer,kolk,Trottoirkolk,1975,MULTIPOINT ((172470.449 508836.063))
O10002_Rioolkaart_put_OD.1946,beton/gietijzer,kolk,Trottoirkolk,1990,MULTIPOINT ((172663.681 508761.349))
O10002_Rioolkaart_put_OD.1947,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172665.304 508721.274))
O10002_Rioolkaart_put_OD.1948,beton/gietijzer,kolk,Straatkolk,1974,MULTIPOINT ((172601.974 508720.757))
O10002_Rioolkaart_put_OD.1949,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172722.754 508685.379))
O10002_Rioolkaart_put_OD.1950,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172712.532 508697.697))
