Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK,Stadspas,x,y
Aangepast sporten,Stichting Prisma,www.stichtingprisma.nl,Diverse locaties,Zwanenburgwal 206,1011JH,Amsterdam,Centrum,ja,41217265,,52.3683613,4.89876465
Aangepast sporten,Friendship Sports Centre,www.friendshipsportscentre.nl,Friendship Sports Centre,Beemsterstraat 652,1027ED,Amsterdam,Noord,ja,34152839,,52.40025203,4.95984695
Aangepast sporten,Reade,www.reade.nl,Jan van Breemen instituut,Admiraal Helfrichstraat 1,1056AA,Amsterdam,Nieuw-West,ja,,,52.37074001,4.84440832
Aangepast sporten,PWA Manege | Vereniging Paardrijden Gehandicapten,www.pwamanege.nl,Prins Willem-Alexander manege,Loosdrechtdreef 9,1108AZ,Amsterdam,Zuidoost,ja,40533448,,52.31425676,4.99323066
Aangepast sporten,Terminators,www.amsterdamterminators.nl,Reade sporthal,Overtoom 283,1054HW,Amsterdam,West,ja,40539513,,52.36037903,4.86684929
Aangepast sporten,Stichting Paardrijden Gehandicapten Amstelveen,www.spga.nl,SEIN Manege de Cruquiushoeve,Spieringweg 801,2142ED,Cruquius,Buiten Amsterdam,ja,34217276,,52.33452015,4.65075074
Aangepast sporten,Only Friends,www.onlyfriends.nl,Sportpark De Weeren,Beemsterstraat 652,1027ED,Amsterdam,Noord,ja,50538063,ja,52.40025203,4.95984695
Aerobics,De Bonte Kraai,www.buurthuizenzuidoost.nl,Buurthuis De Bonte Kraaij,Kraaiennest 68,1104CD,Amsterdam,Zuidoost,,,,52.31724105,4.98006344
Aerobics,Ontspanningsvereniging Slotervaart (OVS),www.ovs-slotervaart.nl,Huis van de Wijk Het Anker,Jacques Veltmanstraat 427,1065DC,Amsterdam,Nieuw-West,,40533777,,52.35325129,4.83308527
Aerobics,Spark United,www.sparkunited.nl/gebruikers/spark-united-buurtsportvereniging,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,55541542,,52.37924265,4.78522141
Aikido,Aikidojo ,www.aikidojo.nl,ABOV,Amstelkade 13,1078AB,Amsterdam,Oost,,55532675, ,52.34921721,4.90750247
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Aikido Centrum Amsterdam,Geleenstraat 34,1078LG,Amsterdam,Zuid,,34145187,ja,52.3444781,4.89375908
Aikido,Culturele Aikido Stichting Amsterdam (CASA),www.aikido-info.nl,ASV Gebouw,Bilderdijkpark 10,1052SB,Amsterdam,West,,41210217,,52.37164057,4.86887575
Aikido,Movendi,www.movendi.nl,Cornelis Vrijschool,Van de Veldestraat 3,1071CW,Amsterdam,Zuid,,34184249,,52.35959043,4.87980641
Aikido,Takemusu Aikido,www.takemusuaikido.nl,Gymzaal Adelaarsweg 113,Adelaarsweg 113,1021BZ,Amsterdam,Noord,,34311332,,52.38860742,4.92026769
Aikido,Aikikai Aikido Amsterdam,www.aikido-amsterdam.nl,Gymzaal Heinzestraat 9,Heinzestraat 9,1071SK,Amsterdam,Zuid,,34155590,,52.35258531,4.87686287
Aikido,Tenchi Ryu,www.tenchiryu.nl,Gymzaal Wachterliedpaviljoen,Wachterliedplantsoen 1,1055SB,Amsterdam,West,,34367624,,52.37763867,4.85384756
Aikido,Aikidoschool Amsterdam,www.aikidoschoolamsterdam.nl,Het Wachterlied paviljoen,Wachterliedplantsoen 1,1055SB,Amsterdam,West,,34367624,ja,52.37763867,4.85384756
Aikido,AikiContact,www.aikicontact.nl,Jan van der Heijdenhuis - theaterzaal,Tweede Jan van der Heijdenstraat 75-77,1074XR,Amsterdam,Zuid, ,34341284,,52.35608052,4.90227598
Bootcamp,Kevv PT,www.kevvspt.nl,Bijlmer Sportpark,Karspeldreef 501,1102BX,Amsterdam,Zuid Oost,,78285348,ja,52.31131704,4.96438316
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,OBS Vijf Sterren,Markengouw 245A,1024EA,Amsterdam,Noord,,34145187,,52.39429711,4.95911832
Aikido,Shinbukan Amsterdam,www.shinbukan.nl,Shinbukan Dojo Amsterdam,Van Ostadestraat 155,1073TK,Amsterdam,Zuid,,34170855,,52.3528088,4.89569201
Aikido,Aikikai Aikido Amsterdam,www.aikido-amsterdam.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,34155590,,52.35443917,4.80713356
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,34145187,,52.34975372,4.89371511
Aikido,Sho Shin Aikido dojo Amsterdam,www.shoshinaikido-dojo.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,41212763,ja,52.34975372,4.89371511
Aikido,Tenchigowa,www.tenchigowa.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40534707,,52.34975372,4.89371511
Aikido,Shoriniji-kempo,www.shorinjikempo.nl,Sportcentrum Universum (USC),Science Park 306,1098XH,Amsterdam,Oost,,08139319,,52.35564969,4.95629984
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Sporthal Centrum voor vrije tijd,Ed Pelsterpark 8,1087EJ,Amsterdam,Oost,,34145187,,52.35682337,4.99617033
Aikido,Waraku-do Yoseikan,www.waraku-do.nl,Sportschool (onder het Zuiderbad),Hobbemakade 9,1071XK,Amsterdam,Zuid,,,,52.35838612,4.88614714
Aikido,Aikidoschool Amsterdam,www.aikidoschoolamsterdam.nl,Sportzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,34367624,ja,52.36466138,4.86575665
Aikido,Tenchi Ryu,www.tenchiryu.nl,Sportzaal Borgerstraat 109,Borgerstraat 109,1053PE,Amsterdam,West,,34367624,,52.36466138,4.86575665
Aikido,Aikido Agatsu Amsterdam West,www.agatsu.nl,Studio seven,Eerste Nassaustraat 7,1052BD,Amsterdam,West,,34268781,,52.38303811,4.87950875
Aikido,Aikido Centrum Amsterdam,wilkovriesman.blogspot.com,Vriesman dojo,Veemarkt 151,1019CC,Amsterdam,Oost,,34145187,,52.36780953,4.93876668
Aikido,Sho Shin Aikido dojo Amsterdam,www.shoshinaikido-dojo.nl,WG-terrein - grote zaal,Ketelhuisplein 47,1054RD,Amsterdam,West,,41212763,ja,52.3635363,4.86948428
Aikido,Yuki Mizu Kumo Stichting,www.yukimizukumo.nl,Witte Olifant gymzaal,Lastageweg 50,1011DB,Amsterdam,Centrum,,34283157,,52.37312096,4.90220717
American Football,Amsterdam Panthers,www.amsterdam-panthers.nl,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,34127715,,52.37924265,4.78522141
American Football,Amsterdam Crusaders,www.crusaders.nl,Sportpark Sloten,Sloterweg 1043G,1066CC,Amsterdam,Nieuw-West,,40534446,,52.33608095,4.80244347
Atletiek,H.C.A.,www.hardloopclubamsterdam.nl,Amstelpark,Koenenkade 8,1081KH,Amsterdam,Zuid,,62192493,,52.33101422,4.85234665
Atletiek,A.A.C.,www.aacamsterdam.nl,Atletiekbaan Ookmeer,Willinklaan 7,1067SL,Amsterdam,Nieuw-West,,40538624,,52.37081422,4.80333655
Atletiek,AV Startbaan,www.av-startbaan.nl,Atletiekvereniging Startbaan,Startbaan 1A,1185XP,Amstelveen,Buiten Amsterdam,,40531852,,52.2873019,4.85778856
Atletiek,Feniks,www.avfeniks.nl,Bijlmer Sportpark,Karspeldreef 500,1102BX,Amsterdam,Zuidoost,,34242879,ja,52.3104767,4.96459083
Atletiek,A.V. '23 ,www.av23.nl,Nieuwe Chris Bergerbaan,Radioweg 89,1098NG,Amsterdam,Oost,,40531663,,52.34652958,4.95158812
Atletiek,Phanos,www.phanos.org,Olympisch Stadion,Olympisch Stadion 1,1076DE,Amsterdam,Zuid,,34120371,ja,52.34343946,4.85524932
Atletiek,ATOS AV,www.av-atos.nl,Sportpark Elzenhagen,G.J. Scheurleerpad 3,1025WM,Amsterdam,Noord,,40530655,ja,52.40188027,4.92666673
Atletiek,AC Waterland,www.acwaterland.nl,Sportpark Landsmeer,Sportlaan 1,1121CB,Landsmeer,Buiten Amsterdam,,40530016,,52.43106235,4.91307232
Atletiek,Dutch Gay & Lesbian Athletics,www.dgla.nl,Startbaan,Startbaan 1A,1185XP,Amstelveen,Buiten Amsterdam,,,,52.2873019,4.85778856
Australian Football,Amsterdam Devils,www.facebook.com/amsterdamdevils,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,,,52.37924265,4.78522141
Badminton,Energia,www.facebook.com/pietwoud,ALO,Willinklaan 5,1067SL,Amsterdam,Nieuw-West,,,,52.37141402,4.80306224
Badminton,U.S. Badminton,www.us-badminton.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,,,52.35863353,4.91002045
Badminton,Racketsport 4 Everyone,www.racketsport4everyone.nl,Gymzaal Nachtwachtlaan 35,Nachtwachtlaan 35,1058EB,Amsterdam,Nieuw-West,,67087418,ja,52.36060875,4.84395972
Badminton,Badminton-Vereniging Amsterdam,www.bva-badminton.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40537847,,52.34975372,4.89371511
Badminton,British Society,www.britishsocietyofamsterdam.org,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40533588,,52.34975372,4.89371511
Badminton,GBA (Gay Badminton Amsterdam),www.gay-badminton-amsterdam.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,58947027,,52.34975372,4.89371511
Badminton,S.G.A.,www.sgabadminton.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,,,52.34975372,4.89371511
Badminton,U.V.O. - Spirit,www.uvospirit.nl,Sporthal De Weeren,Beemsterstraat 656,1027ED,Amsterdam,Noord,,40537984,ja,52.40119389,4.95933828
Badminton,U.V.O. - Spirit,www.uvospirit.nl,Sporthal Elzenhagen,J.H. Hisgenpad 1,1025WK,Amsterdam,Noord,,40537984,ja,52.40131911,4.92565868
Badminton,Badmintonvereniging Gaasperdam,www.bvgaasperdam.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,40537847,ja,52.29676965,4.97825726
Badminton,U.V.O. - Spirit,www.uvospirit.nl,Sporthal IJburg,Pampuslaan 1,1087HP,Amsterdam,Oost,,40537984,ja,52.35129567,5.00433556
Badminton,Badminton Slotermeer Amsterdam,www.slotermeeramsterdam.nl,Sporthal Laan van Spartaan,Rinus Michelslaan 26,1061MB,Amsterdam,West,,40530096,,52.37335349,4.83917473
Badminton,Energia,www.facebook.com/pietwoud,Sporthal Laan van Spartaan,Rinus Michelslaan 26,1061MB,Amsterdam,West,,,,52.37335349,4.83917473
Badminton,Zeeburg,www.bvzeeburg.nl,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,40534776,ja,52.36594199,4.95130945
Badminton,APGS,apgs-amsterdam.nl/sporten/badminton,Sportpark Overamstel,Ouderkerkerdijk 150,1096CR,Amsterdam,Oost,,,,52.3276652,4.9054468
Basketbal,Basketbalclub Flying Oost,flyingoost.wixsite.com/flyingoost,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,59449861,ja,52.35863353,4.91002045
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,34355707,ja,52.35863353,4.91002045
Basketbal,US Basketball,www.usbasketball.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993,,52.35863353,4.91002045
Basketbal,Apollo basketbal,www.apollobasketball.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,50810596,ja,52.34806995,4.88444373
Basketbal,D.E.D.,www.bvded.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,40537252,,52.34806995,4.88444373
Basketbal,Jaws,www.jawsbasketbal.nl,Apollohal,Apollolaan 4,1077BA,Amsterdam,Zuid,,40531284,,52.34806995,4.88444373
Basketbal,BC Gaasperdam Warriors,www.amsterdamwarriors.nl,Bijlmer Sportcentrum,Anton de Komplein 157,1102DR,Amsterdam,Zuidoost,,61342548,ja,52.31527429,4.95762875
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Bijlmer Sportcentrum,Anton de Komplein 157,1102DR,Amsterdam,Zuidoost,,34355707,ja,52.31527429,4.95762875
Basketbal,M.B.C.A.,www.mbca.nl,De Goudsmithal,Sportlaan 29,1185TB,Amstelveen,Buiten Amsterdam,,34150633,,52.29025054,4.85206975
Basketbal,Agoeti,www.agoeti.nl,Gymzaal Scholengemeenschap Ir. Lely Lyceum (Reigersbos),Ravenswaaipad 3,1106AW,Amsterdam,Zuidoost,,,,52.29714626,4.97800459
Basketbal,Club2000,www.club2000.nl,Gymzaal Scholengemeenschap Ir. Lely Lyceum (Reigersbos),Ravenswaaipad 3,1106AW,Amsterdam,Zuidoost,,40539221,,52.29714626,4.97800459
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Gymzaal Tosaristraat 30C,Tosaristraat 30C,1019RT,Amsterdam,Oost,,34355707,ja,52.37990761,4.92209216
Basketbal,Basketball Vereniging Amsterdam,www.bvamsterdam.nl,Hogendorp Sportcentrum,Van Hogendorpstraat 921,1051CE,Amsterdam,West,,40533905,ja,52.38164722,4.86758379
Basketbal,Landslake Lions,www.landslakelions.nl,Indoor Centrum Landsmeer,Marktplein 11,1121GL,Landsmeer,Buiten Amsterdam,,40532708,ja,52.42856997,4.91197127
Basketbal,Tijgertje,www.tijgertje.nl,Readegebouw,Overtoom 283,1054HW,Amsterdam,West,,40539506,,52.36037903,4.86684929
Basketbal,Anoeta,www.anoeta.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40532829,,52.35443917,4.80713356
Basketbal,Harlemlakers,www.harlemlakers.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40595799,,52.35443917,4.80713356
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,34355707,ja,52.35443917,4.80713356
Basketbal,AMVJ Amsterdam,www.amvj-amsterdam.nl,Sportcentrum Ookmeer,Dokter Meurerlaan 7,1067SM,Amsterdam,Nieuw-West,,40532386,,52.3678604,4.80397743
Basketbal,A.S.V.U.,sportcentrumvu.nl/sporten/overige-sporten/badminton,Sportcentrum V.U.,Uilenstede 100,1183AM,Amstelveen,Buiten Amsterdam,,,,52.3204219,4.87171296
Basketbal,DBX Wolves,,Sportgebouw Zeeburgereiland,Foekje Dillemastraat 118,1095 MK,Amsterdam,Oost,,74548239,ja,52.37236218,4.96866457
Basketbal,A3 sport,www.facebook.com/a3demunnik/,Sporthal De Weeren,Beemsterstraat 656,1027ED,Amsterdam,Noord,,67601782,ja,52.40119389,4.95933828
Basketbal,Northside Ballers,www.northsideballers.nl,Mgr. Bekkerschool,Volendammerweg 160,1024 JR,Amsterdam,Noord,,40533895,,52.3918908,4.95909018
Basketbal,Northside Ballers,www.northsideballers.nl,IKC Overhoeks,Grasweg 3,1031 HW,Àmsterdam ,Noord,,40533895,,52.3901192,4.901010579
Basketbal,Blue Stars,www.bluestars-basketbal.com,Sporthal Diemen,Prins Bernhardlaan 2,1111ET,Diemen,Buiten Amsterdam,,40531750,,52.3384643,4.96858557
Basketbal,BC Gaasperdam Warriors,www.amsterdamwarriors.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,61342548,ja,52.29676965,4.97825726
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,34355707,ja,52.29676965,4.97825726
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Sporthal IJburg,Pampuslaan 1,1087HP,Amsterdam,Oost,,34355707,ja,52.35129567,5.00433556
Basketbal,Baseball Academy Diamonds Amsterdam,diamondsbaseball.nl,Sportpark Ookmeer,Herman Bonpad 5,1067SN,Amsterdam,Nieuw-West,,,,52.36662879,4.79847299
Basketbal,Amsterdam Netball,www.amsterdamnetball.com,Sportpark Winterdijkplein,Kinderdijkstraat 29,1079GB,Amsterdam,Zuid,,64310124,,52.34335811,4.90331011
Basketbal,Friends '90,geen website,Sportzaal Klateringpad 1-3,Klateringpad 1-3,1104KW,Amsterdam,Zuidoost,,40537850,,52.31497894,4.97310349
Basketbal,Old Birds Purmerend,www.oldbirds.com,Sportzaal Sportlaan Purmerend,Sportlaan 145,1442EC,Purmerend,Buiten Amsterdam,,40625467,,52.51483732,4.96538069
Basketbal,Stichting Basketballs'Cool Amsterdam,www.bballscoolamsterdam.nl,Van Hogendorphal,Van Hogendorpstraat 921,1051CE,Amsterdam,West,,34355707,ja,52.38164722,4.86758379
Beachhandbal,Westsite,www.westsite.amsterdam,Westsite,Handbalstraat 740,1062XA,Amsterdam,Nieuw-West,,34162957,,52.34181617,4.8363683
Beachvolleybal,Sportverhuur gemeente Amsterdam,www.amsterdam.nl/sport,Bijlmer Sportpark,Karspeldreef 501,1102BX,Amsterdam,Zuidoost,,,,52.31131704,4.96438316
Beachvolleybal,Universitair Sportcentrum,www.usc.uva.nl,Sportcentrum Universum (USC),Science Park 306,1098XH,Amsterdam,Oost,,34239339,,52.35564969,4.95629984
Beachvolleybal,BeeVeeStrand,www.beeveestrand.nl,Sportpark De Eendracht,Tom Schreursweg 10,1067MC,Amsterdam,Nieuw-West,,34236221,,52.38206168,4.78435888
Beachvolleybal,Sportverhuur gemeente Amsterdam,www.amsterdam.nl/sport,Sportpark Middenmeer-Voorland,Radioweg 65,1098NG,Amsterdam,Oost,,,,52.34996592,4.94754762
Beachvolleybal,US Volleybal,www.usvolleybal.nl,Sportpark Middenmeer-Voorland,Radioweg 65,1098NG,Amsterdam,Oost,,40531993,,52.34996592,4.94754762
Beachvolleybal,Albatros,www.albatros-amsterdam.nl,Sportpark Middenmeer-Voorland,Radioweg 89,1098NG,Amsterdam,Oost,,40532984,,52.34652958,4.95158812
Beachvolleybal,VU Sportcentrum,sportcentrumvu.nl/sporten/balsporten-amsterdam/beachvolleybal-amsterdam,VU Campus,De Boelelaan 1081,1081HV,Amsterdam,Zuid,,,,52.33297595,4.86699436
Bergsport,NKBV Regio Amsterdam,amsterdam.nkbv.nl,Sportpark Ookmeer,Dokter Meurerlaan 9,1067SM,Amsterdam,Nieuw-West,,,,52.36807846,4.80165803
Bewegen op muziek,St. Verder in Balans (ViB),www.verderinbalans.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,ja,34151287,,52.33997926,4.85410708
Biljarten,BC Excelsior (donderdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,52.38382502,4.84612823
Biljarten,BC Time Out (vrijdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,52.38382502,4.84612823
Biljarten,BC Victoria (vrijdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,52.38382502,4.84612823
Biljarten,BV Blauw Wit/De Klos (woensdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,52.38382502,4.84612823
Biljarten,BV EDO '83 (donderdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,52.38382502,4.84612823
Biljarten,BV H.E.T.E.Y./Insulinde (donderdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,52.38382502,4.84612823
Biljarten,BV Push and Win (vrijdag),www.knbbamsterdam.nl,Biljartcentrum Sloterdijk,Willem Leevendstraat 30-1,1055KC,Amsterdam,West,,,,52.38382502,4.84612823
Biljarten,ABC Rembrandt,www.knbbamsterdam.nl,Biljartcentrum Startbaan,Startbaan 2,1185XR,Amstelveen,Buiten Amsterdam,,,,52.28561157,4.85736538
Biljarten,BV Krijt op Tijd,www.knbbamsterdam.nl,Biljartcentrum Startbaan,Startbaan 2,1185XR,Amstelveen,Buiten Amsterdam,,,,52.28561157,4.85736538
Biljarten,Boven 't IJ/BV De Albatros,www.boventij.com,Boven 't Y,Buikslotermeerplein 145,1025ET,Amsterdam,Noord,,,,52.39912683,4.9375242
Biljarten,BV Chris Scholten,www.knbbamsterdam.nl,Café Chris Scholten,Van Woustraat 104,1073LR,Amsterdam,Zuid,,,,52.35429754,4.90144411
Biljarten,Frans Hals,www.knbbamsterdam.nl,Cafe De Amstel,Amstelkade 39,1078AG,Amsterdam,Zuid,,,,52.34863327,4.90314987
Biljarten,De Roemer '41,www.knbbamsterdam.nl,Café Insulinde,Sumatrastraat 24,1094ND,Amsterdam,Oost,,,,52.36422704,4.93517511
Biljarten,Club 8,www.club-8.nl,Club 8,Admiraal De Ruijterweg 56B,1056GL,Amsterdam,West,,,,52.37124155,4.86194957
Biljarten,De Eik,www.knbbamsterdam.nl,Restaurant De Halve Maen,Sloterweg 1345,1066CM,Amsterdam,Nieuw-West,,,,52.34115719,4.79304388
Biljarten,Senioren Biljart Vereniging Osdorp,www.seniorenbiljartosdorp.com,Restaurant De Halve Maen,Sloterweg 1345,1066CM,Amsterdam,Nieuw-West,,34272396,,52.34115719,4.79304388
Biljarten,T.O.G. de Halve Maen,www.knbbamsterdam.nl,Restaurant De Halve Maen,Sloterweg 1345,1066CM,Amsterdam,Nieuw-West,,,,52.34115719,4.79304388
Biljarten,Biljartcentrum Startbaan,www.tenniscentrumstartbaan.nl/biljartcentrum-startbaan,Tenniscentrum Startbaan,Startbaan 2,1185XR,Amstelveen,Buiten Amsterdam,,,,52.28561157,4.85736538
Boksen,Amsterdams Boks Centrum,www.abcboxingjoval.nl,Amsterdams Boks Centrum,Holendrechtplein 23,1106LN,Amsterdam,Zuidoost,,41211379,ja,52.29945966,4.96348178
Boksen,St. Boks voor het Elkaar,www.bokshetvoorelkaar.nl,Boks het voor Elkaar,Johan Huizingalaan 91,1065HW,Amsterdam,West,,,ja,52.36247091,4.82765504
Boksen,Boksteam VBSK Albert Cuyp,www.vbsk.nl,Boksschool Albert Cuyp,Albert Cuypstraat 241,1073BH,Amsterdam,Zuid,,40531659,,52.35672637,4.89760095
Boksen,Bokstherapie/Boksen voor vrouwen,www.bokstherapie.nl,Bokstherapie,Waalstraat 184,1079EJ,Amsterdam,Zuid,,,,52.34106829,4.90161821
Boksen,A.B.O.V. Amsterdam,www.abovamsterdam.nl,Boxing Gym ABOV,Amstelkade 13,1078AB,Amsterdam,Zuid,,40530134,,52.34921721,4.90750247
Boksen,S.B.K.,www.boksen.eu,De Palm,Palmstraat 34,1015HS,Amsterdam,Centrum,,40534043,,52.38173617,4.88401802
Boksen,Sportcentrum KOPS,www.sportcentrumkops.nl,Sportcentrum Kops,Weesperzijde 115,1091EN,Amsterdam,Oost,,40535111,,52.35071883,4.91212422
Boksen,Vos Gym Amsterdam,www.vosgymamsterdam.com,Vos gym,Donker Curtiusstraat 3,1051JL,Amsterdam,West,,61342726,ja,52.37914927,4.87184281
Boksen,Xena Sports,www.xenasports.nl,Xena Sports,Van Hallstraat 52,1051HH,Amsterdam,West,,34111082,ja,52.38185859,4.87036798
Boksen,Stichting Project Fearless,www.projectfearless.org/nl-home,,Frederiksplein 6-8,1017XM,Amsterdam,Centrum,,75276836,ja,52.36096261,4.89866975
Bootcamp,A3 sport,www.facebook.com/a3demunnik/,Sporthal De Weeren,Beemsterstraat 656,1027ED,Amsterdam,Noord,,67601782,ja,52.40119389,4.95933828
Bootcamp,Spark United,www.sparkunited.nl/gebruikers/spark-united-buurtsportvereniging,Sportpark De Eendracht,Bok de Korverweg 20,1067HR,Amsterdam,Nieuw-West,,55541542,,52.37924265,4.78522141
Bootcamp,Bootcamp Tai,www.bootcamptai.com,Westerpark,Polonceau-kade 1,1014DA,Amsterdam,West,,69590427,ja,52.38589309,4.87461406
Bootcamp,ArenaFysio,www.bijlmer-bootcamp.nl,,Karspeldreef 501,1102BX,Amsterdam,Zuid-Oost,,,ja,52.31131704,4.96438316
Bowling,Aloha,www.aloha.nl,Aloha Bowling,De Ruyterkade 151,1011AC,Amsterdam,Centrum,,,,52.37758857,4.9090167
Bowling,Bowlingvereniging Amsterdam,www.knijnbowling.nl,Bowling Knijn,Scheldeplein 3,1078GR,Amsterdam,Zuid,,,,52.34433323,4.89135398
Bowling,Duivendrechtse Bowlingvereniging Borchland,www.d-b-b.nl,Sportcentrum Borchland,Borchlandweg 6,1114BD,Duivendrecht,Zuidoost,,,,52.31582756,4.9276264
Bowls,Gaasperdam Bowls Club,www.bowlsclubgaasperdam.nl/,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,,,52.29676965,4.97825726
Bowls,Bowlsclub Osdorp,www.mbvo-amsterdam.nl/bowls.htm,Sportpark Ookmeer,Herman Bonpad 5,1067SN,Amsterdam,Nieuw-West,,,,52.36662879,4.79847299
Bridge,Park Bridge Club,www.nbbclubsites.nl/club/1061,Anne Reijnvaanflat,Ite Boeremastraat 11,1054PP,Amsterdam,West,,,,52.36241256,4.86942399
Bridge,ABN/Amro,www.nbbclubsites.nl/club/1026,bankrestaurant ABN AMRO,Gustav Mahlerlaan 10,1082PP,Amsterdam,Zuidoost,,,,52.33700995,4.87488501
Bridge,H.I.M. B.U.V.,www.himbuv.com,Cafe Genieten,Oranje Vrijstaatplein 2,1093NG,Amsterdam,Oost,,40537944,,52.35674736,4.93089646
Bridge,A.B.A.C.,www.nbbclubsites.nl/club/1006,De 2 Klaveren,De Clercqstraat 136,1052NP,Amsterdam,West,,,,52.37013411,4.86557485
Bridge,Twee Klaveren,www.nbbclubsites.nl/club/1041,De 2 Klaveren,De Clercqstraat 136,1052NP,Amsterdam,West,,,,52.37013411,4.86557485
Bridge,Brivea,www.nbbclubsites.nl/club/1046,De Bolder,Groenhof 140,1186EX,Amstelveen,Buiten Amsterdam,,,,52.28883083,4.87094542
Bridge,Buitenveldertse Bridge Club,www.nbbclubsites.nl/club/1044,De Buitenhof,Nieuw Herlaer 2,1083BD,Amsterdam,Zuid,,34221468,,52.32666794,4.88819195
Bridge,BC '90,www.nbbclubsites.nl/club/1047,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,,,52.31520626,4.86336374
Bridge,BC Aemestelle,www.nbbclubsites.nl/club/1008,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,,,52.31520626,4.86336374
Bridge,BC Minerva,www.nbbclubsites.nl/club/1018,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,,,52.31520626,4.86336374
Bridge,Biesbosch,www.nbbclubsites.nl/club/1016,Go Centrum,Schokland 14,1181HV,Amstelveen,Buiten Amsterdam,,,,52.31520626,4.86336374
