index,jaar,fase,verantwoordelijk_minister,hoofdstuk_naam,hoofdstuk_nummer,artikel_naam,artikel_nummer,beleid_of_niet_beleid,rbv_model,artikelonderdeel_naam,artikelonderdeel_nummer,instrument_of_uitsplitsing_apparaat_naam,instrument_of_uitsplitsing_apparaat_nummer,regeling_detailniveau_naam,regeling_detailniveau_nummer,vuo,bedrag
A.15.46655.0.333548.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdvaarwegennet,15,,,"15.02 Beheer, onderhoud en vervanging",46655,"Beheer en onderhoud",0,RWS,333548,U,0
X.11.35236.0.0.V,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,geheim,11,,,,35236,0,0,,,V,0
X.2.35236.0.0.O,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marine",2,,,,35236,Apparaatsontvangsten,0,,,O,0
VII.5.45619.6.333549.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.2 Omgevingswet",45619,Opdrachten,6,"Eenvoudig beter",333549,U,0
X.2.35236.0.0.V,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marine",2,,,,35236,Apparaatsontvangsten,0,,,V,0
VIII.1.35236.4.333550.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Primair onderwijs",1,,,,35236,Bekostiging,4,"Bekostiging Caribisch Nederland",333550,U,0
VII.5.24887.0.0.O,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,Ontvangsten,24887,0,0,,,O,0
X.2.35236.16.333551.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marine",2,,,,35236,"Materiële uitgaven",16,"Overige materiële uitgaven ",333551,U,0
A.14.26450.12.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Regionaal, lokale infrastructuur",14,,,"RSP-ZZL: Pakket Bereikbaarheid",26450,"Bijdrage aan sociale fondsen",12,,,U,0
VIII.1.35236.4.333552.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Primair onderwijs",1,,,,35236,Bekostiging,4,Overig,333552,U,0
VII.5.45901.1.333553.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Subsidies (regelingen)",1,Basisregistraties,333553,U,0
X.2.35236.16.333554.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marine",2,,,,35236,"Materiële uitgaven",16,"Instandhouding IT",333554,U,0
XII.99.39260.21.333555.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Nog onverdeeld",99,,,Onvoorzien,39260,"Nog te verdelen",21,"Nog te verdelen",333555,U,0
X.2.35236.16.333556.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marine",2,,,,35236,"Materiële uitgaven",16,"Instandhouding infrastructuur",333556,U,0
VII.5.45901.1.333557.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Subsidies (regelingen)",1,"Programma Ruimtelijk Ontwerp",333557,U,0
X.2.35236.15.333558.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marine",2,,,,35236,"Personele uitgaven",15,"Overige personele uitgaven",333558,U,0
VII.5.45901.1.333559.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Subsidies (regelingen)",1,"Ruimtelijk instrumentarium (diversen)",333559,U,0
X.2.35236.15.333560.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marine",2,,,,35236,"Personele uitgaven",15,"Externe inhuur",333560,U,0
VIII.1.35236.8.333561.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Primair onderwijs",1,,,,35236,"Bijdrage aan ZBOs/RWTs",8,UWV,333561,U,0
X.2.35236.15.333562.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marine",2,,,,35236,"Personele uitgaven",15,"Eigen personeel",333562,U,0
VIII.1.35236.8.333563.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Primair onderwijs",1,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"Stichting Vervangingsfonds en Participatiefonds",333563,U,0
VII.5.45619.6.333564.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.2 Omgevingswet",45619,Opdrachten,6,"Aan de slag",333564,U,0
A.15.46655.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdvaarwegennet,15,,,"15.02 Beheer, onderhoud en vervanging",46655,"Beheer en onderhoud",0,,,U,0
A.15.46709.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdvaarwegennet,15,,,"15.07 Investeringsruimte",46709,0,0,,,U,0
VII.5.45901.6.333565.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,Opdrachten,6,"Basisregistraties Ondergrond (BRO)",333565,U,0
X.2.35236.6.333566.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marine",2,,,,35236,Opdrachten,6,Gereedstelling,333566,U,0
X.2.35236.6.333567.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marine",2,,,,35236,Opdrachten,6,"Instandhouding materieel",333567,U,0
VIII.1.35236.1.333568.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Primair onderwijs",1,,,,35236,"Subsidies (regelingen)",1,"Regeling Onderwijsvoorziening jonggehandicapten",333568,U,0
A.14.26492.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Regionaal, lokale infrastructuur",14,,,"Regionale Mob. Fondsen",26492,0,0,,,U,0
X.11.35236.22.0.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,geheim,11,,,,35236,Geheim,22,,,U,0
X.10.35236.0.0.V,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Apparaat Kerndepartement",10,,,,35236,0,0,,,V,0
A.18.46710.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Overige uitgaven en ontvangsten",18,,,"18.12 Nader toe te wijzen beheer, onderhoud en vervanging",46710,0,0,,,U,0
A.18.46711.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Overige uitgaven en ontvangsten",18,,,"18.15 Ramingsbijstelling en kasschuif",46711,0,0,,,U,0
A.18.46712.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Overige uitgaven en ontvangsten",18,,,"18.16 Reservering omgevingswet",46712,0,0,,,U,0
VIII.16.35236.1.333569.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Subsidies (regelingen)",1,"Stichting NLBIF",333569,U,0
VII.5.45901.9.333570.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Bijdrage aan medeoverheden",9,"Diversen projecten ruimtelijke kwaliteit",333570,U,0
VIII.16.35236.1.333571.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Subsidies (regelingen)",1,"Stichting AAP",333571,U,0
VII.5.45901.9.333572.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Bijdrage aan medeoverheden",9,Gemeenten,333572,U,0
VIII.16.35236.10.333573.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,NTU/INL,333573,U,0
VII.5.45901.9.333574.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Bijdrage aan medeoverheden",9,"Projecten Nota Ruimte",333574,U,0
XV.98.35236.7.333575.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Algemeen,98,,,,35236,"Bijdrage aan agentschappen",7,"Rijksdienst Ondernemend Nederland",333575,U,0
VIII.16.35236.1.333576.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Subsidies (regelingen)",1,NCWT/NEMO,333576,U,0
VII.5.35236.0.0.V,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,,35236,0,0,,,V,0
VII.6.24887.0.0.O,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,Ontvangsten,24887,0,0,,,O,0
XV.98.35236.6.333577.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Algemeen,98,,,,35236,Opdrachten,6,"Opdrachten overig",333577,U,0
VII.6.45902.11.333578.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Bijdrage aan (andere) begrotingshoofdstukken",11,"Ministerie van Buitenlandse Zaken (H5)",333578,U,0
XV.98.35236.6.333579.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Algemeen,98,,,,35236,Opdrachten,6,Handhaving,333579,U,0
XV.98.35236.4.333580.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Algemeen,98,,,,35236,Bekostiging,4,"Uitvoeringskosten Caribisch Nederland",333580,U,0
VIII.16.35236.1.333581.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Subsidies (regelingen)",1,"NBC/Nationaal Herbarium",333581,U,0
VII.6.45842.1.333582.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.6 Investeringspost digitale overheid",45842,"Subsidies (regelingen)",1,"Doorontwikkeling en innovatie digitale overheid",333582,U,0
VIII.16.35236.1.333583.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Subsidies (regelingen)",1,"Nationale coördinatie",333583,U,0
XV.98.35236.1.333584.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Algemeen,98,,,,35236,"Subsidies (regelingen)",1,"Artikel 98",333584,U,0
A.18.46714.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Overige uitgaven en ontvangsten",18,,,"18.08 Netwerkoverstijgende kosten",46714,0,0,,,U,0
VII.5.45901.7.333585.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Bijdrage aan agentschappen",7,"Basisregistraties Ondergrond (BRO)",333585,U,0
A.18.46714.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Overige uitgaven en ontvangsten",18,,,"18.08 Netwerkoverstijgende kosten",46714,0,0,,,U,0
XV.9.35236.5.333586.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Nabestaanden,9,,,,35236,Inkomensoverdrachten,5,"AWW (Caribisch Nederland)",333586,U,0
VIII.16.35236.6.0.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,Opdrachten,6,,,U,0
VII.5.45901.7.333587.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Bijdrage aan agentschappen",7,RVB,333587,U,0
X.10.35236.16.333588.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Apparaat Kerndepartement",10,,,,35236,"Materiële uitgaven",16,"Overige materiële uitgaven ",333588,U,0
VII.5.45619.7.333589.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.2 Omgevingswet",45619,"Bijdrage aan agentschappen",7,"RWS (Eenvoudig Beter)",333589,U,0
X.10.35236.15.333590.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Apparaat Kerndepartement",10,,,,35236,"Personele uitgaven",15,"Overige personele uitgaven",333590,U,0
VII.5.45901.7.333591.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Bijdrage aan agentschappen",7,"RWS (leefomgeving)",333591,U,0
X.10.35236.15.333592.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Apparaat Kerndepartement",10,,,,35236,"Personele uitgaven",15,"Externe inhuur",333592,U,0
VII.5.45619.8.333593.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.2 Omgevingswet",45619,"Bijdrage aan ZBOs/RWTs",8,"Aan de slag",333593,U,0
X.10.35236.15.333594.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Apparaat Kerndepartement",10,,,,35236,"Personele uitgaven",15,"Eigen personeel",333594,U,0
VII.5.45901.8.333595.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Bijdrage aan ZBOs/RWTs",8,"Basisregistraties Ondergrond (BRO)",333595,U,0
VII.5.45901.8.333596.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Bijdrage aan ZBOs/RWTs",8,Geo-informatie,333596,U,0
X.10.35236.0.333597.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Apparaat Kerndepartement",10,,,,35236,0,0,"Pensioenen, wachtgelden en uitkeringen",333597,U,0
VII.5.45619.8.333598.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.2 Omgevingswet",45619,"Bijdrage aan ZBOs/RWTs",8,Geonovum,333598,U,0
X.10.24887.0.0.O,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Apparaat Kerndepartement",10,,,Ontvangsten,24887,Apparaatsontvangsten,0,,,O,0
VII.5.45619.8.333599.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.2 Omgevingswet",45619,"Bijdrage aan ZBOs/RWTs",8,ICTU,333599,U,0
VIII.16.35236.1.333600.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Onderzoek en wetenschapsbeleid",16,,,,35236,"Subsidies (regelingen)",1,STT,333600,U,0
XV.9.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Nabestaanden,9,,,,35236,0,0,,,V,0
XV.9.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Nabestaanden,9,,,,35236,0,0,,,V,0
VII.5.45619.8.333601.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.2 Omgevingswet",45619,"Bijdrage aan ZBOs/RWTs",8,Kadaster,333601,U,0
VII.5.45901.8.333602.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.1 Ruimtelijke ordening",45901,"Bijdrage aan ZBOs/RWTs",8,"Kadaster (basisregistraties)",333602,U,0
XV.9.35236.5.333603.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Nabestaanden,9,,,,35236,Inkomensoverdrachten,5,"Tegemoetkoming ANW",333603,U,0
VII.5.45619.9.333604.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Ruimtelijke ordening en Omgevingswet",5,,,"5.2 Omgevingswet",45619,"Bijdrage aan medeoverheden",9,"Aan de slag",333604,U,0
XV.9.35236.5.333605.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Nabestaanden,9,,,,35236,Inkomensoverdrachten,5,ANW,333605,U,0
X.3.24887.0.0.O,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Landmacht",3,,,Ontvangsten,24887,Apparaatsontvangsten,0,,,O,0
VII.4.45918.8.333606.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.2 Bouwregelgeving en bouwkwaliteit",45918,"Bijdrage aan ZBOs/RWTs",8,Toelatingsorganisatie,333606,U,0
VII.4.45624.8.333607.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Bijdrage aan ZBOs/RWTs",8,"Energietransitie en duurzaamheid",333607,U,0
VIII.3.35236.8.333608.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Voortgezet onderwijs",3,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"SLOA: onderwijs ondersteunende instellingen PO/VO/MBO (incl. examens)",333608,U,0
XV.5.35236.1.333609.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Werkloosheid,5,,,,35236,"Subsidies (regelingen)",1,"Experimenten 50+",333609,U,0
VII.3.45581.7.333610.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,Woningmarkt,3,,,"3.1 Woningmarkt",45581,"Bijdrage aan agentschappen",7,"ILT (Autoriteit woningcorporaties)",333610,U,0
X.6.24887.0.333611.O,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,Ontvangsten,24887,Programmaontvangsten,0,"Ontvangsten internationale organisaties",333611,O,0
VIII.3.35236.4.333612.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Voortgezet onderwijs",3,,,,35236,Bekostiging,4,"Regeling prestatiebox Voortgezet Onderwijs",333612,U,0
X.6.24887.0.333613.O,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,Ontvangsten,24887,Programmaontvangsten,0,"Verkoopopbrengsten strategisch infrastructuur",333613,O,0
VII.3.45581.8.333614.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,Woningmarkt,3,,,"3.1 Woningmarkt",45581,"Bijdrage aan ZBOs/RWTs",8,Woningmarkt,333614,U,0
VIII.3.35236.6.333615.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Voortgezet onderwijs",3,,,,35236,Opdrachten,6,"In- en uitbesteding",333615,U,0
XV.7.35236.1.333616.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Kinderopvang,7,,,,35236,"Subsidies (regelingen)",1,"Tegemoetkoming eigen bijdrage",333616,U,0
X.6.24887.0.333617.O,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,Ontvangsten,24887,Programmaontvangsten,0,"Verkoopopbrengsten strategisch materieel",333617,O,0
VIII.3.35236.10.333618.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Voortgezet onderwijs",3,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"GRAZ (ECML) en PISA",333618,U,0
X.5.35236.0.0.V,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marechaussee",5,,,,35236,0,0,,,V,0
VII.4.24887.0.0.O,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,Ontvangsten,24887,0,0,,,O,0
VIII.3.35236.7.333619.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Voortgezet onderwijs",3,,,,35236,"Bijdrage aan agentschappen",7,"Dienst Uitvoering Onderwijs",333619,U,0
VIII.3.35236.0.0.O,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,"Voortgezet onderwijs",3,,,,35236,0,0,,,O,0
X.5.35236.6.333620.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marechaussee",5,,,,35236,Opdrachten,6,"Instandhouding materieel",333620,U,0
VII.4.45624.11.333621.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Bijdrage aan (andere) begrotingshoofdstukken",11,EGO,333621,U,0
VIII.25.35236.0.0.V,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Emancipatie,25,,,,35236,Verplichtingen,0,,,V,0
X.5.35236.16.333622.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marechaussee",5,,,,35236,"Materiële uitgaven",16,"Overige materiële uitgaven ",333622,U,0
X.5.35236.16.333623.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,"Koninklijke Marechaussee",5,,,,35236,"Materiële uitgaven",16,"Instandhouding infrastructuur",333623,U,0
X.6.35236.13.333624.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,,35236,"Storting/onttrekking begrotingsreserve",13,"Reserve valutaschommelingen",333624,U,0
VII.4.45624.11.333625.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Energietransitie gebouwde omgeving en bouwkwaliteit",4,,,"4.1 Energietransitie en duurzaamheid",45624,"Bijdrage aan (andere) begrotingshoofdstukken",11,"Gemeentefonds (H50)",333625,U,0
X.6.24887.0.333626.O,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,Ontvangsten,24887,Programmaontvangsten,0,"Overige ontvangsten materieel",333626,O,0
XIV.11.35236.1.333627.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Subsidies (regelingen)",1,"Glastuinbouw en weerbare planten en teeltsystemen",333627,U,0
X.6.24887.0.333628.O,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,Ontvangsten,24887,Programmaontvangsten,0,"Overige ontvangsten infrastructuur",333628,O,0
VII.3.45581.6.333629.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,Woningmarkt,3,,,"3.1 Woningmarkt",45581,Opdrachten,6,"WSW risicovoorziening",333629,U,0
VII.3.45581.1.333630.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,Woningmarkt,3,,,"3.1 Woningmarkt",45581,"Subsidies (regelingen)",1,Woningmarkt,333630,U,0
X.6.35236.6.333631.V,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,,35236,Opdrachten,6,"Investeringen infrastructuur",333631,V,0
XVI.6.35236.6.333632.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Sport en bewegen",6,,,,35236,Opdrachten,6,Overige,333632,U,0
VII.3.45581.5.333633.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,Woningmarkt,3,,,"3.1 Woningmarkt",45581,Inkomensoverdrachten,5,Huurtoeslag,333633,U,0
X.6.35236.4.333634.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,,35236,Bekostiging,4,Technologieontwikkeling,333634,U,0
X.6.35236.4.333635.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,,35236,Bekostiging,4,"Kort-cyclische innovatie",333635,U,0
XVI.6.35236.9.333636.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Sport en bewegen",6,,,,35236,"Bijdrage aan medeoverheden",9,Sportakkoord,333636,U,0
XIV.11.35236.3.333637.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,Garanties,3,"Verliesdeclaraties borgstellingsfaciliteit",333637,U,0
X.6.35236.4.333638.U,2020,OWB,"Drs. A.Th.B. Bijleveld-Schouten",Defensie,X,Investeringen,6,,,,35236,Bekostiging,4,Kennisgebruik,333638,U,0
XVI.9.35236.0.333639.O,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Algemeen,9,,,,35236,0,0,Overige,333639,O,0
XIV.11.35236.7.333640.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Bijdrage aan agentschappen",7,"Rijksdienst voor Ondernemend Nederland",333640,U,0
