index,jaar,fase,verantwoordelijk_minister,hoofdstuk_naam,hoofdstuk_nummer,artikel_naam,artikel_nummer,beleid_of_niet_beleid,rbv_model,artikelonderdeel_naam,artikelonderdeel_nummer,instrument_of_uitsplitsing_apparaat_naam,instrument_of_uitsplitsing_apparaat_nummer,regeling_detailniveau_naam,regeling_detailniveau_nummer,vuo,bedrag
VI.32.46644.6.333220.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.3 Optimale randvoorwaarden voor een doelmatig en doeltreffend rechtsbestel",46644,Opdrachten,6,"Opdrachten en onderzoeken rechtspleging",333220,U,0
VI.32.46644.6.333221.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.3 Optimale randvoorwaarden voor een doelmatig en doeltreffend rechtsbestel",46644,Opdrachten,6,Opdrachten,333221,U,0
IX.3.35236.18.0.O,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,Vermogensverschaffing/-onttrekking,18,,,O,0
J.7.25438.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Investeren in waterkwaliteit",7,,,"Studiekosten waterkwaliteit",25438,n.v.t.,0,,,U,0
XV.11.35236.10.333222.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Uitvoeringskosten,11,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"Landelijke Cliëntenraad",333222,U,0
VI.32.46681.6.333223.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.2 Adequate toegang tot het rechtsbestel",46681,Opdrachten,6,"Wet Schuldsanering Natuurlijke Personen",333223,U,0
J.7.46682.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Investeren in waterkwaliteit",7,,,"Real.progr.Kaderrichtlijn water",46682,0,0,,,U,0
VI.32.46681.6.333224.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.2 Adequate toegang tot het rechtsbestel",46681,Opdrachten,6,"Toevoegingen rechtsbijstand",333224,U,0
XV.10.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Tegemoetkoming ouders",10,,,,35236,0,0,,,V,0
IX.3.35236.2.0.O,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,Leningen,2,,,O,0
J.7.26468.0.0.O,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Investeren in waterkwaliteit",7,,,"Ontvangsten investeringen in waterkwaliteit",26468,"Ontvangsten investeringen in waterkwaliteit",0,,,O,0
VI.32.46644.9.333225.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.3 Optimale randvoorwaarden voor een doelmatig en doeltreffend rechtsbestel",46644,"Bijdrage aan medeoverheden",9,"Raad voor de rechtspraak",333225,U,0
VI.32.46644.8.333226.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.3 Optimale randvoorwaarden voor een doelmatig en doeltreffend rechtsbestel",46644,"Bijdrage aan ZBOs/RWTs",8,"Autoriteit Persoonsgegevens",333226,U,0
J.6.25391.11.0.O,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Bijdragen t.l.v. begroting Hoofdstuk XII",6,,,"Ten laste van begroting IenW",25391,"Bijdrage aan (andere) begrotingshoofdstukken",11,,,O,0
XV.10.35236.5.333227.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Tegemoetkoming ouders",10,,,,35236,Inkomensoverdrachten,5,"Kinderbijslagvoorziening BES",333227,U,0
J.5.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Netwerkgebonden kosten en overige uitgaven",5,,,,35236,0,0,,,V,0
VI.32.46681.8.333228.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.2 Adequate toegang tot het rechtsbestel",46681,"Bijdrage aan ZBOs/RWTs",8,"Raad voor Rechtsbijstand",333228,U,0
XV.10.35236.5.333229.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Tegemoetkoming ouders",10,,,,35236,Inkomensoverdrachten,5,WKB,333229,U,0
IX.3.35236.0.0.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,0,0,,,U,0
VI.32.46681.8.333230.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.2 Adequate toegang tot het rechtsbestel",46681,"Bijdrage aan ZBOs/RWTs",8,"Bureau Financieel Toezicht",333230,U,0
IX.3.35236.18.0.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,Vermogensverschaffing/-onttrekking,18,,,U,0
VI.32.46681.6.333231.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.2 Adequate toegang tot het rechtsbestel",46681,Opdrachten,6,Opdrachten,333231,U,0
XV.10.35236.5.333232.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Tegemoetkoming ouders",10,,,,35236,Inkomensoverdrachten,5,AKW,333232,U,0
XV.11.35236.8.333233.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Uitvoeringskosten,11,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"Uitvoeringskosten SVB",333233,U,0
IX.3.35236.0.0.O,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,0,0,,,O,0
XV.13.35236.1.333234.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Integratie en maatschappelijke samenhang",13,,,,35236,"Subsidies (regelingen)",1,"Opbouw kennisfunctie integratie",333234,U,0
XII.23.46583.7.333235.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Meteorologie, seismologie en aardobservatie",23,,,"1 Meteorologie en seismologie",46583,"Bijdrage aan agentschappen",7,KNMI,333235,U,0
VIII.11.35236.2.333236.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Studiefinanciering,11,,,,35236,Leningen,2,"Basisbeurs prestatiebeurs (NR)",333236,U,0
XV.13.35236.2.333237.O,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Integratie en maatschappelijke samenhang",13,,,,35236,Leningen,2,Leningen,333237,O,0
VIII.11.35236.5.333238.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Studiefinanciering,11,,,,35236,Inkomensoverdrachten,5,"Basisbeurs gift (R)",333238,U,0
VI.32.46684.16.333239.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.1 apparaatsuitgaven Hoge Raad",46684,"Materiële uitgaven",16,ICT,333239,U,0
XII.23.46583.10.333240.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Meteorologie, seismologie en aardobservatie",23,,,"1 Meteorologie en seismologie",46583,"Bijdrage aan (inter-)nationale organisaties",10,"Contributie European Centre for Mediumrange Weather Forecasts (HGIS)",333240,U,0
XV.11.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Uitvoeringskosten,11,,,,35236,0,0,,,V,0
VIII.11.35236.5.333241.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Studiefinanciering,11,,,,35236,Inkomensoverdrachten,5,"Aanvullende beurs prestatiebeurs (NR)",333241,U,0
VI.32.46684.16.333242.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.1 apparaatsuitgaven Hoge Raad",46684,"Materiële uitgaven",16,SSO's,333242,U,0
XII.23.35236.0.0.O,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Meteorologie, seismologie en aardobservatie",23,,,,35236,0,0,,,O,0
VIII.11.35236.5.333243.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Studiefinanciering,11,,,,35236,Inkomensoverdrachten,5,"Aanvullende beurs gift (R)",333243,U,0
XV.11.35236.8.333244.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Uitvoeringskosten,11,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"Uitvoeringskosten UWV",333244,U,0
VI.32.46684.16.333245.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.1 apparaatsuitgaven Hoge Raad",46684,"Materiële uitgaven",16,"Overige materiële uitgaven ",333245,U,0
VIII.11.35236.99.333246.O,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Studiefinanciering,11,,,,35236,Ontvangsten,99,"Overige ontvangsten (R)",333246,O,0
XVII.3.45579.21.0.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.1 Seksuele en reproductieve gezondheid en rechten en hiv/aids",45579,"Nog te verdelen",21,,,U,0
VIII.11.35236.99.333247.O,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Studiefinanciering,11,,,,35236,Ontvangsten,99,"Ontvangen rente (R)",333247,O,0
VIII.11.35236.99.333248.O,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Studiefinanciering,11,,,,35236,Ontvangsten,99,"Terugontvangen hoofdsom (NR)",333248,O,0
VI.32.46681.1.333249.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.2 Adequate toegang tot het rechtsbestel",46681,"Subsidies (regelingen)",1,"Juridisch Loket",333249,U,0
VI.32.46681.6.333250.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.2 Adequate toegang tot het rechtsbestel",46681,Opdrachten,6,"Mediation in strafrecht",333250,U,0
XV.11.35236.8.333251.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Uitvoeringskosten,11,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"Uitvoeringskosten SVB",333251,U,0
IX.3.35236.0.0.O,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,0,0,,,O,0
VI.32.46684.15.333252.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.1 apparaatsuitgaven Hoge Raad",46684,"Personele uitgaven",15,"Externe inhuur",333252,U,0
J.5.25433.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Netwerkgebonden kosten en overige uitgaven",5,,,Reserveringen,25433,n.v.t.,0,,,U,0
IX.3.35236.2.0.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,Leningen,2,,,U,0
J.3.25424.7.333253.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Beheer, onderhoud en vervanging",3,,,Watermanagement,25424,"Bijdrage aan agentschappen",7,RWS,333253,U,0
XVI.8.35236.0.0.V,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Tegemoetkoming specifieke kosten",8,,,,35236,0,0,,,V,0
IX.4.35236.0.0.V,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,,35236,0,0,,,V,0
IX.4.35236.0.0.V,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,,35236,0,0,,,V,0
IX.4.35236.0.0.V,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,,35236,0,0,,,V,0
IX.4.35236.0.0.V,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,,35236,0,0,,,V,0
IX.4.35236.0.0.V,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,,35236,0,0,,,V,0
IX.4.35236.0.0.V,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,,35236,0,0,,,V,0
IX.4.35236.0.0.V,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,,35236,0,0,,,V,0
IX.4.35236.0.0.V,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,,35236,0,0,,,V,0
IX.4.46686.0.0.V,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,Wereldbank,46686,Wereldbank,0,,,V,0
VI.33.46687.1.333254.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Veiligheid en criminaliteitsbestrijding",33,,,"33.2 Bestuur, informatie en technologie",46687,"Subsidies (regelingen)",1,"Centrum voor Criminaliteitspreventie en Veiligheid",333254,U,0
J.3.39168.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Beheer, onderhoud en vervanging",3,,,"Beheer, onderhoud en vervanging",39168,Vervanging,0,,,U,0
VI.33.46687.1.333255.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Veiligheid en criminaliteitsbestrijding",33,,,"33.2 Bestuur, informatie en technologie",46687,"Subsidies (regelingen)",1,"Keurmerk Veilig Ondernemen",333255,U,0
XII.22.25189.6.333256.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Omgevingsveiligheid en milieurisico's",22,,,"Veiligheid bedrijven en transport",25189,Opdrachten,6,"Opdrachten Asbest",333256,U,0
J.3.39168.7.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Beheer, onderhoud en vervanging",3,,,"Beheer, onderhoud en vervanging",39168,"Bijdrage aan agentschappen",7,,,U,0
VI.33.46687.1.333257.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Veiligheid en criminaliteitsbestrijding",33,,,"33.2 Bestuur, informatie en technologie",46687,"Subsidies (regelingen)",1,"Regeling Uitstapprogramma's prostituees",333257,U,0
XII.22.25189.6.333258.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Omgevingsveiligheid en milieurisico's",22,,,"Veiligheid bedrijven en transport",25189,Opdrachten,6,Opdrachten,333258,U,0
XII.22.46607.6.333259.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Omgevingsveiligheid en milieurisico's",22,,,"1 Veiligheid chemische stoffen",46607,Opdrachten,6,Opdrachten,333259,U,0
XVI.7.35236.0.0.V,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Oorlogsgetroffenen en Herinnering Tweede Wereldoorlog",7,,,,35236,0,0,,,V,0
IX.4.35236.3.0.V,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,,35236,Garanties,3,,,V,0
XVI.7.26436.8.333260.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Oorlogsgetroffenen en Herinnering Tweede Wereldoorlog",7,,,"2. Pensioenen en uitkeringen voor verzetsdeelnemers en oorlogsgetroffenen WO II",26436,"Bijdrage aan ZBOs/RWTs",8,SVB,333260,U,0
XVI.9.26437.10.333261.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Algemeen,9,,,"1. Internationale samenwerking",26437,"Bijdrage aan (inter-)nationale organisaties",10,Overige,333261,U,0
J.5.25432.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Netwerkgebonden kosten en overige uitgaven",5,,,Investeringsruimte,25432,n.v.t.,0,,,U,0
VI.33.35236.0.0.O,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Veiligheid en criminaliteitsbestrijding",33,,,,35236,0,0,,,O,0
VI.33.35236.0.0.O,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Veiligheid en criminaliteitsbestrijding",33,,,,35236,0,0,,,O,0
VI.32.46644.8.333262.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.3 Optimale randvoorwaarden voor een doelmatig en doeltreffend rechtsbestel",46644,"Bijdrage aan ZBOs/RWTs",8,"College voor de Rechten van de Mens",333262,U,0
J.5.25431.7.333263.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Netwerkgebonden kosten en overige uitgaven",5,,,"Overige uitgaven",25431,"Bijdrage aan agentschappen",7,RWS,333263,U,0
VI.32.46644.8.333264.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.3 Optimale randvoorwaarden voor een doelmatig en doeltreffend rechtsbestel",46644,"Bijdrage aan ZBOs/RWTs",8,"College gerechtelijk deskundigen",333264,U,0
J.5.25431.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Netwerkgebonden kosten en overige uitgaven",5,,,"Overige uitgaven",25431,n.v.t.,0,,,U,0
XVI.9.35236.0.0.V,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Algemeen,9,,,,35236,0,0,,,V,0
J.5.24930.7.333265.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Netwerkgebonden kosten en overige uitgaven",5,,,Apparaat,24930,"Bijdrage aan agentschappen",7,RWS,333265,U,0
VI.32.46644.8.333266.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.3 Optimale randvoorwaarden voor een doelmatig en doeltreffend rechtsbestel",46644,"Bijdrage aan ZBOs/RWTs",8,"Overige bijdrage ZBO's/RWT's",333266,U,0
XVI.9.26437.7.333267.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Algemeen,9,,,"1. Internationale samenwerking",26437,"Bijdrage aan agentschappen",7,Overige,333267,U,0
J.5.24930.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Netwerkgebonden kosten en overige uitgaven",5,,,Apparaat,24930,n.v.t.,0,,,U,0
VI.32.46644.8.333268.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.3 Optimale randvoorwaarden voor een doelmatig en doeltreffend rechtsbestel",46644,"Bijdrage aan ZBOs/RWTs",8,"Stichting Advisering Bestuursrechtspraak",333268,U,0
XVI.9.26439.7.333269.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Algemeen,9,,,"3. Eigenaarsbijdrage RIVM",26439,"Bijdrage aan agentschappen",7,"Eigenaarsbijdrage RIVM",333269,U,0
J.4.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Experimenteren cf. art. III Deltawet",4,,,,35236,0,0,,,V,0
IX.3.35236.2.333270.V,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Financieringsactiviteiten publiek-private sector",3,,,,35236,Leningen,2,"Lening KLM",333270,V,0
XVI.9.26439.7.333271.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Algemeen,9,,,"3. Eigenaarsbijdrage RIVM",26439,"Bijdrage aan agentschappen",7,"Eigenaarsbijdrage aCBG",333271,U,0
IX.4.46686.0.0.O,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,Wereldbank,46686,Wereldbank,0,,,O,0
J.4.26466.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Experimenteren cf. art. III Deltawet",4,,,GIV/PPS,26466,GIV/PPS,0,,,U,0
VI.32.46644.9.333272.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,"32.3 Optimale randvoorwaarden voor een doelmatig en doeltreffend rechtsbestel",46644,"Bijdrage aan medeoverheden",9,"Overige bijdrage medeoverheden",333272,U,0
IX.4.35236.0.0.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,"Internationale financiële betrekkingen",4,,,,35236,0,0,,,U,0
VI.32.35236.0.0.V,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Rechtspleging en rechtsbijstand",32,,,,35236,0,0,,,V,0
XVI.9.26438.3.333273.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Algemeen,9,,,"4. Begrotingsreserve achterborg WFZ-garanties",26438,Garanties,3,Overige,333273,U,0
VI.33.35236.0.0.O,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Veiligheid en criminaliteitsbestrijding",33,,,,35236,0,0,,,O,0
XVI.9.26437.10.333274.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Algemeen,9,,,"1. Internationale samenwerking",26437,"Bijdrage aan (inter-)nationale organisaties",10,"World Health Organization",333274,U,0
J.3.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Beheer, onderhoud en vervanging",3,,,,35236,0,0,,,V,0
J.3.39168.7.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Deltafonds,J,"Beheer, onderhoud en vervanging",3,,,"Beheer, onderhoud en vervanging",39168,"Bijdrage aan agentschappen",7,,,U,0
VIII.11.35236.5.333275.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Studiefinanciering,11,,,,35236,Inkomensoverdrachten,5,"Caribisch Nederland gift (R)",333275,U,0
XV.13.35236.1.333276.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Integratie en maatschappelijke samenhang",13,,,,35236,"Subsidies (regelingen)",1,"Overige subsidies",333276,U,0
VIII.11.35236.2.333277.U,2020,OWB,"A. Slob","Onderwijs, Cultuur en Wetenschap",VIII,Studiefinanciering,11,,,,35236,Leningen,2,"Collegegeldkrediet (NR)",333277,U,0
IX.12.46689.0.0.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,Kasbeheer,12,,,"RWT's en derden",46689,0,0,,,U,0
IX.12.46690.0.0.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,Kasbeheer,12,,,"Decentrale overheden",46690,0,0,,,U,0
IX.12.35236.0.333278.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,Kasbeheer,12,,,,35236,0,0,"Uitgave bij voortijdige beëindiging (hoofdsom)",333278,U,0
IX.12.46691.12.333279.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,Kasbeheer,12,,,"Sociale Fondsen",46691,0,12,"Bijdrage aan sociale fondsen",333279,U,0
IX.12.35236.17.333280.U,2020,OWB,"Hoekstra, W.B.","Financiën en Nationale Schuld",IX,Kasbeheer,12,,,,35236,Rente,17,Rente,333280,U,0
VI.31.46672.6.333281.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,Politie,31,,,"31.3 Kwaliteit, Arbeidsvoorwaarden en beheer meldkamers",46672,Opdrachten,6,Opdrachten,333281,U,0
XV.2.35236.0.333282.O,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Bijstand, Participatiewet en Toeslagenwet",2,,,,35236,0,0,"Algemene ontvangsten",333282,O,0
XV.1.35236.0.0.V,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Arbeidsmarkt,1,,,,35236,0,0,,,V,0
VI.31.46672.6.333283.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,Politie,31,,,"31.3 Kwaliteit, Arbeidsvoorwaarden en beheer meldkamers",46672,Opdrachten,6,Providers,333283,U,0
XII.25.35236.0.0.O,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Brede doeluitkering",25,,,,35236,0,0,,,O,0
