woonplaats;wijk;buurt;periode;aantal_ritten_in_periode;aantal_passagiers_in_periode;aantal_kilometers_per_periode;gemiddeld_aantal_km_per_rit
Assendelft;Assendelft-Noord;Parkrijk;201706;96;101;1116.60;11.6
Krommenie;Krommenie West;Krommeniedijk;201503;14;14;72.70;5.2
Zaandam;Oude Haven;Het Eiland;201604;123;123;530.40;4.3
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201705;162;162;878.00;5.4
Westzaan;Westzaan;J.J. Allanbuurt;201712;7;7;40.30;5.8
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201705;29;29;252.50;8.7
Zaandam;Nieuw West;Westerspoor;201901;94;;778.70;8.3
Zaandam;Nieuw West;Westerwatering;201807;165;;1317.16;8.0
Assendelft;Assendelft-Noord;Parkrijk;201508;138;138;1459.50;10.6
Zaandam;Rosmolenwijk;Rosmolenbuurt;201612;378;393;2373.70;6.3
Zaandam;Kogerveldwijk;Kogerveld;201702;80;80;619.30;7.7
Zaandam;Nieuw West;Westerspoor;201607;113;115;840.60;7.4
;;;201512;100;107;896.20;9.0
Krommenie;Krommenie West;Willis;201805;5;5;53.90;10.8
;;;201501;140;144;1308.30;9.3
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201802;130;135;986.08;7.6
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201506;259;261;1973.70;7.6
Zaandam;Zaandam West;Spoorbuurt;201703;34;41;345.50;10.2
Koog aan de Zaan;Westerkoog;Westerkoog;201510;282;282;2459.60;8.7
Zaandam;Nieuw West;Westerspoor;201902;99;;992.20;10.0
Assendelft;Assendelft-Noord;Parkrijk;201802;152;154;1399.32;9.2
Zaandam;Rosmolenwijk;Rosmolenbuurt;201608;499;505;4252.00;8.5
Zaandam;Rosmolenwijk;Rosmolenbuurt;201711;464;465;3880.20;8.4
;;;201708;90;90;864.20;9.6
Zaandam;Kogerveldwijk;Kogerveld;201706;57;57;201.00;3.5
Wormerveer;Wormerveer;Wormerveer Noord;201811;615;;5923.88;9.6
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201508;190;190;1798.20;9.5
Zaandam;Poelenburg;Poelenburg;201511;343;345;2383.80;6.9
Assendelft;Assendelft-Zuid;Centrum;201610;167;171;1739.70;10.4
;;;201806;105;105;747.07;7.1
Westzaan;Westzaan;Westzaan Zuid;201605;14;14;112.70;8.1
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201503;281;287;1991.20;7.1
Zaandam;Zaandam Zuid;Bomenbuurt;201601;124;124;670.70;5.4
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201505;401;403;3427.00;8.5
Zaandam;Nieuw West;Westerspoor;201803;58;59;397.40;6.9
Zaandam;Zaandam Noord;Kalf;201610;252;262;1794.30;7.1
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201706;169;171;1568.80;9.3
Zaandam;Pelders- en Hoornseveld;Peldersveld;201510;202;205;1324.10;6.6
Westzaan;Westzaan;Westzaan Noord;201612;97;98;1028.30;10.6
Krommenie;Krommenie West;Zuiderham;201603;170;171;1433.00;8.4
Krommenie;Krommenie West;Noorderham;201803;113;115;1160.61;10.3
Assendelft;Assendelft-Noord;Parkrijk;201702;131;131;1330.60;10.2
Westzaan;Westzaan;J.J. Allanbuurt;201606;8;8;46.00;5.8
Zaandam;Oude Haven;Het Eiland;201812;52;;339.20;6.5
Krommenie;Krommenie West;Noorderham;201902;96;;971.50;10.1
Krommenie;Krommenie West;Krommeniedijk;201506;9;9;44.30;4.9
;;;201701;201;201;1632.50;8.1
Wormerveer;Wormerveer;Wormerveer Noord;201804;468;473;4103.35;8.8
Zaandam;Kogerveldwijk;Kogerveld;201508;77;79;459.10;6.0
Zaandam;Rosmolenwijk;Rosmolenbuurt;201808;386;;3142.93;8.1
Assendelft;Assendelft-Noord;Parkrijk;201504;174;177;1984.10;11.4
Westzaan;Westzaan;Westzaan Noord;201703;73;73;688.30;9.4
Assendelft;Assendelft-Noord;Waterrijk;201803;95;97;816.30;8.6
Wormerveer;Wormerveer;Wormerveer Noord;201704;514;520;4346.90;8.5
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201709;316;316;1939.30;6.1
Wormerveer;Wormerveer;Wormerveer Noord;201609;550;551;5141.80;9.3
Westzaan;Westzaan;Westzaan Zuid;201801;35;35;232.80;6.7
Zaandam;Kogerveldwijk;Kogerveld;201611;75;75;448.20;6.0
Zaandam;Zaandam Noord;Kalf;201607;151;153;1176.10;7.8
Krommenie;Krommenie West;Willis;201812;8;;87.50;10.9
Zaandam;Zaandam Noord;Zaanse Schans;201701;5;5;21.00;4.2
Assendelft;Assendelft-Noord;Waterrijk;201902;111;;1209.70;10.9
Zaandijk;Rooswijk;Rooswijk Noord;201712;123;125;808.90;6.6
Zaandam;Zaandam Noord;Kalf;201901;314;;2343.00;7.5
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201611;235;241;2497.90;10.6
Zaandam;Zaandam West;Spoorbuurt;201612;56;62;507.30;9.1
Zaandam;Zaandam Noord;Zaanse Schans;201708;5;5;18.40;3.7
Krommenie;Krommenie Oost;Snuiverbuurt;201603;202;204;1651.60;8.2
Zaandijk;Oud Zaandijk;Oud Zaandijk;201601;95;96;640.40;6.7
Assendelft;Assendelft-Zuid;Centrum;201901;183;;1664.00;9.1
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201710;325;330;2064.50;6.4
Assendelft;Assendelft-Zuid;De Zuid;201505;49;49;602.60;12.3
Zaandam;Zaandam West;Oud West;201505;251;253;1626.90;6.5
Zaandam;Oude Haven;Havenbuurt;201509;4;4;6.80;1.7
Westknollendam;Wormerveer;Industriebuurt;201604;1;2;45.40;45.4
Assendelft;Assendelft-Noord;Langeheit;201807;41;;262.50;6.4
Krommenie;Krommenie Oost;Rosariumbuurt;201501;125;129;1128.60;9.0
Assendelft;Assendelft-Zuid;Centrum;201607;127;127;1550.90;12.2
Krommenie;Krommenie Oost;Rosariumbuurt;201512;222;227;1900.30;8.6
Zaandijk;Rooswijk;Rooswijk;201603;146;146;1099.90;7.5
Krommenie;Krommenie West;Noorderham;201804;102;102;967.15;9.5
Zaandam;Nieuw West;Westerspoor;201811;71;;627.67;8.8
Assendelft;Assendelft-Zuid;Centrum;201502;223;227;2304.20;10.3
Wormerveer;Wormerveer;Wormerveer Noord;201902;492;;4224.70;8.6
Assendelft;Assendelft-Noord;Langeheit;201601;21;21;96.00;4.6
Wormerveer;Wormerveer;Wormerveer Noord;201803;498;501;4248.90;8.5
Zaandam;Zaandam Noord;Kalf;201507;210;221;1538.60;7.3
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201608;29;29;235.10;8.1
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201711;53;53;482.00;9.1
Assendelft;Assendelft-Noord;Parkrijk;201710;117;118;1265.90;10.8
Krommenie;Krommenie Oost;Rosariumbuurt;201812;169;;1473.90;8.7
Zaandam;Zaandam Noord;Zaanse Schans;201604;7;7;26.90;3.8
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201605;69;69;546.90;7.9
Assendelft;Assendelft-Noord;Waterrijk;201609;79;79;738.30;9.3
Zaandam;Zaandam West;Spoorbuurt;201809;43;;355.95;8.3
Assendelft;Assendelft-Noord;Waterrijk;201704;70;70;860.00;12.3
Zaandam;Zaandam Noord;Kalf;201707;252;253;1788.50;7.1
Zaandijk;Oud Zaandijk;Oud Zaandijk;201807;253;;2364.62;9.3
Assendelft;Assendelft-Zuid;Centrum;201507;151;153;1609.20;10.7
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201504;304;318;2506.10;8.2
Krommenie;Krommenie West;Willis;201512;2;2;24.60;12.3
;;;201805;87;89;824.26;9.5
Krommenie;Krommenie West;Willis;201501;19;19;180.30;9.5
Assendelft;Assendelft-Zuid;De Zuid;201810;24;;286.79;11.9
Assendelft;Assendelft-Noord;Parkrijk;201709;108;108;1355.50;12.6
Zaandam;Zaandam West;Oud West;201810;261;;1763.10;6.8
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201608;169;170;763.70;4.5
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201711;155;155;729.10;4.7
Assendelft;Assendelft-Zuid;Centrum;201707;126;126;1428.70;11.3
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201603;46;46;327.70;7.1
Zaandam;Nieuw West;Westerspoor;201804;38;38;285.26;7.5
Krommenie;Krommenie West;Noorderham;201811;84;;781.40;9.3
Krommenie;Krommenie West;Krommeniedijk;201611;8;8;50.20;6.3
Zaandam;Oude Haven;Russische buurt;201801;92;95;1069.17;11.6
Zaandam;Zaandam Noord;Kalf;201502;231;238;1629.90;7.1
Westzaan;Westzaan;Westzaan Noord;201705;69;69;602.80;8.7
Zaandam;Kogerveldwijk;Kogerveld;201506;75;75;365.60;4.9
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201810;668;;4581.44;6.9
Zaandam;Nieuw West;Westerspoor;201609;58;58;645.60;11.1
Krommenie;Krommenie West;Krommeniedijk;201508;12;12;60.10;5.0
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201801;94;95;817.90;8.7
Zaandam;Nieuw West;Westerspoor;201704;56;56;506.30;9.0
Zaandam;Poelenburg;Poelenburg;201606;259;266;1724.30;6.7
Zaandam;Pelders- en Hoornseveld;Peldersveld;201602;190;190;825.20;4.3
Zaandam;Nieuw West;Westerwatering;201509;250;252;1767.50;7.1
Zaandam;Oude Haven;Het Eiland;201501;129;129;840.20;6.5
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201702;192;194;1171.30;6.1
Zaandam;Oude Haven;Het Eiland;201512;149;150;1079.20;7.2
Wormerveer;Wormerveer;Wormerveer Zuid;201603;108;110;789.10;7.3
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201808;54;;330.90;6.1
Assendelft;Assendelft-Noord;Waterrijk;201811;118;;1248.70;10.6
Westzaan;Westzaan;Westzaan Noord;201809;161;;1562.10;9.7
Westzaan;Westzaan;J.J. Allanbuurt;201511;13;13;83.90;6.5
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201808;159;;1017.25;6.4
Zaandam;Oude Haven;Russische buurt;201605;123;125;1156.40;9.4
Assendelft;Assendelft-Noord;Waterrijk;201804;95;96;853.55;9.0
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201802;322;325;2268.57;7.0
Koog aan de Zaan;Westerkoog;Westerkoog;201602;343;343;2651.50;7.7
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201506;286;286;2898.80;10.1
Zaandam;Zaandam Zuid;Bomenbuurt;201807;160;;1675.16;10.5
Krommenie;Krommenie West;Noorderham;201609;52;52;431.10;8.3
Zaandam;Zaandam West;Spoorbuurt;201705;79;83;818.30;10.4
Krommenie;Krommenie West;Noorderham;201704;108;108;1011.70;9.4
;;;201604;116;116;803.10;6.9
Assendelft;Assendelft-Noord;Parkrijk;201503;196;198;2092.10;10.7
Zaandam;Nieuw West;Westerwatering;201502;206;208;1556.30;7.6
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201503;118;118;1079.60;9.1
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201604;86;90;752.60;8.8
Zaandam;Zaandam Noord;Zaanse Schans;201605;1;1;4.20;4.2
Zaandam;Oude Haven;Het Eiland;201505;114;114;670.60;5.9
Zaandam;Zaandam West;Spoorbuurt;201712;45;48;363.10;8.1
Zaandam;Zaandam Zuid;Achtersluispolder;201710;2;2;40.90;20.5
Wormerveer;Wormerveer;Wormerveer Zuid;201710;181;184;1583.40;8.7
Zaandam;Zaandam Zuid;Bomenbuurt;201902;174;;1385.30;8.0
Assendelft;Assendelft-Noord;Langeheit;201811;65;;470.40;7.2
Krommenie;Krommenie Oost;Snuiverbuurt;201702;179;181;1696.80;9.5
Zaandam;Zaandam Zuid;Bomenbuurt;201803;160;160;1177.48;7.4
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201511;21;21;181.20;8.6
Zaandam;Nieuw West;Westerspoor;201601;100;100;742.90;7.4
Zaandam;Nieuw West;Westerwatering;201507;183;184;1410.90;7.7
Assendelft;Assendelft-Noord;Langeheit;201804;54;54;356.00;6.6
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201511;213;218;1038.20;4.9
Zaandam;Oude Haven;Havenbuurt;201610;31;31;178.20;5.7
Krommenie;Krommenie West;Zuiderham;201504;165;166;1213.40;7.4
Krommenie;Krommenie Oost;Snuiverbuurt;201802;163;164;1218.76;7.5
Zaandam;Oude Haven;Russische buurt;201805;92;93;1077.50;11.7
Zaandam;Nieuw West;Westerwatering;201707;159;161;1294.10;8.1
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201812;602;;4128.07;6.9
Krommenie;Krommenie West;Noorderham;201601;64;64;427.30;6.7
Westknollendam;Wormerveer;Westknollendam;201506;1;1;11.30;11.3
Wormerveer;Wormerveer;Wormerveer Zuid;201709;162;166;1353.00;8.4
Zaandijk;Rooswijk;Rooswijk;201503;161;162;1301.80;8.1
Zaandam;Zaandam Zuid;Achtersluispolder;201709;2;2;28.30;14.2
Zaandijk;Rooswijk;Rooswijk Noord;201612;178;185;1056.40;5.9
;;;201801;116;123;995.16;8.6
Assendelft;Assendelft-Noord;Waterrijk;201601;98;98;1195.60;12.2
Assendelft;Assendelft-Zuid;De Zuid;201812;31;;306.29;9.9
Zaandam;Zaandam West;Oud West;201812;258;;1676.54;6.5
Zaandam;Oude Haven;Havenbuurt;201607;43;43;226.00;5.3
Assendelft;Assendelft-Noord;Parkrijk;201603;179;181;1805.10;10.1
Wormerveer;Wormerveer;Industriebuurt;201508;2;2;11.90;6.0
Assendelft;Assendelft-Zuid;Centrum;201509;177;177;1728.40;9.8
Westzaan;Westzaan;Westzaan Noord;201712;116;118;1030.70;8.9
Westzaan;Westzaan;Westzaan Zuid;201701;3;3;23.10;7.7
Koog aan de Zaan;Westerkoog;Westerkoog;201506;301;301;2352.80;7.8
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201709;38;38;367.60;9.7
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201602;213;217;2121.90;10.0
Assendelft;Assendelft-Noord;Langeheit;201609;27;27;205.40;7.6
Zaandam;Zaandam Noord;Zaanse Schans;201801;5;5;20.60;4.1
Zaandam;Rosmolenwijk;Rosmolenbuurt;201606;482;485;3069.00;6.4
Assendelft;Assendelft-Noord;Langeheit;201704;30;30;286.10;9.5
Krommenie;Krommenie West;Zuiderham;201702;81;81;639.40;7.9
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201805;88;88;820.10;9.3
Zaandam;Oude Haven;Havenbuurt;201901;91;;456.00;5.0
Zaandijk;Rooswijk;Rooswijk Noord;201703;192;194;1106.90;5.8
Zaandijk;Rooswijk;Rooswijk;201710;125;125;1064.70;8.5
Wormerveer;Wormerveer;Wormerveer Zuid;201503;96;100;778.30;8.1
Westzaan;Westzaan;Westzaan Zuid;201806;34;34;287.40;8.5
Zaandijk;Rooswijk;Rooswijk;201709;95;95;883.70;9.3
Zaandam;Zaandam Zuid;Achtersluispolder;201503;2;2;17.10;8.6
;;;201605;104;104;936.30;9.0
Krommenie;Krommenie Oost;Snuiverbuurt;201504;208;210;2099.90;10.1
Wormerveer;Wormerveer;Wormerveer Noord;201807;406;;4020.94;9.9
Krommenie;Krommenie West;Krommeniedijk;201510;10;10;47.00;4.7
Zaandijk;Oud Zaandijk;Oud Zaandijk;201803;180;180;1158.58;6.4
Westzaan;Westzaan;J.J. Allanbuurt;201608;7;7;44.20;6.3
Westzaan;Westzaan;J.J. Allanbuurt;201711;10;10;57.50;5.8
Krommenie;Krommenie West;Zuiderham;201802;96;102;960.70;10.0
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201710;46;46;227.00;4.9
Zaandam;Pelders- en Hoornseveld;Peldersveld;201506;255;259;1449.20;5.7
Zaandam;Oude Haven;Russische buurt;201604;100;104;960.40;9.6
Westzaan;Westzaan;Westzaan Zuid;201708;12;12;88.50;7.4
Krommenie;Krommenie Oost;Rosariumbuurt;201810;167;;1773.18;10.6
Zaandam;Kogerveldwijk;Kogerveld;201602;66;66;432.40;6.6
Zaandam;Zaandam Noord;Kalf;201509;184;188;2156.10;11.7
Krommenie;Krommenie West;Willis;201505;19;19;376.60;19.8
Zaandijk;Oud Zaandijk;Oud Zaandijk;201902;269;;1594.00;5.9
Zaandam;Rosmolenwijk;Rosmolenbuurt;201511;493;496;2771.30;5.6
Krommenie;Krommenie West;Krommeniedijk;201602;10;10;42.60;4.3
Zaandam;Zaandam Zuid;Bomenbuurt;201811;147;;1186.51;8.1
Zaandam;Oude Haven;Russische buurt;201708;55;56;546.30;9.9
Krommenie;Krommenie Oost;Snuiverbuurt;201709;181;186;1442.20;8.0
Westzaan;Westzaan;Westzaan Zuid;201604;10;10;119.60;12.0
Zaandijk;Rooswijk;Rooswijk;201504;137;138;1124.60;8.2
Assendelft;Assendelft-Noord;Langeheit;201803;68;71;520.30;7.7
Zaandam;Pelders- en Hoornseveld;Peldersveld;201508;254;255;1609.00;6.3
Zaandam;Nieuw West;Westerwatering;201610;169;177;1339.20;7.9
Wormerveer;Wormerveer;Wormerveer Noord;201601;531;533;4648.50;8.8
Zaandam;Kogerveldwijk;Kogerveld;201510;70;73;435.10;6.2
Wormerveer;Wormerveer;Wormerveer Zuid;201802;129;131;966.35;7.5
Zaandam;Oude Haven;Havenbuurt;201507;4;4;42.50;10.6
Zaandam;Poelenburg;Poelenburg;201608;275;282;2012.70;7.3
Zaandam;Poelenburg;Poelenburg;201711;314;319;2236.40;7.1
Assendelft;Assendelft-Noord;Langeheit;201902;96;;901.10;9.4
Zaandam;Oude Haven;Havenbuurt;201707;56;56;239.20;4.3
Krommenie;Krommenie West;Zuiderham;201503;192;192;1545.70;8.1
Koog aan de Zaan;Westerkoog;Westerkoog;201706;393;395;3133.30;8.0
Zaandam;Oude Haven;Russische buurt;201806;109;112;1358.00;12.5
Krommenie;Krommenie West;Willis;201810;3;;27.80;9.3
Krommenie;Krommenie Oost;Rosariumbuurt;201505;157;163;1492.30;9.5
Wormerveer;Wormerveer;Wormerveer Zuid;201702;145;149;1174.80;8.1
Zaandijk;Rooswijk;Rooswijk Noord;201705;175;177;1054.10;6.0
Assendelft;Assendelft-Zuid;De Zuid;201501;49;49;581.20;11.9
Zaandam;Zaandam West;Oud West;201512;216;216;1375.30;6.4
Zaandam;Zaandam Zuid;Burgemeestersbuurt;201603;212;212;1764.40;8.3
Zaandam;Zaandam West;Oud West;201501;207;208;1091.80;5.3
Assendelft;Assendelft-Zuid;De Zuid;201512;39;39;428.20;11.0
Koog aan de Zaan;Westerkoog;Westerkoog;201508;212;212;1833.80;8.7
Zaandam;Oude Haven;Russische buurt;201701;104;104;897.40;8.6
Assendelft;Assendelft-Noord;Waterrijk;201807;109;;1128.23;10.4
Zaandam;Oude Haven;Havenbuurt;201502;9;9;66.80;7.4
Zaandijk;Oud Zaandijk;Oud Zaandijk;201704;105;105;677.30;6.5
Zaandijk;Oud Zaandijk;Oud Zaandijk;201609;118;121;801.10;6.8
Zaandam;Zaandam Zuid;Bomenbuurt;201804;144;147;989.28;6.9
Krommenie;Krommenie Oost;Snuiverbuurt;201710;177;180;1433.80;8.1
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201510;235;235;2289.80;9.7
Westknollendam;Wormerveer;Westknollendam;201611;6;6;81.60;13.6
Zaandam;Pelders- en Hoornseveld;Peldersveld;201706;214;219;1404.90;6.6
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201504;104;106;881.60;8.5
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201701;87;90;732.10;8.4
Zaandijk;Rooswijk;Rooswijk Noord;201809;58;;541.60;9.3
Zaandijk;Rooswijk;Rooswijk;201802;111;112;739.82;6.7
Zaandam;Zaandam Zuid;Bomenbuurt;201704;122;123;1000.40;8.2
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201501;446;452;3164.60;7.1
Zaandam;Zaandam Zuid;Bomenbuurt;201609;96;99;619.80;6.5
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201512;331;333;1904.40;5.8
Zaandijk;Oud Zaandijk;Oud Zaandijk;201804;184;186;980.01;5.3
Krommenie;Krommenie West;Zuiderham;201709;113;118;1049.20;9.3
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201606;28;29;238.10;8.5
Westknollendam;Wormerveer;Westknollendam;201508;3;3;48.80;16.3
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201702;65;65;385.30;5.9
Zaandam;Poelenburg;Poelenburg;201808;222;;2007.76;9.0
Zaandam;Oude Haven;Het Eiland;201810;78;;498.50;6.4
Westzaan;Westzaan;Westzaan Zuid;201805;40;41;412.29;10.3
Zaandam;Zaandam Zuid;Achtersluispolder;201504;4;4;35.20;8.8
Wormerveer;Wormerveer;Wormerveer Zuid;201504;79;82;796.30;10.1
Krommenie;Krommenie West;Noorderham;201807;93;;929.94;10.0
Krommenie;Krommenie Oost;Snuiverbuurt;201503;241;246;2110.30;8.8
Koog aan de Zaan;Westerkoog;Westerkoog;201611;357;357;3078.40;8.6
Zaandam;Nieuw West;Westerspoor;201807;65;;492.78;7.6
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201806;47;47;416.90;8.9
Zaandam;Nieuw West;Westerwatering;201901;257;;1782.80;6.9
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201802;52;53;344.40;6.6
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201606;254;257;1328.20;5.2
Zaandijk;Oud Zaandijk;Oud Zaandijk;201811;218;;1619.64;7.4
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201708;69;70;629.40;9.1
Krommenie;Krommenie West;Zuiderham;201710;88;88;683.20;7.8
Zaandijk;Rooswijk;Rooswijk;201702;122;129;850.40;7.0
Zaandam;Pelders- en Hoornseveld;Peldersveld;201611;211;216;1165.40;5.5
Zaandam;Nieuw West;Westerwatering;201607;167;168;1347.30;8.1
Westknollendam;Wormerveer;Westknollendam;201706;6;6;89.70;15.0
Krommenie;Krommenie Oost;Snuiverbuurt;201607;173;174;1683.30;9.7
Zaandam;Zaandam Zuid;Bomenbuurt;201706;129;129;816.00;6.3
Zaandam;Pelders- en Hoornseveld;Hoornseveld;201712;509;516;3622.00;7.1
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201507;63;63;550.50;8.7
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201806;201;207;1153.15;5.7
Zaandam;Pelders- en Hoornseveld;Peldersveld;201804;210;214;1502.76;7.2
Krommenie;Krommenie West;Willis;201612;7;7;58.40;8.3
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201707;30;30;347.10;11.6
Zaandijk;Rooswijk;Rooswijk;201502;163;165;1337.30;8.2
Krommenie;Krommenie Oost;Snuiverbuurt;201901;190;;1413.80;7.4
Wormerveer;Wormerveer;Wormerveer Noord;201510;639;651;6063.50;9.5
Assendelft;Assendelft-Noord;Parkrijk;201509;190;190;2039.60;10.7
Zaandam;Kogerveldwijk;Kogerveld;201601;54;54;402.80;7.5
Assendelft;Assendelft-Zuid;Centrum;201603;177;177;1764.90;10.0
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201701;32;32;280.20;8.8
Zaandam;Rosmolenwijk;Rosmolenbuurt;201805;513;522;4131.20;8.1
Krommenie;Krommenie Oost;Zuiderhoofdbuurt;201606;102;102;829.00;8.1
Koog aan de Zaan;Westerkoog;Westerkoog;201811;492;;3726.15;7.6
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201708;147;149;792.80;5.4
Zaandam;Oude Haven;Het Eiland;201703;144;144;676.90;4.7
Zaandam;Poelenburg;Poelenburg;201801;262;268;1667.20;6.4
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201708;47;47;308.00;6.6
Zaandam;Zaandam West;Schilders- en Waddenbuurt;201502;77;77;503.00;6.5
Zaandam;Nieuw West;Westerwatering;201503;210;212;1521.50;7.2
Zaandam;Zaandam Noord;Kalf;201603;233;233;1675.50;7.2
Zaandam;Zaandam West;Spoorbuurt;201812;72;;411.60;5.7
Koog aan de Zaan;Westerkoog;Westerkoog;201804;327;327;2715.17;8.3
Koog aan de Zaan;Oud Koog a/d Zaan;Oud Koog;201701;230;230;971.10;4.2
Krommenie;Krommenie Oost;Rosariumbuurt;201809;195;;1787.70;9.2
Assendelft;Assendelft-Noord;Waterrijk;201602;94;94;973.80;10.4
Krommenie;Krommenie West;Zuiderham;201610;87;87;797.40;9.2
Zaandam;Oude Haven;Havenbuurt;201504;4;4;19.00;4.8
Zaandijk;Oud Zaandijk;Oud Zaandijk;201611;117;117;695.20;5.9
Zaandam;Zaandam Zuid;Bomenbuurt;201508;103;105;701.70;6.8
Zaandijk;Rooswijk;Rooswijk;201507;167;176;1345.60;8.1
Westknollendam;Wormerveer;Westknollendam;201609;1;1;4.80;4.8
Zaandijk;Rooswijk;Rooswijk;201707;131;133;894.60;6.8
Zaandam;Kogerveldwijk;Boerejonkerbuurt;201806;57;57;437.80;7.7
Krommenie;Krommenie Oost;Noorderhoofdbuurt;201601;223;232;2127.00;9.5
Zaandam;Pelders- en Hoornseveld;Peldersveld;201811;249;;1496.20;6.0
Westknollendam;Wormerveer;Westknollendam;201704;27;27;486.80;18.0
Westzaan;Westzaan;Westzaan Zuid;201511;17;17;139.50;8.2
Zaandam;Zaandam Zuid;Bomenbuurt;201611;100;100;514.50;5.1
Krommenie;Krommenie West;Zuiderham;201607;161;165;1307.00;8.1
Zaandijk;Oud Zaandijk;Oud Zaandijk;201508;145;146;844.90;5.8
Krommenie;Krommenie Oost;Rosariumbuurt;201705;139;140;1294.20;9.3
Zaandam;Poelenburg;Poelenburg;201605;302;314;2149.00;7.1
Zaandam;Zaandam Zuid;Achtersluispolder;201502;2;2;33.50;16.8
Krommenie;Krommenie West;Noorderham;201602;61;63;619.10;10.1
Wormerveer;Wormerveer;Wormerveer Zuid;201502;106;109;793.30;7.5
Zaandam;Rosmolenwijk;Rosmolenbuurt;201604;456;461;2973.90;6.5
Zaandam;Nieuw West;Westerwatering;201710;181;184;1319.00;7.3
Westknollendam;Wormerveer;Westknollendam;201804;22;22;351.20;16.0
Zaandijk;Rooswijk;Rooswijk Noord;201505;177;180;1073.40;6.1
Krommenie;Krommenie West;Zuiderham;201901;162;;1599.20;9.9
Assendelft;Assendelft-Noord;Langeheit;201506;27;27;96.30;3.6
Koog aan de Zaan;Westerkoog;Westerkoog;201609;256;256;2087.30;8.2
Koog aan de Zaan;Westerkoog;Westerkoog;201704;327;327;2987.80;9.1
Zaandam;Oude Haven;Havenbuurt;201702;45;45;243.10;5.4
Zaandam;Oude Haven;Havenbuurt;201802;60;60;310.30;5.2
Wormerveer;Wormerveer;Wormerveer Zuid;201507;121;121;838.90;6.9
Westzaan;Westzaan;Westzaan Noord;201812;169;;1577.40;9.3
Krommenie;Krommenie West;Willis;201703;8;8;73.00;9.1
Zaandam;Zaandam West;Oud West;201712;234;238;2072.00;8.9
Zaandam;Oude Haven;Russische buurt;201606;135;140;1208.10;8.9
Assendelft;Assendelft-Zuid;De Zuid;201712;24;24;303.10;12.6
Zaandam;Zaandam Zuid;Achtersluispolder;201707;2;2;19.40;9.7
Krommenie;Krommenie Oost;Snuiverbuurt;201610;163;167;1541.70;9.5
Wormerveer;Wormerveer;Wormerveer Zuid;201707;181;182;1679.90;9.3
Zaandijk;Oud Zaandijk;Oud Zaandijk;201706;127;132;996.10;7.8
Westknollendam;Wormerveer;Industriebuurt;201808;1;;8.60;8.6
Zaandam;Nieuw West;Westerspoor;201602;100;103;857.20;8.6
