FID,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_streng_OD.920,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((177190.584 503108.563, 177210.299 503160.44))"
O10002_Rioolkaart_streng_OD.921,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((177331.069 503415.1, 177348.709 503388.37))"
O10002_Rioolkaart_streng_OD.922,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178066.939 503041.238, 178074.139 503048.19))"
O10002_Rioolkaart_streng_OD.923,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((177982.989 502999.24, 178014.369 503013.79))"
O10002_Rioolkaart_streng_OD.924,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177466.687 503513.067, 177409.653 503518.87))"
O10002_Rioolkaart_streng_OD.925,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177510.168 503508.737, 177466.687 503513.067))"
O10002_Rioolkaart_streng_OD.926,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177564.904 503548.185, 177550.197 503588.944))"
O10002_Rioolkaart_streng_OD.927,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178209.975 504729.043, 178180.241 504735.409))"
O10002_Rioolkaart_streng_OD.928,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178149.266 504741.969, 178131.467 504702.698))"
O10002_Rioolkaart_streng_OD.929,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178217.404 504764.565, 178209.975 504729.043))"
O10002_Rioolkaart_streng_OD.930,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((177770.327 504912.585, 177763.074 504875.742))"
O10002_Rioolkaart_streng_OD.931,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((177234.024 506164.584, 177281.17 506138.133))"
O10002_Rioolkaart_streng_OD.932,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((177186.523 506191.5, 177234.024 506164.584))"
O10002_Rioolkaart_streng_OD.933,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((177138.277 506219.03, 177186.523 506191.5))"
O10002_Rioolkaart_streng_OD.934,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((177090.853 506245.903, 177138.277 506219.03))"
O10002_Rioolkaart_streng_OD.935,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((177075.53 506071.684, 177137.887 506036.149))"
O10002_Rioolkaart_streng_OD.936,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((177057.742 505717.94, 177045.589 505670.501))"
O10002_Rioolkaart_streng_OD.937,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((177014.599 505532.759, 177029.2 505597.17))"
O10002_Rioolkaart_streng_OD.938,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((177011.413 505577.038, 176931.815 505595.293))"
O10002_Rioolkaart_streng_OD.939,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176208.681 503201.197, 176171.783 503216.553))"
O10002_Rioolkaart_streng_OD.940,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((175915.061 503225.932, 175901.551 503268.872))"
O10002_Rioolkaart_streng_OD.941,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176711.833 504586.782, 176753.718 504631.684))"
O10002_Rioolkaart_streng_OD.942,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176753.718 504631.684, 176703.077 504678.719))"
O10002_Rioolkaart_streng_OD.943,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176767.995 504650.304, 176718.877 504695.954))"
O10002_Rioolkaart_streng_OD.944,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176611.179 502980.14, 176637.139 502962.49))"
O10002_Rioolkaart_streng_OD.945,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176593.789 503067.42, 176587.849 503036.6))"
O10002_Rioolkaart_streng_OD.946,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176866.059 503155.19, 176898.969 503112.19))"
O10002_Rioolkaart_streng_OD.947,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176908.289 503108.48, 176898.969 503112.19))"
O10002_Rioolkaart_streng_OD.948,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176873.339 503243.65, 176853.759 503267.379))"
O10002_Rioolkaart_streng_OD.949,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176816.749 503271.54, 176819.209 503297.99))"
O10002_Rioolkaart_streng_OD.950,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176195.392 505133.652, 176168.046 505111.633))"
O10002_Rioolkaart_streng_OD.951,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175555.759 496223.91, 175544.543 496213.965))"
O10002_Rioolkaart_streng_OD.952,rioolleiding,overig,1995,"MULTILINESTRING ((177648.61 505072.858, 177663.502 505149.992))"
O10002_Rioolkaart_streng_OD.953,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176576.727 496384.282, 176594.594 496351.798))"
O10002_Rioolkaart_streng_OD.954,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176096.65 503026.61, 176057.67 503043.28))"
O10002_Rioolkaart_streng_OD.955,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176689.159 502689.67, 176701.699 502719.76))"
O10002_Rioolkaart_streng_OD.956,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176737.059 502805.21, 176768.979 502794.1))"
O10002_Rioolkaart_streng_OD.957,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176725.649 502778.08, 176737.059 502805.21))"
O10002_Rioolkaart_streng_OD.958,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176575.029 502872.59, 176539.549 502887.07))"
O10002_Rioolkaart_streng_OD.959,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176322.479 503265.68, 176295.419 503278.719))"
O10002_Rioolkaart_streng_OD.960,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176322.479 503265.68, 176310.879 503237.969))"
O10002_Rioolkaart_streng_OD.961,rioolleiding,hemelwaterafvoer,1974,"MULTILINESTRING ((176114.439 496477.21, 176119.886 496495.497))"
O10002_Rioolkaart_streng_OD.962,rioolleiding,hemelwaterafvoer,1981,"MULTILINESTRING ((176403.659 496438.39, 176366.269 496412.93))"
O10002_Rioolkaart_streng_OD.963,rioolleiding,hemelwaterafvoer,1981,"MULTILINESTRING ((176388.279 496533.68, 176413.629 496498.21))"
O10002_Rioolkaart_streng_OD.964,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177800.369 502530.22, 177817.339 502571.57))"
O10002_Rioolkaart_streng_OD.965,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177872.519 502607.79, 177824.599 502626.58))"
O10002_Rioolkaart_streng_OD.966,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177977.389 502564.57, 177949.189 502576.38))"
O10002_Rioolkaart_streng_OD.967,rioolleiding,hemelwaterafvoer,1988,"MULTILINESTRING ((178155.349 504409.79, 178132.599 504445.08))"
O10002_Rioolkaart_streng_OD.968,rioolleiding,droogweerafvoer,1988,"MULTILINESTRING ((178254.429 504376.6, 178221.798 504383.61))"
O10002_Rioolkaart_streng_OD.969,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177576.407 503956.32, 177580.529 503995.03))"
O10002_Rioolkaart_streng_OD.970,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177272.259 503670.6, 177276.229 503710.38))"
O10002_Rioolkaart_streng_OD.971,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((177292.349 503869.43, 177296.309 503907.72))"
O10002_Rioolkaart_streng_OD.972,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177448.439 503192.4, 177460.379 503213.69))"
O10002_Rioolkaart_streng_OD.973,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177494.629 503213.46, 177530.909 503208.41))"
O10002_Rioolkaart_streng_OD.974,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177510.549 502775.34, 177528.909 502819.5))"
O10002_Rioolkaart_streng_OD.975,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177418.329 503021.86, 177423.539 503055.24))"
O10002_Rioolkaart_streng_OD.976,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177473.869 503075.06, 177439.409 503090.69))"
O10002_Rioolkaart_streng_OD.977,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177417.345 503165.371, 177436.769 503163.27))"
O10002_Rioolkaart_streng_OD.978,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177686.069 503127.97, 177660.929 503138.23))"
O10002_Rioolkaart_streng_OD.979,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177718.169 503050.09, 177708.039 503074.68))"
O10002_Rioolkaart_streng_OD.980,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177548.919 503148.61, 177511.059 503133.12))"
O10002_Rioolkaart_streng_OD.981,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177768.499 503099.52, 177738.059 503087.12))"
O10002_Rioolkaart_streng_OD.982,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177539.329 502983.52, 177523.049 503023.13))"
O10002_Rioolkaart_streng_OD.983,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176940.199 502743.88, 176981.079 502727.1))"
O10002_Rioolkaart_streng_OD.984,rioolleiding,gemengd stelsel,1972,"MULTILINESTRING ((178273.048 504364.75, 178283.077 504411.79))"
O10002_Rioolkaart_streng_OD.985,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177592.509 502959.94, 177555.639 502944.81))"
O10002_Rioolkaart_streng_OD.986,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177745.214 502961.309, 177781.798 502946.086))"
O10002_Rioolkaart_streng_OD.987,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177676.709 502825.62, 177642.579 502839.84))"
O10002_Rioolkaart_streng_OD.988,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177474.033 502847.788, 177477.815 502875.224))"
O10002_Rioolkaart_streng_OD.989,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((177902.969 502629.94, 177875.929 502662.58))"
O10002_Rioolkaart_streng_OD.990,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((178241.879 502863.8, 178221.359 502814.63))"
O10002_Rioolkaart_streng_OD.991,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((178039.369 502770.24, 178002.929 502785.41))"
O10002_Rioolkaart_streng_OD.992,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((178113.219 503028.999, 178074.109 503045.47))"
O10002_Rioolkaart_streng_OD.993,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((178089.449 503060.14, 178074.109 503045.47))"
O10002_Rioolkaart_streng_OD.994,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((178118.511 503114.768, 178089.449 503060.14))"
O10002_Rioolkaart_streng_OD.995,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((172384.467 508516.3, 172412.16 508573.191))"
O10002_Rioolkaart_streng_OD.996,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((171918.032 508579.232, 171939.602 508545.125))"
O10002_Rioolkaart_streng_OD.997,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176808.819 503182.66, 176775.699 503186.04))"
O10002_Rioolkaart_streng_OD.998,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176775.699 503186.04, 176742.169 503189.49))"
O10002_Rioolkaart_streng_OD.999,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176638.201 503081.966, 176605.329 503095.51))"
O10002_Rioolkaart_streng_OD.1000,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176605.329 503095.51, 176573.949 503108.54))"
O10002_Rioolkaart_streng_OD.1001,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176879.619 503038.98, 176847.429 503052.25))"
O10002_Rioolkaart_streng_OD.1002,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176785.119 503078.05, 176755.239 503090.44))"
O10002_Rioolkaart_streng_OD.1003,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176867.719 502941.72, 176840.759 502952.82))"
O10002_Rioolkaart_streng_OD.1004,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176494.959 502772.97, 176525.969 502760.29))"
O10002_Rioolkaart_streng_OD.1005,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176590.379 502733.57, 176621.779 502720.43))"
O10002_Rioolkaart_streng_OD.1006,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((178160.975 504120.757, 178139.159 504125.53))"
O10002_Rioolkaart_streng_OD.1007,rioolleiding,hemelwaterafvoer,1973,"MULTILINESTRING ((176918.096 503613.816, 176868.538 503628.334))"
O10002_Rioolkaart_streng_OD.1008,rioolleiding,gemengd stelsel,1973,"MULTILINESTRING ((176985.164 503659.757, 177018.524 503656.257))"
O10002_Rioolkaart_streng_OD.1009,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177200.615 503704.093, 177197.389 503671.088))"
O10002_Rioolkaart_streng_OD.1010,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177075.916 503813.34, 177079.783 503851.117))"
O10002_Rioolkaart_streng_OD.1011,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177014.298 503948.365, 177059.168 503943.831))"
O10002_Rioolkaart_streng_OD.1012,rioolleiding,gemengd stelsel,1981,"MULTILINESTRING ((176587.726 503884.517, 176630.873 503897.834))"
O10002_Rioolkaart_streng_OD.1013,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177163.809 503117.73, 177147.419 503078.54))"
O10002_Rioolkaart_streng_OD.1014,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177037.589 503159.81, 177036.269 503147.61))"
O10002_Rioolkaart_streng_OD.1015,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177009.429 502813.84, 176985.259 502823.87))"
O10002_Rioolkaart_streng_OD.1016,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((176285.144 504738.026, 176326.076 504782.292))"
O10002_Rioolkaart_streng_OD.1017,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176632.178 504498.429, 176588.595 504458.824))"
O10002_Rioolkaart_streng_OD.1018,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176522.856 504684.81, 176571.481 504639.147))"
O10002_Rioolkaart_streng_OD.1019,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176460.516 504742.552, 176505.328 504701.085))"
O10002_Rioolkaart_streng_OD.1020,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176462.753 504655.494, 176505.328 504701.085))"
O10002_Rioolkaart_streng_OD.1021,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176488.086 505409.914, 176483 505360.326))"
O10002_Rioolkaart_streng_OD.1022,rioolleiding,droogweerafvoer,1975,"MULTILINESTRING ((177828.322 503244.729, 177812.592 503288.379))"
O10002_Rioolkaart_streng_OD.1023,rioolleiding,hemelwaterafvoer,1975,"MULTILINESTRING ((177903.214 503259.522, 177904.007 503215.867))"
O10002_Rioolkaart_streng_OD.1024,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177537.146 503370.155, 177565.205 503367.299))"
O10002_Rioolkaart_streng_OD.1025,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177497.919 503374.2, 177537.146 503370.155))"
O10002_Rioolkaart_streng_OD.1026,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177623.33 503415.097, 177639.977 503369.847))"
O10002_Rioolkaart_streng_OD.1027,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177598.885 503512.616, 177584.145 503552.587))"
O10002_Rioolkaart_streng_OD.1028,rioolleiding,hemelwaterafvoer,2007,"MULTILINESTRING ((175511.198 504767.268, 175505.841 504831.105))"
O10002_Rioolkaart_streng_OD.1029,rioolleiding,gemengd stelsel,2007,"MULTILINESTRING ((177691.144 505262.289, 177683.864 505222.408))"
O10002_Rioolkaart_streng_OD.1030,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175345.479 496415.47, 175320.329 496443.503))"
O10002_Rioolkaart_streng_OD.1031,rioolleiding,gemengd stelsel,2008,"MULTILINESTRING ((175267.136 496503.595, 175245.86 496526.895))"
O10002_Rioolkaart_streng_OD.1032,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176670.573 496299.419, 176682.509 496277.761))"
O10002_Rioolkaart_streng_OD.1033,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176711.06 496225.897, 176714.089 496220.292))"
O10002_Rioolkaart_streng_OD.1034,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176686.11 496235.824, 176699.225 496212.029))"
O10002_Rioolkaart_streng_OD.1035,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176501.604 496335.517, 176468.273 496317.236))"
O10002_Rioolkaart_streng_OD.1036,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176417.404 496252.778, 176430.535 496229.036))"
O10002_Rioolkaart_streng_OD.1037,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176593.903 496211.683, 176542.077 496183.328))"
O10002_Rioolkaart_streng_OD.1038,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176648.975 496134.319, 176608.58 496112.131))"
O10002_Rioolkaart_streng_OD.1039,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((175897.247 503313.687, 175900.969 503363.41))"
O10002_Rioolkaart_streng_OD.1040,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176258.01 505800.292, 176247.143 505797.183))"
O10002_Rioolkaart_streng_OD.1041,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176247.143 505797.183, 176203.614 505821.875))"
O10002_Rioolkaart_streng_OD.1042,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176324.453 506040.103, 176371.646 506013.322))"
O10002_Rioolkaart_streng_OD.1043,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176668.761 505773.015, 176655.005 505731.996))"
O10002_Rioolkaart_streng_OD.1044,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176672.896 505148.527, 176594.913 505153.212))"
O10002_Rioolkaart_streng_OD.1045,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176660.698 505090.367, 176672.896 505148.527))"
O10002_Rioolkaart_streng_OD.1046,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176325.896 504784.353, 176308.059 504800.994))"
O10002_Rioolkaart_streng_OD.1047,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176802.678 505814.773, 176790.494 505776.795))"
O10002_Rioolkaart_streng_OD.1048,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176990.617 506163.153, 176955.747 506101.609))"
O10002_Rioolkaart_streng_OD.1049,rioolleiding,overig,1994,"MULTILINESTRING ((176924.617 506265.829, 176917.657 506256.494))"
O10002_Rioolkaart_streng_OD.1050,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176831.239 506104.688, 176860.407 506155.908))"
O10002_Rioolkaart_streng_OD.1051,rioolleiding,droogweerafvoer,1997,"MULTILINESTRING ((176802.054 506280.162, 176763.212 506212.079))"
O10002_Rioolkaart_streng_OD.1052,rioolleiding,droogweerafvoer,1997,"MULTILINESTRING ((176820.125 506311.607, 176800.725 506318.876))"
O10002_Rioolkaart_streng_OD.1053,rioolleiding,droogweerafvoer,1997,"MULTILINESTRING ((176566.847 506547.244, 176623.818 506515.147))"
O10002_Rioolkaart_streng_OD.1054,rioolleiding,hemelwaterafvoer,1997,"MULTILINESTRING ((176465.848 506312.624, 176477.676 506305.918))"
O10002_Rioolkaart_streng_OD.1055,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176853.875 505322.184, 176840.731 505259.003))"
O10002_Rioolkaart_streng_OD.1056,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176490.304 504772.587, 176462.63 504742.599))"
O10002_Rioolkaart_streng_OD.1057,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176372.606 504905.08, 176410.258 504945.744))"
O10002_Rioolkaart_streng_OD.1058,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177311.23 505018.03, 177360.13 505007.63))"
O10002_Rioolkaart_streng_OD.1059,rioolleiding,overig,1978,"MULTILINESTRING ((176708.309 504346.97, 176755.879 504362.16))"
O10002_Rioolkaart_streng_OD.1060,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176453.782 505791.303, 176523.334 505751.914))"
O10002_Rioolkaart_streng_OD.1061,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176523.334 505751.914, 176566.598 505727.022))"
O10002_Rioolkaart_streng_OD.1062,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176566.598 505727.022, 176645.057 505707.748))"
O10002_Rioolkaart_streng_OD.1063,rioolleiding,overig,1995,"MULTILINESTRING ((176639.117 505685.276, 176645.057 505707.748))"
O10002_Rioolkaart_streng_OD.1064,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176279.31 505837.913, 176302.125 505877.722))"
O10002_Rioolkaart_streng_OD.1065,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176347.981 505851.598, 176302.125 505877.722))"
O10002_Rioolkaart_streng_OD.1066,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176715.189 505351.245, 176784.538 505336.434))"
O10002_Rioolkaart_streng_OD.1067,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176705.679 505254.017, 176686.652 505217.227))"
O10002_Rioolkaart_streng_OD.1068,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176718.877 504695.954, 176666.975 504744.163))"
O10002_Rioolkaart_streng_OD.1069,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((177192.8 506200.641, 177249.602 506168.178))"
O10002_Rioolkaart_streng_OD.1070,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175246.043 495892.037, 175278.121 495930.544))"
O10002_Rioolkaart_streng_OD.1071,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175335.975 495783.019, 175316.661 495804.632))"
O10002_Rioolkaart_streng_OD.1072,rioolleiding,gemengd stelsel,1992,"MULTILINESTRING ((175369.099 496049.931, 175373.951 496045.618))"
O10002_Rioolkaart_streng_OD.1073,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175949.077 496643.469, 175917.353 496620.369))"
O10002_Rioolkaart_streng_OD.1074,rioolleiding,droogweerafvoer,1992,"MULTILINESTRING ((176029.687 496828.998, 176021.439 496841.13))"
O10002_Rioolkaart_streng_OD.1075,rioolleiding,hemelwaterafvoer,1968,"MULTILINESTRING ((176197.979 497086.69, 176155.689 497056.5))"
O10002_Rioolkaart_streng_OD.1076,rioolleiding,hemelwaterafvoer,1975,"MULTILINESTRING ((178218.304 505342.091, 178210.333 505302.551))"
O10002_Rioolkaart_streng_OD.1077,rioolleiding,droogweerafvoer,1978,"MULTILINESTRING ((178364.019 505309.34, 178345.877 505315.459))"
O10002_Rioolkaart_streng_OD.1078,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176520.193 505064.375, 176523.861 505068.32))"
O10002_Rioolkaart_streng_OD.1079,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176557.94 504845.023, 176606.472 504800.095))"
O10002_Rioolkaart_streng_OD.1080,rioolleiding,droogweerafvoer,2001,"MULTILINESTRING ((176698.789 496651.261, 176684.64 496653.449))"
O10002_Rioolkaart_streng_OD.1081,rioolleiding,droogweerafvoer,2001,"MULTILINESTRING ((176813.001 496738.545, 176795.673 496720.497))"
O10002_Rioolkaart_streng_OD.1082,rioolleiding,hemelwaterafvoer,2001,"MULTILINESTRING ((176562.589 496766.628, 176567.952 496796.193))"
O10002_Rioolkaart_streng_OD.1083,rioolleiding,hemelwaterafvoer,2001,"MULTILINESTRING ((176745.153 496669.706, 176687.724 496628.721))"
O10002_Rioolkaart_streng_OD.1084,rioolleiding,hemelwaterafvoer,2001,"MULTILINESTRING ((176391.019 496783.085, 176424.699 496779.926))"
O10002_Rioolkaart_streng_OD.1085,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177835.735 503610.887, 177852.171 503566.2))"
O10002_Rioolkaart_streng_OD.1086,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177439.923 503689.977, 177434.995 503645.781))"
O10002_Rioolkaart_streng_OD.1087,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177473.191 503594.003, 177478.217 503641.215))"
O10002_Rioolkaart_streng_OD.1088,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177819.373 503655.8, 177835.735 503610.887))"
O10002_Rioolkaart_streng_OD.1089,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177554.805 503742.46, 177555.66 503751.908))"
O10002_Rioolkaart_streng_OD.1090,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177629.311 503802.511, 177658.163 503799.41))"
O10002_Rioolkaart_streng_OD.1091,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177487.187 503809.472, 177503.999 503807.892))"
O10002_Rioolkaart_streng_OD.1092,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177724.668 503792.794, 177728.317 503827.77))"
O10002_Rioolkaart_streng_OD.1093,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177793.946 503821.111, 177830.684 503817.34))"
O10002_Rioolkaart_streng_OD.1094,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177568.76 503881.541, 177572.565 503918.893))"
O10002_Rioolkaart_streng_OD.1095,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177474.996 503966.701, 177502.205 503963.817))"
O10002_Rioolkaart_streng_OD.1096,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177389.572 503819.488, 177355.832 503822.994))"
O10002_Rioolkaart_streng_OD.1097,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177393.975 503861.201, 177389.572 503819.488))"
O10002_Rioolkaart_streng_OD.1098,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177467.827 503895.439, 177471.531 503930.816))"
O10002_Rioolkaart_streng_OD.1099,rioolleiding,gemengd stelsel,1990,"MULTILINESTRING ((172201.085 508827.138, 172224.073 508837.293))"
O10002_Rioolkaart_streng_OD.1100,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((172644.329 509103.78, 172619.839 509082.69))"
O10002_Rioolkaart_streng_OD.1101,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((172687.669 509036.25, 172695.089 509055.13))"
O10002_Rioolkaart_streng_OD.1102,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((172710.909 508996.66, 172714.499 508977.59))"
O10002_Rioolkaart_streng_OD.1103,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177842.919 502400.39, 177831.079 502371.93))"
O10002_Rioolkaart_streng_OD.1104,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176565.399 503094.1, 176555.429 503078.87))"
O10002_Rioolkaart_streng_OD.1105,rioolleiding,gemengd stelsel,2003,"MULTILINESTRING ((177877.25 503446.953, 177895.438 503454.085))"
