FID,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_streng_OD.1701,rioolleiding,gemengd stelsel,1966,"MULTILINESTRING ((177750.556 505595.098, 177731.293 505561.313))"
O10002_Rioolkaart_streng_OD.1702,rioolleiding,gemengd stelsel,1966,"MULTILINESTRING ((177792.782 505669.303, 177770.443 505630.131))"
O10002_Rioolkaart_streng_OD.1703,rioolleiding,gemengd stelsel,1966,"MULTILINESTRING ((177812.909 505606.13, 177770.443 505630.131))"
O10002_Rioolkaart_streng_OD.1704,rioolleiding,gemengd stelsel,1966,"MULTILINESTRING ((177815.019 505708.435, 177792.782 505669.303))"
O10002_Rioolkaart_streng_OD.1705,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176682.638 505217.854, 176679.752 505258.896))"
O10002_Rioolkaart_streng_OD.1706,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176687.503 505288.294, 176710.448 505283.636))"
O10002_Rioolkaart_streng_OD.1707,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176833.495 504768.143, 176804.001 504734.073))"
O10002_Rioolkaart_streng_OD.1708,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176666.975 504744.163, 176710.828 504792.227))"
O10002_Rioolkaart_streng_OD.1709,rioolleiding,droogweerafvoer,2001,"MULTILINESTRING ((176412.807 505383.734, 176416.151 505419.024))"
O10002_Rioolkaart_streng_OD.1710,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176172.863 505444.428, 176253.781 505435.687))"
O10002_Rioolkaart_streng_OD.1711,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175393.849 496172.02, 175370.969 496197.66))"
O10002_Rioolkaart_streng_OD.1712,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175310.089 496169.57, 175289.429 496192.66))"
O10002_Rioolkaart_streng_OD.1713,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175243.429 496190.48, 175255.169 496208.29))"
O10002_Rioolkaart_streng_OD.1714,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175247.359 496145.26, 175239.219 496138.06))"
O10002_Rioolkaart_streng_OD.1715,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175405.109 496192.73, 175393.849 496172.02))"
O10002_Rioolkaart_streng_OD.1716,rioolleiding,hemelwaterafvoer,1978,"MULTILINESTRING ((178270.45 503246.332, 178269.218 503281.136))"
O10002_Rioolkaart_streng_OD.1717,rioolleiding,hemelwaterafvoer,1978,"MULTILINESTRING ((178135.005 503357.278, 178164.201 503350.663))"
O10002_Rioolkaart_streng_OD.1718,rioolleiding,hemelwaterafvoer,1978,"MULTILINESTRING ((178164.201 503350.663, 178202.594 503335.189))"
O10002_Rioolkaart_streng_OD.1719,rioolleiding,hemelwaterafvoer,1978,"MULTILINESTRING ((178281.15 503329.625, 178268.68 503304.633))"
O10002_Rioolkaart_streng_OD.1720,rioolleiding,gemengd stelsel,1981,"MULTILINESTRING ((176593.275 503766.221, 176604.121 503731.126))"
O10002_Rioolkaart_streng_OD.1721,rioolleiding,gemengd stelsel,1981,"MULTILINESTRING ((176661.033 503827.853, 176644.964 503823.016))"
O10002_Rioolkaart_streng_OD.1722,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175289.429 496192.66, 175299.989 496202.13))"
O10002_Rioolkaart_streng_OD.1723,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175205.189 496172.54, 175172.829 496208.78))"
O10002_Rioolkaart_streng_OD.1724,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175504.924 496251.616, 175497.829 496244.57))"
O10002_Rioolkaart_streng_OD.1725,rioolleiding,droogweerafvoer,1989,"MULTILINESTRING ((172419.409 509227.78, 172457.149 509251.62))"
O10002_Rioolkaart_streng_OD.1726,rioolleiding,droogweerafvoer,1989,"MULTILINESTRING ((172381.548 509216.414, 172419.409 509227.78))"
O10002_Rioolkaart_streng_OD.1727,rioolleiding,gemengd stelsel,1989,"MULTILINESTRING ((172419.569 509149.443, 172444.869 509124.64))"
O10002_Rioolkaart_streng_OD.1728,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((172264.002 508526.107, 172324.613 508485.495))"
O10002_Rioolkaart_streng_OD.1729,rioolleiding,overig,2002,"MULTILINESTRING ((172418.31 508323.706, 172418.334 508321.041))"
O10002_Rioolkaart_streng_OD.1730,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((172195.135 508693.697, 172154.421 508667.645))"
O10002_Rioolkaart_streng_OD.1731,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((172384.011 508592.188, 172332.189 508627.206))"
O10002_Rioolkaart_streng_OD.1732,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((172412.16 508573.191, 172384.011 508592.188))"
O10002_Rioolkaart_streng_OD.1733,rioolleiding,droogweerafvoer,2004,"MULTILINESTRING ((171993.78 508717.751, 171979.692 508685.109))"
O10002_Rioolkaart_streng_OD.1734,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((171934.921 508656.487, 171888.975 508627.288))"
O10002_Rioolkaart_streng_OD.1735,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((171888.975 508627.288, 171920.507 508577.919))"
O10002_Rioolkaart_streng_OD.1736,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((172057.434 508480.099, 172027.679 508436.554))"
O10002_Rioolkaart_streng_OD.1737,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178117.618 504639.554, 178085.433 504646.378))"
O10002_Rioolkaart_streng_OD.1738,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((175832.696 505143.75, 175852.678 505197.813))"
O10002_Rioolkaart_streng_OD.1739,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176401.549 503004.2, 176371.379 503016.79))"
O10002_Rioolkaart_streng_OD.1740,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176176.689 503408.33, 176181.709 503458.05))"
O10002_Rioolkaart_streng_OD.1741,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176173.609 503363.969, 176176.689 503408.33))"
O10002_Rioolkaart_streng_OD.1742,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176178.599 503340.69, 176173.609 503363.969))"
O10002_Rioolkaart_streng_OD.1743,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176160.959 503336.99, 176130.299 503340.23))"
O10002_Rioolkaart_streng_OD.1744,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176096.659 503343.58, 176100.019 503376.26))"
O10002_Rioolkaart_streng_OD.1745,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176034.054 503373.082, 176037.38 503408.955))"
O10002_Rioolkaart_streng_OD.1746,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((175971.342 503416.967, 175977.018 503452.848))"
O10002_Rioolkaart_streng_OD.1747,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((172054.925 509353.836, 172085.698 509379.12))"
O10002_Rioolkaart_streng_OD.1748,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((172099.829 509129.412, 172143.441 509165.67))"
O10002_Rioolkaart_streng_OD.1749,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((172299.638 509198.91, 172312.974 509165.928))"
O10002_Rioolkaart_streng_OD.1750,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((172288.653 509232.838, 172299.638 509198.91))"
O10002_Rioolkaart_streng_OD.1751,rioolleiding,gemengd stelsel,1992,"MULTILINESTRING ((175507.277 495907.258, 175527.539 495884.6))"
O10002_Rioolkaart_streng_OD.1752,rioolleiding,gemengd stelsel,1992,"MULTILINESTRING ((175464.21 495955.242, 175484.529 495932.91))"
O10002_Rioolkaart_streng_OD.1753,rioolleiding,gemengd stelsel,1992,"MULTILINESTRING ((175464.21 495955.242, 175441.609 495935.24))"
O10002_Rioolkaart_streng_OD.1754,rioolleiding,droogweerafvoer,1981,"MULTILINESTRING ((176376.499 496491.89, 176351.059 496473.74))"
O10002_Rioolkaart_streng_OD.1755,rioolleiding,droogweerafvoer,1981,"MULTILINESTRING ((176314.029 496480.52, 176301.749 496498.86))"
O10002_Rioolkaart_streng_OD.1756,rioolleiding,droogweerafvoer,1981,"MULTILINESTRING ((176335.339 496495.74, 176314.029 496480.52))"
O10002_Rioolkaart_streng_OD.1757,rioolleiding,droogweerafvoer,1981,"MULTILINESTRING ((176161.409 496421.02, 176132.949 496425.68))"
O10002_Rioolkaart_streng_OD.1758,rioolleiding,droogweerafvoer,1981,"MULTILINESTRING ((176104.279 496430.49, 176112.049 496476.3))"
O10002_Rioolkaart_streng_OD.1759,rioolleiding,droogweerafvoer,1981,"MULTILINESTRING ((176167.229 496330.21, 176139.579 496335.36))"
O10002_Rioolkaart_streng_OD.1760,rioolleiding,hemelwaterafvoer,1962,"MULTILINESTRING ((172424.872 508977.798, 172388.831 508954.756))"
O10002_Rioolkaart_streng_OD.1761,rioolleiding,droogweerafvoer,2008,"MULTILINESTRING ((177207.687 504439.301, 177171.813 504452.012))"
O10002_Rioolkaart_streng_OD.1762,rioolleiding,droogweerafvoer,2008,"MULTILINESTRING ((177214.09 504457.697, 177207.687 504439.301))"
O10002_Rioolkaart_streng_OD.1763,rioolleiding,hemelwaterafvoer,2008,"MULTILINESTRING ((177017.186 504428.331, 177020.565 504462.257))"
O10002_Rioolkaart_streng_OD.1764,rioolleiding,hemelwaterafvoer,2008,"MULTILINESTRING ((177212.886 504429.134, 177188.575 504444.217))"
O10002_Rioolkaart_streng_OD.1765,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176721.803 505904.952, 176704.725 505867.706))"
O10002_Rioolkaart_streng_OD.1766,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((176463.79 506281.19, 176425.434 506224.609))"
O10002_Rioolkaart_streng_OD.1767,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((176563.66 506066.43, 176623.412 506032.286))"
O10002_Rioolkaart_streng_OD.1768,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((176597.228 506219.418, 176666.393 506180.152))"
O10002_Rioolkaart_streng_OD.1769,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172608.219 508956.84, 172585.814 508975.553))"
O10002_Rioolkaart_streng_OD.1770,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((172630.491 509121.119, 172640.468 509129.48))"
O10002_Rioolkaart_streng_OD.1771,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((172824.089 508944.22, 172852.903 508924.505))"
O10002_Rioolkaart_streng_OD.1772,rioolleiding,hemelwaterafvoer,2006,"MULTILINESTRING ((172862.193 509242.087, 172914.592 509209.188))"
O10002_Rioolkaart_streng_OD.1773,rioolleiding,hemelwaterafvoer,2001,"MULTILINESTRING ((173072.101 509459.573, 173036.091 509402.145))"
O10002_Rioolkaart_streng_OD.1774,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((171769.453 508826.921, 171787.457 508798.3))"
O10002_Rioolkaart_streng_OD.1775,rioolleiding,droogweerafvoer,2004,"MULTILINESTRING ((171906.491 508913.682, 171861.128 508884.796))"
O10002_Rioolkaart_streng_OD.1776,rioolleiding,hemelwaterafvoer,2004,"MULTILINESTRING ((171872.118 508813.647, 171913.899 508840.707))"
O10002_Rioolkaart_streng_OD.1777,rioolleiding,hemelwaterafvoer,2004,"MULTILINESTRING ((171944.748 508859.676, 171926.344 508888.936))"
O10002_Rioolkaart_streng_OD.1778,rioolleiding,droogweerafvoer,2004,"MULTILINESTRING ((171944.378 508857.694, 171925.037 508888.093))"
O10002_Rioolkaart_streng_OD.1779,rioolleiding,droogweerafvoer,2003,"MULTILINESTRING ((176025.545 505556.252, 176020.358 505505.71))"
O10002_Rioolkaart_streng_OD.1780,rioolleiding,droogweerafvoer,1997,"MULTILINESTRING ((175731.442 505143.38, 175727.235 505103.563))"
O10002_Rioolkaart_streng_OD.1781,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175694.439 504995.455, 175706.633 504999.038))"
O10002_Rioolkaart_streng_OD.1782,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175612.406 505239.308, 175670.738 505226.002))"
O10002_Rioolkaart_streng_OD.1783,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175517.797 505249.147, 175552.925 505252.977))"
O10002_Rioolkaart_streng_OD.1784,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175461.827 505243.53, 175465.365 505208.816))"
O10002_Rioolkaart_streng_OD.1785,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175472.2 505141.565, 175475.621 505108.232))"
O10002_Rioolkaart_streng_OD.1786,rioolleiding,hemelwaterafvoer,2004,"MULTILINESTRING ((171913.899 508840.707, 171920.495 508829.655))"
O10002_Rioolkaart_streng_OD.1787,rioolleiding,droogweerafvoer,2004,"MULTILINESTRING ((171902.162 508735.703, 171893.44 508751.953))"
O10002_Rioolkaart_streng_OD.1788,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176027.247 503303.359, 176030.369 503336.879))"
O10002_Rioolkaart_streng_OD.1789,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((171787.457 508798.3, 171805.639 508769.481))"
O10002_Rioolkaart_streng_OD.1790,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175669.987 505165.083, 175732.772 505156.159))"
O10002_Rioolkaart_streng_OD.1791,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175664.931 505107.266, 175727.235 505103.563))"
O10002_Rioolkaart_streng_OD.1792,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175658.914 505049.656, 175719.725 505050.928))"
O10002_Rioolkaart_streng_OD.1793,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175713.406 505024.371, 175706.633 504999.038))"
O10002_Rioolkaart_streng_OD.1794,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175476.853 505313.119, 175519.132 505317.551))"
O10002_Rioolkaart_streng_OD.1795,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175559.33 505321.93, 175619.213 505303.733))"
O10002_Rioolkaart_streng_OD.1796,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175670.738 505226.002, 175674.641 505254.375))"
O10002_Rioolkaart_streng_OD.1797,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175552.925 505252.977, 175612.406 505239.308))"
O10002_Rioolkaart_streng_OD.1798,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((175766.428 503247.759, 175806.443 503216.456))"
O10002_Rioolkaart_streng_OD.1799,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((175763.711 503162.717, 175806.443 503216.456))"
O10002_Rioolkaart_streng_OD.1800,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((175806.443 503216.456, 175843.54 503263.369))"
O10002_Rioolkaart_streng_OD.1801,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((175616.953 503307.185, 175618.358 503349.418))"
O10002_Rioolkaart_streng_OD.1802,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((175773.651 503322.217, 175738.307 503350.242))"
O10002_Rioolkaart_streng_OD.1803,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((175843.54 503263.369, 175845.299 503274.924))"
O10002_Rioolkaart_streng_OD.1804,rioolleiding,droogweerafvoer,1977,"MULTILINESTRING ((172394.389 508803.133, 172418.547 508839.087))"
O10002_Rioolkaart_streng_OD.1805,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172543.118 508556.039, 172504.918 508582.2))"
O10002_Rioolkaart_streng_OD.1806,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172468.111 508605.581, 172435 508627.401))"
O10002_Rioolkaart_streng_OD.1807,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((172703.269 508974, 172682.699 508988.06))"
O10002_Rioolkaart_streng_OD.1808,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172670.879 508921.94, 172629.999 508947.94))"
O10002_Rioolkaart_streng_OD.1809,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172613.916 508924.265, 172625.769 508943.41))"
O10002_Rioolkaart_streng_OD.1810,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((172815.659 508870.25, 172830.269 508892.59))"
O10002_Rioolkaart_streng_OD.1811,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172802.559 508850.97, 172815.659 508870.25))"
O10002_Rioolkaart_streng_OD.1812,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172705.939 508905.06, 172670.879 508921.94))"
O10002_Rioolkaart_streng_OD.1813,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172905.949 508788.38, 172863.609 508816.91))"
O10002_Rioolkaart_streng_OD.1814,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((172260.809 509448.53, 172286.779 509465.19))"
O10002_Rioolkaart_streng_OD.1815,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((172286.779 509465.19, 172313.309 509482.63))"
O10002_Rioolkaart_streng_OD.1816,rioolleiding,droogweerafvoer,1986,"MULTILINESTRING ((172273.199 509549.25, 172280.799 509534.72))"
O10002_Rioolkaart_streng_OD.1817,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((172375.329 509515.22, 172394.999 509484.13))"
O10002_Rioolkaart_streng_OD.1818,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((172215.449 509493.34, 172248.829 509514.53))"
O10002_Rioolkaart_streng_OD.1819,rioolleiding,hemelwaterafvoer,2001,"MULTILINESTRING ((173094.702 509495.361, 173072.101 509459.573))"
O10002_Rioolkaart_streng_OD.1820,rioolleiding,gemengd stelsel,1995,"MULTILINESTRING ((177236.859 504082.97, 177233.339 504112.273))"
O10002_Rioolkaart_streng_OD.1821,rioolleiding,gemengd stelsel,2000,"MULTILINESTRING ((180280.131 510179.523, 180275.247 510186.598))"
O10002_Rioolkaart_streng_OD.1822,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172710.082 508843.331, 172678.674 508864.333))"
O10002_Rioolkaart_streng_OD.1823,rioolleiding,hemelwaterafvoer,1974,"MULTILINESTRING ((172561.854 508775.428, 172531.538 508786.856))"
O10002_Rioolkaart_streng_OD.1824,rioolleiding,hemelwaterafvoer,2001,"MULTILINESTRING ((173270.044 508979.213, 173196.172 509025.781))"
O10002_Rioolkaart_streng_OD.1825,rioolleiding,hemelwaterafvoer,2001,"MULTILINESTRING ((173357.384 509281.6, 173333.58 509244.149))"
O10002_Rioolkaart_streng_OD.1826,rioolleiding,droogweerafvoer,2001,"MULTILINESTRING ((173048.621 509399.69, 173013.823 509343.692))"
O10002_Rioolkaart_streng_OD.1827,rioolleiding,droogweerafvoer,2005,"MULTILINESTRING ((175607.62 505173.774, 175669.987 505165.083))"
O10002_Rioolkaart_streng_OD.1828,rioolleiding,droogweerafvoer,2004,"MULTILINESTRING ((171983.726 508753.44, 171993.78 508717.751))"
O10002_Rioolkaart_streng_OD.1829,rioolleiding,droogweerafvoer,2004,"MULTILINESTRING ((171893.44 508751.953, 171887.859 508772.134))"
O10002_Rioolkaart_streng_OD.1830,rioolleiding,droogweerafvoer,2004,"MULTILINESTRING ((171926.99 508751.472, 171914.762 508767.275))"
O10002_Rioolkaart_streng_OD.1831,rioolleiding,hemelwaterafvoer,2004,"MULTILINESTRING ((171896.187 508775.554, 171889.997 508771.639))"
O10002_Rioolkaart_streng_OD.1832,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176880.769 502799.85, 176855.139 502821.78))"
O10002_Rioolkaart_streng_OD.1833,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177377.599 502983.57, 177386.519 503020.72))"
O10002_Rioolkaart_streng_OD.1834,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176746.769 502990.26, 176733.409 502957.94))"
O10002_Rioolkaart_streng_OD.1835,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176719.919 502925.52, 176678.846 502942.623))"
O10002_Rioolkaart_streng_OD.1836,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177851.059 503041.369, 177862.319 503068.53))"
O10002_Rioolkaart_streng_OD.1837,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177928.169 503083.96, 177925.459 503138.53))"
O10002_Rioolkaart_streng_OD.1838,rioolleiding,droogweerafvoer,2001,"MULTILINESTRING ((176651.047 496700.822, 176616.898 496748.687))"
O10002_Rioolkaart_streng_OD.1839,rioolleiding,hemelwaterafvoer,2009,"MULTILINESTRING ((175561.349 496731.706, 175517.783 496695.816))"
O10002_Rioolkaart_streng_OD.1840,rioolleiding,hemelwaterafvoer,2009,"MULTILINESTRING ((175654.31 496724.009, 175615.285 496767.594))"
O10002_Rioolkaart_streng_OD.1841,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176566.598 505727.022, 176554.393 505670.424))"
O10002_Rioolkaart_streng_OD.1842,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176223.013 505738.255, 176258.01 505800.292))"
O10002_Rioolkaart_streng_OD.1843,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176239.214 505913.484, 176236.625 505924.066))"
O10002_Rioolkaart_streng_OD.1844,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176371.646 506013.322, 176425.461 505982.636))"
O10002_Rioolkaart_streng_OD.1845,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176425.461 505982.636, 176481.736 505950.581))"
O10002_Rioolkaart_streng_OD.1846,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176647.89 505954.754, 176609.6 505887.314))"
O10002_Rioolkaart_streng_OD.1847,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176407.853 506178.288, 176362.496 506111.255))"
O10002_Rioolkaart_streng_OD.1848,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176673.086 506017.06, 176685.627 506020.876))"
O10002_Rioolkaart_streng_OD.1849,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((176666.393 506180.152, 176735.464 506140.771))"
O10002_Rioolkaart_streng_OD.1850,rioolleiding,overig,1994,"MULTILINESTRING ((176770.496 506120.707, 176755.314 506143.493))"
O10002_Rioolkaart_streng_OD.1851,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176814.399 506109.661, 176831.239 506104.688))"
O10002_Rioolkaart_streng_OD.1852,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((176755.314 506143.493, 176814.399 506109.661))"
