FID,type,categorie,geometrie
O10002_Speelomgeving_OD.128,Kunstgras,speelondergrond,"MULTIPOLYGON (((175031.5 506041.4, 175026.411 506032.837, 175028.695 506030.898, 175035.667 506024.98, 175042.21 506036.542, 175033.561 506039.907, 175031.5 506041.4)))"
O10002_Speelomgeving_OD.129,,speellocatie,"MULTIPOLYGON (((175679.892 504786.991, 175689.46 504727.192, 175752.847 504732.574, 175737.299 504793.569, 175679.892 504786.991)))"
O10002_Speelomgeving_OD.130,,speellocatie,"MULTIPOLYGON (((175210.288 504749.053, 175221.949 504649.436, 175260.93 504661.097, 175295.912 504677.755, 175395.196 504752.051, 175417.851 504736.726, 175416.519 504763.379, 175210.288 504749.053)))"
O10002_Speelomgeving_OD.131,,speellocatie,"MULTIPOLYGON (((175938.976 505178.129, 175964.967 505164.221, 175970.895 505177.217, 175966.563 505179.269, 175968.843 505183.145, 175946.044 505194.316, 175938.976 505178.129)))"
O10002_Speelomgeving_OD.132,,speellocatie,"MULTIPOLYGON (((171908.118 509034.261, 171926.981 509004.399, 171945.1 509014.973, 171926.131 509044.569, 171908.118 509034.261)))"
O10002_Speelomgeving_OD.133,,speellocatie,"MULTIPOLYGON (((171692.812 509200.766, 171703.873 509183.15, 171716.164 509190.524, 171704.692 509207.321, 171692.812 509200.766)))"
O10002_Speelomgeving_OD.134,,speellocatie,"MULTIPOLYGON (((172140.615 508515.858, 172159.662 508503.16, 172184.661 508536.889, 172165.614 508551.967, 172140.615 508515.858)))"
O10002_Speelomgeving_OD.135,,speellocatie,"MULTIPOLYGON (((172607.557 508591.716, 172596.169 508573.951, 172628.055 508552.997, 172639.898 508570.762, 172607.557 508591.716)))"
O10002_Speelomgeving_OD.136,,speellocatie,"MULTIPOLYGON (((172260.912 508579.158, 172281.18 508564.87, 172294.804 508584.474, 172284.835 508588.794, 172260.912 508579.158)))"
O10002_Speelomgeving_OD.137,,speellocatie,"MULTIPOLYGON (((172228.853 508198.77, 172206.154 508166.933, 172207.039 508156.615, 172218.241 508150.719, 172264.818 508158.089, 172270.125 508162.806, 172268.945 508172.829, 172228.853 508198.77)))"
O10002_Speelomgeving_OD.138,,speellocatie,"MULTIPOLYGON (((176605.173 505187.822, 176599.125 505155.854, 176741.395 505146.063, 176751.475 505178.606, 176605.173 505187.822)))"
O10002_Speelomgeving_OD.139,,speellocatie,"MULTIPOLYGON (((171415.658 509510.971, 171409.408 509494.303, 171421.214 509450.551, 171432.326 509451.246, 171445.521 509408.882, 171476.078 509415.827, 171445.521 509519.999, 171415.658 509510.971)))"
O10002_Speelomgeving_OD.140,,speellocatie,"MULTIPOLYGON (((172122.976 509228.316, 172131.305 509221.486, 172136.636 509221.486, 172140.967 509227.317, 172127.64 509236.145, 172122.976 509228.316)))"
O10002_Speelomgeving_OD.141,,speellocatie,"MULTIPOLYGON (((172177.931 509283.197, 172189.607 509275.473, 172194.098 509275.832, 172198.409 509281.58, 172182.602 509291.28, 172177.931 509283.197)))"
O10002_Speelomgeving_OD.142,Gravier d'Or,speelondergrond,"MULTIPOLYGON (((175838.402 495928.207, 175838.69 495933.277, 175832.127 495933.685, 175831.75 495927.097, 175838.383 495926.709, 175838.402 495928.207)))"
O10002_Speelomgeving_OD.143,Zand,speelondergrond,"MULTIPOLYGON (((175307.823 505579.679, 175306.922 505577.955, 175303.359 505571.137, 175312.39 505566.664, 175315.928 505573.873, 175323.066 505570.193, 175326.684 505577.263, 175326.358 505577.431, 175310.543 505584.884, 175307.823 505579.679)))"
O10002_Speelomgeving_OD.144,Kunstgras,speelondergrond,"MULTIPOLYGON (((176140.071 503294.259, 176145.171 503289.589, 176165.994 503263.428, 176165.226 503262.839, 176168.024 503261.798, 176167.456 503264.574, 176166.857 503264.038, 176145.934 503290.151, 176142.937 503295.32, 176142.362 503296.335, 176140.318 503297.159, 176139.741 503296.664, 176140.071 503294.259)))"
O10002_Speelomgeving_OD.145,Dekowood,speelondergrond,"MULTIPOLYGON (((176131.989 503297.69, 176130.841 503297.502, 176131.069 503296.26, 176129.979 503296.08, 176129.904 503296.505, 176126.78 503295.776, 176126.598 503295.736, 176126.405 503295.691, 176126.187 503295.635, 176125.864 503295.543, 176125.623 503295.468, 176125.396 503295.392, 176125.174 503295.313, 176124.91 503295.211, 176124.671 503295.112, 176124.285 503294.939, 176123.972 503294.786, 176123.676 503294.629, 176123.249 503294.383, 176122.774 503294.079, 176120.508 503292.375, 176120.34 503292.231, 176120.258 503292.154, 176120.124 503292.017, 176120.014 503291.89, 176119.913 503291.762, 176119.836 503291.654, 176119.731 503291.493, 176119.621 503291.297, 176119.52 503291.086, 176119.445 503290.9, 176119.35 503290.596, 176119.292 503290.332, 176119.247 503289.94, 176119.241 503289.762, 176119.245 503289.586, 176119.284 503289.214, 176119.322 503289.018, 176119.413 503288.692, 176119.496 503288.469, 176119.622 503288.2, 176119.731 503288.007, 176121.193 503287.427, 176121.752 503287.205, 176124.752 503286.734, 176125.218 503286.702, 176125.614 503286.692, 176126.035 503286.699, 176126.365 503286.718, 176126.757 503286.755, 176127.307 503286.834, 176127.694 503286.909, 176128.202 503287.034, 176128.75 503287.201, 176133.877 503288.99, 176134.086 503289.039, 176134.384 503289.131, 176134.653 503289.239, 176135.248 503289.572, 176135.811 503290.046, 176136.113 503290.398, 176136.424 503290.881, 176136.629 503291.33, 176136.771 503291.795, 176136.85 503292.253, 176136.872 503292.72, 176136.797 503293.405, 176136.654 503293.917, 176136.472 503294.343, 176136.151 503294.867, 176135.855 503295.223, 176135.728 503295.347, 176135.542 503295.529, 176135.296 503295.769, 176135.075 503295.984, 176134.912 503296.127, 176134.708 503296.287, 176134.446 503296.468, 176134.112 503296.662, 176133.832 503296.797, 176133.396 503296.963, 176132.568 503297.332, 176131.989 503297.69)))"
O10002_Speelomgeving_OD.146,Kunstgras,speelondergrond,"MULTIPOLYGON (((175232.506 504686.874, 175231.744 504686.837, 175230.87 504686.505, 175230.292 504686.075, 175229.726 504685.472, 175229.333 504684.845, 175229.05 504684.231, 175228.927 504683.481, 175228.951 504682.792, 175229.16 504682.03, 175229.48 504681.403, 175229.911 504680.862, 175230.427 504680.382, 175231.092 504680.001, 175231.854 504679.78, 175232.9 504679.755, 175233.823 504680.001, 175234.61 504680.394, 175235.274 504681.083, 175235.742 504681.698, 175236.074 504682.546, 175236.123 504683.37, 175236.025 504684.145, 175235.803 504684.821, 175235.385 504685.436, 175234.819 504686.013, 175234.302 504686.407, 175233.724 504686.714, 175233.134 504686.837, 175232.506 504686.874)))"
O10002_Speelomgeving_OD.147,Rubber tegels,speelondergrond,"MULTIPOLYGON (((177771.046 502755.993, 177768.16 502757.198, 177765.267 502750.274, 177768.009 502749.071, 177771.046 502755.993)))"
O10002_Speelomgeving_OD.148,Rubber tegels,speelondergrond,"MULTIPOLYGON (((177940.739 503687.072, 177940.012 503679.63, 177942.973 503679.343, 177943.718 503686.78, 177940.739 503687.072)))"
O10002_Speelomgeving_OD.149,Kunstgras,speelondergrond,"MULTIPOLYGON (((171457.058 509429.805, 171456.071 509429.333, 171455.449 509428.732, 171454.955 509427.81, 171454.676 509427.188, 171454.719 509426.222, 171455.062 509425.493, 171455.749 509424.635, 171456.436 509424.141, 171457.187 509423.82, 171458.132 509423.82, 171459.57 509424.206, 171461.437 509424.849, 171462.317 509425.579, 171462.574 509426.394, 171462.574 509427.424, 171462.167 509428.453, 171461.802 509429.032, 171461.051 509429.354, 171459.312 509429.59, 171458.067 509429.719, 171457.058 509429.805)))"
O10002_Speelomgeving_OD.150,Rubber tegels,speelondergrond,"MULTIPOLYGON (((177778.227 502755.278, 177777.083 502756.917, 177777.892 502757.487, 177777.341 502758.324, 177779.782 502759.989, 177778.362 502762.07, 177775.904 502760.379, 177774.073 502762.968, 177775.181 502765.497, 177778.872 502763.924, 177780.725 502768.353, 177771.928 502772.049, 177768.559 502764.237, 177773.106 502762.286, 177769.167 502759.51, 177771.588 502756.025, 177774.092 502752.419, 177778.227 502755.278)))"
O10002_Speelomgeving_OD.151,Gietvloer,speelondergrond,"MULTIPOLYGON (((177857.33 504261.53, 177856.282 504260.042, 177858.569 504258.296, 177858.425 504256.502, 177855.743 504255.359, 177856.446 504253.655, 177858.826 504254.602, 177860.544 504253.942, 177860.143 504250.898, 177861.986 504250.542, 177862.396 504253.322, 177863.922 504254.306, 177866.339 504252.432, 177867.48 504253.866, 177865.145 504255.698, 177865.632 504257.586, 177868.036 504258.682, 177867.36 504260.373, 177864.754 504259.247, 177863.364 504260.23, 177863.59 504263.173, 177861.799 504263.442, 177861.376 504260.472, 177859.656 504259.874, 177857.33 504261.53)))"
O10002_Speelomgeving_OD.152,Rubber tegels,speelondergrond,"MULTIPOLYGON (((177948.552 503680.619, 177954.602 503680.038, 177954.911 503682.963, 177960.694 503682.392, 177961.219 503687.436, 177949.308 503688.449, 177948.552 503680.619)))"
O10002_Speelomgeving_OD.153,Rubber tegels,speelondergrond,"MULTIPOLYGON (((178027.748 503768.555, 178024.741 503768.801, 178024.211 503763.402, 178027.179 503763.127, 178027.748 503768.555)))"
O10002_Speelomgeving_OD.154,Rubber tegels,speelondergrond,"MULTIPOLYGON (((177780.225 504277.285, 177779.638 504271.349, 177780.627 504271.241, 177780.235 504267.298, 177783.196 504266.994, 177783.598 504270.961, 177784.599 504270.862, 177785.212 504276.826, 177780.225 504277.285)))"
O10002_Speelomgeving_OD.155,Beton,speelondergrond,"MULTIPOLYGON (((176625.87 504751.759, 176620.591 504746.006, 176634.453 504733.173, 176639.766 504738.994, 176625.87 504751.759)))"
O10002_Speelomgeving_OD.156,Tegels,speelondergrond,"MULTIPOLYGON (((176618.506 504743.956, 176614.119 504739.274, 176616.739 504736.805, 176621.189 504741.573, 176618.506 504743.956)))"
O10002_Speelomgeving_OD.157,Kunstgras,speelondergrond,"MULTIPOLYGON (((176622.157 504758.261, 176619.41 504751.994, 176622.472 504750.715, 176625.282 504756.919, 176622.157 504758.261)))"
O10002_Speelomgeving_OD.158,Zand,speelondergrond,"MULTIPOLYGON (((177813.496 502700.481, 177814.113 502700.18, 177822.589 502703.542, 177828.55 502718.526, 177821.784 502721.182, 177813.496 502700.481)))"
O10002_Speelomgeving_OD.159,Rubber tegels,speelondergrond,"MULTIPOLYGON (((177799.521 502808.199, 177798.52 502805.529, 177801.215 502804.495, 177802.204 502807.177, 177799.521 502808.199)))"
O10002_Speelomgeving_OD.160,Dekowood,speelondergrond,"MULTIPOLYGON (((176108.57 502920.48, 176098.11 502931.83, 176097.42 502932.24, 176086.34 502936.91, 176085.9 502936.997, 176085.556 502936.925, 176085.351 502936.814, 176085.162 502936.64, 176085.054 502936.483, 176084.975 502936.303, 176084.929 502936.061, 176084.948 502935.786, 176085.02 502935.57, 176086.17 502932.8, 176089.91 502925.67, 176090.72 502924.348, 176091.845 502922.767, 176092.786 502921.617, 176094.117 502920.198, 176095.534 502918.901, 176096.51 502918.114, 176098.13 502916.97, 176102.45 502914.74, 176108.57 502920.48)))"
O10002_Speelomgeving_OD.161,Rubber tegels,speelondergrond,"MULTIPOLYGON (((172110.685 508923.847, 172104.147 508919.715, 172105.609 508917.475, 172112.103 508921.597, 172110.685 508923.847)))"
O10002_Speelomgeving_OD.162,Rubber tegels,speelondergrond,"MULTIPOLYGON (((172098.13 508909.692, 172102.367 508912.36, 172103.194 508911.069, 172107.741 508914.013, 172104.641 508918.729, 172103.455 508917.99, 172101.351 508921.092, 172099.198 508919.801, 172098.94 508920.197, 172097.682 508919.405, 172097.063 508920.412, 172092.893 508917.759, 172093.566 508916.72, 172092.378 508916.027, 172094.651 508912.722, 172095.748 508913.349, 172098.13 508909.692)))"
O10002_Speelomgeving_OD.163,Rubber tegels,speelondergrond,"MULTIPOLYGON (((172104.071 508920.158, 172110.305 508924.15, 172108.228 508927.344, 172101.985 508923.548, 172104.071 508920.158)))"
O10002_Speelomgeving_OD.164,Kunstgras,speelondergrond,"MULTIPOLYGON (((175275.793 496205.241, 175281.128 496199.436, 175286.453 496204.514, 175281.228 496210.574, 175275.793 496205.241)))"
O10002_Speelomgeving_OD.165,Rubber tegels,speelondergrond,"MULTIPOLYGON (((171906.82 509205.242, 171903.505 509210.357, 171900.956 509208.714, 171904.266 509203.61, 171906.82 509205.242)))"
O10002_Speelomgeving_OD.166,Rubber tegels,speelondergrond,"MULTIPOLYGON (((171915.515 509197.802, 171924.143 509203.591, 171920.597 509208.616, 171912.14 509203.085, 171915.515 509197.802)))"
O10002_Speelomgeving_OD.167,Dekowood,speelondergrond,"MULTIPOLYGON (((172074.34 509034.466, 172060.17 509024.601, 172067.998 509012.482, 172081.244 509017.807, 172083.783 509018.827, 172080.376 509025.122, 172078.536 509028.111, 172074.34 509034.466)))"
O10002_Speelomgeving_OD.168,Dekowood,speelondergrond,"MULTIPOLYGON (((178138.102 503672.796, 178145.361 503674.823, 178144.418 503677.823, 178137.306 503675.793, 178138.102 503672.796)))"
O10002_Speelomgeving_OD.169,Tegels,speelondergrond,"MULTIPOLYGON (((178132.201 503675.964, 178135.87 503677.539, 178133.356 503683.257, 178129.801 503681.615, 178132.201 503675.964)))"
O10002_Speelomgeving_OD.170,Dekowood,speelondergrond,"MULTIPOLYGON (((175798.304 503375.598, 175798.338 503376.4, 175798.338 503377.35, 175798.303 503378.166, 175798.236 503378.984, 175798.128 503379.864, 175798.023 503380.518, 175797.818 503381.529, 175797.676 503382.111, 175797.441 503382.945, 175797.18 503383.745, 175796.876 503384.563, 175796.59 503385.25, 175796.29 503385.904, 175795.882 503386.709, 175795.579 503387.257, 175794.758 503388.577, 175793.636 503390.13, 175793.258 503390.504, 175792.784 503390.883, 175792.344 503391.142, 175791.707 503391.461, 175790.991 503391.728, 175790.207 503391.874, 175789.328 503391.917, 175788.604 503391.909, 175787.733 503391.788, 175787.009 503391.547, 175786.268 503391.185, 175785.777 503390.849, 175785.216 503390.418, 175784.682 503389.798, 175784.253 503389.138, 175783.993 503388.618, 175783.747 503388.072, 175783.639 503387.616, 175783.53 503387.204, 175783.487 503386.618, 175783.487 503386.227, 175783.595 503385.663, 175783.769 503385.077, 175783.964 503384.535, 175784.377 503383.992, 175784.876 503383.536, 175785.397 503383.168, 175786.112 503382.793, 175786.675 503382.622, 175787.204 503382.529, 175787.682 503382.546, 175788.049 503382.537, 175788.424 503382.657, 175788.595 503382.742, 175788.782 503382.776, 175789.038 503382.784, 175789.235 503382.767, 175789.494 503382.69, 175789.81 503382.62, 175790.06 503382.527, 175790.244 503382.433, 175790.561 503382.209, 175790.85 503381.905, 175790.964 503381.743, 175791.134 503381.414, 175791.219 503381.158, 175791.274 503380.872, 175791.287 503380.699, 175791.253 503380.242, 175791.16 503379.908, 175791.012 503379.589, 175790.842 503379.338, 175790.689 503379.164, 175790.516 503379.007, 175790.418 503378.919, 175790.232 503378.713, 175790.015 503378.438, 175789.872 503378.23, 175789.759 503378.046, 175789.583 503377.712, 175789.505 503377.54, 175789.376 503377.2, 175789.299 503376.948, 175789.213 503376.575, 175789.175 503376.335, 175789.145 503376.021, 175789.136 503375.66, 175789.151 503375.366, 175789.176 503375.131, 175789.208 503374.923, 175789.314 503374.462, 175789.513 503373.904, 175789.724 503373.477, 175790.071 503372.951, 175790.809 503372.181, 175791.241 503371.866, 175791.812 503371.551, 175792.411 503371.324, 175792.977 503371.192, 175793.649 503371.047, 175794.418 503370.967, 175795.063 503371.02, 175795.559 503371.135, 175795.974 503371.356, 175796.434 503371.639, 175796.726 503371.877, 175796.973 503372.125, 175797.38 503372.576, 175797.787 503373.265, 175798.026 503374.016, 175798.304 503375.598)))"
O10002_Speelomgeving_OD.171,Rubber tegels,speelondergrond,"MULTIPOLYGON (((171874.828 509206.477, 171878.336 509201.296, 171887.962 509207.178, 171884.532 509212.631, 171874.828 509206.477)))"
O10002_Speelomgeving_OD.172,Rubber tegels,speelondergrond,"MULTIPOLYGON (((171909.814 509208.265, 171913.941 509210.983, 171911.214 509215.166, 171907.094 509212.333, 171909.814 509208.265)))"
O10002_Speelomgeving_OD.173,Rubber tegels,speelondergrond,"MULTIPOLYGON (((171901.616 509219.13, 171900.05 509221.518, 171897.11 509219.711, 171901.582 509213.115, 171904.369 509214.982, 171901.616 509219.13)))"
O10002_Speelomgeving_OD.174,Dekowood,speelondergrond,"MULTIPOLYGON (((178146.867 503682.086, 178144.414 503681.216, 178142.506 503686.433, 178137.462 503689.606, 178132.156 503686.715, 178129.693 503691.136, 178128.903 503689.987, 178131.672 503685.138, 178129.801 503681.615, 178133.356 503683.257, 178135.87 503677.539, 178132.201 503675.964, 178132.526 503675.114, 178131.167 503673.136, 178132.534 503672.246, 178133.96 503674.622, 178138.102 503672.796, 178137.306 503675.793, 178144.418 503677.823, 178145.361 503674.823, 178145.903 503677.225, 178144.889 503680.1, 178147.284 503681.02, 178146.867 503682.086)))"
O10002_Speelomgeving_OD.175,Dekowood,speelondergrond,"MULTIPOLYGON (((177615.606 502313.607, 177611.997 502305.074, 177620.735 502301.76, 177624.058 502310.168, 177615.606 502313.607)))"
O10002_Speelomgeving_OD.176,Rubber tegels,speelondergrond,"MULTIPOLYGON (((175956.404 505187.273, 175952.996 505180.579, 175958.318 505177.875, 175961.776 505184.546, 175956.404 505187.273)))"
O10002_Speelomgeving_OD.177,Rubber tegels,speelondergrond,"MULTIPOLYGON (((176347.597 505256.039, 176345.106 505250.466, 176350.819 505247.913, 176353.265 505253.383, 176347.597 505256.039)))"
O10002_Speelomgeving_OD.178,Kunstgras,speelondergrond,"MULTIPOLYGON (((176443.651 496665.155, 176440.123 496655.78, 176451.089 496651.632, 176455.871 496661.232, 176455.886 496661.361, 176455.288 496661.392, 176454.69 496661.466, 176453.795 496661.598, 176452.922 496661.752, 176452.038 496661.935, 176451.385 496662.087, 176450.527 496662.309, 176449.784 496662.523, 176448.982 496662.776, 176448.417 496662.968, 176447.518 496663.299, 176446.758 496663.604, 176446.1 496663.886, 176445.33 496664.24, 176444.597 496664.601, 176443.955 496664.936, 176443.651 496665.155)))"
O10002_Speelomgeving_OD.179,Dekowood,speelondergrond,"MULTIPOLYGON (((172272.559 509537.214, 172267.996 509546.067, 172261.539 509544.69, 172263.089 509539.5, 172260.725 509536.387, 172264.67 509532.897, 172264.92 509532.658, 172272.559 509537.214)))"
O10002_Speelomgeving_OD.180,Rubber tegels,speelondergrond,"MULTIPOLYGON (((175946.076 505183.565, 175943.551 505178.616, 175948.461 505176.09, 175951.018 505181.019, 175946.076 505183.565)))"
O10002_Speelomgeving_OD.181,Rubber tegels,speelondergrond,"MULTIPOLYGON (((176341.799 505266.423, 176338.453 505259.126, 176346.192 505255.576, 176349.518 505262.886, 176341.799 505266.423)))"
O10002_Speelomgeving_OD.182,Rubber tegels,speelondergrond,"MULTIPOLYGON (((175958.757 505177.653, 175956.449 505173.162, 175963.194 505169.694, 175965.481 505174.181, 175958.757 505177.653)))"
O10002_Speelomgeving_OD.183,,speellocatie,"MULTIPOLYGON (((176099.831 503254.864, 176167.268 503223.143, 176173.378 503226.668, 176186.771 503256.274, 176193.115 503277.892, 176190.766 503303.034, 176182.542 503319.717, 176163.744 503321.127, 176144.476 503327.236, 176131.788 503330.056, 176092.782 503333.58, 176119.099 503284.001, 176099.831 503254.864)))"
O10002_Speelomgeving_OD.184,,speellocatie,"MULTIPOLYGON (((175774.564 503387.549, 175775.488 503368.456, 175793.041 503349.055, 175840.466 503312.409, 175860.174 503306.558, 175872.185 503305.019, 175873.416 503309.022, 175871.261 503315.489, 175866.949 503328.115, 175854.939 503339.201, 175854.323 503350.595, 175799.508 503361.989, 175804.128 503401.407, 175776.412 503404.794, 175774.564 503387.549)))"
O10002_Speelomgeving_OD.185,,speellocatie,"MULTIPOLYGON (((176073.391 502937.905, 176093.423 502908.692, 176101.353 502904.936, 176126.81 502924.133, 176103.022 502940.827, 176083.825 502942.913, 176073.391 502937.905)))"
O10002_Speelomgeving_OD.186,,speellocatie,"MULTIPOLYGON (((176990.055 502757.942, 176973.252 502728.213, 177021.723 502708.179, 177034.649 502739.523, 176990.055 502757.942)))"
O10002_Speelomgeving_OD.187,,speellocatie,"MULTIPOLYGON (((175536.095 505049.181, 175574.23 505050.402, 175573.948 505060.452, 175535.155 505056.225, 175536.095 505049.181)))"
O10002_Speelomgeving_OD.188,,speellocatie,"MULTIPOLYGON (((175602.585 505822.111, 175608.308 505818.408, 175620.089 505841.634, 175614.03 505845.673, 175602.585 505822.111)))"
O10002_Speelomgeving_OD.189,,speellocatie,"MULTIPOLYGON (((175545.986 505184.356, 175581.534 505180.216, 175582.614 505193.625, 175545.266 505190.115, 175545.986 505184.356)))"
O10002_Speelomgeving_OD.190,,speellocatie,"MULTIPOLYGON (((175541.004 505116.786, 175576.846 505115.09, 175578.247 505127.922, 175540.193 505124.161, 175541.004 505116.786)))"
O10002_Speelomgeving_OD.222,Zand,speelondergrond,"MULTIPOLYGON (((177009.226 504234.743, 177009.388 504236.351, 176999.862 504237.229, 176999.121 504230.17, 177008.67 504229.23, 177008.824 504230.76, 177009.226 504234.743)))"
O10002_Speelomgeving_OD.191,,speellocatie,"MULTIPOLYGON (((175457.903 504982.836, 175483.95 504981.938, 175456.107 505246.001, 175473.172 505253.186, 175468.681 505306.178, 175450.718 505307.077, 175438.143 505436.414, 175412.995 505435.515, 175423.773 505316.058, 175405.809 505309.771, 175413.893 505238.815, 175431.856 505238.815, 175457.903 504982.836)))"
O10002_Speelomgeving_OD.192,,speellocatie,"MULTIPOLYGON (((172559.965 508701.904, 172570.654 508694.907, 172584.452 508715.313, 172574.152 508722.115, 172559.965 508701.904)))"
O10002_Speelomgeving_OD.193,,speellocatie,"MULTIPOLYGON (((172741.989 508764.497, 172758.333 508753.717, 172777.807 508780.841, 172760.072 508791.621, 172741.989 508764.497)))"
O10002_Speelomgeving_OD.194,,speellocatie,"MULTIPOLYGON (((172127.723 509191.407, 172139.731 509181.298, 172221.066 509247.468, 172201.422 509264.356, 172143.522 509214.383, 172127.723 509191.407)))"
O10002_Speelomgeving_OD.195,,speellocatie,"MULTIPOLYGON (((171891.823 508767.312, 171902.046 508738.47, 171925.411 508715.836, 171934.903 508721.677, 171925.411 508747.232, 171902.046 508773.883, 171891.823 508767.312)))"
O10002_Speelomgeving_OD.196,,speellocatie,"MULTIPOLYGON (((172005.958 508702.685, 172022.626 508676.296, 172045.246 508688.994, 172027.983 508716.773, 172005.958 508702.685)))"
O10002_Speelomgeving_OD.197,,speellocatie,"MULTIPOLYGON (((171926.451 508832.494, 171959.457 508805.179, 171982.219 508768.191, 172008.395 508708.44, 172045.384 508733.478, 172012.379 508786.4, 172014.655 508793.798, 172012.379 508801.196, 172030.589 508811.439, 172000.998 508859.24, 171989.617 508852.411, 171958.318 508847.289, 171926.451 508832.494)))"
O10002_Speelomgeving_OD.198,,speellocatie,"MULTIPOLYGON (((172035.305 509022.763, 172044.629 509004.318, 172085.775 509018.506, 172068.546 509043.843, 172035.305 509022.763)))"
O10002_Speelomgeving_OD.199,,speellocatie,"MULTIPOLYGON (((176862.747 503001.264, 176844.774 502958.63, 176846.585 502957.515, 176848.675 502954.728, 176914.02 502928.117, 176919.035 502928.396, 176937.705 502972.144, 176862.747 503001.264)))"
O10002_Speelomgeving_OD.200,,speellocatie,"MULTIPOLYGON (((176470.019 503285.383, 176493.533 503284.572, 176503.263 503307.275, 176478.127 503309.707, 176470.019 503285.383)))"
O10002_Speelomgeving_OD.201,,speellocatie,"MULTIPOLYGON (((172342.613 509125.307, 172340.547 509117.043, 172347.159 509106.299, 172357.49 509114.563, 172364.928 509118.696, 172374.019 509109.604, 172386.829 509119.522, 172390.962 509115.803, 172402.119 509122.828, 172400.466 509129.026, 172406.251 509133.985, 172405.012 509139.357, 172412.037 509143.49, 172402.532 509159.192, 172393.028 509165.804, 172342.613 509125.307)))"
O10002_Speelomgeving_OD.202,,speellocatie,"MULTIPOLYGON (((172374.882 509067.463, 172389.994 509044.131, 172407.063 509055.171, 172399.233 509067.62, 172400.642 509068.716, 172393.674 509079.286, 172374.882 509067.463)))"
O10002_Speelomgeving_OD.203,,speellocatie,"MULTIPOLYGON (((175002.563 505957.476, 175111.416 505909.773, 175138.447 505894.841, 175204.35 505849.276, 175212.073 505845.929, 175310.928 505809.631, 175318.393 505824.819, 175226.747 505879.138, 175222.37 505880.94, 175118.882 505924.446, 175028.755 505978.694, 175002.563 505957.476)))"
O10002_Speelomgeving_OD.204,,speellocatie,"MULTIPOLYGON (((175320.906 505966.631, 175314.04 505954.534, 175352.621 505937.531, 175358.18 505947.994, 175320.906 505966.631)))"
O10002_Speelomgeving_OD.205,,speellocatie,"MULTIPOLYGON (((172838.973 508868.39, 172871.078 508846.392, 172910.615 508904.36, 172875.834 508927.25, 172840.162 508873.444, 172838.973 508868.39)))"
O10002_Speelomgeving_OD.206,,speellocatie,"MULTIPOLYGON (((172416.418 508867.577, 172431.22 508855.176, 172452.023 508872.178, 172462.224 508885.779, 172440.822 508902.581, 172416.418 508867.577)))"
O10002_Speelomgeving_OD.207,,speellocatie,"MULTIPOLYGON (((172510.313 509160.722, 172531.828 509136.249, 172540.972 509136.249, 172559.797 509151.309, 172560.873 509155.343, 172510.313 509160.722)))"
O10002_Speelomgeving_OD.208,,speellocatie,"MULTIPOLYGON (((175271.46 505563.699, 175272.41 505553.722, 175289.513 505544.695, 175303.766 505540.42, 175327.995 505541.37, 175346.998 505546.121, 175362.676 505553.722, 175368.377 505567.024, 175362.201 505578.901, 175348.424 505588.878, 175329.42 505603.131, 175308.992 505602.656, 175290.464 505593.629, 175271.46 505563.699)))"
O10002_Speelomgeving_OD.209,,speellocatie,"MULTIPOLYGON (((176098.751 505260.982, 176206.613 505161.144, 176241.308 505197.02, 176132.266 505296.857, 176098.751 505260.982)))"
O10002_Speelomgeving_OD.210,Rubber tegels,speelondergrond,"MULTIPOLYGON (((177646.017 502790.165, 177643.96 502785.138, 177652.516 502781.547, 177654.952 502787.364, 177646.338 502790.946, 177646.017 502790.165)))"
O10002_Speelomgeving_OD.211,Rubber tegels,speelondergrond,"MULTIPOLYGON (((177636.281 502768.369, 177637.165 502770.45, 177633.371 502772.066, 177631.968 502768.843, 177630.124 502769.638, 177629.316 502767.8, 177627.925 502768.398, 177625.899 502763.664, 177632.964 502760.564, 177636.281 502768.369)))"
O10002_Speelomgeving_OD.212,Rubber tegels,speelondergrond,"MULTIPOLYGON (((177620.562 502767.275, 177623.466 502766.044, 177626.485 502773.112, 177623.605 502774.326, 177620.562 502767.275)))"
O10002_Speelomgeving_OD.213,,speelondergrond,"MULTIPOLYGON (((172334.521 509298.351, 172334.26 509297.668, 172334.434 509297.043, 172334.626 509296.623, 172334.897 509296.318, 172335.337 509296.003, 172337.314 509294.814, 172338.837 509294.196, 172339.566 509294.121, 172340.327 509294.348, 172340.871 509294.752, 172342.591 509297.508, 172342.798 509298.115, 172342.792 509298.724, 172342.488 509299.232, 172342.012 509299.904, 172340.775 509300.827, 172339.337 509301.599, 172338.599 509301.798, 172338.006 509301.867, 172337.473 509301.802, 172337.074 509301.504, 172334.883 509298.92, 172334.521 509298.351)))"
O10002_Speelomgeving_OD.214,Kunstgras,speelondergrond,"MULTIPOLYGON (((176518.953 503099.955, 176515.387 503091.189, 176520.236 503089.478, 176520.708 503089.401, 176521.186 503089.402, 176521.658 503089.482, 176522.11 503089.638, 176522.53 503089.867, 176522.906 503090.162, 176523.229 503090.514, 176523.49 503090.916, 176523.681 503091.354, 176525.998 503097.083, 176518.953 503099.955)))"
