FID,naam_laagdefinitie,geometrie
O10002_Open_Strooiroutes.584,Fietspad,"MULTILINESTRING ((176688.703 503991.568, 176633.237 504167.969, 176633.152 504169.075, 176633.13 504170.184, 176633.173 504171.293, 176633.279 504172.397, 176633.448 504173.494, 176633.681 504174.578, 176633.975 504175.648, 176636.29 504181.702, 176636.536 504182.31, 176636.719 504182.939, 176636.836 504183.584, 176636.886 504184.238, 176636.869 504184.893, 176636.784 504185.543, 176636.634 504186.181, 176636.05 504188.113))"
O10002_Open_Strooiroutes.585,Fietspad,"MULTILINESTRING ((178299.252 504491.366, 178205.619 504503.841, 177705.769 504611.582, 177695.09 504614.806, 177668.614 504620.202, 177628.559 504628.594, 177628.42 504629.854, 177628.202 504631.102, 177627.908 504632.335, 177627.539 504633.547, 177627.095 504634.734, 177626.578 504635.891, 177625.991 504637.014, 177625.335 504638.099, 177624.614 504639.141, 177623.83 504640.136, 177622.985 504641.081, 177622.084 504641.972, 177621.129 504642.805, 177620.124 504643.577, 177619.074 504644.286, 177617.982 504644.929, 177616.852 504645.503, 177633.603 504760.599, 177648.273 504871.405, 177662.671 504986.237, 177668.381 505023.412, 177672.793 505047.066, 177679.951 505072.584, 177694.104 505081.576))"
O10002_Open_Strooiroutes.586,Fietspad,"MULTILINESTRING ((177229.435 504373.715, 177231.361 504381.908, 177237.422 504398.761, 177251.053 504421.255, 177305.813 504515.187, 177315.658 504537.042, 177323.673 504564.267, 177344.469 504624.263, 177344.692 504624.917, 177344.985 504625.542, 177345.347 504626.13, 177345.771 504626.675, 177346.254 504627.169, 177346.788 504627.607, 177347.367 504627.982, 177347.985 504628.291, 177348.633 504628.53, 177349.304 504628.695, 177349.989 504628.784, 177350.679 504628.797, 177357.846 504629.335, 177365.281 504631.328, 177366.329 504631.794, 177367.401 504632.199, 177368.495 504632.543, 177369.606 504632.824, 177370.732 504633.042, 177371.868 504633.196, 177373.011 504633.284, 177374.157 504633.308, 177375.303 504633.267, 177511.438 504626.405, 177514.69 504626.24, 177517.937 504625.999, 177521.178 504625.682, 177524.41 504625.289, 177527.632 504624.822, 177530.843 504624.279, 177534.04 504623.661, 177575.317 504616.077, 177590.655 504612.685, 177591.143 504612.091, 177591.571 504611.452, 177591.935 504610.775, 177592.231 504610.066, 177592.457 504609.331, 177592.61 504608.577, 177592.689 504607.812, 177592.693 504607.044, 177592.623 504606.278, 177592.478 504605.523, 177586.804 504576.01, 177587.379 504569.274))"
O10002_Open_Strooiroutes.587,Fietspad,"MULTILINESTRING ((178208.368 503982.473, 178211.116 504006.193, 178212.819 504015.619, 178219.598 504025.068, 178225.32 504035.096, 178238.381 504094.559, 178243.932 504128.538, 178246.783 504152.231, 178248.67 504171.68, 178250.847 504191.76, 178251.275 504201.163))"
O10002_Open_Strooiroutes.588,Fietspad,"MULTILINESTRING ((177734.643 505319.083, 177729.736 505306.503, 177723.927 505293.742, 177717.956 505278.183, 177711.423 505253.836, 177691.995 505147.586, 177691.882 505130.656, 177690.23 505122.258, 177695.54 505116.457, 177698.854 505108.951, 177699.626 505101.444, 177698.19 505092.725, 177694.104 505081.576, 177763.816 505067.535, 177758.883 505040.617, 177749.381 504994.431, 177747.341 504983.438, 177752.236 504980.686, 177845.073 504960.581, 177839.924 504936.373, 178369.119 504823.818))"
O10002_Open_Strooiroutes.589,Fietspad,"MULTILINESTRING ((177192.503 502461.599, 177192.46 502460.972, 177192.487 502460.343, 177192.585 502459.722, 177192.752 502459.116, 177192.986 502458.532, 177193.284 502457.979, 177193.642 502457.462, 177194.056 502456.988, 177194.521 502456.565, 177195.03 502456.195, 177195.577 502455.886, 177196.156 502455.64, 177196.759 502455.46, 177197.377 502455.349, 177198.005 502455.308, 177214.039 502450.946, 177190.282 502394.719, 177188.784 502393.486, 177187.239 502392.312, 177185.651 502391.197, 177184.022 502390.144, 177182.353 502389.154, 177180.648 502388.228, 177178.909 502387.369, 177177.138 502386.576, 177175.338 502385.852, 177173.512 502385.197, 177171.662 502384.612))"
O10002_Open_Strooiroutes.590,Fietspad,"MULTILINESTRING ((175810.461 496638.878, 175747.267 496582.42, 175746.827 496582.006, 175746.442 496581.542, 175746.116 496581.034, 175745.855 496580.489, 175745.664 496579.916, 175745.544 496579.325, 175745.498 496578.723, 175745.526 496578.12, 175745.629 496577.525, 175745.804 496576.947, 175746.048 496576.395, 175749.5 496572.558))"
O10002_Open_Strooiroutes.591,Fietspad,"MULTILINESTRING ((176251.549 495934.486, 176261.029 495935.154, 176269.503 495937.977, 176287.197 495948.106, 176449.118 496038.357, 176449.645 496038.562, 176450.138 496038.84, 176450.588 496039.184, 176450.984 496039.588, 176451.32 496040.043, 176451.589 496040.541, 176451.785 496041.072, 176451.905 496041.625, 176451.945 496042.189, 176451.906 496042.754, 176451.789 496043.307, 176451.594 496043.839, 176451.327 496044.338, 176450.993 496044.794, 176436.126 496072.5, 176408.1 496122.954, 176378.488 496176.094, 176331.12 496262.098, 176329.089 496265.488))"
O10002_Open_Strooiroutes.592,Fietspad,"MULTILINESTRING ((176514.544 503156.394, 176567.759 503284.869, 176567.858 503286.048, 176567.881 503287.232, 176567.831 503288.414, 176567.705 503289.591, 176567.506 503290.757, 176567.234 503291.909, 176566.889 503293.041, 176566.474 503294.149, 176565.989 503295.229, 176565.438 503296.276, 176564.821 503297.286, 176549.531 503323.17, 176548.943 503324.757, 176548.422 503326.368, 176547.97 503327.999, 176547.587 503329.648, 176547.274 503331.312, 176547.032 503332.987, 176546.86 503334.671, 176546.76 503336.361, 176546.732 503338.054, 176546.775 503339.746, 176546.889 503341.435, 176547.075 503343.118, 176547.332 503344.791, 176552.683 503397.583, 176563.211 503411.22, 176563.644 503453.521, 176574.794 503517.178, 176582.073 503577.458, 176597.602 503614.433, 176598.588 503626.265, 176591.687 503669.155, 176593.658 503680.247, 176615.577 503710.307, 176620.498 503726.544))"
O10002_Open_Strooiroutes.619,Fietspad,"MULTILINESTRING ((178251.275 504201.163, 178250.55 504206.544, 178246.715 504216.794, 178245.685 504224.218, 178247.061 504232.271, 178250.833 504238.064, 178254.923 504242.105, 178260.224 504247.81, 178263.678 504254.525, 178303.642 504441.906))"
O10002_Open_Strooiroutes.620,Fietspad,"MULTILINESTRING ((177579.288 502846.127, 177562.68 502800.871))"
O10002_Open_Strooiroutes.759,Noodroute,"MULTILINESTRING ((176018.853 496141.714, 176040.988 496100.891))"
O10002_Open_Strooiroutes.593,Fietspad,"MULTILINESTRING ((177414.321 503235.575, 177408.55 503178.034, 177403.949 503174.586, 177395.684 503087.485, 177381.112 503073.219, 177369.575 503024.18, 177384.71 503020.543, 177383.932 503016.258, 177379.626 502996.126, 177368.082 502950.884, 177373.198 502942.237, 177367.689 502919.937, 177362.686 502899.988, 177348.985 502862.327, 177341.497 502843.888, 177327.289 502809.48, 177280.936 502698.387, 177265.757 502680.318, 177248.997 502665.418, 177228.826 502654.031, 177203.743 502646.581, 177176.541 502645.793, 177151.878 502650.816, 177082.575 502679.125, 177079.718 502681.415, 177072.034 502691.143, 177070.281 502692.435, 177066.602 502695.496, 177060.852 502697.786, 177053.72 502698.559, 177049.321 502698.201, 177042.944 502697.242, 177037.929 502697.792, 177005.469 502711.13, 176962.924 502731.67, 176855.328 502776.521, 176853.504 502777.504, 176851.715 502778.548, 176849.962 502779.653, 176848.248 502780.817, 176846.575 502782.039, 176844.945 502783.317, 176843.358 502784.65, 176841.819 502786.036, 176840.327 502787.474, 176838.886 502788.962, 176837.495 502790.498, 176836.158 502792.081, 176834.876 502793.708, 176833.65 502795.378, 176832.482 502797.089, 176803.107 502837.298, 176802.015 502838.7, 176800.868 502840.058, 176799.668 502841.37, 176798.418 502842.633, 176797.119 502843.846, 176795.773 502845.007, 176794.383 502846.114, 176792.95 502847.165, 176791.476 502848.16, 176789.965 502849.095, 176788.418 502849.97, 176781.315 502854.185, 176775.78 502859.65, 176770.306 502863.902, 176764.628 502865.944, 176763.476 502866.076, 176762.317 502866.134, 176761.157 502866.117, 176760.001 502866.025, 176758.853 502865.858, 176757.718 502865.618, 176756.794 502865.486, 176755.863 502865.421, 176754.929 502865.425, 176753.999 502865.496, 176753.076 502865.635, 176752.165 502865.841, 176751.272 502866.112, 176750.401 502866.448, 176749.557 502866.847, 176577.288 502938.27, 176530.611 502957.694, 176528.952 502958.249, 176527.273 502958.739, 176525.576 502959.164, 176523.864 502959.523, 176522.14 502959.816, 176520.405 502960.042, 176518.663 502960.202, 176516.917 502960.293, 176515.168 502960.318, 176513.419 502960.275, 176512.342 502960.232, 176511.264 502960.264, 176510.191 502960.37, 176509.128 502960.551, 176508.081 502960.806, 176507.053 502961.132, 176506.051 502961.529, 176505.078 502961.995, 176504.141 502962.527, 176503.242 502963.123, 176502.387 502963.78, 176501.58 502964.494, 176500.824 502965.263, 176500.124 502966.083, 176499.701 502966.721, 176499.222 502967.319, 176498.691 502967.87, 176498.112 502968.371, 176497.49 502968.818, 176496.83 502969.206, 176496.138 502969.532, 176495.418 502969.794, 176494.678 502969.99, 176493.923 502970.118, 176493.16 502970.177, 176492.394 502970.166, 176491.633 502970.086, 176490.882 502969.937, 176485.014 502969.116, 176483.566 502968.829, 176482.133 502968.472, 176480.72 502968.043, 176479.33 502967.546, 176477.966 502966.98, 176476.632 502966.348, 176475.33 502965.65, 176474.065 502964.889, 176472.839 502964.066, 176471.655 502963.184, 176470.516 502962.244, 176469.425 502961.249, 176468.385 502960.201, 176466.765 502959.212, 176465.108 502958.285, 176463.417 502957.423, 176461.694 502956.627, 176459.942 502955.897, 176458.163 502955.235, 176456.36 502954.642, 176454.535 502954.118, 176452.692 502953.665, 176450.832 502953.283, 176448.96 502952.973, 176447.077 502952.735, 176445.186 502952.569, 176443.29 502952.476, 176441.392 502952.456, 176439.494 502952.508, 176437.6 502952.634, 176435.712 502952.832, 176433.834 502953.103, 176431.967 502953.445, 176430.114 502953.859, 176301.308 503006.886, 176237.451 503033.272, 176236.492 503033.72, 176235.567 503034.233, 176234.679 503034.808, 176233.834 503035.444, 176233.034 503036.136, 176232.284 503036.882, 176231.587 503037.678, 176230.947 503038.521, 176230.367 503039.405, 176229.849 503040.328, 176227.323 503044.781, 176226.983 503045.457, 176226.587 503046.103, 176226.14 503046.714, 176225.642 503047.284, 176225.099 503047.812, 176224.514 503048.292, 176223.89 503048.722, 176223.233 503049.098, 176222.547 503049.418, 176216.74 503051.344, 176215.374 503051.446, 176214.005 503051.472, 176212.636 503051.423, 176211.272 503051.298, 176209.917 503051.099, 176208.575 503050.825, 176207.251 503050.478, 176205.947 503050.058, 176204.948 503049.799, 176203.935 503049.604, 176202.911 503049.473, 176201.882 503049.407, 176200.85 503049.405, 176199.82 503049.469, 176198.796 503049.597, 176197.783 503049.789, 176196.783 503050.045, 176173.262 503059.972, 176112.218 503085.24, 176104.943 503088.288, 176072.368 503096.582, 176028.987 503108.463))"
O10002_Open_Strooiroutes.594,Fietspad,"MULTILINESTRING ((178058.679 503139.319, 178046.045 503137.76, 178044.558 503137.533, 178043.061 503137.383, 178041.558 503137.311, 178040.053 503137.317, 178038.551 503137.401, 178037.055 503137.564, 178035.57 503137.803, 178034.099 503138.12, 177897.634 503168.438, 177854.201 503166.562, 177837.327 503169.295, 177818.221 503174.835, 177780.842 503191.79, 177646.084 503214.868, 177482.192 503237.934, 177468.241 503237.515, 177444.434 503230.258, 177437.499 503230.573, 177423.471 503234.828, 177410.43 503235.892, 177409.591 503236.021, 177408.745 503236.071, 177407.897 503236.041, 177407.055 503235.933, 177406.228 503235.746, 177405.421 503235.483, 177404.642 503235.146, 177403.899 503234.738, 177403.196 503234.262, 177402.542 503233.723, 177401.94 503233.124, 177401.397 503232.473, 177400.917 503231.773, 177396.279 503226.389, 177395.168 503225.585, 177394.019 503224.837, 177392.833 503224.147, 177391.615 503223.518, 177390.367 503222.949, 177389.092 503222.444, 177387.794 503222.003, 177386.475 503221.627, 177385.139 503221.318, 177383.789 503221.075, 177382.429 503220.9, 177381.062 503220.793, 177255.111 503234.742, 177200.833 503251.147, 177160.469 503267.751, 177104.646 503293.229, 177068.29 503301.531, 176985.084 503310.015, 176983.22 503310.361, 176981.343 503310.628, 176979.456 503310.816, 176977.564 503310.925, 176975.668 503310.955, 176973.773 503310.906, 176971.881 503310.777, 176969.997 503310.569, 176968.123 503310.283, 176966.262 503309.918, 176964.419 503309.475, 176962.596 503308.956, 176960.796 503308.361, 176959.022 503307.691, 176947.783 503301.977, 176945.869 503301.059, 176943.921 503300.213, 176941.944 503299.44, 176939.939 503298.741, 176937.909 503298.118, 176935.857 503297.571, 176933.787 503297.101, 176931.7 503296.709, 176929.6 503296.394, 176927.49 503296.159, 176925.373 503296.002, 176923.251 503295.924, 176612.978 503326.589, 176611.254 503326.566, 176609.532 503326.47, 176607.816 503326.303, 176606.109 503326.063, 176604.413 503325.752, 176602.732 503325.37, 176601.068 503324.918, 176599.424 503324.397, 176597.804 503323.807, 176596.21 503323.15, 176594.645 503322.426, 176541.186 503289.259, 176538.168 503287.749, 176535.117 503286.309, 176532.033 503284.938, 176528.92 503283.638, 176525.777 503282.409, 176522.607 503281.252, 176519.412 503280.167, 176516.192 503279.156, 176512.951 503278.218, 176509.689 503277.354, 176506.408 503276.565, 176503.11 503275.851, 176499.797 503275.212, 176496.47 503274.648, 176493.131 503274.161, 176489.781 503273.75, 176486.424 503273.415, 176483.059 503273.157, 176479.69 503272.975, 176476.317 503272.871, 176472.943 503272.843, 176469.569 503272.892, 176466.197 503273.018, 176462.828 503273.221, 176459.465 503273.5, 176456.11 503273.856, 176452.763 503274.288, 176449.427 503274.797, 176446.104 503275.381, 176442.795 503276.041, 176439.501 503276.776, 176436.225 503277.586, 176432.969 503278.47, 176396.114 503294.878, 176368.347 503318.607, 176354.463 503334.005, 176336.288 503345.87, 176315.297 503351.914, 176304.048 503351.847, 176286.298 503350.252, 176246.621 503339.971, 176189.607 503325.035, 176171.133 503321.008, 176140.294 503330.012, 176119.683 503332.249, 175906.412 503353.129, 175899.453 503353.731))"
O10002_Open_Strooiroutes.595,Fietspad,"MULTILINESTRING ((175878.004 503358.713, 175873.903 503355.058, 175872.986 503354.267, 175872.021 503353.537, 175871.01 503352.87, 175869.959 503352.269, 175868.871 503351.737, 175867.751 503351.276, 175866.604 503350.888, 175865.435 503350.575, 175864.248 503350.337, 175863.048 503350.176, 175861.84 503350.092, 175805.001 503355.378, 175803.661 503355.516, 175802.331 503355.729, 175801.015 503356.018, 175799.717 503356.381, 175798.443 503356.818, 175797.195 503357.326, 175795.978 503357.904, 175794.796 503358.55, 175793.653 503359.263, 175792.552 503360.039, 175791.497 503360.877, 175790.491 503361.773, 175789.538 503362.725, 175788.64 503363.73, 175778.624 503381.126, 175777.453 503382.444, 175776.231 503383.714, 175774.959 503384.935, 175773.64 503386.104, 175772.275 503387.219, 175770.866 503388.279, 175769.417 503389.283, 175767.929 503390.228, 175766.405 503391.113, 175764.846 503391.937, 175763.256 503392.698, 175761.637 503393.395, 175759.991 503394.027, 175758.322 503394.593, 175731.812 503396.966, 175681.991 503398.175, 175603.566 503400.192, 175589.206 503401.033, 175589.155 503404.902, 175589.146 503405.42, 175589.069 503405.931, 175588.925 503406.429, 175588.718 503406.903, 175588.449 503407.345, 175588.125 503407.749, 175587.751 503408.106, 175587.332 503408.411, 175586.878 503408.659, 175586.394 503408.844, 175585.891 503408.964, 175585.376 503409.017, 175558.502 503410.786))"
O10002_Open_Strooiroutes.596,Wegen,"MULTILINESTRING ((177299.579 504048.866, 177376.518 504039.485, 177469.984 504030.038, 177611.52 504016.137))"
O10002_Open_Strooiroutes.597,Wegen,"MULTILINESTRING ((177278.016 503380.844, 177265.919 503372.84, 177265.035 503372.261, 177264.191 503371.624, 177263.391 503370.933, 177262.639 503370.19, 177261.939 503369.398, 177261.292 503368.562, 177260.702 503367.685, 177260.172 503366.771, 177259.704 503365.823, 177259.299 503364.846, 177258.961 503363.845, 177258.69 503362.823, 177258.487 503361.786, 177258.354 503360.737, 177254.099 503310.108, 177249.593 503288.031, 177221.757 503200.336, 177208.751 503159.237, 177188.748 503108.545))"
O10002_Open_Strooiroutes.598,Wegen,"MULTILINESTRING ((173004.475 508857.946, 173005.295 508858.805, 173006.166 508859.612, 173007.087 508860.363, 173008.052 508861.055, 173009.058 508861.685, 173010.102 508862.252, 173011.178 508862.753, 173012.284 508863.185, 173013.415 508863.548, 173014.566 508863.84, 173015.733 508864.06, 173016.912 508864.206, 173018.097 508864.279, 173019.285 508864.278, 173020.47 508864.203, 173021.648 508864.054, 173022.815 508863.833, 173023.966 508863.539, 173025.096 508863.174, 173026.201 508862.739, 173138.068 508787.817))"
O10002_Open_Strooiroutes.599,Wegen,"MULTILINESTRING ((173004.475 508857.946, 172941.409 508764.5))"
O10002_Open_Strooiroutes.600,Wegen,"MULTILINESTRING ((172490.977 509451.212, 172474.078 509440.313, 172445.667 509422.303, 172413.729 509401.704, 172386.763 509384.29, 172343.971 509355.916))"
O10002_Open_Strooiroutes.606,Wegen,"MULTILINESTRING ((172003.514 509198.725, 172055.718 509165.173, 172057.163 509164.139, 172058.562 509163.046, 172059.915 509161.895, 172061.219 509160.688, 172062.47 509159.428, 172063.668 509158.116, 172064.81 509156.755, 172065.893 509155.347, 172066.917 509153.896, 172067.879 509152.402, 172068.777 509150.87, 172091.564 509098.646, 172122.999 509021.229, 172133.753 508982.621, 172147.816 508956.287, 172236.596 508739.774, 172237.349 508738.434, 172238.169 508737.134, 172239.054 508735.878, 172240 508734.667, 172241.007 508733.506, 172242.071 508732.396, 172243.189 508731.342, 172244.359 508730.346, 172245.578 508729.41, 172246.843 508728.537, 172248.15 508727.728, 172249.496 508726.987, 172344.901 508675.804, 172345.629 508675.319, 172346.315 508674.775, 172346.954 508674.176, 172347.541 508673.527, 172348.073 508672.832, 172348.545 508672.095, 172348.955 508671.322, 172349.3 508670.517, 172349.577 508669.687, 172349.785 508668.836, 172349.922 508667.972, 172349.987 508667.099, 172349.979 508666.224, 172349.9 508665.352, 172349.749 508664.49, 172349.527 508663.643, 172331.463 508627.812, 172199.38 508430.014, 172164.301 508379.801, 172162.953 508378.649, 172161.557 508377.554, 172160.116 508376.521, 172158.633 508375.549, 172157.109 508374.642, 172155.548 508373.8, 172153.953 508373.025, 172152.326 508372.319, 172150.671 508371.683, 172148.99 508371.118, 172147.287 508370.625, 172145.564 508370.204, 172143.824 508369.858, 172142.072 508369.586, 172140.31 508369.388, 172138.541 508369.266, 172136.768 508369.219, 172134.995 508369.248, 172133.224 508369.351, 172131.46 508369.531, 172129.705 508369.785, 172127.962 508370.113, 172126.235 508370.516, 172124.527 508370.991, 172122.84 508371.539, 172121.178 508372.158, 172036.939 508428.923))"
O10002_Open_Strooiroutes.607,Wegen,"MULTILINESTRING ((171934.975 509242.775, 171953.988 509271.849, 172118.21 509405.446, 172185.989 509449.229, 172186.633 509449.686, 172187.316 509450.081, 172188.033 509450.411, 172188.777 509450.673, 172189.543 509450.865, 172190.322 509450.985, 172191.11 509451.033, 172191.899 509451.007, 172192.682 509450.908, 172193.452 509450.738, 172194.204 509450.496, 172194.929 509450.186, 172195.623 509449.81, 172196.279 509449.372, 172196.892 509448.874, 172343.971 509355.916))"
O10002_Open_Strooiroutes.608,Wegen,"MULTILINESTRING ((172371.25 509255.765, 172391.379 509261.575, 172488.78 509325.296, 172489.31 509326.072, 172489.78 509326.886, 172490.188 509327.733, 172490.531 509328.608, 172490.808 509329.506, 172491.018 509330.422, 172491.158 509331.352, 172491.228 509332.289, 172491.228 509333.229, 172491.158 509334.166, 172491.018 509335.096, 172490.809 509336.012, 172490.532 509336.91, 172490.189 509337.785, 172439.294 509418.164))"
O10002_Open_Strooiroutes.609,Wegen,"MULTILINESTRING ((172052.389 508908.971, 171977.984 508861.294, 171933.971 508851.899, 171805.547 508770.385, 171871.377 508665.935, 171875.555 508657.963, 171880.492 508640.312, 171889.012 508626.439, 171978.198 508485.929, 172003.644 508455.424, 172036.939 508428.923))"
O10002_Open_Strooiroutes.610,Wegen,"MULTILINESTRING ((172393.009 509173.45, 172522.164 509047.621, 172543.211 509035.112, 172544.072 509034.536, 172544.89 509033.9, 172545.66 509033.206, 172546.378 509032.459, 172547.04 509031.662, 172547.644 509030.819, 172548.185 509029.935, 172548.661 509029.015, 172549.07 509028.062, 172549.409 509027.083, 172549.677 509026.082, 172549.872 509025.064, 172549.993 509024.035, 172550.04 509023, 172549.822 509014.044, 172549.682 509013.188, 172549.619 509012.323, 172549.634 509011.456, 172549.728 509010.594, 172549.898 509009.744, 172550.144 509008.913, 172550.464 509008.107, 172550.856 509007.333, 172551.315 509006.598, 172551.838 509005.906, 172552.422 509005.265, 172553.061 509004.679, 172553.75 509004.153, 172554.484 509003.69, 172555.256 509003.296, 172638.821 508940.194, 172706.734 508903.33, 172773.678 508871.41, 172775.243 508870.599, 172776.842 508869.856, 172778.471 508869.182, 172780.128 508868.579, 172781.808 508868.048, 172783.51 508867.589, 172785.231 508867.203, 172786.966 508866.892, 172788.713 508866.655, 172790.468 508866.493, 172792.229 508866.407, 172814.694 508870.038, 172815.464 508870.051, 172816.233 508869.993, 172816.993 508869.865, 172817.738 508869.669, 172818.462 508869.406, 172819.159 508869.077, 172819.823 508868.687, 172820.449 508868.237, 172821.031 508867.732, 172821.564 508867.177, 172822.045 508866.574, 172822.469 508865.931, 172827.63 508845.694, 172832.299 508838.09, 172941.409 508764.5, 172748.272 508477.308))"
O10002_Open_Strooiroutes.611,Wegen,"MULTILINESTRING ((172142.342 508966.537, 172165.876 508983.315, 172188.401 509005.332, 172393.009 509173.45))"
O10002_Open_Strooiroutes.612,Wegen,"MULTILINESTRING ((171877.086 509385.16, 171802.327 509369.427, 171776.833 509357.848, 171743.763 509336.71, 171667.837 509289.346, 171604.774 509263.341, 171487.208 509230.82, 171486.236 509230.588, 171485.284 509230.284, 171484.358 509229.91, 171483.462 509229.468, 171482.602 509228.96, 171481.782 509228.389, 171481.007 509227.759, 171480.281 509227.073, 171479.608 509226.334, 171478.993 509225.547, 171478.438 509224.716, 171477.946 509223.846, 171477.521 509222.942, 171477.165 509222.009, 171476.879 509221.051, 171476.666 509220.075, 171476.526 509219.086, 171476.46 509218.089, 171476.47 509217.09, 171476.553 509216.095, 171476.711 509215.108, 171497.461 509144.737, 171507.449 509099.937, 171514.417 509046.468, 171516.972 508960.594, 171545.775 508165.452, 171550.188 508125.593, 171570.396 508073.583, 171595.947 508037.452, 171628.002 508007.153, 171713.287 507950.728, 171855.463 508161.278))"
O10002_Open_Strooiroutes.613,Wegen,"MULTILINESTRING ((172393.009 509173.45, 172343.971 509355.916))"
O10002_Open_Strooiroutes.614,Wegen,"MULTILINESTRING ((177882.332 505565.697, 177881.626 505564.737, 177880.86 505563.823, 177880.039 505562.959, 177879.164 505562.149, 177878.241 505561.395, 177877.271 505560.701, 177876.26 505560.07, 177875.211 505559.504, 177874.128 505559.006, 177873.016 505558.576, 177871.879 505558.218, 177870.721 505557.932, 177869.548 505557.72, 177868.364 505557.582, 177867.174 505557.519, 177865.982 505557.531, 177864.793 505557.619, 177863.612 505557.781, 177862.443 505558.018, 177861.292 505558.328, 177860.163 505558.71))"
O10002_Open_Strooiroutes.615,Wegen,"MULTILINESTRING ((177384.71 503020.543, 177316.018 503037.052, 177282.713 503046.124, 177217.285 503073.291, 177216.359 503073.638, 177215.463 503074.057, 177214.603 503074.544, 177213.783 503075.096, 177213.008 503075.711, 177212.284 503076.384, 177211.614 503077.111, 177211.004 503077.889, 177210.455 503078.711, 177209.972 503079.574, 177209.558 503080.472, 177201.872 503097.987, 177201.401 503099.01, 177200.865 503100.001, 177200.267 503100.956, 177199.61 503101.871, 177198.895 503102.741, 177198.125 503103.565, 177197.305 503104.337, 177196.437 503105.055, 177195.525 503105.716, 177188.748 503108.545, 177072.159 503157.226, 176931.079 503171.245, 176852.708 503266.91, 176828.059 503269.359, 176827.218 503269.386, 176826.377 503269.342, 176825.543 503269.225, 176824.722 503269.038, 176823.92 503268.781, 176823.143 503268.457, 176822.397 503268.067, 176821.687 503267.615, 176821.018 503267.104, 176820.395 503266.537, 176819.823 503265.92, 176819.305 503265.256, 176818.847 503264.55, 176818.45 503263.807, 176818.119 503263.033, 176817.854 503262.234, 176817.659 503261.415, 176817.535 503260.582, 176809.758 503182.312, 176718.913 503191.339, 176718.035 503191.41, 176717.154 503191.41, 176716.277 503191.338, 176715.407 503191.195, 176714.553 503190.982, 176713.718 503190.7, 176712.91 503190.351, 176712.132 503189.938, 176711.39 503189.463, 176710.69 503188.929, 176710.035 503188.341, 176709.43 503187.7, 176708.879 503187.013, 176708.386 503186.284, 176707.953 503185.516, 176707.585 503184.716, 176707.282 503183.889, 176707.048 503183.04, 176703.689 503149.201, 176669.99 503067.866))"
O10002_Open_Strooiroutes.616,Wegen,"MULTILINESTRING ((177278.016 503380.844, 177357.092 503432.794))"
O10002_Open_Strooiroutes.617,Fietspad,"MULTILINESTRING ((176566.838 505402.548, 176565.385 505397.049, 176561.203 505385.329, 176551.402 505337.402, 176551.232 505333.305, 176553.009 505326.92, 176555.65 505322.134, 176553.166 505312.918, 176551.887 505310.539, 176549.357 505307.29, 176545.824 505303.704, 176544.15 505300.528, 176541.686 505288.265, 176510.559 505138.697, 176508.833 505125.851, 176506.158 505112.639, 176502.365 505099.7, 176500.082 505087.169, 176498.736 505082.861, 176495.177 505077.918, 176489.932 505074.08, 176483.956 505070.886, 176474.86 505061.7, 176465.496 505051.07, 176433.063 505005.528, 176424.481 504993.002, 176422.177 504989.124, 176419.929 504982.549, 176419.029 504969.177, 176416.997 504964.613, 176412.202 504959.632, 176407.658 504956.784, 176399.79 504955.997, 176392.65 504954.704, 176386.134 504951.482, 176366.962 504936.886, 176327.504 504908.033, 176320.307 504899.51, 176316.049 504896.105, 176301.783 504890.249, 176294.008 504889.255, 176284.769 504890.975, 176268.241 504890.46, 176257.43 504892.284, 176054.624 504935.274, 175828.666 504982.701, 175824.533 504983.165, 175820.392 504983.56, 175816.246 504983.884, 175812.095 504984.139, 175807.939 504984.325, 175803.782 504984.44, 175799.623 504984.485, 175795.464 504984.46, 175791.306 504984.365, 175787.15 504984.2, 175782.997 504983.966, 175778.849 504983.661, 175774.707 504983.287, 175748.635 504980.115, 175744.976 504975.29, 175738.684 504968.942, 175738.276 504960.562, 175741.387 504918.261, 175747.509 504855.012, 175749.747 504841.066, 175753.235 504826.356, 175762.419 504796.479, 175810.222 504643.862, 175842.416 504542.022, 175844.142 504537.933, 175847.438 504532.44, 175868.971 504463.805, 175871.41 504458.071, 175876.702 504453.695, 175886.02 504445.244, 175889.321 504434.204, 175889.589 504430.268, 175886.875 504420.715, 175886.303 504413.408, 175887.509 504404.978, 175937.418 504246.347, 175943.477 504227.706, 175949.881 504205.861, 175953.194 504183.206, 175958.274 504167.722, 175978.355 504101.916, 175980.773 504094.903, 175988.276 504081.56, 175991.549 504074.353, 176017.808 503990.159, 176049.689 503888.689, 176068.305 503829.718, 176077.491 503810.223))"
O10002_Open_Strooiroutes.618,Fietspad,"MULTILINESTRING ((176585.259 505453.597, 176567.816 505459.666))"
O10002_Open_Strooiroutes.702,Fietspad,"MULTILINESTRING ((175880.234 504436.88, 175909.59 504444.724))"
O10002_Open_Strooiroutes.703,Fietspad,"MULTILINESTRING ((176528.1 503131.295, 176544.83 503118.999))"
