Waarde,Unieke paginaweergaves,Paginaweergaves,Totale tijd gespendeerd door de bezoekers (in seconden),Aangeklikt in zoekresultaten,nb_hits_with_time_generation,min_time_generation,max_time_generation,Binnenkomsten,Acties na het hier in te voeren.,Totale tijd gespendeerd(in sec) na het hier in te voeren.,Bounces,Vertrekken,Unieke bezoekers (dagelijks totaal),Unieke ingangen (dagelijks totaal),Unieke uitgangen (dagelijks totaal),Gem. tijd op pagina,Bounce Ratio,Exit ratio,Gem. generatie tijd,Metadata: url,Metadata: segment,
Formulieren/login/initLoginAction.do?forward=/start.do&failedForward=/start.do,368,564,17437,,426,0.001,3.943,6,43,969,4,37,362,6,36,47,67%,10%,0.11,https://pki.utrecht.nl/Formulieren/login/initLoginAction.do?forward=/start.do&failedForward=/start.do,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Flogin%2FinitLoginAction.do%3Fforward%3D%2Fstart.do%26failedForward%3D%2Fstart.do,
Formulieren/flow/stateAction.do?flow=process_add_bezoekersvergunning&state=uwgegevens_personen,367,430,16353,,332,0.002,31.98,2,4,122,1,14,364,2,14,45,50%,4%,1.639,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bezoekersvergunning&state=uwgegevens_personen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bezoekersvergunning%26state%3Duwgegevens_personen,
sport-in-utrecht/sportaccommodaties/sporthallen/index,366,567,31818,8,423,0.001,8.086,158,597,52438,42,92,356,150,87,87,27%,25%,0.574,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/sporthallen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2Fsporthallen%2F,
bomen-in-utrecht/gemeentelijke-vellijst/index,365,509,28345,14,354,0.001,9.702,222,893,74435,41,78,357,220,78,78,18%,21%,0.517,http://www.utrecht.nl/bomen-in-utrecht/gemeentelijke-vellijst/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbomen-in-utrecht%2Fgemeentelijke-vellijst%2F,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/ligging/index,363,487,24502,1,319,0.001,13.227,39,136,13607,11,40,339,36,37,67,28%,11%,0.733,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/ligging/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkavels-hoge-weide%2Fligging%2F,
college-van-b-en-w/burgemeester-en-wethouders/burgemeester/fotodagboek/index,362,472,48968,2,344,0.001,38.677,146,334,30924,84,187,337,138,175,135,58%,52%,1.558,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/burgemeester/fotodagboek/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fburgemeester%2Ffotodagboek%2F,
Loket/prodcat/topics/getTopicsAction.do?id=163,358,501,17077,8,390,0.011,14.642,3,16,486,0,15,356,3,15,48,0%,4%,1.105,https://pki.utrecht.nl/Loket/prodcat/topics/getTopicsAction.do?id=163,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Ftopics%2FgetTopicsAction.do%3Fid%3D163,
Loket/prodcat/topics/getTopicsAction.do,355,433,10071,6,369,0.002,13.12,3,3,0,3,12,355,3,12,28,100%,3%,0.645,https://pki.utrecht.nl/Loket/prodcat/topics/getTopicsAction.do,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Ftopics%2FgetTopicsAction.do,
werken-en-leren-bij-utrecht/traineeprogramma/basisprofiel-en-arbeidsvoorwaarden/index,354,446,29122,6,385,0.001,40.657,12,50,7679,5,125,350,12,122,82,42%,35%,0.77,http://www.utrecht.nl/werken-en-leren-bij-utrecht/traineeprogramma/basisprofiel-en-arbeidsvoorwaarden/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerken-en-leren-bij-utrecht%2Ftraineeprogramma%2Fbasisprofiel-en-arbeidsvoorwaarden%2F,
Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=overzicht,351,425,33071,1,384,0.003,180.743,4,10,3677,2,25,347,2,23,94,50%,7%,3.995,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=overzicht,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_ldtnieuw%26state%3Doverzicht,
kunst-cultuur/index,351,481,30441,19,376,0.001,14.802,114,485,52554,42,101,344,111,99,87,37%,29%,0.682,http://www.utrecht.nl/kunst-cultuur/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fkunst-cultuur%2F,
nederlands-leren-en-inburgeren/index,350,428,29175,18,330,0.001,20.573,258,908,77654,101,133,334,248,126,83,39%,38%,0.707,http://www.utrecht.nl/nederlands-leren-en-inburgeren/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnederlands-leren-en-inburgeren%2F,
aantrekkelijk-en-bereikbaar/projecten-herinrichting/index,349,604,42832,16,433,0.001,10.002,60,252,22647,19,90,329,58,88,123,32%,26%,0.561,http://www.utrecht.nl/aantrekkelijk-en-bereikbaar/projecten-herinrichting/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Faantrekkelijk-en-bereikbaar%2Fprojecten-herinrichting%2F,
Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=bevestiging,349,431,62230,1,375,0.009,63.406,2,2,0,2,29,344,2,28,178,100%,8%,0.947,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=bevestiging,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_uittrekselgba%26state%3Dbevestiging,
utrechts-onderzoek-en-cijfers/cijfers-en-feiten-zoeken/index,346,514,19765,28,402,0.001,33.208,106,386,24038,37,72,331,99,71,57,35%,21%,0.698,http://www.utrecht.nl/utrechts-onderzoek-en-cijfers/cijfers-en-feiten-zoeken/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrechts-onderzoek-en-cijfers%2Fcijfers-en-feiten-zoeken%2F,
bouwen-en-verbouwen/soorten-verbouwingen/buitenshuis-verbouwen/dakterras-en-balkon/index,345,458,60142,18,303,0.001,11.546,253,793,106790,148,214,326,237,201,174,58%,62%,0.767,http://www.utrecht.nl/bouwen-en-verbouwen/soorten-verbouwingen/buitenshuis-verbouwen/dakterras-en-balkon/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fsoorten-verbouwingen%2Fbuitenshuis-verbouwen%2Fdakterras-en-balkon%2F,
Loket/persondetails/displayIdentificationsAction.do,344,391,11494,3,346,0.006,6.148,2,3,6,1,20,343,2,19,33,50%,6%,0.528,https://pki.utrecht.nl/Loket/persondetails/displayIdentificationsAction.do,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fpersondetails%2FdisplayIdentificationsAction.do,
sport-in-utrecht/sportaccommodaties/sporthallen/sporthal-galgenwaard/index,344,425,46529,6,294,0.001,29.527,250,706,50346,142,222,333,240,218,135,57%,65%,0.975,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/sporthallen/sporthal-galgenwaard/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2Fsporthallen%2Fsporthal-galgenwaard%2F,
gemeenteraad/raadsvergadering/vergaderdata-2015/index,343,423,46233,3,317,0.001,3.756,47,241,15556,26,165,328,39,155,135,55%,48%,0.642,http://www.utrecht.nl/gemeenteraad/raadsvergadering/vergaderdata-2015/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadsvergadering%2Fvergaderdata-2015%2F,
utrecht-fietst/index,343,439,25801,6,317,0.001,4.159,144,788,88039,19,54,339,141,53,75,13%,16%,0.671,http://www.utrecht.nl/utrecht-fietst/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-fietst%2F,
havens/varen-en-aanleggen-in-utrecht/waar-kan-ik-mn-bootje-kwijt/index,341,577,47420,7,405,0.001,134.899,180,1299,66756,42,86,330,173,83,139,23%,25%,0.936,http://www.utrecht.nl/havens/varen-en-aanleggen-in-utrecht/waar-kan-ik-mn-bootje-kwijt/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fhavens%2Fvaren-en-aanleggen-in-utrecht%2Fwaar-kan-ik-mn-bootje-kwijt%2F,
wijk-overvecht/index,340,442,32335,10,334,0.001,10.292,159,670,49415,55,97,327,156,96,95,35%,29%,0.671,http://www.utrecht.nl/wijk-overvecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-overvecht%2F,
wijk-west/index,339,486,27673,11,373,0.001,5.208,162,1011,78460,32,71,326,156,71,82,20%,21%,0.563,http://www.utrecht.nl/wijk-west/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-west%2F,
Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=overzicht,338,426,15044,,363,0.001,36.267,1,12,361,0,7,331,1,7,45,0%,2%,2.348,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=overzicht,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bewonersvergunning%26state%3Doverzicht,
welzijn/onderwijs/onderwijsbeleid/leerplicht/index,338,482,45392,13,349,0.001,4.021,221,835,74288,103,181,331,214,178,134,47%,54%,0.581,http://www.utrecht.nl/welzijn/onderwijs/onderwijsbeleid/leerplicht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fonderwijs%2Fonderwijsbeleid%2Fleerplicht%2F,
wmo-in-utrecht/formulieren-wmo/index,338,424,32213,12,338,0.001,7.157,97,1155,52798,20,62,333,96,60,95,21%,18%,0.549,http://www.utrecht.nl/wmo-in-utrecht/formulieren-wmo/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Fformulieren-wmo%2F,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kubuseiland/index,337,493,24747,2,326,0.001,8.181,170,2121,197088,18,44,316,156,43,73,11%,13%,0.6,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kubuseiland/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkubuseiland%2F,
sport-in-utrecht/zwembaden/kinderfeestje-in-het-zwembad/index,337,438,38152,3,269,0.001,40.278,73,187,9822,41,128,319,59,115,113,56%,38%,0.944,http://www.utrecht.nl/sport-in-utrecht/zwembaden/kinderfeestje-in-het-zwembad/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fkinderfeestje-in-het-zwembad%2F,
parkeren/parkeren-bezoeker/parkeergarages/parkeergarage-kop-van-lombok/index,336,457,33050,2,348,0.001,10.931,94,288,32659,34,96,319,85,88,98,36%,29%,0.6,http://www.utrecht.nl/parkeren/parkeren-bezoeker/parkeergarages/parkeergarage-kop-van-lombok/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-bezoeker%2Fparkeergarages%2Fparkeergarage-kop-van-lombok%2F,
volksgezondheid/werken-in-de-prostitutie/index,336,420,43083,16,294,0.001,45.832,211,468,50395,132,205,332,208,201,128,63%,61%,1.072,http://www.utrecht.nl/volksgezondheid/werken-in-de-prostitutie/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fwerken-in-de-prostitutie%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=447,335,433,39462,19,371,0.005,19.418,57,268,19848,20,64,330,56,62,118,35%,19%,1.204,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=447,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D447,
sociale-stad-in-ontwikkeling/buurtteams/index,334,441,56779,21,339,0.001,10.775,160,641,77584,79,154,326,156,150,170,49%,46%,0.663,http://www.utrecht.nl/sociale-stad-in-ontwikkeling/buurtteams/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsociale-stad-in-ontwikkeling%2Fbuurtteams%2F,
nieuws/artikel/visie-op-cultuurbeleid-van-wethouders-kunst-en-cultuur/index,333,402,34836,1,198,0.004,5.251,291,498,47632,174,219,318,278,210,105,60%,66%,0.964,http://www.utrecht.nl/nieuws/artikel/visie-op-cultuurbeleid-van-wethouders-kunst-en-cultuur/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fvisie-op-cultuurbeleid-van-wethouders-kunst-en-cultuur%2F,
vastgoedaanbod/index,333,443,23047,19,325,0.001,4.891,189,1090,73438,25,74,328,187,74,69,13%,22%,0.646,http://www.utrecht.nl/vastgoedaanbod/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvastgoedaanbod%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=472,332,387,57859,2,281,0.001,13.627,72,135,16793,51,169,324,67,162,174,71%,51%,0.9,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=472,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D472,
sport-in-utrecht/sportaccommodaties/index,332,475,34445,18,310,0.001,10.758,165,670,36883,51,108,322,160,104,104,31%,33%,0.766,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2F,
volksgezondheid/over-volksgezondheid/vacatures/index,332,421,20594,78,301,0.001,12.893,169,630,30175,33,74,330,168,74,62,20%,22%,0.665,http://www.utrecht.nl/volksgezondheid/over-volksgezondheid/vacatures/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2Fover-volksgezondheid%2Fvacatures%2F,
aantrekkelijk-en-bereikbaar/projecten-herinrichting/herinrichting-t-goylaan/reageren-en-vervolg/index,329,404,43850,,270,0.001,5.523,75,134,9881,52,149,318,72,144,133,69%,45%,0.63,http://www.utrecht.nl/aantrekkelijk-en-bereikbaar/projecten-herinrichting/herinrichting-t-goylaan/reageren-en-vervolg/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Faantrekkelijk-en-bereikbaar%2Fprojecten-herinrichting%2Fherinrichting-t-goylaan%2Freageren-en-vervolg%2F,
gemeenteraad/actueel/index,329,417,18956,3,351,0.001,23.746,42,220,9845,10,32,306,38,29,58,24%,10%,0.781,http://www.utrecht.nl/gemeenteraad/actueel/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Factueel%2F,
sport-in-utrecht/zwembaden/zwembad-den-hommel/vrij-zwemmen/gezinszwemmen/index,327,395,30741,1,241,0.001,7.912,35,536,64629,11,51,320,34,50,94,31%,16%,0.93,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-den-hommel/vrij-zwemmen/gezinszwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-den-hommel%2Fvrij-zwemmen%2Fgezinszwemmen%2F,
havens/index,326,482,36377,15,337,0.001,4.594,169,807,59808,62,128,318,164,124,112,37%,39%,0.617,http://www.utrecht.nl/havens/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fhavens%2F,
Loket/knowledgebase/faqs/getFaqContentAction.do?id=1544,326,371,37339,12,291,0.002,20.279,168,357,24697,135,182,316,159,173,115,80%,56%,1.131,https://pki.utrecht.nl/Loket/knowledgebase/faqs/getFaqContentAction.do?id=1544,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fknowledgebase%2Ffaqs%2FgetFaqContentAction.do%3Fid%3D1544,
Loket/prodcat/process/checkPreconditionsAction.do?name=Afspraak inplannen na aanvraag bijstand&processName=Aanvraag met DigiD,326,393,28965,,336,0.006,21.697,6,10,171,2,17,320,6,17,89,33%,5%,0.839,https://pki.utrecht.nl/Loket/prodcat/process/checkPreconditionsAction.do?name=Afspraak+inplannen+na+aanvraag+bijstand&processName=Aanvraag+met+DigiD,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fprocess%2FcheckPreconditionsAction.do%3Fname%3DAfspraak+inplannen+na+aanvraag+bijstand%26processName%3DAanvraag+met+DigiD,
wet-openbaarheid-van-bestuur-wob/wob-verzoek/bericht/ - Andere,326,343,2223,9,142,0.001,2.644,56,692,13088,12,23,,,,7,21%,7%,0.866,,,
Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=bevestiging,325,396,45556,1,339,0.001,13.394,3,7,490,1,57,321,3,57,140,33%,18%,0.936,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=bevestiging,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bewonersvergunning%26state%3Dbevestiging,
Loket/prodcat/products/getProductDetailsAction.do?id=831,325,498,32910,6,413,0.013,20.867,31,385,28757,16,46,323,31,46,101,52%,14%,0.952,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=831,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D831,
sport-in-utrecht/sportaccommodaties/tarieven-indoor-sportlocaties/index,325,448,38456,6,354,0.001,11.997,22,107,9411,8,115,323,22,114,118,36%,35%,0.793,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/tarieven-indoor-sportlocaties/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2Ftarieven-indoor-sportlocaties%2F,
wijk-en-warenmarkten/index,324,389,30339,15,268,0.001,16.599,189,681,58773,78,131,314,179,123,94,41%,40%,0.653,http://www.utrecht.nl/wijk-en-warenmarkten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-en-warenmarkten%2F,
bouwen-en-verbouwen/tarieven/index,323,409,22181,30,322,0.001,311.503,117,513,39169,14,37,323,117,37,69,12%,11%,1.539,http://www.utrecht.nl/bouwen-en-verbouwen/tarieven/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Ftarieven%2F,
gemeenteraad/raadscommissies/stad-en-ruimte/index,323,436,18215,3,305,0.001,10.105,79,396,26524,20,44,292,70,39,56,25%,14%,0.611,http://www.utrecht.nl/gemeenteraad/raadscommissies/stad-en-ruimte/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadscommissies%2Fstad-en-ruimte%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=702,323,441,34132,27,373,0.005,16.972,100,601,45249,30,65,317,96,63,106,30%,20%,1.191,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=702,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D702,
startpagina/ondernemen/index,323,458,10858,5,355,0.001,4.731,11,95,5645,3,20,316,11,19,34,27%,6%,0.571,http://www.utrecht.nl/startpagina/ondernemen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstartpagina%2Fondernemen%2F,
?id=14427,321,599,25288,1,378,0.001,14.528,100,726,42087,30,60,314,96,58,79,30%,19%,0.465,http://www.utrecht.nl/?id=14427,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2F%3Fid%3D14427,
wonen/woonvisie/index,320,418,47633,16,319,0.001,47.639,178,812,102791,47,87,303,164,80,149,26%,27%,0.656,http://www.utrecht.nl/wonen/woonvisie/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen%2Fwoonvisie%2F,
bouwen-en-verbouwen/afspraak-maken/?tx_powermail_pi1[action]=confirmation&tx_powermail_pi1[controller]=Forms&cHash=c67a8368962f715d97e59c030580a188,319,456,14592,,385,0.001,22.945,19,71,4432,3,29,314,17,28,46,16%,9%,1.8,http://www.utrecht.nl/bouwen-en-verbouwen/afspraak-maken/?tx_powermail_pi1[action]=confirmation&tx_powermail_pi1[controller]=Forms&cHash=c67a8368962f715d97e59c030580a188,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fafspraak-maken%2F%3Ftx_powermail_pi1%5Baction%5D%3Dconfirmation%26tx_powermail_pi1%5Bcontroller%5D%3DForms%26cHash%3Dc67a8368962f715d97e59c030580a188,
economie-bedrijf/ondernemersloket/horecaloket/horecavergunningen/index,319,544,28522,30,411,0.001,31.267,106,751,54493,23,50,311,105,49,89,22%,16%,0.751,http://www.utrecht.nl/economie-bedrijf/ondernemersloket/horecaloket/horecavergunningen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Fondernemersloket%2Fhorecaloket%2Fhorecavergunningen%2F,
utrechtse-energie/stadsgesprek-energie/index,319,565,65295,7,472,0.001,10.658,205,1048,121691,77,129,302,197,124,205,38%,40%,0.705,http://www.utrecht.nl/utrechtse-energie/stadsgesprek-energie/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrechtse-energie%2Fstadsgesprek-energie%2F,
parkeren/invoering-betaald-parkeren/index,318,446,14531,11,337,0.001,3.594,145,722,42969,16,37,310,138,37,46,11%,12%,0.444,http://www.utrecht.nl/parkeren/invoering-betaald-parkeren/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Finvoering-betaald-parkeren%2F,
welzijn/onderwijs/voortgezet-onderwijs/index,318,381,21934,5,239,0.001,7.241,227,615,53107,108,156,313,222,153,69,48%,49%,0.686,http://www.utrecht.nl/welzijn/onderwijs/voortgezet-onderwijs/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fonderwijs%2Fvoortgezet-onderwijs%2F,
parkeren/parkeren-bedrijf/tijdelijke-parkeervergunning/index,316,386,29393,18,289,0.001,6.632,43,314,18530,7,52,313,43,52,93,16%,16%,0.705,http://www.utrecht.nl/parkeren/parkeren-bedrijf/tijdelijke-parkeervergunning/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-bedrijf%2Ftijdelijke-parkeervergunning%2F,
parkeren/parkeren-fietser/index,316,383,33904,5,283,0.001,26.762,160,532,54596,74,127,307,154,123,107,46%,40%,0.718,http://www.utrecht.nl/parkeren/parkeren-fietser/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-fietser%2F,
digitaal-loket-onderhoud/index,313,390,45232,2,300,0.001,8.217,16,129,6594,7,80,299,15,76,145,44%,26%,0.536,http://www.utrecht.nl/digitaal-loket-onderhoud/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fdigitaal-loket-onderhoud%2F,
economie-bedrijf/ondernemersloket/horecaloket/index,313,447,30012,29,321,0.001,10.468,116,791,80220,29,62,303,110,59,96,25%,20%,0.664,http://www.utrecht.nl/economie-bedrijf/ondernemersloket/horecaloket/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Fondernemersloket%2Fhorecaloket%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=779,313,484,61303,6,325,0.003,13.446,147,845,70850,45,102,303,141,99,196,31%,33%,1.101,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=779,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D779,
sport-in-utrecht/sportaccommodaties/sporthallen/sporthal-de-dreef/index,312,383,47984,1,257,0.001,14.542,230,669,57595,154,209,296,215,196,154,67%,67%,0.953,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/sporthallen/sporthal-de-dreef/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2Fsporthallen%2Fsporthal-de-dreef%2F,
wijk-zuid/index,308,402,21349,5,319,0.001,10.772,111,674,45507,29,63,300,110,63,69,26%,20%,0.709,http://www.utrecht.nl/wijk-zuid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-zuid%2F,
wonen/tijdelijke-verhuur/index,307,373,34038,16,315,0.001,19.614,155,431,38108,85,133,299,151,128,111,55%,43%,0.783,http://www.utrecht.nl/wonen/tijdelijke-verhuur/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen%2Ftijdelijke-verhuur%2F,
utrecht-bereikbaar/de-actuele-top-10/index,305,345,53314,8,218,0.001,3.801,211,494,49151,153,194,303,210,194,175,73%,64%,0.679,http://www.utrecht.nl/utrecht-bereikbaar/de-actuele-top-10/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-bereikbaar%2Fde-actuele-top-10%2F,
welzijn/welzijnsaccommodaties/tarieven-vanaf-1-augustus/index,304,425,59843,23,346,0.001,7.115,60,206,20599,32,129,298,58,127,197,53%,42%,0.887,http://www.utrecht.nl/welzijn/welzijnsaccommodaties/tarieven-vanaf-1-augustus/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fwelzijnsaccommodaties%2Ftarieven-vanaf-1-augustus%2F,
economie-bedrijf/ondernemersloket/bedrijfshuisvesting/leegstaande-kantoren/index,303,369,30447,2,316,0.001,16.609,193,722,69325,88,124,293,187,119,100,46%,41%,0.774,http://www.utrecht.nl/economie-bedrijf/ondernemersloket/bedrijfshuisvesting/leegstaande-kantoren/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Feconomie-bedrijf%2Fondernemersloket%2Fbedrijfshuisvesting%2Fleegstaande-kantoren%2F,
nieuws/artikel/utrecht-zet-eigen-beleid-voor-bed-bad-en-brood-voort/index,303,340,38422,3,215,0.003,53.942,270,650,67569,194,229,281,250,210,127,72%,76%,1.336,http://www.utrecht.nl/nieuws/artikel/utrecht-zet-eigen-beleid-voor-bed-bad-en-brood-voort/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Futrecht-zet-eigen-beleid-voor-bed-bad-en-brood-voort%2F,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoflaan/index,302,448,15421,3,331,0.001,13.604,76,683,51009,14,34,278,65,29,51,18%,11%,0.567,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoflaan/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkavels-hoflaan%2F,
bouwen-en-verbouwen/soorten-verbouwingen/buitenshuis-verbouwen/overkapping-of-bijgebouw/index,301,360,23008,11,266,0.001,6.639,239,415,24140,150,185,293,232,182,76,63%,61%,0.796,http://www.utrecht.nl/bouwen-en-verbouwen/soorten-verbouwingen/buitenshuis-verbouwen/overkapping-of-bijgebouw/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fbouwen-en-verbouwen%2Fsoorten-verbouwingen%2Fbuitenshuis-verbouwen%2Foverkapping-of-bijgebouw%2F,
