OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,INWINMETHODE,AZIMUT,TIJDSTIP_REGISTRATIE,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,LATITUDE,LONGITUDE,KM_SPOORTAK,KM_SPOORTAK_T,STK_OFFSET,STK_OFFSET_T
56,deb07827-79d3-42b8-9ef1-a7ad36f9540f,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.76458,"43,764580",-128.535812,"-128,535812",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153203.876,462966.252,0,52.15486668,5.36095777,,,,
57,ce29c876-31e4-4aaf-bbc9-b3caf6a65232,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.807728,"43,807728",-40.134798,"-40,134798",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153211.154,462870.722,0,52.15400809,5.36106461,,,,
58,58feb9a8-b2a2-493c-8d4b-cf273e257e93,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.290222,"44,290222",25.630537,"25,630537",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153767.725,462783.805,0,52.15322839,5.36919766,,,,
59,2d9c6082-e350-43d5-89b2-74faf478748f,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.98888,"43,988880",-4.758762,"-4,758762",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153465.678,462814.414,0,52.15350275,5.36478403,,,,
60,dabfc4ca-d224-4278-95c1-03ecea76e5d5,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.989263,"43,989263",-100.129037,"-100,129037",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153467.374,462909.77,0,52.15435981,5.36480839,,,,
61,2a96985d-2422-4103-8e07-ae50ed2245ff,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.69171,"44,691710",-13.932118,"-13,932118",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,154165.354,462847.162,0,52.15379857,5.37500766,,,,
62,1d1eaf35-89a4-450c-b1ce-60b19ad3c5b6,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.253237,"44,253237",-30.313006,"-30,313006",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153727.49,462837.306,0,52.15370916,5.36860956,,,,
63,15b827ce-096f-44c5-aa52-879d8e886e99,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.975913,"43,975913",-47.728237,"-47,728237",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153452.987,462857.561,0,52.15389052,5.36459839,,,,
64,0d9f7f9a-173e-42ba-9850-fdf54c3c88cc,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,42.831115,"42,831115",-11.624749,"-11,624749",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152461.038,463451.186,0,52.15922235,5.35009945,,,,
65,620ffcba-f833-4de6-bdf4-cf6cf787c07f,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,42.830108,"42,830108",-11.599786,"-11,599786",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152460.358,463451.944,0,52.15922916,5.35008951,,,,
66,af96d3be-f674-40e9-b4ae-31b8df1c4fb2,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.29944,"44,299440",13.905689,"13,905689",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153776.126,462796.087,0,52.1533388,5.36932038,,,,
67,76c1e006-b3da-404a-8758-29f4b0f50462,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.759395,"43,759395",-174.407444,"-174,407444",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153215.696,463010.873,0,52.15526777,5.36113026,,,,
68,67b9c3fe-ea7c-4a01-ac76-732930cffe34,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,43.04351,"43,043510",-23.198663,"-23,198663",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152606.685,463294.502,0,52.15781473,5.35222902,,,,
69,a6548e84-045e-4b8c-a06f-9d7bf29d75e3,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,43.543907,"43,543907",-86.484468,"-86,484468",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152930.874,462890.47,0,52.15418461,5.35696898,,,,
70,469d5fcc-5aeb-4db1-b16d-2900966c2c0b,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.339201,"44,339201",8.913372,"8,913372",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153815.085,462803.177,0,52.15340261,5.36988962,,,,
71,b791fb59-2ea7-4dc0-b7c9-fd6fa51d5b3e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.762736,"43,762736",-155.835041,"-155,835041",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153212.06,462992.36,0,52.15510137,5.36107722,,,,
72,37a8aefd-d42f-4020-b1d6-2b329c10ffd9,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.82982,"43,829820",-17.002304,"-17,002304",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153247.217,462840.818,0,52.15373943,5.36159173,,,,
73,726c59be-e824-42f9-90e1-e091f4d097c3,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,42.831222,"42,831222",-21.432294,"-21,432294",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152468.567,463457.472,0,52.15927889,5.35020944,,,,
74,2a36625d-04b8-4062-81f0-976c9e6a89e9,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,43.583835,"43,583835",-56.695699,"-56,695699",Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),Randstad Noord,RN,BASIS,n.v.t.,,n.v.t.,,n.v.t.,152940.086,462844.973,0,52.15377572,5.35710386,,,,
75,9644a8e4-cc4a-4e04-aeb8-c027dae49d71,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.977391,"43,977391",-56.250725,"-56,250725",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153454.617,462866.062,0,52.15396693,5.36462217,,,,
76,37e0b4fb-5b51-481c-aec7-d803c4fe50ed,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.830132,"43,830132",-14.652842,"-14,652842",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153247.373,462838.404,0,52.15371773,5.36159402,,,,
77,79aa5838-75eb-491d-b6f6-7a67b3bba6cf,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,42.830335,"42,830335",-21.432512,"-21,432512",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152467.985,463458.154,0,52.15928501,5.35020093,,,,
78,c02fa102-5cf9-4bf6-aac4-474e35a76714,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.980793,"43,980793",-64.309109,"-64,309109",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153458.211,462874.072,0,52.15403894,5.36467465,,,,
79,85930e14-2e45-4db6-8e91-51ceeb2ba56c,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,43.042893,"43,042893",-13.609132,"-13,609132",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152598.69,463289.171,0,52.15776678,5.35211222,,,,
80,e67a7ec1-1573-4920-a385-39d8d8735082,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.24784,"44,247840",-18.491277,"-18,491277",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153722.885,462825.168,0,52.15360006,5.36854231,,,,
81,e5e49dfc-60cf-4198-ad56-fa302ae1f729,,60,Bestaand,,Fotogrammetrie,,2021/04/23 00:00:00+00,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.172433,"46,172433",-3.494985,"-3,494985",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,163422.363,506813.753,0,52.54888768,5.51137488,,,,
82,6da1957a-9289-4448-b136-c81e501c9679,,60,Bestaand,,Fotogrammetrie,,2021/04/23 00:00:00+00,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,45.258694,"45,258694",-10.879892,"-10,879892",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,162508.672,506858.251,0,52.5493009,5.49790549,,,,
83,c1f05eb5-f992-4222-88e6-474cfa1505ef,,60,Bestaand,,Fotogrammetrie,,2021/04/23 00:00:00+00,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.306174,"46,306174",4.750148,"4,750148",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,163553.743,506788.719,0,52.54866065,5.51331114,,,,
84,ff1b35d8-8455-488f-b091-c2b9e15df23a,,60,Bestaand,,Fotogrammetrie,,2021/04/23 00:00:00+00,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,45.363638,"45,363638",-10.573316,"-10,573316",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,162614.382,506871.435,0,52.54941792,5.49946427,,,,
85,97f033c9-b598-4d31-ac91-f0be4dc90e7f,,60,Bestaand,,Fotogrammetrie,,2021/04/23 00:00:00+00,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,45.640109,"45,640109",-31.606819,"-31,606819",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,162895.005,506892.192,0,52.54960049,5.50360199,,,,
86,48a5a924-812d-420d-b8ce-6fb625f51ee7,,60,Bestaand,,Fotogrammetrie,,2021/04/23 00:00:00+00,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,45.967326,"45,967326",-9.817401,"-9,817401",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,163218.999,506846.266,0,52.54918297,5.50837752,,,,
87,e856eb9d-a1ae-422d-bca9-05660cd3366f,,60,Bestaand,,Fotogrammetrie,,2021/04/23 00:00:00+00,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.17184,"46,171840",-12.714491,"-12,714491",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,163423.125,506822.96,0,52.54897041,5.51138634,,,,
88,d929b4d5-fd09-4c9d-8745-c8b9322357bc,,60,Bestaand,,Fotogrammetrie,,2021/04/23 00:00:00+00,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,45.485974,"45,485974",7.815138,"7,815138",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,162737.109,506856.845,0,52.54928508,5.5012733,,,,
89,41515566-ce96-49f2-bfe3-1ed8dd4a26e5,,60,Bestaand,,Fotogrammetrie,,2021/04/23 00:00:00+00,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.029682,"46,029682",-19.132539,"-19,132539",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,163282.196,506848.253,0,52.54919987,5.50930928,,,,
90,c8e29ae0-7984-4d89-8293-2a35d4d6f8ff,,60,Bestaand,,Fotogrammetrie,,2021/04/23 00:00:00+00,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,45.600958,"45,600958",7.957121,"7,957121",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,162852.019,506856.303,0,52.54927857,5.5029674,,,,
91,94db5c59-9836-45ae-81f5-e81a28178de4,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zl-Lw,Zwolle - Leeuwarden ,502,b,502,502_b,Meppel,100.633802,"100,633802",5.585227,"5,585227",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,209784.441,522873.385,0,52.69052169,6.19749846,,,,
92,f706dd72-260b-45d8-9393-acafc226aed0,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,43.045252,"43,045252",23.779504,"23,779504",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152570.408,463264.603,0,52.15754584,5.3516991,,,,
93,ebdc0af9-95f6-4421-8761-bd6eeb32f494,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,43.396474,"43,396474",-41.343024,"-41,343024",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152826.996,463007.022,0,52.15523178,5.35545035,,,,
94,f3c07ea2-b8a3-4733-b7b5-720cb9424bf0,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.690566,"44,690566",-37.823722,"-37,823722",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,154162.4,462870.898,0,52.15401191,5.37496444,,,,
95,aee09d3f-46bd-4ea0-8a84-99773aeb204a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.280516,"44,280516",26.101973,"26,101973",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153758.126,462782.723,0,52.15321864,5.36905741,,,,
96,003cb7fa-e6a2-44be-aa3b-747d16ec4165,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,43.669584,"43,669584",-62.217893,"-62,217893",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153002.997,462825.891,0,52.15360444,5.35802324,,,,
97,778b7338-21c6-407f-ba32-aaa2a0a72582,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.986978,"43,986978",-4.78814,"-4,788140",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153463.731,462814.47,0,52.15350325,5.36475558,,,,
98,cad3bc85-1b26-4a2e-8854-3f9fcc1a412a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.763152,"43,763152",-128.416456,"-128,416456",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153202.51,462966.655,0,52.1548703,5.36093781,,,,
99,77ecc5f6-3253-4b2f-aa09-55014ca815e1,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,43.04661,"43,046610",34.22007,"34,220070",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152562.934,463257.188,0,52.15747916,5.35158993,,,,
100,dcb0fafe-ed99-4950-a17f-bbfedf1b3b7c,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.231607,"44,231607",25.582703,"25,582703",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153709.576,462780.16,0,52.1531955,5.36834801,,,,
101,a2882ae6-b964-4eb4-89ea-41fd0ea3d944,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.987242,"43,987242",19.400419,"19,400419",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153463.671,462790.28,0,52.15328583,5.36475481,,,,
102,52e205e3-e1bd-41ca-8942-062994f5fd58,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,42.829654,"42,829654",26.75502,"26,755020",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152430.891,463427.388,0,52.15900832,5.34965907,,,,
103,34fffad2-7049-4ed6-9302-13959773b5e9,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,42.830216,"42,830216",-31.11922,"-31,119220",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152475.274,463464.535,0,52.1593424,5.3503074,,,,
104,f6aa7804-fded-4e8e-ad70-d62a400acc19,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,940,,940,940__,Amersfoort Bokkeduinen,42.980269,"42,980269",-39.417638,"-39,417638",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152579.176,463355.434,0,52.15836227,5.35182659,,,,
105,7eb789ba-fc3c-4236-84cc-4246f5008ca5,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.20709,"44,207090",25.452813,"25,452813",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153685.246,462778.745,0,52.15318272,5.3679925,,,,
106,88ccadd5-8767-431d-a0db-e5f3c15aaec1,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.975436,"43,975436",-38.398687,"-38,398687",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,153452.371,462848.239,0,52.15380673,5.36458943,,,,
107,875b7e78-302b-45a9-ac84-528453c17dfe,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Amf,Utrecht - Amersfoort ,094,,94,094__,Utrecht Centraal - Blauwkapel,2.981652,"2,981652",16.333259,"16,333259",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,137004.812,457976.066,0,52.10972495,5.12451394,,,,
108,d5a2a978-cdbb-4fc7-8669-616376a90608,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Amf,Utrecht - Amersfoort ,094,,94,094__,Utrecht Centraal - Blauwkapel,3.007112,"3,007112",-0.92879,"-0,928790",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,137022.99,458000.844,0,52.10994824,5.12477799,,,,
109,7f14f117-7f46-43d7-800c-a9657cb90e69,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Amf,Utrecht - Amersfoort ,094,,94,094__,Utrecht Centraal - Blauwkapel,3.0936,"3,093600",-1.080035,"-1,080035",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,137104.411,458029.787,0,52.11021102,5.12596502,,,,
110,68daf765-d98c-4e15-86d3-292d8496152a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Amf,Utrecht - Amersfoort ,094,,94,094__,Utrecht Centraal - Blauwkapel,2.972381,"2,972381",3.042856,"3,042856",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,136991.631,457985.481,0,52.10980915,5.12432104,,,,
111,5f9b8a4d-cef0-463a-962c-a6110dfffbdd,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Amf,Utrecht - Amersfoort ,094,,94,094__,Utrecht Centraal - Blauwkapel,2.986174,"2,986174",-0.323529,"-0,323529",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,137003.481,457993.273,0,52.10987956,5.12449361,,,,
112,13cac40c-bdc8-4910-841f-f358b42fee1b,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Amf,Utrecht - Amersfoort ,094,,94,094__,Utrecht Centraal - Blauwkapel,2.961544,"2,961544",16.247265,"16,247265",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,136985.862,457969.411,0,52.10966452,5.12423767,,,,
113,2db95a10-c4e9-4589-99e6-f157c03c6c49,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Amf,Utrecht - Amersfoort ,094,,94,094__,Utrecht Centraal - Blauwkapel,3.044295,"3,044295",-1.16966,"-1,169660",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,137057.936,458013.453,0,52.11006271,5.12528746,,,,
