STRAATNAAM;BUURT;WIJK;STADSDEEL;FOTO;ID;COUNTER
Schoutendreef;Dreven en Gaarden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Schoutendreef.jpg;1198433;430
Harstenhoekstraat;Belgisch Park;Belgisch Park;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Harstenhoekstraat.jpg;1198434;431
Madridweg;Zonne Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Madridweg.jpg;1198435;432
Rabbijn Maarsenplein;Zuidwal;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\RabbijnMaarsenplein.jpg;1198438;433
Ribbelzegge;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Ribbelzegge.jpg;1198440;434
Glazenmakerhof;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Glazenmakerhof.jpg;1198441;435
Guirlande;Bosweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Guirlande.jpg;1198442;436
Miamihof;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Miamihof.jpg;1198443;437
Clingendael;Duinzigt;Benoordenhout;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Ruychrocklaan1198444.jpg;1198444;438
Loire;De Rivieren;Forepark;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Loire.jpg;1198446;439
Scheveningse Bos;Van Stolkprk./Schev.Bosjes;Van Stolkpark en Scheveningse Bosjes;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Scheveningsebos.jpg;1198447;440
Koningin Sophiestraat;Bezuidenhout-midden;Bezuidenhout;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\KoninginSophiestraat.jpg;1198448;441
Purperreigerstraat;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Purperreigerstraat.jpg;1198449;442
Max Havelaarstraat;Spoorwijk;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\MaxHavelaarstraat2.jpg;1198450;443
Paets van Troostwijkstraat;Laakkwartier-oost;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\PaetsvanTroostwijkstraat.jpg;1198451;444
Jenny Plantsoen;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\JennyPlantsoen.jpg;1198452;445
Scheldestraat;Rivierenbuurt-noord;Stationsbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Scheldestraat.jpg;1198453;446
Trompstraat;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Trompstraat.jpg;1198455;447
Helmersstraat;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Helmerstraat.JPG;1198456;448
Wibo Lanslaan;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\WiboLanslaan.jpg;1198457;449
J.J. Slauerhoffplantsoen;Erasmus Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\J.Jslauershoffstraat.jpg;1198458;450
Buenos Aireshof;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\BuenosAireshof.jpg;1198459;451
Stoeldraaiersgaarde;Dreven en Gaarden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Stoeldraaiersgaarde.JPG;1198460;452
Acaciastraat;Bomenbuurt;Bomen- en Bloemenbuurt;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Acaciastraat.jpg;1198461;453
Tiber;De Rivieren;Forepark;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Tiber.jpg;1198462;454
Oeverwallaan;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Oeverwallaan.jpg;1198463;455
Korvethof;De Venen;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Korvethof.jpg;1198464;456
Reigersbergenweg;Burgen en Hosten;Mariahoeve en Marlot;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Reigersbergenweg1.jpg;1198465;457
Van Hoornbeekstraat;Statenkwartier;Geuzen- en Statenkwartier;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanHoornbeekstraat.jpg;1198466;458
Molenpolderstraat;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Molenpolderstraat.jpg;1198467;459
Senecastraat;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Senecastraat.jpg;1198469;460
Laantje van Salland;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\LaantjevanSalland.jpg;1198470;461
Zuiderpark;Zuiderpark;Zuiderpark;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\ZuiderparkOtenSien2.jpg;1198471;462
Watervogelstraat;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Watervogelstraat2.jpg;1198472;463
Grietpolderstraat;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Grietpolderstraat1.jpg;1198473;464
Fraeylemastraat;Moerwijk-zuid;Moerwijk;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Fraelemastraat1.jpg;1198474;465
Hildebrandstraat;Spoorwijk;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Hildebrandstraat2.jpg;1198475;466
Damasstraat;Laakkwartier-oost;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Damasstraat3.jpg;4681767;557
Middenlijn;De Velden;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Middenlijn.jpg;4703091;558
Sinjeur Semeynsweg;Spoorwijk;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Schimmelweg.jpg;4703156;559
Laantje van Salland;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\LaantjevanSalland2.jpg;4703157;560
Boerhaavestraat;Laakhaven-oost;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanLeeuwenhoekstraat.jpg;4859759;561
Abdis Immastraat;De Uithof;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\AbdisImmastraat.jpg;4906776;562
Verhulstplein;Stadhoudersplantsoen;Duinoord;Scheveningen;;4906788;563
Strand Noord;Vissershaven;Scheveningen;Scheveningen;;4906790;564
Steigerstraat;Vissershaven;Scheveningen;Scheveningen;;4907159;565
Reigersbergenweg;Burgen en Hosten;Mariahoeve en Marlot;Haagse Hout;;4907162;566
Huijgenspark;Huygenspark;Stationsbuurt;Centrum;;4927071;567
Louis Armstrongplein;Nieuw Waldeck;Waldeck;Loosduinen;;4927911;568
Boomblauwtjeslaan;De Reef;Hoornwijk;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\SportplekBoomblauwtjelaan4927912.jpg;4927912;569
Windasstraat;Vissershaven;Scheveningen;Scheveningen;;4927921;570
;Kampen;Mariahoeve en Marlot;Haagse Hout;;4947105;571
Mient;Vruchtenbuurt;Vruchtenbuurt;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Mientskatepark.jpg;5255094;579
Petuniaplein;Bohemen en Meer en Bos;Bohemen en Meer en Bos;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Petuniaplein.jpg;5304529;580
Burgemeester van der Werffstraat;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Oranjeschool1.jpg;4119215;581
Vrouw Avenweg;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VrouwAvenweg.jpg;4162132;582
George Seferislaan;Kraayenstein;Kraayenstein en Vroondaal;Loosduinen;;4247024;583
Thomas Mannsingel;Kraayenstein;Kraayenstein en Vroondaal;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\ThomasMannsingel1.jpg;4248247;584
Symfoniestraat;Kom Loosduinen;Loosduinen;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Symfoniestraat3.jpg;4248417;585
Derkswater;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Derkswater.jpg;4527730;586
Molenslootpad;Vlietbuurt;Hoornwijk;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Rotterdamsebaan2.jpg;4629323;587
Molenslootpad;Vlietbuurt;Hoornwijk;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Rotterdamsebaan1.jpg;4629325;588
Rotterdamsebaan;Vlietbuurt;Hoornwijk;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Rotterdamsebaan3.jpg;4629326;589
Oranjepolderhof;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Poelpolderstraat.jpg;5316289;590
Strand Noord;;;;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Strandweg.jpg;5320980;591
Rijswijkse Landingslaan;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\RijswijkseLandingslaan1.jpg;5332705;592
De Vroomedijk;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\DeVroomedijk.jpg;5333925;593
Koolwitjelaan;De Reef;Hoornwijk;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Koolwitjelaan.jpg;5339520;594
Rossinilaan;Nieuw Waldeck;Waldeck;Loosduinen;;4947306;572
Cromvlietplein;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Cromvlietplein.jpg;4986279;573
Hekkelaan;Uilebomen;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Hekkelaan2.jpg;5152548;574
Rijswijkse Landingslaan;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\RijswijkseLandinslaan5228111.jpg;5228111;575
Vermuydenstraat;Laakhaven-west;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Calandkade3.jpg;5239905;576
Michaëlisstraat;Laakhaven-west;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Calandkade2.jpg;5239934;577
Allard Piersonlaan;Laakkwartier-oost;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\AllardPiersonlaan2.jpg;5251630;578
Isabellaland;Landen;Mariahoeve en Marlot;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Isabellaland4.jpg;1198479;480
Zuidlarenstraat;Morgenstond-west;Morgenstond;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zuidlarenstraat.jpg;1198480;481
Mozartlaan;Nieuw Waldeck;Waldeck;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Mozartlaan.jpg;1198481;482
Burgemeester Françoisplein;Houtwijk;Loosduinen;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Burg.Francoisplein.jpg;1198482;483
Zuiderpark;Zuiderpark;Zuiderpark;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zuiderparkenkelefitness.jpg;1198485;484
Haringkade;Van Stolkprk./Schev.Bosjes;Van Stolkpark en Scheveningse Bosjes;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Haringkade.JPG;1198486;485
Oltmansstraat;Laakkwartier-west;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Oltmansstraat.jpg;1198487;486
San Franciscosingel;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\sanFranciscosingel.jpg;1198489;487
Asmansweg;Rond de Energiecentrale;Regentessekwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Asmansweg.jpg;1198491;488
Van Veendijk;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanVeendijk1.jpg;2521180;489
Zuiderpark;Zuiderpark;Zuiderpark;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\ZuiderparkSkatebaan.jpg;2574463;490
Slachthuisplein;Laakhaven-west;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Slachthuisplein.jpg;2578960;491
Pastoorswarande;Kortenbos;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Pastoorswarande.jpg;3206018;492
Theraland;Landen;Mariahoeve en Marlot;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Biancaland.jpg;3206020;493
Assumburgweg;Spoorwijk;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Hildebrandstraat2.jpg;3259279;494
Ernest Hemingwaypark;Kraayenstein;Kraayenstein en Vroondaal;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\ErnestHemingwaypark.jpg;3259298;495
Stieltjesstraat;Laakhaven-west;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Stieltjesstraat.jpg;3282888;496
Trekweg;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Trekweg.jpg;3283000;497
Nelly Sachslaan;Kraayenstein;Kraayenstein en Vroondaal;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\NellySachslaan.jpg;3283936;498
Harmelenstraat;Leyenburg;Leyenburg;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Harmelenstraat2.jpg;3329743;499
Gaslaan;Rond de Energiecentrale;Regentessekwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpelenFoto\Speelplekken\Segbroek\DeVerademing\DeVerademing1.jpg;3618203;500
Gaslaan;Rond de Energiecentrale;Regentessekwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpelenFoto\Speelplekken\Segbroek\DeVerademing\DeVerademing2.jpg;3618204;501
Schapenatjesduin;Ockenburgh;Kijkduin en Ockenburgh;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Schapennatjesduin.jpg;3618215;502
Hildebrandstraat;Spoorwijk;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Hildebrandstraat.jpg;3625279;503
Trekweg;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Trekweg3.jpg;3651155;504
Stephensonstraat;Koningsplein e.o.;Regentessekwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Stephanosstraat.jpg;3653369;505
Duke Ellingtonstraat;Nieuw Waldeck;Waldeck;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\DukeEllingtonstraat.jpg;3679489;506
Gerard Doustraat;Schildersbuurt-noord;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanMierisstraat.jpg;3679517;507
Hector Berliozkade;Nieuw Waldeck;Waldeck;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Waldecktuin.jpg;3679556;508
Lage Nieuwstraat;Kortenbos;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Prinsengracht.jpg;3679559;509
Natalstraat;Transvaalkwartier-midden;Transvaalkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Beijerstraat2.jpg;3702231;510
Albertus Freesestraat;Waldeck-zuid;Waldeck;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\AlbertusFreesestraat.jpg;3703049;511
Elboogstraat;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Elboogstraat.jpg;3703059;512
Hof van Heden;Spoorwijk;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\HofvanHeden.jpg;3707517;513
Janssoniusstraat;Laakkwartier-west;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Janssoniussttraat.jpg;3708346;514
Pyrolalaan;Kijkduin;Kijkduin en Ockenburgh;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Pyrolalaan.jpg;3708347;515
Wim Sonneveldplein;Zonne Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\WimSonneveldplein2.jpg;3708593;516
Billie Holidaystraat;Nieuw Waldeck;Waldeck;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Strausslaan3.jpg;3708605;517
Kortenhoefsestraat;Rustenburg;Rustenburg en Oostbroek;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kortenhoefsestraat.jpg;3709138;518
Trude Mertenslaan;Leyenburg;Leyenburg;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\HenriettevanSoelenlaan2.jpg;3749073;519
Florence Nightingalepark;Leyenburg;Leyenburg;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Nijkamphoeve.jpg;3749078;520
Moerbeiplein;Vruchtenbuurt;Vruchtenbuurt;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Moerbeiplein.jpg;3749081;521
Westeinde;Kortenbos;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Westeinde.jpg;3751180;522
Mozartlaan;Waldeck-noord;Waldeck;Loosduinen;;2579045;523
Madestein Recreatiegebied noordoost;Kraayenstein;Kraayenstein en Vroondaal;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Madesteinnoordwest3.jpg;2892236;524
Charlie Parkerstraat;Nieuw Waldeck;Waldeck;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\CharlieParkerstraat.jpg;2892269;525
Alphons Diepenbrockhof;Waldeck-noord;Waldeck;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\AlphonsDiepenbrockhof.jpg;2892280;526
Arend Vijfvinkelplein;Houtwijk;Loosduinen;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\ArendVijfvinkelplantsoen.jpg;2892309;527
Wijndaelerweg;Ockenburgh;Kijkduin en Ockenburgh;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Wijndaelerweg1.jpg;2892310;528
Wijndaelerweg;Ockenburgh;Kijkduin en Ockenburgh;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Wijndaelerweg.jpg;2892311;529
Meierijlaan;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Meierijlaan2.jpg;2892317;530
Ellertsveldlaan;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\ellerveldslaan.jpg;2892323;531
Laantje van Peel;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Oldambtlaan.jpg;2892324;532
Leyweg;Morgenstond-zuid;Morgenstond;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Leyweg.jpg;2892337;533
J.J. Slauerhoffplantsoen;Erasmus Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\J.Jslauershoffstraat2.jpg;2892339;534
Laan van Eik en Duinen;Eykenduinen;Vruchtenbuurt;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Laanvaneikenduinen.jpg;2892340;535
Kamperfoelieplein;Heesterbuurt;Valkenboskwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kamperfoelieplein.jpg;2892344;536
De Horst;Burgen en Hosten;Mariahoeve en Marlot;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\DeHorst.JPG;2892348;537
Raoul Wallenbergstraat;Houtwijk;Loosduinen;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\RaoulWallenbergstraat.jpg;3013933;538
Nootdorpse Landingslaan;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\NootdorpseLandingslaan.jpg;3022154;539
Dreves Uitterdijkstraat;Rond de Energiecentrale;Regentessekwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\DrevesUitterdijkstraat.jpg;3057129;540
Natalstraat;Transvaalkwartier-midden;Transvaalkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Beijerstraat.jpg;3057389;541
Zeeruststraat;Oud Scheveningen;Scheveningen;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zeerustweg2.JPG;3790042;542
Kapelweg;Westbroekpark;Westbroekpark en Duttendel;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kapelweg.jpg;4034085;543
Westduinweg;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Oranjeschool2.jpg;4034086;544
Hattemlaan;Oostbroek-zuid;Rustenburg en Oostbroek;Escamp;;4094883;545
Drebbelstraat;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Drebbelstraat4.jpg;4119209;546
Johannes Bildersstraat;Van Hoytemastraat e.o.;Benoordenhout;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\JohannesBildersstraat.jpg;4119214;547
De Stede;Venen, Oorden en Raden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\DeStede.jpg;4630865;548
Laan van Wateringse Veld;Lage Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\LaanvanWateringseveld2.jpg;4635167;549
Wingerd;Bosweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Wingerd4637557.jpg;4637557;550
Zuiderpark;Zuiderpark;Zuiderpark;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Zuiderparkenkelefitness.jpg;4643631;551
1e Lulofsdwarsstraat;Laakhaven-west;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Calandkade1.jpg;4644627;552
Phloxplein;Bohemen en Meer en Bos;Bohemen en Meer en Bos;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Phloxplein.jpg;4644778;553
Schoeplaan;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Schoeplaan2.jpg;4681495;554
Damasstraat;Laakkwartier-oost;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Damasstraat1.jpg;4681760;555
Damasstraat;Laakkwartier-oost;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Damasstraat2.jpg;4681765;556
