OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,NAAM,OP_TALUD,Shape__Area,Shape__Length
57,0f57d60f64734cac967c2dcf340ac43f,2015/08/26 15:47:48+00,L0004,Prorail,bestaand,0,gesloten verharding,021,,21,021__,Barneveld Noord - Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,72.106633,"72,106633",Noord-Oost,NO,Gelderse Vallei,29,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,179826.801,467396.264795,52.19412647,5.75030532,4.382018,283,gerealiseerd,,Ja,4.3820185,13.3604356948993
58,0555dce21a4a44f48c9f068069f73b12,2016/05/17 14:39:58+00,L0004,Prorail,bestaand,0,gesloten verharding,609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,29.827156,"29,827156",Noord-Oost,NO,IJsselstreek,31,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,211611.065591,463957.0755,52.16087208,6.21455546,4.579508,283,gerealiseerd,,Nee,4.579508,10.7937042235735
59,abc9f30ec6474a608af7a856888b439f,2017/03/07 11:20:57+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,43.457042,"43,457042",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,198290.268,500451.970898,52.4900636,6.02458157,6.873251,283,gerealiseerd,,Ja,6.873251,13.1851873043779
60,a0820a708c354232a59c0ec29ede9386,2020/09/11 15:00:20+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,24.103337,"24,103337",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,181080.7425,504580.843351,52.52826181,5.77153027,4.310494,283,gerealiseerd,,Ja,4.3104935,9.31717314418005
61,5d90e0aad2384593a817fb61c5f707dd,2015/11/02 10:49:09+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,20.467153,"20,467153",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,177514.198,505291.715269,52.53480916,5.7190227,18.210678,283,gerealiseerd,,Ja,18.210678,28.0166402786438
62,2e293ca084ab42e49302160470c00531,2020/09/11 14:58:23+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,38.802044,"38,802044",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,194150.319,502390.180955,52.50779421,5.96385825,12.803515,283,gerealiseerd,,Ja,12.803515,19.8383634527515
63,bb8b8fd85b1f482baa65374dfeccaaa7,2015/11/02 10:49:09+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,19.923105,"19,923105",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,176980.614,505395.595162,52.53576448,5.71116564,6.154132,283,gerealiseerd,,Ja,6.154132,11.949132695238
64,d6e6f0f2f4b74493ab886752714ccb00,2015/09/14 09:55:18+00,L0004,Prorail,bestaand,0,open verharding,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,176.352344,"176,352344",Randstad Noord,RN,Amsterdam,9,BASIS,Amsterdam,BASIS,Randstad Noord,RN,ProRail,115465.485317,489725.0105,52.39394581,4.80638863,11.411572,283,gerealiseerd,,Ja,11.411572,19.0871444413657
65,198b309643e0451e97af2ea6b920aa56,2020/09/11 14:59:54+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,24.201371,"24,201371",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,181176.017,504557.067666,52.52804357,5.77293234,13.164373,283,gerealiseerd,,Ja,13.164373,22.1310932732066
66,9675b30aef91478c84d4608e7502b988,2015/11/02 10:49:09+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,20.382622,"20,382622",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,177430.718,505304.36897,52.53492631,5.71779323,16.322653,283,gerealiseerd,,Ja,16.322653,28.6287161146598
67,036b8baee1f047fab54329df05314eb9,2020/09/11 14:59:39+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,33.099007,"33,099007",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,189740.853736,505560.501,52.53658385,5.89924341,1.701539,283,gerealiseerd,,Ja,1.701539,5.23218051196174
68,1230d49ea29144e286968b454284bfba,2015/11/02 10:49:09+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,19.595934,"19,595934",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,176662.9365,505467.512793,52.53642351,5.7064883,7.476368,283,gerealiseerd,,Ja,7.476368,13.4128992761046
69,64f71b795de645f5b607134f11505f08,2015/11/02 10:49:09+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,19.75184,"19,751840",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,176814.5535,505433.341233,52.53611037,5.70872067,7.536537,283,gerealiseerd,,Ja,7.5365365,13.2991287222121
70,b468a24a2e2e4b3f9110db5dd14b8c46,2018/02/15 18:29:12+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,20.293848,"20,293848",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,177338.396,505293.880027,52.53483583,5.71643189,14.505905,283,gerealiseerd,,Ja,14.5059045,25.7663111475767
71,79df1cb7e57b412e97a2607b30e06925,2016/10/05 14:56:40+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,33.601859,"33,601859",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,190232.6075,505440.5363,52.53547423,5.9064783,15.159937,283,gerealiseerd,,Ja,15.159937,25.4469515944387
72,6bf4ccd530be4e589fc111fd1ef6bc58,2016/10/05 14:46:42+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,38.919689,"38,919689",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,194263.8345,502359.206829,52.50750771,5.96552652,4.589876,283,gerealiseerd,,Nee,4.5898765,8.75047331826017
73,b0962432c1c64363b271c86beefcde33,2015/11/02 10:49:07+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,33.501294,"33,501294",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,190137.003,505474.76286,52.53578798,5.9050729,13.547498,283,gerealiseerd,,Ja,13.5474975,22.1906505156559
74,f764cdc0472e4eb6b0ba0f21c579690b,2015/11/02 10:49:09+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,18.894709,"18,894709",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,176015.777,505726.872025,52.53877969,5.69696653,6.47993,283,gerealiseerd,,Ja,6.47993,12.6087757760843
75,d8efdf6b73914b3f91ef0e29d74b50a8,2020/09/11 14:58:25+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,44.062395,"44,062395",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,198846.062,500213.998409,52.4878807,6.03273296,9.483254,283,gerealiseerd,,Ja,9.483254,18.4036671404291
76,78df820bfeb54069ac7f07da9133ce53,2020/09/11 14:56:37+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,20.856759,"20,856759",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,177897.3245,505218.466619,52.53413493,5.72466415,15.407613,283,gerealiseerd,,Ja,15.407613,25.713416288181
77,3e56e6dc14584b9391006e7adf916484,2018/02/15 15:17:36+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,19.751995,"19,751995",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,176806.2505,505399.786845,52.53580914,5.7085961,7.443956,283,gerealiseerd,,Ja,7.443956,13.910676570556
78,15fc474141d14ed4ba4bde399434f764,2015/11/02 10:49:09+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,19.205522,"19,205522",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,176295.1695,505594.746267,52.53758144,5.70107612,8.120867,283,gerealiseerd,,Ja,8.1208665,14.1152664246295
79,73c77deb905f42cc8c96a3508a000766,2020/08/28 06:05:17+00,L0004,Prorail,bestaand,0,gesloten verharding,078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,68.98319,"68,983190",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,115483.2655,496801.493548,52.45754407,4.8058155,1.875834,283,gerealiseerd,,Nee,1.875834,8.66360755759732
80,a6009d2eef7976f5e05332a1e90a8c71,2022/12/01 10:08:38+00,L0004,Prorail,bestaand,0,gesloten verharding,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,176.249239,"176,249239",Randstad Noord,RN,Amsterdam,9,BASIS,Amsterdam,BASIS,Randstad Noord,RN,ProRail,115449.084346,489840.6305,52.39498372,4.80613407,14.396688,283,gerealiseerd,,Nee,14.396688,24.3671100599249
81,fd2cfa68f5444932829681f8d7413c47,2020/11/03 16:45:52+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,20.137507,"20,137507",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,177190.2885,505350.694614,52.53535247,5.71425288,13.342984,283,gerealiseerd,,Ja,13.3429835,24.9722610628188
82,fd2f7added794de7aafc2d25fa1f93b2,2015/11/02 10:49:08+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,21.481908,"21,481908",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,178509.3575,505092.789498,52.53297945,5.73367522,13.421592,283,gerealiseerd,,Ja,13.4215925,23.9161251604095
83,f621d857fbae469280adbb9be28b418a,2018/02/15 15:17:37+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,19.019123,"19,019123",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,176114.2965,505645.195959,52.53804186,5.69841345,15.721287,283,gerealiseerd,,Ja,15.721287,26.43017610967
84,a976a505e2e1431cb6328cd844b94a17,2022/03/23 09:10:06+00,L0004,Prorail,bestaand,0,gesloten verharding,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,27.130729,"27,130729",Randstad Noord,RN,Amersfoort,12,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,158210.3425,467215.358821,52.19305012,5.43415489,7.068038,283,gerealiseerd,,Ja,7.0680375,11.0585998318967
85,87cae5d800db4eb1a04fcb85f27ada99,2020/08/12 17:03:06+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,21.307617,"21,307617",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,178338.7065,505126.679297,52.53329134,5.73116267,13.834028,283,gerealiseerd,,Nee,13.834028,25.4023843563991
86,dcbe21e370294b0c9b774d8a7db8f902,2016/01/11 07:30:22+00,L0004,Prorail,bestaand,0,gesloten verharding,587,d,587,587_d,Diemen,Wgm-Dmn,Watergraafsmeer - Diemen ,907.372188,"907,372188",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,126842.789254,484055.676,52.34369503,4.9740065,11.488737,283,gerealiseerd,,Ja,11.4887365,20.181011476568
87,4ed85f4957b249c585d447a44bdae4ed,2020/09/11 15:00:53+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,19.391333,"19,391333",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,176460.59,505506.587271,52.53678266,5.70350854,16.738732,283,gerealiseerd,,Ja,16.7387325,25.6216139895445
88,e16de29721c84726a832bcc1878b4aef,2020/09/11 15:00:19+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,43.986631,"43,986631",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,198771.5535,500231.218227,52.48804142,6.03163832,15.700923,283,gerealiseerd,,Ja,15.7009225,25.8003830930809
89,e209ef8359fd4065a3622ee839664f77,2015/09/11 08:54:49+00,L0004,Prorail,bestaand,0,gesloten verharding,,,,,,,,,,Randstad Noord,RN,Haarlem,8,BASIS,Kennemerland,BASIS,Randstad Noord,RN,ProRail,107025.214,477719.003705,52.28537402,4.68410868,3.911853,283,gerealiseerd,,Ja,3.9118525,9.4775428953881
90,6e81f2f6348b420eb0600751f7cb78e3,2015/11/02 10:49:09+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,21.076494,"21,076494",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,178106.573,505144.075799,52.53345756,5.72774283,12.049127,283,gerealiseerd,,Ja,12.0491275,22.7816401024268
91,2525b7c3b1a543baa97ad231a6913b5c,2020/09/11 14:59:38+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,43.825619,"43,825619",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,198619.191,500284.428167,52.48853178,6.02940223,20.161729,283,gerealiseerd,,Ja,20.161729,29.6834179335886
92,e3c1b25f0f49481585458c672dcf3e54,2015/11/02 10:49:07+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,33.295393,"33,295393",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,189935.6665,505527.462024,52.5362745,5.90211114,6.249795,283,gerealiseerd,,Ja,6.2497945,11.6635789498715
93,cd86d21a8a314d5cb0e095092df6dbd1,2017/10/30 14:14:45+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,33.723776,"33,723776",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,190332.2925,505364.554171,52.53478495,5.90793938,15.135633,283,gerealiseerd,,Ja,15.1356335,24.772305336021
94,c0edba591e1e419b8864b6fe5a639789,2020/08/12 17:03:06+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,21.393994,"21,393994",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,178423.407,505109.738228,52.53313547,5.73240974,14.459466,283,gerealiseerd,,Nee,14.4594665,25.7621387943628
95,672ed41407b1468eb9a3737ae6f15f1c,2015/09/09 10:50:12+00,L0004,Prorail,bestaand,0,gesloten verharding,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,8.802165,"8,802165",Randstad Noord,RN,Duivendrecht,10,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,126462.551419,477933.816,52.28865539,4.96894501,7.285655,283,gerealiseerd,,Ja,7.2856545,15.0682326137365
96,4d6478a3d1234f27bae38a94dd49d35c,2020/10/26 16:51:07+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,33.254172,"33,254172",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,189895.148,505535.441918,52.53634881,5.90151481,4.490978,283,gerealiseerd,,Ja,4.4909785,9.36550308420978
97,4da4d11429f5436fb4debaf536308be6,2015/11/02 10:49:09+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,19.391537,"19,391537",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,176471.0745,505535.988338,52.53704648,5.70366497,6.878843,283,gerealiseerd,,Ja,6.878843,12.9189741708976
98,ae508faf902353cce0530b29a8c01fd1,2020/09/11 15:00:55+00,L0004,Prorail,bestaand,0,gesloten verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,4.457801,"4,457801",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,161862.048741,506438.2865,52.54553476,5.48836327,23.239764,283,gerealiseerd,,,23.239764,23.6645094294363
99,fab6ad50a55f4843bf2fb00ed4d3b618,2015/11/02 10:49:05+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,24.103296,"24,103296",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,181079.567,504575.499274,52.52821383,5.77151253,7.700763,283,gerealiseerd,,Ja,7.7007625,14.3224434304789
100,034edb08c5574d81b9aa9dfc37fabfcd,2015/11/02 10:49:08+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,21.697856,"21,697856",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,178721.558,505051.101133,52.53259562,5.73679951,13.284538,283,gerealiseerd,,Ja,13.2845385,24.143369112743
101,0e00d237d3724edc8e220c40fbe9d42a,2015/11/02 10:49:09+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,19.595878,"19,595878",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,176664.723,505473.676335,52.53647883,5.70651504,7.094425,283,gerealiseerd,,Ja,7.094425,12.9230214004966
102,13f9efce1c4b4ce383f94d34b47658d9,2015/11/02 10:49:07+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,33.400563,"33,400563",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,190039.4515,505503.278905,52.53605052,5.90363819,10.467594,283,gerealiseerd,,Ja,10.467594,18.1175564189377
103,628f099a2b9d47ac93c820fb95a65c83,2018/02/15 15:17:36+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,19.751993,"19,751993",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,176807.8155,505406.000606,52.53586492,5.70861957,6.639441,283,gerealiseerd,,Ja,6.639441,12.6940468257229
104,95bb63f223d90537e05332a1e90ad54a,2020/01/16 09:33:43+00,L0004,Prorail,bestaand,0,gesloten verharding,509,a,509,509_a,Baarn,Asd-Zp,Amsterdam Centraal - Zutphen ,35.73223,"35,732230",Randstad Noord,RN,Amersfoort,12,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,147831.213141,468852.0545,52.20772347,5.28232568,1.24608,283,gerealiseerd,,,1.24608,4.58187615957172
105,e3c699b93de74d4485cf6815466fecf9,2021/09/13 15:45:53+00,L0004,Prorail,bestaand,0,gesloten verharding,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,12.398936,"12,398936",Randstad Noord,RN,Heerhugowaard,6,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,125013.378039,501352.472,52.49904898,4.94561421,9.344901,283,gerealiseerd,,Ja,9.344901,16.5775933888612
106,b9cc6e9e08d54313b4f5de27d5fa6bc9,2020/10/09 10:31:58+00,L0004,Prorail,bestaand,0,gesloten verharding,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,24.752465,"24,752465",Randstad Noord,RN,Heerhugowaard,6,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,129164.4195,511807.190503,52.59321795,5.00593127,2.078477,283,gerealiseerd,,Ja,2.0784775,6.49711603083617
107,2613417be06b6803e05332a1e90a7128,2015/12/04 16:48:32+00,G1709,Moerdijk,bestaand,0,open verharding: tegels,121,a,121,121_a,Breda - Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,13.074568,"13,074568",Zuid,Z,Breda,20,BASIS,Brabant,BASIS,Zuid,Z,ProRail,105663.2095,409815.018946,51.67496108,4.67391845,54.533066,283,gerealiseerd,,Nee,54.5330655,54.7199548532094
108,b6697522370c47c6b4e3fbb6aeee0e44,2021/04/20 13:30:00+00,G0995,Lelystad,bestaand,0,open verharding: beton element,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,41.9159,"41,915900",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,160758.867427,504190.012,52.52534174,5.47206158,11.485822,283,gerealiseerd,,Nee,11.485822,21.2994077915474
109,9f4ea1e9739e4d96bbbd9187b9a69913,2019/02/12 13:21:58+00,L0004,Prorail,bestaand,0,open verharding,523,a,523,523_a,Amsterdam Sloterdijk,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,53.231471,"53,231471",Randstad Noord,RN,Amsterdam,9,BASIS,Amsterdam,BASIS,Randstad Noord,RN,ProRail,117682.1425,488396.268103,52.38215935,4.83910052,9.207391,283,gerealiseerd,,Ja,9.207391,20.3209064092135
110,db37cf9261fc43d8a4b8a6bd9ab5dc95,2015/09/09 10:50:12+00,L0004,Prorail,bestaand,0,gesloten verharding,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,8.802116,"8,802116",Randstad Noord,RN,Duivendrecht,10,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,126467.969706,477936.8575,52.28868301,4.96902417,4.580052,283,gerealiseerd,,Ja,4.5800525,10.391011841141
111,d2d133773fe14f279864f1fd3b6d8502,2022/11/09 15:59:27+00,G0995,Lelystad,bestaand,0,open verharding: beton element,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,41.700651,"41,700651",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,160733.059561,503979.183,52.52344724,5.47167767,12.316792,283,gerealiseerd,,Nee,12.3167925,22.3604985400447
