OBJECTID;VOLTAGE_KABEL;CLASS_CABLE;CROSSSECTION;CABLE_TYPE;CABLE_MATERIAL;NOMINAL_VOLTAGE;YEAR_OF_CONSTRUCTION;EIGENAAR;STATUS_KABEL;LENGTH;INFOTEXT;DATE_MODIFIED;BEHEERDER_OMS;FUNCTIE_KABEL;OPNAMELIGGING
1364;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.15; ;2013-06-27;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1365;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.41;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1366;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.52;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1367;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;14.9; ;2013-06-07;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1368;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;12.05;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1433;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.34;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1434;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;14.31;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1435;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.79;OV Onbekend Onb.;2017-03-10;Gemeente Den Haag;Aansluiting;Onbekend
1436;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;16.2;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1437;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;21.31; ;2013-10-17;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1438;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;6.12; ;2013-09-06;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1439;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.5;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1440;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.44;OV Onb. 0;2017-03-16;Gemeente Den Haag;Aansluiting;Onbekend
1441;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;Fysiek verwijderd;1.65;OV 4x2,5 CU;2020-05-14;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1442;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;19.42; ;2013-08-06;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1443;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;12.73;OV Onb. 0;2017-03-30;Gemeente Den Haag;Aansluiting;Onbekend
1444;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;16.29;OV Onb. 0;2015-04-02;Gemeente Den Haag;Aansluiting;Onbekend
1445;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;1.25;OV Onbekend Onb.;2017-03-09;Gemeente Den Haag;Aansluiting;Onbekend
1372;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.63;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1374;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.95;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1375;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;7.32;OV Onb. 0;2016-03-24;Gemeente Den Haag;Aansluiting;Onbekend
1376;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;19.55;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1377;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;34.2;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1381;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;10.41; 4x2.5;2013-07-31;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1383;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.59;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1385;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;9.94;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1386;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;7.13;OV Onb. 0;2016-04-25;Gemeente Den Haag;Aansluiting;Onbekend
1388;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;6.82;OV Onb. 0;2018-03-05;Gemeente Den Haag;Aansluiting;Onbekend
1389;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;23.54;  ;2017-10-09;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1390;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;9.52;OV Onbekend Onb.;2016-11-14;Gemeente Den Haag;Aansluiting;Onbekend
1392;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;4.76; ;2014-01-28;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1394;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;10.49;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1395;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.54; ;2014-02-27;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1396;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;19.78;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1397;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.96;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1399;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.31;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1400;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.02; ;2013-12-02;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1402;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.47;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1403;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.57;OV Onbekend Onb.;2017-03-08;Gemeente Den Haag;Aansluiting;Onbekend
1406;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.69;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1407;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;24.96;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1408;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;7.61;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1584;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;7.18; ;2013-09-23;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1585;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;20.55; ;2013-10-10;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1586;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.26;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1587;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;17.12;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1588;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;8.01; ;2013-05-29;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1590;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;15.39;OV Onb. 0;2013-05-03;Gemeente Den Haag;Aansluiting;Onbekend
1446;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;15.82; ;2014-01-27;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1447;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;6.41;OV Onb. 0;2017-03-31;Gemeente Den Haag;Aansluiting;Onbekend
1448;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;27.89;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1449;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.44; ;2013-09-05;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1450;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;Fysiek verwijderd;9.19; ;2014-07-10;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1451;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;18.66;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1453;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.81; ;2013-08-02;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1455;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;17.5;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1456;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.74;OV 4x2,5 CU;2014-04-03;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1457;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.29; ;2015-12-11;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1458;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;2.19;OV Onb. 0;2016-10-03;Gemeente Den Haag;Aansluiting;Onbekend
1459;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;13.79;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1566;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;9.36;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
1568;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.76;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1569;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.44;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1571;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.48;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1574;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;12.77;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
1608;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;31.4; ;2013-08-26;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1609;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;17.17; ;2014-02-27;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1612;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.25;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1613;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;3.79;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1614;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.47;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1615;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;10.26;OV Onb. 0;2018-11-29;Gemeente Den Haag;Aansluiting;Onbekend
1616;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;16.6;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1460;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;2.53;OV Onbekend Onb.;2017-03-09;Gemeente Den Haag;Aansluiting;Onbekend
1462;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;13.22; ;2013-12-09;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1463;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.01;OV Onb. 0;2013-05-31;Gemeente Den Haag;Aansluiting;Onbekend
1464;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.46;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1466;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;12.59;OV 4x2,5 CU;2014-04-16;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1467;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.77;OV Onb. 0;2013-01-18;Gemeente Den Haag;Aansluiting;Onbekend
1468;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.74; ;2013-07-29;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1472;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.21;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1474;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.19;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
1475;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.33;OV 4x2,5 CU;2019-06-21;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1476;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;14.65;OV 4x2,5 CU;2017-03-10;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1478;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;9.42;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
1479;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.17;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1481;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.88;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1482;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;9.95; ;2013-08-09;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1486;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.54;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1487;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.64;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1488;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;11.36; ;2013-08-06;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1489;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.39;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1490;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;7.13; ;2013-09-23;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1492;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.97;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1493;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;6.73;OV Onbekend Onb.;2016-08-01;Gemeente Den Haag;Aansluiting;Onbekend
1494;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;6.38; ;2013-05-29;Gemeente Den Haag;Aansluiting;Vermoedelijke ligging
1495;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.22;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1496;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;9.24;OV Onb. 0;2015-07-28;Gemeente Den Haag;Aansluiting;Onbekend
1497;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;24.83;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1498;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.42;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1500;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.04; ;2013-12-06;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1504;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.9;OV 4x2,5 CU;2017-03-21;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1505;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.85;OV Onbekend Onb.;2017-03-09;Gemeente Den Haag;Aansluiting;Onbekend
1508;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.47;OV Onbekend Onb.;2017-03-09;Gemeente Den Haag;Aansluiting;Onbekend
1509;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;2.16; ;2013-10-24;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1510;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;0.69;OV 4x2,5 CU;2018-09-20;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1511;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.9;OV Onb. 0;2013-04-12;Gemeente Den Haag;Aansluiting;Onbekend
1512;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;10; ;2013-07-31;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1514;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.4;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1518;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;3.1; ;2014-02-12;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1519;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.74;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1520;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.14;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
1521;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;4.13; ;2013-08-12;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1523;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;Fysiek verwijderd;55.61;OV 4x2,5 CU;2015-11-05;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1524;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;25.1;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1525;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.27; ;2013-08-02;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1526;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;14.94;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1527;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;54.2;OV Onb. 0;2019-10-25;Gemeente Den Haag;Aansluiting;Onbekend
1528;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;7.88;OV 4x2,5 CU;2016-09-26;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1529;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;2.61;OV Onb. 0;2013-03-19;Gemeente Den Haag;Aansluiting;Onbekend
1531;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.84;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1532;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.03;OV Onb. 0;2013-06-24;Gemeente Den Haag;Aansluiting;Onbekend
1534;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;6.98;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1535;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;Fysiek verwijderd;1.4;OV Onb. 0;2020-10-06;Gemeente Den Haag;Aansluiting;Onbekend
1536;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;4.7;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1537;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;25.38; ;2013-09-06;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1538;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;9.23;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1539;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;9.5;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
1541;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;1.63;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1542;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;11;OV Onb. 0;2017-03-29;Gemeente Den Haag;Aansluiting;Onbekend
1543;Openbare verlichting;Ondergronds;Onbekend;Onbekend;Onbekend;0;1800;Gemeente Den Haag;In bedrijf;5.43;OV Onb. 0;2011-09-21;Gemeente Den Haag;Aansluiting;Onbekend
1544;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;7.42; ;2016-05-13;Gemeente Den Haag;Aansluiting;Analoog ingemeten
1545;Openbare verlichting;Ondergronds;4 x 2,5;VO-YMvKas;Koper;400;;Gemeente Den Haag;In bedrijf;1.3; ;2013-12-03;Gemeente Den Haag;Aansluiting;Analoog ingemeten
