FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wvk_id,wvk_begdat,afstand,fk_veld1,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_wegvak.389,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,VBW.a & b =RW.1,334328019,2021-07-01T00:00:00,19,033432801920210701,KPK0001140611,I,,POINT (167221.43690000102 464193.42810000107)
kruispunten_wegvak.390,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,VBW.a & b =RW.1,334328022,2020-08-01T00:00:00,8,033432802220200801,KPK0001140611,I,,POINT (167229.78069999814 464182.19629999995)
kruispunten_wegvak.391,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,322195063,2021-10-01T00:00:00,329,032219506320211001,KPK0001142076,I,,POINT (161392.6121999994 397942.23600000143)
kruispunten_wegvak.392,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,OVERSTEEKPLAATS DRIEHUIZEN,334210058,2018-04-01T00:00:00,8,033421005820180401,KPK0001142077,I,,POINT (167506.3317000009 405375.6169000007)
kruispunten_wegvak.393,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,LOOWEG,600141168,2022-05-01T00:00:00,310,060014116820220501,KPK0001142079,I,,POINT (169649.84899999946 409114.7270000018)
kruispunten_wegvak.394,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,LOOWEG,600141167,2022-05-01T00:00:00,0,060014116720220501,KPK0001142079,I,,POINT (169649.84899999946 409114.7270000018)
kruispunten_wegvak.395,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,VBW. c (RW 27)                 VBW. d (RW 27),240222024,2022-05-01T00:00:00,1,024022202420220501,KPK0001143365,I,,POINT (120114.57999999821 411020.2987000011)
kruispunten_wegvak.396,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,VBW. c (RW 27)                 VBW. d (RW 27),600122953,2021-10-01T00:00:00,0,060012295320211001,KPK0001143366,I,,POINT (120100.07499999925 411055.3839999996)
kruispunten_wegvak.397,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,CALAMITEITEN,600280600,2021-10-01T00:00:00,1683,060028060020211001,KPK0001130411,I,,POINT (106092.77459999919 496123.0993999988)
kruispunten_wegvak.398,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,PAR.WEG,600142637,2021-10-01T00:00:00,0,060014263720211001,KPK0001140714,I,,POINT (177039.54199999943 580191.1330000013)
kruispunten_wegvak.399,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,CALAMITEITEN,600280560,2021-10-01T00:00:00,539,060028056020211001,KPK0001130520,I,,POINT (106588.70740000159 497734.1816999987)
kruispunten_wegvak.400,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,CALAMITEITEN,600280539,2021-10-01T00:00:00,732,060028053920211001,KPK0001130521,I,,POINT (106574.11300000176 497740.9012000002)
kruispunten_wegvak.401,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,STELLINGENWEG,600147123,2021-10-01T00:00:00,2,060014712320211001,KPK0001140737,I,,POINT (198010.19519999996 544125.738499999)
kruispunten_wegvak.402,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,STELLINGENWEG,600147940,2019-02-01T00:00:00,7,060014794020190201,KPK0001140738,I,,POINT (198015.14939999953 544137.2047000006)
kruispunten_wegvak.403,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,WEST NIEUWLANDSEDIJK           BROUWERSDAM BINNENZ,600101213,2021-08-01T00:00:00,23,060010121320210801,KPK0001142254,I,,POINT (51307.22819999978 423716.04940000176)
kruispunten_wegvak.404,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,ONBEKEND,600279900,2021-10-01T00:00:00,1,060027990020211001,KPK0001143496,I,,POINT (46094.78200000152 368205.8220999986)
kruispunten_wegvak.405,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,ONBEKEND,600279882,2021-10-01T00:00:00,202,060027988220211001,KPK0001143498,I,,POINT (46096.982200000435 368220.96869999915)
kruispunten_wegvak.406,Pseudo T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,PAR.WEG (TRACTOREN),600279918,2021-10-01T00:00:00,40,060027991820211001,KPK0001143502,I,,POINT (46474.752700001 368257.15040000156)
kruispunten_wegvak.407,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,J.F.KENNEDYLAAN                PAST.VAN DEN HOUTSTRAAT,600135243,2021-10-01T00:00:00,724,060013524320211001,KPK0001143519,I,,POINT (148020.13910000026 407474.30999999866)
kruispunten_wegvak.408,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,PAR.WEG                        WERKVERKEER,600174895,2021-10-01T00:00:00,1,060017489520211001,KPK0001142308,I,,POINT (39790.5896999985 408387.2589999996)
kruispunten_wegvak.409,Kruispunt met fysieke scheiding van de rijbanen,J,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,R,PPL.& REST                     PAR.WEG,66202002,2019-05-01T00:00:00,1,006620200220190501,KPK0001142329,I,,POINT (33115.485599998385 401074.12579999864)
kruispunten_wegvak.410,Kruispunt met fysieke scheiding van de rijbanen,J,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,R,PPL.& REST                     PAR.WEG,600093467,2021-10-01T00:00:00,1,060009346720211001,KPK0001142329,I,,POINT (33114.188599999994 401074.4155000001)
kruispunten_wegvak.411,Rotonde,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,DORPSDIJK=N663                 POLREDIJK=N663,600093886,2019-02-01T00:00:00,11,060009388620190201,KPK0001142333,I,,POINT (32500.651099998504 399887.9166000001)
kruispunten_wegvak.412,Pseudo T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,BS.,222428039,2022-05-01T00:00:00,24,022242803920220501,KPK0001130766,I,,POINT (111158.04679999873 514349.83839999884)
kruispunten_wegvak.413,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BERGERWEG,219433008,2021-10-01T00:00:00,639,021943300820211001,KPK0001130774,I,,POINT (110227.10429999977 517179.4589000009)
kruispunten_wegvak.414,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BERGERWEG,600119842,2022-02-01T00:00:00,7,060011984220220201,KPK0001130775,I,,POINT (110215.50349999964 517184.935800001)
kruispunten_wegvak.415,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HELDERSEWEG	KOGELDIJK,222439018,2021-10-01T00:00:00,1,022243901820211001,KPK0001130778,I,,POINT (111450.51449999958 519520.8575000018)
kruispunten_wegvak.416,Pseudo T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,HEMMERWEG,216454002,2021-10-01T00:00:00,9,021645400220211001,KPK0001130784,I,,POINT (108079.85709999874 527242.1667000018)
kruispunten_wegvak.417,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PARALLELWEG,214459031,2021-10-01T00:00:00,162,021445903120211001,KPK0001130785,I,,POINT (107398.17440000176 529658.1906000003)
kruispunten_wegvak.418,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,214459031,2021-10-01T00:00:00,105,021445903120211001,KPK0001130787,I,,POINT (107388.97630000114 529714.4211999997)
kruispunten_wegvak.419,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PETTEMERWEG,600120664,2019-02-01T00:00:00,24,060012066420190201,KPK0001130791,I,,POINT (107336.4990000017 529972.3273999989)
kruispunten_wegvak.420,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PETTEMERWEG,600120130,2021-10-01T00:00:00,32,060012013020211001,KPK0001130791,I,,POINT (107368.18239999935 529965.700100001)
kruispunten_wegvak.421,Pseudo T-kruispunt met voorrangsregeling,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PARALLELWEG,600288042,2021-10-01T00:00:00,3686,060028804220211001,KPK0001130792,I,,POINT (109022.29520000145 533263.6550999992)
kruispunten_wegvak.422,Pseudo T-kruispunt met voorrangsregeling,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PARALLELWEG,218467004,2021-10-01T00:00:00,122,021846700420211001,KPK0001130808,I,,POINT (109229.11609999835 533711.2556999996)
kruispunten_wegvak.423,Pseudo T-kruispunt met voorrangsregeling,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PARALLELWEG,218467004,2021-10-01T00:00:00,122,021846700420211001,KPK0001130809,I,,POINT (109229.11609999835 533711.2556999996)
kruispunten_wegvak.424,Kruispunt met fysieke scheiding van de rijbanen,J,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,R,PPL.& REST                     PAR.WEG,66202002,2019-05-01T00:00:00,1,006620200220190501,KPK0001142330,I,,POINT (33115.485599998385 401074.12579999864)
kruispunten_wegvak.425,Kruispunt met fysieke scheiding van de rijbanen,J,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,R,PPL.& REST                     PAR.WEG,65201006,2021-10-01T00:00:00,263,006520100620211001,KPK0001142330,I,,POINT (33119.289799999446 401065.5111999996)
kruispunten_wegvak.426,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600093953,2021-10-01T00:00:00,1124,060009395320211001,KPK0001142392,I,,POINT (46936.72929999977 417352.61199999973)
kruispunten_wegvak.427,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PARALLELWEG,224476003,2021-10-01T00:00:00,434,022447600320211001,KPK0001130814,I,,POINT (112082.27299999818 538886.6130000018)
kruispunten_wegvak.428,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PARALLELWEG,224477058,2021-10-01T00:00:00,2,022447705820211001,KPK0001130814,I,,POINT (112083.70910000056 538888.004999999)
kruispunten_wegvak.429,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PARALLELWEG,600121355,2021-10-01T00:00:00,2,060012135520211001,KPK0001130815,I,,POINT (112080.94619999826 538885.1165000014)
kruispunten_wegvak.430,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,Callantsogervaart,226486027,2022-05-01T00:00:00,166,022648602720220501,KPK0001130816,I,,POINT (113391.66479999945 543468.0207000002)
kruispunten_wegvak.431,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,Callantsogervaart,600121327,2022-05-01T00:00:00,5,060012132720220501,KPK0001130817,I,,POINT (113386.10770000145 543469.2126999982)
kruispunten_wegvak.432,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,SCHOOLWEG,228490012,2021-10-01T00:00:00,6,022849001220211001,KPK0001130818,I,,POINT (114257.72100000083 545466.3475000001)
kruispunten_wegvak.433,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,SCHOOLWEG,600121586,2021-10-01T00:00:00,0,060012158620211001,KPK0001130819,I,,POINT (114234.16409999877 545471.8709000014)
kruispunten_wegvak.434,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KooYBUURT              RW.99,230494028,2021-10-01T00:00:00,455,023049402820211001,KPK0001130822,I,,POINT (115127.61780000106 547652.4732000008)
kruispunten_wegvak.435,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KooYBUURT              RW.99,600123593,2021-10-01T00:00:00,28,060012359320211001,KPK0001130823,I,,POINT (115109.87669999897 547655.3134999983)
kruispunten_wegvak.436,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,TACHTIG BUNDERWEG,475401003,2021-10-01T00:00:00,1526,047540100320211001,KPK0001141093,I,,POINT (238549.60130000114 499464.27010000125)
kruispunten_wegvak.437,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OOSTERHESSELERWEG,600152136,2021-10-01T00:00:00,531,060015213620211001,KPK0001141105,I,,POINT (245849.3343999982 527071.9921999983)
kruispunten_wegvak.438,Pseudo kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,PARALLELWEG              KRUISWEG,600112605,2021-10-01T00:00:00,6,060011260520211001,KPK0001141162,I,,POINT (99464.53159999847 433341.18250000104)
kruispunten_wegvak.439,Pseudo kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,PARALLELWEG              KRUISWEG,198264008,2021-10-01T00:00:00,903,019826400820211001,KPK0001141163,I,,POINT (99480.87750000134 433338.07129999995)
kruispunten_wegvak.440,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,EIGENWEG RWS,600243672,2021-10-01T00:00:00,239,060024367220211001,KPK0001133613,I,,POINT (121874.07800000161 453689.0348000005)
kruispunten_wegvak.441,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,EUROPALAAN,600128332,2021-10-01T00:00:00,28,060012833220211001,KPK0001133761,I,,POINT (135717.96979999915 452504.3055000007)
kruispunten_wegvak.442,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,TRAM,600128332,2021-10-01T00:00:00,17,060012833220211001,KPK0001133762,I,,POINT (135728.58879999816 452501.4354999997)
kruispunten_wegvak.443,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,TRAM,600128883,2021-10-01T00:00:00,13,060012888320211001,KPK0001133763,I,,POINT (135699.0588000007 452268.2353999987)
kruispunten_wegvak.444,Kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,BESTEMMINGVERKEER,600135565,2021-10-01T00:00:00,2,060013556520211001,KPK0001133785,I,,POINT (152878.79509999976 453062.7479000017)
kruispunten_wegvak.445,Pseudo T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,IJSSELOORDWEG=N325,390287039,2022-10-01T00:00:00,180,039028703920221001,KPK0001133812,I,,POINT (195600.5100999996 443749.84209999815)
kruispunten_wegvak.446,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,NOORDSINGEL,600147130,2021-10-01T00:00:00,12,060014713020211001,KPK0001133823,I,,POINT (198799.69029999897 441674.17339999974)
kruispunten_wegvak.447,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,NOORDSINGEL,600245422,2021-10-01T00:00:00,6,060024542220211001,KPK0001133827,I,,POINT (198736.00039999932 441452.6283)
kruispunten_wegvak.448,Niet indeelbaar,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,BUSBAAN,600124587,2021-10-01T00:00:00,47,060012458720211001,KPK0001139223,I,,POINT (123365.65029999986 420531.78660000116)
kruispunten_wegvak.449,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,A12,600149484,2021-10-01T00:00:00,11,060014948420211001,KPK0001133841,I,,POINT (207910.1812000014 435849.8498999998)
kruispunten_wegvak.450,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,PARALLELSTRAAT-WESTZIJDE,176281072,2021-10-01T00:00:00,5,017628107220211001,KPK0001133851,I,,POINT (88155.47789999843 440728.7135999985)
kruispunten_wegvak.451,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,OVERSTEEKPLAATS,179277107,2021-10-01T00:00:00,298,017927710720211001,KPK0001133861,I,,POINT (89668.55050000176 438598.0777999982)
kruispunten_wegvak.452,Kruispunt met voorrangsregeling,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,L,VBW.a EN VBW.d   RW 14         ZIJDEWEG,600106336,2019-02-01T00:00:00,10,060010633620190201,KPK0001134099,I,,POINT (84865.83430000022 457541.33579999954)
kruispunten_wegvak.453,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DONAU                          VBW.c en d RW.4,173309090,2021-10-01T00:00:00,339,017330909020211001,KPK0001134213,I,,POINT (87106.09519999847 454255.8471000008)
kruispunten_wegvak.454,T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,VBW.a & b =RW.  4              WILLEM VAN DER MADEWEG,189323071,2021-10-01T00:00:00,0,018932307120211001,KPK0001131808,I,,POINT (94682.31100000069 461733.2479999997)
kruispunten_wegvak.455,Niet indeelbaar,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,DIENSTWEG RWS,189323069,2021-10-01T00:00:00,1,018932306920211001,KPK0001131809,I,,POINT (94803.75950000063 461689.116799999)
kruispunten_wegvak.456,Niet indeelbaar,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,DIENSTWEG RWS,189323068,2021-10-01T00:00:00,1,018932306820211001,KPK0001131809,I,,POINT (94804.40060000122 461687.80640000105)
kruispunten_wegvak.665,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG,422394002,2021-10-01T00:00:00,249,042239400220211001,KPK0001218642,I,,POINT (211189.9162000008 496936.70529999956)
kruispunten_wegvak.457,T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,VBW.a & b =RW.  4              WILLEM VAN DER MADEWEG,600115579,2021-10-01T00:00:00,131,060011557920211001,KPK0001131810,I,,POINT (94685.33799999952 461747.93400000036)
kruispunten_wegvak.458,Niet indeelbaar,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,DIENSTWEG RWS,189323069,2021-10-01T00:00:00,1,018932306920211001,KPK0001131811,I,,POINT (94803.75950000063 461689.116799999)
kruispunten_wegvak.459,Niet indeelbaar,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,DIENSTWEG RWS,600115579,2021-10-01T00:00:00,0,060011557920211001,KPK0001131811,I,,POINT (94807.40459999815 461700.97289999947)
kruispunten_wegvak.460,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor beide hoofdrijbanen (D6L),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),R,LEIDSE SCHOUW,205319042,2019-06-01T00:00:00,1,020531904220190601,KPK0001131819,I,,POINT (102844.34600000083 459725.11349999905)
kruispunten_wegvak.461,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor beide hoofdrijbanen (D6L),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),R,LEIDSE SCHOUW,205319039,2021-10-01T00:00:00,1,020531903920211001,KPK0001131819,I,,POINT (102844.57459999993 459723.71930000186)
kruispunten_wegvak.462,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,SIDDEBUREN=N387,600460819,2022-03-01T00:00:00,124,060046081920220301,KPK0001197739,I,,POINT (254418.0423000008 585232.385400001)
kruispunten_wegvak.463,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,SIDDEBUREN=N387,600460827,2022-03-01T00:00:00,36,060046082720220301,KPK0001197740,I,,POINT (254416.01900000125 585268.3273000009)
kruispunten_wegvak.464,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,SIDDEBUREN=N387,600460824,2022-03-01T00:00:00,2,060046082420220301,KPK0001197740,I,,POINT (254415.9182999991 585277.1739000008)
kruispunten_wegvak.465,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,SIDDEBUREN=N387,600460828,2021-09-01T00:00:00,2,060046082820210901,KPK0001197740,I,,POINT (254414.08949999884 585275.0782000013)
kruispunten_wegvak.466,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,SIDDEBUREN=N387,508570013,2022-03-01T00:00:00,0,050857001320220301,KPK0001197741,I,,POINT (254410.0811999999 585228.7283999994)
kruispunten_wegvak.467,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,GEERLANDWEG,600153160,2022-03-01T00:00:00,171,060015316020220301,KPK0001197748,I,,POINT (254269.9523999989 587734.5243000016)
kruispunten_wegvak.468,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,GEERLANDWEG,600153159,2022-03-01T00:00:00,0,060015315920220301,KPK0001197749,I,,POINT (254260.98429999873 587735.4921999983)
kruispunten_wegvak.469,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,WOLDWEG=N989,505582018,2022-03-01T00:00:00,194,050558201820220301,KPK0001197750,I,,POINT (252917.95910000056 591410.5736000016)
kruispunten_wegvak.470,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,HOLEWEG =N362,508583005,2022-11-01T00:00:00,90,050858300520221101,KPK0001197751,I,,POINT (254537.2146999985 591824.6042999998)
kruispunten_wegvak.471,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,WOLDWEG=N989,600153192,2022-03-01T00:00:00,2,060015319220220301,KPK0001197752,I,,POINT (252909.93310000002 591416.4246999994)
kruispunten_wegvak.472,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,HOLEWEG =N362,600460995,2022-03-01T00:00:00,223,060046099520220301,KPK0001197753,I,,POINT (254538.82649999857 591836.7631999999)
kruispunten_wegvak.473,T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,FIVELWEG,600452191,2022-03-01T00:00:00,1,060045219120220301,KPK0001197764,I,,POINT (253582.26639999822 596994.6361999996)
