FID,OVW_STARTDATUM,BOOMKLASSE,BOOMHOOGTE,BUURT,EIGENAAR,FUNCTIE,KROONDIAMETER,PLANTWIJZE,STAMDIAMETER,STANDPLAATS,WIJKNAAM,ID,NEDERLANDSE_NAAM,BOOMSOORT,GEOMETRIE,PLANTJAAR,LONGITUDE,LATITUDE,OVW_MAX_SIZE
Gemeentelijke_bomen.15956357,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Heesters,Randenbroek,1365,gewone haagbeuk,Carpinus betulus,POINT (52.153703052813356 5.399523036924953),1998,5.39952310368367,52.1536995894886,0

Gemeentelijke_bomen.15956358,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Solitair,26-50 cm,Elementverharding,Randenbroek,1366,kleinbladige linde,Tilia cordata,POINT (52.15498464316932 5.4003314678026495),1996,5.40033151308499,52.1549811790035,0

Gemeentelijke_bomen.15956359,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Midden,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,26-50 cm,Heesters,Randenbroek,1722,gewone haagbeuk cv. (zuilvorm),Carpinus betulus Frans Fontaine,POINT (52.150398588316804 5.403589820054938),1960,5.40358991770724,52.1503951598318,0

Gemeentelijke_bomen.15956360,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Midden,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,51-75 cm,Heesters,Randenbroek,1724,gewone haagbeuk cv. (zuilvorm),Carpinus betulus Frans Fontaine,POINT (52.15048303831939 5.403848466881088),1959,5.40384856231263,52.150479610919,0

Gemeentelijke_bomen.15956361,2023-02-03,Geen vrije uitgroei,0-6 m,Componistenbuurt-Midden,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,0-10 cm,Gazon,Randenbroek,1726,Chinese vernisboom,Koelreuteria paniculata,POINT (52.15033287035778 5.403941410764141),2007,5.40394150799405,52.1503294440359,0

Gemeentelijke_bomen.15956362,2023-02-03,Geen vrije uitgroei,6-9 m,Componistenbuurt-Midden,Gemeente Amersfoort,Buurt- en blokgroen,3,Solitair,11-25 cm,Gazon,Randenbroek,1727,kerspruim,Prunus cerasifera Nigra,POINT (52.15026001926839 5.404000025782291),2007,5.4040001238327,52.150256593543,0

Gemeentelijke_bomen.15956363,2023-02-03,Geen vrije uitgroei,15-18 m,Dorrestein,Gemeente Amersfoort,Buurt- en blokgroen,12,Groep,76-100 cm,Gazon,Vermeerkwartier,3418,valse acacia,Robinia pseudoacacia,POINT (52.14145372922094 5.397942660934402),1950,5.39794290617545,52.1414503022204,0

Gemeentelijke_bomen.15956364,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,259,zomereik,Quercus robur,POINT (52.162489583646746 5.446736259427321),1980 (geschat),5.44673598603995,52.1624863594631,0

Gemeentelijke_bomen.15956365,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,329,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16665009525166 5.421562622779911),1994,5.42156240040048,52.1666466985132,0

Gemeentelijke_bomen.15956366,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,330,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.166574069088796 5.421530716397353),1994,5.42153049534185,52.1665706725241,0

Gemeentelijke_bomen.15956367,2023-02-03,Geen vrije uitgroei,12-15 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,6,Groep,26-50 cm,Heesters,Leusderkwartier,3957,ruwe berk,Betula pendula,POINT (52.14117296961234 5.391510252336862),1980 (geschat),5.39151052319177,52.1411695097939,0

Gemeentelijke_bomen.15956368,2023-02-03,Geen vrije uitgroei,6-9 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,6,Groep,11-25 cm,Heesters,Leusderkwartier,3958,gewone lijsterbes,Sorbus aucuparia,POINT (52.14112216372116 5.391556567678903),2012 (geschat),5.39155683907266,52.1411187043096,0

Gemeentelijke_bomen.15956369,2023-02-03,Geen vrije uitgroei,6-9 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Heesters,Leusderkwartier,3959,gewone lijsterbes,Sorbus aucuparia,POINT (52.14107467191275 5.391593223203055),2012 (geschat),5.39159349512309,52.1410712128471,0

Gemeentelijke_bomen.15956370,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Heesters,Randenbroek,1494,veldesdoorn cv.,Acer campestre Elsrijk,POINT (52.15457992553369 5.402473523120202),1986,5.40247356530159,52.1545764745564,0

Gemeentelijke_bomen.15956371,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,986,zomereik,Quercus robur,POINT (52.1638841926573 5.466630141851164),1950,5.46662975257405,52.1638810929545,0

Gemeentelijke_bomen.15956372,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,988,zomereik,Quercus robur,POINT (52.16388983387758 5.466698351935229),1950,5.46669796224002,52.1638867346121,0

Gemeentelijke_bomen.15956373,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,989,zomereik,Quercus robur,POINT (52.16388865094535 5.466739707188332),1950,5.46673931732229,52.1638855519661,0

Gemeentelijke_bomen.15956374,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,990,zomereik,Quercus robur,POINT (52.16388632229308 5.466764142916878),1950,5.46676375297915,52.1638832234904,0

Gemeentelijke_bomen.15956375,2023-02-03,Geen vrije uitgroei,6-9 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,11-25 cm,Bosplantsoen,Buitengebied-Oost,1005,ruwe berk,Betula pendula,POINT (52.16392815575936 5.467313670199147),1990 (geschat),5.46731327695659,52.1639250605005,0

Gemeentelijke_bomen.15956376,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1006,zomereik,Quercus robur,POINT (52.163944841046984 5.467356241961266),1950,5.46735584822069,52.1639417460014,0

Gemeentelijke_bomen.15956377,2023-02-03,Geen vrije uitgroei,15-18 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,26-50 cm,Gazon,Randenbroek,1533,kleinbladige linde,Tilia cordata,POINT (52.155792593058365 5.400894300635191),1986,5.40089433209414,52.1557891286079,0

Gemeentelijke_bomen.15956378,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,26-50 cm,Gazon,Randenbroek,1534,kleinbladige linde,Tilia cordata,POINT (52.1558321505138 5.400803713497254),1986,5.40080374477414,52.1558286854132,0

Gemeentelijke_bomen.15956240,2023-02-03,Geen vrije uitgroei,15-18 m,Schuilenburg-Midden,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,51-75 cm,Gazon,Schuilenburg,2305,zwarte berk,Betula nigra,POINT (52.155417120884465 5.410775265331031),1970,5.41077526087987,52.1554137121706,0

Gemeentelijke_bomen.15956241,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,63,zomereik,Quercus robur,POINT (52.165777714908664 5.4317182762634335),1950,5.43171801899126,52.1657743825111,0

Gemeentelijke_bomen.15956242,2023-02-03,Gekandelaberde boom,6-9 m,Leusderkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,Leusderkwartier,3731,sierpeer cv.,Pyrus communis Beech Hill,POINT (52.1427518584391 5.383523650762521),1980 (geschat),5.38352392765639,52.1427483526905,0

Gemeentelijke_bomen.15956243,2023-02-03,Geen vrije uitgroei,18-24 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,24,Bomenrij,76-100 cm,Gazon,Leusderkwartier,3781,gewone beuk,Fagus sylvatica,POINT (52.14048336267958 5.391985610963796),1940,5.39198588966598,52.1404799075806,0

Gemeentelijke_bomen.15956244,2023-02-03,Geen vrije uitgroei,12-15 m,Leusderkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,Leusderkwartier,3679,ruwe berk,Betula pendula,POINT (52.14250279086106 5.381013941554769),2000,5.38101423039201,52.1424992734573,0

Gemeentelijke_bomen.15956245,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1127,zomereik,Quercus robur,POINT (52.163587062590395 5.464774631135153),1990 (geschat),5.46477425577849,52.1635839516852,0

Gemeentelijke_bomen.15956246,2023-02-03,Geen vrije uitgroei,0-6 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,3,Groep,11-25 cm,Elementverharding,Randenbroek,1384,veldesdoorn cv.,Acer campestre Elsrijk,POINT (52.154186572253856 5.399813956160568),1986,5.39981401488842,52.1541831085456,0

Gemeentelijke_bomen.15956247,2023-02-03,Geen vrije uitgroei,0-6 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,0-10 cm,Elementverharding,Randenbroek,1289,kleinbladige linde,Tilia cordata,POINT (52.15492745002767 5.396985188119226),2000 (geschat),5.39698524809304,52.1549239682562,0

Gemeentelijke_bomen.15956248,2023-02-03,Geen vrije uitgroei,6-9 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1290,kleinbladige linde,Tilia cordata,POINT (52.154855537073196 5.397097688221467),1986,5.39709774873554,52.1548520561901,0

Gemeentelijke_bomen.15956249,2023-02-03,Geen vrije uitgroei,0-6 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1291,kleinbladige linde,Tilia cordata,POINT (52.1547845225064 5.397213110539723),1986,5.39721317157029,52.1547810425234,0

Gemeentelijke_bomen.15956250,2023-02-03,Geen vrije uitgroei,0-6 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Solitair,11-25 cm,Elementverharding,Randenbroek,1292,dubbelbloemige paardenkastanje,Aesculus hippocastanum Baumannii,POINT (52.154002376595415 5.399277635773656),1986,5.39927769930531,52.1539989107588,0

Gemeentelijke_bomen.15956251,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1481,,Fraxinus excelsior 'Atlas',POINT (52.154887191640206 5.403372297310557),1986,5.4033723313706,52.1548837442894,0

Gemeentelijke_bomen.15956252,2023-02-03,Geen vrije uitgroei,6-9 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Solitair,11-25 cm,Heesters,Randenbroek,1482,,Fraxinus excelsior 'Atlas',POINT (52.154838693192 5.403107793865055),1986,5.40310782971705,52.1548352446023,0

Gemeentelijke_bomen.15956253,2023-02-03,Geen vrije uitgroei,6-9 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Buurt- en blokgroen,9,Solitair,26-50 cm,Gazon,Randenbroek,1886,meelbes,Sorbus aria,POINT (52.14679556711412 5.407742061152602),1960,5.40774219525835,52.1467921747567,0

Gemeentelijke_bomen.15956254,2023-02-03,Geen vrije uitgroei,6-9 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Buurt- en blokgroen,9,Groep,26-50 cm,Gazon,Randenbroek,1887,meelbes,Sorbus aria,POINT (52.14687286983751 5.407705572382177),1960,5.40770570549401,52.1468694769994,0

Gemeentelijke_bomen.15956255,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,235,zomereik,Quercus robur,POINT (52.162038583779555 5.448113834693248),1970,5.44811356263393,52.1620353704019,0

Gemeentelijke_bomen.15956256,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,236,zomereik,Quercus robur,POINT (52.16203224908435 5.448197130644179),1970,5.44819685831353,52.1620290362675,0

Gemeentelijke_bomen.15956257,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,238,zomereik,Quercus robur,POINT (52.162027707396525 5.448289197769227),1970,5.44828892509716,52.1620244951887,0

Gemeentelijke_bomen.15956258,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,239,zomereik,Quercus robur,POINT (52.1620330545667 5.448376894102108),1970,5.44837662094125,52.1620298428958,0

Gemeentelijke_bomen.15956259,2023-02-03,Geen vrije uitgroei,0-6 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,3,Bomenrij,11-25 cm,Ruw gras,Buitengebied-Oost,240,zomereik,Quercus robur,POINT (52.16203390546829 5.448468968730085),2000 (geschat),5.44846869513658,52.1620306943827,0

Gemeentelijke_bomen.15956260,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Ruw gras,Buitengebied-Oost,634,zwarte els,Alnus glutinosa,POINT (52.165231758035844 5.459083690787331),1990,5.45908331295037,52.1652286014998,0

Gemeentelijke_bomen.15956261,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Ruw gras,Buitengebied-Oost,635,zwarte els,Alnus glutinosa,POINT (52.16522005102178 5.459085911339803),1990,5.45908553369751,52.1652168945548,0

Gemeentelijke_bomen.15956262,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Ruw gras,Buitengebied-Oost,636,zwarte els,Alnus glutinosa,POINT (52.16520214621683 5.459089241610318),1990,5.45908886426606,52.1651989898552,0

Gemeentelijke_bomen.15956263,2023-02-03,Geen vrije uitgroei,6-9 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Ruw gras,Rustenburg,332,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16641741497951 5.421466897652196),1994,5.42146667931456,52.1664140187832,0

Gemeentelijke_bomen.15956264,2023-02-03,Geen vrije uitgroei,9-12 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,11-25 cm,Elementverharding,Leusderkwartier,3954,honingboom,Sophora japonica,POINT (52.14338235203175 5.386817193603869),2013 (geschat),5.38681745064607,52.1433788607434,0

Gemeentelijke_bomen.15956265,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1085,zomereik,Quercus robur,POINT (52.1640388708133 5.4676287834864175),1970,5.46762838678593,52.1640357771922,0

Gemeentelijke_bomen.15956266,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,11-25 cm,Bosplantsoen,Buitengebied-Oost,1087,zwarte els,Alnus glutinosa,POINT (52.16407522148845 5.467555704470033),1990 (geschat),5.46755530745516,52.1640721272032,0

Gemeentelijke_bomen.15956267,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1088,zomereik,Quercus robur,POINT (52.16401070924229 5.4674580714591405),1970,5.46745767605982,52.164007614588,0

Gemeentelijke_bomen.15956268,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1089,zomereik,Quercus robur,POINT (52.16400293649517 5.467416614089785),1970,5.46741621902318,52.1639998415944,0

Gemeentelijke_bomen.15956269,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,11-25 cm,Bosplantsoen,Buitengebied-Oost,1020,ruwe berk,Betula pendula,POINT (52.16395805087105 5.468382916206276),1970,5.46838251745562,52.1639549627618,0

Gemeentelijke_bomen.15956270,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Buurt- en blokgroen,12,Groep,26-50 cm,Gazon,Randenbroek,1893,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.146793644638024 5.408441871519658),1960,5.40844200307432,52.1467902561595,0

Gemeentelijke_bomen.15956271,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,586,zomereik,Quercus robur,POINT (52.163082712358836 5.459038486006504),1950,5.45903814603507,52.1630795653866,0

Gemeentelijke_bomen.15956272,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,888,gewone beuk,Fagus sylvatica,POINT (52.15778257171388 5.459735718483506),1950,5.45973546835792,52.1577794525751,0

Gemeentelijke_bomen.15956273,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1176,gewone beuk,Fagus sylvatica,POINT (52.16338521392696 5.463288366626339),1985,5.46328800173315,52.1633820939339,0

Gemeentelijke_bomen.15956274,2023-02-03,Geen vrije uitgroei,9-12 m,Dorrestein,Gemeente Amersfoort,Stadsdeel- en wijkgroen,3,Bomenrij,11-25 cm,Heesters,Vermeerkwartier,3450,zomereik,Quercus robur,POINT (52.141182518127486 5.400610345651501),2008,5.4006105857129,52.1411791062767,0

Gemeentelijke_bomen.15956275,2023-02-03,Geen vrije uitgroei,12-15 m,Schuilenburg-Midden,Gemeente Amersfoort,Buurt- en blokgroen,9,Groep,26-50 cm,Gazon,Schuilenburg,2316,Turkse hazelaar,Corylus colurna,POINT (52.15599682026239 5.410883708711381),2014,5.41088369523731,52.1559934097707,0

Gemeentelijke_bomen.15956276,2023-02-03,Geen vrije uitgroei,12-15 m,Schuilenburg-Midden,Gemeente Amersfoort,Buurt- en blokgroen,9,Groep,26-50 cm,Gazon,Schuilenburg,2319,Turkse hazelaar,Corylus colurna,POINT (52.15596981110712 5.411107270843883),1970,5.41110725682903,52.1559664019778,0

Gemeentelijke_bomen.15956277,2023-02-03,Geen vrije uitgroei,9-12 m,Vermeerkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,27,Bomenrij,11-25 cm,Elementverharding,Vermeerkwartier,3272,Kolchische esdoorn,Acer cappadocicum,POINT (52.147212566017934 5.389535927966512),2012 (geschat),5.38953612354272,52.14720907511,0

Gemeentelijke_bomen.15956278,2023-02-03,Geen vrije uitgroei,9-12 m,Vermeerkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,27,Bomenrij,11-25 cm,Elementverharding,Vermeerkwartier,3273,Kolchische esdoorn,Acer cappadocicum,POINT (52.14730956304108 5.3896784332710705),2012 (geschat),5.38967862700143,52.1473060725125,0

Gemeentelijke_bomen.15956279,2023-02-03,Leiboom,0-6 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,3,Groep,26-50 cm,Gazon,Randenbroek,1265,koningslinde,Tilia x europaea Koningslinde,POINT (52.15186409197698 5.399804524465051),1963,5.39980461610431,52.1518606374187,0

Gemeentelijke_bomen.15956280,2023-02-03,Knotboom,0-6 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,26-50 cm,Gazon,Randenbroek,1266,koningslinde,Tilia x europaea Koningslinde,POINT (52.15183801520375 5.399912642068024),1963,5.39991273364684,52.1518345613262,0

Gemeentelijke_bomen.15956281,2023-02-03,Knotboom,0-6 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,26-50 cm,Gazon,Randenbroek,1267,koningslinde,Tilia x europaea Koningslinde,POINT (52.15185148896381 5.399987164533572),1963,5.3999872556255,52.151848035433,0

Gemeentelijke_bomen.15956282,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1509,kleinbladige linde,Tilia cordata,POINT (52.155684939516256 5.399055983384121),1986,5.39905602407744,52.155681465657,0

Gemeentelijke_bomen.15956283,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,580,zomereik,Quercus robur,POINT (52.163157412734385 5.458395983706279),1950,5.45839564538459,52.1631542611711,0

Gemeentelijke_bomen.15956284,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,581,zomereik,Quercus robur,POINT (52.16313877541035 5.458494818910851),1950,5.45849448046,52.1631356245851,0

Gemeentelijke_bomen.15956285,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,582,zomereik,Quercus robur,POINT (52.16312352072468 5.458585420709696),1950,5.45858508210862,52.1631203705679,0

Gemeentelijke_bomen.15956286,2023-02-03,Geen vrije uitgroei,9-12 m,Componistenbuurt-Midden,Gemeente Amersfoort,Buurt- en blokgroen,3,Groep,11-25 cm,Gazon,Randenbroek,1704,zomereik,Quercus robur,POINT (52.15022975501185 5.4025611456189795),2013,5.40256124968914,52.1502263215888,0

Gemeentelijke_bomen.15956287,2023-02-03,Geen vrije uitgroei,9-12 m,Componistenbuurt-Midden,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Gazon,Randenbroek,1705,gewone haagbeuk cv.,Carpinus betulus Fastigiata,POINT (52.15032143176271 5.402562638636825),1990,5.40256274138945,52.1503179979989,0

Gemeentelijke_bomen.15956288,2023-02-03,Geen vrije uitgroei,0-6 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,3,Solitair,26-50 cm,Heesters,Randenbroek,1595,katzuraboom,Cercidiphyllum japonicum,POINT (52.1527397736492 5.406844552864262),1980 (geschat),5.40684460378597,52.1527363538907,0

Gemeentelijke_bomen.15956289,2023-02-03,Geen vrije uitgroei,0-6 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,0-10 cm,Heesters,Randenbroek,1597,tweestijlige meidoorn,Crataegus laevigata,POINT (52.152808532307034 5.407535901528835),1991,5.40753594866619,52.152805116089,0
